symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
LVWR,2026-02-02,11:57:00,3.07,2.95,3.31,1377,12:04:00,3.24,trail_stop,237.81,5.63,9,0.1178,0.2450,2.50,162.17,6.27,48.89,5,22598,10278,0.1800,2.96,3.05,3.05,3.11,3.04,3.04,6804,2.36,3.40,2.33,2.44,1724102,45.92,77172,22.34,,12611281,207,7,7.15,0.85,False,0.14,2,6.27,7.64,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,1.127,0.20,0.00,30.90,0.662,1.127
PLAG,2026-02-02,12:42:00,3.71,3.63,3.86,4500,12:50:00,3.62,stop,-402.03,-2.41,10,0.0784,0.1500,2.50,353.02,6.67,17.39,3,3963,2754,0.2300,3.64,3.69,3.66,3.77,3.66,3.77,5263,2.78,4.18,2.78,4.04,1307329,50.36,179446,7.29,,11638517,252,14,10.83,0.72,False,0.14,2,6.67,11.31,2.00,1.80,0.30,0.30,0.00,0.00,0.20,2.000,1.127,0.20,0.00,40.07,1.911,1.127
ONEG,2026-02-03,15:25:00,5.26,4.98,5.78,1300,15:50:00,5.17,force_close,-118.49,-1.73,13,0.2737,0.5190,2.50,355.87,4.94,-2.22,5,3902,2071,0.2300,4.90,5.19,5.23,5.24,5.22,5.24,1564,4.77,5.24,3.20,5.15,395672,63.75,286279,1.38,,7000000,415,3,11.22,-4.22,False,0.06,2,4.94,12.58,2.00,1.80,0.30,-0.30,0.30,0.30,0.20,2.000,304.263,0.20,0.00,63.75,0.755,304.263
PMN,2026-02-03,09:59:00,15.82,15.29,16.94,700,11:34:00,16.82,trail_stop,701.39,6.33,83,0.5287,1.1250,2.50,370.09,8.01,40.17,3,4654,1007,1.1699,15.30,15.74,15.69,16.00,15.65,15.82,3260,14.15,17.40,14.01,15.90,238542,24.20,424992,0.56,,4597467,89,1,3.31,-5.27,False,0.06,2,8.01,2.84,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,304.263,0.20,0.00,18.48,3.236,304.263
IBG,2026-02-05,14:31:00,4.16,3.99,4.44,1431,15:07:00,3.98,stop,-261.40,-4.39,4,0.1707,0.2750,2.50,244.27,5.15,40.00,6,1422,606,0.2000,4.00,4.10,4.14,4.14,4.14,4.14,210,3.93,4.15,3.45,4.12,83624,20.36,546767,0.15,,412331,361,6,10.63,-1.01,False,-0.14,3,5.15,12.22,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,304.427,0.20,0.00,20.36,0.346,304.427
EAF,2026-02-09,10:20:00,7.44,7.28,7.76,1380,10:22:00,7.26,stop,-256.51,-2.50,6,0.1640,0.3125,2.50,226.37,4.68,27.27,2,15959,4494,0.3300,7.29,7.41,7.41,7.41,7.41,7.41,771,8.32,8.99,6.71,8.92,1662183,33.98,354919,4.68,,18860456,110,7,3.23,1.90,False,-0.10,2,4.68,3.72,2.30,1.00,0.30,0.00,0.30,0.30,0.20,2.300,1.425,0.20,0.00,28.17,0.172,1.425
KAZR,2026-02-09,13:10:00,3.20,3.11,3.30,7345,13:14:00,3.10,stop,-699.46,-2.98,3,0.0859,0.1007,2.50,630.94,8.40,14.11,4,21025,2218,0.2445,3.12,3.15,3.18,3.18,3.18,3.18,964,2.92,3.20,2.76,3.15,181454,15.94,146923,1.24,,9472782,280,3,6.68,1.04,False,-0.10,2,8.40,8.15,2.60,2.00,0.30,0.30,0.30,0.30,0.20,2.600,1.425,0.20,0.00,15.22,0.435,1.425
KAZR,2026-02-09,13:15:00,3.20,3.07,3.48,2752,13:21:00,3.06,stop,-383.90,-4.36,6,0.1303,0.2860,2.50,358.59,8.40,32.27,6,21025,1762,0.2445,3.08,3.18,3.18,3.18,3.18,3.18,100,2.92,3.20,2.76,3.15,181454,15.94,146923,1.24,,9472782,285,3,7.54,1.04,False,-0.10,2,8.40,8.07,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.425,0.20,0.00,15.22,0.057,1.425
OCC,2026-02-09,11:07:00,6.35,6.07,6.97,1080,14:46:00,6.31,eod,-41.98,-0.61,122,0.2816,0.6250,2.50,304.10,5.15,14.97,3,3184,638,0.2999,6.08,6.32,6.24,6.36,6.23,6.36,2778,5.25,6.60,5.24,6.32,289547,26.07,97917,2.96,,5847242,157,2,11.15,2.54,False,-0.10,3,5.15,10.68,2.00,1.80,0.30,-0.30,0.30,0.30,0.20,2.000,1.425,0.20,0.00,23.34,4.354,1.425
PHGE,2026-02-09,11:47:00,4.21,4.09,4.46,4047,12:30:00,4.84,exhaust+trail_stop,2393.94,14.05,18,0.1209,0.2500,2.50,489.48,9.30,36.11,3,1878,519,0.3600,4.10,4.19,4.16,4.20,4.15,4.15,473,3.80,4.94,3.49,4.53,157591,41.55,2935978,0.05,Industrials,8477820,197,3,13.49,-5.81,False,-0.10,3,9.30,13.97,3.00,1.80,0.00,0.30,0.30,0.30,0.00,3.100,1.425,0.20,0.00,21.20,0.911,1.425
