symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
AIFU,2025-06-25,09:59:00,5.78,5.64,6.05,6180,10:03:00,5.83,trail_stop,339.57,0.95,7,0.1387,0.2750,2.50,857.47,3.76,0.00,3,2547,1088,0.2050,5.65,5.75,5.72,5.84,5.72,5.84,3878,5.80,6.50,4.97,5.96,262526,30.65,191335,1.37,,538728,29,2,5.30,-6.00,False,0.04,2,3.76,5.25,1.70,2.00,0.00,0.00,0.30,0.00,0.20,1.700,1.103,0.20,0.00,19.60
RYET,2025-06-26,09:57:00,5.95,5.74,6.35,4248,10:15:00,5.72,stop,-959.26,-3.80,13,0.2086,0.4000,2.50,886.11,5.56,-16.67,3,5417,1157,0.3000,5.75,5.90,5.92,5.92,5.91,5.91,668,5.72,6.69,5.36,6.55,336020,24.81,724321,0.46,,13098714,27,1,5.56,-1.38,False,0.01,2,5.56,6.36,1.70,2.00,0.30,-0.30,0.30,0.00,0.20,1.700,0.901,0.20,0.00,11.75
SMCL,2025-06-26,10:12:00,18.00,17.58,18.84,1792,15:45:00,18.49,force_close,879.07,2.73,321,0.4242,0.8365,2.50,760.08,5.77,37.20,2,28554,26772,0.9800,17.59,17.91,17.89,18.00,17.73,17.77,14480,17.04,18.73,16.30,18.51,1958561,14.91,1331398,1.47,,28590485,42,1,5.26,1.98,False,0.01,3,5.77,5.35,1.50,2.00,0.30,0.00,0.00,0.00,0.00,1.500,0.901,0.20,0.00,10.12
VVOS,2025-06-26,09:58:00,3.82,3.69,4.09,2727,09:59:00,3.68,stop,-381.97,-3.67,5,0.1290,0.2750,2.50,351.78,6.44,43.48,3,32372,21040,0.2300,3.70,3.80,3.75,3.91,3.75,3.87,54295,3.56,3.91,3.23,3.37,1445468,21.24,167626,8.62,,6772718,28,3,3.39,16.72,False,0.01,2,6.44,3.48,1.50,1.00,0.30,0.00,0.00,0.00,0.00,1.500,0.901,0.20,0.00,24.59
BTCT,2025-06-30,10:24:00,3.24,3.19,3.34,5424,10:25:00,3.24,post_fill_exit,-52.80,-0.30,1,0.0549,0.0970,2.50,298.02,5.38,18.18,2,5481,1160,0.1650,3.20,3.23,,,,,,3.00,3.25,2.91,3.12,303756,11.68,135605,2.24,,7175629,54,3,5.22,1.69,False,-0.02,3,5.38,,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.688,0.20,0.00,11.00
CVKD,2025-06-30,09:39:00,12.94,12.66,13.47,855,09:44:00,13.17,trail_stop,200.26,1.81,7,0.2781,0.5342,2.50,237.75,10.94,6.36,2,5301,972,1.2573,12.67,12.87,12.78,12.98,12.78,12.98,1229,11.60,13.71,11.16,12.05,179752,22.81,23776,7.56,,1983795,9,1,7.57,11.11,False,-0.02,2,10.94,7.83,1.50,1.80,0.00,0.30,0.30,-0.50,0.20,1.500,0.688,0.20,0.00,23.31
GOCO,2025-07-01,09:48:00,6.23,6.03,6.66,2728,09:52:00,6.01,stop,-597.68,-3.52,5,0.2010,0.4250,2.50,548.33,6.49,8.11,3,4767,555,0.3700,6.04,6.20,6.10,6.23,6.10,6.23,1142,5.56,6.32,5.55,5.92,164681,13.83,68244,2.41,,10141268,18,1,4.76,0.18,False,0.04,3,6.49,5.08,1.50,2.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.746,0.20,0.00,11.71
JSPR,2025-07-07,10:00:00,2.82,2.70,3.11,3558,10:11:00,3.19,exhaust+trail_stop,1421.57,14.15,20,0.1264,0.2810,2.50,449.91,19.07,39.44,4,130350,66854,0.4500,2.63,2.81,2.73,2.85,2.72,2.83,85778,2.30,3.75,2.27,3.04,13150837,65.56,386061,34.06,,21879514,30,1,11.06,-65.44,False,0.08,3,19.07,10.15,2.00,1.00,0.00,0.00,0.30,-0.50,0.00,2.000,0.595,0.20,0.00,24.06
VOR,2025-07-07,10:44:00,2.53,2.45,2.64,8017,11:24:00,2.61,trail_stop,645.04,3.18,42,0.0808,0.1122,2.50,647.71,5.04,16.71,2,139521,79541,0.1191,2.46,2.50,2.52,2.54,2.50,2.50,300727,2.00,3.20,2.00,2.67,49494950,60.00,40659093,1.22,,35831110,74,3,4.79,4.71,False,0.08,2,5.04,6.18,1.80,1.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.595,0.20,0.00,32.98
EGG,2025-07-09,09:57:00,7.19,6.96,7.66,4399,10:00:00,7.45,trail_stop,1164.15,3.68,6,0.2240,0.4705,2.50,985.23,7.89,35.26,2,6632,3124,0.5238,6.97,7.15,7.12,7.26,7.12,7.18,4603,5.75,13.88,5.75,8.77,2871830,141.39,1142215,2.51,,8255093,27,1,7.42,-4.17,False,0.02,2,7.89,6.96,2.30,1.80,0.30,0.00,0.30,-0.50,0.00,2.300,0.678,0.20,0.00,24.52
RAIL,2025-07-09,09:45:00,10.72,10.43,11.32,2498,09:46:00,10.69,post_fill_exit,-80.36,-0.30,1,0.2933,0.6000,2.50,732.79,9.97,9.95,4,18412,10529,0.9550,10.44,10.67,,,,,,9.87,11.74,9.58,11.66,875968,22.55,142172,6.16,,14517585,15,4,3.19,0.41,False,0.02,3,9.97,,1.50,2.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.678,0.20,0.00,11.80
RAIL,2025-07-09,09:47:00,10.72,10.43,11.32,2498,09:48:00,10.69,post_fill_exit,-80.36,-0.30,1,0.2933,0.6000,2.50,732.79,9.97,9.95,4,18412,10529,0.9550,10.44,10.67,,,,,,9.87,11.74,9.58,11.66,875968,22.55,142172,6.16,,14517585,17,4,2.84,0.41,False,0.02,3,9.97,,1.50,2.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.678,0.20,0.00,12.73
CIGL,2025-07-11,10:40:00,3.97,3.87,4.12,8013,10:44:00,4.05,trail_stop,628.37,1.98,7,0.0996,0.1497,2.50,798.50,5.33,34.95,2,7839,3118,0.2000,3.88,3.93,3.95,4.10,3.95,4.03,25532,3.68,4.40,3.31,4.21,1956740,32.93,603615,3.24,Industrials,19934531,70,3,1.65,-34.98,False,0.07,2,5.33,2.54,2.40,1.00,0.30,0.30,0.30,-0.50,0.00,2.400,0.550,0.00,0.00,30.82
SPAI,2025-07-11,09:59:00,3.39,3.28,3.51,1232,10:00:00,3.38,post_fill_exit,-12.51,-0.30,1,0.1055,0.1250,2.50,130.03,5.71,22.22,3,4250,1972,0.1800,3.29,3.33,,,,,,3.00,3.60,2.90,3.57,191938,24.14,30833,6.23,,12225692,29,5,4.04,4.90,False,0.07,2,5.71,,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.550,0.20,0.00,18.16
YOOV,2025-07-11,10:40:00,3.97,3.87,4.12,8013,10:44:00,4.05,trail_stop,628.37,1.98,7,0.0996,0.1497,2.50,798.50,5.33,34.95,2,7839,3118,0.2000,3.88,3.93,3.95,4.10,3.95,4.03,25532,3.68,4.40,3.31,4.21,1956740,32.93,603615,3.24,,768470,70,3,1.65,-34.98,False,0.07,2,5.33,2.54,2.40,1.00,0.30,0.30,0.30,-0.50,0.00,2.400,0.550,0.00,0.00,30.82
BGL,2025-07-22,10:44:00,17.80,17.00,19.57,479,11:35:00,18.15,trail_stop,167.65,1.97,48,0.7969,1.7710,2.50,381.74,7.57,49.19,5,4377,3005,1.2400,17.00,17.71,17.49,17.89,17.30,17.30,5305,14.90,20.47,14.56,19.83,503842,40.59,363820,1.38,,16098251,74,3,9.22,-1.65,False,-0.09,2,7.57,9.19,1.70,1.00,0.30,-0.30,0.00,-0.50,0.00,1.700,0.556,0.20,0.00,21.63
MAXN,2025-07-22,09:41:00,4.71,4.57,5.01,5998,09:46:00,4.81,trail_stop,590.93,2.09,7,0.1434,0.3000,2.50,860.41,8.61,27.01,2,14830,5114,0.3710,4.58,4.69,4.62,4.70,4.60,4.70,6245,4.31,4.97,4.21,4.44,452401,18.05,207443,2.18,,6098841,11,1,4.76,1.89,False,-0.09,3,8.61,5.00,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.556,0.20,0.00,10.87
RNAZ,2025-07-23,10:29:00,12.35,12.07,12.84,503,10:30:00,12.31,post_fill_exit,-18.64,-0.30,1,0.2814,0.4925,2.50,141.57,5.36,33.60,2,2517,1358,0.6250,12.08,12.27,,,,,,12.15,17.24,10.97,11.27,4168060,57.11,25159,165.67,,832424,59,3,1.31,28.71,False,-0.09,2,5.36,,1.40,1.00,0.30,0.30,0.30,-0.50,0.00,1.400,0.518,0.00,0.00,38.98
JEM,2025-07-31,10:18:00,6.50,6.31,6.73,5614,10:19:00,6.29,stop,-1186.13,-3.25,3,0.1923,0.2250,2.50,1079.85,7.44,40.00,2,6271,1660,0.4500,6.32,6.40,6.47,6.56,6.42,6.42,2000,5.83,6.56,5.39,6.05,223540,21.71,140398,1.59,,746265,48,1,6.38,-1.77,False,-0.12,3,7.44,7.81,1.60,2.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.683,0.20,0.00,17.97
AVD,2025-08-01,09:54:00,4.12,4.05,4.24,9848,09:58:00,4.04,stop,-807.06,-1.99,6,0.0698,0.1232,2.50,687.39,4.59,21.83,3,7962,3061,0.1800,4.06,4.10,4.10,4.13,4.06,4.13,10779,3.69,4.37,3.62,4.21,601228,20.72,246206,2.44,,26647674,24,1,6.15,-4.40,False,-0.16,3,4.59,6.04,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,1.032,0.20,0.00,13.26
METC,2025-08-01,10:00:00,18.36,17.89,19.09,2758,10:01:00,17.84,stop,-1448.01,-2.86,3,0.4714,0.7248,2.50,1299.98,6.28,19.63,2,34676,26554,1.0700,17.90,18.18,18.27,18.33,17.92,17.92,17566,18.50,19.38,16.53,18.96,3926980,17.24,3664771,1.07,,39199856,30,1,4.10,-9.09,False,-0.16,3,6.28,5.09,2.00,2.00,0.30,0.30,0.00,0.00,0.20,2.000,1.032,0.20,0.00,13.16
RIOX,2025-08-01,10:20:00,14.09,13.56,15.24,1720,11:01:00,13.52,stop,-981.74,-4.05,46,0.5301,1.1500,2.50,911.77,6.79,47.19,4,15399,10307,0.8900,13.57,14.02,13.79,14.14,13.75,14.14,7106,15.88,16.05,12.44,12.91,1496917,29.00,747851,2.00,,4650700,50,3,3.05,-21.59,False,-0.16,2,6.79,3.52,2.20,1.80,0.30,-0.30,0.00,0.00,0.00,2.200,1.032,0.20,0.00,29.00
CSTL,2025-08-05,09:58:00,21.36,20.94,22.13,967,09:59:00,20.88,stop,-463.26,-2.24,3,0.4163,0.7750,2.50,402.51,3.51,37.50,3,24837,8391,0.7200,20.95,21.25,21.25,21.25,20.98,21.07,5791,19.85,21.33,18.68,20.35,2024883,14.20,393939,5.14,Healthcare,25173108,28,4,5.47,29.57,False,-0.09,2,3.51,5.93,1.50,1.00,0.00,0.00,0.30,0.00,0.00,1.500,1.160,0.20,0.00,38.50
CYRX,2025-08-06,10:19:00,8.98,8.77,9.41,1764,10:21:00,8.74,stop,-425.14,-2.68,4,0.2147,0.4250,2.50,378.73,4.38,42.67,3,59724,25445,0.3750,8.78,8.94,8.90,8.94,8.85,8.88,29268,8.60,9.35,8.24,8.75,9690858,13.47,443868,21.83,,39805637,49,1,2.27,27.60,False,-0.07,2,4.38,2.77,1.50,1.00,0.00,0.00,0.30,0.00,0.00,1.500,0.976,0.20,0.00,35.88
INFU,2025-08-06,09:44:00,6.76,6.48,7.21,3110,15:45:00,7.06,force_close,940.40,4.47,256,0.2776,0.4500,2.50,863.40,3.56,26.67,3,1658,877,0.2250,6.49,6.66,6.72,6.72,6.72,6.72,801,6.20,7.21,6.15,7.17,297680,17.24,113089,2.63,,19134861,14,1,4.73,2.14,False,-0.07,2,3.56,6.13,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.976,0.20,0.00,10.38
MB,2025-08-06,11:18:00,14.97,14.49,16.00,975,14:48:00,14.82,eod,-150.64,-1.03,12,0.4845,1.0250,2.50,472.39,15.13,24.87,4,1408,560,1.9700,14.50,14.90,14.87,14.95,14.87,14.95,602,14.46,15.20,12.96,14.82,19970,17.28,62708,0.32,,4690005,108,1,4.68,-0.28,False,-0.07,2,15.13,4.80,2.00,1.00,0.00,0.30,0.30,0.00,0.20,2.000,0.976,0.20,0.00,17.28
FTEK,2025-08-07,10:46:00,3.39,3.30,3.56,5157,10:48:00,3.29,stop,-498.43,-2.85,8,0.0867,0.1745,2.50,447.37,4.83,45.41,2,14610,3927,0.1559,3.31,3.37,3.37,3.37,3.35,3.36,13072,2.98,3.38,2.78,3.05,1094807,21.62,408276,2.68,,23269808,76,1,9.10,1.36,False,-0.07,3,4.83,9.04,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.878,0.20,0.00,21.62
MCRB,2025-08-07,09:36:00,15.81,15.36,16.26,5096,09:38:00,15.31,stop,-2523.68,-3.13,4,0.4491,0.4512,2.50,2288.87,8.10,-2.57,2,5745,1991,1.1500,15.37,15.54,15.73,15.75,15.60,15.60,2471,14.19,15.96,14.19,15.29,289297,12.47,148838,1.94,,7284149,6,1,4.10,2.94,False,-0.07,2,8.10,5.41,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,0.878,0.20,0.00,13.17
SDM,2025-08-07,10:18:00,10.74,10.37,11.54,2811,10:21:00,11.27,trail_stop,1487.53,4.93,6,0.3734,0.8000,2.50,1049.77,6.53,35.38,4,6886,5207,0.6500,10.38,10.69,10.64,11.00,10.62,11.00,8062,10.01,11.68,8.52,10.40,783546,37.09,752520,1.04,,12641143,48,1,7.92,-1.87,False,-0.07,2,6.53,7.71,2.50,1.80,0.30,0.00,0.00,0.00,0.00,2.500,0.878,0.20,0.00,25.47
FEAM,2025-08-08,10:27:00,3.87,3.72,4.11,692,11:15:00,3.71,stop,-111.35,-4.16,9,0.1497,0.2397,2.50,103.63,7.91,32.32,3,874,627,0.2800,3.73,3.82,3.85,3.85,3.85,3.85,100,3.54,4.00,3.54,3.77,17404,12.99,34623,0.50,,25451351,57,2,2.70,4.24,False,0.07,2,7.91,4.08,1.50,1.00,0.30,0.00,0.00,0.00,0.00,1.500,0.995,0.20,0.00,12.35
LION,2025-08-08,09:39:00,6.28,6.10,6.45,13142,15:45:00,6.30,force_close,315.08,0.38,361,0.1762,0.1750,2.50,2315.95,8.00,7.69,2,96865,26146,0.4550,6.11,6.17,6.25,6.26,6.23,6.23,61509,5.76,6.39,5.69,6.33,4451133,12.30,2699777,1.65,,10840505,9,1,1.47,-2.54,False,0.07,2,8.00,2.97,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,0.995,0.20,0.00,10.37
TMCI,2025-08-08,09:43:00,6.60,6.37,7.10,4858,10:25:00,6.35,stop,-1224.02,-3.82,42,0.2328,0.5000,2.50,1131.19,13.93,10.13,2,6924,6050,0.7900,6.38,6.57,6.47,6.59,6.45,6.58,5046,5.46,6.82,5.17,6.13,916509,31.91,265786,3.45,,47954741,13,1,9.79,-3.87,False,0.07,3,13.93,9.69,2.70,1.80,0.00,0.30,0.00,0.00,0.20,2.700,0.995,0.20,0.00,27.08
MSOX,2025-08-11,09:40:00,7.69,7.38,8.34,2491,09:55:00,7.36,stop,-820.25,-4.28,17,0.3071,0.6500,2.50,765.10,7.71,38.60,2,49424,14128,0.5440,7.39,7.64,7.65,7.71,7.61,7.71,20522,7.09,9.53,6.80,9.02,4396563,40.20,690196,6.37,,4702895,10,1,5.35,21.20,False,-0.02,2,7.71,5.78,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,0.904,0.20,0.00,30.12
TAOX,2025-08-12,10:16:00,7.99,7.86,8.19,11498,10:17:00,7.84,stop,-1761.83,-1.92,3,0.1296,0.2000,2.50,1490.71,6.24,27.66,2,8237,918,0.4700,7.87,7.94,7.95,7.95,7.95,7.95,333,7.35,8.57,7.15,8.34,421950,19.86,290646,1.45,,7308370,46,1,5.22,-0.54,False,0.01,2,6.24,5.84,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,0.848,0.20,0.00,11.89
NPCE,2025-08-13,09:48:00,8.56,8.35,8.84,6544,10:35:00,9.54,exhaust+trail_stop,6195.80,11.06,33,0.2126,0.2750,2.50,1391.25,5.73,-13.33,3,1884,1006,0.4500,8.36,8.46,8.52,8.58,8.51,8.58,1081,8.95,9.68,7.56,9.32,416737,27.98,190941,2.18,,22854134,18,1,3.67,-1.97,False,-0.06,2,5.73,4.82,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.748,0.20,0.00,18.35
DOGZ,2025-08-14,10:04:00,11.61,11.29,12.13,2856,10:17:00,11.85,trail_stop,682.16,2.06,13,0.3177,0.5250,2.50,907.49,5.14,-9.09,4,4630,1503,0.5500,11.30,11.50,11.55,11.55,11.50,11.55,2430,9.76,14.99,9.76,14.12,1310801,53.59,107671,12.17,,4366692,34,1,9.58,-6.96,False,-0.03,2,5.14,10.20,1.50,2.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.725,0.20,0.00,19.26
EFOI,2025-08-20,09:39:00,2.31,2.24,2.40,302,09:40:00,2.30,post_fill_exit,-2.09,-0.30,1,0.0684,0.0922,2.50,20.66,8.57,14.94,3,3393,882,0.1800,2.25,2.28,,,,,,2.13,2.57,2.10,2.46,173733,22.38,8442,20.58,,2916788,9,1,1.85,0.72,False,-0.06,2,8.57,,1.80,1.80,0.30,0.30,0.30,-0.50,0.20,1.800,0.574,0.20,0.00,9.83
CATO,2025-08-21,09:39:00,3.33,3.24,3.49,724,09:40:00,3.32,post_fill_exit,-7.23,-0.30,1,0.0819,0.1635,2.50,59.33,8.24,48.02,2,6956,3508,0.2572,3.25,3.31,,,,,,3.21,4.00,3.12,3.81,2253423,28.17,36201,62.25,,14239038,9,2,3.29,13.03,False,-0.16,3,8.24,,1.60,1.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.742,0.20,0.00,17.06
CATO,2025-08-21,09:41:00,3.33,3.24,3.49,724,09:46:00,3.46,trail_stop,94.99,3.94,9,0.0819,0.1635,2.50,59.33,8.24,48.02,2,6956,3508,0.2572,3.25,3.31,3.30,3.37,3.27,3.37,14000,3.21,4.00,3.12,3.81,2253423,28.17,36201,62.25,,14239038,11,2,2.78,13.03,False,-0.16,3,8.24,2.71,1.60,1.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.742,0.20,0.00,17.25
SPAI,2025-08-21,10:36:00,5.35,5.13,5.65,7498,10:40:00,5.11,stop,-1747.75,-4.36,8,0.2177,0.3000,2.50,1632.36,6.65,23.08,2,10114,3160,0.3250,5.14,5.25,5.32,5.32,5.25,5.30,6862,4.31,5.45,4.31,5.07,762399,26.45,335827,2.27,,12225692,66,3,7.11,-2.05,False,-0.16,3,6.65,8.94,2.50,1.80,0.30,0.00,0.30,-0.50,0.20,2.500,0.742,0.20,0.00,26.45
RIOX,2025-08-22,10:06:00,16.56,16.26,17.11,4206,10:17:00,17.15,trail_stop,2465.63,3.54,13,0.3011,0.5468,2.50,1266.40,6.85,9.52,2,20893,7550,1.0500,16.27,16.48,16.39,16.60,16.39,16.60,8856,14.65,18.26,14.54,17.50,1036943,25.58,670090,1.55,,4650700,36,1,5.75,-3.49,False,-0.07,2,6.85,5.89,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,0.866,0.20,0.00,13.33
RAY,2025-08-25,10:04:00,2.35,2.25,2.59,5341,13:05:00,2.94,exhaust+trail_stop,2417.23,19.24,184,0.1053,0.2340,2.50,562.41,15.46,46.87,2,517464,98034,0.3200,2.24,2.34,2.31,2.34,2.30,2.33,53614,2.45,3.42,1.85,3.13,23331884,84.86,6271902,3.72,,1551819,34,2,2.30,-1.61,False,-0.00,2,15.46,2.79,2.50,1.00,0.00,0.00,0.30,0.00,0.00,2.500,1.056,0.20,0.00,32.43
PHOE,2025-08-27,09:48:00,9.78,9.46,10.44,316,10:00:00,10.15,trail_stop,116.03,3.75,5,0.3136,0.6625,2.50,99.11,4.73,-5.85,2,3053,546,0.4270,9.47,9.73,9.68,9.74,9.68,9.74,1449,9.24,10.49,7.57,8.34,81524,38.57,15813,5.16,,5500008,18,1,4.90,11.30,False,-0.01,2,4.73,4.92,1.70,1.00,0.30,-0.30,0.30,0.00,0.20,1.700,0.841,0.20,0.00,16.84
WAVE,2025-08-27,09:42:00,9.54,9.29,10.04,696,09:43:00,9.26,stop,-191.62,-2.89,3,0.2474,0.5000,2.50,172.23,5.88,28.57,3,2236,1063,0.5250,9.30,9.49,9.32,9.49,9.30,9.49,1106,8.50,9.50,8.40,8.82,81086,13.09,17446,4.65,,23425929,12,2,6.40,1.31,False,-0.01,2,5.88,6.66,2.00,2.00,0.30,0.00,0.30,0.00,0.20,2.000,0.841,0.20,0.00,12.98
LAWR,2025-09-04,10:13:00,2.36,2.31,2.46,23398,10:23:00,2.41,trail_stop,1152.24,2.09,12,0.0517,0.1000,2.50,1210.85,5.86,23.08,2,6709,1802,0.1300,2.32,2.35,2.34,2.38,2.34,2.38,12356,2.12,2.65,2.05,2.17,1943719,29.27,3545071,0.55,,17508002,43,1,-0.61,-2.30,False,-0.01,2,5.86,-0.12,2.60,1.80,0.30,0.30,0.30,-0.50,0.20,2.600,0.731,0.00,0.00,24.88
SNTG,2025-09-09,10:32:00,4.72,4.61,4.91,13863,10:47:00,5.17,exhaust+trail_stop,6659.06,10.17,13,0.1135,0.1817,2.50,1573.45,9.66,35.71,2,10051,1838,0.4200,4.62,4.68,4.70,4.70,4.65,4.66,3372,4.74,6.69,3.80,5.76,2176312,76.00,4422178,0.49,,1059319,62,1,3.73,-30.40,False,-0.02,2,9.66,4.61,2.80,1.80,0.00,0.30,0.30,0.00,0.00,2.800,0.887,0.20,0.00,25.81
LE,2025-09-10,09:38:00,15.50,15.09,16.32,1818,09:45:00,15.67,trail_stop,306.63,1.09,9,0.4071,0.8250,2.50,740.11,16.75,16.67,3,11188,3996,2.2200,15.10,15.42,15.40,15.74,15.19,15.74,20667,13.39,16.49,13.25,14.88,934049,24.45,331288,2.82,,8673107,8,1,5.26,-5.64,False,-0.14,2,16.75,3.64,1.50,2.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.782,0.20,0.00,16.75
CCUP,2025-09-11,10:24:00,15.11,14.77,15.76,1153,10:49:00,15.75,trail_stop,740.59,4.25,29,0.3351,0.6500,2.50,386.43,4.65,10.61,4,17132,4095,0.6600,14.78,15.03,14.97,15.33,14.97,15.33,4619,12.12,16.78,11.98,16.18,782187,40.07,232720,3.36,,14369380,54,1,4.66,0.87,False,0.01,2,4.65,5.03,1.50,1.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.523,0.20,0.00,26.75
SBLX,2025-09-11,09:53:00,4.84,4.69,5.17,3846,10:36:00,5.09,trail_stop,947.97,5.09,40,0.1541,0.3250,2.50,592.67,14.75,19.26,2,12870,3346,0.6193,4.70,4.82,4.81,5.00,4.78,5.00,6576,5.00,5.79,4.20,5.60,294066,37.87,341498,0.86,,1365865,23,1,3.71,-4.21,False,0.01,3,14.75,3.82,2.50,1.00,0.00,0.30,0.30,-0.50,0.20,2.500,0.523,0.20,0.00,23.33
SPPL,2025-09-11,09:49:00,4.17,4.02,4.40,810,09:51:00,4.01,stop,-130.26,-3.86,3,0.1487,0.2307,2.50,120.49,8.14,28.42,2,2204,469,0.3100,4.03,4.11,4.15,4.22,4.15,4.15,5426,3.83,4.40,3.74,4.30,58464,17.53,20266,2.88,,9128161,19,1,5.74,0.79,False,0.01,2,8.14,5.04,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.523,0.20,0.00,10.05
QVCGA,2025-09-12,10:27:00,11.79,11.40,12.24,4000,11:22:00,11.37,stop,-1701.05,-3.61,40,0.3911,0.4500,2.50,1564.25,7.78,10.84,3,4767,2133,0.8300,11.41,11.58,11.73,11.74,11.48,11.57,2791,10.79,12.00,10.60,11.40,249776,13.21,287285,0.87,,6656647,57,1,4.55,-0.37,False,-0.01,2,7.78,6.17,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.630,0.20,0.00,10.78
APLM,2025-09-16,09:58:00,11.87,11.24,13.04,1459,09:59:00,11.84,post_fill_exit,-51.97,-0.30,1,0.6341,1.1708,2.50,925.13,5.56,-17.26,2,1498,1358,0.5794,11.10,11.71,,,,,,9.00,12.50,9.00,12.18,171351,38.89,48320,3.55,,590302,28,2,12.23,-3.12,False,0.02,3,5.56,,1.90,1.80,0.30,-0.30,0.00,-0.50,0.20,1.900,0.440,0.20,0.00,30.09
APLM,2025-09-16,10:00:00,11.93,11.24,13.10,1459,10:03:00,11.21,stop,-1055.70,-6.07,7,0.6899,1.1708,2.50,1006.51,5.56,-17.26,2,1498,1358,0.5794,11.10,11.71,11.87,11.90,11.70,11.81,1672,9.00,12.50,9.00,12.18,171351,38.89,48320,3.55,,590302,30,2,10.76,-3.12,False,0.02,3,5.56,12.03,1.90,1.80,0.30,-0.30,0.00,-0.50,0.20,1.900,0.440,0.20,0.00,31.89
FBYD,2025-09-17,10:47:00,12.42,12.13,12.74,912,10:48:00,12.38,post_fill_exit,-33.97,-0.30,1,0.2868,0.3250,2.50,261.54,7.05,19.75,2,1356,463,0.8100,12.14,12.26,,,,,,11.49,14.76,11.10,13.84,152445,32.97,22845,6.67,,19823667,77,1,2.30,0.00,False,0.06,2,7.05,,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.328,0.20,0.00,10.81
FGI,2025-09-19,10:02:00,8.66,8.34,9.35,3009,10:04:00,8.63,post_fill_exit,-78.16,-0.30,1,0.3181,0.6875,2.50,957.09,13.03,42.78,3,7212,2923,1.0128,8.35,8.62,,,,,,7.02,9.37,7.02,7.89,244581,33.48,2132923,0.11,,523257,32,1,6.19,-5.52,False,-0.07,2,13.03,,2.30,1.80,0.00,0.30,0.30,-0.50,0.00,2.300,0.741,0.20,0.00,25.12
QMCO,2025-09-19,10:16:00,10.09,9.88,10.38,5230,10:34:00,10.95,trail_stop,4507.97,8.54,20,0.2149,0.2867,2.50,1123.93,6.50,17.16,2,59898,47529,0.6100,9.89,9.99,10.04,10.18,10.03,10.13,87112,8.70,12.69,8.53,11.88,22217533,48.74,839708,26.46,,14364737,46,1,6.10,2.96,False,-0.07,3,6.50,6.71,1.50,2.00,0.30,0.30,0.00,-0.50,0.20,1.500,0.741,0.20,0.00,19.20
ATRA,2025-09-24,09:57:00,14.27,13.62,15.21,1600,11:45:00,13.58,stop,-1099.00,-4.81,57,0.6460,0.9375,2.50,1033.60,7.25,12.37,4,3978,1468,0.9300,13.63,14.00,14.20,14.30,14.11,14.28,3024,13.00,14.91,12.82,14.26,198399,16.27,46216,4.29,,5333357,27,1,4.11,0.23,False,-0.05,2,7.25,5.58,1.50,2.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.739,0.20,0.00,10.76
