symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day
BDMD,2025-03-26,10:40:00,6.42,6.34,6.62,10000,10:41:00,6.62,target,2042.50,3.18,3,0.0817,0.2042,2.50,817.00,6.44,-5.26,2,1578,756,0.3800,6.30,6.37,6.42,6.49,6.42,6.49,2632,5.94,6.99,5.85,6.00,89042,19.45,1262152,0.07,,7720367,70,1
EDBL,2025-03-26,10:16:00,3.43,3.35,3.63,10000,10:17:00,3.35,stop,-800.00,-2.33,3,0.0800,0.2000,2.50,800.00,10.36,46.88,2,2550,1376,0.3200,3.26,3.33,3.43,3.43,3.34,3.34,1603,2.99,3.97,2.96,3.83,531034,33.97,66505,7.98,,414439,46,1
VVPR,2025-03-27,14:34:00,5.10,4.99,5.37,10000,14:39:00,4.99,stop,-1100.00,-2.16,8,0.1100,0.2750,2.50,1100.00,10.17,41.65,2,210218,117476,0.4799,5.00,5.10,5.03,5.10,5.01,5.04,83035,4.67,6.66,3.79,4.18,44826019,75.73,608438,73.67,,9859166,304,1
DOMH,2025-03-31,10:22:00,4.36,4.32,4.46,10000,10:33:00,4.32,stop,-395.00,-0.91,13,0.0395,0.0987,2.50,395.00,6.47,47.98,3,16080,2796,0.2699,4.31,4.34,4.36,4.48,4.36,4.43,15445,5.46,5.46,3.84,4.00,8445246,42.15,44197,191.08,,8733983,52,2
UPC,2025-04-28,14:32:00,6.49,6.27,7.04,9090,14:34:00,6.27,stop,-1999.80,-3.39,4,0.2200,0.5500,2.50,1999.80,12.82,48.00,2,76971,42424,0.7500,6.24,6.45,6.49,6.50,6.32,6.40,40916,4.68,6.93,4.30,5.95,6983438,61.16,1369,5101.12,,559873,302,1
COEP,2025-04-29,11:04:00,11.15,11.04,11.42,10000,11:05:00,11.04,stop,-1100.00,-0.99,4,0.1100,0.2750,2.50,1100.00,8.18,28.88,2,2229,1428,0.8453,10.93,11.03,11.15,11.15,11.15,11.15,260,8.68,11.17,7.41,9.92,287436,50.80,68479,4.20,,4428073,94,1
AEYE,2025-04-30,09:43:00,11.22,10.74,12.42,4166,14:48:00,10.74,stop,-1999.68,-4.28,91,0.4800,1.2000,2.50,1999.68,8.95,-47.07,2,6289,3022,0.8498,10.75,11.22,10.99,11.69,10.82,10.82,15330,9.51,12.40,9.50,10.85,280298,30.53,338830,0.83,,8448282,13,1
DFSC,2025-04-30,10:34:00,4.39,4.32,4.58,10000,14:01:00,4.32,stop,-743.00,-1.69,67,0.0743,0.1858,2.50,743.00,4.53,28.95,2,3838,2094,0.1900,4.33,4.39,4.39,4.42,4.39,4.42,1509,4.40,4.54,4.05,4.42,125177,12.10,30365,4.12,,1618864,64,1
RAY,2025-04-30,11:17:00,2.29,2.23,2.44,10000,11:57:00,2.44,target,1477.50,6.45,19,0.0591,0.1477,2.50,591.00,4.11,44.44,2,9868,3828,0.0900,2.24,2.29,2.28,2.33,2.28,2.31,2392,2.35,2.44,1.99,2.31,1151065,22.61,23673,48.62,,1631740,107,2
ABTS,2025-05-01,10:29:00,2.84,2.78,2.99,10000,11:11:00,2.78,stop,-600.00,-2.11,3,0.0600,0.1500,2.50,600.00,9.80,40.00,2,1208,566,0.2500,2.70,2.75,2.84,2.84,2.84,2.84,510,2.55,3.10,2.45,2.86,127144,26.69,6362,19.98,,1704865,59,1
CRVO,2025-05-01,14:17:00,11.02,10.88,11.37,10000,14:18:00,10.88,stop,-1400.00,-1.27,3,0.1400,0.3500,2.50,1400.00,8.48,43.19,3,17712,4645,0.8799,10.87,11.00,11.02,11.02,10.87,10.95,13093,9.20,11.25,8.96,10.56,1257277,25.56,53023,23.71,,5491674,287,2
KIDZ,2025-05-01,11:09:00,3.76,3.63,4.08,10000,11:11:00,4.08,target,3250.00,8.64,4,0.1300,0.3250,2.50,1300.00,10.91,40.52,2,899731,853626,0.3699,3.61,3.73,3.76,3.90,3.67,3.85,1263102,2.41,5.43,2.13,5.36,262873244,154.93,14666294,17.92,,429867,99,3
RYM,2025-05-01,14:23:00,16.98,16.53,18.11,4444,14:25:00,16.53,stop,-1999.80,-2.65,4,0.4500,1.1250,2.50,1999.80,13.01,37.69,2,2615,1698,1.9900,16.54,16.98,16.94,17.29,16.76,16.76,3524,15.00,17.29,14.15,16.89,106068,22.21,3353,31.63,,1190800,293,1
DFSC,2025-05-02,11:30:00,5.04,4.86,5.49,10000,11:43:00,5.49,target,4500.00,8.93,7,0.1800,0.4500,2.50,1800.00,8.95,29.27,2,1580,1276,0.4100,4.87,5.04,5.00,5.06,5.00,5.06,1001,4.90,5.90,4.55,5.80,934593,29.67,30365,30.78,,1618864,120,1
DOMH,2025-05-02,11:13:00,5.55,5.48,5.74,10000,11:16:00,5.48,stop,-740.00,-1.33,4,0.0740,0.1850,2.50,740.00,3.89,33.14,2,8651,4822,0.2082,5.49,5.55,5.55,5.56,5.53,5.53,1030,5.05,5.72,5.00,5.66,479696,14.40,44197,10.85,,8733983,103,1
LGCY,2025-05-02,11:27:00,7.00,6.92,7.20,10000,15:59:00,7.11,force_close,1100.00,1.57,26,0.0800,0.2000,2.50,800.00,3.40,8.74,5,1743,264,0.2288,6.93,7.00,7.00,7.22,7.00,7.12,7690,6.88,7.22,6.51,7.20,36079,10.91,25866,1.39,,8170000,117,4
VEL,2025-05-02,10:08:00,17.77,17.59,18.23,10000,10:50:00,17.59,stop,-1800.00,-1.01,13,0.1800,0.4500,2.50,1800.00,5.78,25.77,2,1484,1346,0.9700,17.50,17.67,17.77,17.77,17.77,17.77,100,17.04,18.28,16.12,17.12,376267,13.40,255690,1.47,,5555716,38,5
KIDZ,2025-05-05,11:04:00,6.18,6.12,6.33,10000,11:09:00,6.12,stop,-598.00,-0.97,7,0.0598,0.1495,2.50,598.00,4.68,42.88,3,16813,14912,0.2794,6.13,6.18,6.15,6.19,6.14,6.19,13088,7.62,8.14,5.56,6.31,20876347,46.40,14666294,1.42,,429867,94,2
PHOE,2025-05-05,11:12:00,2.45,2.39,2.59,10000,15:46:00,2.52,force_close,700.00,2.86,40,0.0563,0.1407,2.50,563.00,4.00,-4.00,2,1946,525,0.0924,2.40,2.45,2.45,2.45,2.44,2.45,1871,2.68,2.68,2.31,2.57,74865,16.14,27687,2.70,,5500008,102,1
UUU,2025-05-05,09:50:00,2.22,2.16,2.37,10000,09:52:00,2.16,stop,-600.00,-2.70,3,0.0600,0.1500,2.50,600.00,10.00,50.00,2,1411,1000,0.2000,2.10,2.15,2.22,2.22,2.22,2.22,250,1.96,2.22,1.96,2.07,33253,13.27,62921,0.53,,1699631,20,1
WYY,2025-05-05,09:47:00,5.28,5.22,5.42,10000,09:48:00,5.22,stop,-560.00,-1.06,3,0.0560,0.1400,2.50,560.00,7.58,42.11,3,4800,3970,0.3800,5.23,5.28,5.24,5.33,5.24,5.33,1592,4.74,5.40,4.73,5.09,229330,14.13,8726,26.28,,8198355,17,1
KIDZ,2025-05-06,10:00:00,6.55,6.49,6.70,10000,10:01:00,6.49,stop,-600.00,-0.92,3,0.0600,0.1500,2.50,600.00,10.20,33.87,2,39655,37790,0.6200,6.49,6.54,6.55,6.55,6.50,6.51,34034,6.20,7.15,6.00,6.50,6201555,19.17,14666294,0.42,,429867,30,1
SCOR,2025-05-06,15:00:00,5.45,5.42,5.54,10000,15:32:00,5.54,target,875.00,1.61,3,0.0350,0.0875,2.50,350.00,5.06,42.75,5,970,275,0.2620,5.33,5.35,5.45,5.45,5.45,5.45,100,5.29,5.80,5.17,5.41,14729,12.08,16109,0.91,,1068537,330,4
KIDZ,2025-05-07,10:09:00,5.95,5.89,6.08,10000,10:10:00,5.89,stop,-550.00,-0.93,3,0.0550,0.1375,2.50,550.00,3.83,31.82,2,16987,6384,0.2200,5.90,5.95,5.95,5.95,5.92,5.95,8674,6.25,6.48,4.56,4.57,3747540,42.11,14666294,0.26,,429867,39,1
LCFY,2025-05-07,09:49:00,5.40,5.19,5.94,9302,09:50:00,5.19,stop,-1999.93,-3.98,3,0.2150,0.5375,2.50,1999.93,18.00,14.20,2,4233,2164,0.8100,5.20,5.40,5.40,5.50,5.36,5.46,1818,4.68,5.50,4.02,4.32,61429,36.82,52252,1.18,,1425571,19,1
RAIN,2025-05-07,10:12:00,5.36,5.25,5.63,10000,10:16:00,5.25,stop,-1100.00,-2.05,4,0.1100,0.2750,2.50,1100.00,5.05,0.00,3,2410,990,0.2500,5.20,5.30,5.36,5.36,5.36,5.36,103,4.85,6.00,4.75,5.87,78329,26.45,120940,0.65,,1370428,42,2
CLNN,2025-05-09,09:55:00,2.89,2.78,3.16,10000,09:56:00,2.78,stop,-1090.00,-3.77,3,0.1090,0.2725,2.50,1090.00,10.03,38.41,5,4439,1323,0.2598,2.75,2.85,2.89,2.89,2.75,2.76,1700,2.60,2.90,2.59,2.63,107625,11.95,112252,0.96,,7631980,25,4
ELPW,2025-05-09,14:38:00,4.50,4.46,4.61,10000,14:42:00,4.61,target,1125.00,2.50,4,0.0450,0.1125,2.50,450.00,6.92,24.14,3,3681,167,0.2900,4.41,4.45,4.50,4.54,4.50,4.54,228,4.50,4.70,4.06,4.68,219034,15.76,14860579,0.01,,51660,308,3
NTHI,2025-05-09,14:12:00,7.87,7.72,8.24,10000,14:27:00,7.72,stop,-1500.00,-1.91,6,0.1500,0.3750,2.50,1500.00,11.16,30.00,2,3512,625,0.8000,7.73,7.87,7.87,7.87,7.87,7.87,178,6.26,8.25,5.95,7.34,257313,38.66,70151,3.67,,4137316,282,5
BGLC,2025-05-12,10:25:00,2.83,2.80,2.90,10000,10:28:00,2.80,stop,-280.00,-0.99,4,0.0280,0.0700,2.50,280.00,4.28,-8.76,2,1854,665,0.1141,2.79,2.81,2.83,2.84,2.79,2.79,700,2.63,3.24,2.63,3.07,382693,23.37,4831,79.22,,1291994,55,1
CPIX,2025-05-12,09:38:00,5.24,5.22,5.31,10000,09:41:00,5.31,target,682.50,1.30,4,0.0273,0.0683,2.50,273.00,4.04,-17.50,2,1555,754,0.2000,5.18,5.20,5.24,5.24,5.24,5.24,957,4.80,5.50,4.80,5.27,89916,14.58,65400,1.37,,8642836,8,1
MCRB,2025-05-12,09:54:00,7.77,7.63,8.12,10000,15:47:00,7.83,force_close,650.00,0.84,139,0.1400,0.3500,2.50,1400.00,8.07,44.07,5,2234,1004,0.5900,7.64,7.77,7.75,7.79,7.75,7.79,1001,7.15,8.09,7.15,7.88,99892,13.15,38104,2.62,,7133409,24,4
NTHI,2025-05-12,11:27:00,7.19,7.04,7.57,10000,11:40:00,7.04,stop,-1500.00,-2.09,14,0.1500,0.3750,2.50,1500.00,8.75,27.59,2,3624,860,0.5800,7.05,7.19,7.14,7.34,7.13,7.26,5988,7.51,7.51,5.87,6.12,236200,27.95,70151,3.37,,4137316,117,1
STI,2025-05-12,10:43:00,4.12,4.09,4.18,10000,10:44:00,4.09,stop,-250.00,-0.61,3,0.0250,0.0625,2.50,250.00,4.55,22.22,3,3016,2760,0.1800,4.10,4.12,4.12,4.12,4.10,4.10,2213,5.20,5.25,3.80,3.82,418365,38.16,62781,6.66,,2186283,73,1
VVPR,2025-05-12,10:43:00,4.67,4.54,4.99,10000,10:48:00,4.54,stop,-1292.00,-2.77,7,0.1292,0.3230,2.50,1292.00,4.31,25.89,3,10080,4655,0.1900,4.55,4.67,4.63,4.68,4.62,4.65,23647,4.49,4.99,4.20,4.72,828807,18.81,608438,1.36,,9859166,73,2
CDIO,2025-05-13,09:38:00,4.86,4.79,5.02,10000,09:43:00,5.02,target,1625.00,3.35,7,0.0650,0.1625,2.50,650.00,5.31,39.30,2,925,548,0.2471,4.80,4.86,4.84,4.97,4.83,4.97,734,4.74,5.38,4.65,5.35,110582,15.66,1134680,0.10,,1700473,8,1
CDIO,2025-05-14,10:50:00,4.70,4.65,4.84,10000,10:53:00,4.65,stop,-527.00,-1.12,3,0.0527,0.1317,2.50,527.00,4.00,22.22,2,1623,387,0.1800,4.64,4.68,4.70,4.70,4.67,4.67,710,5.07,5.70,3.93,4.53,397616,45.03,1134680,0.35,,1700473,80,1
KIDZ,2025-05-14,10:05:00,3.37,3.33,3.47,10000,10:06:00,3.33,stop,-399.00,-1.18,3,0.0399,0.0997,2.50,399.00,3.21,38.91,2,12381,8592,0.1023,3.25,3.28,3.37,3.37,3.36,3.36,1671,3.08,3.50,2.54,2.61,1533789,37.80,14666294,0.10,,429867,35,2
MAXN,2025-05-14,10:25:00,4.15,4.06,4.38,10000,11:06:00,4.06,stop,-900.00,-2.17,28,0.0900,0.2250,2.50,900.00,3.63,34.84,3,3845,2604,0.1435,4.05,4.13,4.15,4.15,4.07,4.07,738,4.22,4.39,3.86,3.92,410980,13.73,51309,8.01,,6718919,55,2
LICN,2025-05-16,10:08:00,6.20,6.11,6.42,10000,10:22:00,6.42,target,2250.00,3.63,15,0.0900,0.2250,2.50,900.00,4.54,42.31,3,3958,1774,0.2600,5.88,5.96,6.20,6.20,6.17,6.17,1608,5.41,6.58,5.41,6.47,342884,21.63,2728,125.69,,756690,38,2
ALZN,2025-05-19,10:34:00,3.50,3.42,3.70,10000,15:50:00,3.59,force_close,900.00,2.57,80,0.0815,0.2037,2.50,815.00,5.11,42.06,2,2597,175,0.1700,3.43,3.50,3.50,3.50,3.50,3.50,100,3.55,3.66,3.31,3.60,169144,10.55,58436,2.89,,3792870,64,1
NRXS,2025-05-20,14:40:00,3.73,3.70,3.80,10000,14:41:00,3.80,target,747.50,2.00,3,0.0299,0.0748,2.50,299.00,6.76,33.33,2,71611,51938,0.2400,3.71,3.73,3.73,3.86,3.72,3.85,108912,5.57,6.20,3.49,3.99,90735014,77.65,511247,177.48,,6996767,310,1
KOSS,2025-05-21,10:18:00,6.16,6.05,6.43,10000,10:25:00,6.05,stop,-1065.00,-1.73,7,0.1065,0.2662,2.50,1065.00,6.16,24.37,2,1798,242,0.3550,6.03,6.12,6.16,6.16,6.16,6.16,963,6.37,6.45,5.74,5.89,281421,12.40,27063,10.40,,5498391,48,1
MB,2025-05-28,11:07:00,4.65,4.61,4.75,10000,12:21:00,4.61,stop,-392.00,-0.84,5,0.0392,0.0980,2.50,392.00,3.11,26.21,4,2421,1530,0.1400,4.60,4.63,4.65,4.65,4.65,4.65,3039,4.50,4.74,4.20,4.21,52858,12.76,4633,11.41,,4690005,97,3
LPA,2025-05-29,11:13:00,9.27,9.10,9.71,10000,11:14:00,9.10,stop,-1750.00,-1.89,3,0.1750,0.4375,2.50,1750.00,6.74,21.55,2,2413,762,0.5800,9.05,9.22,9.27,9.27,9.27,9.27,550,8.54,9.41,8.22,8.27,93552,14.54,8676,10.78,,3165402,103,1
PLAG,2025-05-29,09:52:00,2.10,2.06,2.20,10000,09:57:00,2.20,target,1000.00,4.76,7,0.0400,0.1000,2.50,400.00,4.02,37.50,2,1013,1000,0.0800,2.04,2.07,2.10,2.13,2.08,2.08,3201,2.01,2.33,1.99,2.28,258696,17.09,93770,2.76,,5188547,22,1
QVCGA,2025-05-29,14:44:00,4.95,4.89,5.10,10000,14:56:00,4.89,stop,-600.00,-1.21,9,0.0600,0.1500,2.50,600.00,4.65,22.74,2,2238,704,0.2199,4.90,4.95,4.94,4.99,4.94,4.99,1176,4.55,5.21,4.22,4.71,202204,23.46,243477,0.83,,6665281,314,1
IMNN,2025-05-30,09:40:00,2.53,2.40,2.85,10000,09:44:00,2.40,stop,-1265.00,-5.00,9,0.1265,0.3163,2.50,1265.00,25.85,37.74,3,361314,336720,0.5300,2.38,2.53,2.51,2.54,2.45,2.47,392244,2.09,2.90,2.05,2.49,33103522,41.46,22586,1465.67,,2723895,10,2
QNTM,2025-05-30,10:05:00,13.66,13.55,13.93,10000,10:06:00,13.55,stop,-1100.00,-0.81,3,0.1100,0.2750,2.50,1100.00,5.79,18.67,2,4822,2023,0.7500,13.56,13.66,13.64,13.67,13.59,13.59,792,12.87,14.55,12.52,13.46,441083,16.19,278830,1.58,,3580945,35,1
ROLR,2025-05-30,09:49:00,3.80,3.73,3.96,10000,09:50:00,3.73,stop,-650.00,-1.71,3,0.0650,0.1625,2.50,650.00,6.80,-16.46,3,3460,1333,0.2127,3.38,3.43,3.80,3.82,3.51,3.51,13839,3.00,5.33,2.95,4.36,1665008,80.68,84797,19.64,,4636895,19,2
