symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
BDSX,2025-11-04,13:42:00,7.14,6.99,7.41,2452,13:43:00,6.97,stop,-408.18,-2.33,3,0.1455,0.2750,2.50,356.77,4.88,27.27,2,4081,272,0.3300,7.00,7.10,7.07,7.20,7.07,7.16,3207,7.06,7.79,6.45,7.60,240983,20.78,284904,0.85,,4560991,312,9,-0.79,14.76,False,0.02,3,4.88,-0.29,1.80,2.00,0.30,0.00,0.30,0.00,0.20,1.800,0.873,0.00,0.00,19.87,11.812,0.873
DTCK,2025-11-05,09:45:00,4.49,4.39,4.69,2437,10:01:00,5.33,exhaust+trail_stop,1667.16,15.23,9,0.1023,0.2000,2.50,249.43,5.84,39.65,3,10374,9201,0.2484,4.40,4.47,4.46,4.47,4.45,4.45,9380,4.94,6.69,4.12,6.34,12046859,62.38,2274726,5.30,Consumer Defensive,232795,75,3,1.74,-3.14,False,0.03,3,5.84,2.22,2.60,1.00,0.30,0.30,0.00,0.00,0.00,2.600,0.840,0.00,0.00,22.09,1.019,0.840
EVCM,2025-11-07,09:37:00,8.96,8.66,9.43,1215,14:58:00,9.42,eod,553.31,5.08,194,0.3046,0.4625,2.50,370.09,15.93,17.21,3,13200,3251,1.2200,8.67,8.85,8.92,9.03,8.92,9.03,390,7.82,9.48,7.66,9.35,821645,23.76,168489,4.88,,11583193,67,2,4.26,-26.66,False,-0.20,2,15.93,5.63,3.00,1.00,0.00,0.30,0.30,0.00,0.20,3.000,1.028,0.20,0.00,24.18,0.120,1.028
MPL,2025-11-07,10:00:00,8.33,8.00,8.88,612,11:04:00,7.98,stop,-217.54,-4.27,55,0.3314,0.5500,2.50,202.85,6.09,38.30,5,5408,2402,0.4700,8.01,8.22,8.29,8.29,8.23,8.23,2163,6.91,9.68,6.91,9.38,820268,40.09,350272,2.34,,431060,90,3,6.19,-7.12,False,-0.20,3,6.09,7.51,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,1.028,0.20,0.00,20.12,0.900,1.028
OPEX,2025-11-07,09:59:00,19.11,18.78,19.68,1347,10:00:00,18.72,stop,-513.73,-2.00,3,0.3251,0.5750,2.50,437.84,4.58,18.07,2,5500,1344,0.8300,18.79,19.01,19.00,19.08,18.87,19.00,2548,14.60,21.80,13.13,21.71,1103988,66.03,283043,3.90,,352110,89,4,14.64,-33.27,False,-0.20,2,4.58,15.08,2.30,1.80,0.30,0.30,0.30,0.00,0.20,2.300,1.028,0.20,0.00,45.93,1.896,1.028
COHN,2025-11-10,10:19:00,11.23,10.98,11.59,425,13:17:00,11.87,trail_stop,272.25,5.71,33,0.2469,0.3602,2.50,104.91,3.17,11.79,3,2362,614,0.3393,10.99,11.12,11.17,11.17,11.17,11.17,100,10.00,12.33,9.79,11.75,119172,25.94,17035,7.00,,1386335,109,3,6.70,1.99,False,0.07,2,3.17,7.47,2.00,1.00,0.00,0.00,0.30,0.30,0.20,2.000,1.260,0.20,0.00,16.36,0.163,1.260
BODI,2025-11-11,10:04:00,5.70,5.59,5.90,1730,10:10:00,5.57,stop,-216.46,-2.20,8,0.1083,0.2000,2.50,187.45,6.57,22.86,2,16718,11802,0.3500,5.60,5.67,5.65,5.71,5.60,5.65,6011,6.03,6.35,5.12,5.92,9947501,24.02,38474,258.55,,3306734,94,10,-1.13,19.52,True,0.08,2,6.57,-0.63,1.80,1.80,0.30,0.30,0.00,0.30,0.20,1.800,1.283,0.00,-0.30,21.91,0.509,1.283
KORE,2025-11-13,13:13:00,4.27,4.19,4.43,5988,13:14:00,4.17,stop,-580.30,-2.27,3,0.0843,0.1577,2.50,505.09,8.06,29.09,8,2487,296,0.3200,4.20,4.25,4.25,4.25,4.25,4.25,20019,3.52,4.46,3.52,3.93,166939,26.70,252963,0.66,,7553630,283,7,9.47,-6.17,False,-0.08,2,8.06,8.47,2.80,1.80,0.30,0.30,0.30,-0.50,0.20,2.800,0.787,0.20,0.00,27.79,67.518,0.787
SPRU,2025-11-13,11:57:00,5.17,5.03,5.44,1431,12:00:00,5.01,stop,-215.78,-2.92,5,0.1357,0.2750,2.50,194.19,5.30,42.08,3,17330,3557,0.2590,5.04,5.14,5.14,5.16,5.13,5.14,9102,4.56,5.77,4.51,5.15,2517380,27.94,592135,4.25,,14048473,207,2,-0.83,-1.48,False,-0.08,3,5.30,-0.33,2.10,1.00,0.30,0.00,0.30,-0.50,0.00,2.100,0.787,0.00,0.00,29.66,2.559,0.787
AIRG,2025-11-14,13:23:00,3.73,3.62,3.84,985,15:00:00,3.80,eod,70.38,1.92,41,0.1035,0.1090,2.50,102.00,5.52,23.38,2,5587,332,0.1925,3.63,3.67,3.71,3.71,3.71,3.71,1017,3.00,3.85,3.00,3.65,292216,28.33,39410,7.41,,10319479,293,3,7.79,-2.28,False,-0.07,2,5.52,9.50,3.00,1.00,0.30,0.30,0.30,0.00,0.20,3.300,0.948,0.20,0.00,23.00,3.059,0.948
AREN,2025-11-14,09:46:00,3.86,3.65,4.24,2396,12:49:00,4.50,exhaust+trail_stop,1545.18,16.69,116,0.2162,0.3800,2.50,518.08,13.65,-10.47,4,16294,3788,0.4300,3.62,3.80,3.85,3.94,3.85,3.86,800,3.45,4.62,3.15,4.32,629111,46.67,228795,2.75,Communication Services,12245818,76,3,12.24,-11.25,False,-0.07,3,13.65,14.03,2.70,1.80,0.00,0.00,0.30,0.00,0.20,2.700,0.948,0.20,0.00,22.06,0.211,0.948
QPUX,2025-11-14,09:53:00,21.00,20.27,22.57,472,10:03:00,20.21,stop,-374.15,-3.77,13,0.7319,1.5685,2.50,345.45,9.48,34.79,2,6890,5012,1.8110,20.28,20.90,20.68,21.00,20.68,20.90,4485,16.09,21.12,16.09,19.68,355755,31.25,286348,1.24,,2366195,83,2,10.27,-12.89,False,-0.07,3,9.48,10.18,2.20,1.80,0.00,0.00,0.00,0.00,0.00,2.200,0.948,0.20,0.00,29.96,0.895,0.948
DRIO,2025-11-17,14:23:00,13.06,12.81,13.54,1492,15:00:00,13.11,eod,67.14,0.34,19,0.2550,0.4750,2.50,380.46,8.33,18.00,4,951,667,1.0000,12.82,13.00,13.00,13.00,13.00,13.00,254,11.64,14.02,10.88,13.97,132534,28.81,29898,4.43,,5228291,353,3,8.40,-0.77,False,-0.09,3,8.33,8.90,2.30,2.00,0.30,0.30,0.00,0.30,0.20,2.300,1.333,0.20,0.00,19.49,0.381,1.333
