symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
BEZ,2026-07-01,10:01:00,10.86,10.56,11.47,1651,10:04:00,10.53,stop,-545.99,-3.05,6,0.2990,0.6125,2.50,493.69,7.34,4.83,3,14814,3795,0.7249,10.57,10.80,10.67,10.82,10.67,10.79,2069,12.14,12.34,9.88,12.15,1568675,24.90,867514,1.81,,1197890,31,2,-0.45,-1.08,False,,3,7.34,0.07,3.00,1.80,0.30,0.00,0.30,0.30,0.20,3.100,1.680,0.00,0.00,23.99,0.545,1.680
TC,2026-07-01,10:28:00,4.30,4.07,4.72,662,10:30:00,4.06,stop,-157.68,-5.54,4,0.2260,0.4240,2.50,149.60,12.30,28.26,5,128125,51894,0.4600,4.07,4.24,4.28,4.28,4.13,4.13,59637,5.14,6.33,3.57,4.80,64780438,77.31,382315,169.44,,1730022,58,4,-20.66,174.59,True,,2,12.30,-19.51,1.50,1.00,0.00,0.00,0.30,0.30,0.20,1.500,1.680,0.00,-0.30,234.86,1.149,1.680
