symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day
DCOY,2025-01-13,14:32:00,4.08,4.00,4.28,10000,14:35:00,4.00,stop,-800.00,-1.96,5,0.0800,0.2000,2.50,800.00,6.70,50.00,3,67302,47181,0.2600,4.01,4.08,4.05,4.08,4.01,4.03,18865,4.45,7.20,3.61,3.67,120260365,99.45,20998,5727.23,,485276,302,4
SPCB,2025-01-13,10:36:00,9.20,9.03,9.62,10000,10:48:00,9.03,stop,-1682.00,-1.83,14,0.1682,0.4205,2.50,1682.00,5.69,47.68,2,9376,6502,0.5000,9.04,9.20,9.19,9.20,9.08,9.15,9900,8.79,9.39,7.89,8.09,522578,19.04,54559,9.58,,4441995,66,1
XXII,2025-01-13,10:25:00,6.20,6.14,6.35,10000,10:26:00,6.14,stop,-600.00,-0.97,3,0.0600,0.1500,2.50,600.00,6.64,33.25,2,18118,6110,0.3910,6.15,6.20,6.16,6.23,6.15,6.15,6714,6.00,12.49,5.18,6.00,23350758,141.12,100106,233.26,,419359,55,1
NTRP,2025-01-14,15:06:00,6.44,6.29,6.82,10000,15:46:00,6.64,force_close,2000.00,3.11,8,0.1500,0.3750,2.50,1500.00,5.75,42.80,4,788,227,0.3505,6.30,6.44,6.44,6.45,6.37,6.37,605,7.10,7.10,5.85,6.99,35909,21.37,27992,1.28,,6294931,336,3
JYD,2025-01-15,10:36:00,2.45,2.40,2.59,10000,10:39:00,2.40,stop,-550.00,-2.24,5,0.0550,0.1375,2.50,550.00,11.36,28.00,2,77600,6746,0.2500,2.38,2.42,2.45,2.45,2.42,2.42,11570,2.26,2.45,2.20,2.41,2461254,11.39,41140,59.83,,643830,66,1
LSE,2025-01-15,10:59:00,7.54,7.44,7.78,10000,11:00:00,7.44,stop,-955.00,-1.27,3,0.0955,0.2387,2.50,955.00,13.38,33.01,3,2106,790,0.9087,7.40,7.49,7.54,7.54,7.54,7.54,100,7.54,7.70,6.79,7.54,108301,13.38,13817,7.84,,1524929,89,2
XXII,2025-01-16,11:19:00,7.43,7.34,7.67,10000,11:31:00,7.34,stop,-950.00,-1.28,14,0.0950,0.2375,2.50,950.00,9.73,48.61,2,8967,8442,0.6811,7.35,7.43,7.40,7.45,7.39,7.45,986,7.50,7.82,6.03,6.19,1059559,29.68,100106,10.58,,419359,109,2
DCOY,2025-01-17,10:46:00,2.93,2.89,3.03,10000,10:51:00,3.03,target,1000.00,3.41,8,0.0400,0.1000,2.50,400.00,6.48,15.87,2,4320,2010,0.1783,2.90,2.93,2.91,2.93,2.91,2.91,4365,2.72,3.30,2.67,2.69,581070,23.60,20998,27.67,,485276,76,1
MNTS,2025-01-21,10:46:00,7.15,6.99,7.55,10000,10:51:00,6.99,stop,-1600.00,-2.24,8,0.1600,0.4000,2.50,1600.00,11.60,40.79,2,6581,2587,0.7600,7.00,7.15,7.08,7.17,7.08,7.17,1020,6.75,9.00,6.55,8.28,644111,37.40,160007,4.03,,1342111,76,1
IDAI,2025-01-22,10:36:00,5.17,5.12,5.30,10000,10:38:00,5.12,stop,-501.00,-0.97,4,0.0501,0.1252,2.50,501.00,7.45,38.89,2,7690,2386,0.3600,5.05,5.09,5.17,5.20,5.15,5.20,1240,4.83,5.20,4.61,5.03,221746,12.80,18730,11.84,,4749811,66,1
ELAB,2025-01-24,10:51:00,3.26,3.18,3.46,10000,10:52:00,3.46,target,2000.00,6.13,3,0.0800,0.2000,2.50,800.00,7.87,50.00,3,405668,225537,0.2400,3.17,3.24,3.26,3.35,3.22,3.33,438424,3.96,4.07,2.78,3.10,77204170,46.40,58943,1309.81,,30843,81,2
RNAZ,2025-01-24,11:19:00,8.09,7.69,9.08,5044,11:22:00,9.08,target,4999.87,12.25,5,0.3965,0.9913,2.50,1999.95,26.26,47.09,2,128298,112968,1.7200,7.46,7.93,8.09,8.77,8.00,8.61,251480,6.52,9.72,6.20,7.04,12685305,56.77,6757,1877.36,,832424,109,1
JL,2025-01-28,10:58:00,5.51,5.47,5.61,10000,10:59:00,5.61,target,1012.50,1.84,3,0.0405,0.1012,2.50,405.00,17.37,38.37,3,5350,4496,0.8600,5.48,5.51,5.50,5.66,5.50,5.57,2579,4.33,7.73,4.32,4.77,875797,78.94,34231,25.58,,1652703,88,1
FOXX,2025-01-30,14:22:00,10.30,9.89,11.33,4878,14:25:00,9.89,stop,-1999.98,-3.98,5,0.4100,1.0250,2.50,1999.98,10.46,45.92,2,140622,139381,0.9800,9.90,10.30,10.29,10.50,10.19,10.42,132005,2.92,11.00,2.85,6.39,33524144,285.96,4466,7506.53,,1403770,292,1
ACON,2025-02-03,11:01:00,7.74,7.44,8.49,6666,11:05:00,7.44,stop,-1999.80,-3.88,11,0.3000,0.7500,2.50,1999.80,13.87,36.84,2,5433,3436,0.9500,7.45,7.74,7.69,7.84,7.69,7.79,7850,7.00,7.84,6.55,6.65,280630,19.69,40548,6.92,,671344,91,1
ATRA,2025-02-03,10:47:00,8.68,8.58,8.92,10000,10:48:00,8.58,stop,-950.00,-1.09,3,0.0950,0.2375,2.50,950.00,8.23,25.76,2,8382,557,0.6600,8.51,8.60,8.68,8.68,8.68,8.68,458,8.43,8.86,8.02,8.52,193449,10.47,171922,1.13,,4632720,77,1
RNAZ,2025-02-03,10:49:00,7.25,7.00,7.88,8000,11:29:00,7.88,target,5000.00,8.62,31,0.2500,0.6250,2.50,2000.00,6.76,26.67,2,3214,1080,0.4500,6.99,7.23,7.25,7.25,7.15,7.15,1001,6.95,8.07,6.52,7.50,278696,23.77,6757,41.25,,832424,79,1
CPIX,2025-02-04,11:03:00,2.37,2.34,2.44,10000,11:15:00,2.34,stop,-290.00,-1.22,14,0.0290,0.0725,2.50,290.00,4.35,50.00,2,16825,15764,0.1000,2.35,2.37,2.37,2.40,2.36,2.37,13723,2.35,3.79,2.21,3.76,18464777,71.42,65400,282.34,,8642836,93,4
PLCE,2025-02-05,10:54:00,10.67,10.47,11.17,10000,14:43:00,11.17,target,5000.00,4.69,198,0.2000,0.5000,2.50,2000.00,7.34,31.01,3,31640,10062,0.7320,10.48,10.67,10.64,10.70,10.59,10.70,11021,10.13,11.50,9.86,11.11,1371277,16.63,333278,4.11,,7730386,84,2
RNAZ,2025-02-05,11:18:00,11.68,11.10,13.14,3424,11:19:00,11.10,stop,-1999.62,-5.00,3,0.5840,1.4600,2.50,1999.62,34.24,47.52,3,359329,316184,3.0300,10.44,11.68,11.11,11.85,10.90,11.03,454552,6.58,12.70,6.57,8.94,17232333,93.30,6757,2550.29,,832424,108,2
SPCB,2025-02-05,11:06:00,9.74,9.68,9.90,10000,11:10:00,9.68,stop,-637.00,-0.65,7,0.0637,0.1592,2.50,637.00,7.66,46.48,2,3174,1358,0.7100,9.65,9.70,9.74,9.74,9.74,9.74,573,10.37,10.57,9.21,9.70,338490,14.82,54559,6.20,,4441995,96,1
