symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult
TGEN,2025-08-13,09:41:00,11.27,11.06,11.65,2550,09:42:00,11.23,post_fill_exit,-86.19,-0.30,1,0.2089,0.3823,2.50,532.82,11.70,8.79,2,25730,14606,1.1700,11.07,11.21,,,,,,10.94,11.55,8.42,8.61,2544992,37.17,1238379,2.06,Industrials,18111973,11,3,4.46,24.04,False,-0.06,4,11.70,,1.30,1.50
BDMD,2025-08-14,10:08:00,3.20,3.06,3.50,2170,10:14:00,3.51,trail_stop,689.90,9.95,8,0.1357,0.2995,2.50,294.47,8.59,23.16,4,7496,4177,0.2474,3.07,3.18,3.15,3.19,3.13,3.13,11702,2.86,3.75,2.52,2.58,1072054,48.81,260801,4.11,Healthcare,7726474,38,1,6.79,4.38,False,-0.03,9,8.59,7.01,1.30,1.00
BNC,2025-08-18,10:22:00,21.81,21.25,22.93,577,10:23:00,21.74,post_fill_exit,-37.75,-0.30,1,0.5585,1.1250,2.50,322.25,6.38,18.60,3,4010,1138,1.2900,21.26,21.70,,,,,,27.33,27.52,20.20,22.16,553376,36.21,1128268,0.49,Industrials,38900522,52,3,-7.54,9.94,False,0.06,4,6.38,,1.30,1.00
CRGO,2025-08-18,10:26:00,3.28,3.21,3.37,2060,12:04:00,3.51,trail_stop,461.36,6.82,35,0.0785,0.0895,2.50,161.79,6.29,40.53,3,2118,134,0.1949,3.22,3.24,3.27,3.27,3.27,3.27,146,3.64,3.80,3.00,3.61,307832,26.67,103003,2.99,Industrials,34524577,56,2,-4.91,12.00,False,0.06,5,6.29,-3.64,1.40,1.00
SPAI,2025-08-21,10:36:00,5.35,5.13,5.65,3249,10:40:00,5.11,stop,-757.33,-4.36,8,0.2177,0.3000,2.50,707.33,6.65,23.08,2,10114,3160,0.3250,5.14,5.25,5.32,5.32,5.25,5.30,6862,4.31,5.45,4.31,5.07,762399,26.45,335827,2.27,Industrials,12225692,66,3,7.11,-2.05,False,-0.16,3,6.65,8.94,1.30,1.50
RAY,2025-08-25,10:04:00,2.35,2.25,2.59,2777,12:27:00,2.66,exhaust+trail_stop,869.12,13.31,146,0.1053,0.2340,2.50,292.42,15.46,46.87,2,517464,98034,0.3200,2.24,2.34,2.31,2.34,2.30,2.33,53614,2.45,3.42,1.85,3.13,23331884,84.86,6271902,3.72,Consumer Defensive,1551819,34,2,2.30,-1.61,False,-0.00,2,15.46,2.79,1.30,1.00
LAWR,2025-09-04,10:13:00,2.36,2.31,2.46,11998,10:23:00,2.41,trail_stop,590.84,2.09,12,0.0517,0.1000,2.50,620.90,5.86,23.08,2,6709,1802,0.1300,2.32,2.35,2.34,2.38,2.34,2.38,12356,2.12,2.65,2.05,2.17,1943719,29.27,3545071,0.55,Industrials,17508002,43,1,-0.61,-2.30,False,-0.01,2,5.86,-0.12,1.60,1.50
MCRB,2025-09-08,09:39:00,23.53,22.79,25.08,628,09:40:00,22.72,stop,-505.80,-3.42,3,0.7370,1.5500,2.50,462.87,6.36,42.86,2,7677,7488,1.4000,22.80,23.41,23.06,23.41,22.80,23.31,6608,23.85,24.67,21.00,22.85,1006553,17.45,111812,9.00,Healthcare,7284149,9,1,1.76,23.19,True,-0.06,2,6.36,2.22,1.30,1.50
SNTG,2025-09-09,10:32:00,4.72,4.61,4.91,6601,10:47:00,5.17,exhaust+trail_stop,3170.76,10.17,13,0.1135,0.1817,2.50,749.21,9.66,35.71,2,10051,1838,0.4200,4.62,4.68,4.70,4.70,4.65,4.66,3372,4.74,6.69,3.80,5.76,2176312,76.00,4422178,0.49,Financial Services,1059319,62,1,3.73,-30.40,False,-0.02,2,9.66,4.61,1.60,1.50
CCUP,2025-09-11,10:24:00,15.11,14.77,15.76,1000,10:42:00,15.75,trail_stop,642.32,4.25,22,0.3351,0.6500,2.50,335.15,4.65,10.61,4,17132,4095,0.6600,14.78,15.03,14.97,15.33,14.97,15.33,4619,12.12,16.78,11.98,16.18,782187,40.07,232720,3.36,,14369380,54,1,4.66,0.87,False,0.01,2,4.65,5.03,1.30,1.00
SBLX,2025-09-11,09:53:00,4.84,4.69,5.17,2000,10:10:00,5.03,trail_stop,373.32,3.85,17,0.1541,0.3250,2.50,308.20,14.75,19.26,2,12870,3346,0.6193,4.70,4.82,4.81,5.00,4.78,5.00,6576,5.00,5.79,4.20,5.60,294066,37.87,341498,0.86,Consumer Cyclical,1365865,23,1,3.71,-4.21,False,0.01,3,14.75,3.82,1.30,1.00
GCTK,2025-09-12,10:10:00,8.82,8.51,9.27,2166,10:11:00,8.48,stop,-732.81,-3.83,3,0.3128,0.4500,2.50,677.51,9.49,17.33,2,153452,29764,0.7500,8.52,8.69,8.78,8.80,8.68,8.75,73103,11.24,14.14,7.90,10.59,70670301,78.99,488214,144.75,Healthcare,1785256,40,1,-11.65,130.80,True,-0.01,2,9.49,-10.17,1.30,1.50
QMCO,2025-09-19,10:17:00,10.17,9.88,10.46,3399,10:37:00,11.97,exhaust+trail_stop,6288.73,18.19,23,0.2972,0.2867,2.50,1010.22,6.50,17.16,2,59898,47529,0.6100,9.89,9.99,10.12,10.18,10.01,10.07,53350,8.70,12.69,8.53,11.88,22217533,48.74,839708,26.46,Technology,14364737,47,1,5.65,2.96,False,-0.07,3,6.50,7.34,1.30,1.50
BKKT,2025-09-22,10:27:00,14.09,13.66,14.98,844,10:35:00,14.36,trail_stop,229.13,1.93,11,0.4252,0.8878,2.50,358.87,7.60,27.92,4,67078,52059,0.9853,13.67,14.02,13.76,14.17,13.76,14.02,49254,14.30,15.88,12.25,14.70,19521779,29.63,1158887,16.85,Technology,28695974,57,4,6.80,36.97,True,0.04,6,7.60,7.22,1.50,1.00
TARA,2025-09-22,10:06:00,3.72,3.66,3.82,3036,11:00:00,3.74,trail_stop,66.02,0.58,56,0.0585,0.1000,2.50,177.61,3.35,25.00,4,13054,9864,0.1200,3.67,3.70,3.69,3.70,3.68,3.69,10015,3.85,4.18,3.58,3.67,3102431,16.76,151832,20.43,Healthcare,47434163,36,3,-3.30,20.69,True,0.04,2,3.35,-2.78,1.50,1.00
AVTX,2025-09-29,10:45:00,14.03,13.74,14.56,1333,10:49:00,13.70,stop,-447.95,-2.39,7,0.2948,0.5250,2.50,393.00,5.66,33.33,2,16194,4546,0.7500,13.75,13.95,13.96,14.07,13.85,13.95,98798,13.30,14.07,12.50,13.02,3057673,12.56,275439,11.10,Healthcare,17266810,75,2,5.56,23.15,False,-0.03,2,5.66,5.60,1.40,1.00
MNDR,2025-09-30,10:28:00,4.52,4.39,4.79,2425,10:29:00,4.51,post_fill_exit,-32.90,-0.30,1,0.1297,0.2680,2.50,314.52,10.57,22.60,4,28092,13669,0.4300,4.40,4.50,,,,,,3.62,4.60,3.62,4.26,643726,27.07,943017,0.68,Healthcare,2960881,58,1,4.90,-2.43,False,0.01,4,10.57,,1.30,1.00
PXLW,2025-10-06,10:09:00,11.94,11.70,12.39,2167,10:15:00,12.21,trail_stop,594.95,2.30,7,0.2393,0.4497,2.50,518.56,5.92,28.56,2,2306,1644,0.6650,11.71,11.88,11.85,11.90,11.79,11.79,7722,11.72,12.99,9.80,12.08,461709,32.54,191369,2.41,Technology,5616100,39,4,7.64,-9.85,False,-0.05,4,5.92,7.90,1.30,1.50
AQMS,2025-10-13,09:39:00,6.83,6.61,7.32,2469,09:45:00,7.13,trail_stop,731.18,4.33,8,0.2283,0.4857,2.50,563.67,6.61,36.74,5,5234,3892,0.4200,6.62,6.80,6.77,6.89,6.77,6.89,8323,6.35,13.22,6.35,9.91,26114183,108.19,2592400,10.07,Industrials,3030286,9,1,2.20,12.19,False,0.01,2,6.61,2.17,1.60,1.50
FNUC,2025-10-13,10:43:00,5.25,5.14,5.43,4571,10:50:00,5.32,trail_stop,327.89,1.37,9,0.1111,0.1750,2.50,507.95,3.24,48.75,3,29517,12947,0.1641,5.15,5.21,5.22,5.29,5.20,5.24,9279,4.72,7.43,4.65,5.94,20446347,59.78,2701417,7.57,Basic Materials,7905544,73,3,-0.40,5.36,False,0.01,4,3.24,0.39,1.60,1.00
LITM,2025-10-13,10:43:00,5.25,5.14,5.43,4571,10:50:00,5.32,trail_stop,327.89,1.37,9,0.1111,0.1750,2.50,507.95,3.24,48.75,3,29517,12947,0.1641,5.15,5.21,5.22,5.29,5.20,5.24,9279,4.72,7.43,4.65,5.94,20446347,59.78,2701417,7.57,Basic Materials,8734782,73,3,-0.40,5.36,False,0.01,4,3.24,0.39,1.60,1.00
NDRA,2025-10-13,10:26:00,8.15,7.93,8.45,1372,10:28:00,8.36,trail_stop,293.33,2.62,4,0.2155,0.3000,2.50,295.70,7.26,7.41,3,14256,12110,0.5400,7.94,8.05,8.11,8.24,8.09,8.20,10759,9.83,9.85,7.40,8.12,13849220,33.11,45763,302.63,Healthcare,1169842,56,2,-4.97,51.54,True,0.01,5,7.26,-3.82,2.10,1.50
SDST,2025-10-14,09:38:00,6.33,6.05,6.96,1428,09:39:00,6.03,stop,-430.75,-4.76,3,0.2835,0.6300,2.50,404.84,13.69,28.31,4,37961,33316,0.7393,5.93,6.30,6.14,6.30,6.05,6.22,18766,5.46,7.45,5.40,7.09,3795295,37.96,422862,8.98,Industrials,6414322,8,1,5.58,6.23,False,-0.04,2,13.69,5.85,1.20,1.50
FOSL,2025-10-15,10:28:00,3.69,3.59,3.84,5000,10:32:00,3.79,trail_stop,509.48,2.76,6,0.0983,0.1500,2.50,491.75,4.32,13.33,2,45419,36384,0.1500,3.60,3.65,3.67,3.67,3.64,3.65,46199,2.81,4.40,2.80,3.75,12909184,57.14,426365,30.28,Consumer Cyclical,46193027,58,1,6.72,6.04,False,-0.07,2,4.32,7.75,1.50,1.00
LOCL,2025-10-15,10:42:00,3.99,3.92,4.12,1166,10:57:00,3.91,stop,-96.20,-2.07,9,0.0707,0.1273,2.50,82.49,3.94,20.67,3,2231,702,0.1500,3.93,3.97,3.96,3.97,3.95,3.96,1401,3.20,4.00,3.20,3.49,111520,24.84,58319,1.91,Consumer Defensive,230061,72,1,8.79,3.23,False,-0.07,2,3.94,9.16,2.10,1.00
PFAI,2025-10-15,10:40:00,3.28,3.13,3.60,2989,12:18:00,3.52,trail_stop,736.49,7.52,100,0.1467,0.3260,2.50,438.49,5.32,43.75,4,69822,48326,0.1600,3.10,3.26,3.23,3.28,3.23,3.26,37271,3.43,4.93,3.01,4.57,63248700,63.79,110169,574.11,Consumer Defensive,3625011,70,1,-5.26,79.58,True,-0.07,2,5.32,-4.75,1.30,1.50
SPRC,2025-10-15,09:45:00,4.27,4.14,4.55,4908,09:56:00,4.55,trail_stop,1388.46,6.62,13,0.1312,0.2750,2.50,644.17,13.22,18.18,4,13177,12598,0.4950,4.15,4.25,4.22,4.29,4.22,4.26,6689,3.72,4.85,3.59,4.29,2203281,35.10,13130955,0.17,Healthcare,46620,15,1,6.57,7.83,False,-0.07,2,13.22,6.80,1.80,1.50
ELAB,2025-10-16,10:02:00,7.50,7.09,8.22,1551,11:21:00,8.37,trail_stop,1349.56,11.61,74,0.4073,0.7250,2.50,631.72,5.06,18.84,4,2400,2380,0.3450,7.10,7.38,7.46,7.46,7.46,7.46,252,6.30,8.80,6.24,7.78,420974,41.02,1388059,0.30,Healthcare,1157420,32,1,9.02,-15.32,False,0.04,2,5.06,10.66,1.50,1.50
PFAI,2025-10-16,10:24:00,3.78,3.69,3.95,4571,10:26:00,3.68,stop,-456.51,-2.64,6,0.0888,0.1750,2.50,405.90,4.44,37.52,3,3036,1104,0.1599,3.70,3.76,3.76,3.81,3.75,3.81,12678,3.26,4.10,3.21,3.55,1040228,27.73,3272296,0.32,Consumer Defensive,3625011,54,3,3.54,-28.67,False,0.04,2,4.44,3.93,1.60,1.00
STI,2025-10-17,10:15:00,18.73,18.00,20.34,497,10:28:00,20.16,trail_stop,710.13,7.63,17,0.7367,1.6088,2.50,366.14,11.59,34.14,4,11130,2619,1.9383,18.01,18.64,18.56,19.03,18.56,18.86,9605,16.50,24.34,15.58,21.17,2359632,56.23,5851971,0.40,Industrials,2186283,45,1,8.77,-8.44,False,-0.09,4,11.59,8.82,1.60,1.00
ANRO,2025-10-20,09:51:00,8.40,8.03,9.24,777,09:54:00,8.86,trail_stop,353.73,5.42,5,0.3762,0.8360,2.50,292.31,19.32,34.56,4,44302,43450,1.3600,7.93,8.36,8.32,8.57,8.22,8.56,131094,6.75,12.19,6.72,11.00,17764866,81.40,3409545,5.21,Healthcare,19191588,21,1,7.78,11.02,False,0.14,9,19.32,6.97,1.30,1.00
NRXS,2025-10-20,09:50:00,3.62,3.41,3.97,2101,15:49:00,3.75,force_close,277.33,3.65,154,0.2100,0.3550,2.50,441.21,5.52,16.61,5,4740,3181,0.1800,3.41,3.55,3.60,3.64,3.59,3.62,5005,3.14,3.82,3.14,3.68,442133,21.66,70069,6.31,Healthcare,7524023,20,1,3.65,3.63,False,0.14,5,5.52,5.18,1.50,1.50
TAOX,2025-10-20,09:46:00,8.88,8.62,9.43,2898,09:47:00,8.60,stop,-832.79,-3.23,3,0.2615,0.5433,2.50,757.83,12.32,25.39,2,18569,5420,0.9740,8.63,8.84,8.76,8.88,8.66,8.82,6062,7.94,9.40,7.72,9.02,1529719,21.76,368785,4.15,Technology,7308370,16,1,6.36,9.82,False,0.14,3,12.32,6.63,2.10,1.50
AMCI,2025-10-21,10:10:00,13.81,13.29,14.94,925,10:13:00,13.25,stop,-520.37,-4.07,5,0.5227,1.1350,2.50,483.50,12.89,28.91,2,13364,2521,1.5699,13.30,13.74,13.58,13.90,13.38,13.61,16216,13.00,15.97,11.66,13.50,3535956,36.93,47594,74.29,Technology,4715205,40,1,-0.35,55.89,False,-0.03,3,12.89,0.19,2.10,1.00
NERV,2025-10-21,09:49:00,10.48,10.01,11.53,1293,09:52:00,11.95,trail_stop,1903.98,14.05,5,0.4693,1.0430,2.50,606.87,49.86,28.32,3,1981946,1707252,3.4600,9.42,10.43,9.92,10.87,9.86,10.77,1811465,6.74,12.46,5.98,6.41,166728510,108.36,692857,240.64,Healthcare,24615776,19,1,23.30,153.38,False,-0.03,5,49.86,22.03,1.80,1.50
WOK,2025-10-21,09:46:00,3.77,3.62,4.08,2601,09:54:00,3.85,trail_stop,202.72,2.07,9,0.1427,0.3075,2.50,371.28,5.34,32.10,3,4409,1516,0.1872,3.63,3.75,3.75,3.90,3.75,3.84,3306,3.72,4.30,3.50,3.92,2867522,22.86,51393773,0.06,Healthcare,1218758,16,2,3.59,10262.12,False,-0.03,2,5.34,3.58,1.60,1.00
FUSE,2025-10-23,10:36:00,3.37,3.22,3.70,2910,10:40:00,3.21,stop,-466.76,-4.76,12,0.1507,0.3350,2.50,438.68,20.14,49.12,4,3752,1116,0.5700,3.12,3.35,3.30,3.50,3.30,3.40,4598,2.90,4.25,2.80,4.00,1080978,51.79,5452794,0.20,Technology,14965424,66,1,6.57,,False,0.02,2,20.14,6.71,1.30,1.50
PYPG,2025-10-28,10:02:00,20.53,20.22,21.06,1226,10:03:00,20.47,post_fill_exit,-75.53,-0.30,1,0.3141,0.5298,2.50,385.04,3.50,24.53,4,22590,11930,0.6897,20.23,20.43,,,,,,19.55,20.91,17.96,18.04,4191514,16.43,499916,8.38,,4526025,32,3,4.49,17.00,False,-0.04,4,3.50,,1.30,1.00
PYPG,2025-10-28,10:04:00,20.53,20.22,21.06,1226,10:05:00,20.16,stop,-459.41,-1.82,5,0.3141,0.5298,2.50,385.04,3.50,24.53,4,22590,11930,0.6897,20.23,20.43,20.41,20.45,20.30,20.31,25367,19.55,20.91,17.96,18.04,4191514,16.43,499916,8.38,,4526025,34,3,4.41,17.00,False,-0.04,4,3.50,4.80,1.30,1.00
OPFI,2025-10-29,09:46:00,10.89,10.47,11.71,793,09:56:00,10.44,stop,-359.56,-4.16,12,0.4220,0.8195,2.50,334.65,14.04,23.89,4,97178,17596,1.3300,10.48,10.80,10.84,10.84,10.73,10.74,23942,10.92,11.09,9.00,10.37,2227025,23.22,768675,2.90,Financial Services,22705347,16,1,4.95,9.31,False,-0.08,4,14.04,5.69,1.30,1.00
CURR,2025-11-03,10:43:00,2.97,2.83,3.27,3304,10:48:00,3.24,trail_stop,885.06,9.01,7,0.1402,0.2950,2.50,463.18,19.76,34.67,2,233548,93000,0.4900,2.80,2.95,2.96,3.03,2.94,2.97,60125,4.30,4.68,1.69,2.37,31669228,176.92,400212,79.13,Technology,32658788,133,5,7.74,13.76,False,-0.06,2,19.76,8.42,1.30,1.50
DTIL,2025-11-03,10:10:00,6.65,6.52,6.90,3900,10:20:00,7.04,exhaust+trail_stop,1630.32,6.28,11,0.1331,0.2500,2.50,519.09,3.84,36.73,4,5611,472,0.2450,6.53,6.62,6.62,6.64,6.57,6.63,914,6.45,7.74,6.18,7.36,300159,25.24,176806,1.70,Healthcare,19361249,100,3,1.88,-5.88,False,-0.06,2,3.84,2.37,1.30,1.50
LGCL,2025-11-03,10:07:00,3.41,3.25,3.75,1917,11:08:00,3.24,stop,-311.15,-4.76,65,0.1525,0.3390,2.50,292.44,8.74,37.04,3,12882,12201,0.2700,3.26,3.39,3.36,3.39,3.36,3.38,7975,3.29,3.57,2.98,3.06,10142090,19.79,1653749,6.13,Technology,24815,97,1,6.48,20.07,False,-0.06,4,8.74,6.69,1.30,1.00
PHIO,2025-11-03,10:39:00,3.22,3.09,3.49,2013,10:55:00,3.08,stop,-272.30,-4.21,19,0.1260,0.2750,2.50,253.64,8.05,50.00,2,464154,256872,0.2400,3.10,3.20,3.13,3.20,3.12,3.20,250130,3.47,4.19,1.72,1.86,162066193,143.58,67105,2415.11,Healthcare,11548127,129,1,-8.82,69.76,True,-0.06,2,8.05,-8.29,1.60,1.50
DZZ,2025-11-04,10:01:00,7.10,6.99,7.30,6030,10:40:00,7.46,trail_stop,2156.62,5.03,34,0.1149,0.1990,2.50,693.14,4.34,40.49,3,4250,1678,0.2964,7.00,7.07,7.03,7.09,7.02,7.09,1568,6.30,8.83,6.26,6.91,566262,41.05,499845,1.13,,68170,91,1,-6.15,19.09,False,0.02,4,4.34,-5.65,1.60,1.50
DTCK,2025-11-05,09:45:00,4.49,4.39,4.69,4000,10:01:00,5.33,exhaust+trail_stop,2736.16,15.23,9,0.1023,0.2000,2.50,409.40,5.84,39.65,3,10374,9201,0.2484,4.40,4.47,4.46,4.47,4.45,4.45,9380,4.94,6.69,4.12,6.34,12046859,62.38,2274726,5.30,Consumer Defensive,484022,75,1,1.74,-3.14,False,0.03,3,5.84,2.22,1.60,1.00
FWRD,2025-11-06,10:29:00,22.49,21.98,23.49,749,10:35:00,21.91,stop,-432.80,-2.57,10,0.5119,1.0000,2.50,383.41,4.00,28.07,4,12205,4673,0.8550,21.99,22.38,22.20,22.40,22.09,22.37,8322,21.94,22.88,20.73,20.90,1427745,10.36,960761,1.49,Industrials,22654686,119,1,3.09,24.02,False,0.00,2,4.00,3.48,1.50,1.00
ALTG,2025-11-07,10:00:00,5.57,5.43,5.75,4351,10:08:00,5.41,stop,-680.86,-2.81,11,0.1402,0.1812,2.50,610.01,10.41,4.37,3,5161,2697,0.5150,5.44,5.50,5.54,5.58,5.54,5.54,5474,4.99,5.89,4.72,5.26,489631,24.79,145052,3.38,Industrials,16633423,90,1,8.30,-15.11,False,-0.20,6,10.41,9.27,1.80,1.50
EVCM,2025-11-07,09:37:00,8.96,8.66,9.43,1945,11:02:00,9.12,trail_stop,305.08,1.75,58,0.3046,0.4625,2.50,592.45,15.93,17.21,3,13200,3251,1.2200,8.67,8.85,8.92,9.03,8.92,9.03,390,7.82,9.48,7.66,9.35,821645,23.76,168489,4.88,Technology,11382036,67,1,4.26,-26.66,False,-0.20,2,15.93,5.63,1.80,1.00
MPL,2025-11-07,10:00:00,8.33,8.00,8.88,1454,11:04:00,7.98,stop,-516.82,-4.27,55,0.3314,0.5500,2.50,481.93,6.09,38.30,5,5408,2402,0.4700,8.01,8.22,8.29,8.29,8.23,8.23,2163,6.91,9.68,6.91,9.38,820268,40.09,350272,2.34,,431060,90,1,6.19,-7.12,False,-0.20,3,6.09,7.51,1.60,1.00
NHTC,2025-11-07,10:00:00,3.06,2.92,3.36,1654,10:46:00,3.12,trail_stop,113.12,2.24,36,0.1368,0.3040,2.50,226.28,6.62,0.00,5,1610,949,0.1801,2.90,3.04,3.03,3.08,3.03,3.08,6132,2.61,3.31,2.61,3.28,149158,26.82,55165,2.70,Consumer Cyclical,3955074,90,2,6.08,3.57,False,-0.20,2,6.62,4.00,1.20,1.50
OPEX,2025-11-07,09:59:00,19.11,18.78,19.68,2739,10:00:00,18.72,stop,-1044.63,-2.00,3,0.3251,0.5750,2.50,890.31,4.58,18.07,2,5500,1344,0.8300,18.79,19.01,19.00,19.08,18.87,19.00,2548,14.60,21.80,13.13,21.71,1103988,66.03,283043,3.90,,352110,89,1,14.64,-33.27,False,-0.20,2,4.58,15.08,2.10,1.50
SWAG,2025-11-10,10:07:00,2.51,2.40,2.76,1381,10:09:00,2.58,trail_stop,92.85,2.68,4,0.1125,0.2500,2.50,155.36,22.24,42.64,4,35552,32800,0.4655,2.36,2.50,2.47,2.58,2.45,2.54,24299,2.10,3.17,2.09,3.06,6887915,51.42,46058,149.55,Communication Services,13037507,97,1,6.21,0.00,False,0.07,5,22.24,6.32,1.60,1.50
BODI,2025-11-11,09:25:00,6.16,6.04,6.36,769,09:28:00,6.02,stop,-106.71,-2.25,11,0.1206,0.2000,2.50,92.78,4.22,48.00,4,8099,7156,0.2500,6.05,6.12,6.13,6.13,6.12,6.12,960,6.03,6.35,5.12,5.92,9947501,24.02,38474,258.55,Communication Services,3256005,55,1,2.11,19.52,False,0.08,4,4.22,2.72,1.60,1.00
PUBM,2025-11-11,09:39:00,10.18,9.72,11.19,1183,15:45:00,10.98,force_close,951.90,7.90,368,0.4558,1.0130,2.50,539.25,10.62,39.18,4,140021,71968,0.9700,9.72,10.13,9.94,10.15,9.83,10.09,45757,9.20,11.08,9.13,10.97,7449325,21.36,615907,12.09,Technology,35904394,69,1,3.57,20.26,False,0.08,2,10.62,3.85,1.60,1.50
SLND,2025-11-13,10:45:00,4.38,4.29,4.53,1362,10:50:00,4.37,post_fill_exit,-17.90,-0.30,1,0.0918,0.1500,2.50,125.03,6.54,37.04,3,6563,518,0.2700,4.30,4.35,,,,,,5.01,5.34,4.00,4.13,121637,33.50,45421,2.68,Industrials,14174910,135,2,0.39,4.38,False,-0.08,2,6.54,,1.40,1.50
AREN,2025-11-14,09:46:00,3.86,3.65,4.24,2959,10:12:00,4.02,trail_stop,465.89,4.07,21,0.2162,0.3800,2.50,639.81,13.65,-10.47,4,16294,3788,0.4300,3.62,3.80,3.85,3.94,3.85,3.86,800,3.45,4.62,3.15,4.32,629111,46.67,228795,2.75,Communication Services,12160609,76,2,12.24,-11.25,False,-0.07,3,13.65,14.03,1.50,1.50
BEX,2025-11-14,09:42:00,15.53,14.92,16.48,1263,09:54:00,16.98,trail_stop,1829.98,9.33,13,0.6150,0.9500,2.50,776.73,10.34,37.24,2,3596,2043,1.4500,14.93,15.30,15.46,15.46,15.29,15.29,500,12.87,20.51,12.87,18.12,450081,59.36,584887,0.77,,3155415,72,1,10.04,-18.85,False,-0.07,4,10.34,11.66,1.60,1.50
LABX,2025-11-14,09:53:00,13.87,13.44,14.35,3315,10:10:00,13.40,stop,-1564.46,-3.40,19,0.4316,0.4750,2.50,1430.80,8.11,13.73,3,14166,7271,1.0200,13.45,13.63,13.80,13.94,13.79,13.94,4597,11.82,14.12,11.53,12.87,496194,22.50,763510,0.65,,1005900,83,1,6.45,-8.37,False,-0.07,5,8.11,8.12,2.10,1.50
MAGH,2025-11-19,10:18:00,3.74,3.59,4.06,2461,10:25:00,3.58,stop,-392.21,-4.26,9,0.1486,0.3250,2.50,365.70,8.97,44.83,2,11135,7074,0.3078,3.60,3.72,3.68,3.74,3.68,3.72,5099,2.98,4.40,2.96,3.84,2479857,48.49,304627,8.14,Industrials,12519257,108,2,12.64,2.05,False,-0.03,4,8.97,12.88,1.60,1.00
IREX,2025-11-20,10:01:00,21.42,20.73,22.32,830,10:07:00,21.76,trail_stop,278.95,1.57,10,0.6870,0.9030,2.50,570.19,3.59,24.22,2,8760,6906,0.7242,20.74,21.10,21.32,21.65,21.28,21.65,5758,19.74,23.37,15.28,15.40,1972397,52.95,623679,3.16,,2339055,91,3,3.48,14.43,False,,2,3.59,4.91,1.50,1.00
VELO,2025-11-20,09:46:00,4.92,4.74,5.32,2998,10:37:00,5.14,trail_stop,646.17,4.38,51,0.1845,0.4000,2.50,553.13,12.34,45.37,2,13789,13598,0.5491,4.75,4.90,4.90,4.90,4.85,4.90,401,4.26,5.34,4.26,4.43,805952,25.35,578889,1.39,Technology,8818290,76,1,3.54,4.58,False,,3,12.34,4.05,1.60,1.50
MNDR,2025-11-21,10:04:00,4.25,4.06,4.67,1536,10:08:00,4.05,stop,-311.09,-4.76,6,0.1903,0.4230,2.50,292.38,10.42,45.00,3,242466,165694,0.4000,4.06,4.23,4.18,4.39,4.14,4.35,345353,3.88,5.42,3.64,4.75,71805121,48.90,3950065,18.18,Healthcare,2960881,94,1,5.77,27.80,False,,3,10.42,5.81,1.30,1.00
PHGE,2025-11-25,10:07:00,5.43,5.27,5.58,12000,10:08:00,5.25,stop,-2055.63,-3.16,3,0.1555,0.1500,2.50,1865.91,5.75,17.24,2,1915,630,0.2900,5.28,5.33,5.40,5.40,5.40,5.40,305,5.49,5.95,4.89,5.78,123564,21.68,1866429,0.07,Healthcare,1121250,97,1,3.42,1801.63,True,-0.03,5,5.75,5.22,2.40,1.50
PMN,2025-11-28,10:15:00,6.73,6.55,6.97,2722,10:44:00,6.53,stop,-541.03,-2.95,13,0.1791,0.2387,2.50,487.51,3.09,47.87,2,1016,865,0.1997,6.56,6.65,6.70,6.70,6.70,6.70,1001,7.05,7.92,6.27,6.76,82545,26.34,744505,0.11,Healthcare,4604014,105,1,-0.74,2335.23,True,0.01,2,3.09,0.51,1.30,1.00
QTTB,2025-12-01,09:49:00,6.03,5.76,6.63,1500,09:50:00,5.74,stop,-430.92,-4.76,3,0.2700,0.6000,2.50,405.00,30.00,24.70,3,2372979,1882362,1.3360,5.46,6.00,5.75,6.00,5.50,5.96,1310023,4.25,6.37,3.75,3.82,168133505,69.86,69561,2417.07,Healthcare,6329291,79,3,23.01,108.68,False,0.07,3,30.00,23.04,1.20,1.50
PLRZ,2025-12-04,09:11:00,16.66,16.28,17.41,1303,09:16:00,16.23,stop,-561.25,-2.59,7,0.3819,0.7475,2.50,497.61,6.08,29.47,2,58898,29520,0.9500,16.29,16.58,16.42,16.64,16.42,16.46,49363,16.31,18.20,12.46,14.50,26546008,46.07,8149302,3.26,Healthcare,1529635,41,1,1.19,120.59,False,-0.04,3,6.08,1.68,1.30,1.50
