symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
BVC,2026-06-09,10:39:00,10.04,9.64,10.78,496,10:44:00,10.77,trail_stop,360.99,7.25,6,0.3998,0.7373,2.50,198.33,6.01,9.07,2,3557,470,0.5500,9.65,9.94,9.99,9.99,9.99,9.99,3654,8.50,11.99,8.08,11.79,541385,48.42,11085,48.84,Technology,6323100,69,1,11.26,-8.55,False,,2,6.01,11.11,3.00,1.80,0.30,-0.30,0.30,0.30,0.20,3.000,1.410,0.20,0.00,23.69,7.774,1.410
LESL,2026-06-09,10:05:00,6.77,6.58,7.17,990,10:19:00,6.56,stop,-210.31,-3.14,16,0.1927,0.3975,2.50,190.77,6.11,46.15,2,14774,4630,0.3900,6.59,6.74,6.73,6.76,6.73,6.74,6229,5.22,8.24,5.07,8.18,1969918,62.48,2755669,0.71,Consumer Cyclical,9126491,35,1,10.28,1.75,False,,3,6.11,10.61,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,1.410,0.20,0.00,33.69,1.346,1.410
OCC,2026-06-09,10:04:00,20.08,19.54,21.17,755,10:10:00,19.48,stop,-449.23,-2.96,10,0.5364,1.0913,2.50,404.97,8.33,43.73,2,21292,10948,1.5550,19.55,19.98,19.90,20.49,19.90,20.30,14092,18.50,21.49,17.00,21.01,2337840,26.41,1319296,1.77,Technology,5847242,34,1,1.13,-2.63,False,,3,8.33,1.58,2.20,2.00,0.30,0.30,0.30,0.30,0.00,2.200,1.410,0.00,0.00,18.39,1.287,1.410
