symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
FJET,2026-06-01,15:03:00,8.23,7.86,9.05,780,15:45:00,8.50,force_close,209.86,3.27,44,0.3685,0.8190,2.50,287.47,16.31,26.55,3,210609,180632,1.1300,7.76,8.19,8.16,8.36,8.12,8.30,195048,7.23,9.75,6.80,9.50,9276719,43.38,2360483,3.93,,25464528,333,2,10.34,-3.08,False,,2,16.31,10.12,1.90,1.80,0.00,0.00,0.00,-0.50,0.20,1.900,0.554,0.20,0.00,20.44,1.080,0.554
OCC,2026-06-08,13:48:00,21.29,20.78,22.30,332,14:19:00,20.72,stop,-190.22,-2.69,33,0.5106,1.0118,2.50,169.53,4.88,47.47,2,42304,30376,0.9900,20.79,21.18,21.07,21.43,21.00,21.25,45784,19.61,22.00,17.01,19.00,19000946,29.34,379155,50.11,,5847242,258,10,6.83,59.43,False,,3,4.88,7.33,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,1.319,0.20,0.00,73.90,1.507,1.319
BVC,2026-06-09,10:39:00,10.04,9.64,10.78,496,10:44:00,10.77,trail_stop,360.99,7.25,6,0.3998,0.7373,2.50,198.33,6.01,9.07,2,3557,470,0.5500,9.65,9.94,9.99,9.99,9.99,9.99,3654,8.50,11.99,8.08,11.79,541385,48.42,11085,48.84,,6323100,69,8,11.26,-8.55,False,,2,6.01,11.11,3.00,1.80,0.30,-0.30,0.30,0.30,0.20,3.000,1.410,0.20,0.00,23.69,7.774,1.410
LESL,2026-06-09,10:05:00,6.77,6.58,7.17,990,10:19:00,6.56,stop,-210.31,-3.14,16,0.1927,0.3975,2.50,190.77,6.11,46.15,2,14774,4630,0.3900,6.59,6.74,6.73,6.76,6.73,6.74,6229,5.22,8.24,5.07,8.18,1969918,62.48,2755669,0.71,,9126491,35,7,10.28,1.75,False,,3,6.11,10.61,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,1.410,0.20,0.00,33.69,1.346,1.410
LESL,2026-06-09,11:01:00,6.47,6.37,6.66,2098,11:05:00,6.67,trail_stop,420.49,3.10,6,0.1072,0.1875,2.50,224.91,3.71,23.91,3,2980,693,0.2300,6.38,6.44,6.42,6.66,6.42,6.66,34712,5.22,8.24,5.07,8.18,1969918,62.48,2755669,0.71,,9126491,91,7,1.89,1.75,False,,2,3.71,2.15,2.10,1.00,0.00,0.30,0.30,0.30,0.20,2.100,1.410,0.00,0.00,37.04,50.114,1.410
LESL,2026-06-09,12:02:00,7.30,7.09,7.72,793,12:10:00,7.07,stop,-180.38,-3.12,11,0.2062,0.4247,2.50,163.52,7.39,30.04,6,14912,11657,0.4990,7.10,7.26,7.17,7.28,7.17,7.27,16386,5.22,8.24,5.07,8.18,1969918,62.48,2755669,0.71,,9126491,152,7,10.70,1.75,False,,3,7.39,11.03,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,1.410,0.20,0.00,43.16,1.406,1.410
NBIG,2026-06-09,13:11:00,24.12,23.48,24.92,515,13:47:00,24.78,trail_stop,337.66,2.72,36,0.6399,0.8000,2.50,329.55,5.60,34.65,4,11332,1628,1.2700,23.49,23.80,24.00,24.03,23.94,24.03,7266,28.76,30.70,21.82,26.49,1673094,40.70,1089359,1.54,,11025850,221,9,-10.38,9.28,False,,2,5.60,-9.12,2.20,1.00,0.30,0.30,0.30,0.30,0.00,2.200,1.410,0.00,0.00,40.70,4.463,1.410
OCC,2026-06-09,10:04:00,20.08,19.54,21.17,755,10:10:00,19.48,stop,-449.23,-2.96,10,0.5364,1.0913,2.50,404.97,8.33,43.73,2,21292,10948,1.5550,19.55,19.98,19.90,20.49,19.90,20.30,14092,18.50,21.49,17.00,21.01,2337840,26.41,1319296,1.77,,5847242,34,7,1.13,-2.63,False,,3,8.33,1.58,2.20,2.00,0.30,0.30,0.30,0.30,0.00,2.200,1.410,0.00,0.00,18.39,1.287,1.410
OCC,2026-06-09,13:23:00,17.96,17.58,18.67,497,13:24:00,17.53,stop,-212.75,-2.38,3,0.3753,0.7150,2.50,186.54,4.51,33.76,2,3911,1797,0.7699,17.59,17.87,17.77,17.89,17.77,17.77,5294,18.50,21.49,17.00,21.01,2337840,26.41,1319296,1.77,,5847242,233,7,-5.31,-2.63,False,,3,4.51,-4.82,1.90,1.00,0.30,0.00,0.30,0.30,0.00,1.900,1.410,0.00,0.00,26.41,2.946,1.410
PLU,2026-06-09,12:50:00,19.90,19.51,20.55,518,13:26:00,20.29,trail_stop,201.54,1.95,34,0.3949,0.6500,2.50,204.57,3.28,29.62,3,1968,929,0.6252,19.52,19.77,19.81,19.81,19.81,19.81,199,25.53,26.50,19.08,21.63,929519,38.89,468353,1.98,,939560,200,9,-13.76,5.15,False,,3,3.28,-13.16,1.80,1.00,0.00,0.00,0.30,0.30,0.20,1.800,1.410,0.00,0.00,38.89,0.214,1.410
CHNR,2026-06-10,11:44:00,3.98,3.89,4.12,1422,11:59:00,4.07,trail_stop,125.36,2.22,10,0.0898,0.1375,2.50,127.70,3.29,20.00,2,2505,352,0.1250,3.90,3.94,3.96,3.96,3.91,3.96,1143,4.52,4.90,3.72,3.76,3387518,31.76,56915,59.52,,546541,134,12,-7.55,5.85,False,,2,3.29,-6.71,1.80,1.00,0.00,0.00,0.30,0.30,0.20,1.800,2.228,0.00,0.00,28.95,3.247,2.228
EXYN,2026-06-10,13:39:00,6.61,6.42,6.99,900,15:36:00,6.40,stop,-190.85,-3.21,72,0.1928,0.3747,2.50,173.52,5.97,37.81,2,1062,1054,0.3700,6.43,6.57,6.58,6.73,6.58,6.73,454,5.61,6.85,5.31,6.43,287644,29.00,236882,1.21,,4352159,249,1,12.42,2.56,False,,2,5.97,13.09,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,2.228,0.20,0.00,23.73,0.431,2.228
