symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
TMCR,2026-04-09,09:57:00,11.56,11.21,12.29,1201,10:32:00,13.60,exhaust+trail_stop,2009.66,14.48,16,0.3495,0.7300,2.50,419.75,7.47,35.30,2,2379,737,0.7989,11.22,11.50,11.50,11.50,11.50,11.50,403,12.03,14.34,10.57,14.00,166913,35.68,588449,0.28,,22164851,27,3,0.43,-14.07,False,,2,7.47,0.93,2.60,1.80,0.30,0.00,0.30,0.00,0.00,2.600,0.930,0.00,0.00,21.21,0.547,0.930
KXIN,2026-04-10,11:35:00,7.15,6.99,7.37,1646,11:37:00,6.97,stop,-287.76,-2.45,3,0.1538,0.2208,2.50,253.24,5.19,25.23,2,858,358,0.3500,7.00,7.08,7.11,7.11,7.11,7.11,211,5.83,7.12,5.53,6.28,51002,28.82,36612,1.39,,1418651,125,4,11.06,-0.17,False,,2,5.19,11.96,3.00,1.80,0.30,0.30,0.30,0.00,0.20,3.300,1.082,0.20,0.00,28.82,0.589,1.082
MNTS,2026-04-13,15:13:00,5.08,4.99,5.25,2386,15:42:00,4.98,stop,-262.38,-2.16,31,0.0950,0.1650,2.50,226.67,4.52,40.91,2,57429,4675,0.2200,5.00,5.06,5.06,5.06,5.02,5.06,40302,3.65,5.17,3.65,4.92,13080895,41.64,1034106,12.65,,8449971,343,6,9.01,4.89,False,,2,4.52,9.59,2.10,1.00,0.30,0.30,0.30,0.00,0.00,2.100,0.820,0.20,0.00,45.40,8.621,0.820
TGEN,2026-04-13,12:20:00,3.60,3.54,3.72,2966,12:42:00,3.68,trail_stop,238.35,2.23,26,0.0634,0.1138,2.50,188.13,3.45,41.67,2,7312,1509,0.1200,3.55,3.59,3.57,3.60,3.57,3.60,3736,2.87,3.80,2.87,3.63,1326884,32.40,486525,2.73,,16604763,170,2,7.36,0.70,False,,2,3.45,7.68,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.820,0.20,0.00,26.32,2.476,0.820
CSHR,2026-04-14,11:00:00,7.01,6.82,7.41,842,12:10:00,7.69,exhaust+trail_stop,545.03,9.23,52,0.1949,0.4000,2.50,164.11,4.65,45.16,3,8357,4238,0.3100,6.83,6.98,6.92,6.99,6.92,6.99,11073,6.40,7.84,5.80,7.05,558047,35.23,351116,1.59,,19425721,90,1,9.38,-0.62,False,,2,4.65,9.36,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,1.020,0.20,0.00,20.52,2.613,1.020
LUD,2026-04-15,13:14:00,5.74,5.65,5.91,3312,13:19:00,5.63,stop,-375.63,-1.97,5,0.0965,0.1697,2.50,319.53,5.45,47.63,2,4010,140,0.3000,5.66,5.71,5.71,5.79,5.71,5.79,1311,4.50,5.98,4.44,5.80,111373,34.79,210696,0.53,,2689900,224,3,16.27,-3.23,False,,2,5.45,16.53,3.00,1.00,0.30,0.30,0.30,0.00,0.00,3.100,0.990,0.20,0.00,30.63,9.331,0.990
MNTS,2026-04-16,15:03:00,7.92,7.56,8.71,1156,15:24:00,7.54,stop,-436.09,-4.76,25,0.3545,0.7879,2.50,409.86,15.20,27.89,2,186790,125278,1.0372,7.57,7.88,7.75,7.92,7.70,7.91,69513,6.41,8.45,5.81,7.63,7443547,45.44,2885554,2.58,,8449971,333,2,20.72,-7.24,False,,2,15.20,20.56,2.70,1.80,0.00,0.30,0.00,0.00,0.20,2.700,1.106,0.20,0.00,35.97,0.555,1.106
PDC,2026-04-16,14:59:00,6.80,6.61,7.22,817,15:06:00,6.59,stop,-178.65,-3.21,9,0.1988,0.4125,2.50,162.46,5.29,45.59,4,3898,435,0.3400,6.62,6.77,6.77,6.77,6.77,6.77,991,6.00,7.01,5.60,6.70,189248,25.18,87543,2.16,,1439045,329,9,11.49,1.73,False,,2,5.29,11.95,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,1.106,0.20,0.00,20.89,2.279,1.106
PN,2026-04-16,15:30:00,3.18,3.07,3.38,3142,15:37:00,3.37,trail_stop,572.45,5.72,8,0.1138,0.1932,2.50,357.69,5.00,46.67,2,2690,1314,0.1500,3.08,3.15,3.17,3.25,3.10,3.12,7522,2.28,3.68,2.22,3.13,826002,65.77,662360,1.25,,1273288,360,1,9.82,-1.72,False,,2,5.00,10.96,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,1.106,0.20,0.00,53.83,5.722,1.106
FRMM,2026-04-17,14:02:00,3.39,3.29,3.51,3150,14:58:00,3.70,exhaust+trail_stop,995.41,9.33,58,0.0967,0.1250,2.50,304.76,5.50,31.43,3,74563,28110,0.1750,3.30,3.34,3.37,3.37,3.33,3.36,78156,2.99,5.55,2.76,4.29,40349512,101.09,501600,80.44,,6158661,272,9,10.08,26.16,False,,2,5.50,11.43,2.10,1.00,0.30,0.30,0.30,0.00,0.00,2.100,0.830,0.20,0.00,41.98,2.780,0.830
GNLN,2026-04-17,11:31:00,4.17,4.00,4.42,2701,15:50:00,4.53,force_close,970.33,8.61,28,0.1706,0.2497,2.50,460.93,7.05,-23.12,2,1737,201,0.2600,4.01,4.10,4.15,4.15,4.15,4.15,359,3.81,4.72,3.29,4.71,58413,43.47,597307,0.10,,627083,121,2,11.87,0.79,False,,2,7.05,13.61,2.00,1.80,0.30,0.00,0.30,0.00,0.20,2.000,0.830,0.20,0.00,26.14,1.786,0.830
BTM,2026-04-20,11:50:00,6.24,5.96,6.79,1350,12:09:00,6.77,trail_stop,718.90,8.53,21,0.2760,0.5500,2.50,372.67,7.19,32.93,3,15495,15336,0.4100,5.97,6.18,6.21,6.36,6.16,6.30,29605,5.11,7.38,4.82,6.41,1901942,53.11,522798,3.64,Financial Services,5170303,140,6,13.24,-1.13,False,,3,7.19,12.63,2.20,1.80,0.30,-0.30,0.00,0.00,0.00,2.200,0.808,0.20,0.00,29.67,1.930,0.808
FLWS,2026-04-20,13:22:00,5.13,5.04,5.28,2250,13:24:00,5.02,stop,-226.39,-1.96,4,0.0855,0.1500,2.50,192.37,3.43,41.18,2,67419,19116,0.1700,5.05,5.10,5.10,5.10,5.06,5.06,20566,3.90,5.23,3.85,4.46,7093475,35.84,341334,20.78,,10261526,232,5,10.38,0.65,False,,2,3.43,10.87,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.808,0.20,0.00,32.99,1.076,0.808
JAGU,2026-04-20,11:14:00,3.16,3.10,3.29,3505,11:16:00,3.09,stop,-260.23,-2.35,4,0.0649,0.1230,2.50,227.64,6.60,20.51,3,13008,4440,0.1950,3.11,3.15,3.12,3.20,3.12,3.20,19751,2.88,3.27,2.60,2.99,507400,25.77,567465,0.89,,12088197,104,1,8.59,1.77,False,,2,6.60,8.28,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,0.808,0.20,0.00,21.15,4.449,0.808
KMRK,2026-04-20,10:31:00,3.51,3.39,3.72,3611,13:59:00,4.25,exhaust+trail_stop,2182.25,17.23,31,0.1174,0.2125,2.50,424.11,9.91,46.87,2,672,508,0.3200,3.40,3.48,3.49,3.50,3.49,3.50,619,3.80,4.41,3.10,4.06,192811,42.26,80258,2.40,,4600011,61,1,2.46,-3.80,False,,2,9.91,3.36,2.50,1.80,0.00,0.30,0.00,0.00,0.00,2.500,0.808,0.20,0.00,22.58,1.220,0.808
FBYD,2026-04-22,12:05:00,16.96,16.46,17.90,720,12:08:00,16.42,stop,-393.40,-3.22,4,0.4970,0.9375,2.50,357.83,5.21,23.64,4,3182,658,0.8250,16.48,16.84,16.88,16.88,16.88,16.88,236,13.97,16.97,13.97,15.50,150825,21.45,114302,1.32,,25504873,155,3,8.46,1.09,False,,2,5.21,9.20,2.00,1.80,0.30,0.00,0.30,0.00,0.20,2.000,0.901,0.20,0.00,22.76,0.359,0.901
FABC,2026-04-28,13:28:00,3.54,3.43,3.76,2700,13:31:00,3.42,stop,-318.30,-3.33,5,0.1076,0.2250,2.50,290.52,12.74,25.00,2,421249,92065,0.4000,3.44,3.52,3.50,3.55,3.48,3.52,127248,2.70,5.06,2.61,3.10,93045607,93.86,104977,886.34,,4845978,238,12,-11.26,7.57,False,,2,12.74,-10.80,1.80,1.80,0.00,0.30,0.30,0.00,0.20,1.800,0.891,0.00,0.00,95.62,1.382,0.891
MB,2026-04-28,13:22:00,7.14,6.82,7.85,422,15:46:00,6.56,force_close,-242.86,-8.07,15,0.3195,0.7100,2.50,134.83,16.21,49.10,4,1775,432,1.0183,6.80,7.10,7.00,7.10,7.00,7.10,1311,5.62,8.60,5.50,6.41,69289,56.36,9419,7.36,,4690005,232,4,3.12,-7.87,False,,2,16.21,3.57,2.80,1.80,0.00,0.30,0.30,0.00,0.00,2.800,0.891,0.20,0.00,56.36,3.033,0.891
SBLX,2026-04-28,13:28:00,3.54,3.43,3.76,2700,13:31:00,3.42,stop,-318.30,-3.33,5,0.1076,0.2250,2.50,290.52,12.74,25.00,2,421249,92065,0.4000,3.44,3.52,3.50,3.55,3.48,3.52,127248,2.70,5.06,2.61,3.10,93045607,93.86,104977,886.34,Consumer Cyclical,1365865,238,12,-11.26,7.57,False,,2,12.74,-10.80,1.80,1.80,0.00,0.30,0.30,0.00,0.20,1.800,0.891,0.00,0.00,95.62,1.382,0.891
SNBR,2026-04-28,14:32:00,3.21,3.13,3.36,2625,15:11:00,3.31,trail_stop,283.84,3.37,41,0.0759,0.1500,2.50,199.37,5.98,27.78,3,39746,8924,0.1800,3.14,3.19,3.18,3.20,3.16,3.19,37499,2.80,4.24,2.77,3.25,53050452,53.07,2373824,22.35,Consumer Cyclical,21591842,302,3,-9.08,26.70,False,,3,5.98,-8.62,2.10,1.00,0.30,0.30,0.30,0.00,0.20,2.100,0.891,0.00,0.00,87.33,4.202,0.891
EUDA,2026-04-29,10:55:00,16.73,16.08,17.73,706,10:56:00,16.03,stop,-495.25,-4.19,3,0.6532,1.0000,2.50,461.19,11.09,44.05,2,7865,4048,1.6800,16.09,16.48,16.65,17.16,16.65,16.65,6793,11.31,25.00,11.31,14.49,789300,121.04,274960,2.87,,1112183,85,4,-11.66,-5.75,False,,2,11.09,-10.16,2.10,1.80,0.00,0.30,0.30,-0.50,0.00,2.100,0.583,0.00,0.00,121.04,1.678,0.583
GNLN,2026-04-30,15:16:00,5.27,5.12,5.44,1927,15:38:00,5.10,stop,-311.33,-3.07,8,0.1462,0.1750,2.50,281.73,4.91,0.00,5,1408,423,0.2399,5.13,5.19,5.24,5.25,5.24,5.25,522,4.30,5.38,4.21,5.20,146228,27.85,570750,0.26,,627083,346,5,6.40,0.70,False,,2,4.91,7.93,1.80,1.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.507,0.20,0.00,24.76,1.233,0.507
