symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
QCLS,2026-05-14,12:32:00,4.95,4.83,5.20,1352,12:53:00,5.11,trail_stop,210.40,3.14,23,0.1244,0.2495,2.50,168.26,4.68,45.58,4,30259,15280,0.2207,4.84,4.93,4.89,4.94,4.89,4.92,19129,4.16,5.49,4.06,5.13,3786689,35.06,407156,9.30,,7776858,182,10,3.02,-0.72,False,,2,4.68,3.50,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.898,0.20,0.00,29.15,1.252,0.898
TGEN,2026-05-14,11:22:00,6.18,6.03,6.48,1248,11:27:00,6.01,stop,-210.71,-2.73,14,0.1507,0.3000,2.50,188.14,5.36,16.13,4,15628,6882,0.3100,6.04,6.15,6.15,6.17,6.13,6.16,5860,5.13,6.32,5.04,6.22,1787538,25.40,594119,3.01,,16604763,112,9,7.42,1.18,False,,3,5.36,7.56,2.00,1.00,0.30,0.00,0.30,0.00,0.20,2.000,0.898,0.20,0.00,22.02,0.851,0.898
WATT,2026-05-14,09:42:00,25.86,25.08,27.48,207,09:47:00,25.00,stop,-176.76,-3.30,7,0.7786,1.6250,2.50,161.18,12.07,32.14,2,9458,3837,2.8000,25.09,25.73,25.44,25.75,25.44,25.64,4183,23.91,29.00,22.44,26.39,837945,29.23,513001,1.63,,5490704,12,13,7.33,1.23,False,,3,12.07,7.62,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.898,0.20,0.00,15.82,1.090,0.898
WYFI,2026-05-14,10:55:00,29.04,28.25,30.42,381,10:58:00,28.17,stop,-334.99,-3.03,6,0.7945,1.3750,2.50,302.70,5.26,37.50,4,25710,15066,1.4400,28.26,28.80,28.90,29.37,28.89,29.29,105345,25.52,31.21,23.60,29.99,7669043,32.27,1320691,5.81,Technology,11191944,85,11,7.78,-5.59,False,,2,5.26,8.30,2.80,1.00,0.30,0.00,0.30,0.00,0.00,2.800,0.898,0.20,0.00,24.53,6.992,0.898
DFSC,2026-05-15,11:54:00,4.00,3.85,4.29,2347,15:52:00,4.07,force_close,154.85,1.65,26,0.1590,0.2875,2.50,373.22,7.30,42.59,3,4675,142,0.2700,3.85,3.96,3.98,4.00,3.98,3.99,1526,4.00,4.10,3.53,4.06,129711,16.15,245146,0.53,,1776799,144,2,5.71,-4.65,False,,2,7.30,6.75,1.80,2.00,0.30,0.00,0.30,0.00,0.00,1.800,0.969,0.20,0.00,15.30,10.772,0.969
TRT,2026-05-15,10:45:00,18.47,17.82,19.87,241,11:28:00,19.28,trail_stop,195.26,4.39,46,0.6509,1.3975,2.50,156.87,6.95,39.49,3,28039,13961,1.1899,17.83,18.38,17.97,18.46,17.97,18.36,25127,14.90,21.38,14.53,20.05,4710197,47.14,2740118,1.72,,6718103,75,15,11.90,6.28,False,,3,6.95,12.10,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.969,0.20,0.00,28.89,1.800,0.969
ANGH,2026-05-18,12:06:00,3.71,3.54,4.08,125,12:07:00,3.53,stop,-22.08,-4.76,3,0.1660,0.3690,2.50,20.76,12.58,8.53,4,1170,394,0.3800,3.37,3.69,3.60,3.74,3.58,3.74,2229,3.11,3.74,2.78,3.49,25024,34.53,5041,4.96,,1921830,156,4,11.86,-10.89,False,,2,12.58,9.59,2.40,1.00,0.00,-0.30,0.30,0.00,0.20,2.400,0.899,0.20,0.00,32.73,5.661,0.899
ANGH,2026-05-18,12:08:00,3.75,3.54,4.12,125,12:30:00,3.53,stop,-27.11,-5.79,4,0.2062,0.3690,2.50,25.78,12.58,8.53,5,1170,512,0.3800,3.37,3.69,3.73,3.73,3.73,3.73,250,3.11,3.74,2.78,3.49,25024,34.53,5041,4.96,,1921830,158,4,9.04,-10.89,False,,2,12.58,10.25,2.40,1.00,0.00,-0.30,0.30,0.00,0.20,2.400,0.899,0.20,0.00,34.53,0.488,0.899
ANGH,2026-05-18,14:36:00,3.71,3.54,4.08,125,14:38:00,3.53,stop,-22.08,-4.76,13,0.1660,0.3690,2.50,20.76,12.58,8.53,5,1170,512,0.3800,3.37,3.69,3.69,3.69,3.69,3.69,500,3.11,3.74,2.78,3.49,25024,34.53,5041,4.96,,1921830,306,4,8.52,-10.89,False,,2,12.58,8.12,2.40,1.00,0.00,-0.30,0.30,0.00,0.20,2.400,0.899,0.20,0.00,34.53,0.977,0.899
WNW,2026-05-19,12:43:00,5.52,5.33,5.91,868,13:15:00,5.32,stop,-172.43,-3.60,35,0.1826,0.3880,2.50,158.54,6.21,39.12,3,78791,38033,0.3200,5.34,5.49,5.48,5.57,5.43,5.47,75332,4.11,6.39,3.70,4.75,51916241,72.70,563800,92.08,,155631,193,22,5.21,70.54,False,,2,6.21,5.72,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.881,0.20,0.00,158.92,1.981,0.881
MLGO,2026-05-20,10:15:00,4.60,4.40,5.06,982,12:30:00,5.33,trail_stop,711.72,15.75,130,0.2061,0.4580,2.50,202.39,6.40,24.23,5,4515,3322,0.2683,4.39,4.58,4.55,4.60,4.54,4.60,6824,3.79,6.87,3.79,5.36,9842534,81.27,607952,16.19,,5807321,45,5,8.33,-1.04,False,,2,6.40,8.49,2.40,1.00,0.30,-0.30,0.00,0.00,0.20,2.400,0.892,0.20,0.00,20.84,2.054,0.892
AKTX,2026-05-21,11:44:00,4.22,4.04,4.63,693,13:23:00,4.89,exhaust+trail_stop,481.90,16.47,33,0.1859,0.4123,2.50,128.83,13.00,17.89,10,1656,542,0.4750,4.04,4.20,4.11,4.20,4.10,4.20,2194,3.15,5.18,3.15,5.14,6266274,64.39,27754,225.78,,416607,134,8,13.52,-8.16,False,,3,13.00,13.02,2.70,1.00,0.00,0.00,0.30,0.00,0.20,2.700,1.006,0.20,0.00,33.33,4.050,1.006
GRDX,2026-05-21,15:33:00,4.63,4.54,4.81,2463,15:45:00,4.61,force_close,-69.09,-0.61,14,0.0930,0.1750,2.50,229.18,4.78,23.81,4,8501,1727,0.2100,4.55,4.61,4.61,4.64,4.61,4.64,1768,3.87,4.66,3.87,4.61,169226,20.28,125812,1.35,,565515,363,2,7.39,0.78,False,,2,4.78,7.64,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,1.006,0.20,0.00,20.05,1.024,1.006
MPL,2026-05-21,10:04:00,20.84,20.27,21.57,593,10:21:00,20.21,stop,-376.26,-3.04,7,0.5737,0.7250,2.50,340.20,5.70,27.93,2,1185,670,1.1100,20.28,20.56,20.74,20.74,20.74,20.74,318,19.40,21.54,19.30,20.99,38226,11.58,44093,0.87,,431060,34,6,2.90,10.48,False,,3,5.70,4.18,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,1.006,0.20,0.00,19.02,0.474,1.006
AKTX,2026-05-22,15:11:00,12.96,12.59,13.74,435,15:30:00,18.75,exhaust+trail_stop,1539.18,27.29,7,0.3745,0.7750,2.50,162.91,10.08,41.67,5,52791,12392,1.1999,12.60,12.90,12.82,12.95,12.71,12.80,15808,9.92,18.99,8.58,18.27,34043759,121.32,339818,100.18,,416607,341,15,9.25,98.64,False,,3,10.08,9.79,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.996,0.20,0.00,189.49,1.276,0.996
IPW,2026-05-22,12:13:00,4.32,4.19,4.60,1227,12:55:00,4.18,stop,-176.65,-3.33,26,0.1314,0.2747,2.50,161.23,6.44,38.42,4,9634,2333,0.2600,4.20,4.30,4.29,4.30,4.28,4.28,2954,4.15,4.58,3.93,4.27,239824,16.54,681139,0.35,,595579,163,3,2.35,723.25,False,,2,6.44,2.81,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.996,0.20,0.00,768.52,1.266,0.996
MX,2026-05-26,12:22:00,6.65,6.55,6.83,2142,13:24:00,6.53,stop,-262.93,-1.85,63,0.1031,0.1750,2.50,220.84,3.44,27.27,6,21211,4338,0.2200,6.56,6.62,6.59,6.64,6.59,6.64,10150,5.90,6.85,5.85,6.38,5709086,17.09,2536991,2.25,,27424293,172,4,2.31,6.88,False,,2,3.44,2.82,2.00,1.00,0.00,0.30,0.30,0.00,0.20,2.000,0.917,0.20,0.00,23.64,2.340,0.917
NXTS,2026-05-26,14:07:00,5.70,5.44,6.27,1308,14:13:00,5.43,stop,-355.10,-4.76,5,0.2551,0.5670,2.50,333.74,7.78,35.00,6,1093,923,0.4000,5.40,5.67,5.60,5.70,5.60,5.70,324,4.47,5.94,4.39,5.17,154919,35.30,39731,3.90,,426559,277,4,8.77,-0.22,False,,2,7.78,9.28,2.20,1.80,0.30,-0.30,0.00,0.00,0.00,2.200,0.917,0.20,0.00,35.30,0.351,0.917
ONDU,2026-05-26,10:05:00,9.20,9.03,9.49,1483,10:09:00,9.00,stop,-285.83,-2.10,5,0.1656,0.2905,2.50,245.66,4.93,1.18,2,3906,536,0.4246,9.04,9.15,9.15,9.15,9.10,9.12,1712,7.95,9.39,7.92,8.61,258512,18.65,137859,1.88,,1073545,35,7,7.55,6.71,False,,2,4.93,8.00,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,0.917,0.20,0.00,22.55,3.191,0.917
HTCR,2026-05-27,13:40:00,3.63,3.51,3.82,3840,13:52:00,3.50,stop,-493.75,-3.54,14,0.1180,0.1932,2.50,453.31,6.23,28.57,2,7355,4635,0.2100,3.52,3.59,3.61,3.66,3.56,3.58,12829,3.09,3.66,2.86,3.10,253158,27.97,123581,2.05,,554671,250,2,7.58,-1.28,False,,3,6.23,7.83,2.20,1.80,0.30,0.00,0.00,-0.50,0.20,2.200,0.722,0.20,0.00,26.22,2.768,0.722
SPPL,2026-05-29,15:27:00,3.29,3.19,3.50,2028,15:35:00,3.54,trail_stop,500.11,7.49,9,0.1014,0.2125,2.50,205.59,6.13,47.37,2,5482,335,0.1900,3.20,3.27,3.27,3.39,3.27,3.39,18083,2.56,3.71,2.55,3.59,643169,45.49,1292527,0.50,,9251075,357,7,13.13,-3.40,False,,3,6.13,12.43,2.30,1.00,0.30,0.00,0.30,-0.50,0.00,2.300,0.572,0.20,0.00,29.02,53.979,0.572
VATE,2026-05-29,12:47:00,15.62,15.20,16.47,792,14:18:00,15.15,stop,-366.93,-2.97,17,0.4177,0.8500,2.50,330.82,8.29,12.76,4,3368,133,1.1753,15.21,15.54,15.44,15.56,15.41,15.41,1281,14.35,15.56,13.52,15.23,88944,15.09,61044,1.46,,4333612,197,2,10.53,-0.35,False,,2,8.29,10.61,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.572,0.20,0.00,15.01,9.650,0.572
