symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
TIL,2025-06-02,13:00:00,34.83,34.09,36.12,261,13:17:00,33.99,stop,-220.69,-2.43,18,0.7433,1.2875,2.50,194.00,5.90,36.08,8,5075,931,1.9400,34.10,34.60,34.66,34.66,34.66,34.66,445,35.14,38.25,29.30,29.65,1223743,30.55,316678,3.86,,3621440,210,8,2.55,30.39,True,0.13,3,5.90,3.22,1.80,1.00,0.30,0.30,0.30,0.00,0.00,1.800,1.185,0.20,-0.30,40.67,0.478,1.185
DFDV,2025-06-03,10:27:00,21.54,20.89,22.45,368,11:06:00,20.83,stop,-261.18,-3.30,43,0.6470,0.9143,2.50,238.11,3.61,4.11,3,8298,2686,0.7300,20.90,21.26,21.43,21.43,21.10,21.10,1643,19.92,23.98,19.00,19.78,1605178,26.20,1220294,1.32,,22074837,57,3,-1.89,1.07,False,0.12,2,3.61,-0.58,1.80,1.00,0.00,0.00,0.30,0.30,0.20,1.800,1.297,0.00,0.00,24.56,0.612,1.297
HIND,2025-06-03,12:55:00,6.93,6.75,7.31,1198,13:02:00,6.73,stop,-245.29,-2.95,9,0.1845,0.3750,2.50,221.03,7.63,30.62,3,134700,22179,0.4899,6.76,6.90,6.85,6.98,6.80,6.94,46602,5.72,8.29,5.00,6.75,57640834,65.80,942903,61.13,,3254351,205,9,2.53,32.71,False,0.12,2,7.63,3.04,2.40,1.00,0.30,0.30,0.30,0.30,0.00,2.400,1.297,0.20,0.00,83.76,2.101,1.297
KPRX,2025-06-03,12:56:00,3.72,3.63,3.88,238,13:44:00,3.62,stop,-22.56,-2.55,49,0.0839,0.1635,2.50,19.97,5.15,14.06,3,11154,5294,0.1799,3.64,3.70,3.69,3.70,3.69,3.70,18342,3.95,4.18,3.31,3.90,24589649,26.28,9554,2573.75,,4296766,206,5,1.16,38.60,True,0.12,2,5.15,1.66,1.80,1.00,0.30,0.00,0.30,0.30,0.20,1.800,1.297,0.00,-0.30,45.44,3.465,1.297
KRRO,2025-06-03,13:30:00,12.81,12.49,13.33,1642,13:32:00,12.45,stop,-585.86,-2.79,3,0.3193,0.5250,2.50,524.34,5.26,15.87,2,4536,1050,0.6300,12.50,12.70,12.75,12.75,12.75,12.75,1084,10.75,13.54,10.63,11.93,1263763,27.32,114256,11.06,,9368902,240,10,11.61,-0.46,False,0.12,2,5.26,12.56,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,1.297,0.20,0.00,19.42,1.032,1.297
UHG,2025-06-03,14:56:00,3.85,3.78,3.95,3375,14:58:00,3.77,stop,-269.62,-2.08,5,0.0685,0.1000,2.50,231.35,3.50,38.46,2,3334,2661,0.1300,3.79,3.82,3.83,3.83,3.83,3.83,2766,3.63,3.96,3.30,3.89,705257,20.00,532442,1.32,Consumer Cyclical,11297179,326,6,5.80,0.00,False,0.12,3,3.50,6.56,1.80,1.00,0.00,0.30,0.00,0.30,0.00,1.800,1.297,0.20,0.00,20.00,1.039,1.297
MSW,2025-06-04,11:58:00,4.39,4.20,4.83,1698,14:00:00,4.26,eod,-223.88,-3.00,8,0.1966,0.4370,2.50,333.91,13.25,35.29,4,2232,2154,0.5100,4.18,4.37,4.36,4.40,4.30,4.30,1856,3.78,4.46,3.62,4.26,50050,23.20,110791,0.45,,4560194,148,2,7.90,-3.08,False,0.03,3,13.25,8.05,2.20,1.80,0.00,0.00,0.00,0.00,0.00,2.200,1.186,0.20,0.00,23.20,0.862,1.186
PMA,2025-06-04,11:58:00,4.39,4.20,4.83,1698,14:00:00,4.26,eod,-223.88,-3.00,8,0.1966,0.4370,2.50,333.91,13.25,35.29,4,2232,2154,0.5100,4.18,4.37,4.36,4.40,4.30,4.30,1856,3.78,4.46,3.62,4.26,50050,23.20,110791,0.45,,16915240,148,2,7.90,-3.08,False,0.03,3,13.25,8.05,2.20,1.80,0.00,0.00,0.00,0.00,0.00,2.200,1.186,0.20,0.00,23.20,0.862,1.186
BWNB,2025-06-05,09:41:00,14.91,14.64,15.41,787,09:48:00,15.16,trail_stop,193.59,1.65,8,0.2742,0.5000,2.50,215.80,4.94,31.43,2,833,316,0.7000,14.65,14.84,14.80,15.23,14.80,15.22,5326,14.25,18.21,14.17,16.05,213229,28.51,55265,3.86,,56090,11,1,1.97,21.59,False,0.01,2,4.94,0.95,2.10,1.00,0.30,0.30,0.30,0.00,0.00,2.100,0.873,0.20,0.00,26.88,16.854,0.873
PDYN,2025-06-06,12:05:00,10.23,10.02,10.56,2180,12:06:00,9.99,stop,-525.29,-2.36,3,0.2109,0.3248,2.50,459.76,4.60,44.44,3,53909,29763,0.4500,10.03,10.15,10.18,10.18,10.07,10.11,20115,8.43,10.44,8.43,9.59,9116743,23.84,2658604,3.43,,29764807,155,4,3.26,2.43,False,-0.02,2,4.60,4.07,2.10,1.80,0.30,0.30,0.30,0.00,0.00,2.100,0.881,0.20,0.00,25.15,0.676,0.881
SDM,2025-06-06,12:20:00,7.12,6.88,7.41,1130,14:10:00,6.86,stop,-288.65,-3.59,12,0.2348,0.2985,2.50,265.32,4.74,34.54,2,743,220,0.3167,6.89,7.00,7.08,7.20,7.08,7.10,1800,6.81,7.57,6.11,7.00,108330,23.90,157387,0.69,Communication Services,13518340,170,2,2.85,0.00,False,-0.02,2,4.74,4.35,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.881,0.20,0.00,23.90,8.182,0.881
NEGG,2025-06-09,10:25:00,13.57,13.10,14.57,336,10:40:00,15.11,trail_stop,517.29,11.35,18,0.4675,1.0000,2.50,157.08,7.55,30.83,4,26721,12868,0.9407,13.11,13.50,13.30,13.80,13.30,13.72,17232,10.40,17.45,10.40,13.69,4398853,67.79,931289,4.72,Consumer Cyclical,1375377,55,11,9.85,0.00,False,-0.01,3,7.55,9.80,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.808,0.20,0.00,29.81,1.339,0.808
SNPX,2025-06-09,10:05:00,3.55,3.37,3.82,495,10:07:00,3.36,stop,-92.94,-5.29,4,0.1776,0.2750,2.50,87.94,11.73,37.88,2,129209,70190,0.3696,3.38,3.48,3.53,3.59,3.51,3.56,116202,3.33,4.92,3.01,3.48,45159326,63.45,19805,2280.20,,9205,35,20,3.15,38.17,False,-0.01,2,11.73,5.03,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.808,0.20,0.00,51.45,1.656,0.808
TAOX,2025-06-09,10:05:00,3.55,3.37,3.82,495,10:07:00,3.36,stop,-92.94,-5.29,4,0.1776,0.2750,2.50,87.94,11.73,37.88,2,129209,70190,0.3696,3.38,3.48,3.53,3.59,3.51,3.56,116202,3.33,4.92,3.01,3.48,45159326,63.45,19805,2280.20,,7308370,35,20,3.15,38.17,False,-0.01,2,11.73,5.03,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.808,0.20,0.00,51.45,1.656,0.808
TWAV,2025-06-09,09:58:00,3.94,3.81,4.21,2456,10:32:00,4.09,trail_stop,368.39,3.81,34,0.1294,0.2745,2.50,317.81,11.94,23.42,2,7652,2566,0.4180,3.82,3.92,3.88,3.95,3.88,3.92,10119,3.50,4.50,3.34,4.02,1177053,34.73,177228,6.64,,3172123,28,11,8.98,12.90,False,-0.01,3,11.94,8.71,2.00,1.80,0.00,0.30,0.30,0.00,0.20,2.000,0.808,0.20,0.00,24.19,3.943,0.808
AGIG,2025-06-13,12:28:00,15.15,14.87,15.66,695,12:30:00,14.83,stop,-225.86,-2.15,5,0.2804,0.5125,2.50,194.86,4.62,38.72,2,54034,20756,0.6691,14.88,15.07,14.94,15.11,14.94,15.03,9339,12.86,19.74,12.74,15.65,28872957,54.95,673544,42.87,,9234227,178,6,-4.72,80.11,False,0.14,2,4.62,-4.23,1.90,1.00,0.30,0.30,0.30,0.00,0.00,1.900,0.801,0.00,0.00,169.89,0.450,0.801
MARPS,2025-06-13,13:38:00,4.94,4.81,5.09,526,13:53:00,4.80,stop,-78.34,-3.01,9,0.1345,0.1500,2.50,70.75,4.57,23.47,2,2463,1204,0.2130,4.82,4.87,4.92,4.92,4.92,4.92,1120,4.65,5.20,4.21,4.54,352328,23.52,11720,30.06,,1512860,248,5,5.16,13.41,False,0.14,2,4.57,6.74,2.30,1.80,0.30,0.30,0.30,0.00,0.20,2.300,0.801,0.20,0.00,23.52,0.930,0.801
RBNE,2025-06-13,11:56:00,16.08,15.69,16.86,483,12:00:00,15.64,stop,-211.10,-2.72,6,0.3900,0.7750,2.50,188.37,7.11,24.53,2,176828,175777,1.0600,15.70,16.00,15.81,16.40,15.80,16.39,297220,11.65,20.57,10.80,14.00,101812847,90.46,27644,3683.00,,6456087,146,19,10.48,247.76,False,0.14,3,7.11,10.93,2.00,1.00,0.30,0.30,0.00,0.00,0.20,2.000,0.801,0.20,0.00,433.43,1.691,0.801
SST,2025-06-16,11:30:00,4.72,4.60,4.96,1791,11:33:00,5.11,trail_stop,700.84,8.28,8,0.1198,0.2408,2.50,214.56,8.52,23.39,3,1867,160,0.3690,4.61,4.70,4.69,4.73,4.69,4.73,931,4.05,6.25,3.65,4.51,698011,71.33,180824,3.86,,4489852,120,5,8.64,4.65,False,0.09,2,8.52,7.96,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,0.914,0.20,0.00,21.45,5.831,0.914
