symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill
SOGP,2025-06-17,11:05:00,3.15,3.09,3.24,3912,11:32:00,3.08,stop,-287.01,-2.33,23,0.0641,0.0862,2.50,250.74,3.96,41.25,2,2715,730,0.1200,3.10,3.12,3.14,3.23,3.14,3.19,3365,2.47,3.25,2.46,3.03,579654,32.08,1721938,0.34,,2692700,95,6,6.68,-6.44,False,0.05,3,3.96,7.60,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,0.827,0.20,0.00,32.08,4.613,0.827
CIGL,2025-06-23,10:51:00,7.38,7.13,7.79,845,12:18:00,8.08,exhaust+trail_stop,617.43,9.91,16,0.2417,0.4125,2.50,204.24,5.87,18.75,2,5202,150,0.4000,7.14,7.30,7.34,7.45,7.26,7.26,1670,6.84,8.80,6.38,8.09,122515,37.89,16921,7.24,Industrials,19934531,81,1,1.86,3.79,False,-0.12,2,5.87,2.81,2.00,2.00,0.30,0.00,0.30,0.00,0.20,2.000,0.915,0.20,0.00,15.99,11.133,0.915
HHS,2025-06-23,14:52:00,3.56,3.45,3.76,272,15:35:00,3.67,trail_stop,30.89,3.19,11,0.1077,0.2000,2.50,29.29,5.72,26.32,2,628,328,0.1900,3.46,3.53,3.54,3.65,3.50,3.51,4666,3.95,5.39,3.24,3.51,307660,66.36,10909,28.20,,3282299,322,3,-18.89,3.13,False,-0.12,2,5.72,-17.96,1.80,1.00,0.30,0.00,0.30,0.00,0.20,1.800,0.915,0.00,0.00,66.36,14.226,0.915
LGL,2025-06-23,09:53:00,8.34,7.85,9.16,836,09:57:00,8.93,trail_stop,495.34,7.10,6,0.4889,0.8180,2.50,408.72,18.04,30.89,2,7349,3621,1.2300,7.67,8.18,8.30,8.75,8.01,8.75,11042,6.45,9.45,5.88,6.76,205301,60.71,18602,11.04,,5333328,23,1,5.32,-3.28,False,-0.12,2,18.04,5.14,2.50,1.80,0.00,0.00,0.30,0.00,0.00,2.500,0.915,0.20,0.00,35.32,3.049,0.915
NAKA,2025-06-23,14:15:00,15.89,15.56,16.52,902,14:40:00,16.27,trail_stop,342.30,2.39,29,0.3283,0.6230,2.50,296.10,5.99,37.19,2,20057,1951,0.8996,15.57,15.81,15.60,16.10,15.60,15.85,17185,13.65,16.98,12.26,16.30,920505,38.50,1674972,0.55,Financial Services,10754523,285,2,12.57,-4.01,False,-0.12,2,5.99,12.42,3.00,1.00,0.30,0.30,0.30,0.00,0.00,3.100,0.915,0.20,0.00,29.77,8.808,0.915
EGG,2025-06-25,12:34:00,3.27,3.22,3.35,6617,12:50:00,3.21,stop,-396.35,-1.83,16,0.0502,0.0850,2.50,332.50,5.32,23.64,2,4260,528,0.1650,3.23,3.25,3.25,3.30,3.25,3.27,2623,2.94,3.85,2.64,3.54,529328,45.87,731918,0.72,,8255093,184,3,11.71,-1.34,False,0.04,2,5.32,12.10,3.00,1.00,0.30,0.30,0.30,0.00,0.20,3.300,1.103,0.20,0.00,23.71,4.968,1.103
FABC,2025-06-26,13:01:00,7.34,7.15,7.72,967,15:47:00,7.47,force_close,129.09,1.82,50,0.1915,0.3872,2.50,185.18,5.26,-14.09,2,559,324,0.3549,7.16,7.30,7.30,7.30,7.30,7.30,333,6.26,7.67,6.26,7.64,140702,22.52,358140,0.39,,4845978,211,2,3.38,1355.81,False,0.01,2,5.26,3.88,2.00,1.00,0.30,0.00,0.30,0.00,0.20,2.000,0.901,0.20,0.00,1648.84,1.026,0.901
VVOS,2025-06-26,09:58:00,3.82,3.69,4.09,1226,09:59:00,3.68,stop,-171.73,-3.67,3,0.1290,0.2750,2.50,158.15,6.44,43.48,5,32372,16402,0.2300,3.70,3.80,3.75,3.91,3.75,3.87,54295,3.56,3.91,3.23,3.37,1445468,21.24,167626,8.62,Healthcare,12129569,28,9,3.38,16.72,False,0.01,2,6.44,3.48,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.901,0.20,0.00,24.59,3.310,0.901
RYET,2025-06-30,11:27:00,7.35,7.19,7.65,1562,12:08:00,7.17,stop,-278.22,-2.42,14,0.1565,0.3000,2.50,244.53,16.43,29.25,3,30092,643,1.0600,7.20,7.31,7.27,7.34,7.27,7.29,539,5.98,8.20,5.98,8.20,866434,37.12,617391,1.40,,16261538,117,11,3.45,-2.76,False,-0.02,3,16.43,3.97,2.50,1.00,0.00,0.30,0.30,-0.50,0.20,2.500,0.688,0.20,0.00,29.60,0.839,0.688
RYET,2025-06-30,13:16:00,7.80,7.63,8.11,1560,14:50:00,8.01,trail_stop,324.96,2.67,68,0.1688,0.3125,2.50,263.33,6.59,41.24,4,9067,860,0.4850,7.64,7.75,7.76,7.80,7.76,7.76,712,5.98,8.20,5.98,8.20,866434,37.12,617391,1.40,,16261538,226,11,8.94,-2.76,False,-0.02,2,6.59,9.52,2.60,1.00,0.30,0.30,0.30,-0.50,0.00,2.600,0.688,0.20,0.00,31.10,0.827,0.688
