day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,trig_m,ssr,limit,filled,nofill,entry,exit,reason,entry_m,exit_m,R,cellC_new,split,half,wrapper,cost,imp,netR,pnl_10k,pnl_50k
2025-01-08,SEDG,16.6,16.08,16.16,3.2178217821782376,455756.0,2.4001549486010814,0.7503846153846111,17.59,-8.129619101762362,12.45025582717454,0.4977168949771686,-14.947368421052632,6.509519876153649,5171560.15,607,0,16.03176,1,,16.015,15.04,eod,608.0,945.0,0.5850000000000009,1,TRAIN,TRAIN_H1,False,0.0408083020182663,False,1.5969088854388611,72.86695244257534,364.3347622128767
2025-01-08,SMR,21.23,20.49,20.53,3.604481246955684,404416.0,1.6555169588029364,0.7972972972972949,21.72,-5.478821362799253,14.68600368324126,0.2852216439902189,-23.252336448598125,7.332999239297604,9124605.6,586,0,20.42853,1,,20.375,19.24,eod,587.0,900.0,0.8550000000000004,1,TRAIN,TRAIN_H1,False,0.03571813065818405,False,1.2857097887038795,67.05619402985087,336.3802520185962
2025-01-08,SOUN,17.07,16.38,16.57,4.164152082076049,5631490.0,2.245263317162717,0.8833333333333325,17.975,-7.816411682892912,16.467315716272605,0.1604729729729734,-33.66693354683747,10.156509773403643,98274475.5,578,0,16.330859999999998,1,,16.37,15.0527,eod,579.0,900.0,0.6999999999999993,0,TRAIN,TRAIN_H1,False,0.0113154098945709,False,1.8656922715791882,99.2548288480127,497.580128830169
2025-01-10,ACHR,10.05,9.62,9.77,4.40122824974413,2271601.0,2.147395602320884,0.1162790697674431,10.48,-6.774809160305352,10.591603053435108,0.3783783783783785,-21.683366733466936,8.290401821079803,48168053.65,575,0,9.59114,1,,9.64,9.155,eod,576.0,900.0,0.4100000000000001,0,TRAIN,TRAIN_H1,False,0.0142971887550199,False,1.148055637182881,60.72066265060259,305.0154216867479
2025-01-10,NTLA,11.43,10.8004,11.31,5.566755083996462,614165.0,1.7058817040857577,0.0390724269377374,12.02,-5.906821963394336,3.494176372712146,0.4523809523809513,-15.21739130434782,3.4969555225959743,2613546.714285714,576,1,10.7679988,1,,10.74,10.33,eod,577.0,900.0,0.6899999999999995,1,TRAIN,TRAIN_H1,False,0.01757794018995135,False,0.5687276229131146,45.52095893796566,227.99721674963834
2025-01-10,XXII,5.7723,5.35,5.69,7.421792618629188,24833.0,2.090506566745724,0.0473596968979408,8.1,-29.75308641975308,53.333333333333336,0.5949074074074073,-42.23350253807106,2328.864977638965,4361001.9,576,1,5.33395,1,,5.3599,4.91,eod,577.0,900.0,0.4124000000000007,0,TRAIN,TRAIN_H1,False,0.16159722222222225,False,0.6990853001400988,67.1745472222221,336.16103888888824
2025-01-13,ARQQ,20.0099,18.8,20.0,6.049499999999988,74984.0,3.3566736186699737,0.7645259938837942,21.92,-8.759124087591248,19.34306569343065,0.0754716981132076,-62.11403674938435,17.289661310768945,1310516.7,603,1,18.7436,1,,18.73,16.77,eod,604.0,900.0,1.2798999999999978,1,TRAIN,TRAIN_H1,False,0.43723856209150297,False,1.18975032260997,100.50225490196087,507.0795588235298
2025-01-13,BTDR,17.59,17.08,17.33,2.9428736295441524,426367.0,1.810110677838732,0.6568627450980389,18.5,-6.324324324324333,10.270270270270265,0.8473684210526319,-35.79103371619119,8.65417404435435,9807529.15,578,0,17.02876,1,,17.0501,17.59,stop,579.0,591.0,0.5398999999999994,0,TRAIN,TRAIN_H1,False,0.06269771723122225,False,-1.1161283890187483,-43.98963335787918,-220.5507645066271
2025-01-13,ETHT,17.5499,16.26,17.52,7.362442922374426,95517.0,1.8816162130778376,0.1240406233041322,20.22,-13.353115727002963,7.86003956478733,0.4907821053293894,-48.68189806678384,7.710389824754739,1081625.85,575,1,16.21122,1,,16.19,17.5499,stop,576.0,592.0,1.3598999999999997,1,TRAIN,TRAIN_H1,True,0.09171461881674231,False,-1.067442178701921,-111.77432564888913,-560.3232428632624
2025-01-13,IONQ,31.9499,29.03,29.43,9.921508664627924,2853739.0,3.3923509778900995,0.9366759135586838,32.33,-8.969996906897615,16.918960717599752,0.6983674290206398,-46.236755571793935,15.713432769792348,41580974.375,612,0,28.94291,1,,29.1152,27.74,eod,613.0,945.0,2.834699999999998,0,TRAIN,TRAIN_H1,False,0.028012281729755,False,0.47524878056593256,56.58188416735042,288.29817170983307
2025-01-13,OKLO,23.81,23.06,23.66,3.169907016060862,698610.0,1.8487634026416533,0.4400000000000024,25.24,-6.259904912836761,10.301109350237724,0.3230769230769229,-25.85396427452209,8.171058881991257,15837720.05,575,0,22.99082,1,,22.914,22.6,eod,576.0,945.0,0.8959999999999972,1,TRAIN,TRAIN_H1,False,0.0512023610495064,False,0.2933009363286769,14.191072503326659,71.48095779453428
2025-01-13,QMCO,25.01,23.0,25.0,8.040000000000006,135141.0,5.295306184291222,0.7711442786069649,27.47,-8.991627229705129,22.70804514015289,0.0545055226919315,-72.41835834068844,39.77281869064981,4198540.3,587,1,22.931,1,,22.96,20.45,eod,588.0,900.0,2.0500000000000007,0,TRAIN,TRAIN_H1,False,0.2901584721657865,False,1.0828495257727875,119.87144250304762,603.7968955709065
2025-01-13,QUBT,8.55,7.8638,8.01,8.56679151061174,1940043.0,3.389981432917712,0.7538618478577666,8.98,-10.801781737193773,18.37416481069041,0.109090909090909,-70.49723756906077,26.88542908570512,65192490.75,590,1,7.8402086,1,,7.853,6.6006,eod,591.0,900.0,0.697000000000001,0,TRAIN,TRAIN_H1,False,0.0162266728711881,False,1.773562879668307,196.55155901348104,982.7577950674051
2025-01-13,RDW,14.88,14.34,14.58,3.70370370370371,115468.0,1.8704708023269072,0.6944444444444433,15.51,-5.99613152804642,8.44551901998711,0.3130009924421711,-21.35922330097087,6.071836996661019,1122850.7,611,0,14.29698,1,,14.2251,13.87,eod,612.0,945.0,0.6549000000000014,1,TRAIN,TRAIN_H1,False,0.0532889237199582,False,0.4608506280043386,26.257563636363653,132.49506248693845
2025-01-13,RGTI,8.1,7.07,7.33,14.051841746248286,11893119.0,4.381935859872335,0.9862135922330107,8.93,-17.917133258678607,25.86786114221725,0.2164502164502164,-65.7796451914099,21.12586187078129,196796305.55,609,1,7.04879,1,,7.0112,6.235,eod,610.0,900.0,1.0888,1,TRAIN,TRAIN_H1,False,0.01078491361842875,False,0.7029896090940215,136.24388537591958,681.9848419659794
2025-01-13,SERV,17.58,16.77,17.52,4.62328767123287,847023.0,2.3656023150965755,0.2407407407407414,18.735,-6.485188150520416,13.877768881772091,0.994230769230769,-28.049281314168383,13.736134182526074,13108262.05,575,1,16.71969,1,,16.7,15.26,eod,576.0,900.0,0.879999999999999,1,TRAIN,TRAIN_H1,False,0.0434823468391012,False,1.5869518785919317,103.34230633390648,522.297602282176
2025-01-13,UMAC,12.36,11.51,11.9,7.14285714285714,177378.0,2.846023900514787,0.9058823529411764,13.0,-8.46153846153846,10.256923076923073,0.269986500674966,-45.03464203233256,13.167334254296293,4237393.55,624,1,11.47547,1,,11.4601,10.93,eod,625.0,945.0,0.8998999999999988,1,TRAIN,TRAIN_H1,False,0.04439671814671785,False,0.5397302832017821,52.941657722007854,264.70828861003923
2025-01-13,WKEY,9.4,8.81,9.37,6.296691568836713,184190.0,3.552060879216508,0.5400000000000001,10.08,-7.0436507936508015,35.416666666666664,0.8319327731092437,-33.07142857142858,38.59039542108948,9568265.65,602,1,8.783570000000001,1,,8.73,8.7153,eod,603.0,899.0,0.6699999999999999,1,TRAIN,TRAIN_H1,False,0.10243117010816069,False,-0.1309420449375514,-12.545557325466797,-62.72778662733399
2025-01-14,MSTZ,17.48,17.05,17.33,2.481246393537217,618343.0,1.4916699809283198,0.0465116279069757,18.94,-8.500527983104556,15.681098204857458,0.0134680134680143,-40.05700291932427,423.2437594405109,122594280.4,575,1,16.99885,1,,16.88,17.48,stop,576.0,597.0,0.6000000000000014,1,TRAIN,TRAIN_H1,True,0.024310999193572998,False,-1.0405183319892883,-46.19901394032451,-230.99506970162255
2025-01-14,TSLQ,24.7749,24.07,24.5,2.877142857142851,300362.0,1.760660870889551,0.5390835579514822,25.9,-5.4054054054054,12.432046332046342,0.0062113730240068,-20.621549467354395,9.124462604845055,12973670.85,577,0,23.99779,1,,23.94,24.7749,stop,578.0,598.0,0.8348999999999975,1,TRAIN,TRAIN_H1,True,0.02617904559217225,False,-1.0313559056080637,-44.77611037079283,-224.7416308995563
2025-01-15,MSTZ,16.07,15.55,15.8,3.2911392405063267,530207.0,1.678099672377649,0.3076923076923082,17.19,-8.086096567771964,15.760907504362995,0.4539918060015505,-45.34914288086112,423.26972160682095,63783926.2,598,0,15.50335,1,,15.5085,15.32,eod,599.0,900.0,0.5615000000000006,0,TRAIN,TRAIN_H1,True,0.01298812270596695,False,0.31257680729124193,14.0409501835226,70.7312865494951
2025-01-15,TSLQ,25.3241,24.73,25.0,2.376400000000004,238295.0,1.1805924766161169,0.6227907759636432,26.85,-6.89013035381751,13.305772811918068,0.9440183619772716,-19.001581089137137,8.92340378194612,13036558.3,580,0,24.65581,1,,24.642,22.465,eod,581.0,945.0,0.6821000000000019,1,TRAIN,TRAIN_H1,True,0.02676987384557705,False,3.1523678729723157,107.51150630772113,544.0082219170689
2025-01-15,XTIA,5.78,5.6,5.61,3.208556149732631,28106.0,1.3368135782293242,0.5611111111111091,6.04,-7.11920529801324,12.251655629139076,0.2567567567567572,-32.41859512594716,4515.017640289648,590742082.9,580,0,5.5832,1,,5.5592,5.78,stop,581.0,712.0,0.2208000000000005,1,TRAIN,TRAIN_H1,False,0.055948717948717905,False,-1.2533909327387585,-61.99171282051294,-311.06555897435953
2025-01-16,ETHT,21.09,20.72,21.09,1.7543859649122855,20333.0,0.5417466519587706,0.5135135135135156,22.26,-5.256064690026961,10.96271338724169,0.7641273613899939,-38.22495606326889,8.742938323941802,1107389.8,581,0,20.65784,1,,20.5758,21.09,stop,582.0,664.0,0.5141999999999989,1,TRAIN,TRAIN_H1,True,0.06371931413049606,False,-1.1239193195847845,-34.67515884782969,-175.10955218153995
2025-01-16,ETHU,7.51,7.38,7.4999,1.733356444752595,459077.0,0.6541258468007521,0.5376923076923121,7.93,-5.423707440100876,11.020176544766718,0.7711408627989462,-39.07473598700244,8.702885362203784,21512074.45,581,0,7.35786,1,,7.3203,7.51,stop,582.0,666.0,0.1897000000000002,1,TRAIN,TRAIN_H1,True,0.0100390117035109,False,-1.0529204623274164,-33.95563198959689,-170.37737698309496
2025-01-16,RGTI,10.58,10.1,10.35,4.637681159420295,11120010.0,2.832992928401221,0.8749999999999991,10.94,-5.393053016453381,16.727605118829985,0.6612021857923492,-51.68067226890757,24.151774845224363,213845763.85,583,0,10.0697,1,,10.135,10.58,stop,584.0,589.0,0.4450000000000003,0,TRAIN,TRAIN_H1,False,0.0120000606761964,False,-1.0269664284858346,-56.211007463172194,-281.51203737653714
2025-01-17,MSTZ,13.9,13.34,13.62,4.111600587371517,1165922.0,1.5125091144947669,0.1071428571428579,15.01,-9.260493004663562,13.724183877415062,0.1407766990291257,-52.88957759729927,14.336470665629111,17462236.95,575,1,13.29998,1,,13.225,12.6099,eod,576.0,945.0,0.6750000000000007,1,TRAIN,TRAIN_H1,True,0.01451507696143485,False,0.8897554415386141,56.454982765625125,283.47608367420275
2025-01-17,RGTI,11.0,10.45,10.53,5.223171889838564,7599587.0,2.2019921139520413,0.700000000000002,11.24,-6.316725978647694,15.3914590747331,0.7109826589595376,-50.84033613445379,23.25981516845799,215219050.0,614,0,10.41865,1,,10.4199,9.915,eod,615.0,945.0,0.5800999999999998,0,TRAIN,TRAIN_H1,False,0.0101403133616592,False,0.8528868930155868,58.876402709962676,296.3610522963667
2025-01-21,IREN,11.4,10.9,11.22,4.45632798573975,2144109.0,2.2382719814271548,0.1402000000000001,11.99,-6.422018348623849,6.6722268557130855,0.2374999999999996,-21.262605351616497,5.1877314828018255,12567800.9,575,0,10.8673,1,,10.9595,10.73925,lock,576.0,668.0,0.4405000000000001,0,TRAIN,TRAIN_H1,False,0.01242714099545885,False,0.47178855619646115,23.691805926517695,118.45902963258848
2025-01-21,SMX,5.04,4.6301,5.02,8.165338645418336,34237.0,3.226201555120144,0.0973408148328866,5.36,-6.343283582089566,13.272388059701496,0.3955580545403436,-21.56250000000001,747.7785102784284,41856233.307692304,581,1,4.6162097,1,,4.6698,4.43,eod,582.0,900.0,0.3701999999999996,0,TRAIN,TRAIN_H1,False,0.03823863636363655,False,0.5444661362408545,53.81688409090922,269.6891045454552
2025-01-22,RDW,22.03,21.11,21.2,4.339622641509442,280150.0,2.348232927721492,0.989130434782607,22.33,-5.060456784594711,29.422301836094945,0.9741248097412478,-5.777777777777781,12.569805971168316,1686375.35,579,0,21.04667,1,,20.95,21.5,eod,580.0,945.0,1.0800000000000018,1,TRAIN,TRAIN_H1,False,0.128123888330369,False,-0.6278924891947857,-40.00930941149181,-202.08091872245018
2025-01-22,WKEY,9.47,9.1616,9.42,3.273885350318478,61335.0,1.5386929563893947,0.5784695201037597,9.97,-5.516549648946848,31.69508525576729,0.8006329113924053,-30.06681514476616,20.68468739729155,2631253.9,601,0,9.1341152,1,,9.12,8.801,eod,602.0,900.0,0.3500000000000014,1,TRAIN,TRAIN_H1,False,0.0643987341772152,False,0.7274321880650938,34.88037341772139,174.40186708860693
2025-01-23,ALOY,5.5199,4.58,5.23,17.97131931166347,639135.0,5.456343084135087,0.1436323013086496,5.52,-5.253623188405783,60.14311594202899,0.855447453236543,-12.831880531342184,59.49435040365256,16102079.133333333,579,1,4.56626,1,,4.555,3.97,eod,580.0,945.0,0.9649,1,TRAIN,TRAIN_H1,False,0.0338666666666666,False,0.571181815041282,151.01053333333323,756.1549333333328
2025-01-23,RGTIW,6.21,5.69,5.69,9.138840070298762,48768.0,2.014117634319218,0.9984615384615386,6.11,-6.873977086743042,18.003273322422253,0.554545454545455,-41.87946884576097,32.37803954835901,1897365.3,603,0,5.67293,1,,5.7,5.56,eod,604.0,944.0,0.5099999999999998,0,TRAIN,TRAIN_H1,False,0.030977272727272846,False,0.21377005347593678,23.87597727272737,119.48890909090957
2025-01-27,AAOI,29.72,28.0188,28.66,5.935799023028611,303475.0,2.5537953767010864,0.2534681401363746,30.69,-6.6145324209840375,7.624633431085032,0.0213675213675217,-28.08030112923463,5.918320399195846,2795921.705882353,576,0,27.9347436,1,,27.86,24.5,eod,577.0,945.0,1.8599999999999997,1,TRAIN,TRAIN_H1,False,0.08260219249349675,False,1.7620418319927438,144.2055035302861,734.1371088814566
2025-01-27,AMDL,7.17,6.955,7.14,3.011204481792716,1011780.0,1.52842232248176,0.580930232558141,7.8,-8.461538461538463,4.829487179487186,0.2389169100079632,-21.264184025671856,4.660057617579247,10915534.65,577,1,6.934135,1,,6.9101,7.17,stop,578.0,594.0,0.2599,1,TRAIN,TRAIN_H1,False,0.0105354164390544,False,-1.0405364233899748,-48.6783749590298,-244.47361646090522
2025-01-27,APLD,8.28,7.91,8.25,4.484848484848476,1974102.0,1.6497595589719871,0.2702702702702699,8.96,-7.924107142857152,6.919642857142848,0.1290322580645164,-19.11764705882352,6.623631163279188,21871722.76470588,576,1,7.886270000000001,1,,7.85,6.4145,eod,577.0,945.0,0.4299999999999997,1,TRAIN,TRAIN_H1,False,0.011388789838678,False,3.311886535258889,226.43368241565008,1133.5925232884117
2025-01-27,BE,24.82,22.67,24.63,8.729192042224923,1322198.0,3.2376377539087584,0.1767441860465113,29.81,-17.376719221737673,7.06138879570614,0.9928741092636576,-17.418273260687343,4.032342867876229,5943369.647058823,615,1,22.60199,1,,22.455,22.45,eod,616.0,945.0,2.365000000000002,1,TRAIN,TRAIN_H1,False,0.031379285847272495,False,-0.011154032070728738,-1.450860721600042,-7.33344146554203
2025-01-27,BTDR,19.25,18.13,19.16,5.845511482254703,697934.0,2.736204443593944,0.2187500000000007,20.66,-7.260406582768635,10.0677637947725,0.5096153846153845,-29.01074472026676,7.439090572640765,7931926.95,604,1,18.07561,1,,18.04,15.655,eod,605.0,945.0,1.2100000000000009,1,TRAIN,TRAIN_H1,False,0.0217314518991837,False,1.9531145025626564,163.0655298189563,817.6909176428824
2025-01-27,CLSK,10.89,10.52,10.86,3.406998158379383,1419138.0,1.722127648665802,0.2297297297297314,11.53,-5.810928013876842,7.19861231569818,0.1566265060240951,-12.419354838709683,5.363437209164737,23203208.1,577,0,10.48844,1,,10.54,10.89,stop,578.0,588.0,0.3500000000000014,0,TRAIN,TRAIN_H1,False,0.01039697489786145,False,-1.0297056425653184,-42.52684303794782,-213.35500913953481
2025-01-27,CORZ,13.25,12.4,13.25,6.415094339622638,1984423.0,2.2513061758687507,0.3705882352941172,15.98,-17.083854818523157,3.879849812265326,0.0645161290322596,-20.3630244019714,3.148562237779116,8289007.411764706,582,1,12.3628,1,,12.3,11.18,eod,583.0,945.0,0.9499999999999992,1,TRAIN,TRAIN_H1,False,0.010901727030972499,False,1.1674718662831889,112.01892556987187,563.4219226682665
2025-01-27,HIMX,10.5499,9.63,10.4,8.845192307692292,1616375.0,4.572989431355364,0.2826394173279707,12.85,-19.06614785992217,16.342412451361866,0.4952380952380949,-25.233644859813083,6.514146514110209,3774331.2,576,1,9.60111,1,,9.535,9.275,eod,577.0,945.0,1.014899999999999,1,TRAIN,TRAIN_H1,False,0.01340365700465445,False,0.24297600058660515,32.30412093239024,161.52060466195118
2025-01-27,HUT,24.0,22.7701,23.81,5.165476690466194,603600.0,1.6826471728819643,0.1550532563623055,26.04,-8.563748079877113,8.44854070660522,0.1909090909090901,-18.681693989071047,5.419159475139094,5300861.95,576,1,22.7017897,1,,22.66,19.5201,eod,577.0,945.0,1.34,1,TRAIN,TRAIN_H1,False,0.023215707493719602,False,2.3258838003778215,171.41763608784547,857.0881804392274
2025-01-27,MARA,18.9,18.59,18.835,1.645872046721522,2146574.0,1.1064110720272773,0.1290322580645139,19.99,-5.777888944472225,6.728364182091058,0.1189591078066913,-11.050767414403778,5.159023313022944,38686377.1,576,0,18.53423,1,,18.44,18.9,stop,577.0,588.0,0.4599999999999973,1,TRAIN,TRAIN_H1,False,0.012529859529232999,False,-1.0272388250635502,-31.65950058845843,-159.71509252087984
2025-01-27,MIR,16.8,16.6,16.8,1.1904761904761862,180037.0,0.6533738517503704,0.2499999999999866,18.11,-7.233572611816669,1.6289342904472566,0.5762711864406753,-8.943089430894302,2.401679433320605,1750463.0,575,0,16.5502,1,,16.45,14.745,eod,576.0,945.0,0.3500000000000014,1,TRAIN,TRAIN_H1,False,0.02203387096774185,False,4.808474654377861,126.22245967741937,637.8441629032259
2025-01-27,MXL,21.97,21.0,21.7,4.470046082949303,130546.0,1.8657319103517944,0.6391752577319605,23.17,-6.34441087613294,4.397928355632291,0.0186457311089321,-15.66265060240964,3.6075969753091366,1536148.294117647,577,0,20.937,1,,21.0,18.88,eod,578.0,945.0,0.9699999999999988,0,TRAIN,TRAIN_H1,False,0.0927238095238097,False,2.089975454099169,119.60929523809529,602.1010285714289
2025-01-27,NTRB,8.06,7.11,8.0,11.875000000000002,34743.0,6.172935294877143,0.4789473684210526,8.53,-6.213364595545127,26.37749120750293,0.1244444444444441,-32.08828522920204,15.294977924095814,506238.6470588236,577,1,7.0886700000000005,1,,7.21,8.06,stop,578.0,598.0,0.8500000000000005,0,TRAIN,TRAIN_H1,False,0.27471428571428547,False,-1.3231932773109238,-194.57557142857146,-974.0025714285716
2025-01-27,NVDX,12.32,11.3059,11.55,8.780086580086587,2862178.0,2.995344528871536,0.8225027117641263,15.4,-25.0,10.226623376623362,0.0920693377357291,-36.25827814569536,5.894980868356642,10437243.45,618,1,11.2719823,1,,11.24,10.145,eod,619.0,945.0,1.08,1,TRAIN,TRAIN_H1,True,0.0100312866572327,False,1.0046006605025628,120.43152718104724,603.242604618579
