day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,entry,exit,reason,entry_m,exit_m,R
2025-01-03,HSAI,15.45,15.08,15.2,2.4342105263157845,159511.0,1.6631357404491054,0.7972972972972988,16.13,-5.765654060756353,19.528828270303798,0.9301587301587294,-7.033639143730899,11.7011502143136,3879556.6,15.34,15.45,stop,576,577,0.10999999999999943
2025-01-06,CHAI,6.65,6.25,6.25,6.400000000000006,15022.0,1.2555041010018118,0.3764999999999993,6.79,-7.952871870397645,15.90574374079529,0.9074074074074078,0.0,0.0,0.0,6.37,6.65,stop,576,795,0.28000000000000025
2025-01-06,RGTIW,8.5,7.8,7.8,8.974358974358978,198390.0,3.3741425604997035,0.8571428571428577,8.37,-6.8100358422939005,19.832735961768226,0.5240963855421682,-14.847161572052405,28.317304744177502,1681839.05,8.4,8.6,stop,576,577,0.09999999999999964
2025-01-06,VISN,5.09,4.76,5.05,6.534653465346536,487692.0,2.8134941160790565,0.9393939393939407,5.27,-4.174573055028459,5.502846299810248,0.3793103448275842,0.0,0.0,0.0,5.05,5.09,stop,576,577,0.040000000000000036
2025-01-07,DNLI,20.17,18.69,18.75,7.893333333333335,88471.0,2.1378095177570122,0.885135135135134,19.82,-5.398587285570133,8.375378405650858,0.05421686746987943,-13.033395176252313,3.6977632934473452,863883.0,20.105,20.31,stop,576,577,0.06500000000000128
2025-01-08,SLP,25.7175,24.0,25.36,6.772476340694011,81899.0,2.8842396583126075,0.6541484716157201,30.39,-16.551497203027317,4.047384007897336,0.9593495934959344,-16.688567674113013,1.7523153639832172,249866.0,25.205,25.7175,stop,576,658,0.5125000000000028
2025-01-10,GDXD,13.5,13.11,13.43,2.9039463886820593,45287.0,1.1355942980491447,0.10256410256410478,14.29,-6.018194541637505,6.298110566829954,0.1444444444444433,-25.30589543937709,5.843229287428054,441384.28571428574,13.3,13.5,stop,576,577,0.1999999999999993
2025-01-13,HSAI,14.16,13.5,14.04,4.700854700854702,242348.0,1.9213449557732556,0.1969696969696981,15.22,-7.752956636005266,11.629434954007893,0.9548022598870056,-14.12844036697249,12.149444021915253,3447363.25,13.56,13.685,eod,576,945,0.5999999999999996
2025-01-13,MSTU,8.21,7.8,8.17,5.018359853121187,4641662.0,2.177728197096442,0.5121951219512182,9.26,-11.771058315334772,11.771058315334772,0.55045871559633,-95.2197062781581,24.27574038990006,41651119.35,7.9008,8.21,stop,576,582,0.3092000000000006
2025-01-13,TSLL,24.79,23.98,24.38,3.322395406070545,3611214.0,1.7083006290956135,0.9135802469135798,25.92,-5.941358024691368,7.523148148148145,0.7128205128205134,-41.25301204819277,8.943442876380384,72220255.65,24.67,24.79,stop,576,577,0.11999999999999744
2025-01-14,DJTWW,29.67,27.7,27.74,7.101658255227118,44255.0,1.6876512184830086,0.8509137055837559,31.23,-11.175152097342306,25.712455971821967,0.9327521793275219,-12.684922883223171,10.280079448999329,196482.0,29.3,29.67,stop,576,577,0.370000000000001
2025-01-14,WKEY,7.79,7.28,7.51,6.7909454061251635,102020.0,2.7513377419686798,0.3333333333333333,7.93,-5.296343001261033,23.890290037831008,0.015835312747426434,-46.35714285714286,38.89340807227342,9582089.95,7.46,7.79,stop,576,578,0.33000000000000007
2025-01-14,XTIA,6.49,6.075,6.36,6.5251572327044025,56915.0,2.0698403443631395,0.30048192771084287,6.87,-7.423580786026197,26.637554585152838,0.5792349726775958,-23.383647950271648,4750.330618112466,656276780.6666666,6.1,6.49,stop,576,617,0.39000000000000057
2025-01-15,KROS,10.37,9.775,10.01,5.944055944055933,1021538.0,3.029501938472674,0.6470588235294127,12.48,-19.79166666666667,6.570512820512822,0.32317073170731764,-52.44655581947744,3.5892091077045087,1457969.85,10.23,10.37,stop,576,580,0.1399999999999988
2025-01-17,QUBT,10.42,9.85,10.12,5.632411067193679,2317445.0,1.8830514208979698,0.6315789473684229,10.88,-6.985294117647073,22.79411764705881,0.2661290322580647,-62.72559852670351,24.444080248488767,70966424.4,10.4183,10.41745,lock,576,579,0.0016999999999995907
2025-01-21,ARQQ,26.25,24.1,25.0,8.599999999999994,100857.0,3.2726135872372843,0.9634883720930241,26.77,-6.611878968995143,25.923795293238705,0.15559526211129981,-52.64254593673044,19.23305612780358,1433242.65,25.886,26.6792,stop,576,577,0.36400000000000077
2025-01-22,SPCB,14.1399,13.3,13.7,6.130656934306571,40178.0,2.041112027473303,0.7334206453149179,14.78,-7.307171853856563,13.602165087956703,0.9102666136092318,-8.42490842490843,19.672654215505236,3046661.75,13.99,14.1399,stop,576,580,0.1499000000000006
2025-01-23,BTCT,6.49,5.8,5.82,11.85567010309279,176653.0,3.437438167600289,0.7534782608695645,6.16,-5.519480519480517,24.188311688311693,0.10067114093959754,-41.211527389165546,20.351039595571326,5124327.176470588,6.37,6.4972,stop,576,577,0.1200000000000001
2025-01-23,LTBR,6.87,6.5,6.8,5.441176470588236,164403.0,2.9857376485332674,0.22972972972972958,7.2,-5.55555555555556,19.30555555555556,0.7913669064748202,-9.21228304405875,10.863914420975686,1116415.8666666667,6.59,6.87,stop,576,580,0.28000000000000025
2025-01-24,TJGC,5.7699,5.4,5.59,6.617173524150259,36821.0,3.31546381035721,0.5652879156528784,6.79,-17.673048600883657,111.48748159057438,0.31175693527080584,0.0,0.0,0.0,5.6562,5.59935,lock,576,583,0.11369999999999969
2025-01-27,ARQQ,26.0,24.5,25.4,5.905511811023622,74714.0,3.025969441613311,0.35999999999999943,27.89,-8.927931158121197,10.290426676228043,0.19860627177700352,-51.88482667171813,18.077064512855188,1256108.75,24.96,26.0,stop,576,598,1.0399999999999991
