day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,trig_m,ssr,limit,filled,nofill,entry,exit,reason,entry_m,exit_m,R,split,half,wrapper,comp,q,_k,veto,cost,imp,netR,pnl_10k,pnl_50k
2025-03-13,VNET,10.36,9.961,9.995,3.991995997998991,2527353.0,1.2633815660855443,0.7117794486215527,11.0,-9.136363636363644,13.545454545454549,0.2281879194630871,-38.03471791692499,7.59452086531912,14855537.35,577,0,9.931117,1,,9.99,10.36,stop,578.0,619.0,0.3699999999999992,TRAIN,TRAIN_H1,False,0.01116621459600231,3,1,False,0.0124978161726482,False,-1.033777881547698,-47.81222702158093,-239.06113510790465
2025-03-19,MSTZ,15.57,15.05,15.16,3.43007915567282,458092.0,1.7535722129502564,0.9807692307692312,16.02,-5.368289637952556,11.60237203495631,0.4081885188572652,-51.79650238473768,15.737121089923184,24194695.65,588,0,15.00485,1,,15.015,14.7375,lock,589.0,819.0,0.5549999999999997,TRAIN,TRAIN_H1,True,-0.28689730666310115,2,1,False,0.0117878693506222,False,0.4787605957646447,22.054106843898346,110.5362463501411
2025-03-21,ADTX,9.99,9.1,9.96,8.935742971887555,113006.0,3.525317672683888,0.1123595505617972,10.69,-6.8288119738072846,24.040224508886816,0.1323008677380442,-22.909620043498784,4832.609742528776,95277402.9,575,1,9.0727,1,,9.225,9.99,stop,576.0,648.0,0.7650000000000006,TRAIN,TRAIN_H1,False,-0.27168065331428665,2,1,False,0.1192130089374385,False,-1.1558339986110306,-119.36875620655427,-598.6122070506462
2025-03-31,MSTU,5.28,4.98,5.25,5.714285714285711,2782330.0,1.8466898230878857,0.0333333333333326,5.52,-4.89130434782608,25.0,0.014492753623188,-33.79571248423707,14.956736993850496,92346045.0,582,0,4.96506,1,,5.03,5.28,stop,583.0,601.0,0.25,TRAIN,TRAIN_H1,True,0.2398582732793552,4,0,False,0.0101784874175457,False,-1.0407139496701827,-64.52426487955132,-323.14168137259173
2025-04-10,BTDR,8.515,8.08,8.3,5.240963855421692,322978.0,2.069410699329284,0.2298850574712632,8.83,-6.002265005662507,21.913929784824468,0.9457364341085268,-29.6013570822731,8.694377919236517,4247750.3,575,0,8.05576,1,,8.06,7.305,eod,576.0,945.0,0.455,TRAIN,TRAIN_H1,False,0.35924683759017206,4,0,False,0.021642739950779498,False,1.6117741979103763,113.6703753076293,568.3518765381465
2025-04-10,HIBL,20.5,20.0,20.31,2.461841457410143,52514.0,0.8046208937141391,0.4500000000000028,22.73,-10.64672239331281,32.77606687197536,0.9637583892617452,-39.78654017195375,13.634752474839004,316149.9,576,1,19.94,1,,20.0386,19.808,lock,577.0,625.0,0.4614000000000011,TRAIN,TRAIN_H1,False,0.3241418835841355,4,0,False,0.08316354175048955,False,0.31954152199720226,9.141060411469587,45.852738515597444
2025-04-21,HTZ,7.54,6.93,7.33,8.321964529331519,4110120.0,3.140720025309633,0.0985245901639348,8.24,-11.043689320388353,25.000000000000007,0.7572815533980584,-16.132723112128147,17.362024791908162,27639876.65,575,1,6.90921,1,,6.9302,7.54,stop,576.0,632.0,0.6097999999999999,TRAIN,TRAIN_H1,False,0.4208000117908866,5,1,False,0.0107663407784225,False,-1.01765552767862,-111.70194134011604,-559.1302730413586
2025-04-24,UPXI,10.75,10.31,10.43,4.2186001917545495,42186.0,2.3305848591628187,0.2045454545454544,11.01,-5.267938237965486,21.88919164396004,0.3402489626556018,-52.590909090909086,74.21033682185998,5795802.85,575,0,10.27907,1,,10.3,10.75,stop,576.0,599.0,0.4499999999999993,TRAIN,TRAIN_H1,False,-0.09383419131490131,2,1,False,0.12337591575091561,False,-1.2741687016687018,-69.37848580586069,-347.4658049450544
2025-04-30,HIMZ,16.49,15.25,16.42,7.551766138855043,71017.0,2.4245919879693685,0.1693548387096783,17.61,-6.757524134014751,23.452583759227718,0.435835351089588,-17.65295887662989,15.9348006499034,436288.15,575,1,15.20425,1,,15.3,15.45,eod,576.0,945.0,1.1899999999999975,TRAIN,TRAIN_H1,False,0.07132911034978369,3,1,False,0.0887496570115414,False,-0.20062996387524412,-19.33872221793474,-97.40986006070831
2025-05-06,ROBN,14.1255,13.68,13.88,3.209654178674358,100611.0,1.6212801519885662,0.7407407407407394,14.87,-6.657700067249485,11.566913248150644,0.8779069767441856,-18.544600938967125,13.458363451743448,2975684.9,598,0,13.63896,1,,13.64,14.1255,stop,599.0,617.0,0.4855,TRAIN,TRAIN_H1,False,0.28632313209169624,4,0,False,0.01912773924496905,False,-1.039398021101893,-45.921124271292186,-231.11950457419584
2025-05-14,ASST,5.5,5.16,5.33,6.378986866791742,332881.0,3.203420619792839,0.0588235294117634,5.97,-10.720268006700165,27.30318257956449,0.1656441717791408,-40.246636771300444,104.35609737706476,32141155.0,575,1,5.14452,1,,5.165,5.5,stop,576.0,579.0,0.3349999999999999,TRAIN,TRAIN_H1,False,-0.2886775794614867,2,1,False,0.05846106048053025,False,-1.1745106283000906,-95.21757663628831,-476.08788318144155
2025-05-19,QUBT,12.24,11.25,12.09,8.18858560794045,3672945.0,2.8446586754549523,0.3434343434343432,12.87,-6.060606060606056,20.979020979020987,0.966666666666666,-6.712962962962971,10.30784971057633,15824589.25,575,1,11.21625,1,,11.36,11.85,eod,576.0,945.0,0.8800000000000008,TRAIN,TRAIN_H1,False,0.5868334884231255,5,1,False,0.0121874999999999,False,-0.5706676136363633,-55.240625000000016,-276.20312500000006
2025-05-19,TSSI,14.95,14.0501,14.22,6.328410689170175,302271.0,2.199238848825568,0.8499833314812757,15.44,-7.901554404145071,25.6470207253886,0.7575696355968587,-13.292682926829258,17.1011272733089,2389294.8,595,0,14.0079497,1,,14.055,13.78,eod,596.0,945.0,0.8949999999999996,TRAIN,TRAIN_H1,False,0.00961957694578554,3,1,False,0.051190605239385796,False,0.25006636286102196,19.695226738934082,99.37137127371287
2025-05-20,AEVA,14.8,14.2062,14.8,4.012162162162161,405680.0,2.631389971047814,0.0737622094981461,15.58,-5.0064184852374805,23.50513478818999,0.1419950301739437,-21.024546424759865,8.258935857506609,2239651.65,575,0,14.1635814,1,,14.2748,14.8,stop,576.0,655.0,0.5251999999999999,TRAIN,TRAIN_H1,False,0.1539640617709113,4,0,False,0.0553348214285716,False,-1.1053595229028401,-50.50652946428572,-253.69371696428573
2025-05-21,CHAI,6.278,5.88,6.275,6.342629482071708,1359648.0,2.333767822572748,0.1005025125628142,8.19,-23.382173382173374,34.432234432234424,0.9113475177304964,-25.6516587677725,35.09461917726205,20515531.55,576,1,5.86236,1,,5.885,5.6885,lock,577.0,619.0,0.3929999999999998,TRAIN,TRAIN_H1,False,0.08091911069717382,3,1,False,0.02010678565161805,False,0.44883769554295544,37.395361441856856,187.32959363798105
2025-05-22,MWYN,9.7,9.259,9.56,4.612970711297059,38853.0,4.086956361576089,0.7845804988662152,10.22,-6.457925636007829,28.050880626223083,0.770894377005721,-12.106501912327143,12.52576311410521,1068813.0,577,1,9.231223,1,,9.24,9.7,stop,578.0,591.0,0.4599999999999991,TRAIN,TRAIN_H1,False,-0.07893841857933766,2,1,False,0.21934523809523784,False,-1.4768374741200834,-91.71160714285699,-459.2373809523802
2025-05-23,QMCO,12.38,11.8,12.2,4.754098360655738,198038.0,2.3319649535534164,0.1206896551724112,12.88,-5.279503105590074,25.93400621118013,0.5449510523006919,-15.277777777777784,7.530936056894548,2022896.6,576,0,11.764600000000002,1,,11.9238,12.38,stop,577.0,604.0,0.4562000000000008,TRAIN,TRAIN_H1,False,0.3421472504812727,4,0,False,0.0545996110265517,False,-1.1196834963317657,-53.12315954676146,-267.6589961779135
2025-05-28,TEMT,25.2,22.54,25.0,10.64,51573.0,3.351065716908698,0.172932330827068,26.6558,-6.211781300880106,14.180778667306932,0.385132275132275,-24.67610726122325,9.176982860248724,409962.3,577,1,22.47238,1,,22.51,16.67,eod,578.0,945.0,2.6899999999999977,TRAIN,TRAIN_H1,False,-0.24678790237391324,2,1,False,0.10995438214480145,False,2.130128482474053,315.1525089820359,1587.22263614589
2025-06-02,RYET,11.93,11.51,11.89,3.53238015138772,22144.0,1.8311618630502395,0.4049999999999993,12.58,-5.484896661367246,29.570747217806048,0.8870967741935484,-22.287581699346404,17.919916234679757,1341406.95,630,0,11.47547,1,,11.5,9.43,eod,632.0,945.0,0.4299999999999997,TRAIN,TRAIN_H1,False,0.3977551678862496,5,1,False,0.3231052631578941,False,4.062545899632807,188.66463157894748,948.5638421052637
2025-06-17,QUBT,20.55,19.5,19.87,5.284348263714145,3731420.0,2.586294808314039,0.4428571428571424,21.22,-6.3619227144203485,21.37134778510839,0.8864388092613009,-8.580630319760747,10.570937725853767,42443793.7,579,0,19.4415,1,,19.67,20.55,stop,580.0,633.0,0.879999999999999,TRAIN,TRAIN_H1,False,0.6447255063479141,5,1,False,0.018142964921413,False,-1.0206170055925148,-56.583006790048955,-284.7113198800876
2025-06-17,MARPS,5.77,5.3801,5.52,7.063405797101448,16091.0,1.690015265593198,0.8204667863554773,6.0,-8.000000000000007,34.166666666666664,0.5853658536585368,-19.416058394160583,7.549844558443752,159855.2,606,0,5.3639597,1,,5.6278,5.77,stop,608.0,631.0,0.1421999999999998,TRAIN,TRAIN_H1,False,-0.10820553525206797,2,1,False,0.06262923067396926,True,-1.4404305954568877,-45.472089209621146,-227.36044604810573
2025-06-20,AGIG,15.9999,14.72,15.94,8.02948557089084,161313.0,2.970004910792261,0.0078131103992497,17.5,-8.914285714285718,18.71142857142857,0.5785616124599178,-34.85901103391909,177.0499155795734,3430631.6,575,1,14.67584,1,,14.7046,15.0994,eod,576.0,945.0,1.295300000000001,TRAIN,TRAIN_H1,False,-0.052783164800127826,3,1,False,0.08183823529411771,False,-0.36797516814183384,-40.51425000000001,-202.57125000000005
2025-06-23,BRR,12.69,11.96,12.69,5.752561071709997,174402.0,1.5069898523973493,0.0,15.76,-19.479695431472084,14.276649746192891,0.7822222222222222,-21.90769230769231,7.335203188027549,580746.3333333334,575,1,11.92412,1,,11.98,12.69,stop,576.0,616.0,0.7099999999999991,TRAIN,TRAIN_H1,False,0.19899988747671454,4,0,False,0.0597789034441237,False,-1.0841956386536955,-80.05700595818877,-401.054808694388
2025-06-23,GRRR,23.905,21.6,23.905,9.642334239698808,423323.0,3.332571739529709,0.1995661605206062,25.23,-5.251684502576295,23.384462940943315,0.5474669062187496,-14.318689314298611,9.82221694192314,1985280.15,575,1,21.5352,1,,21.825,20.25,eod,576.0,945.0,2.080000000000002,TRAIN,TRAIN_H1,False,0.002201253854407757,3,1,False,0.07571552321552315,False,0.7208098446079206,85.45921517671515,428.7953603603602
2025-06-27,AGIG,12.93,12.3,12.32,5.113636363636355,24763.0,2.2283347357754795,0.5158730158730156,13.05,-5.593869731800769,13.02681992337164,0.2941176470588236,-51.79949843309246,177.04805290893177,4329286.5,580,0,12.2631,1,,12.3252,12.01,eod,581.0,945.0,0.6047999999999991,TRAIN,TRAIN_H1,False,-0.2923832766875057,2,1,False,0.14096153846153822,False,0.2880926943426965,17.59808461538472,88.33890000000054
2025-07-01,TAOX,7.58,6.75,7.45,11.140939597315436,30899.0,5.487223864512299,0.2409638554216869,7.85,-5.095541401273879,28.226751592356685,1.0,-5.095541401273879,18.94416342052271,2707960.1,586,1,6.72975,1,,6.83,7.63,stop,587.0,921.0,0.75,TRAIN,TRAIN_H2,False,-0.08051603284961918,2,1,False,0.1550000000000001,False,-1.2733333333333332,-174.765,-873.8249999999999
2025-07-01,WBUY,6.93,6.5,6.75,6.370370370370367,68235.0,3.400430063962522,0.2851162790697682,7.73,-12.67787839586029,58.084087968952126,0.5434196752711644,-32.0918721516313,16.431596624293746,4237773.8,604,1,6.4805,1,,6.5,6.5,eod,605.0,945.0,0.4299999999999997,TRAIN,TRAIN_H2,False,-0.2423005085870977,2,1,False,0.10513975155279501,False,-0.24451105012277924,-20.186832298136643,-101.03930124223601
2025-07-17,HYPD,15.315,14.5,15.15,5.379537953795376,93263.0,2.14076668588239,0.137300613496933,15.97,-5.134627426424547,21.97871008140264,0.9572649572649572,-11.816065192083816,24.177837111407488,6600742.1,579,1,14.4565,1,,14.4986,15.315,stop,580.0,682.0,0.8163999999999998,TRAIN,TRAIN_H2,False,0.54069719925689,5,1,False,0.1053812499999998,False,-1.1290804140127386,-79.27318749999996,-397.2877187499998
2025-07-25,BGMS,16.4901,15.765,15.96,4.543233082706774,31754.0,1.5352698950237882,0.0,17.15,-6.938775510204069,27.208746355685133,0.4178899770696268,-19.66294679935367,318.2534152022864,5774990.35,588,0,15.717705,1,,15.85,16.4901,stop,589.0,595.0,0.6401000000000021,TRAIN,TRAIN_H2,False,0.3555722604888977,4,0,False,0.21783333333333244,False,-1.340311409675569,-66.91880000000009,-338.0257333333338
2025-07-28,HTOO,6.5,6.3,6.35,3.1496062992126013,28862.0,0.9073985162509762,0.0499999999999988,6.99,-9.155937052932767,36.33762517882691,0.3858267716535433,-49.72288202692004,521.6994845267103,4368610.6,581,1,6.2811,1,,6.33,6.5,stop,582.0,600.0,0.1699999999999999,TRAIN,TRAIN_H2,False,0.15249762185877844,4,0,False,0.06428030303030295,False,-1.3781194295900179,-46.15321969696967,-231.23465909090896
2025-07-29,STEM,18.4291,17.37,17.85,5.933333333333318,82163.0,2.8357965113547627,0.0094419790388046,18.91,-5.605499735589628,20.042305658381814,0.8496042216358839,-8.367556468172479,13.221959039822732,894561.0,575,0,17.317890000000002,1,,17.4972,15.285,eod,576.0,945.0,0.9318999999999988,TRAIN,TRAIN_H2,False,0.46460856445375703,5,1,False,0.1516282051282056,False,2.211151190977354,146.30059743589734,735.6241307692303
2025-07-31,BGLC,6.69,6.47,6.58,3.343465045592714,64843.0,1.6579615953224005,0.5909090909090887,7.18,-8.356545961002782,42.89693593314763,0.4155844155844154,-26.7260579064588,21.26758167243816,3571054.35,575,0,6.45059,1,,6.52,6.69,stop,576.0,585.0,0.1700000000000008,TRAIN,TRAIN_H2,False,0.026886336158439654,3,1,False,0.0770453074433658,False,-1.4532076908433262,-47.185653721683025,-236.66940453074523
2025-07-31,REPL,7.23,6.7588,6.93,6.799422799422807,1264112.0,3.882753818469067,0.0449915110356543,7.55,-8.211920529801327,31.258278145695368,0.7796610169491524,-47.65861027190333,29.82584490569264,20826107.7,577,1,6.7385236,1,,6.76,7.23,stop,578.0,615.0,0.4700000000000006,TRAIN,TRAIN_H2,False,-0.02200010279679976,3,1,False,0.02147179153351475,False,-1.0456846628372656,-90.43080964216684,-454.1199353769682
2025-08-04,FDMT,6.05,5.81,6.04,3.973509933774838,212486.0,2.135725674235065,0.0400000000000029,6.42,-5.919003115264796,26.479750778816204,0.8411764705882351,-9.71599402092676,9.962838566951016,1944084.4,575,0,5.79257,1,,5.9,5.355,eod,576.0,945.0,0.1499999999999994,TRAIN,TRAIN_H2,False,0.6080116327250149,5,1,False,0.0193884582256676,False,3.5040769451622293,110.90403531438412,556.622622739018
2025-08-19,XNET,8.31,8.0,8.22,3.771289537712901,374112.0,2.168270770434985,0.4193548387096792,8.79,-6.48464163822524,17.064846416382267,0.9933333333333324,-6.590909090909092,10.666671747866882,1132313.9,576,0,7.976,1,,8.06,8.31,stop,577.0,578.0,0.25,TRAIN,TRAIN_H2,False,0.5318575382734051,5,1,False,0.03946385264587465,False,-1.1578554105834986,-44.86689716011057,-224.33448580055287
2025-08-25,RIOX,16.53,15.525,16.33,6.154317207593392,47074.0,1.2844962761326966,0.0149253731343271,17.5,-6.685714285714295,21.25714285714287,0.7956989247311825,-31.61641541038526,12.117715506646904,691537.75,581,1,15.478425,1,,15.595,16.5522,stop,582.0,610.0,0.9350000000000004,TRAIN,TRAIN_H2,False,0.38640158716072026,5,1,False,0.06454107134958195,False,-1.0927711993043636,-81.73928570796645,-408.6964285398322
2025-08-25,DFDV,17.7774,17.0,17.23,4.511897852582705,328889.0,2.34773389087024,0.5891432981733964,20.21,-14.745175655616032,19.14893617021277,0.9767441860465116,-20.96330275229358,9.946375293561749,3064687.55,583,1,16.949,1,,16.95,15.5601,eod,584.0,945.0,0.8274000000000008,TRAIN,TRAIN_H2,False,0.08943544773760817,3,1,False,0.05137090327737785,False,1.6177533197034322,97.71262406075134,492.57870759392455
2025-09-02,CNTN,5.625,5.3871,5.555,4.282628262826279,109443.0,2.315063051042898,0.6427070197561999,5.95,-6.638655462184881,25.042016806722696,0.1275167785234901,-38.82158590308371,49.27987186517319,30763031.8,630,0,5.3709387,1,,5.43,5.18,eod,631.0,945.0,0.1950000000000002,TRAIN,TRAIN_H2,False,-0.3083053783156262,2,1,False,0.04493589743589725,False,1.051610782380013,47.16474358974363,236.02878205128223
2025-09-04,STI,6.56,6.19,6.5,5.692307692307681,123273.0,2.5232605654072446,0.4324324324324313,7.01,-7.275320970042793,32.67189728958631,0.6550670217875387,-16.666666666666664,25.693770758368775,4591110.2,576,1,6.17143,1,,6.2,6.56,stop,577.0,904.0,0.3599999999999994,TRAIN,TRAIN_H2,False,0.12018354875453831,3,1,False,0.09990384615384605,False,-1.2775106837606842,-92.44067307692295,-463.58307692307625
2025-09-09,INHD,7.46,6.95,7.07,7.21357850070721,84526.0,2.1388175305663224,0.1176470588235286,7.76,-8.891752577319581,140.97938144329896,0.2522851919561243,-55.64617314930991,60.77549959476758,17191028.3,606,1,6.92915,1,,6.95,7.46,stop,607.0,706.0,0.5099999999999998,TRAIN,TRAIN_H2,False,-0.3026689234851488,2,1,False,0.06617346938775509,False,-1.1297519007603043,-103.13505102040813,-517.9799489795917
2025-09-15,HYPD,14.1999,12.66,13.87,11.10237923576063,210322.0,3.4843706548517326,0.162348204428859,14.98,-7.40987983978639,29.03871829105474,0.9954022988505749,-7.533333333333339,11.73769460407692,725823.4,586,1,12.62202,1,,12.64,11.44,eod,587.0,945.0,1.559899999999999,TRAIN,TRAIN_H2,False,0.13480595568431705,3,1,False,0.09875319693094631,False,0.7059726925245564,107.92218670076737,544.0159207161131
2025-09-22,FCHL,6.9542,6.8,6.83,2.2576866764275305,176609.0,1.5508562855527994,0.2594033722438388,7.2,-5.13888888888889,18.333333333333325,0.6666666666666669,-10.602094240837692,9.984332559113104,4018614.6666666665,591,0,6.779599999999999,1,,6.7899,6.785,lock,592.0,857.0,0.1642999999999999,TRAIN,TRAIN_H2,False,0.5736461198882813,5,1,False,0.039158936946326245,False,-0.20851452797520476,-6.303644398124006,-31.518221990620027
2025-09-22,RGTIW,15.25,14.4227,15.25,5.424918032786881,44804.0,2.0394944285089247,0.0088238849268693,17.14,-11.026837806301051,24.445740956826143,0.8687350835322194,-13.793103448275868,10.732243973150736,522687.4,575,1,14.3794319,1,,14.39,15.25,stop,576.0,586.0,0.8599999999999994,TRAIN,TRAIN_H2,False,0.42401123100058047,5,1,False,0.13429952679952656,False,-1.156162240464566,-85.50975930475924,-431.5259946309943
2025-09-23,WLDS,6.3589,6.1,6.15,4.209756097560985,125347.0,2.451401533181085,0.2437234453456942,6.56,-6.249999999999989,21.493902439024392,0.7517730496453897,-46.05215835226625,92.13319098912788,24327621.05,584,0,6.0817,1,,6.0896,5.7503,eod,585.0,945.0,0.2693000000000003,TRAIN,TRAIN_H2,False,0.10425981907884545,3,1,False,0.0349999999999998,False,1.1299665800222782,62.38149999999998,312.2117999999999
2025-10-06,QUBT,21.74,21.11,21.62,2.913968547641068,5609615.0,1.4554244529317355,0.6215873015873032,24.62,-12.185215272136476,20.023558082859463,0.752525457422208,-16.331269349845197,9.082205593400989,41573039.4,586,1,21.04667,1,,21.1217,21.74,stop,587.0,611.0,0.6182999999999979,TRAIN,TRAIN_H2,False,0.7147361411249229,5,1,False,0.010955531376032002,False,-1.0177187956914637,-37.12607635118576,-185.6303817559288
2025-10-14,SMU,28.08,26.31,27.56,6.422351233671988,180781.0,2.3751026084407703,0.1412429378531073,29.66,-7.080242751180045,18.16655428186108,0.69967707212056,-20.779784472722778,14.87462534036571,3095354.2,575,1,26.23107,1,,26.33,28.08,stop,576.0,594.0,1.75,TRAIN,TRAIN_H2,False,0.23848096326351767,4,0,False,0.12810888405913726,False,-1.0732050766052212,-88.27111755077945,-445.1118055220156
2025-10-15,CRML,28.0,25.8,26.5,8.301886792452827,3081662.0,3.929639472774212,0.3043181818181816,29.97,-11.578244911578242,24.691358024691358,0.7054054054054054,-17.573872472783822,17.53874776125579,26740461.0,578,1,25.7226,1,,25.8,22.885,eod,579.0,945.0,2.1999999999999997,TRAIN,TRAIN_H2,False,0.09268339308236152,3,1,False,0.04426251566626475,False,1.3048806746971522,137.79539924801927,694.7184712087637
2025-10-16,BITF,6.0397,5.82,5.98,3.673913043478253,10584868.0,2.179868629206721,0.3654984069185231,6.47,-7.573415765069541,13.137557959814524,0.8470588235294119,-9.393939393939382,9.244958271742028,112623859.6,577,1,5.8025400000000005,1,,5.8199,5.709999999999999,lock,578.0,616.0,0.2198000000000002,TRAIN,TRAIN_H2,False,1.3669571026546754,5,1,False,0.0101165320514594,False,0.45397392151292565,21.353662140987804,107.06766110878465
