day,symbol,m
2025-04-03,BTU,945
2025-04-03,CALY,945
2025-04-03,CAPR,945
2025-04-03,CRGY,945
2025-04-03,DFTX,945
2025-04-03,DNA,738
2025-04-03,DNLI,945
2025-04-03,FNGU,595
2025-04-03,FNKO,945
2025-04-03,FORM,945
2025-04-03,FOXF,945
2025-04-03,FSLY,945
2025-04-03,GAP,945
2025-04-03,HAL,945
2025-04-03,HERE,595
2025-04-03,HP,945
2025-04-03,LBRT,945
2025-04-03,LX,609
2025-04-03,MAC,945
2025-04-03,NE,945
2025-04-03,OUST,945
2025-04-03,OWL,945
2025-04-03,RIOT,749
2025-04-03,SEDG,945
2025-04-03,SERV,727
2025-04-03,SM,945
2025-04-03,SOFI,945
2025-04-03,TIGR,618
2025-04-03,WBD,945
2025-04-04,ACHR,675
2025-04-04,ADMA,945
2025-04-04,ALGM,945
2025-04-04,BLMN,671
2025-04-04,BYRN,942
2025-04-04,CLF,661
2025-04-04,CLMT,945
2025-04-04,CRK,663
2025-04-04,CVE,945
2025-04-04,DAR,945
2025-04-04,DB,661
2025-04-04,DRD,945
2025-04-04,FLEX,945
2025-04-04,FRO,602
2025-04-04,FSM,945
2025-04-04,GCT,668
2025-04-04,GSAT,945
2025-04-04,JHX,661
2025-04-04,KLC,673
2025-04-04,LC,675
2025-04-04,LTBR,672
2025-04-04,MGNI,945
2025-04-04,OPRA,945
2025-04-04,ORLA,945
2025-04-04,PBF,680
2025-04-04,PBI,672
2025-04-04,PCT,945
2025-04-04,PENG,600
2025-04-04,PINS,670
2025-04-04,SBLK,945
2025-04-04,SOFI,675
2025-04-04,SOXL,664
2025-04-04,SVIX,587
2025-04-04,TSSI,672
2025-04-04,TWO,945
2025-04-04,UAA,665
2025-04-04,UMAC,945
2025-04-04,VET,674
2025-04-04,VNET,945
2025-04-04,XPEV,663
2025-04-07,AAPU,587
2025-04-07,AEHR,589
2025-04-07,AESI,586
2025-04-07,AI,593
2025-04-07,ANGI,598
2025-04-07,APPN,593
2025-04-07,ARKF,588
2025-04-07,ARTY,588
2025-04-07,ARWR,610
2025-04-07,ASAN,591
2025-04-07,ASPN,590
2025-04-07,BBWI,592
2025-04-07,BCS,588
2025-04-07,BTDR,591
2025-04-07,CERT,606
2025-04-07,CLM,596
2025-04-07,CLSK,588
2025-04-07,CRGY,592
2025-04-07,CSQ,611
2025-04-07,CSTM,606
2025-04-07,DFTX,600
2025-04-07,DLO,591
2025-04-07,ECC,598
2025-04-07,EPD,589
2025-04-07,ETHE,590
2025-04-07,FVRR,591
2025-04-07,GDS,589
2025-04-07,GGLL,591
2025-04-07,HLX,591
2025-04-07,HOS,591
2025-04-07,KREF,592
2025-04-07,KSS,610
2025-04-07,NAVI,596
2025-04-07,NBIS,589
2025-04-07,NBXG,592
2025-04-07,NMRK,613
2025-04-07,NTLA,599
2025-04-07,NVDL,588
2025-04-07,OSCR,597
2025-04-07,RGNX,611
2025-04-07,SEZL,587
2025-04-07,SG,589
2025-04-07,SONO,596
2025-04-07,SPRY,589
2025-04-07,ST,587
2025-04-07,URTY,592
2025-04-07,USD,588
2025-04-07,VKTX,597
2025-04-07,VSCO,612
2025-04-07,W,587
2025-04-07,WEBL,589
2025-04-07,WRBY,592
2025-04-07,XIFR,596
2025-04-07,XPRO,591
2025-04-07,YMAX,589
2025-04-08,NVDD,578
2025-04-08,PLTD,708
2025-04-09,BE,582
2025-04-09,CLMT,807
2025-04-10,AAOI,945
2025-04-10,AMKR,945
2025-04-10,APA,945
2025-04-10,BTDR,945
2025-04-10,CONL,624
2025-04-10,CRGY,945
2025-04-10,ETHU,945
2025-04-10,FNGU,843
2025-04-10,HIBL,625
2025-04-10,IONX,623
2025-04-10,PCT,945
2025-04-10,PTEN,945
2025-04-10,QQQU,586
2025-04-10,SMCL,945
2025-04-10,SVIX,945
2025-04-10,W,945
2025-04-16,GDS,591
2025-04-16,ROBN,945
2025-04-21,HTZ,632
2025-04-21,TSLL,945
2025-04-21,TSLR,945
2025-04-21,TSLT,945
2025-04-23,ZYBT,647
2025-04-24,UPXI,599
2025-04-29,ACMR,945
2025-04-30,HIMZ,945
2025-04-30,SOXL,615
2025-04-30,TSLT,681
2025-05-01,MATW,616
2025-05-06,ROBN,617
2025-05-07,DNOW,945
2025-05-08,CLF,945
2025-05-08,PTON,647
2025-05-09,REAL,945
2025-05-09,TMCI,945
2025-05-12,PAAS,945
2025-05-14,ASST,579
2025-05-14,ETHT,700
2025-05-15,RYET,945
2025-05-15,XPOF,945
2025-05-16,ETHD,600
2025-05-16,URGN,945
2025-05-19,QUBT,945
2025-05-19,TSSI,945
2025-05-20,AEVA,655
2025-05-21,CHAI,619
2025-05-22,ARQQ,595
2025-05-22,ARRY,593
2025-05-22,BKSY,945
2025-05-22,MWYN,591
2025-05-22,NTCL,945
2025-05-22,SEDG,945
2025-05-23,QMCO,604
2025-05-28,CODI,945
2025-05-28,PLAB,945
2025-05-28,TEMT,945
2025-05-29,EOSE,588
2025-05-29,HOLO,945
2025-05-30,TIL,609
2025-06-02,RYET,945
2025-06-05,TSLG,945
2025-06-05,TSLL,945
2025-06-05,TSLR,945
2025-06-05,TSLT,945
2025-06-09,PLCE,945
2025-06-12,GME,583
2025-06-13,NVTS,677
2025-06-16,RBNE,945
2025-06-17,MARPS,631
2025-06-17,QUBT,633
2025-06-17,RCAT,945
2025-06-17,SEDG,600
2025-06-20,AGIG,945
2025-06-23,BRR,616
2025-06-23,GRRR,945
2025-06-23,RGTX,600
2025-06-23,WHLR,945
2025-06-27,AGIG,945
2025-07-01,ECVT,679
2025-07-01,TAOX,921
2025-07-01,WBUY,945
2025-07-07,CORZ,657
2025-07-07,CORZW,662
2025-07-15,CLBR,598
2025-07-15,PEW,598
2025-07-16,BGMS,945
2025-07-17,HYPD,682
2025-07-22,VIVO,613
2025-07-22,VVPR,613
2025-07-23,SOLT,945
2025-07-25,BGMS,595
2025-07-25,CRI,880
2025-07-25,SOLT,853
2025-07-28,HTOO,600
2025-07-29,STEM,945
2025-07-30,FVRR,945
2025-07-30,LHAI,945
2025-07-30,PUMP,602
2025-07-30,SOFX,604
2025-07-31,BGLC,585
2025-07-31,CVI,618
2025-07-31,REPL,615
2025-08-01,AEVA,945
2025-08-01,CWVX,610
2025-08-01,DNA,615
2025-08-01,METC,609
2025-08-01,MSTU,581
2025-08-01,NWL,945
2025-08-01,SATS,945
2025-08-01,SOXL,632
2025-08-01,UEC,612
2025-08-04,FDMT,945
2025-08-05,ICHR,945
2025-08-06,AMDL,945
2025-08-06,SMCL,850
2025-08-07,CDNA,945
2025-08-07,RDW,945
2025-08-08,AVPT,945
2025-08-08,EVH,604
2025-08-08,NRDS,711
2025-08-08,OS,945
2025-08-11,ASPN,945
2025-08-12,BTAI,609
2025-08-18,FRMM,710
2025-08-19,VKTX,945
2025-08-19,XNET,578
2025-08-21,CSIQ,945
2025-08-21,VNET,945
2025-08-25,DFDV,945
2025-08-25,RIOX,610
2025-09-02,CNTN,945
2025-09-02,CRCA,945
2025-09-02,CRCG,945
2025-09-04,STI,904
2025-09-08,SMMT,945
2025-09-08,TGS,597
2025-09-09,INHD,706
2025-09-12,RFIL,767
2025-09-15,FOFO,799
2025-09-15,HYPD,945
2025-09-17,FGI,630
2025-09-17,RICK,598
2025-09-22,AGMH,945
2025-09-22,COMP,945
2025-09-22,FCHL,857
2025-09-22,QBTS,588
2025-09-22,QUBT,824
2025-09-22,RGTI,586
2025-09-22,RGTIW,586
2025-09-23,DGNX,945
2025-09-23,WLDS,945
2025-09-25,AMPX,616
2025-09-25,ASTX,895
2025-09-25,BAIG,623
2025-09-25,LTBR,624
2025-09-25,RGTI,598
2025-09-25,RGTIW,598
2025-09-25,TSSI,608
2025-09-25,UPSX,945
2025-09-25,WYFI,649
2025-10-06,QUBT,611
2025-10-06,QUBX,611
2025-10-09,AREB,945
2025-10-09,HELE,945
2025-10-10,XBIO,944
2025-10-14,ALOY,597
2025-10-14,BCRX,945
2025-10-14,CRCA,621
2025-10-14,CRWG,770
2025-10-14,DPRO,806
2025-10-14,HIVE,586
2025-10-14,MSOX,594
2025-10-14,POET,585
2025-10-14,SMU,594
2025-10-14,SOLT,586
2025-10-14,TAOX,586
2025-10-14,UPXI,646
2025-10-14,XRPT,586
2025-10-15,CRML,945
2025-10-15,GWAV,945
2025-10-15,GWH,614
2025-10-16,BITF,616
2025-10-16,GWH,591
2025-10-16,KEEL,616
2025-10-16,LAC,945
2025-10-17,ALM,614
2025-10-17,BMNU,743
2025-10-17,CIFR,726
2025-10-17,CRCA,723
2025-10-17,CRCG,670
2025-10-17,CRWG,726
2025-10-17,DPRO,945
2025-10-17,IONR,945
2025-10-17,MOB,595
2025-10-17,MRAL,943
2025-10-17,XRPT,592
2025-10-21,ALM,815
2025-10-21,CRWG,624
2025-10-21,CWVX,624
2025-10-21,HYMC,945
2025-10-21,NB,945
2025-10-21,SMU,577
2025-10-21,TAOX,630
2025-10-21,UAMY,937
2025-10-22,BTQ,659
2025-10-22,CIFR,584
2025-10-22,HIVE,945
2025-10-22,LAES,945
2025-10-22,NERV,945
2025-10-22,RR,945
2025-10-22,SOLT,579
2025-10-22,USAR,945
2025-10-23,RGTZ,757
2025-10-23,TSLL,580
2025-10-27,ALM,852
2025-10-27,CRML,833
2025-10-27,TMQ,945
2025-10-30,HIVE,618
2025-10-30,PACK,945
2025-10-30,THRY,945
2025-10-31,AQMS,677
2025-10-31,SVV,945
2025-11-03,BMNU,945
2025-11-03,BSOL,626
2025-11-03,SSTK,944
2025-11-04,ADTN,945
2025-11-04,BTQ,585
2025-11-04,DFDV,583
2025-11-04,EOSE,585
2025-11-04,FWDI,651
2025-11-04,LAES,584
2025-11-04,MSTX,592
2025-11-04,NBIL,584
2025-11-04,SLDP,945
2025-11-04,SMU,585
2025-11-04,SOC,595
2025-11-04,SOUN,945
2025-11-04,TSLG,591
2025-11-04,TSLL,591
2025-11-04,TSLT,591
2025-11-05,MBC,945
2025-11-05,PSNL,945
2025-11-05,QBTZ,945
2025-11-06,ACHC,589
2025-11-06,ACVA,945
2025-11-06,ASPN,945
2025-11-06,MGNI,819
2025-11-06,SLDP,945
2025-11-06,TAC,577
2025-11-06,XERS,945
2025-11-06,XRPT,945
2025-11-06,XXRP,945
2025-11-06,ZLAB,611
2025-11-07,ACHR,583
2025-11-07,AMDL,945
2025-11-07,ARCX,828
2025-11-07,ASLE,842
2025-11-07,BULG,597
2025-11-07,CLPT,596
2025-11-07,INFQ,733
2025-11-07,LAES,626
2025-11-07,LTBR,600
2025-11-07,MSTX,588
2025-11-07,NB,615
2025-11-07,NUAI,871
2025-11-07,QURE,629
2025-11-07,SMR,899
2025-11-07,SMU,899
2025-11-07,SMUP,900
2025-11-07,STGW,945
2025-11-07,UMAC,623
2025-11-10,OSCR,945
2025-11-10,PLTZ,945
2025-11-11,CLSK,596
2025-11-11,SOLT,599
2025-11-13,AMDL,592
2025-11-13,DAWN,595
2025-11-13,IRE,615
2025-11-13,IREX,615
2025-11-13,KRRO,900
2025-11-13,NEXN,581
2025-11-13,PAYS,579
2025-11-13,QUBX,945
2025-11-13,RIOX,945
2025-11-14,DFDV,699
2025-11-14,FRMM,649
2025-11-14,SOC,924
2025-11-18,ENR,945
2025-11-20,FINV,945
2025-11-20,TSLQ,664
2025-11-20,UVIX,607
2025-11-21,CTNM,835
2025-11-21,MSTX,945
2025-11-21,UVIX,583
2025-11-21,XXRP,716
2025-11-25,CRWU,677
2025-11-25,IREX,755
2025-11-25,MRAL,594
2025-11-25,MSTX,746
2025-11-25,NBIL,732
2025-11-26,PD,945
2025-11-28,BMNZ,728
2025-11-28,IMPP,895
2025-11-28,MSTZ,643
2025-12-01,BSOL,652
2025-12-01,CRWU,588
2025-12-01,SOLZ,650
2025-12-01,XRPT,945
2025-12-02,BMNZ,581
2025-12-04,CAPR,945
2025-12-05,BAIG,945
2025-12-05,IMTX,945
2025-12-05,SOLT,600
2025-12-05,TARA,599
2025-12-08,CRWU,793
2025-12-08,PLRZ,900
2025-12-08,QBTZ,606
2025-12-09,XXI,580
2025-12-10,OCG,584
2025-12-10,TGL,945
2025-12-11,BBGI,608
2025-12-11,BMNG,605
2025-12-11,CCUP,612
2025-12-11,CONL,612
2025-12-11,MRAL,731
2025-12-11,SMU,624
2025-12-11,TE,691
2025-12-12,BEX,945
2025-12-12,BGDE,651
2025-12-12,MIGI,651
2025-12-15,KPLT,632
2025-12-16,NAVN,945
2025-12-22,BMNZ,615
2025-12-22,BOIL,945
2025-12-23,FJET,900
2025-12-23,RGTX,626
2025-12-23,RXST,945
2025-12-29,HYMC,913
2026-01-02,BMNZ,945
2026-01-02,INBS,578
2026-01-05,BMNZ,607
2026-01-05,MSTZ,606
2026-01-07,CLSX,655
2026-01-07,SMU,581
2026-01-08,BMNU,611
2026-01-08,TGL,945
2026-01-08,XXRP,587
2026-01-09,ACON,900
2026-01-12,ATEC,945
2026-01-14,BMNZ,719
2026-01-14,EOSE,615
2026-01-14,MSTZ,814
2026-01-14,OKLL,693
2026-01-20,ADUR,651
2026-01-20,BKKT,746
2026-01-20,BMNU,625
2026-01-20,IONX,624
2026-01-20,MNTS,594
2026-01-20,MRAL,724
2026-01-20,MST,943
2026-01-20,NVTS,945
2026-01-20,OKLL,675
2026-01-20,RGTX,646
2026-01-20,ROLR,627
2026-01-20,SMU,642
2026-01-20,SOLT,945
2026-01-20,SPHL,799
2026-01-21,ERAS,692
2026-01-21,LEGN,945
2026-01-22,BNAI,650
2026-01-22,RGTZ,603
2026-01-26,ASTI,834
2026-01-27,BOIL,681
2026-01-27,CORD,587
2026-01-27,UNHG,945
2026-01-28,RR,852
2026-01-29,CLSX,578
2026-01-29,CRWU,587
2026-01-29,MRAL,578
2026-01-29,NB,864
2026-01-29,NOWL,945
2026-01-29,RGTX,945
2026-01-29,UAMY,945
2026-01-29,UUUG,944
2026-01-29,UUUU,945
2026-01-29,VZLA,945
2026-01-30,CPXR,945
2026-01-30,IRE,945
2026-01-30,IREX,945
2026-01-30,NBIL,945
2026-01-30,ROLR,900
2026-01-30,SGML,945
2026-01-30,SPPP,945
2026-01-30,TMQ,945
2026-02-02,BOIL,591
2026-02-02,NUAI,945
2026-02-03,ADBG,945
2026-02-04,AMDL,945
2026-02-04,APPX,945
2026-02-04,INTA,822
2026-02-04,IRE,945
2026-02-04,IREX,945
2026-02-04,NBIL,945
2026-02-04,NEBX,945
2026-02-04,ROBN,945
2026-02-05,BMNR,945
2026-02-05,CRMX,945
2026-02-05,ETHU,945
2026-02-05,EXK,945
2026-02-05,GLXY,945
2026-02-05,NUAI,945
2026-02-05,QBTX,578
2026-02-05,RCAT,945
2026-02-05,SBET,945
2026-02-05,UAMY,945
2026-02-05,VELO,682
2026-02-05,XRP,945
2026-02-06,HIMS,695
2026-02-09,HIMS,662
2026-02-09,MSTW,578
2026-02-10,GILT,945
2026-02-10,MSTU,631
2026-02-11,ANGI,603
2026-02-11,CONL,945
2026-02-11,HOOG,945
2026-02-11,LABX,680
2026-02-11,QVCC,728
2026-02-11,RPD,945
2026-02-12,APPX,945
2026-02-12,QS,945
2026-02-13,DCH,945
2026-02-13,IONZ,945
2026-02-13,RARE,945
2026-02-13,RGTZ,945
2026-02-17,GEMI,945
2026-02-17,QBTX,820
2026-02-17,RGTU,820
2026-02-17,RGTX,832
2026-02-17,RIOX,944
2026-02-19,IBRX,741
2026-02-19,IRE,592
2026-02-19,KLAR,945
2026-02-20,DNOW,945
2026-02-23,IONL,584
2026-02-24,ARVN,604
2026-02-24,FWRG,945
2026-02-25,BMNZ,945
2026-02-25,BTCZ,945
2026-02-25,INGN,596
2026-02-25,MSTZ,945
2026-02-26,DPRO,945
2026-02-26,ENVX,945
2026-02-26,EOSE,945
2026-02-26,FSK,945
2026-02-26,LRMR,660
2026-02-26,METC,641
2026-02-26,SMU,652
2026-02-26,SSL,785
2026-02-26,VITL,945
2026-02-27,CONL,620
2026-02-27,CSTL,608
2026-02-27,ETHU,606
2026-02-27,FLGT,945
2026-02-27,INFQ,945
2026-02-27,IONX,585
2026-02-27,RGTX,933
2026-02-27,SG,945
2026-02-27,VELO,612
2026-02-27,XPOF,945
2026-03-02,AARD,900
2026-03-02,CLPT,945
2026-03-02,PYPG,617
2026-03-03,APLD,781
2026-03-03,APPX,586
2026-03-03,ARMG,578
2026-03-03,BITX,639
2026-03-03,CRDU,945
2026-03-03,CRML,666
2026-03-03,GRRR,802
2026-03-03,LTBR,800
2026-03-03,OKLL,715
2026-03-03,ORCU,584
2026-03-03,ORCX,668
2026-03-03,RDTL,684
2026-03-03,RETL,697
2026-03-03,RGTX,636
2026-03-03,SUPV,686
2026-03-03,TBPH,945
2026-03-03,TE,945
2026-03-03,TEMT,706
2026-03-03,UUUU,945
2026-03-03,WEBL,682
2026-03-04,CRCD,634
2026-03-04,IREZ,945
2026-03-05,AEO,945
2026-03-05,HELP,578
2026-03-05,IRE,945
2026-03-05,LWLG,945
2026-03-05,PEPG,612
2026-03-06,AEYE,899
2026-03-06,ALOY,583
2026-03-06,BEX,601
2026-03-06,KOLD,945
2026-03-06,PDYN,945
2026-03-06,RIOX,944
2026-03-06,SCO,583
2026-03-06,SMCX,612
2026-03-06,SVIX,602
2026-03-09,CCL,723
2026-03-09,IONX,762
2026-03-09,SOFX,687
2026-03-11,GRPN,945
2026-03-11,PANL,945
2026-03-12,LITX,945
2026-03-12,NBIG,704
2026-03-13,BMNZ,662
2026-03-13,MSTZ,650
2026-03-13,NCI,583
2026-03-16,BMNZ,945
2026-03-16,CRCD,945
2026-03-17,BATL,945
2026-03-18,ASM,945
2026-03-18,GSIT,945
2026-03-19,ASM,945
2026-03-19,CRCG,583
2026-03-19,MSTU,581
2026-03-19,PPTA,665
2026-03-19,PURR,577
2026-03-19,QBTX,666
2026-03-19,SGML,902
2026-03-19,SHNY,580
2026-03-19,SMU,666
2026-03-20,CING,590
2026-03-24,CNXC,945
2026-03-24,KPTI,945
2026-03-25,DPRO,945
2026-03-25,MSTZ,667
2026-03-25,RKLZ,840
2026-03-26,APLX,945
2026-03-26,PONY,945
2026-03-26,WVE,588
2026-03-31,CORD,655
2026-03-31,LABD,647
2026-03-31,PHR,945
2026-04-02,CONL,635
2026-04-02,MVLL,606
2026-04-02,ONDL,594
2026-04-02,QBTX,589
2026-04-02,SOFX,600
2026-04-06,ANNA,640
2026-04-06,CRCD,793
2026-04-06,MSTZ,782
2026-04-06,VELO,945
2026-04-07,ETHU,723
2026-04-07,GLND,891
2026-04-08,ANNA,643
2026-04-08,LXU,691
2026-04-14,IONZ,945
2026-04-15,QBTZ,943
2026-04-15,RGTZ,945
2026-04-17,SKYQ,640
2026-04-20,FRMI,945
2026-04-20,QBTX,603
2026-04-20,SMU,596
2026-04-22,RGTZ,623
2026-04-22,RKLZ,624
2026-04-22,SPRC,644
2026-04-23,AGPU,585
2026-04-23,CRMX,944
2026-04-23,POET,945
2026-04-23,TORO,610
2026-04-24,COUR,646
2026-04-24,FIRY,945
2026-04-24,SKLZ,945
2026-04-24,WU,604
2026-04-27,AGPU,611
2026-04-27,PBM,945
2026-04-27,TRT,588
2026-04-28,ERAS,675
2026-04-28,IRE,660
2026-04-28,IREX,896
2026-04-28,LPTH,945
2026-04-28,NKLR,945
2026-04-28,WOLF,945
2026-04-29,CONL,945
2026-04-30,LXU,639
2026-04-30,STGW,945
2026-05-01,MSTZ,945
2026-05-04,AIOS,944
2026-05-04,CCOI,945
2026-05-04,SNDQ,945
2026-05-05,ADTN,945
2026-05-05,EMBC,945
2026-05-06,CRTO,945
2026-05-06,IONZ,945
2026-05-06,SOXS,604
2026-05-06,ZSL,778
2026-05-07,ARMG,945
2026-05-07,FSLY,945
2026-05-07,OEC,945
2026-05-07,TROX,945
2026-05-08,CAI,945
2026-05-08,CONL,585
2026-05-08,CRNC,614
2026-05-08,CXDO,945
2026-05-08,REAL,697
2026-05-08,SMU,845
2026-05-08,TSSI,940
2026-05-08,TXG,945
2026-05-11,IRE,579
2026-05-12,ASTX,945
2026-05-12,FLNC,945
2026-05-12,SMU,945
2026-05-13,RXT,596
2026-05-14,CSIQ,945
2026-05-14,DOCS,945
2026-05-14,ENVX,653
2026-05-14,EOSE,643
2026-05-14,LWLG,945
2026-05-14,OKLL,655
2026-05-14,TNGX,931
2026-05-15,AEVA,741
2026-05-15,ARMG,618
2026-05-15,ATOM,823
2026-05-15,CONL,945
2026-05-15,CRWU,944
2026-05-15,DLO,945
2026-05-15,GSIT,610
2026-05-15,INFQ,595
2026-05-15,IPWR,641
2026-05-15,MSTU,836
2026-05-15,NVDG,817
2026-05-15,NVDX,815
2026-05-15,NVTS,697
2026-05-15,PPTA,945
2026-05-15,QBTX,945
2026-05-15,QUBX,945
2026-05-15,RUM,615
2026-05-15,SMCX,637
2026-05-15,SPRY,882
2026-05-15,XNDU,856
2026-05-18,BRUN,893
2026-05-18,HIMZ,945
2026-05-19,AIIO,945
2026-05-19,ARMG,675
2026-05-19,IRE,675
2026-05-19,NBIG,751
2026-05-19,QCML,803
2026-05-19,TE,791
2026-05-20,SNDQ,586
2026-05-21,POET,656
2026-05-26,CRBP,945
2026-05-26,SNDQ,709
2026-05-28,MSTU,767
2026-05-29,INV,696
2026-05-29,ONDL,929
2026-05-29,PLTZ,945
2026-05-29,RCAX,672
2026-05-29,SNDQ,641
