day,symbol,m
2025-02-03,SVIX,624
2025-02-04,PLTD,945
2025-02-05,CPRI,945
2025-02-05,UBRL,945
2025-02-06,KURA,621
2025-02-06,NTGR,731
2025-02-06,SDA,945
2025-02-10,TXG,945
2025-02-11,FLNC,945
2025-02-13,ASPN,945
2025-02-14,AIFF,900
2025-02-14,ATOM,945
2025-02-14,NNOX,945
2025-02-14,SERV,945
2025-02-14,SOUN,611
2025-02-18,JELD,945
2025-02-18,NEO,930
2025-02-19,WWW,945
2025-02-21,KOLD,586
2025-02-21,NU,945
2025-02-21,WEAV,945
2025-02-24,LX,945
2025-02-24,VNET,945
2025-02-25,BTDR,945
2025-02-25,CONL,945
2025-02-25,IREN,945
2025-02-25,RDW,945
2025-02-25,ROBN,922
2025-02-27,IONQ,616
2025-02-27,STKL,945
2025-02-27,VNET,945
2025-03-03,NABL,945
2025-03-03,RC,945
2025-03-04,EBS,746
2025-03-04,GPRE,945
2025-03-04,IREN,741
2025-03-04,KOLD,623
2025-03-04,PDYN,726
2025-03-04,PLTU,648
2025-03-04,RILY,672
2025-03-04,RIOX,838
2025-03-04,TSL,836
2025-03-05,GOGL,945
2025-03-06,CORZ,607
2025-03-06,MSTU,582
2025-03-06,PDYN,945
2025-03-06,TSLL,639
2025-03-06,TSLR,639
2025-03-06,TSLT,640
2025-03-07,SWBI,720
2025-03-10,IREN,945
2025-03-10,KC,945
2025-03-10,MSTU,945
2025-03-10,NVDX,945
2025-03-10,OKLO,945
2025-03-10,PLTU,945
2025-03-10,PRCH,598
2025-03-10,RKT,945
2025-03-10,TSLL,945
2025-03-10,U,945
2025-03-11,KSS,945
2025-03-14,TSLZ,582
2025-03-18,BKKT,784
2025-03-18,QTRX,898
2025-03-18,ROBN,945
2025-03-19,TNXP,876
2025-03-21,MNSO,945
2025-03-24,ADTX,944
2025-03-25,OKLO,945
2025-03-27,GME,945
2025-03-31,CAPR,945
2025-03-31,CONL,609
2025-03-31,FNGU,697
2025-03-31,NBIS,945
2025-03-31,NVDX,608
2025-03-31,SOXL,601
2025-04-02,MLGO,945
2025-04-03,AAOI,750
2025-04-03,ACMR,733
2025-04-03,AS,945
2025-04-03,ASPN,945
2025-04-03,CLF,945
2025-04-03,COGT,814
2025-04-03,CRNC,945
2025-04-03,CWH,945
2025-04-03,CZR,945
2025-04-03,DBRG,945
2025-04-03,EXTR,945
2025-04-03,EYPT,945
2025-04-03,FBL,697
2025-04-03,HPE,945
2025-04-03,KOLD,607
2025-04-03,LUNR,739
2025-04-03,MAT,945
2025-04-03,METU,698
2025-04-03,MUR,945
2025-04-03,MXL,945
2025-04-03,NCLH,945
2025-04-03,NFE,945
2025-04-03,NOG,945
2025-04-03,PBF,945
2025-04-03,PENN,746
2025-04-03,PTEN,945
2025-04-03,PTON,722
2025-04-03,PUMP,945
2025-04-03,RETL,749
2025-04-03,RVLV,945
2025-04-03,SCVL,945
2025-04-03,SG,945
2025-04-03,SHOE,945
2025-04-03,SHOO,945
2025-04-03,SNBR,945
2025-04-03,SOC,945
2025-04-03,SONO,945
2025-04-03,SOXL,945
2025-04-03,SVIX,694
2025-04-03,TALO,945
2025-04-03,TNA,732
2025-04-03,TSSI,945
2025-04-03,VET,945
2025-04-03,VFC,945
2025-04-03,VNET,945
2025-04-03,VSAT,750
2025-04-03,WRBY,716
2025-04-04,AAOI,586
2025-04-04,ACMR,945
2025-04-04,AESI,945
2025-04-04,AG,945
2025-04-04,AMSC,669
2025-04-04,AOSL,674
2025-04-04,ASB,822
2025-04-04,AUB,945
2025-04-04,AVL,663
2025-04-04,BABX,661
2025-04-04,BE,945
2025-04-04,BTU,945
2025-04-04,BZ,945
2025-04-04,CENX,945
2025-04-04,CHAU,591
2025-04-04,CRBG,670
2025-04-04,CRGY,945
2025-04-04,CRNC,683
2025-04-04,CRSR,674
2025-04-04,CSTM,661
2025-04-04,DFTX,661
2025-04-04,DK,945
2025-04-04,DQ,945
2025-04-04,EH,672
2025-04-04,ENVX,663
2025-04-04,EXTR,675
2025-04-04,FIVN,670
2025-04-04,FNB,945
2025-04-04,FNGU,593
2025-04-04,FSLY,945
2025-04-04,FWRD,945
2025-04-04,GDS,945
2025-04-04,GOGL,945
2025-04-04,GTES,675
2025-04-04,GUSH,945
2025-04-04,HBM,945
2025-04-04,HIBL,664
2025-04-04,HP,945
2025-04-04,LBRT,945
2025-04-04,LI,661
2025-04-04,MBLY,945
2025-04-04,MUU,684
2025-04-04,MXL,945
2025-04-04,NE,945
2025-04-04,NEXT,945
2025-04-04,NFE,677
2025-04-04,NOV,945
2025-04-04,NVDX,945
2025-04-04,OI,672
2025-04-04,PGY,688
2025-04-04,PLTU,674
2025-04-04,PR,945
2025-04-04,PRCH,726
2025-04-04,PTLO,662
2025-04-04,PTON,677
2025-04-04,QURE,945
2025-04-04,RCAT,945
2025-04-04,REZI,678
2025-04-04,ROBN,663
2025-04-04,RSI,672
2025-04-04,SEI,674
2025-04-04,SERV,675
2025-04-04,SEZL,934
2025-04-04,SM,945
2025-04-04,SMR,945
2025-04-04,SMTC,598
2025-04-04,SOUN,672
2025-04-04,SPYU,662
2025-04-04,STLA,599
2025-04-04,SUPV,945
2025-04-04,SYRE,945
2025-04-04,TIGR,945
2025-04-04,TME,945
2025-04-04,TSLL,945
2025-04-04,TSLR,945
2025-04-04,TSLT,945
2025-04-04,UCO,661
2025-04-04,UWM,661
2025-04-04,VSAT,674
2025-04-04,VSTM,945
2025-04-04,W,593
2025-04-04,WSC,667
2025-04-04,WTTR,672
2025-04-04,ZETA,668
2025-04-07,ACMR,591
2025-04-07,AEO,611
2025-04-07,AMDY,594
2025-04-07,ARCT,611
2025-04-07,ARKG,592
2025-04-07,ARLO,591
2025-04-07,ASX,592
2025-04-07,BBIO,599
2025-04-07,BITU,591
2025-04-07,BSTZ,594
2025-04-07,BXSL,611
2025-04-07,CAPR,586
2025-04-07,CARS,596
2025-04-07,CIM,594
2025-04-07,CLF,589
2025-04-07,CONL,590
2025-04-07,CONY,590
2025-04-07,CORZ,587
2025-04-07,CPS,611
2025-04-07,CRNC,590
2025-04-07,CRSR,599
2025-04-07,CWK,610
2025-04-07,DAWN,604
2025-04-07,DFEN,593
2025-04-07,DJT,592
2025-04-07,DNA,586
2025-04-07,DOCN,594
2025-04-07,ENVX,593
2025-04-07,EOLS,609
2025-04-07,FETH,590
2025-04-07,FRSH,594
2025-04-07,GOF,610
2025-04-07,GUSH,587
2025-04-07,HIMX,592
2025-04-07,HLF,612
2025-04-07,HSAI,596
2025-04-07,IEP,593
2025-04-07,INTW,589
2025-04-07,JHG,592
2025-04-07,KD,592
2025-04-07,KRP,592
2025-04-07,LNC,593
2025-04-07,LTBR,589
2025-04-07,LUNR,590
2025-04-07,LYFT,606
2025-04-07,MGNI,591
2025-04-07,MSFL,600
2025-04-07,MSFU,600
2025-04-07,MSTY,598
2025-04-07,NCLH,590
2025-04-07,NVDY,588
2025-04-07,OILU,592
2025-04-07,OPRA,592
2025-04-07,OUST,591
2025-04-07,OWL,591
2025-04-07,PAYO,605
2025-04-07,PCT,593
2025-04-07,PGY,593
2025-04-07,PONY,598
2025-04-07,PUBM,600
2025-04-07,QBTS,593
2025-04-07,RCAT,589
2025-04-07,RNG,593
2025-04-07,RPC,587
2025-04-07,SDGR,592
2025-04-07,SEDG,592
2025-04-07,SGML,585
2025-04-07,SM,590
2025-04-07,SOUN,589
2025-04-07,SOXL,589
2025-04-07,SPYU,591
2025-04-07,SRRK,598
2025-04-07,STLA,588
2025-04-07,SVIX,596
2025-04-07,SYM,587
2025-04-07,TAL,591
2025-04-07,TIGR,589
2025-04-07,TRIP,599
2025-04-07,TSL,592
2025-04-07,TSSI,589
2025-04-07,U,590
2025-04-07,UWM,592
2025-04-07,WRD,610
2025-04-08,FAZ,657
2025-04-08,FNGD,657
2025-04-08,MSTZ,590
2025-04-08,SDS,653
2025-04-08,TSLS,652
2025-04-10,AAL,945
2025-04-10,ALGM,824
2025-04-10,AMZU,588
2025-04-10,CRSR,945
2025-04-10,DEA,812
2025-04-10,ENVX,945
2025-04-10,FEED,780
2025-04-10,HP,945
2025-04-10,MBLY,945
2025-04-10,MLYS,644
2025-04-10,MSTX,842
2025-04-10,NVDX,631
2025-04-10,OILU,945
2025-04-10,PLTU,636
2025-04-10,RETL,782
2025-04-10,ROBN,623
2025-04-10,SDRL,945
2025-04-10,SOFX,945
2025-04-10,SPYU,868
2025-04-10,TNA,843
2025-04-10,TSLL,843
2025-04-10,TSLT,866
2025-04-10,UMAC,629
2025-04-10,URTY,843
2025-04-10,UWM,844
2025-04-14,MSTZ,698
2025-04-15,ALGM,945
2025-04-15,MLGO,586
2025-04-17,ALHC,629
2025-04-21,MSTZ,648
2025-04-21,SMCX,945
2025-04-22,MSTZ,945
2025-04-23,FNGD,687
2025-04-23,SEDG,586
2025-04-23,SOXS,687
2025-04-24,SOXS,945
2025-04-28,CSIQ,945
2025-04-30,FNGU,620
2025-04-30,PONY,945
2025-04-30,SOFX,942
2025-04-30,TSLL,681
2025-04-30,TSLR,681
2025-05-05,CAPR,945
2025-05-05,IART,945
2025-05-05,OCUL,945
2025-05-05,RIOX,944
2025-05-05,UMAC,717
2025-05-06,CSTL,945
2025-05-07,LFST,945
2025-05-08,CARS,945
2025-05-08,EOLS,945
2025-05-09,ETHD,624
2025-05-09,KODK,945
2025-05-12,LABD,945
2025-05-12,OMER,945
2025-05-12,UVXY,945
2025-05-13,ETHD,586
2025-05-13,FIAT,943
2025-05-13,HTZ,945
2025-05-13,PSFE,945
2025-05-15,CONL,945
2025-05-16,SMCZ,846
2025-05-19,ACHR,945
2025-05-20,KOLD,945
2025-05-21,GTX,945
2025-05-21,VFC,594
2025-05-22,RUN,945
2025-05-30,NMAX,649
2025-06-05,RYET,945
2025-06-06,GIII,945
2025-06-10,KWM,594
2025-06-10,LQDA,749
2025-06-11,CGNT,945
2025-06-11,MP,719
2025-06-11,USAR,935
2025-06-13,DFDV,945
2025-06-13,RIOX,945
2025-06-13,SMCL,930
2025-06-13,SOXL,682
2025-06-16,SRPT,945
2025-06-16,UVIX,945
2025-06-16,UVXY,945
2025-06-24,AGIG,624
2025-06-27,HSAI,945
2025-06-27,KOLD,945
2025-06-30,ARRY,945
2025-07-01,SOLT,590
2025-07-01,XCUR,945
2025-07-03,DAIC,831
2025-07-09,NDRA,825
2025-07-10,GRRR,945
2025-07-10,NDRA,902
2025-07-15,SQFT,945
2025-07-16,ETHD,945
2025-07-18,DPRO,588
2025-07-23,BTCS,945
2025-07-23,MARA,945
2025-07-23,XRPT,716
2025-07-29,TRON,945
2025-07-31,BAX,945
2025-08-01,AMPX,735
2025-08-01,APLD,718
2025-08-01,BGLC,625
2025-08-01,CALY,945
2025-08-01,MRAL,698
2025-08-01,MST,581
2025-08-01,RIOT,945
2025-08-01,SMCL,945
2025-08-01,VISN,645
2025-08-04,REPL,630
2025-08-05,EPC,945
2025-08-06,ACMR,725
2025-08-06,AIP,945
2025-08-06,ARVN,945
2025-08-06,BLMN,945
2025-08-06,EOLS,945
2025-08-06,FUN,622
2025-08-06,LFMD,945
2025-08-07,LLYX,945
2025-08-07,SEAT,945
2025-08-08,FIP,945
2025-08-11,ALTS,606
2025-08-12,FLNC,945
2025-08-12,KODK,945
2025-08-13,CWVX,945
2025-08-13,ZVRA,945
2025-08-14,CWVX,945
2025-08-14,FRMM,945
2025-08-14,MRAL,920
2025-08-15,DFDV,761
2025-08-15,FRMM,945
2025-08-15,RCAT,945
2025-08-20,FRMM,945
2025-08-20,JHX,945
2025-08-20,TEMT,945
2025-08-25,XRPT,618
2025-09-02,CWVX,945
2025-09-04,DAVA,945
2025-09-04,IPDN,583
2025-09-09,PACS,945
2025-09-09,SOC,942
2025-09-10,INHD,945
2025-09-11,QMCO,945
2025-09-12,RENT,945
2025-09-15,IONZ,945
2025-09-16,RCEL,616
2025-09-17,TURB,675
2025-09-17,WLDS,640
2025-09-18,PMI,579
2025-09-18,SQFT,641
2025-09-22,BNC,630
2025-09-22,CCUP,863
2025-09-22,CRCA,864
2025-09-22,CRCG,863
2025-09-22,HYPD,598
2025-09-22,QUBX,822
2025-09-23,OPEN,945
2025-09-24,HRMY,945
2025-09-25,IMSR,591
2025-09-25,MVLL,614
2025-09-25,QBTS,632
2025-09-25,SMCL,609
2025-09-25,SOLT,606
2025-09-25,TEMT,611
2025-09-25,TGEN,613
2025-09-25,UMAC,593
2025-09-25,UPXI,945
2025-09-25,XRPT,615
2025-09-30,JFB,614
2025-09-30,TIC,603
2025-09-30,XTND,614
2025-10-01,SLMT,610
2025-10-06,EPSM,583
2025-10-07,AEHR,900
2025-10-10,TTRX,679
2025-10-13,HIBS,622
2025-10-13,RGTZ,945
2025-10-13,SRTY,627
2025-10-13,TZA,627
2025-10-13,UVIX,655
2025-10-13,UVXY,655
2025-10-14,BMNU,620
2025-10-14,BTDR,613
2025-10-14,BULG,628
2025-10-14,CCUP,620
2025-10-14,CRCG,621
2025-10-14,OEC,854
2025-10-14,XXRP,586
2025-10-15,AQMS,945
2025-10-15,UVIX,671
2025-10-16,OMER,643
2025-10-17,BAIG,945
2025-10-17,BTDR,945
2025-10-17,CCUP,667
2025-10-17,CLSK,597
2025-10-17,DFNS,945
2025-10-17,SBSW,945
2025-10-17,XXRP,592
2025-10-20,HSDT,582
2025-10-20,UVIX,945
2025-10-21,ASM,945
2025-10-21,FLNC,945
2025-10-21,USAR,945
2025-10-21,XRPT,609
2025-10-21,XXRP,609
2025-10-22,ABAT,587
2025-10-22,AQMS,945
2025-10-22,DFNS,587
2025-10-22,MSTX,945
2025-10-22,QUBX,945
2025-10-24,SOC,592
2025-10-27,UUUU,945
2025-10-28,METC,945
2025-10-29,CZR,945
2025-10-30,BMNU,945
2025-10-30,EOSE,610
2025-10-30,FMC,945
2025-10-30,SOLT,655
2025-10-30,XXRP,945
2025-10-31,ALKT,945
2025-11-03,FRMM,900
2025-11-03,LXEO,945
2025-11-03,SMU,945
2025-11-03,SOC,945
2025-11-03,SOLT,945
2025-11-03,SOLZ,945
2025-11-03,SSK,945
2025-11-03,UAMY,945
2025-11-03,XRPT,945
2025-11-04,BTDR,593
2025-11-04,BULG,593
2025-11-04,CRCA,583
2025-11-04,CRWG,587
2025-11-04,DGNX,945
2025-11-04,DPRO,580
2025-11-04,FRMI,585
2025-11-04,NCLH,945
2025-11-04,NVA,580
2025-11-04,SOLT,581
2025-11-04,VERI,586
2025-11-04,WULF,581
2025-11-06,CXW,945
2025-11-06,ENVX,945
2025-11-06,JBI,945
2025-11-06,PRCH,945
2025-11-06,RDW,945
2025-11-06,RELY,945
2025-11-06,RXO,622
2025-11-06,ZVRA,945
2025-11-07,DGNX,612
2025-11-07,LABX,805
2025-11-07,SERV,879
2025-11-07,SKYT,874
2025-11-07,WYFI,736
2025-11-10,MNKD,822
2025-11-11,GEMI,945
2025-11-11,XRPT,775
2025-11-11,XXRP,945
2025-11-13,BTQ,945
2025-11-13,EGAN,900
2025-11-13,KDK,945
2025-11-13,NBIL,944
2025-11-13,WBTN,945
2025-11-13,WYFI,900
2025-11-14,CRWU,632
2025-11-14,CWVX,632
2025-11-14,VSTM,706
2025-11-17,BMNU,945
2025-11-17,CYCU,945
2025-11-17,IMSR,945
2025-11-19,SOLT,945
2025-11-20,PLTZ,583
2025-11-20,TECS,608
2025-11-20,TSDD,700
2025-11-20,TSLZ,700
2025-11-21,BITX,718
2025-11-24,TSDD,945
2025-11-24,TSLQ,945
2025-11-24,TSLZ,945
2025-11-25,AMDL,926
2025-11-25,CONL,926
2025-11-25,NVDX,695
2025-11-26,BMNZ,596
2025-12-01,BMNU,945
2025-12-01,CONL,945
2025-12-01,ETH,906
2025-12-01,ETHA,945
2025-12-01,ETHE,945
2025-12-01,SOLT,945
2025-12-01,TMC,760
2025-12-01,XXRP,650
2025-12-04,XRPT,621
2025-12-05,ADPT,945
2025-12-05,KOLD,822
2025-12-08,FLNC,945
2025-12-08,GURE,900
2025-12-09,SMU,630
2025-12-09,TWG,900
2025-12-10,QCLS,585
2025-12-10,SMU,847
2025-12-10,XCUR,900
2025-12-11,MSTU,876
2025-12-11,MSTX,875
2025-12-16,ULCC,945
2025-12-17,IMNM,945
2025-12-18,DBVT,633
2025-12-18,QBTZ,591
2025-12-22,IONZ,945
2025-12-23,BMNU,620
2025-12-23,CRWU,634
2025-12-23,NBY,945
2025-12-23,RGTU,625
2025-12-23,SDEV,945
2025-12-26,ZSL,945
2025-12-29,KXIN,900
2025-12-29,OKLL,945
2025-12-31,CHRN,945
2025-12-31,EKSO,900
2026-01-05,GDXD,931
2026-01-06,MH,945
2026-01-06,ZBIO,945
2026-01-07,BAIG,945
2026-01-07,HL,918
2026-01-07,MSTZ,615
2026-01-08,CRMD,945
2026-01-08,SGML,945
2026-01-08,TNGX,817
2026-01-08,XRPT,591
2026-01-09,BOIL,656
2026-01-09,PCRX,945
2026-01-09,SMX,899
2026-01-12,NBY,945
2026-01-12,SDEV,945
2026-01-14,LABX,945
2026-01-15,ADUR,608
2026-01-20,APPX,598
2026-01-20,BTQ,631
2026-01-20,FLNC,945
2026-01-20,MSTU,945
2026-01-20,SMCX,670
2026-01-20,XRPT,612
2026-01-20,XXRP,613
2026-01-21,KOLD,621
2026-01-21,UVIX,697
2026-01-22,KOLD,640
2026-01-23,NUAI,945
2026-01-26,ROLR,583
2026-01-27,QBTZ,583
2026-01-29,CRML,945
2026-01-29,LC,945
2026-01-29,SMU,740
2026-01-29,USAR,868
2026-01-29,XXRP,738
2026-01-30,CLSX,648
2026-01-30,IE,945
2026-01-30,KOLD,945
2026-01-30,RKT,945
2026-01-30,UUUG,945
2026-01-30,UWMC,945
2026-02-02,ROLR,610
2026-02-02,SOC,945
2026-02-03,GMEU,945
2026-02-03,GPK,945
2026-02-04,ETHT,815
2026-02-04,ETHU,815
2026-02-04,XXRP,945
2026-02-05,BITU,945
2026-02-05,BITX,945
2026-02-05,CLSK,945
2026-02-05,CLSX,945
2026-02-05,CONL,945
2026-02-05,CONY,945
2026-02-05,ELIL,945
2026-02-05,HOOW,945
2026-02-05,IMSR,766
2026-02-05,IONL,945
2026-02-05,IONX,945
2026-02-05,IRE,945
2026-02-05,IREX,945
2026-02-05,LLYX,945
2026-02-05,MARA,945
2026-02-05,MSTW,943
2026-02-05,MSTY,945
2026-02-05,NBIG,944
2026-02-05,NBIL,945
2026-02-05,NEBX,945
2026-02-05,NVOX,945
2026-02-05,ONDG,944
2026-02-05,OSS,720
2026-02-05,ROBN,945
2026-02-05,UMAC,945
2026-02-06,BTCZ,945
2026-02-06,CORD,945
2026-02-06,GDXD,945
2026-02-06,NVD,945
2026-02-06,NVDQ,945
2026-02-09,ARMG,598
2026-02-09,ASST,945
2026-02-09,CLF,945
2026-02-09,RGTX,586
2026-02-10,ETHT,674
2026-02-11,FRSH,945
2026-02-11,ROBN,945
2026-02-11,U,865
2026-02-12,SMX,900
2026-02-12,UTZ,945
2026-02-13,MSTZ,581
2026-02-17,HLMN,945
2026-02-17,IREX,673
2026-02-18,VECO,687
2026-02-19,BTDR,945
2026-02-20,CC,945
2026-02-20,CRWU,945
2026-02-23,APPX,945
2026-02-23,CONL,597
2026-02-23,SMU,945
2026-02-24,APLS,590
2026-02-24,FULC,945
2026-02-25,CWH,661
2026-02-25,DRVN,586
2026-02-25,LUNR,715
2026-02-25,ODD,945
2026-02-25,VRRM,945
2026-02-26,ACAD,945
2026-02-26,ARRY,945
2026-02-26,IONZ,945
2026-02-26,QURE,945
2026-02-27,DNA,584
2026-02-27,ETHT,606
2026-02-27,FIP,665
2026-02-27,IONL,945
2026-02-27,IREX,945
2026-02-27,QBTX,945
2026-02-27,ROBN,945
2026-03-02,CDIO,618
2026-03-02,KOLD,590
2026-03-03,ALM,637
2026-03-03,AMDL,945
2026-03-03,BITU,640
2026-03-03,BULZ,677
2026-03-03,BW,945
2026-03-03,CONL,665
2026-03-03,ETHT,665
2026-03-03,ETHU,664
2026-03-03,HL,945
2026-03-03,HOOG,675
2026-03-03,IONX,743
2026-03-03,IREX,687
2026-03-03,MSTU,661
2026-03-03,NBIL,738
2026-03-03,NVA,945
2026-03-03,NVOX,810
2026-03-03,QBTX,743
2026-03-03,ROBN,675
2026-03-03,SGML,822
2026-03-03,SMCX,699
2026-03-03,STNE,945
2026-03-03,SVIX,677
2026-03-04,BATL,657
2026-03-05,RGTX,945
2026-03-06,CONL,945
2026-03-06,RUM,945
2026-03-09,CRDU,582
2026-03-09,FCEL,725
2026-03-09,LABX,747
2026-03-09,RGTX,716
2026-03-09,SCO,598
2026-03-11,IREZ,692
2026-03-12,IREX,780
2026-03-12,TIC,945
2026-03-13,BATL,945
2026-03-13,HNRG,945
2026-03-13,IREZ,733
2026-03-13,TBCH,945
2026-03-13,UVIX,611
2026-03-16,NBIZ,945
2026-03-16,QBTZ,601
2026-03-18,CING,945
2026-03-18,GEMI,945
2026-03-18,MSTU,840
2026-03-18,NUAI,945
2026-03-19,ARIS,945
2026-03-19,CCUP,583
2026-03-19,CSIQ,945
2026-03-19,EXK,910
2026-03-19,HL,600
2026-03-19,NVA,945
2026-03-19,SCZM,600
2026-03-19,USAS,945
2026-03-20,UMAC,945
2026-03-23,UVIX,645
2026-03-24,RGTX,607
2026-03-25,ANNA,945
2026-03-25,CORD,945
2026-03-25,CRCD,651
2026-03-26,ADMA,945
2026-03-26,CCUP,945
2026-03-26,LUNL,628
2026-03-26,MRLN,945
2026-03-26,SHNY,584
2026-03-26,SMCX,945
2026-03-27,SATL,945
2026-03-31,AIRO,583
2026-03-31,UVIX,647
2026-04-01,IREZ,587
2026-04-02,AMDL,597
2026-04-02,BULZ,593
2026-04-02,CSHR,945
2026-04-02,CWVX,595
2026-04-02,FNGU,593
2026-04-02,MSTX,635
2026-04-02,ROBN,616
2026-04-02,WULF,607
2026-04-06,BMNZ,774
2026-04-07,ETHT,723
2026-04-07,OKLL,722
2026-04-07,SMX,945
2026-04-08,ADVB,761
2026-04-09,APLD,945
2026-04-10,CRCD,945
2026-04-13,ETHT,589
2026-04-13,ETHU,588
2026-04-14,BEZ,945
2026-04-14,BMNZ,651
2026-04-14,IREZ,945
2026-04-15,IONZ,945
2026-04-16,QDEL,945
2026-04-17,BMNZ,692
2026-04-17,MSTZ,945
2026-04-17,RGTZ,581
2026-04-17,SIDU,690
2026-04-20,ASTI,945
2026-04-20,RGTX,600
2026-04-21,SKYQ,590
2026-04-22,ASTN,657
2026-04-22,CORD,590
2026-04-22,CRCD,945
2026-04-22,GLND,609
2026-04-22,QBTZ,770
2026-04-23,OKLS,601
2026-04-23,ORCU,656
2026-04-23,QBTX,945
2026-04-27,VELO,945
2026-04-28,LWLG,945
2026-04-28,NBIL,943
2026-04-28,NVTS,945
2026-04-28,QUIK,945
2026-04-28,SRAD,945
2026-04-29,CORD,945
2026-04-29,HOOG,583
2026-04-29,NTLA,945
2026-04-29,OPTX,945
2026-04-29,ROBN,583
2026-04-29,SOFX,945
2026-04-30,OPCH,913
2026-05-04,TORO,945
2026-05-05,PLTG,945
2026-05-05,PTIR,945
2026-05-05,SOXS,945
2026-05-06,ANGI,945
2026-05-06,CPNG,731
2026-05-06,CRK,945
2026-05-06,KVYO,945
2026-05-06,TDC,595
2026-05-07,CORZ,945
2026-05-07,HPK,945
2026-05-07,SKK,610
2026-05-07,SMU,945
2026-05-07,VNDA,945
2026-05-07,ZSL,710
2026-05-08,CRWU,945
2026-05-08,FIGS,862
2026-05-08,QNST,945
2026-05-08,SNDQ,945
2026-05-08,SOXS,945
2026-05-12,CLSK,945
2026-05-12,CRWU,935
2026-05-12,HIMX,945
2026-05-12,KC,945
2026-05-12,NBIG,945
2026-05-12,NBIL,943
2026-05-12,OKLL,862
2026-05-13,GILT,945
2026-05-13,WRD,632
2026-05-15,AZ,941
2026-05-15,FLNC,820
2026-05-15,HTCO,943
2026-05-15,LWLG,945
2026-05-15,NRGV,595
2026-05-15,POET,945
2026-05-15,RCAX,894
2026-05-15,ROBN,945
2026-05-15,SMU,945
2026-05-15,UMAC,945
2026-05-15,WYFI,945
2026-05-18,CONL,945
2026-05-19,CRWU,841
2026-05-19,CWVX,841
2026-05-19,GLWG,792
2026-05-19,IREX,675
2026-05-19,OKLL,945
2026-05-19,SHMD,801
2026-05-20,IREZ,945
2026-05-26,BMNZ,810
2026-05-26,MUD,945
2026-05-26,SOXS,714
2026-05-27,BRAI,601
2026-05-27,IREZ,611
2026-05-27,MWC,945
2026-05-28,PURR,590
2026-05-28,SIDU,697
2026-05-29,ATPC,945
2026-05-29,CPSH,945
2026-05-29,ECHX,689
2026-05-29,ONDG,928
2026-05-29,ONDU,929
2026-05-29,RDW,728
2026-05-29,SATG,689
