symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor,R,_addon
CRWU,2025-11-26,6.7201,-2429.1600000000017,-4.858558652401009,stop,0,1,4.629629629629626,53148.0,2.2240971687139184,26.643405206040672,4.0,0.8666666666666665,2.777777777777773,1.0,1.69664941694252,9.459459459459469,18.07432432432433,0.850467289719626,798649.35,16.70307402132639,-74.26017874875869,9.372530993331903,1.2536928753526189,0.1697166469893876,0.1010920897284453,0.3866552102159956,1.694373008441164,2.0,26.0,3333.333333333333,-161.9440000000001,0.1396187253317933,Q2,3,-161.9440000000001,2025-11,CRWV,-0.43185066666666694,False
BMNG,2025-11-28,5.63686,880.4197018000068,1.7608764453969188,lock,0,1,3.804347826086956,82836.0,1.28184835569332,63.28606890929023,3.0,0.8090476190476199,1.0851449275362453,0.0,1.4239948078150866,11.740890688259093,17.55060728744939,0.7612456747404845,812948.95,18.575155026971206,-59.14137675795708,16.53094435756502,2.5862472668179226,0.1116251744143503,0.0940001468752274,0.1736111111111205,1.245667988268423,4.0,28.0,3333.333333333333,58.69464678666712,0.259091683259871,Q3,2,58.69464678666712,2025-11,BMNR,0.156519058097779,False
CCUP,2025-11-28,4.232659999999999,5878.535274159997,11.75796887595487,scale_eod,1,1,3.554502369668234,90859.0,1.510894682810752,113.71476848759474,3.0,0.7806666666666678,-0.7796208530805618,1.0,0.5152882841041514,7.653061224489792,11.352040816326529,0.8651685393258425,1013934.3,14.626213398253768,-69.48662328271872,10.770063507187375,1.874953830834996,0.1116251744143503,0.0940001468752274,0.1736111111111205,1.245667988268423,4.0,28.0,3333.333333333333,391.9023516106664,0.193379170739598,Q2,3,391.9023516106664,2025-11,CRCL,1.0450729376284438,False
RIOX,2025-11-28,19.0769597,793.9925465859995,1.5885685930342446,lock,1,1,3.502987506789787,40860.0,1.5841893504272182,64.59349365587819,2.0,0.5217863234610033,1.6376969038566038,0.0,0.4992056067784632,7.786885245901651,12.73419203747072,0.7471264367816087,603770.15,17.184703785469253,-53.53356890459363,9.851886881215895,0.974238292502536,0.1116251744143503,0.0940001468752274,0.1736111111111205,1.245667988268423,4.0,28.0,3333.333333333333,52.93283643906664,0.1214675848800024,Q2,3,52.93283643906664,2025-11,RIOT,0.14115423050417772,False
BMNU,2025-12-02,7.003347199999999,-1714.1966908000018,-3.4286062527358387,stop,0,1,3.125827814569545,1285546.0,1.3538245681786794,23.20192965971769,3.0,0.5414312617702444,1.324503311258276,0.0,-0.1217758789367228,10.667752442996749,16.612377850162872,0.1176470588235294,22421781.8,19.507163522301195,-61.9327731092437,16.974744960306058,2.14236640194224,0.0821210699202339,-0.0146644767714554,0.2425507519073275,0.6068606674853394,1.0,2.0,3333.333333333333,-114.27977938666676,0.3768870803435841,Q4,0,-114.27977938666676,2025-12,BMNR,-0.3047460783644447,False
CCUP,2025-12-02,4.55362,-1405.989,-2.81204843618923,eod,0,1,3.318584070796468,61122.0,1.3941227984585696,22.11335773719577,1.0,0.3333333333333372,-1.7699115044247606,0.0,-0.3711858277585727,6.352941176470578,12.470588235294104,0.1792452830188676,1188324.5,15.101514542215384,-64.85225505443235,11.763157727886997,1.5391679629596124,0.0821210699202339,-0.0146644767714554,0.2425507519073275,0.6068606674853394,1.0,2.0,3333.333333333333,-93.7326,0.334353591693926,Q4,0,-93.7326,2025-12,CRCL,-0.24995360000000003,False
CRCA,2025-12-02,4.26275,-1312.5337449999913,-2.62518327370827,eod,0,1,3.5545023696682554,651983.0,1.5384353805502178,25.754971316115554,2.0,0.4666666666666674,-1.1848341232227448,1.0,0.0618002876868082,6.297229219143566,12.594458438287154,0.1800000000000006,10490072.45,15.320144028084352,-64.97925311203319,11.659441146573045,1.1304990558001342,0.0821210699202339,-0.0146644767714554,0.2425507519073275,0.6068606674853394,1.0,2.0,3333.333333333333,-87.50224966666607,0.3297953913606968,Q4,0,-87.50224966666607,2025-12,CRCL,-0.23333933244444285,False
CMCT,2025-12-03,4.00197,2009.2320987900064,4.018736570666079,scale_lock,1,1,2.813299232736581,92098.0,2.0424213419544044,57.07229067032628,2.0,0.1818181818181814,-0.2557544757033307,0.0,-0.8611341761725719,12.034383954154723,14.896848137535809,0.192344681669552,3608064.0,32.32267501070366,-72.86606523247745,29.7694861569652,0.1472509911132396,0.2130567024699783,-0.0102854959813171,-0.1408595366308046,0.5823542917233506,2.0,3.0,3333.333333333333,133.94880658600044,0.2220167040304725,Q3,2,133.94880658600044,2025-12,CMCT,0.35719681756266786,False
LGHL,2025-12-05,4.9147,-2231.9561999999937,-4.46415854477383,stop,0,1,4.115226337448563,68114.0,1.494017438778456,22.39489859605729,1.0,0.2,-2.469135802469138,0.0,-0.638023204299149,10.958904109589051,29.22374429223745,0.0625,161518.25,18.47497668593308,-43.79423601794884,345.9770305599701,5.868773342950409,0.1721496826901962,0.0904515281931584,0.1578047604436127,0.6704349328866847,4.0,5.0,3333.333333333333,-148.79707999999957,0.2760258031984516,Q3,2,-148.79707999999957,2025-12,LGHL,-0.3967922133333322,False
CAPR,2025-12-05,28.084,-1619.9037485714343,-3.24048670315585,stop,0,1,6.5818997756170585,808162.0,2.4953411643363173,19.142246321541627,4.0,0.9205113636363632,4.188855646970834,1.0,3.0130373165820927,5.275590551181102,29.7244094488189,0.311258278145695,5435692.05,14.30348546546995,-33.762695070596976,83.46545623438021,1.594820479206507,0.1721496826901962,0.0904515281931584,0.1578047604436127,0.6704349328866847,4.0,5.0,3333.333333333333,-107.9935832380956,0.2394525921204893,Q3,2,-107.9935832380956,2025-12,CAPR,-0.2879828886349216,False
BMNG,2025-12-08,5.97,0.0,0.0,no_fill,0,0,3.639514731369151,81045.0,1.046839564666645,31.49448586684634,4.0,0.7142857142857161,2.4263431542461107,1.0,0.4375820499606135,6.457564575645749,16.236162361623617,0.0113636363636361,1758393.65,19.051554579411423,-44.995233555767406,17.123745146694837,1.5739934001695242,0.1048645499563104,-0.0699242644916972,0.1312546486021346,0.6359236216384665,0.0,8.0,3333.333333333333,0.0,0.5859786722394978,Q5,1,0.0,2025-12,BMNR,0.0,False
BMNU,2025-12-08,9.01,0.0,0.0,no_fill,0,0,3.416856492027323,1005344.0,1.2084615039125632,27.60606787629808,2.0,0.7666666666666649,1.8223234624145803,0.0,0.4919166315835106,6.812652068126504,16.180048661800488,0.0375939849624065,28301756.85,19.409600950603625,-45.70191713048857,17.16946671674277,1.3276500889731868,0.1048645499563104,-0.0699242644916972,0.1312546486021346,0.6359236216384665,0.0,8.0,3333.333333333333,0.0,0.5255591278050714,Q5,1,0.0,2025-12,BMNR,0.0,False
CCUP,2025-12-16,4.4323573,4009.4771280000064,8.019436970931936,eod,1,1,4.204225352112677,61858.0,1.1960592020639242,75.88329882694134,4.0,1.0,3.73474178403757,1.0,2.6021148454324936,5.44554455445544,27.97029702970297,0.0796460176991149,1651657.9,15.27811088641767,-28.871969545181337,11.247478505015248,0.8575613630401309,0.2473425399723138,0.0500574188039101,-0.2203516812833282,1.1359946700144068,1.0,16.0,3333.333333333333,267.2984752000004,0.636381999236477,Q5,1,267.2984752000004,2025-12,CRCL,0.7127959338666677,False
CRCA,2025-12-16,4.132359999999999,4248.58804800001,8.497613954253765,eod,1,1,4.125000000000001,662479.0,1.4547961611080014,24.49096332558786,5.0,0.9393939393939408,2.750000000000008,1.0,1.7289717800950697,6.10079575596817,27.58620689655171,0.0865384615384614,11742769.55,15.360276666737072,-28.31541218637993,11.177210800620587,1.1251998043340634,0.2473425399723138,0.0500574188039101,-0.2203516812833282,1.1359946700144068,1.0,16.0,3333.333333333333,283.2392032000006,0.5427558196520946,Q5,1,283.2392032000006,2025-12,CRCL,0.7553045418666683,False
BMNU,2025-12-19,6.017999999999999,2415.0109800000137,4.830259222333029,eod,1,1,3.9049235993208895,1118838.0,1.9716416647124524,24.2170481809542,3.0,0.6517391304347839,0.507640067911723,1.0,0.6138322658501504,9.683426443202972,24.38361266294228,0.0229112570643044,39211677.95,19.523752708344084,-51.99674001629992,16.717962028549284,1.3854788379439904,0.2601241501625762,0.2394176766183904,0.0177391458601275,1.0460286265857877,4.0,19.0,3333.333333333333,161.0007320000009,0.3897540493542287,Q4,0,161.0007320000009,2025-12,BMNR,0.42933528533333576,False
FJET,2025-12-24,14.543499999999998,-3083.538919999992,-6.168803933028486,stop,0,1,5.936395759717313,433288.0,2.496018474711687,31.412111727270887,3.0,0.9998809523809526,2.472791519434628,1.0,1.817136472768864,9.35085007727976,78.36166924265842,0.0187376725838263,0.0,0.0,0.0,0.0,0.0,0.0777672795988199,0.0479686023693476,-0.0014535728821429,0.6684034460239162,2.0,24.0,3333.333333333333,-205.5692613333328,0.4356420323225512,Q5,1,-205.5692613333328,2025-12,FJET,-0.5481846968888875,False
SUPX,2025-12-29,16.21,0.0,0.0,no_fill,0,0,7.468518518518525,55202.0,2.590280267158681,42.31910859779188,2.0,0.4214397884122651,-4.259259259259256,1.0,-0.5466595189791414,8.724832214765094,30.201342281879185,0.0044444444444443,385774.3,15.65195225053372,-48.50603941513032,8.993067713739892,1.3040293249187414,0.1308995709402919,0.0741764235328326,-0.4012689950891602,0.4715023496087657,0.0,29.0,3333.333333333333,0.0,0.1844641373918976,Q2,3,0.0,2025-12,SUPX,0.0,False
FLYE,2025-12-30,6.810369999999999,-639.4010999999899,-1.2789319816691112,tag_bb,1,1,3.6927621861152153,89564.0,2.121570122790858,92.87268239784656,2.0,0.2399999999999984,-2.5110782865583445,1.0,-0.4914073097256917,28.098391674550605,14.57521286660359,0.0068804361936908,1164721.35,18.38457465841568,-68.94495412844037,10.07139057910823,0.5535117906098312,0.0903629354862236,-0.0160011637209998,-0.058879116086352,0.4133836869528436,1.0,30.0,3333.333333333333,-42.62673999999932,0.2898944707896551,Q3,2,-42.62673999999932,2025-12,FLYE,-0.11367130666666486,False
AXTI,2025-12-30,16.3489,-1054.7653600000058,-2.109744386472496,eod,0,1,7.142857142857152,485834.0,2.9978463703489533,43.47368753069563,4.0,0.8727272727272724,4.935064935064934,1.0,2.0008873709564066,5.551747772446885,18.686086360520893,0.1980706451967866,3997276.45,12.725862154368343,-8.875739644970404,7.457859791270881,1.7984302786963855,0.0903629354862236,-0.0160011637209998,-0.058879116086352,0.4133836869528436,1.0,30.0,3333.333333333333,-70.31769066666705,0.2096747589017753,Q3,2,-70.31769066666705,2025-12,AXTI,-0.1875138417777788,False
DFLI,2026-01-06,4.37308,578.1887613599936,1.156437110686277,lock,0,1,2.522935779816521,35890.0,0.8662304627227492,103.13170780240854,0.0,0.6363636363636371,-0.9174311926605512,0.0,0.2626405605177971,5.314009661835764,14.49275362318841,0.3499999999999991,5732792.3,13.393327459173122,-15.33980582524272,160.42356036210174,0.2034340228931719,0.1162909016905723,0.0639599959298263,0.0305356831268427,0.7682394674400229,1.0,6.0,3333.333333333333,38.54591742399957,0.4324912167164999,Q5,1,38.54591742399957,2026-01,DFLI,0.10278911313066552,False
MLTX,2026-01-09,16.32884,-638.6609368000057,-1.2773497688752042,tag_bb,0,1,8.437705998681617,586417.0,3.361424949374689,49.14351905789154,5.0,0.9296875000000002,6.723796967699415,1.0,2.7759394718850627,5.788005578800559,18.688284518828453,0.235046083809097,2654727.05,6.041577461162094,-7.443563148261139,7.556017822964857,9.241845785991446,0.1129370882501951,0.0390936074712201,0.1624341923975003,0.5938735175274465,4.0,9.0,3333.333333333333,-42.57739578666705,0.1296012759582659,Q2,3,-42.57739578666705,2026-01,MLTX,-0.1135397220977788,False
AKTS,2026-01-13,23.5,0.0,0.0,no_fill,0,0,3.4702819956616096,22138.0,1.414413091226618,100.31172164884433,1.0,0.149893736717091,-0.9978308026030386,0.0,-0.7873567137999407,5.977011494252877,18.404137931034484,0.3129980763946139,0.0,0.0,0.0,0.0,0.0,0.0877041637911222,0.047446514837825,0.0474710857932045,0.7072824381703524,1.0,13.0,3333.333333333333,0.0,0.1405447537476841,Q2,3,0.0,2026-01,AKTS,0.0,False
NBIG,2026-01-15,9.879549999999998,-1318.7353296071417,-2.6379706601732127,stop,0,1,2.944162436548215,59780.0,1.268778442959917,133.47502701575522,1.0,0.1379310344827561,-2.538071065989848,0.0,-1.0810956022362015,5.846828356204132,13.969632168839134,0.3776153846153843,585714.75,12.164939211358364,-6.457739791073122,10.70904697992866,0.9405738885694784,0.1036612580445494,-0.0403127114617801,0.6098267570542958,0.7638044596940262,3.0,15.0,3333.333333333333,-87.9156886404761,0.1393122992997245,Q2,3,-87.9156886404761,2026-01,NBIS,-0.23444183637460295,False
RGTU,2026-01-22,18.1764663,-493.5735749999975,-0.9874378057741569,tag_bb,0,1,3.4465090090089983,33455.0,1.3126795997811584,77.41055233597983,3.0,0.9148831890214024,1.745495495495488,0.0,1.4011774886819404,7.246376811594221,33.816425120772934,0.314285714285714,385342.6,15.451238641468112,-25.0,8.156869729568966,1.818706262946272,0.1333623251431411,0.013046314416182,0.6492559089582792,1.11915555070652,3.0,22.0,3333.333333333333,-32.90490499999983,0.5045218273704741,Q5,1,-32.90490499999983,2026-01,RGTI,-0.08774641333333287,False
RGTX,2026-01-22,14.563559999999995,-1982.7634799999817,-3.9657885846592102,stop,0,1,3.672316384180788,276295.0,1.9442403320304804,9.00211234182491,3.0,0.507884615384614,0.7351694915254164,0.0,-0.2599303145831038,6.626506024096392,34.26204819277108,0.3142857142857143,3303337.2,15.704463098592436,-27.158995041050225,8.111899395538396,2.335497568943309,0.1333623251431411,0.013046314416182,0.6492559089582792,1.11915555070652,3.0,22.0,3333.333333333333,-132.1842319999988,0.2431312696922961,Q3,2,-132.1842319999988,2026-01,RGTI,-0.3524912853333301,False
BNAI,2026-01-23,10.89258,18820.30414752,37.6429103848675,scale_eod,1,1,4.335870599429118,122834.0,2.456807763420888,87.15270969784986,4.0,0.91222295369761,2.9495718363463417,1.0,1.8394460687643368,21.36258660508083,16.974595842956127,0.4965986394557823,19432066.1,24.42393537643184,-7.644991212653787,32.095839425919564,0.1049704642575294,0.1540361839715099,-0.0624863765167405,-0.120467938111417,1.1225944582214702,4.0,23.0,3333.333333333333,1254.686943168,0.2596390231041371,Q3,2,1254.686943168,2026-01,BNAI,3.345831848448,False
NBIG,2026-01-26,8.804033099999998,-1968.4214691945456,-3.9369922311108656,stop,0,1,5.606807511737074,86555.0,2.35966308774753,46.0260281099726,4.0,0.6698764915218743,1.1737089201877893,1.0,-0.2826566232736223,8.535031847133757,11.210191082802549,0.181818181818181,648919.65,12.396938237498704,-21.294029616354592,8.975230446498541,1.183974009725241,0.2034845829652391,0.1173113965849269,0.1828127040320344,0.9029780243208204,0.0,26.0,3333.333333333333,-131.22809794630302,0.2777498865172806,Q3,2,-131.22809794630302,2026-01,NBIS,-0.34994159452347473,False
NBIL,2026-01-26,12.41714,-1975.7915599007133,-3.95226246312988,stop,0,1,6.564364876385348,98760.0,2.883255806190014,41.9011464431559,3.0,0.6359740259740261,3.151747655583972,1.0,-0.363947894890325,6.346328195829567,11.58839528558477,0.1955093099671414,1088288.1,12.56459692632273,-22.905027932960888,8.90242316780301,1.0046007118886993,0.2034845829652391,0.1173113965849269,0.1828127040320344,0.9029780243208204,0.0,26.0,3333.333333333333,-131.71943732671423,0.1745313593538179,Q2,3,-131.71943732671423,2026-01,NBIS,-0.35125183287123796,False
CRWU,2026-01-27,10.130299999999998,-889.583099999985,-1.7794142325498454,tag_bb,1,1,3.896103896103884,67368.0,2.109766729625877,46.330544806241946,1.0,0.564102564102563,-0.7992007992007999,0.0,0.0773936912612294,10.485651214128026,20.08830022075056,0.0219780219780224,1892845.8,14.182844007572834,-7.656826568265683,9.592860841069328,1.4967796108906497,0.0720274280445994,0.0072027428044697,0.2093167612200903,0.5898009320852209,1.0,27.0,3333.333333333333,-59.30553999999899,0.3812159733097161,Q4,0,-59.30553999999899,2026-01,CRWV,-0.15814810666666398,False
CRWG,2026-01-27,5.466349999999999,-1021.6996599999876,-2.043593988676149,tag_bb,1,1,4.08163265306122,1115997.0,2.458016075100803,22.792989376577665,1.0,0.4545454545454534,-1.113172541743963,0.0,0.0972256407156895,10.677618069815184,20.312114989733065,0.0194096239385367,22828557.25,14.261708426229308,-7.705479452054798,9.932006214090077,2.085315006054533,0.0720274280445994,0.0072027428044697,0.2093167612200903,0.5898009320852209,1.0,27.0,3333.333333333333,-68.11331066666584,0.2217916966517726,Q3,2,-68.11331066666584,2026-01,CRWV,-0.1816354951111089,False
NBIG,2026-01-27,8.124299999999998,2136.791880000012,4.273845131272872,eod,1,1,4.884318766066836,120902.0,1.3606927331710843,175.17125482851975,2.0,0.0,-0.7712082262210861,0.0,-2.965299018571033,5.85034013605443,21.224489795918373,0.0192307692307688,691602.75,13.177791333001156,-28.129994180192337,8.890239943412407,1.3656033033414052,0.0720274280445994,0.0072027428044697,0.2093167612200903,0.5898009320852209,1.0,27.0,3333.333333333333,142.45279200000076,0.1789261647694197,Q2,3,142.45279200000076,2026-01,NBIS,0.37987411200000204,False
ANL,2026-02-04,10.42117,-271.2463649999993,-0.5425974242815332,tag_bb,1,1,3.9000000000000057,49429.0,1.977405855345857,126.83658623379075,3.0,0.6582051282051282,2.567000000000004,0.0,0.2243277028149312,6.382978723404251,29.147872340425536,0.0182488411985841,1270858.0,17.38179978803994,-17.286329911744513,23.812845470650405,3.860443889089104,0.2142826102701644,-0.1115376258419615,0.1189215842675518,31.06515138825269,2.0,4.0,3333.333333333333,-18.08309099999995,0.4454196791567547,Q5,1,-18.08309099999995,2026-02,ANL,-0.04822157599999986,False
CWVX,2026-02-06,24.19236,10078.133930640004,20.163762425284297,scale_eod,1,1,4.26700464723279,77741.0,2.004912676495935,28.626373294128232,2.0,0.5643564356435637,0.0422475707646726,0.0,-0.1613936534611648,9.128630705394192,23.46703550023052,0.0766208251473478,1909827.6,17.33774362530255,-54.99144324015972,12.28087593137298,0.9796549175433428,0.531212396912512,0.343380389164429,0.5666892948850435,1.484393611728523,4.0,6.0,3333.333333333333,671.8755953760002,0.3852796838195874,Q4,0,671.8755953760002,2026-02,CRWV,1.7916682543360005,False
MSTU,2026-02-13,4.97488,-1768.636184999997,-3.537446129353869,stop,0,1,3.236024844720494,2101174.0,1.79125599297532,35.879441572249384,4.0,0.8080614203454877,2.0703933747411933,1.0,0.8160599177864979,6.15384615384616,12.967032967032964,0.2966101694915252,32548083.6,15.088700365858282,-57.48239436619718,16.08745026650145,0.982588203749114,0.2479169111606532,-0.0733481985682431,0.0616495662512767,1.3514233618102711,4.0,13.0,3333.333333333333,-117.90907899999982,0.3072727047287801,Q4,0,-117.90907899999982,2026-02,MSTR,-0.3144242106666662,False
MST,2026-02-13,3.45032,-1502.2819700000025,-3.004648844165183,stop,0,1,2.6706231454005893,16526.0,0.8672765005485656,97.66088869701164,3.0,0.8233333333333352,1.6053412462908023,1.0,0.8623565990914813,6.645569620253163,11.708860759493673,0.2702702702702704,622504.95,13.751513746830588,-55.12649800266311,15.498835691999387,1.216603980418148,0.2479169111606532,-0.0733481985682431,0.0616495662512767,1.3514233618102711,4.0,13.0,3333.333333333333,-100.15213133333349,0.5761329490879993,Q5,1,-100.15213133333349,2026-02,MSTR,-0.26707235022222264,False
EVMN,2026-02-13,31.338735,-1515.0614271375048,-3.031015044161811,stop,1,1,7.219791316055199,42607.0,2.3882161412916494,129.3988032440931,2.0,0.7948717948717943,3.685627734769434,1.0,0.73967217387526,6.563845050215216,15.279770444763264,0.3427230046948352,1128589.4,13.483747827652545,-10.51204819277109,17.348331562548736,0.4908676264370373,0.2479169111606532,-0.0733481985682431,0.0616495662512767,1.3514233618102711,4.0,13.0,3333.333333333333,-101.0040951425003,0.1933357021171078,Q2,3,-101.0040951425003,2026-02,EVMN,-0.26934425371333415,False
RGTU,2026-02-13,6.369049999999999,-278.5957149999928,-0.5572243898226437,tag_bb,1,1,5.354330708661415,45902.0,1.6499385334270846,29.56955273871827,0.0,0.0,-5.354330708661415,0.0,-2.913262483210975,6.54362416107382,18.288590604026844,0.1467889908256882,456821.2,17.716469815518156,-69.6607740086001,13.327661836284546,1.897679004389464,0.2479169111606532,-0.0733481985682431,0.0616495662512767,1.3514233618102711,4.0,13.0,3333.333333333333,-18.57304766666618,0.1104114807739421,Q2,3,-18.57304766666618,2026-02,RGTI,-0.049528127111109814,False
IBRX,2026-02-17,6.28,0.0,0.0,no_fill,0,0,3.668261562998412,1333427.0,1.5389978071801889,65.18295941249737,2.0,0.1956521739130428,-2.7910685805422624,1.0,-0.5434492222316731,5.46677880571908,22.87636669470142,0.0036764705882352,51663019.5,13.88134971222786,-24.27536231884058,7.590970577691322,0.7633306256905871,0.2881844380403511,0.2381932600129395,-0.2361569490282381,1.544706178119026,1.0,17.0,3333.333333333333,0.0,0.2119379808236702,Q3,2,0.0,2026-02,IBRX,0.0,False
XTND,2026-02-18,19.7591,6077.961590799988,12.158227652069147,scale_eod,1,1,5.860415556739467,57521.0,2.8704549492118367,66.07827633319542,5.0,0.7744545454545442,3.632924880127857,1.0,2.120320991520258,10.411764705882351,129.0564705882353,0.1750259804189684,114634.25,20.202542325025465,-46.5236071066337,13.780630007249858,8.404599846904393,0.226604874197739,-0.0745603134457085,0.1713407044006676,1.6083998827946384,2.0,18.0,3333.333333333333,405.19743938666585,0.2904109094272263,Q3,2,405.19743938666585,2026-02,XTND,1.080526505031109,False
JFB,2026-02-19,22.89,0.0,0.0,no_fill,0,0,3.941541186891056,23774.0,2.626064279168645,115.19186527080876,2.0,0.988651685393257,1.3281665190434055,1.0,0.9632428942235076,8.038277511961722,26.69808612440191,0.4121937669133851,159781.55,20.21845312475205,-35.6687825502285,14.755450975999448,6.1301445629986695,0.1403796098616729,0.0131605884245359,-0.3569919421818665,1.1824195395292825,3.0,19.0,3333.333333333333,0.0,0.3605415308798668,Q4,0,0.0,2026-02,JFB,0.0,False
XTND,2026-02-19,22.89,0.0,0.0,no_fill,0,0,3.941541186891056,23774.0,2.626064279168645,115.19186527080876,2.0,0.988651685393257,1.3281665190434055,1.0,0.9632428942235076,8.038277511961722,26.69808612440191,0.4121937669133851,159781.55,20.21845312475205,-35.6687825502285,14.755450975999448,6.1301445629986695,0.1403796098616729,0.0131605884245359,-0.3569919421818665,1.1824195395292825,3.0,19.0,3333.333333333333,0.0,0.3605415308798668,Q4,0,0.0,2026-02,XTND,0.0,False
SPAI,2026-02-23,4.0931427,-179.86831799999993,-0.3597529106424752,tag_bb,1,1,4.725247524752466,70204.0,2.6218554547224944,87.49263210303711,2.0,0.4724986904138293,-1.480198019801982,0.0,-0.7502812617721497,7.446808510638305,17.553191489361694,0.1666666666666665,319955.1,11.665299614989497,-37.89297298959246,7.598676164853074,11.004956632977564,0.3038440289610736,0.2282573929225576,-0.2320757727397863,0.9353097107929824,0.0,23.0,3333.333333333333,-11.991221199999996,0.2181161232047852,Q3,2,-11.991221199999996,2026-02,SPAI,-0.031976589866666655,False
BNAI,2026-02-24,21.47423,11150.10737187001,22.303780029742317,scale_eod,1,1,3.254716981132081,17636.0,1.2479793483386858,48.70155691868268,3.0,0.4637681159420285,-0.7547169811320762,0.0,-0.7370531261355997,5.420188960716061,11.884634510193935,0.2928870292887026,5248461.5,25.22211457811428,-75.42883634677793,15.599959539196432,0.2315051753737738,0.2445373221880068,-0.1627804663440407,-0.071806444994799,1.0987018495256498,1.0,24.0,3333.333333333333,743.3404914580005,0.3653668827661656,Q4,0,743.3404914580005,2026-02,BNAI,1.9822413105546681,False
SHLS,2026-02-25,7.43,0.0,0.0,no_fill,0,0,4.450625869262857,630273.0,2.097779616873543,82.15125662276593,3.0,0.7187499999999999,2.0862308762169604,0.0,0.7261763374530668,5.193855157278718,23.262618873445497,0.0597484276729558,5196040.4,8.135890365726862,-35.544598834603306,8.25595434904137,4.745264297791064,0.1651719091844254,0.0941769657630474,0.4117261948061289,1.2780416373223291,2.0,25.0,3333.333333333333,0.0,0.3944237422481518,Q4,0,0.0,2026-02,SHLS,0.0,False
MST,2026-02-25,3.5104999999999995,2720.087602000008,5.440551581358414,scale_eod,1,1,2.325581395348839,71770.0,0.6954834357746622,65.80988131551823,2.0,0.6250000000000028,0.8720930232558213,0.0,0.2782532793496834,6.172839506172831,11.728395061728392,0.7631578947368424,623451.2,14.52661717225125,-44.87179487179488,16.083316632435842,1.2662835519444025,0.1651719091844254,0.0941769657630474,0.4117261948061289,1.2780416373223291,2.0,25.0,3333.333333333333,181.33917346666712,0.2756706619527931,Q3,2,181.33917346666712,2026-02,MSTR,0.4835711292444457,False
RBNE,2026-02-27,4.2,0.0,0.0,no_fill,0,0,2.6442307692307767,92963.0,1.77583392119265,39.06946627660549,2.0,0.2327272727272706,-1.0673076923077027,1.0,-0.6964220207548676,7.493540051679587,15.50129198966409,0.099849974995833,532583.95,14.121837879506996,-21.36105860113421,7.828526667094085,2.08270076482778,0.1991040318566471,0.1074868971979183,-0.9009139706948968,1.0099039711767417,4.0,27.0,3333.333333333333,0.0,0.282645528061697,Q3,2,0.0,2026-02,RBNE,0.0,False
ANTX,2026-03-09,3.09927,24238.755909959997,48.48000985908399,scale_eod,1,1,3.973509933774824,239287.0,1.938367795666738,63.79415659881855,2.0,1.0,2.3178807947019817,1.0,2.453857684109699,5.964912280701752,49.12280701754386,0.9142857142857144,515058.2,8.95512723495218,1.6835016835016776,16.666831459037926,13.54804563833757,0.2836177013460565,-0.0060024910337735,-0.8908652845117357,1.1635763397409702,0.0,9.0,3333.333333333333,1615.917060663999,0.1523645271021061,Q2,3,1615.917060663999,2026-03,ANTX,4.309112161770664,False
IRE,2026-03-11,4.803166399999999,4180.500052400007,8.361642436539379,eod,1,1,4.627705627705627,1422888.0,1.6841426827035064,30.61740114902137,4.0,0.8185219831618327,2.813852813852812,1.0,0.4639857966463847,5.963302752293573,13.048165137614662,0.0857795746176832,23858848.0,17.013192000085933,-37.944929482874414,11.8994787272216,0.7967713277690524,0.1269297753638181,0.0368834312365358,0.0590684899140687,1.5996318201572153,2.0,11.0,3333.333333333333,278.7000034933338,0.4041707086995832,Q4,0,278.7000034933338,2026-03,IREN,0.7432000093155567,False
IREX,2026-03-11,25.23548,4835.342569839998,9.672332167615094,scale_eod,1,1,4.00495458298926,64170.0,1.4445551997809245,34.61331881665958,4.0,0.8247422680412352,3.179190751445085,1.0,0.5250532868815279,5.167173252279625,12.765957446808516,0.1258503401360547,3035572.1,16.89942816843019,-5.39062500000001,44.20672025750015,0.2535854773470872,0.1269297753638181,0.0368834312365358,0.0590684899140687,1.5996318201572153,2.0,11.0,3333.333333333333,322.35617132266646,0.5049097706144025,Q5,1,322.35617132266646,2026-03,IREN,0.8596164568604439,False
TURB,2026-03-12,4.4816046,1143.6160114824029,2.287379288212982,lock,1,1,5.016393442622971,293683.0,2.842288418327636,33.413491501753114,3.0,0.7749766573295972,3.5128805620608987,1.0,1.491756402394057,14.171122994652388,37.98395721925133,0.5494861326200199,13079764.15,25.81602513984324,-34.307692307692314,39.42883566920095,0.3541966771625618,0.2220136188219881,-0.0417206800470807,-0.7644197359277383,1.617014653278372,3.0,12.0,3333.333333333333,76.24106743216018,0.1227208877805034,Q2,3,76.24106743216018,2026-03,TURB,0.20330951315242715,False
