symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start
AAOI,2025-01-06,39.85,0.0,0.0,no_fill,0,0,6.202531645569628,343944.0,2.648783773734511,70.08963629861248,3.0,0.4787346938775498,-2.347088607594944,1.0,0.3685992075885371,4.221635883905018,8.733509234828503,0.7794561933534733,0.0,0.0,0.0,0.0,0.0,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0
ARQQ,2025-01-06,41.85,0.0,0.0,no_fill,0,0,6.944444444444447,63498.0,2.579583036219163,45.09774598832041,1.0,0.1754385964912279,-3.752436647173487,0.0,-2.062476819159269,3.479576399394863,21.558245083207275,0.3228070175438592,1325966.95,24.83344230017884,-22.25800340973669,15.442630181624894,0.9239174475653408,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0
SMCI,2025-01-06,36.67960969999999,-403.488481099988,-0.8070688385759766,eod,0,1,4.718044037746626,4334805.0,1.332645803296476,42.750084764744926,5.0,0.9818170798230232,4.489276522733784,1.0,2.431197191286066,4.920492049204923,9.96489648964898,0.9638695691446107,0.0,0.0,0.0,0.0,0.0,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0
MRNA,2025-01-07,45.18514999999999,2463.493340000008,4.929473510655619,eod,1,1,4.988610478359904,584841.0,1.59787989771226,54.55506208382624,4.0,0.963470319634704,2.4373576309795,1.0,2.076502565146728,3.1242659149635856,6.788818416725395,0.3252595155709334,6507075.6,4.965121392172941,-1.3926325247080065,2.0897828383273604,1.3182002987640102,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0
NBIS,2025-01-07,33.7008,-2025.284902500001,-4.052329618287995,stop,0,1,3.807537843682428,543199.0,1.6114344898982926,38.82939259489183,4.0,0.3534279918864099,1.337967253629914,0.0,-0.5788102170228814,3.683536194746953,7.943625880845613,0.2096774193548385,4767803.8,7.088383116663619,-2.441229656419537,3.7786704713783066,1.2084161265193,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0
SOXL,2025-01-07,33.73,0.0,0.0,no_fill,0,0,1.549002085195103,2731631.0,0.7869505264543788,46.508012087040775,1.0,0.0544230769230803,-0.9880845993446468,0.0,-0.7135953963605571,3.324099722991684,5.601723607263785,0.3736263736263746,73424046.9,6.803439436524405,-0.1784121320249844,5.863402376984379,1.296026452064167,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0
ESTA,2025-01-14,36.67,0.0,0.0,no_fill,0,0,8.089500860585199,108062.0,2.899739191555719,76.67655596421868,1.0,0.1028368794326238,-2.065404475043026,0.0,-2.5705394410203577,3.411450608128148,23.138534559477904,0.4500000000000002,822998.0,6.164773569258072,-26.92896220680404,8.926005731298778,4.910726393016751,0.2156352683461101,-0.0616100766703199,0.5108446997712426,1.0963599200950664,1.0,14.0
SMCX,2025-01-21,40.93243,2240.2419600000035,4.482411623253257,target,1,1,2.511931675458427,74589.0,1.3005094520011435,64.83400780244183,3.0,0.0706999999999951,0.1775935694548985,0.0,-1.2884101783016242,3.3489096573208696,6.775441329179636,0.0459404574887932,1258871.923076923,12.57053086006936,-34.37190900098911,9.898690845847828,0.9196614673637906,0.1248605723608637,0.0266535701799751,0.5170855784999361,0.6686836222613797,1.0,21.0
TSLT,2025-01-21,42.3,0.0,0.0,no_fill,0,0,7.115839243498814,134632.0,2.0599530961191888,17.836353995883165,1.0,0.0365448504983387,-6.855791962174938,0.0,-2.5534495005745868,3.271484374999991,8.886718750000002,0.3049450549450547,3156381.6923076925,10.472989252870656,-2.736261209473453,8.620603504644006,1.2710262544536757,0.1248605723608637,0.0266535701799751,0.5170855784999361,0.6686836222613797,1.0,21.0
AAOI,2025-01-22,33.4668001,-298.9495494000004,-0.5979062814553346,eod,0,1,7.926413881748082,557816.0,2.6483648581618406,43.368253780854886,3.0,0.8999878380021876,6.426735218508986,1.0,1.894144074289889,3.217247097844121,19.313432835820898,0.0927357032457494,2806052.214285714,9.103673451403626,-21.90715181932246,5.588558630650695,2.212525828419189,0.1187945603379924,-0.0198871138104028,0.4759141033081842,0.6445171453300713,2.0,22.0
ARQQ,2025-01-22,31.1,0.0,0.0,no_fill,0,0,5.033112582781468,63623.0,2.018668058977292,64.74813937352845,3.0,0.2808552631578964,-0.639403973509926,1.0,-0.7341141285133407,3.7087912087912014,19.573832417582416,0.8807172055650099,1371490.8,24.650699317878512,-42.792195491570375,18.19909192166624,0.9933781546329,0.1187945603379924,-0.0198871138104028,0.4759141033081842,0.6445171453300713,2.0,22.0
IONQ,2025-01-28,40.3599,0.0,0.0,no_fill,0,0,6.638026052104213,846469.0,1.9034865311296767,37.22540572656959,0.0,0.0905694554511497,-4.9348697394789545,0.0,-2.7349737338972733,3.5806953814219065,13.284898806434867,0.30078125,38939275.0,14.247874619699688,-27.073438070880524,14.470319790394326,0.5511426445407626,0.2320602044553864,-0.1714894608904087,0.2085523132622587,0.7303052824008065,1.0,28.0
NNE,2025-01-30,39.76895,14.116110000005952,0.0282381103851239,eod,1,1,7.5257459730657565,494602.0,2.5176699625416994,41.4100555140738,4.0,0.8315789473684222,3.432796408766845,1.0,2.685492503576015,3.6398467432950143,16.390257252326208,0.308732676573718,6820391.15,13.776044068193208,-21.18626430801249,13.093036594415688,1.381655947987675,0.1007814828305571,-0.0430477830391719,0.3572556122364352,1.000545971940559,3.0,30.0
NNE,2025-01-31,42.75,0.0,0.0,no_fill,0,0,5.421686746987952,597922.0,2.0670098660459706,52.81472160978365,3.0,0.3955555555555558,-0.265060240963854,1.0,-0.7961906582062427,3.724068982754317,12.941764558860298,0.6199304750869058,7085408.0,13.953941800767725,-13.631633714880328,13.15656914504418,1.1749326220875351,0.1152263374485671,-0.0181069958847759,0.4065846886156348,1.0439165115580806,4.0,31.0
NNE,2025-02-04,40.89,0.0,0.0,no_fill,0,0,5.02652184895176,362283.0,1.8450658473570831,42.03817712444025,2.0,0.6553768844221107,1.5514018691588702,0.0,0.5722009549248431,3.910761154855648,16.201574803149594,0.6204639709694144,7634437.15,14.619124094874278,-17.606659729448477,12.990049379986443,0.9759095338154692,0.1505352960856477,0.0301104048176754,0.0100373053181088,1.364199540683512,1.0,4.0
SMCX,2025-02-06,40.36342809999999,2874.5664244000086,5.75259315003526,target,1,1,3.1620865139949093,67116.0,1.6475722104685713,37.82027345105469,4.0,0.2817252756095581,0.1274809160305355,0.0,-0.6275445544995423,3.0414263240692097,19.52045097011011,0.5184618070945993,1559211.3,13.257052147412784,-29.02293660827163,9.7336241612035,2.7647285521853258,0.108914485626583,-0.062708340209247,0.292939657740555,1.143959556332789,3.0,6.0
AVL,2025-02-07,33.65,0.0,0.0,no_fill,0,0,1.6572111077933702,431277.0,0.6386189331849169,173.69082388961812,0.0,0.0630630630630697,-1.0749477455956984,0.0,-0.98371576680759,3.141361256544512,5.635971666153378,0.4207650273224037,518443.45,7.489114974224062,-16.00200652119387,8.963734660356343,1.086812843329393,0.1499448005404738,0.0502562243569779,0.094009763821074,0.8076316014152966,4.0,7.0
OKLO,2025-02-07,52.83803999999999,2380.6563000000024,4.762761828409992,eod,1,1,7.774066201032485,2260580.0,2.038503517174071,26.80378988198897,5.0,0.9191406250000006,6.021864561190402,1.0,2.585756381546598,3.423366834170865,13.52575376884423,0.1903899441167819,23175728.75,12.927715825516174,-6.784298924325342,10.16621886881126,0.8579684036904341,0.1499448005404738,0.0502562243569779,0.094009763821074,0.8076316014152966,4.0,7.0
OTEX,2025-02-07,31.75,0.0,0.0,no_fill,0,0,7.330522218618235,103118.0,2.302669556102038,88.63046134814051,2.0,0.0176991150442489,-4.216672072656494,0.0,-4.2318591297723245,4.402302742973238,3.75888926515409,0.1801801801801822,604741.05,2.351705998734396,1.2479474548440033,1.685783149563861,1.8217317974362743,0.1499448005404738,0.0502562243569779,0.094009763821074,0.8076316014152966,4.0,7.0
SMCX,2025-02-07,48.14399999999999,1646.496360000012,3.2947407776670232,eod,1,1,6.555944055944056,162047.0,2.200463334394619,30.87728511169947,3.0,0.8099999999999999,3.649475524475528,0.0,1.784095533993698,4.833906071019472,14.315922107674684,0.7441309670502008,1624131.65,13.196597227365835,-6.944585663446872,10.011651297010909,1.604461066933829,0.1499448005404738,0.0502562243569779,0.094009763821074,0.8076316014152966,4.0,7.0
AOSL,2025-02-10,41.9999,0.0,0.0,no_fill,0,0,3.756422685409583,31036.0,0.8613792880492407,77.07631102129164,2.0,0.0193560874895116,-1.8904507998061104,0.0,-1.8023116309260168,3.5382685069008697,21.55583437892094,0.2083818393480791,781501.85,8.14192027133899,-11.554126473740624,5.318590808072005,2.844555006491668,0.1175350585274692,-0.0869219689067662,0.542636949248463,0.9778811887872528,0.0,10.0
SMCI,2025-02-10,38.33465999999999,2041.281600000005,4.083510848928892,target,1,1,2.262562483556957,5885892.0,1.6524691037314674,56.50805150375419,3.0,0.6046511627907017,-0.342015259142319,1.0,-0.0282647557573772,4.768467475192935,7.249173098125696,0.7414448669201524,39409825.4,6.641836331243811,2.840909090909084,5.268029962906297,1.8411579666628008,0.1175350585274692,-0.0869219689067662,0.542636949248463,0.9778811887872528,0.0,10.0
TSDD,2025-02-11,42.93843,1963.5516000000016,3.928648532328736,target,1,1,2.191328934967012,47633.0,0.7711653310953849,56.47666181197187,2.0,0.1505376344086028,-0.9896324222431542,0.0,-0.9997310614548376,3.2854709174981607,6.327573618885377,0.9769230769230788,819793.95,8.63648068304077,3.1348724179829865,6.059952082648075,1.2575440450615671,0.1626421043896802,0.1211517716372115,-0.3802595684880661,0.8105594263949862,1.0,11.0
DKNG,2025-02-14,50.43084,2939.0186100000083,5.880746781136322,eod,1,1,4.597701149425292,2648961.0,1.4306498205339937,23.22314643665693,4.0,0.767901785714286,2.1348522167487736,0.0,0.2248270790216005,4.8869752421959,4.8652314316469205,0.7124209035798058,7527752.65,3.4606137045895324,3.4397100630786923,1.906607720596596,2.927319217907618,0.0918123094074924,0.0278715939272648,0.0344414740950972,0.8910399454275967,4.0,14.0
CONL,2025-02-18,41.1851,0.0,0.0,no_fill,0,0,3.1738813229571887,360236.0,1.44841634339778,28.54525573101288,2.0,0.107271473450311,-2.675097276264578,1.0,-1.1494514200212758,3.135189365437673,13.944820667168305,0.0215835101982081,5258125.6,10.726722107361882,-22.507062373145835,7.42979241717395,2.2234767461621687,0.1014929282346785,-0.036062729177572,0.1935378054780957,0.8071256698853424,1.0,18.0
TWST,2025-02-18,51.07276,-1772.2044599999915,-3.5480165943645723,stop,0,1,3.2591093117408896,43487.0,1.392579246179588,137.70855877842536,3.0,0.5279503105590029,1.5384615384615346,0.0,0.358259516942589,3.803320025215371,3.214961126287037,0.5098039215686279,920536.8,6.3705681737840445,-10.721547011250175,3.3653091039007474,0.8790729496094017,0.1014929282346785,-0.036062729177572,0.1935378054780957,0.8071256698853424,1.0,18.0
DRS,2025-02-20,32.39,0.0,0.0,no_fill,0,0,6.655791190864598,101850.0,2.6924479870221925,65.71373948962348,2.0,0.0,-0.9787928221859612,0.0,-2.9918328869515296,3.7576167907921447,2.329045362220714,0.1744186046511593,705463.4,4.112860183535204,-18.113812449906494,2.984426603069322,1.7474230413654344,0.0873191071866555,-0.0474204889215867,-0.2267795669978605,0.4740886838609913,3.0,20.0
IONQ,2025-02-21,35.5,0.0,0.0,no_fill,0,0,2.4130996839988605,920412.0,1.3246464240676876,81.29193833884688,3.0,0.4766666666666704,0.7193335248491786,0.0,-0.1303326020006827,3.1407407407407475,8.501925925925923,0.3171394716665494,15483376.6,9.114120193559684,-21.933168871944385,3.4869620350548254,0.8434038864623367,0.12558795089893,-0.0877624268646371,-0.0360431206789258,0.6238237461169069,4.0,21.0
CONL,2025-02-24,30.1,0.0,0.0,no_fill,0,0,3.933333333333332,557979.0,1.930561760516171,24.95833455065389,2.0,0.177966101694913,-2.9000000000000035,1.0,-1.0040651637663949,3.5911602209944724,30.90331491712708,0.0211853043711453,5297515.55,11.547948238000208,-43.46332371581651,8.268839394951241,2.4130743703055293,0.2092953722467677,0.0207634297863858,0.3467013368003345,1.0560193312087809,0.0,24.0
BEAM,2025-02-25,32.71,0.0,0.0,no_fill,0,0,3.0529595015576336,80809.0,1.6445595401680235,75.24712341943494,2.0,0.1326530612244887,-0.7476635514018753,0.0,-1.044689854434714,4.254628126014948,8.70185125040598,0.6081065950061583,1276815.6,6.944092436557167,-8.936170212765953,4.763980004094789,1.436919317088544,0.2311105901265943,0.0577734610489696,-0.0100467172351533,1.221462285025183,1.0,25.0
SARK,2025-02-25,38.4149,810.5529230000045,1.6218264267250555,target,1,1,1.0202205882352955,76292.0,0.3889801586700703,99.5097730581712,1.0,0.1462033462033527,-0.2933298319327705,0.0,-0.2435131006475105,3.2537960954446734,8.324566160520597,0.5016448975603415,311059.9,6.022641134057309,-0.8591512626920029,4.687738296503681,2.879619005857071,0.2311105901265943,0.0577734610489696,-0.0100467172351533,1.221462285025183,1.0,25.0
TARS,2025-02-25,47.63,0.0,0.0,no_fill,0,0,13.817453625632378,101430.0,3.9177897468225926,91.15093188884092,1.0,0.2189168573607925,-10.392074198988196,1.0,-1.488243247337657,4.172156346069387,5.950812472551605,0.0184501845018439,484163.2,5.096247975729431,-17.178770949720676,2.8620728110277582,1.9268895281591,0.2311105901265943,0.0577734610489696,-0.0100467172351533,1.221462285025183,1.0,25.0
IONQ,2025-02-26,31.0717,0.0,0.0,no_fill,0,0,2.9294996751137043,506552.0,1.5947270082692997,52.55745666502454,1.0,0.0720860596650747,-1.7706302794022146,0.0,-1.0489276316313223,3.53178607467205,10.057181298351829,0.5384615384615385,14645939.1,9.117006545498372,-30.97106974657996,3.592334175502049,0.9066288552299115,0.1711667869309093,-0.1115940326559318,0.2843968766828118,1.4340210730100995,2.0,26.0
AMZU,2025-02-27,41.12,0.0,0.0,no_fill,0,0,1.6268178456987838,75228.0,0.8119893869160693,54.184406695015255,2.0,0.3333333333333333,0.2711363076164639,0.0,-0.1545668329020676,3.7861345612688586,4.528012279355323,0.2542372881355954,1212779.8,4.1305277950451735,-19.83797668444972,3.1605158527818484,0.8139795864014225,0.1139314735695652,0.0402111083186745,0.3885356746392268,1.265368543209746,3.0,27.0
HIMS,2025-02-27,44.64352999999999,-2334.2676818999944,-4.672636998015156,stop,0,1,4.420041657023837,1597824.0,1.570859752667032,23.51168357240417,4.0,0.921776009215142,2.662809534829894,1.0,1.348484121840373,3.151110050131297,11.21986154213415,0.4191489361702129,31503225.7,11.40828858398912,-40.79199780761853,11.590205151157384,1.430538682900653,0.1139314735695652,0.0402111083186745,0.3885356746392268,1.265368543209746,3.0,27.0
NBIS,2025-02-27,38.05,0.0,0.0,no_fill,0,0,2.845744680851064,652768.0,1.5668754590889409,67.96205905784572,2.0,0.1898130841121553,-1.1087765957446762,0.0,-0.7072372920733012,4.502501389660936,7.754307948860477,0.3046594982078833,15848033.1,9.50995378417902,-26.08610182818949,6.387531839750647,0.7837663463739232,0.1139314735695652,0.0402111083186745,0.3885356746392268,1.265368543209746,3.0,27.0
NVD,2025-02-28,32.6,0.0,0.0,no_fill,0,0,3.1486146095717884,397999.0,1.6537296709933196,25.339379188084028,4.0,0.3399999999999998,0.566750629722921,1.0,-0.3460979365463145,3.621533442088101,19.54323001631322,0.9899833055091816,4992884.4,8.418530412523724,-12.143845089903174,6.708611929147102,1.8901437013042,0.0,0.0,0.0871720365780687,1.6620960712797983,4.0,28.0
AA,2025-03-03,34.51,0.0,0.0,no_fill,0,0,1.768115942028984,208209.0,0.6586415021450998,102.87681817645624,1.0,0.1311475409836038,-1.5072463768116031,1.0,-0.5583195328199516,3.7593984962406015,2.4360902255639165,0.8641975308641986,4656159.7,3.744332855094911,-10.575427682737166,2.8009606456237965,1.0033590557471643,0.0,0.0,0.3365983372042142,1.8837371606417952,0.0,3.0
APGE,2025-03-03,34.94452,-4270.709299999999,-8.546433031559738,stop,0,1,8.726270667483176,50384.0,2.076388173782412,125.48119744403694,4.0,0.9333333333333318,6.09308022045316,1.0,5.58294840731904,3.88040712468192,5.829516539440212,0.9841772151898734,557139.35,6.257795835591182,-25.789593274255857,3.6652460406241656,1.2294841497015063,0.0,0.0,0.3365983372042142,1.8837371606417952,0.0,3.0
