date,pnl_R,symbol
2025-01-07,-0.04382504279999994,SMST
2025-01-10,0.10087400107199997,AMPX
2025-01-16,0.18004394183879988,ARQQ
2025-01-23,-0.049363447911599904,PDYN
2025-01-23,-0.018367655340571602,NTRB
2025-02-05,-0.048412786842000025,NVNI
2025-02-07,0.07958943127599989,TNXP
2025-02-19,-0.02099685025564294,BKSY
2025-02-20,0.1314680532191999,TUYA
2025-02-20,0.04081184847839993,REBN
2025-02-26,-0.03221778230091773,CADL
2025-03-14,0.05156787279600005,PLTU
2025-03-24,0.09417836752800009,TSLG
2025-03-27,0.024452392960776066,HMR
2025-04-11,0.11265840855420024,MSTU
2025-05-06,-0.03798605558928564,PONY
2025-05-13,0.17004984807126602,SMCX
2025-05-13,0.15798481492500013,SMCL
2025-05-13,0.041442992600000124,OMER
2025-05-16,-0.025740249986077705,SHLS
2025-05-28,0.09848895059807977,EDBL
2025-06-10,-0.017889326252292906,ALAR
2025-06-12,-0.012791779199999855,ARAI
2025-06-12,-0.0382609227047143,ZENA
2025-06-13,-0.009904762079999999,UMAC
2025-06-16,0.071182515,URGN
2025-06-17,0.11232419687500013,RBNE
2025-06-17,-0.012651011376000063,XTIA
2025-06-17,-0.029357790130583906,INDO
2025-07-03,0.028281132886984015,SY
2025-07-10,-0.003987755199999899,ZEPP
2025-07-11,-0.030201965779275596,KWM
2025-07-11,-0.030201965779275596,NXAT
2025-07-24,0.021984605412000105,LIMN
2025-08-21,0.04737413533439998,NCNA
2025-08-26,-0.028546888749107116,ASST
2025-09-09,-0.0034599713399999545,CRWU
2025-09-09,-0.006985815329999793,CRWG
2025-09-09,-0.003987955199999829,CWVX
2025-09-11,0.019204715594200252,OPAD
2025-09-12,-0.008375544000000063,ZONE
2025-09-15,-0.00792671318399988,CCUP
2025-09-15,-0.009348645199999527,CRCG
2025-09-15,-0.012088710399999848,CRCA
2025-09-18,-0.004650843340000029,CCUP
2025-09-18,-0.004984002999999931,CRCG
2025-09-22,-0.03743436000000011,ANGX
2025-09-24,-0.031360867999999924,CRCA
2025-09-24,-0.033772438176000036,CRCG
2025-09-24,0.015458984951200051,FOFO
2025-09-30,0.26041599222520395,ZURA
2025-10-02,-0.0017705417520000042,RZLV
2025-10-02,0.16672110943029617,CCUP
2025-10-02,0.1683223653414,CRCG
2025-10-02,0.16777701344200005,CRCA
2025-10-03,-0.004360203056000003,BTQ
2025-10-16,0.16392706703940008,RGTZ
2025-10-16,0.03167339126399991,BTQ
2025-10-28,0.010066511098800131,NEUP
2025-11-06,-0.022481508139542743,BW
2025-11-12,-0.04142776613999999,CRWU
2025-11-12,-0.009469768399999898,CRWG
2025-11-12,-0.01236662219999987,CWVX
2025-11-17,0.09730368708000017,DGNX
2025-11-20,0.0451426775715998,NKLR
2025-11-20,-0.06593570999999988,IRE
2025-11-26,-0.0368450060879999,BMNG
2025-11-26,-0.041353995599999784,BMNU
2025-11-26,-0.048583200000000035,CRWU
2025-11-28,0.017608394036000136,BMNG
2025-11-28,0.11757070548319995,CCUP
2025-11-28,0.015879850931719994,RIOX
2025-12-02,-0.034283933816000034,BMNU
2025-12-02,-0.02811978,CCUP
2025-12-02,-0.02625067489999983,CRCA
2025-12-03,0.040184641975800135,CMCT
2025-12-05,-0.04463912399999988,LGHL
2025-12-05,-0.032398074971428686,CAPR
2025-12-16,0.08018954256000013,CCUP
2025-12-16,0.08497176096000018,CRCA
2025-12-19,0.04830021960000027,BMNU
2025-12-24,-0.06167077839999985,FJET
2025-12-30,-0.0127880219999998,FLYE
2025-12-30,-0.021095307200000114,AXTI
2026-01-06,0.011563775227199872,DFLI
2026-01-09,-0.012773218736000114,MLTX
2026-01-15,-0.026374706592142833,NBIG
2026-01-22,-0.009871471499999947,RGTU
2026-01-22,-0.03965526959999963,RGTX
2026-01-23,0.37640608295040007,BNAI
2026-01-26,-0.03936842938389091,NBIG
2026-01-26,-0.039515831198014266,NBIL
2026-01-27,-0.0177916619999997,CRWU
2026-01-27,-0.02043399319999975,CRWG
2026-01-27,0.04273583760000023,NBIG
2026-02-04,-0.005424927299999985,ANL
2026-02-06,0.20156267861280006,CWVX
2026-02-13,-0.03537272369999995,MSTU
2026-02-13,-0.030045639400000046,MST
2026-02-13,-0.0055719142999998555,RGTU
2026-02-18,0.12155923181599974,XTND
2026-02-23,-0.003597366359999999,SPAI
2026-02-24,0.2230021474374002,BNAI
2026-02-25,0.05440175204000015,MST
2026-03-09,0.48477511819919983,ANTX
2026-03-11,0.08361000104800013,IRE
2026-03-11,0.09670685139679995,IREX
2026-03-12,0.02287232022964806,TURB
2026-03-13,0.006741937800000089,KLAR
2026-03-20,0.5649145022020001,ANNA
2026-03-27,-0.010486145249999858,BATL
2026-03-31,-0.037055849999999876,IREX
2026-04-10,-0.0048831513599997085,UGRO
2026-04-14,-0.004737998031999936,NBIG
2026-04-14,-0.006522180789999985,NBIL
2026-04-15,0.028612735869199973,SMU
2026-04-16,0.1493746838320001,ROLR
2026-04-17,-0.02130880341385715,HOOG
2026-04-20,-0.018652047263999848,SKYQ
2026-04-21,-0.03531352410300011,EFOI
2026-04-24,-0.0077427881999998765,SHMD
2026-04-30,-0.030553912169999916,IREX
2026-05-13,-0.0010515741999998676,LWLG
2026-05-18,-0.03986976036596421,YSS
2026-05-21,-0.015228456799999929,WNW
