symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
VUZI,2025-01-02,4.2210252,-298.7924939999941,-0.5976083724873167,tag_bb,0,1,4.985294117647065,170464.0,1.8037735350216395,86.0055586454505,4.0,0.6637168141592902,1.470588235294108,0.0,0.5709401169171622,3.55329949238579,14.210659898477154,0.1250223254152524,2907338.7,15.74158123247003,-25.683060109289617,9.635261039448666,1.089294824851332,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,-19.919499599999607,0.37323618517719254,Q4,0,-19.919499599999607,2025-01,VUZI
POET,2025-01-02,6.369049999999999,-1297.2909999999927,-2.5947354786035453,stop,0,1,2.2435897435897383,121148.0,1.3940116195599646,54.90149096573854,2.0,0.6785714285714284,1.0416666666666583,1.0,0.392786665311261,4.873949579831933,15.798319327731097,0.1489361702127665,3374419.5,12.14925166155446,-19.897304236200256,9.977018759014216,0.995217695962224,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,-86.48606666666618,0.5035802435170847,Q5,1,-86.48606666666618,2025-01,POET
LTBR,2025-01-02,4.97488,-500.5904999999991,-1.001230180426461,tag_bb,1,1,2.8340080971659853,23299.0,0.8713370430238244,125.9281319667753,3.0,0.7964285714285696,-0.1720647773279477,1.0,1.270461245699769,4.439746300211415,12.44397463002115,0.3737682636765213,0.0,0.0,0.0,0.0,0.0,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,-33.37269999999994,0.4706457897149831,Q5,1,-33.37269999999994,2025-01,LTBR
SERV,2025-01-02,14.292749999999998,1994.0928255000028,3.988501580210175,scale_lock,1,1,2.756183745583043,344889.0,1.4535578214859095,48.73095131778289,2.0,0.2053846153846146,-1.4833922261484176,0.0,-0.8465256515046485,4.8148148148148175,17.03703703703704,0.0652173913043479,11888397.2,17.10507437119259,-23.214673323203822,11.855725762708454,0.6014433972646877,0.3121871765723938,-0.2646804323113635,0.5647693147693055,1.1619235494508564,3.0,2.0,3333.333333333333,132.9395217000002,0.2966484709850134,Q3,2,132.9395217000002,2025-01,SERV
RCAT,2025-01-03,12.657859999999998,1070.876955499994,2.1418161521773706,lock,1,1,4.611201298701293,460725.0,1.746553294236702,52.394211756054354,2.0,0.8943847914099652,1.9480519480519496,0.0,1.9970255195291664,3.269069572506292,13.830678960603525,0.3757575757575752,13142319.7,17.928657268549628,-17.37089201877934,11.137324672533577,0.6451719478411411,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.333333333333,71.39179703333292,0.3505019507962056,Q4,0,71.39179703333292,2025-01,RCAT
ATOM,2025-01-03,13.59065,7549.185960150004,15.102476561994886,scale_eod,1,1,3.1022222222222293,92596.0,1.814878773369629,67.09697636383439,3.0,0.8266475644699113,-0.167407407407412,1.0,1.0002746450162203,4.32766615146832,13.060278207109736,0.964497041420118,768418.65,11.810653479909044,-7.216494845360829,8.07883118665945,1.0845585280888224,0.2910489677122932,0.0917399962555081,0.4943212917350825,1.375205605188249,4.0,3.0,3333.333333333333,503.27906401000024,0.11184447442372734,Q2,3,503.27906401000024,2025-01,ATOM
UAVS,2025-01-06,3.4876,0.0,0.0,no_fill,0,0,2.8621700879765366,51603.0,1.241160559051718,76.68819145164304,1.0,0.1065573770491778,-0.2815249266862251,0.0,-0.917784482214996,3.333333333333343,11.212121212121216,0.1891891891891887,0.0,0.0,0.0,0.0,0.0,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,0.0,0.21537152760379358,Q3,2,0.0,2025-01,UAVS
RGTIW,2025-01-07,8.8,0.0,0.0,no_fill,0,0,4.875000000000003,40635.0,1.9938329589442323,64.4600904289659,1.0,0.9067599067599048,-0.454545454545465,1.0,2.1239546467222823,4.018912529550826,25.47281323877068,0.3828306264501166,1789273.2,27.964969388534985,-10.112359550561782,28.483391199687567,1.3663626102486752,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,3333.333333333333,0.0,0.3445670208776079,Q4,0,0.0,2025-01,RGTIW
NN,2025-01-07,14.041999999999998,-306.05319999999244,-0.6122347243982189,tag_bb,0,1,3.589375448671931,104859.0,1.2816440075680315,68.77689298867567,1.0,0.5399999999999991,-1.148600143575019,0.0,0.0662425833874812,3.1469825990373854,36.46723435764533,0.5735954029523443,2331718.0,12.009612069522092,-18.20317087492661,7.38270373187036,3.2336894941841168,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,3333.333333333333,-20.403546666666163,0.20672129224416483,Q3,2,-20.403546666666163,2025-01,NN
MRVI,2025-01-13,5.175479999999999,-1695.1850999999924,-3.3906999930441084,stop,0,1,3.0753968253968305,253678.0,1.8497031279966785,110.14406817763458,2.0,0.2258064516129037,0.0,1.0,-1.0197008039184694,3.917525773195885,27.52577319587629,0.1647940074906365,1952047.375,8.137497184328845,-18.84057971014493,8.128826637226144,3.3662958615438314,0.1702068534310607,0.1181027146256428,-0.8131061689262565,1.3506397080078154,0.0,13.0,3333.333333333333,-113.01233999999948,0.21467124901683127,Q3,2,-113.01233999999948,2025-01,MRVI
