day,symbol,m,sp_mean,sp_med,mid_med,n_q,err
2024-11-12,ALT,684,0.015795275590551352,0.019999999999999574,8.620000000000001,635,
2024-11-12,ALT,720,0.014056420233462825,0.009999999999999787,9.9,1028,
2024-11-12,ALT,728,0.01940835266821336,0.019999999999999574,9.665,862,
2024-11-12,ALT,780,0.01427725118483408,0.009999999999999787,9.155000000000001,844,
2024-11-12,ALT,835,0.012269601100412544,0.009999999999999787,9.485,727,
2024-11-12,ALT,840,0.011002785515320312,0.009999999999999787,9.495000000000001,359,
2024-11-12,ALT,870,0.015150214592274645,0.019999999999999574,9.344999999999999,699,
2024-11-12,ALT,955,0.01012931034482737,0.009999999999999787,9.504999999999999,696,
2024-11-12,AVD,600,0.03980582524271859,0.040000000000000036,5.855,103,
2024-11-12,AVD,605,0.07776699029126204,0.08000000000000007,5.785,103,
2024-11-12,AVD,661,0.040000000000000036,0.040000000000000036,5.720000000000001,7,
2024-11-12,AVD,700,0.03500000000000014,0.03500000000000014,5.6175,28,
2024-11-12,AVD,841,0.019268292682927242,0.020000000000000462,5.77,41,
2024-11-12,AVD,955,0.010891719745223042,0.009999999999999787,5.875,157,
2024-11-12,AXSM,600,0.7852287581699343,0.6599999999999966,99.56,153,
2024-11-12,AXSM,605,0.5466666666666707,0.5600000000000023,98.30000000000001,48,
2024-11-12,AXSM,660,0.5918749999999995,0.5600000000000023,96.22,32,
2024-11-12,AXSM,840,0.2932653061224456,0.3199999999999932,97.83,49,
2024-11-12,AXSM,955,0.1819318181818184,0.18000000000000682,98.985,88,
2024-11-12,BTBT,600,0.010029958058717916,0.009999999999999787,5.615,1669,
2024-11-12,BTBT,618,0.010005694760820038,0.009999999999999787,5.535,1756,
2024-11-12,CAMT,600,0.3422950819672121,0.3299999999999983,87.13,61,
2024-11-12,CAMT,607,0.3272058823529414,0.30999999999998806,85.2325,136,
2024-11-12,CAMT,840,0.17899999999999777,0.1799999999999926,83.12,10,
2024-11-12,CAMT,955,0.12838461538461274,0.12999999999999545,84.405,130,
2024-11-12,DLO,780,0.011098901098900863,0.009999999999999787,9.03,91,
2024-11-12,DLO,929,0.010201342281879406,0.009999999999999787,9.395,149,
2024-11-12,DLO,955,0.010031948881788924,0.009999999999999787,9.335,313,
2024-11-12,DXCM,840,0.14804347826087047,0.1599999999999966,74.61,184,
2024-11-12,DXCM,955,0.030051599587203836,0.030000000000001137,74.33,969,
2024-11-12,DYN,660,0.10580645161290395,0.10999999999999943,30.325,31,
2024-11-12,DYN,719,0.0890909090909101,0.08999999999999986,29.695,22,
2024-11-12,FOUR,600,0.20838709677419462,0.20000000000000284,102.08,155,
2024-11-12,FOUR,648,0.25504201680672156,0.29999999999999716,100.28999999999999,119,
2024-11-12,GENI,600,0.016808510638298073,0.019999999999999574,9.375,752,
2024-11-12,GENI,660,0.01288834951456338,0.009999999999999787,9.625,412,
2024-11-12,GENI,688,0.011612903225806225,0.009999999999999787,9.745000000000001,434,
2024-11-12,GENI,756,0.010580808080807963,0.009999999999999787,9.425,396,
2024-11-12,GENI,955,0.010089686098654668,0.009999999999999787,9.395,223,
2024-11-12,KURA,600,0.1495000000000001,0.16000000000000014,19.4,20,
2024-11-12,KURA,920,0.06260162601625943,0.07000000000000028,18.915,123,
2024-11-12,MLYS,660,0.16999999999999993,0.16999999999999993,13.885000000000002,3,
2024-11-12,MLYS,681,0.11857142857142902,0.120000000000001,13.675,56,
2024-11-12,NA,904,0.11787499999999977,0.09999999999999964,5.75,160,
2024-11-12,NA,905,0.10694267515923575,0.03000000000000025,6.065,157,
2024-11-12,NA,945,0.0599999999999995,0.02999999999999936,8.015,8,
2024-11-12,NEOV,720,0.030714285714285503,0.02999999999999936,5.3675,28,
2024-11-12,NEOV,833,0.03428571428571381,0.02999999999999936,5.255,7,
2024-11-12,NPWR,600,0.09999999999999964,0.09999999999999964,10.04,5,
2024-11-12,NPWR,620,0.0951851851851849,0.09999999999999964,10.059999999999999,54,
2024-11-12,NPWR,710,0.0663333333333335,0.0600000000000005,10.309999999999999,90,
2024-11-12,NPWR,900,0.05205882352941186,0.0600000000000005,11.11,34,
2024-11-12,NPWR,955,0.016948529411764685,0.019999999999999574,11.3175,272,
2024-11-12,NXE,900,0.010000000000000045,0.009999999999999787,7.595,120,
2024-11-12,NXE,955,0.009999999999999962,0.009999999999999787,7.625,783,
2024-11-12,RIGL,600,0.4594117647058821,0.46000000000000085,26.7,17,
2024-11-12,RIGL,652,0.18633027522935716,0.1999999999999993,27.85,109,
2024-11-12,RIGL,660,0.2072941176470589,0.1999999999999993,28.11,85,
2024-11-12,RIGL,677,0.3679999999999995,0.33999999999999986,28.325,15,
2024-11-12,RIGL,720,0.4949999999999992,0.4949999999999992,28.4525,4,
2024-11-12,RIGL,740,0.31392857142857133,0.29999999999999893,28.295,140,
2024-11-12,RIGL,748,0.40034965034964876,0.389999999999997,27.655,143,
2024-11-12,RIGL,946,0.1573770491803272,0.16999999999999815,27.0,61,
2024-11-12,RIGL,955,0.1548739495798318,0.129999999999999,27.09,119,
2024-11-12,SE,600,0.20095238095237863,0.18999999999999773,112.81,189,
2024-11-12,SE,636,0.22199186991870115,0.21999999999999886,111.1525,246,
2024-11-12,SGRY,600,0.24215686274509898,0.19000000000000128,29.645000000000003,51,
2024-11-12,SGRY,603,0.1951612903225813,0.240000000000002,28.97,62,
2024-11-12,SGRY,720,0.010000000000001563,0.010000000000001563,27.685000000000002,8,
2024-11-12,SGRY,849,0.05480769230769022,0.054999999999999716,28.795,52,
2024-11-12,SGRY,955,0.011676646706587268,0.010000000000001563,29.369999999999997,167,
2024-11-12,SNDX,600,0.04537890044576561,0.03999999999999915,16.9,673,
2024-11-12,SNDX,851,0.04946236559139905,0.05000000000000071,16.59,93,
