date,symbol,signal_m,entry_m,exit_m,why,R,r_pct,BR,kept,order_in_day,net_R_proxy,net_R_measured,placebo_R
2026-09-16,AAOX,614,615,819,stop,0.2899999999999991,3.131749460043187,0.6666666666666666,True,2.0,-1.1083655172413795,-1.0470551724137924,-1.0
2026-09-16,ALVO,653,654,769,stop,0.1486,2.7223097497526854,0.696969696969697,True,9.0,-1.124693943472409,-1.081788156123821,
2026-09-16,APLX,838,839,841,stop,0.1349999999999998,1.8698060941828225,0.5757575757575758,False,,-1.1816370370370373,,
2026-09-16,AXTX,646,647,847,target,0.1500000000000003,2.4509803921568687,0.696969696969697,True,8.0,1.8608800000000003,1.916613333333335,2.0
2026-09-16,CIFG,632,633,752,stop,0.1299999999999999,3.023255813953486,0.5757575757575758,False,,-1.2630006153846125,,
2026-09-16,CIFR,625,626,896,stop,0.5098999999999982,2.973195178980625,0.6363636363636364,True,7.0,-1.1141550892331833,-1.0328652284761717,
2026-09-16,COHH,668,669,866,stop,0.1300000000000007,2.2687609075043764,0.7272727272727273,True,10.0,-1.1496615384615376,-1.1328153846153848,
2026-09-16,COHX,668,670,866,stop,0.4600000000000008,1.9969611460820529,0.7272727272727273,True,11.0,-1.1700586956521737,-1.2480913043478303,2.0
2026-09-16,CRDU,617,618,845,target,0.1400000000000005,2.2292993630573337,0.6666666666666666,True,5.0,1.8470857142857149,1.8745142857142847,0.0526315789473671
2026-09-16,CRWG,681,682,728,stop,0.3699999999999974,2.109464082098047,0.7272727272727273,True,12.0,-1.1609783783783794,-1.1538972972972954,-1.0
2026-09-16,CWVX,680,682,730,stop,0.2899999999999991,1.986301369863008,0.7272727272727273,True,13.0,-1.3433517241379345,-1.34748965517242,
2026-09-16,FPSX,610,611,843,target,0.1300000000000003,3.5326086956521827,0.6666666666666666,True,1.0,1.9033538461538464,1.795969230769232,
2026-09-16,IREX,618,619,896,stop,0.4913000000000007,3.255798542080853,0.6666666666666666,True,6.0,-1.1042290657439444,-1.093502422145329,-1.0
2026-09-16,NBIG,616,617,896,stop,0.3526000000000007,2.2818166522138714,0.6363636363636364,True,4.0,-1.148804083947816,-1.144953261486105,2.0
2026-09-16,NBIL,614,615,668,target,0.4100000000000001,1.8385650224215253,0.6666666666666666,True,3.0,1.814673170731708,1.8315024390243928,
2026-09-17,ABTC,609,610,788,target,0.2327999999999992,2.7132867132867045,0.5785123966942148,False,,1.874290721649484,,
2026-09-17,AEHG,616,617,654,stop,0.2745999999999995,3.761643835616432,0.6115702479338843,True,2.0,-1.0901860160233068,-1.192516678805535,
2026-09-17,APLX,763,764,890,stop,0.1397000000000012,1.6995133819951491,0.6528925619834711,True,11.0,-1.199857265569075,-1.1307090909091002,0.0833333333333366
2026-09-17,ARMG,787,788,815,stop,0.4248999999999974,2.2893318965517104,0.6611570247933884,True,15.0,-1.2306707931277965,-1.252605365968468,0.6127055788455408
2026-09-17,ASTX,646,647,671,stop,0.3498999999999999,3.0964601769911493,0.5785123966942148,False,,-1.1096028008002288,,
2026-09-17,AXTX,738,739,955,eod,0.2720000000000002,3.923831506058861,0.6776859504132231,True,9.0,-0.3880602941176494,-0.4035161764705902,-0.0287333063537043
2026-09-17,BEAM,691,692,708,stop,0.4593999999999987,1.8058602011053668,0.4958677685950413,False,,-1.188075925119722,,
2026-09-17,BNC,626,627,658,stop,0.0750000000000001,1.4409221902017324,0.6033057851239669,False,,-1.2357599999999995,,
2026-09-17,BRUN,612,613,674,target,0.3949999999999978,2.4511324852621645,0.5785123966942148,False,,1.860888607594936,,
2026-09-17,CAPR,619,620,639,target,0.1799999999999997,1.9672131147540952,0.5867768595041323,False,,1.8267666666666664,,
2026-09-17,CONL,766,767,955,eod,0.0810000000000004,1.6363636363636445,0.6446280991735537,True,12.0,1.2734074074074024,1.3332839506172758,
2026-09-17,CRCA,702,703,955,eod,0.6400000000000006,3.470715835141001,0.5702479338842975,False,,0.722185937499997,,
2026-09-17,CRCG,729,730,955,eod,0.2656999999999989,2.093774625689511,0.6363636363636364,True,7.0,0.4020474219044064,0.3571471584493824,0.3106603023070767
2026-09-17,DNA,652,653,662,stop,0.1499999999999994,1.9132653061224425,0.5785123966942148,False,,-1.1775066666666674,,
2026-09-17,ELMT,609,610,736,target,0.6999999999999993,3.301886792452827,0.5785123966942148,False,,1.8966285714285716,,
2026-09-17,FCEL,826,827,955,eod,0.3200000000000003,1.7917133258678628,0.6528925619834711,True,16.0,-0.5646875000000027,-0.4753750000000093,
2026-09-17,FPSX,744,745,955,eod,0.1349999999999998,3.0892448512585764,0.6776859504132231,True,10.0,0.2602370370370361,0.1721629629629625,
2026-09-17,HIVE,651,652,674,stop,0.0660000000000002,2.16039279869068,0.5950413223140496,False,,-1.1571787878787871,,
2026-09-17,HYMC,677,678,955,eod,0.3549999999999969,1.6450417052826547,0.4793388429752066,False,,-0.6572957746478835,,
2026-09-17,INTW,708,709,929,stop,0.4239999999999995,1.5631451660473052,0.5702479338842975,False,,-1.2173101886792457,,
2026-09-17,IONX,709,710,955,eod,0.490000000000002,2.088661551577161,0.5867768595041323,False,,-0.179719061224493,,
2026-09-17,KEEL,646,647,955,eod,0.1049999999999999,2.888583218707015,0.5785123966942148,False,,-0.736628571428571,,
2026-09-17,LPTH,671,672,707,stop,0.2180999999999997,2.159405940594057,0.4628099173553719,False,,-1.1595427785419563,,
2026-09-17,LUNL,648,649,674,stop,0.0899999999999998,2.3316062176165766,0.6033057851239669,False,,-1.1456222222222223,,
2026-09-17,MKDW,643,644,647,stop,0.2449999999999992,2.6358257127487814,0.5619834710743802,False,,-1.1287918367346943,,
2026-09-17,MSTU,784,785,916,stop,0.5699000000000005,1.8413570274636528,0.6446280991735537,True,13.0,-1.1844464291981047,-1.1180312686436211,
2026-09-17,MSTX,784,785,916,stop,0.2699999999999996,1.89473684210526,0.6446280991735537,True,14.0,-1.1792444444444448,-1.0764666666666656,-1.0
2026-09-17,MULL,637,638,754,stop,0.3458000000000005,1.573527604989059,0.5867768595041323,False,,-1.2158750144592243,,
2026-09-17,MUU,640,641,754,stop,0.5041000000000011,1.5942441492726158,0.5702479338842975,False,,-1.213067208887125,,
2026-09-17,OKLL,616,617,689,target,0.2696000000000005,2.600434048709916,0.6115702479338843,True,3.0,1.8688525964391691,1.9285799703264108,-0.4287754373438035
2026-09-17,ORCU,612,613,713,target,0.1299999999999999,1.6497461928933996,0.5785123966942148,False,,1.793507692307699,,
2026-09-17,ORCX,613,614,955,eod,0.379999999999999,1.7272727272727229,0.5867768595041323,False,,0.566163157894736,,
2026-09-17,PURR,610,611,955,eod,0.2899999999999991,2.314445331205101,0.5702479338842975,False,,0.870134482758623,,
2026-09-17,QBTX,692,693,955,eod,0.1610000000000004,2.4765420704507077,0.5041322314049587,False,,0.3532968944099352,,
2026-09-17,QCML,611,612,651,stop,0.4750000000000014,2.3649489668907213,0.5785123966942148,False,,-1.143566315789473,,
2026-09-17,QMCO,737,738,932,stop,0.5500000000000007,2.1379980563654057,0.6694214876033058,True,8.0,-1.1588272727272726,-1.2003272727272718,
2026-09-17,RDWU,643,645,671,stop,0.2199999999999997,3.026134800550203,0.5619834710743802,False,,-1.1121545454545456,,
2026-09-17,RGTX,626,627,696,target,0.1499999999999985,1.5592515592515446,0.6033057851239669,False,,1.7815466666666646,,
