,0
2016-01-31,0.0
2016-02-29,0.0
2016-03-31,0.0
2016-04-30,0.0
2016-05-31,0.0
2016-06-30,0.0
2016-07-31,0.0
2016-08-31,0.0
2016-09-30,0.0
2016-10-31,0.0
2016-11-30,0.0
2016-12-31,0.0
2017-01-31,0.0
2017-02-28,0.0
2017-03-31,0.0
2017-04-30,0.0
2017-05-31,-0.005425423633796944
2017-06-30,-0.008322454946879332
2017-07-31,0.00726653304844449
2017-08-31,0.007063183441472942
2017-09-30,0.03295602490916005
2017-10-31,-0.080373296938822
2017-11-30,0.05119798052877411
2017-12-31,0.012849659676962721
2018-01-31,0.07758242091440737
2018-02-28,-0.03104637570091373
2018-03-31,-0.0024924603481280005
2018-04-30,-0.008398801559758251
2018-05-31,0.010338435675216529
2018-06-30,0.019745929236801407
2018-07-31,-0.0008412132257922256
2018-08-31,0.05278525594506078
2018-09-30,0.00575293253630349
2018-10-31,-0.053883897385174184
2018-11-30,0.05876787222282975
2018-12-31,-0.11075101900891149
2019-01-31,0.09815755888556388
2019-02-28,0.06469569856892599
2019-03-31,0.00021006292300485008
2019-04-30,0.060467184902907034
2019-05-31,-0.070712990375702
2019-06-30,0.07127974993526376
2019-07-31,-0.0028089801433457406
2019-08-31,-0.02003741094022682
2019-09-30,0.010657480490520843
2019-10-31,0.011666705571234948
2019-11-30,0.02653006327391827
2019-12-31,0.026685170237468858
2020-01-31,-0.027582865184580974
2020-02-29,-0.07758859395693107
2020-03-31,-0.17803149040693045
2020-04-30,0.2514442259771732
2020-05-31,0.08636790931808291
2020-06-30,0.07112251504787825
2020-07-31,0.020036630704478142
2020-08-31,0.07208637940506146
2020-09-30,0.016807393259702152
2020-10-31,-0.03638093396271258
2020-11-30,0.08644353151628192
2020-12-31,0.08469739482794836
2021-01-31,0.10101218410287838
2021-02-28,0.10423228839714804
2021-03-31,0.05536689250947635
2021-04-30,0.07942642677922418
2021-05-31,0.022217818488243335
2021-06-30,0.03366426499328923
2021-07-31,0.02996853711733083
2021-08-31,-0.020501949326402702
2021-09-30,-0.05456893296893284
2021-10-31,0.061656151854924124
2021-11-30,-0.05493528580021545
2021-12-31,0.06519104801777686
2022-01-31,-0.09902350435115381
2022-02-28,0.018237921740830165
2022-03-31,0.014757636782448902
2022-04-30,-0.06354198427305846
2022-05-31,0.028803445451019316
2022-06-30,-0.08223099347705276
2022-07-31,0.05227468028159121
2022-08-31,0.0007542446625135035
2022-09-30,-0.10981622181427997
2022-10-31,0.08612701072094131
2022-11-30,-0.007263608615645012
2022-12-31,-0.05446724316172469
2023-01-31,0.1248814109221994
2023-02-28,-0.0027928917317303625
2023-03-31,-0.027294896818836567
2023-04-30,-0.020688318928123395
2023-05-31,0.0006736735064278854
2023-06-30,0.08861828581014852
2023-07-31,0.059818237320136136
2023-08-31,-0.03266123700375245
2023-09-30,-0.043031145008398
2023-10-31,-0.03909416623643314
2023-11-30,0.1307814248708452
2023-12-31,0.09054277756027851
2024-01-31,0.003340956126569372
2024-02-29,0.0452639433705162
2024-03-31,0.04479935869354623
2024-04-30,-0.09285582536797843
2024-05-31,0.033254737851745375
2024-06-30,-0.026733356233837657
2024-07-31,0.05378167142327661
2024-08-31,0.07742718161476492
2024-09-30,0.029810824935197155
2024-10-31,-0.02227290646769653
2024-11-30,0.08492280026280308
2024-12-31,-0.07255577967517035
2025-01-31,0.02506317429059579
2025-02-28,-0.04457884464254713
2025-03-31,-0.06132498284969001
2025-04-30,0.025670906469977606
2025-05-31,0.06532239668486306
2025-06-30,0.05947979732136455
2025-07-31,-0.024216494549299195
2025-08-31,0.08340262885784688
2025-09-30,0.012091697436962257
2025-10-31,0.016323612199548476
2025-11-30,0.04057333622896797
2025-12-31,0.023247616394787007
2026-01-31,0.026088290302439088
2026-02-28,0.00013622838483273725
2026-03-31,-0.058127948790947515
2026-04-30,0.07554476425376344
2026-05-31,0.03268050049125293
2026-06-30,0.08060230099736132
2026-07-31,-0.052690306203220794
2026-08-31,0.04260069691279189
2026-09-30,0.0
