cell,split,kind,H,n_trades,raw_bps,raw_t,bench,n_months,mean_bps,t,pct_pos,ex_jan_bps,mde_bps,ann_pct,mdd_pct,gross_bps_per_trade,alpha_bps_per_trade,net_alpha_bps_per_trade,honest_cost_bps,breakeven_bps,breakeven_x_cost,net_ex_top5_bps,net_wincap3x_bps,long_leg_share_pct,book_trades,book_trades_per_wk,book_usd_per_month,boot_p_train,sidak_p_8cells
F2-LS-20,TRAIN,L-S,20,3067,5.185792379269014,0.08555986603543277,self (L-S),71,5.185792379269014,0.08555986603543277,47.88732394366197,58.24780310020998,121.22020801485196,0.6240730583965792,-40.0034978806348,176.88578165264545,37.11703355279178,36.506318368331726,0.6107152,37.11703355279178,60.77633718371848,-151.33102606779664,-57.550198740817834,408.97349662384244,1115,3.562300319488818,74.47606908399831,0.9226,0.999999998711965
F2-LS-20,VAL,L-S,20,1276,123.10268982454775,1.7213073327504542,self (L-S),24,123.10268982454775,1.7213073327504542,54.166666666666664,89.70524976599759,143.0339457484836,15.81470593645944,-8.832183165920771,-13.11117143872386,-47.09289174150724,-47.71000463681726,0.61711293,-47.09289174150724,-76.31162644944699,-218.3483474803235,-112.33654631532137,37.55501449419057,386,3.7064471879286693,-305.50739623986607,0.9226,0.999999998711965
F2-LO-20,TRAIN,long-only,20,3067,177.69061475001948,2.0412229976322194,F2-MKT-20,71,21.20851642114933,0.604993520616122,54.929577464788736,37.7526444346181,70.1115489618821,2.5749197241144994,-15.17736505800219,176.88578165264545,37.11703355279178,36.506318368331726,0.6107152,37.11703355279178,60.77633718371848,-151.33102606779664,-57.550198740817834,408.97349662384244,1115,3.562300319488818,74.47606908399831,0.5468,0.9982204130614933
F2-LO-20,VAL,long-only,20,1276,48.99801893015625,0.23406625313470225,F2-MKT-20,24,46.23123300634737,0.572605095152196,45.83333333333333,31.499390346900395,161.47684817250638,5.6910081647831845,-10.068875718569902,-13.11117143872386,-47.09289174150724,-47.71000463681726,0.61711293,-47.09289174150724,-76.31162644944699,-218.3483474803235,-112.33654631532137,37.55501449419057,386,3.7064471879286693,-305.50739623986607,0.5468,0.9982204130614933
F2-LS-40,TRAIN,L-S,40,3067,38.92745582304357,0.7551299930194466,self (L-S),71,38.92745582304357,0.7551299930194466,59.154929577464785,90.08043181320338,103.10133667817665,4.772616775479688,-31.375439416020722,257.00645489832823,11.622895284504784,10.994755086949317,0.62814015,11.622895284504784,18.50366555415427,-249.54675292157134,-119.43278487249802,72.19739348115199,658,2.1022364217252396,200.8487186292929,0.448,0.9913798936917618
F2-LS-40,VAL,L-S,40,1276,-74.22433838033028,-1.5892824944777981,self (L-S),24,-74.22433838033028,-1.5892824944777981,37.5,-69.53914702110148,93.4060982087627,-8.552157727425158,-17.393426464235475,-258.18580406191694,-238.33750292361267,-238.97352607703922,0.63602316,-238.33750292361267,-374.7308533565547,-465.7674236038299,-303.3100827569106,,215,2.0644718792866943,-589.2195814913564,0.448,0.9913798936917618
F2-LO-40,TRAIN,long-only,40,3067,190.48580773139474,2.4225993482651083,F2-MKT-40,71,28.104608452764445,1.2042289213597446,52.112676056338024,37.69325365010805,46.67652130631503,3.4251758487172657,-12.001034011383716,257.00645489832823,11.622895284504784,10.994755086949317,0.62814015,11.622895284504784,18.50366555415427,-249.54675292157134,-119.43278487249802,72.19739348115199,658,2.1022364217252396,200.8487186292929,0.2274,0.8730485602732392
F2-LO-40,VAL,long-only,40,1276,-79.2751521827822,-0.4293985019843486,F2-MKT-40,24,-66.97568263887719,-1.4261592436507413,29.166666666666668,-72.62202404605178,93.92455006276867,-7.747533980143895,-17.004137628638915,-258.18580406191694,-238.33750292361267,-238.97352607703922,0.63602316,-238.33750292361267,-374.7308533565547,-465.7674236038299,-303.3100827569106,,215,2.0644718792866943,-589.2195814913564,0.2274,0.8730485602732392
F2-LS-60,TRAIN,L-S,60,3067,19.77528573521677,0.6374359173647658,self (L-S),71,19.77528573521677,0.6374359173647658,50.70422535211267,45.90556410502489,62.04634911998715,2.399015268686666,-26.01158258942694,444.012722389814,57.57097193576824,56.93260140339335,0.6383705,57.57097193576824,90.1842592675612,-289.3843855151811,-122.55248215525148,172.9860187684271,481,1.536741214057508,7.682321164042166,0.5184,0.9971060446515501
F2-LS-60,VAL,L-S,60,1276,-77.51541781666037,-1.6424317886515238,self (L-S),24,-77.51541781666037,-1.6424317886515238,29.166666666666668,-56.623934178167836,94.39103450415121,-8.915350150318858,-19.684882278625626,-167.90163070619735,-317.1906555254141,-317.83846239327096,0.6478069,-317.1906555254141,-489.63767431104515,-643.2538951716347,-440.4499445379793,,160,1.5363511659807956,-1142.0405209055732,0.5184,0.9971060446515501
