key,symbol,date,split,half,rung,ask,cap30,rsize,shares,over_bps,rr_conv,why,rr_meas,rr_asis
APM|2025-01-02,APM,2025-01-02,TRAIN,H1,50,3.45,3.44,0.54,14533,58.30903790087439,0.4931111111111112,lock,0.4931290925925928,0.4931290925925928
ATCH|2025-01-02,ATCH,2025-01-02,TRAIN,H1,9999,11.82,11.42,2.299900000000001,4376,377.6152556212087,-0.5046393538849515,tag_b1,-0.5366623331449194,-0.5044672027914258
SPCB|2025-01-02,SPCB,2025-01-02,TRAIN,H1,100,5.93,5.9,0.7698999999999998,8478,85.20553070630487,-0.22055725465273815,stop,-0.22051509294342536,-0.22051509294342536
IDAI|2025-01-06,IDAI,2025-01-06,TRAIN,H1,100,8.16,8.12,0.7999999999999998,6154,74.0740740740753,-0.07716198883928495,stop,-0.07711736383928526,-0.07711736383928526
NRXP|2025-01-07,NRXP,2025-01-07,TRAIN,H1,100,4.05,4.02,0.33999999999999986,12431,99.75062344139695,-0.3828587237394969,stop,-0.38277645903361424,-0.38277645903361424
KITT|2025-01-10,KITT,2025-01-10,TRAIN,H1,50,3.3,3.29,0.16999999999999993,15198,60.97560975609761,-0.5312523529411756,tag_bb,-0.4714876470588203,-0.4714876470588203
WKEY|2025-01-10,WKEY,2025-01-10,TRAIN,H1,100,7.8,7.77,0.6398999999999999,6432,64.64599543219762,3.5223118680507457,scale_eod,3.5475099558300296,3.5475099558300296
ATOM|2025-01-14,ATOM,2025-01-14,TRAIN,H1,100,11.58,11.52,0.40000000000000036,4338,78.32898172323688,-1.2527249999999979,stop,-1.1138999999999997,-1.1138999999999997
POET|2025-01-14,POET,2025-01-14,TRAIN,H1,50,4.92,4.91,0.1200000000000001,10173,40.81632653061051,-1.2064999999999981,stop,-1.1623333333333306,-1.1623333333333306
QMCO|2025-01-14,QMCO,2025-01-14,TRAIN,H1,50,24.2,24.17,1.370000000000001,2068,41.49377593360981,-1.0895839416058373,stop,-1.069364963503648,-1.069364963503648
ATOM|2025-01-15,ATOM,2025-01-15,TRAIN,H1,100,10.39,10.36,0.7300000000000004,4825,58.083252662148865,0.48526712328767174,lock,0.4853068630136997,0.4853068630136997
CERT|2025-01-15,CERT,2025-01-15,TRAIN,H1,50,11.56,11.53,0.5399999999999991,4334,52.17391304347841,0.6815925925925933,eod,0.7288148148148174,0.7288148148148174
ARQQ|2025-01-16,ARQQ,2025-01-16,TRAIN,H1,50,23.88,23.86,1.6699999999999982,2095,37.83102143757766,2.566350898203594,scale_eod,0.0,2.5730487736526957
MBIO|2025-01-16,MBIO,2025-01-16,TRAIN,H1,150,5.77,5.72,0.5085000000000006,8745,122.80701754385781,0.03776794493608719,eod,0.14179941002949942,0.14179941002949942
RGTIW|2025-01-21,RGTIW,2025-01-21,TRAIN,H1,100,4.84,4.81,0.3635999999999999,10385,83.33333333333303,0.4861886688668874,lock,0.0,0.48625907590759104
UMAC|2025-01-21,UMAC,2025-01-21,TRAIN,H1,50,13.68,13.66,0.41999999999999993,3660,44.05286343612369,-1.1742857142857142,stop,-1.128714285714281,-1.128714285714281
RNAZ|2025-01-24,RNAZ,2025-01-24,TRAIN,H1,50,7.39,7.38,1.1600000000000001,6773,40.76086956521729,-0.3422413793103442,tag_bb,-0.3354137931034474,-0.3354137931034474
ACON|2025-01-30,ACON,2025-01-30,TRAIN,H1,150,8.86,8.79,1.2599999999999998,5690,114.15525114155223,3.5893682539682543,scale_eod,0.0,3.62449641904762
TNXP|2025-02-07,TNXP,2025-02-07,TRAIN,H1,50,13.95,13.94,0.75,3586,35.97122302158251,1.4796214166201906,scale_lock,-0.5736523619047608,1.479632483286854
