day,symbol,spec_rr_csv,why_csv,V0_rr,V0_why,V0_exit_m,V1_rr,V1_why,V1_exit_m,V2_rr,V2_why,V2_exit_m,V3_rr,V3_why,V3_exit_m
2025-04-11,SMMT,2.0,target,2.000000000000008,target,594,2.000000000000008,target,593,2.000000000000008,target,593,2.000000000000008,target,594
2025-04-11,SPYU,2.0,target,2.0,target,834,2.0,target,824,2.0,target,824,2.0,target,834
2025-04-11,TNA,0.1377348732977043,eod,0.13773487329770437,eod,955,0.13773487329770437,eod,955,0.13773487329770437,eod,955,0.13773487329770437,eod,955
2025-04-11,TSDD,-1.0268352272727266,stop,-1.0268352272727266,stop,647,-1.0268352272727266,stop,647,-1.0268352272727266,stop,647,-1.0268352272727266,stop,647
2025-04-11,TSLQ,-1.0266099290780146,stop,-1.0266099290780146,stop,660,-1.0266099290780146,stop,660,-1.0266099290780146,stop,660,-1.0266099290780146,stop,660
2025-04-11,URTY,0.2479338842975181,eod,0.24793388429751814,eod,955,0.24793388429751814,eod,955,0.24793388429751814,eod,955,0.24793388429751814,eod,955
2025-04-11,UVIX,-1.0381090047393366,stop,-1.0381090047393366,stop,689,-1.0381090047393366,stop,689,-1.0381090047393366,stop,689,-1.0381090047393366,stop,689
2025-04-21,BHVN,2.0,target,2.0,target,647,2.0,target,647,2.0,target,647,2.0,target,647
2025-04-21,GPCR,-1.0358387096774206,stop,-1.0358387096774206,stop,598,-1.0358387096774206,stop,598,-1.0358387096774206,stop,598,-1.0358387096774206,stop,598
2025-04-21,HIBS,-1.0890000000000055,stop,-1.0890000000000055,stop,761,-1.0890000000000055,stop,761,-1.0890000000000055,stop,761,-1.0890000000000055,stop,761
2025-04-21,LABU,-1.0612467532467504,stop,-1.0612467532467504,stop,686,-1.0612467532467504,stop,686,-1.0612467532467504,stop,686,-1.0612467532467504,stop,686
2025-04-21,NVD,-1.087710487804871,stop,-1.087710487804871,stop,641,-1.087710487804871,stop,641,-1.087710487804871,stop,641,-1.087710487804871,stop,641
2025-04-21,PRAX,0.2207792207792241,eod,0.22077922077922413,eod,955,0.22077922077922413,eod,955,0.22077922077922413,eod,955,0.22077922077922413,eod,955
2025-04-21,TGTX,-1.033310344827587,stop,-1.033310344827587,stop,675,-1.033310344827587,stop,675,-1.033310344827587,stop,675,-1.033310344827587,stop,675
2025-04-21,UVIX,-1.0547894736842118,stop,-1.0547894736842118,stop,734,-1.0547894736842118,stop,734,-1.0547894736842118,stop,734,-1.0547894736842118,stop,734
2025-04-28,BOIL,-0.3509933774834372,eod,-0.3509933774834372,eod,955,-0.3509933774834372,eod,955,-0.3509933774834372,eod,955,-0.3509933774834372,eod,955
2025-04-28,GRAL,-1.0314999999999976,stop,-1.0314999999999976,stop,623,-1.0314999999999976,stop,623,-1.0314999999999976,stop,623,-1.0314999999999976,stop,623
2025-04-28,TSDD,2.0,target,2.0,target,674,2.0,target,674,2.0,target,674,2.0,target,674
2025-04-28,TSLQ,2.0,target,2.0,target,675,2.0,target,674,2.0,target,674,2.0,target,675
2025-04-28,VKTX,-1.0898965517241406,stop,-1.0898965517241406,stop,591,-1.0898965517241406,stop,591,-1.0898965517241406,stop,591,-1.0898965517241406,stop,591
2025-05-02,ASTS,-1.0600294117647049,stop,-1.0600294117647047,stop,674,-1.0600294117647047,stop,674,-1.0600294117647047,stop,674,-1.0600294117647047,stop,674
2025-05-02,DUOL,2.0,target,2.0,target,943,2.0,target,941,2.0,target,941,2.0,target,943
2025-05-02,ESTA,0.75,eod,0.75,eod,955,0.75,eod,955,0.75,eod,955,0.75,eod,955
2025-05-02,HIMS,-1.0699580215367803,stop,-1.0699580215367805,stop,666,-1.0699580215367805,stop,666,-1.0699580215367805,stop,666,-1.0699580215367805,stop,666
2025-05-02,HIMZ,2.0,target,2.0,target,823,2.0,target,822,2.0,target,822,2.0,target,823
2025-05-02,IESC,1.6429404900816795,eod,1.6429404900816797,eod,955,1.6429404900816797,eod,955,1.6429404900816797,eod,955,1.6429404900816797,eod,955
2025-05-02,IONQ,2.0,target,2.0,target,634,2.0,target,633,2.0,target,633,2.0,target,634
2025-05-02,IONX,2.0,target,2.0,target,628,2.0,target,628,2.0,target,628,2.0,target,628
2025-05-02,PRLB,2.0,target,2.0,target,622,2.0,target,622,2.0,target,622,2.0,target,622
2025-05-02,PSIX,2.0,target,2.0,target,640,2.0,target,640,2.0,target,640,2.0,target,640
2025-05-02,PTIR,2.0,target,2.0,target,768,2.0,target,764,2.0,target,764,2.0,target,768
2025-05-02,SMMT,-1.026714066398004,stop,-1.0267140663980039,stop,612,-1.0267140663980039,stop,612,-1.0267140663980039,stop,612,-1.0267140663980039,stop,612
2025-05-02,TECX,2.0,target,2.0,target,922,2.0,target,922,2.0,target,922,2.0,target,922
2025-05-02,TRUP,-1.029244897959186,stop,-1.029244897959186,stop,621,-1.029244897959186,stop,621,-1.029244897959186,stop,621,-1.029244897959186,stop,621
2025-05-02,WGS,-0.3815789473684267,eod,-0.38157894736842674,eod,955,-0.38157894736842674,eod,955,-0.38157894736842674,eod,955,-0.38157894736842674,eod,955
2025-06-18,COIN,2.0,target,2.0,target,714,2.0,target,714,2.0,target,714,2.0,target,714
2025-06-18,CONL,2.0,target,2.0,target,694,2.0,target,694,2.0,target,694,2.0,target,694
2025-06-18,CRCL,2.0,target,2.0,target,655,2.0,target,654,2.0,target,654,2.0,target,655
2025-06-18,CRSP,-1.089740000000006,stop,-1.0897400000000061,stop,680,-1.0897400000000061,stop,680,-1.0897400000000061,stop,680,-1.0897400000000061,stop,680
2025-06-18,GRAL,2.0,target,2.0,target,687,2.0,target,687,2.0,target,687,2.0,target,687
2025-06-18,HOOG,2.0,target,2.0,target,921,2.0,target,887,2.0,target,887,2.0,target,921
2025-06-18,HOOX,1.4614400000000043,eod,1.4614400000000045,eod,955,1.4614400000000045,eod,955,1.4614400000000045,eod,955,1.4614400000000045,eod,955
2025-06-18,IONL,-1.0690972222222217,stop,-1.0690972222222217,stop,730,-1.0690972222222217,stop,730,-1.0690972222222217,stop,730,-1.0690972222222217,stop,730
2025-06-18,NNE,2.0,target,2.0,target,780,2.0,target,779,2.0,target,779,2.0,target,780
2025-06-18,QNTM,2.0,target,2.0,target,862,2.0,target,862,2.0,target,862,2.0,target,862
2025-06-18,RDTL,2.0,target,2.0000000000000036,target,591,2.0000000000000036,target,591,2.0000000000000036,target,591,2.0000000000000036,target,591
2025-06-18,ROBN,1.59860290166578,eod,1.5986029016657801,eod,955,1.5986029016657801,eod,955,1.5986029016657801,eod,955,1.5986029016657801,eod,955
2025-06-18,SYM,2.0,target,2.0,target,675,2.0,target,673,2.0,target,673,2.0,target,675
2025-06-18,TEMT,-1.0600439560439554,stop,-1.0600439560439554,stop,788,-1.0600439560439554,stop,788,-1.0600439560439554,stop,788,-1.0600439560439554,stop,788
2025-06-18,TIL,-1.034310344827586,stop,-1.0343103448275859,stop,641,-1.0343103448275859,stop,641,-1.0343103448275859,stop,641,-1.0343103448275859,stop,641
2025-06-18,TSSI,2.0,target,2.0000000000000093,target,641,2.0000000000000093,target,639,2.0000000000000093,target,639,2.0000000000000093,target,641
2025-06-25,AAOI,2.0,target,2.0,target,754,2.0,target,754,2.0,target,754,2.0,target,754
2025-06-25,ARQQ,2.0,target,2.0000000000000124,target,594,2.0000000000000124,target,589,2.0000000000000124,target,589,2.0000000000000124,target,594
2025-06-25,CHYM,-0.1991341991341993,eod,-0.1991341991341993,eod,955,-0.1991341991341993,eod,955,-0.1991341991341993,eod,955,-0.1991341991341993,eod,955
2025-06-25,MNTN,2.0,target,2.0,target,824,2.0,target,824,2.0,target,824,2.0,target,824
2025-06-25,TSDD,2.0,target,2.0,target,609,2.0,target,609,2.0,target,609,2.0,target,609
2025-06-26,AEVA,-1.0923235294117597,stop,-1.0923235294117597,stop,633,-1.0923235294117597,stop,633,-1.0923235294117597,stop,633,-1.0923235294117597,stop,633
2025-06-26,AIRO,2.0,target,2.0,target,777,2.0,target,777,2.0,target,777,2.0,target,777
2025-06-26,ALAB,2.0,target,2.0,target,787,2.0,target,787,2.0,target,787,2.0,target,787
2025-06-26,BKSY,-1.0561944444444489,stop,-1.0561944444444489,stop,761,-1.0561944444444489,stop,761,-1.0561944444444489,stop,761,-1.0561944444444489,stop,761
2025-06-26,CONL,0.9343832020997376,eod,0.9343832020997376,eod,955,0.9343832020997376,eod,955,0.9343832020997376,eod,955,0.9343832020997376,eod,955
2025-06-26,DOGZ,2.0,target,2.0,target,632,2.0,target,632,2.0,target,632,2.0,target,632
2025-06-26,GLXY,-0.89456106870229,eod,-0.89456106870229,eod,955,-0.89456106870229,eod,955,-0.89456106870229,eod,955,-0.89456106870229,eod,955
2025-06-26,HSAI,2.0,target,2.0,target,727,2.0,target,727,2.0,target,727,2.0,target,727
2025-06-26,IONX,-1.0329790575916225,stop,-1.0329790575916225,stop,610,-1.0329790575916225,stop,610,-1.0329790575916225,stop,610,-1.0329790575916225,stop,610
2025-06-26,KTOS,-1.0645905511811051,stop,-1.0645905511811051,stop,635,-1.0645905511811051,stop,635,-1.0645905511811051,stop,635,-1.0645905511811051,stop,635
2025-06-26,NNNN,-1.1230483271375478,stop,-1.1230483271375478,stop,685,-1.1230483271375478,stop,685,-1.1230483271375478,stop,685,-1.1230483271375478,stop,685
2025-06-26,OSCR,-1.0419475403143523,stop,-1.0419475403143525,stop,633,-1.0419475403143525,stop,633,-1.0419475403143525,stop,633,-1.0419475403143525,stop,633
2025-06-26,OUST,-1.050278380036815,stop,-1.050278380036815,stop,588,-1.050278380036815,stop,588,-1.050278380036815,stop,588,-1.050278380036815,stop,588
2025-06-26,SMCX,2.0,target,2.0,target,632,2.0,target,632,2.0,target,632,2.0,target,632
2025-06-26,VOYG,-1.0881928337507174,stop,-1.0881928337507174,stop,675,-1.0881928337507174,stop,675,-1.0881928337507174,stop,675,-1.0881928337507174,stop,675
2025-06-26,WGMI,1.099999999999998,eod,1.0999999999999979,eod,955,1.0999999999999979,eod,955,1.0999999999999979,eod,955,1.0999999999999979,eod,955
2025-07-10,AAON,-0.6949602122015909,eod,-0.6949602122015909,eod,955,-0.6949602122015909,eod,955,-0.6949602122015909,eod,955,-0.6949602122015909,eod,955
2025-07-10,CAR,2.0,target,2.0,target,806,2.0,target,806,2.0,target,806,2.0,target,806
2025-07-10,CONL,-1.0900000000000032,stop,-1.0900000000000032,stop,760,-1.0900000000000032,stop,760,-1.0900000000000032,stop,760,-1.0900000000000032,stop,760
2025-07-10,DFDV,2.0,target,2.0,target,729,2.0,target,729,2.0,target,729,2.0,target,729
2025-07-10,DK,2.0,target,2.0,target,641,2.0,target,641,2.0,target,641,2.0,target,641
2025-07-10,HOV,-1.0649788359788366,stop,-1.0649788359788366,stop,938,-1.0649788359788366,stop,938,-1.0649788359788366,stop,938,-1.0649788359788366,stop,938
2025-07-10,MRAL,-0.0487804878048769,eod,-0.04878048780487699,eod,955,-0.04878048780487699,eod,955,-0.04878048780487699,eod,955,-0.04878048780487699,eod,955
2025-07-10,TNXP,2.0,target,2.0,target,619,2.0,target,619,2.0,target,619,2.0,target,619
2025-08-14,AAP,-1.070220027332588,stop,-1.070220027332588,stop,898,-1.070220027332588,stop,898,-1.070220027332588,stop,898,-1.070220027332588,stop,898
2025-08-14,ASIC,2.0,target,2.0,target,853,2.0,target,853,2.0,target,853,2.0,target,853
2025-08-14,BMNR,-1.0294685990338164,stop,-1.0294685990338164,stop,606,-1.0294685990338164,stop,606,-1.0294685990338164,stop,606,-1.0294685990338164,stop,606
2025-08-14,BNC,2.0,target,2.0000000000000075,target,589,2.0000000000000075,target,589,2.0000000000000075,target,589,2.0000000000000075,target,589
2025-08-14,ETHT,-1.0439820788530458,stop,-1.0439820788530458,stop,683,-1.0439820788530458,stop,683,-1.0439820788530458,stop,683,-1.0439820788530458,stop,683
2025-08-14,ETHU,-1.06594007490637,stop,-1.0659400749063699,stop,683,-1.0659400749063699,stop,683,-1.0659400749063699,stop,683,-1.0659400749063699,stop,683
2025-08-14,GLXY,-1.048573853989814,stop,-1.048573853989814,stop,686,-1.048573853989814,stop,686,-1.048573853989814,stop,686,-1.048573853989814,stop,686
2025-08-14,HUT,-1.056888888888893,stop,-1.056888888888893,stop,684,-1.056888888888893,stop,684,-1.056888888888893,stop,684,-1.056888888888893,stop,684
2025-08-14,METC,0.3202928391672405,eod,0.32029283916724055,eod,955,0.32029283916724055,eod,955,0.32029283916724055,eod,955,0.32029283916724055,eod,955
2025-08-14,NEGG,-1.0383900254959262,stop,-1.0383900254959262,stop,776,-1.0383900254959262,stop,776,-1.0383900254959262,stop,776,-1.0383900254959262,stop,776
2025-08-14,NTES,-0.2295805739514282,eod,-0.22958057395142822,eod,955,-0.22958057395142822,eod,955,-0.22958057395142822,eod,955,-0.22958057395142822,eod,955
2025-08-14,OUST,2.0,target,2.0000000000000084,target,591,2.0000000000000084,target,591,2.0000000000000084,target,591,2.0000000000000084,target,591
2025-08-14,RGTX,-1.0303278688524602,stop,-1.0303278688524602,stop,637,-1.0303278688524602,stop,637,-1.0303278688524602,stop,637,-1.0303278688524602,stop,637
2025-08-14,SBET,-1.0488407367280592,stop,-1.0488407367280592,stop,686,-1.0488407367280592,stop,686,-1.0488407367280592,stop,686,-1.0488407367280592,stop,686
2025-08-14,SMST,-1.0611068397403909,stop,-1.0611068397403909,stop,723,-1.0611068397403909,stop,723,-1.0611068397403909,stop,723,-1.0611068397403909,stop,723
2025-08-14,SOLT,-1.0327714285714262,stop,-1.0327714285714262,stop,664,-1.0327714285714262,stop,664,-1.0327714285714262,stop,664,-1.0327714285714262,stop,664
2025-08-14,TEM,-1.0441376146788983,stop,-1.0441376146788983,stop,613,-1.0441376146788983,stop,613,-1.0441376146788983,stop,613,-1.0441376146788983,stop,613
2025-08-14,TEMT,-1.0255000000000014,stop,-1.0255000000000014,stop,612,-1.0255000000000014,stop,612,-1.0255000000000014,stop,612,-1.0255000000000014,stop,612
2025-09-09,BBNX,1.240000000000002,eod,1.240000000000002,eod,955,1.240000000000002,eod,955,1.240000000000002,eod,955,1.240000000000002,eod,955
2025-09-09,CONL,-1.0349456521739149,stop,-1.0349456521739147,stop,601,-1.0349456521739147,stop,601,-1.0349456521739147,stop,601,-1.0349456521739147,stop,601
2025-09-09,HUT,-1.086609375000002,stop,-1.0866093750000019,stop,731,-1.0866093750000019,stop,731,-1.0866093750000019,stop,731,-1.0866093750000019,stop,731
2025-09-09,IONL,2.0,target,2.0,target,800,2.0,target,800,2.0,target,800,2.0,target,800
2025-09-09,IONX,2.0,target,2.0,target,837,2.0,target,837,2.0,target,837,2.0,target,837
2025-09-09,KRRO,0.6272189349112448,eod,0.6272189349112448,eod,955,0.6272189349112448,eod,955,0.6272189349112448,eod,955,0.6272189349112448,eod,955
2025-09-09,LEU,-1.0835401174168324,stop,-1.0835401174168324,stop,635,-1.0835401174168324,stop,635,-1.0835401174168324,stop,635,-1.0835401174168324,stop,635
2025-09-09,NKTR,2.0,target,2.0,target,870,2.0,target,870,2.0,target,870,2.0,target,870
2025-09-09,OKLL,-1.0468032786885233,stop,-1.0468032786885233,stop,595,-1.0468032786885233,stop,595,-1.0468032786885233,stop,595,-1.0468032786885233,stop,595
2025-09-09,PBF,-1.080052631578946,stop,-1.080052631578946,stop,690,-1.080052631578946,stop,690,-1.080052631578946,stop,690,-1.080052631578946,stop,690
2025-09-09,PHVS,2.0,target,2.0,target,873,2.0,target,873,2.0,target,873,2.0,target,873
2025-09-09,PSIX,2.0,target,2.000000000000007,target,893,2.000000000000007,target,893,2.000000000000007,target,893,2.000000000000007,target,893
2025-09-09,QBTX,-1.0321380952380983,stop,-1.0321380952380983,stop,583,-1.0321380952380983,stop,583,-1.0321380952380983,stop,583,-1.0321380952380983,stop,583
2025-09-09,SMCX,2.0,target,2.000000000000009,target,696,2.000000000000009,target,696,2.000000000000009,target,696,2.000000000000009,target,696
2025-09-09,UNHG,2.0,target,2.0000000000000098,target,810,2.0000000000000098,target,808,2.0000000000000098,target,808,2.0000000000000098,target,810
2025-10-09,APLD,-1.0632905890023885,stop,-1.0632905890023883,stop,934,-1.0632905890023883,stop,934,-1.0632905890023883,stop,934,-1.0632905890023883,stop,934
2025-10-09,APLX,2.0,target,1.9999999999999898,target,918,1.9999999999999898,target,918,1.9999999999999898,target,918,1.9999999999999898,target,918
2025-10-09,ASTS,0.8184409772246589,eod,0.8184409772246589,eod,955,0.8184409772246589,eod,955,0.8184409772246589,eod,955,0.8184409772246589,eod,955
2025-10-09,BMA,2.0,target,2.0,target,909,2.0,target,888,2.0,target,888,2.0,target,909
2025-10-09,GGAL,2.0,target,2.0,target,695,2.0,target,690,2.0,target,690,2.0,target,695
2025-10-09,KRRO,2.0,target,2.0000000000000093,target,677,2.0000000000000093,target,677,2.0000000000000093,target,677,2.0000000000000093,target,677
2025-10-09,METC,-1.0646876588534346,stop,-1.0646876588534346,stop,593,-1.0646876588534346,stop,593,-1.0646876588534346,stop,593,-1.0646876588534346,stop,593
2025-10-09,NEBX,2.0,target,2.0,target,745,2.0,target,739,2.0,target,739,2.0,target,745
2025-10-09,NGNE,2.0,target,2.0,target,762,2.0,target,762,2.0,target,762,2.0,target,762
2025-10-09,NTLA,-1.068947368421051,stop,-1.068947368421051,stop,740,-1.068947368421051,stop,740,-1.068947368421051,stop,740,-1.068947368421051,stop,740
2025-10-09,ORKA,2.0,target,2.0000000000000115,target,826,2.0000000000000115,target,756,2.0000000000000115,target,756,2.0000000000000115,target,826
2025-10-09,PPIH,0.9878419452887528,eod,0.9878419452887527,eod,955,0.9878419452887527,eod,955,0.9878419452887527,eod,955,0.9878419452887527,eod,955
2025-10-09,RDTL,1.7099175216254243,eod,1.7099175216254243,eod,955,1.7099175216254243,eod,955,1.7099175216254243,eod,955,1.7099175216254243,eod,955
2025-10-09,RGTIW,2.0,target,2.0,target,612,2.0,target,612,2.0,target,612,2.0,target,612
2025-10-09,RKLX,-0.4480349344978166,eod,-0.4480349344978166,eod,955,-0.4480349344978166,eod,955,-0.4480349344978166,eod,955,-0.4480349344978166,eod,955
2025-10-09,SEDG,2.0,target,2.0,target,733,2.0,target,727,2.0,target,727,2.0,target,733
2025-10-09,TGS,0.5853658536585326,eod,0.5853658536585326,eod,955,0.5853658536585326,eod,955,0.5853658536585326,eod,955,0.5853658536585326,eod,955
2025-10-09,USAR,2.0,target,2.0,target,647,2.0,target,647,2.0,target,647,2.0,target,647
2025-10-09,UUUU,-1.067537313432834,stop,-1.067537313432834,stop,681,-1.067537313432834,stop,681,-1.067537313432834,stop,681,-1.067537313432834,stop,681
2025-10-30,BBNX,-1.0714473684210493,stop,-1.0714473684210493,stop,596,-1.0714473684210493,stop,596,-1.0714473684210493,stop,596,-1.0714473684210493,stop,596
2025-10-30,BIIB,2.0,target,2.0,target,675,2.0,target,675,2.0,target,675,2.0,target,675
2025-10-30,CMPR,2.0,target,2.0,target,697,2.0,target,697,2.0,target,697,2.0,target,697
2025-10-30,CORZ,-1.0323720930232585,stop,-1.0323720930232585,stop,884,-1.0323720930232585,stop,884,-1.0323720930232585,stop,884,-1.0323720930232585,stop,884
2025-10-30,CRCD,1.3678571428571342,eod,1.3678571428571342,eod,952,1.3678571428571342,eod,952,1.3678571428571342,eod,952,1.3678571428571342,eod,952
2025-10-30,CRDU,-1.0260813148788928,stop,-1.0260813148788928,stop,617,-1.0260813148788928,stop,617,-1.0260813148788928,stop,617,-1.0260813148788928,stop,617
2025-10-30,GDXU,0.97421329587622,eod,0.9742132958762199,eod,955,0.9742132958762199,eod,955,0.9742132958762199,eod,955,0.9742132958762199,eod,955
2025-10-30,GRAL,-1.0620591136379225,stop,-1.0620591136379225,stop,589,-1.0620591136379225,stop,589,-1.0620591136379225,stop,589,-1.0620591136379225,stop,589
2025-10-30,GSAT,-1.0291713138523302,stop,-1.0291713138523302,stop,910,-1.0291713138523302,stop,910,-1.0291713138523302,stop,910,-1.0291713138523302,stop,910
2025-10-30,IDCC,-1.039857274401471,stop,-1.039857274401471,stop,740,-1.039857274401471,stop,740,-1.039857274401471,stop,740,-1.039857274401471,stop,740
2025-10-30,IDR,2.0,target,2.0,target,908,2.0,target,908,2.0,target,908,2.0,target,908
2025-10-30,IMVT,2.0,target,2.0,target,599,2.0,target,599,2.0,target,599,2.0,target,599
2025-10-30,INBX,-1.0293396226415072,stop,-1.0293396226415072,stop,834,-1.0293396226415072,stop,834,-1.0293396226415072,stop,834,-1.0293396226415072,stop,834
2025-10-30,JOE,2.0,target,2.0,target,749,2.0,target,749,2.0,target,749,2.0,target,749
2025-10-30,MCTA,-1.038622641509433,stop,-1.038622641509433,stop,601,-1.038622641509433,stop,601,-1.038622641509433,stop,601,-1.038622641509433,stop,601
2025-10-30,MELI,2.0,target,2.000000000000012,target,683,2.000000000000012,target,671,2.000000000000012,target,671,2.000000000000012,target,683
2025-10-30,NBIL,-1.494451841988457,stop,-1.494451841988457,stop,656,-1.494451841988457,stop,656,-1.494451841988457,stop,656,-1.494451841988457,stop,656
2025-10-30,NTGR,2.0,target,2.0,target,690,2.0,target,690,2.0,target,690,2.0,target,690
2025-10-30,OKLL,-1.0283585243306488,stop,-1.0283585243306488,stop,720,-1.0283585243306488,stop,720,-1.0283585243306488,stop,720,-1.0283585243306488,stop,720
2025-10-30,PRM,2.0,target,2.0,target,679,2.0,target,678,2.0,target,678,2.0,target,679
2025-10-30,QBTX,2.0,target,2.0,target,680,2.0,target,680,2.0,target,680,2.0,target,680
2025-10-30,RGTU,2.0,target,2.0,target,640,2.0,target,639,2.0,target,639,2.0,target,640
2025-10-30,RGTX,2.0,target,2.0,target,618,2.0,target,618,2.0,target,618,2.0,target,618
2025-10-30,ROCK,-1.0336683168316838,stop,-1.0336683168316838,stop,593,-1.0336683168316838,stop,593,-1.0336683168316838,stop,593,-1.0336683168316838,stop,593
2025-10-30,SMU,-1.0268651685393266,stop,-1.0268651685393266,stop,921,-1.0268651685393266,stop,921,-1.0268651685393266,stop,921,-1.0268651685393266,stop,921
2025-10-30,TT,-0.0295073091499737,eod,-0.029507309149973748,eod,955,-0.029507309149973748,eod,955,-0.029507309149973748,eod,955,-0.029507309149973748,eod,955
2025-10-30,UPB,-1.0753823529411752,stop,-1.0753823529411752,stop,700,-1.0753823529411752,stop,700,-1.0753823529411752,stop,700,-1.0753823529411752,stop,700
2025-10-30,WCC,2.0,target,2.0,target,672,2.0,target,644,2.0,target,644,2.0,target,672
2025-10-31,ALAB,2.0,target,2.000000000000009,target,641,2.000000000000009,target,641,2.000000000000009,target,641,2.000000000000009,target,641
2025-10-31,APPF,2.0,target,2.0000000000000058,target,765,2.0000000000000058,target,765,2.0000000000000058,target,765,2.0000000000000058,target,765
2025-10-31,APPX,2.0,target,2.0,target,677,2.0,target,677,2.0,target,677,2.0,target,677
2025-10-31,BEAM,-1.039761904761905,stop,-1.039761904761905,stop,691,-1.039761904761905,stop,691,-1.039761904761905,stop,691,-1.039761904761905,stop,691
2025-10-31,CONL,2.0,target,2.0000000000000093,target,626,2.0000000000000093,target,620,2.0000000000000093,target,620,2.0000000000000093,target,626
2025-10-31,CRDU,2.0,target,2.0,target,625,2.0,target,625,2.0,target,625,2.0,target,625
2025-10-31,DQ,2.0,target,2.0,target,634,2.0,target,634,2.0,target,634,2.0,target,634
2025-10-31,EDN,-1.1572033898305134,stop,-1.1572033898305134,stop,701,-1.1572033898305134,stop,701,-1.1572033898305134,stop,701,-1.1572033898305134,stop,701
2025-10-31,FRMI,-1.0312389184397148,stop,-1.0312389184397148,stop,627,-1.0312389184397148,stop,627,-1.0312389184397148,stop,627,-1.0312389184397148,stop,627
2025-10-31,GSAT,2.0,target,2.0,target,750,2.0,target,677,2.0,target,677,2.0,target,750
2025-10-31,LQDA,-1.0414137931034484,stop,-1.0414137931034484,stop,697,-1.0414137931034484,stop,697,-1.0414137931034484,stop,697,-1.0414137931034484,stop,697
2025-10-31,MEOH,2.0,target,2.0,target,653,2.0,target,653,2.0,target,653,2.0,target,653
2025-10-31,NBIL,-1.2605252188411853,stop,-1.2605252188411853,stop,630,-1.2605252188411853,stop,630,-1.2605252188411853,stop,630,-1.2605252188411853,stop,630
2025-10-31,OPEX,-1.4031403508771887,stop,-1.4031403508771887,stop,617,-1.4031403508771887,stop,617,-1.4031403508771887,stop,617,-1.4031403508771887,stop,617
2025-10-31,OSIS,2.0,target,2.0,target,628,2.0,target,624,2.0,target,624,2.0,target,628
2025-10-31,QPUX,-1.1426327272727328,stop,-1.1426327272727328,stop,630,-1.1426327272727328,stop,630,-1.1426327272727328,stop,630,-1.1426327272727328,stop,630
2025-10-31,QSU,2.0,target,2.0,target,664,2.0,target,661,2.0,target,661,2.0,target,664
2025-10-31,RGTU,0.8801843317972328,eod,0.8801843317972328,eod,955,0.8801843317972328,eod,955,0.8801843317972328,eod,955,0.8801843317972328,eod,955
2025-10-31,SXT,-1.0249458064516133,stop,-1.0249458064516133,stop,777,-1.0249458064516133,stop,777,-1.0249458064516133,stop,777,-1.0249458064516133,stop,777
2025-10-31,WERN,2.0,target,2.0,target,604,2.0,target,582,2.0,target,582,2.0,target,604
2025-10-31,WOLF,-1.0830769230769264,stop,-1.0830769230769264,stop,604,-1.0830769230769264,stop,604,-1.0830769230769264,stop,604,-1.0830769230769264,stop,604
2025-11-17,CLSX,-1.0314142857142838,stop,-1.0314142857142838,stop,607,-1.0314142857142838,stop,607,-1.0314142857142838,stop,607,-1.0314142857142838,stop,607
2025-11-17,CONI,2.0,target,2.0,target,793,2.0,target,793,2.0,target,793,2.0,target,793
2025-11-17,GRAL,2.0,target,2.0,target,628,2.0,target,628,2.0,target,628,2.0,target,628
2025-11-17,IONL,-1.1834710743801662,stop,-1.1834710743801662,stop,760,-1.1834710743801662,stop,760,-1.1834710743801662,stop,760,-1.1834710743801662,stop,760
2025-11-17,IONX,-1.0637146774193549,stop,-1.0637146774193547,stop,759,-1.0637146774193547,stop,759,-1.0637146774193547,stop,759,-1.0637146774193547,stop,759
2025-11-17,JKS,2.0,target,2.0,target,619,2.0,target,619,2.0,target,619,2.0,target,619
2025-11-17,KOD,2.0,target,2.0,target,644,2.0,target,644,2.0,target,644,2.0,target,644
2025-11-17,MLYS,2.0,target,2.0,target,599,2.0,target,599,2.0,target,599,2.0,target,599
2025-11-17,NBTX,-1.1185781250000018,stop,-1.1185781250000018,stop,685,-1.1185781250000018,stop,685,-1.1185781250000018,stop,685,-1.1185781250000018,stop,685
2025-11-17,NEBX,-1.0404676834604345,stop,-1.0404676834604343,stop,582,-1.0404676834604343,stop,582,-1.0404676834604343,stop,582,-1.0404676834604343,stop,582
2025-11-17,OKLL,-1.0299180327868824,stop,-1.0299180327868824,stop,760,-1.0299180327868824,stop,760,-1.0299180327868824,stop,760,-1.0299180327868824,stop,760
2025-11-17,PARR,-1.0434023586219705,stop,-1.0434023586219705,stop,742,-1.0434023586219705,stop,742,-1.0434023586219705,stop,742,-1.0434023586219705,stop,742
2025-11-17,PGNY,-1.0767101449275416,stop,-1.0767101449275416,stop,627,-1.0767101449275416,stop,627,-1.0767101449275416,stop,627,-1.0767101449275416,stop,627
2025-11-17,RGTU,-1.0564330737856853,stop,-1.0564330737856853,stop,603,-1.0564330737856853,stop,603,-1.0564330737856853,stop,603,-1.0564330737856853,stop,603
2025-11-17,SION,2.0,target,2.0,target,794,2.0,target,689,2.0,target,689,2.0,target,794
2025-11-17,SNDK,-1.0448767913519272,stop,-1.0448767913519272,stop,656,-1.0448767913519272,stop,656,-1.0448767913519272,stop,656,-1.0448767913519272,stop,656
2025-11-17,SOXL,-1.048503105590064,stop,-1.048503105590064,stop,604,-1.048503105590064,stop,604,-1.048503105590064,stop,604,-1.048503105590064,stop,604
