symbol,ts,open,high,low,close,volume,trade_count,vwap,arrival
APO,2026-09-15 17:18:00+00:00,127.33,127.48,127.33,127.385,6310.0,51.0,127.475275,1789492740.0641882
ACA,2026-09-15 17:18:00+00:00,145.18,145.18,145.18,145.18,213.0,14.0,145.18,1789492740.0642047
ASML,2026-09-15 17:18:00+00:00,1592.14,1592.36,1591.85,1592.09,760.0,108.0,1592.136679,1789492740.0642204
AVEM,2026-09-15 17:18:00+00:00,92.5,92.51,92.49,92.51,1909.0,22.0,92.498036,1789492740.0642366
AII,2026-09-15 17:18:00+00:00,26.045,26.045,26.045,26.045,202.0,3.0,26.045,1789492740.064251
ARX,2026-09-15 17:18:00+00:00,19.835,19.835,19.83,19.835,686.0,10.0,19.834167,1789492740.0675316
AIG,2026-09-15 17:18:00+00:00,75.54,75.545,75.535,75.545,1306.0,62.0,75.539167,1789492740.0778286
BABA,2026-09-15 17:18:00+00:00,110.165,110.165,110.13,110.16,5034.0,88.0,110.14939,1789492740.0778553
ATEN,2026-09-15 17:18:00+00:00,26.505,26.505,26.5,26.5,1390.0,43.0,26.501768,1789492740.0778847
ASTS,2026-09-15 17:18:00+00:00,59.635,59.69,59.6228,59.66,9297.0,102.0,59.651128,1789492740.0780795
ALC,2026-09-15 17:18:00+00:00,67.79,67.815,67.79,67.815,1173.0,41.0,67.793571,1789492740.0781012
ABBV,2026-09-15 17:18:00+00:00,262.95,262.95,262.8,262.815,2021.0,88.0,262.863322,1789492740.0781193
BALL,2026-09-15 17:18:00+00:00,60.78,60.79,60.78,60.79,990.0,31.0,60.787194,1789492740.0781348
AMTB,2026-09-15 17:18:00+00:00,29.61,29.62,29.61,29.62,988.0,23.0,29.614,1789492740.078149
AIRR,2026-09-15 17:18:00+00:00,105.13,105.13,105.13,105.13,745.0,23.0,105.13,1789492740.078163
ALK,2026-09-15 17:18:00+00:00,40.01,40.03,40.01,40.03,3577.0,87.0,40.021112,1789492740.0781765
ADM,2026-09-15 17:18:00+00:00,87.02,87.02,87.01,87.015,2473.0,41.0,87.015429,1789492740.07819
AEE,2026-09-15 17:18:00+00:00,102.95,103.01,102.94,103.01,1707.0,75.0,102.971667,1789492740.0782037
ANF,2026-09-15 17:18:00+00:00,137.42,137.602,137.26,137.44,7681.0,100.0,137.438565,1789492740.0784407
AMDD,2026-09-15 17:18:00+00:00,28.095,28.095,28.095,28.095,175.0,1.0,28.095,1789492740.0784602
ASGI,2026-09-15 17:18:00+00:00,20.4856,20.4856,20.4856,20.4856,643.0,4.0,20.4856,1789492740.0784776
ATRC,2026-09-15 17:18:00+00:00,56.66,56.66,56.66,56.66,908.0,22.0,56.66,1789492740.0784957
AIP,2026-09-15 17:18:00+00:00,20.215,20.215,20.215,20.215,270.0,17.0,20.215,1789492740.0785143
ARXS,2026-09-15 17:18:00+00:00,49.08,49.08,49.08,49.08,844.0,17.0,49.08,1789492740.0786412
AGGY,2026-09-15 17:18:00+00:00,42.025,42.025,42.02,42.02,598.0,7.0,42.021131,1789492740.0786624
APLD,2026-09-15 17:18:00+00:00,23.77,23.775,23.75,23.755,11503.0,165.0,23.761837,1789492740.0786855
ADI,2026-09-15 17:18:00+00:00,360.2098,360.445,360.2098,360.37,1392.0,92.0,360.357541,1789492740.0787044
AMDL,2026-09-15 17:18:00+00:00,54.42,54.42,54.42,54.42,133.0,4.0,54.42,1789492740.0787218
BAH,2026-09-15 17:18:00+00:00,80.695,80.695,80.695,80.695,509.0,27.0,80.695,1789492740.0787385
AMDY,2026-09-15 17:18:00+00:00,44.44,44.48,44.44,44.48,499.0,8.0,44.466201,1789492740.0787563
ACGL,2026-09-15 17:18:00+00:00,96.715,96.715,96.7,96.71,1325.0,29.0,96.704706,1789492740.0787747
AYA,2026-09-15 17:18:00+00:00,26.28,26.28,26.28,26.28,534.0,11.0,26.28,1789492740.083663
AOSL,2026-09-15 17:18:00+00:00,24.25,24.25,24.25,24.25,434.0,30.0,24.25,1789492740.0836957
ALKT,2026-09-15 17:18:00+00:00,20.02,20.02,20.02,20.02,548.0,12.0,20.02,1789492740.0837183
ASST,2026-09-15 17:18:00+00:00,27.69,27.69,27.655,27.657,4471.0,65.0,27.677745,1789492740.0837379
AAXJ,2026-09-15 17:18:00+00:00,113.82,113.85,113.82,113.845,2344.0,51.0,113.837381,1789492740.0838733
ALAB,2026-09-15 17:18:00+00:00,257.505,257.51,257.505,257.51,1277.0,47.0,257.5075,1789492740.0838902
APPF,2026-09-15 17:18:00+00:00,226.93,226.93,226.93,226.93,436.0,10.0,226.93,1789492740.0839067
AIZ,2026-09-15 17:18:00+00:00,284.3,284.3,284.3,284.3,1351.0,70.0,284.3,1789492740.083923
AVXX,2026-09-15 17:18:00+00:00,26.3,26.355,26.3,26.355,379.0,4.0,26.323839,1789492740.0839448
AAON,2026-09-15 17:18:00+00:00,74.6,74.6,74.6,74.6,1145.0,32.0,74.6,1789492740.0840354
ARES,2026-09-15 17:18:00+00:00,128.91,128.92,128.8,128.92,16151.0,85.0,128.868192,1789492740.0840547
AMLX,2026-09-15 17:18:00+00:00,32.8425,32.845,32.835,32.84,3367.0,43.0,32.838426,1789492740.09086
AMN,2026-09-15 17:18:00+00:00,34.205,34.27,34.205,34.27,1192.0,29.0,34.242344,1789492740.0908892
APG,2026-09-15 17:18:00+00:00,36.625,36.625,36.625,36.625,1997.0,59.0,36.625,1789492740.0909102
AMH,2026-09-15 17:18:00+00:00,31.71,31.71,31.675,31.685,3907.0,67.0,31.689194,1789492740.090927
AMD,2026-09-15 17:18:00+00:00,502.21,502.5,502.1498,502.29,11219.0,330.0,502.324543,1789492740.0909522
AMX,2026-09-15 17:18:00+00:00,23.145,23.16,23.145,23.16,1725.0,22.0,23.152545,1789492740.0909705
ARKB,2026-09-15 17:18:00+00:00,25.26,25.26,25.26,25.26,215.0,2.0,25.26,1789492740.0909865
ADPT,2026-09-15 17:18:00+00:00,25.18,25.1864,25.18,25.1864,1384.0,33.0,25.182032,1789492740.1675713
AMRC,2026-09-15 17:18:00+00:00,22.65,22.706,22.65,22.655,3396.0,64.0,22.674172,1789492740.1676042
ASX,2026-09-15 17:18:00+00:00,36.93,36.95,36.93,36.945,2750.0,48.0,36.945265,1789492740.1676278
AFL,2026-09-15 17:18:00+00:00,117.19,117.19,117.16,117.16,1255.0,57.0,117.176,1789492740.1676495
ACYN,2026-09-15 17:18:00+00:00,20.685,20.685,20.685,20.685,4046.0,10.0,20.685,1789492740.16767
BAI,2026-09-15 17:18:00+00:00,42.495,42.495,42.495,42.495,807.0,8.0,42.495,1789492740.1676903
AGGH,2026-09-15 17:18:00+00:00,19.42,19.42,19.42,19.42,437.0,6.0,19.42,1789492740.1677096
ARQT,2026-09-15 17:18:00+00:00,23.52,23.535,23.52,23.535,1560.0,29.0,23.525836,1789492740.1677287
B,2026-09-15 17:18:00+00:00,42.43,42.44,42.43,42.435,2089.0,64.0,42.436,1789492740.1677477
ADP,2026-09-15 17:18:00+00:00,277.16,277.3202,277.16,277.175,1340.0,41.0,277.22688,1789492740.1679115
ACHC,2026-09-15 17:18:00+00:00,27.65,27.7,27.65,27.7,903.0,29.0,27.676253,1789492740.1679335
AVGX,2026-09-15 17:18:00+00:00,35.18,35.18,35.15,35.15,400.0,3.0,35.158571,1789492740.1679542
AGG,2026-09-15 17:18:00+00:00,95.8302,95.835,95.82,95.82,8538.0,53.0,95.822795,1789492740.1679742
AS,2026-09-15 17:18:00+00:00,26.755,26.77,26.75,26.765,6284.0,96.0,26.759449,1789492740.1679933
AEM,2026-09-15 17:18:00+00:00,196.57,196.57,196.57,196.57,567.0,27.0,196.57,1789492740.1680124
ADSK,2026-09-15 17:18:00+00:00,229.3878,229.495,229.3878,229.48,1206.0,53.0,229.467519,1789492740.1680312
ALGM,2026-09-15 17:18:00+00:00,33.39,33.39,33.34,33.34,4731.0,70.0,33.350541,1789492740.1680486
AVGO,2026-09-15 17:18:00+00:00,338.2,338.22,338.15,338.2,23434.0,728.0,338.1888,1789492740.1680667
AKR,2026-09-15 17:18:00+00:00,19.725,19.725,19.71,19.71,2683.0,43.0,19.713864,1789492740.168083
ASB,2026-09-15 17:18:00+00:00,30.25,30.25,30.25,30.25,374.0,18.0,30.25,1789492740.1680999
ADX,2026-09-15 17:18:00+00:00,25.48,25.48,25.48,25.48,2666.0,11.0,25.48,1789492740.1681151
ACM,2026-09-15 17:18:00+00:00,65.02,65.02,65.02,65.02,638.0,24.0,65.02,1789492740.1682577
ALB,2026-09-15 17:18:00+00:00,113.3001,113.3001,113.3001,113.3001,271.0,27.0,113.3001,1789492740.1682773
AME,2026-09-15 17:18:00+00:00,233.865,233.865,233.865,233.865,345.0,29.0,233.865,1789492740.168295
AFRM,2026-09-15 17:18:00+00:00,72.27,72.27,72.25,72.25,1189.0,61.0,72.26,1789492740.1683137
AJG,2026-09-15 17:18:00+00:00,252.25,252.25,251.94,251.94,1551.0,63.0,252.1475,1789492740.1683323
ATI,2026-09-15 17:18:00+00:00,185.79,185.83,185.78,185.83,785.0,43.0,185.8,1789492740.1683507
AUGO,2026-09-15 17:18:00+00:00,84.76,84.76,84.75,84.75,862.0,25.0,84.751429,1789492740.1683686
ALGT,2026-09-15 17:18:00+00:00,78.48,78.51,78.345,78.51,630.0,21.0,78.413027,1789492740.1683855
AROC,2026-09-15 17:18:00+00:00,29.89,29.905,29.89,29.905,1253.0,31.0,29.90057,1789492740.1684039
ARKY,2026-09-15 17:18:00+00:00,20.17,20.17,20.17,20.17,100.0,1.0,20.17,1789492740.1684227
AMBA,2026-09-15 17:18:00+00:00,65.79,65.79,65.79,65.79,533.0,38.0,65.79,1789492740.1684408
ACN,2026-09-15 17:18:00+00:00,197.4,197.4,197.37,197.38,2465.0,89.0,197.385904,1789492740.1685321
AVL,2026-09-15 17:18:00+00:00,33.449,33.449,33.449,33.449,546.0,4.0,33.449,1789492740.1685522
ADEA,2026-09-15 17:18:00+00:00,24.88,24.89,24.88,24.89,1372.0,47.0,24.884384,1789492740.168653
ATKR,2026-09-15 17:18:00+00:00,94.525,94.525,94.525,94.525,421.0,5.0,94.525,1789492740.1686788
BAM,2026-09-15 17:18:00+00:00,46.11,46.12,46.095,46.1,3021.0,59.0,46.104907,1789492740.1686964
AMCR,2026-09-15 17:18:00+00:00,42.48,42.48,42.48,42.48,568.0,27.0,42.48,1789492740.1687148
AMGN,2026-09-15 17:18:00+00:00,378.56,378.56,378.3,378.37,1407.0,79.0,378.416986,1789492740.168731
AG,2026-09-15 17:18:00+00:00,18.475,18.49,18.47,18.4899,18775.0,72.0,18.476147,1789492740.168749
AEP,2026-09-15 17:18:00+00:00,120.775,120.82,120.77,120.8101,6777.0,119.0,120.794617,1789492740.168767
AVAV,2026-09-15 17:18:00+00:00,157.36,157.41,157.158,157.41,2664.0,95.0,157.302893,1789492740.1687856
AVLV,2026-09-15 17:18:00+00:00,93.03,93.03,93.03,93.03,196.0,4.0,93.03,1789492740.1688933
ANGL,2026-09-15 17:18:00+00:00,28.42,28.42,28.42,28.42,5332.0,21.0,28.42,1789492740.1689136
AAOI,2026-09-15 17:18:00+00:00,96.08,96.14,96.03,96.14,2663.0,66.0,96.083776,1789492740.1689315
AXP,2026-09-15 17:18:00+00:00,323.61,323.8,323.61,323.8,2912.0,146.0,323.69192,1789492740.1689508
ABCB,2026-09-15 17:18:00+00:00,84.79,84.79,84.79,84.79,404.0,19.0,84.79,1789492740.168969
ASND,2026-09-15 17:18:00+00:00,231.2481,231.2481,231.0,231.0,2583.0,62.0,231.124828,1789492740.1689873
ALV,2026-09-15 17:18:00+00:00,117.48,117.48,117.48,117.48,148.0,14.0,117.48,1789492740.1690886
AMTM,2026-09-15 17:18:00+00:00,19.98,19.985,19.975,19.985,1834.0,47.0,19.978941,1789492740.1691077
BAC,2026-09-15 17:18:00+00:00,59.36,59.395,59.35,59.385,187752.0,669.0,59.367705,1789492740.1691258
AAAU,2026-09-15 17:18:00+00:00,42.325,42.325,42.325,42.325,509.0,1.0,42.325,1789492740.1691446
AMP,2026-09-15 17:18:00+00:00,555.39,555.39,555.28,555.28,691.0,46.0,555.300952,1789492740.1691625
BAB,2026-09-15 17:18:00+00:00,25.95,25.95,25.95,25.95,900.0,2.0,25.95,1789492740.1691802
AKAM,2026-09-15 17:18:00+00:00,105.955,105.955,105.955,105.955,902.0,24.0,105.955,1789492740.1691978
APA,2026-09-15 17:18:00+00:00,46.9651,46.97,46.92,46.92,6150.0,131.0,46.940365,1789492740.169296
AGIO,2026-09-15 17:18:00+00:00,33.1,33.115,33.1,33.115,1019.0,35.0,33.112,1789492740.1693153
APP,2026-09-15 17:18:00+00:00,331.63,331.94,331.53,331.835,6445.0,209.0,331.699664,1789492740.1693316
ARM,2026-09-15 17:18:00+00:00,242.25,242.45,242.25,242.335,1601.0,49.0,242.371809,1789492740.169347
AMRZ,2026-09-15 17:18:00+00:00,39.08,39.085,39.075,39.085,4945.0,102.0,39.078061,1789492740.1693628
ATH.PRA,2026-09-15 17:18:00+00:00,23.57,23.57,23.57,23.57,279.0,3.0,23.57,1789492740.169378
AM,2026-09-15 17:18:00+00:00,21.31,21.31,21.3,21.3,1256.0,21.0,21.302738,1789492740.1694639
ATO,2026-09-15 17:18:00+00:00,162.82,162.86,162.82,162.86,1407.0,50.0,162.856012,1789492740.1694808
ALKS,2026-09-15 17:18:00+00:00,44.8,44.95,44.8,44.95,18962.0,241.0,44.921754,1789492740.1695635
AN,2026-09-15 17:18:00+00:00,203.895,203.895,203.895,203.895,161.0,12.0,203.895,1789492740.1695828
ALLW,2026-09-15 17:18:00+00:00,29.385,29.385,29.385,29.385,192.0,5.0,29.385,1789492740.1696012
AAUC,2026-09-15 17:18:00+00:00,20.95,20.97,20.95,20.955,1423.0,38.0,20.96,1789492740.1696174
AGQ,2026-09-15 17:18:00+00:00,74.43,74.45,74.41,74.45,4486.0,34.0,74.432359,1789492740.169634
ANRO,2026-09-15 17:18:00+00:00,30.16,30.16,30.16,30.16,310.0,23.0,30.16,1789492740.1697245
AMZN,2026-09-15 17:18:00+00:00,248.84,248.84,248.68,248.775,52208.0,899.0,248.750593,1789492740.1697419
AVDE,2026-09-15 17:18:00+00:00,91.8,91.8,91.8,91.8,136.0,4.0,91.8,1789492740.1697586
AA,2026-09-15 17:18:00+00:00,46.345,46.4,46.345,46.36,1385.0,67.0,46.367,1789492740.169775
ARMK,2026-09-15 17:18:00+00:00,58.52,58.52,58.52,58.52,1164.0,41.0,58.52,1789492740.16979
ASO,2026-09-15 17:18:00+00:00,51.6625,51.6625,51.6625,51.6625,369.0,20.0,51.6625,1789492740.1698058
AMKR,2026-09-15 17:18:00+00:00,45.905,45.905,45.905,45.905,1048.0,40.0,45.905,1789492740.1698225
AMRX,2026-09-15 17:18:00+00:00,16.84,16.84,16.83,16.83,3273.0,61.0,16.830472,1789492740.1699028
ABM,2026-09-15 17:18:00+00:00,49.88,49.88,49.86,49.88,1246.0,28.0,49.874399,1789492740.1699226
AMG,2026-09-15 17:18:00+00:00,347.6,347.6,347.6,347.6,62.0,5.0,347.6,1789492740.1895468
AORT,2026-09-15 17:18:00+00:00,25.595,25.5951,25.595,25.595,438.0,15.0,25.595051,1789492740.1895857
BAC.PRN,2026-09-15 17:18:00+00:00,18.41,18.41,18.41,18.41,4697.0,51.0,18.41,1789492740.1896055
ARLP,2026-09-15 17:18:00+00:00,26.2273,26.2273,26.2273,26.2273,103.0,4.0,26.2273,1789492740.1896236
APPN,2026-09-15 17:18:00+00:00,38.69,38.73,38.61,38.625,1134.0,30.0,38.666667,1789492740.1897757
ANIP,2026-09-15 17:18:00+00:00,71.5,71.5,71.5,71.5,651.0,31.0,71.5,1789492740.1897936
AU,2026-09-15 17:18:00+00:00,99.91,99.93,99.91,99.93,2136.0,33.0,99.927886,1789492740.1898105
AMT,2026-09-15 17:18:00+00:00,176.86,176.86,176.845,176.845,830.0,38.0,176.85,1789492740.1898263
AAT,2026-09-15 17:18:00+00:00,21.58,21.58,21.58,21.58,1176.0,34.0,21.58,1789492740.1898422
ACWX,2026-09-15 17:18:00+00:00,75.885,75.885,75.885,75.885,2185.0,17.0,75.885,1789492740.189859
ATAT,2026-09-15 17:18:00+00:00,31.3,31.32,31.285,31.32,3725.0,42.0,31.304707,1789492740.1898744
AIPO,2026-09-15 17:18:00+00:00,27.25,27.25,27.25,27.25,509.0,14.0,27.25,1789492740.1898994
AIS,2026-09-15 17:18:00+00:00,66.17,66.18,66.17,66.18,703.0,15.0,66.174444,1789492740.189994
AXON,2026-09-15 17:18:00+00:00,437.0,437.0,436.675,437.0,1033.0,86.0,436.958965,1789492740.1900115
ARKG,2026-09-15 17:18:00+00:00,47.61,47.615,47.6,47.615,1766.0,38.0,47.608,1789492740.1900282
ABNB,2026-09-15 17:18:00+00:00,168.0952,168.0952,168.065,168.065,1610.0,66.0,168.072043,1789492740.19019
ACWI,2026-09-15 17:18:00+00:00,158.16,158.16,158.16,158.16,303.0,9.0,158.16,1789492740.1902087
AR,2026-09-15 17:18:00+00:00,39.16,39.16,39.15,39.15,2289.0,70.0,39.156283,1789492740.1902251
ANET,2026-09-15 17:18:00+00:00,191.11,191.11,191.1,191.1,1307.0,78.0,191.105,1789492740.1902413
ATRO,2026-09-15 17:18:00+00:00,67.13,67.2,67.13,67.18,1331.0,35.0,67.16809,1789492740.1903422
AD,2026-09-15 17:18:00+00:00,38.15,38.17,38.15,38.17,515.0,22.0,38.163333,1789492740.1903586
ADBE,2026-09-15 17:18:00+00:00,263.59,263.6543,263.35,263.37,2718.0,134.0,263.529545,1789492740.1903749
AAP,2026-09-15 17:18:00+00:00,44.05,44.07,44.05,44.07,3009.0,69.0,44.051875,1789492740.1903908
AAPL,2026-09-15 17:18:00+00:00,329.67,329.8199,329.67,329.73,22999.0,627.0,329.747037,1789492740.1904075
APAM,2026-09-15 17:18:00+00:00,36.905,36.905,36.905,36.905,219.0,17.0,36.905,1789492740.1904228
AOS,2026-09-15 17:18:00+00:00,57.118,57.12,57.118,57.12,2649.0,38.0,57.118451,1789492740.1904376
ASMB,2026-09-15 17:18:00+00:00,26.93,26.93,26.93,26.93,1065.0,22.0,26.93,1789492740.1904533
ARGX,2026-09-15 17:18:00+00:00,995.0,995.88,994.99,995.65,918.0,69.0,995.401818,1789492740.1904688
ACAD,2026-09-15 17:18:00+00:00,26.8201,26.83,26.8201,26.83,711.0,21.0,26.82505,1789492740.1904845
AMZU,2026-09-15 17:18:00+00:00,34.3,34.3,34.3,34.3,488.0,19.0,34.3,1789492740.1904998
ARWR,2026-09-15 17:18:00+00:00,72.745,72.745,72.745,72.745,1607.0,33.0,72.745,1789492740.1925018
AGX,2026-09-15 17:18:00+00:00,386.9,386.9,386.9,386.9,299.0,21.0,386.9,1789492740.1925642
AXTA,2026-09-15 17:18:00+00:00,33.12,33.12,33.12,33.12,541.0,18.0,33.12,1789492740.1925864
ARKK,2026-09-15 17:18:00+00:00,83.9,83.91,83.89,83.91,1940.0,33.0,83.897083,1789492740.1926055
ARCC,2026-09-15 17:18:00+00:00,19.395,19.395,19.395,19.395,305.0,12.0,19.395,1789492740.192623
AXTI,2026-09-15 17:18:00+00:00,57.63,57.645,57.63,57.63,4432.0,53.0,57.632821,1789492740.1926396
ALL,2026-09-15 17:18:00+00:00,255.96,256.03,255.96,256.03,1132.0,40.0,255.974,1789492740.1926558
ASTH,2026-09-15 17:18:00+00:00,38.31,38.53,38.31,38.53,2692.0,67.0,38.427508,1789492740.1926723
ARE,2026-09-15 17:18:00+00:00,53.05,53.05,52.985,53.0,2917.0,68.0,53.037961,1789492740.1926887
AXSM,2026-09-15 17:18:00+00:00,208.44,208.44,208.44,208.44,266.0,12.0,208.44,1789492740.1927044
AWK,2026-09-15 17:18:00+00:00,138.765,138.83,138.765,138.83,1632.0,89.0,138.802274,1789492740.1928804
APH,2026-09-15 17:18:00+00:00,77.455,77.48,77.44,77.48,6877.0,138.0,77.457607,1789492740.192899
ACT,2026-09-15 17:18:00+00:00,48.6,48.67,48.58,48.67,3223.0,46.0,48.6398,1789492740.1929157
AMAT,2026-09-15 17:18:00+00:00,417.68,418.0,417.66,417.95,6236.0,199.0,417.822472,1789492740.1929321
AZN,2026-09-15 17:18:00+00:00,163.46,163.49,163.35,163.425,35141.0,158.0,163.384891,1789492740.1929476
APD,2026-09-15 17:18:00+00:00,289.18,289.18,289.18,289.18,334.0,23.0,289.18,1789492740.1929638
AGI,2026-09-15 17:18:00+00:00,35.12,35.13,35.12,35.12,2489.0,52.0,35.121362,1789492740.1929808
AMSC,2026-09-15 17:18:00+00:00,27.63,27.63,27.63,27.63,291.0,16.0,27.63,1789492740.1929977
AZTA,2026-09-15 17:18:00+00:00,33.23,33.23,33.2,33.2,623.0,12.0,33.205833,1789492740.1946673
BAC.PRB,2026-09-15 17:18:00+00:00,23.315,23.3199,23.31,23.3199,1257.0,7.0,23.313873,1789492740.1947217
ALLE,2026-09-15 17:18:00+00:00,153.9985,153.9985,153.96,153.965,585.0,17.0,153.978941,1789492740.1947455
AON,2026-09-15 17:18:00+00:00,308.83,308.95,308.53,308.53,2638.0,81.0,308.692505,1789492740.1947663
ABT,2026-09-15 17:18:00+00:00,102.22,102.25,102.1968,102.235,10683.0,204.0,102.218164,1789492740.1947854
ARIS,2026-09-15 17:18:00+00:00,18.35,18.35,18.35,18.35,454.0,21.0,18.35,1789492740.1948042
AXS,2026-09-15 17:18:00+00:00,99.66,99.66,99.66,99.66,1684.0,67.0,99.66,1789492740.19483
ALH,2026-09-15 17:18:00+00:00,21.12,21.135,21.12,21.12,638.0,20.0,21.1275,1789492740.1948483
AUB,2026-09-15 17:18:00+00:00,39.91,39.92,39.91,39.92,804.0,27.0,39.915,1789492740.1948664
ALGN,2026-09-15 17:19:00+00:00,147.72,147.725,147.72,147.72,834.0,25.0,147.722475,1789492800.0587587
AMKR,2026-09-15 17:19:00+00:00,45.905,45.905,45.87,45.89,4680.0,61.0,45.894737,1789492800.0629897
AEP,2026-09-15 17:19:00+00:00,120.81,120.81,120.74,120.76,8283.0,111.0,120.764914,1789492800.063017
ARKY,2026-09-15 17:19:00+00:00,20.16,20.16,20.16,20.16,100.0,1.0,20.16,1789492800.063037
ALKS,2026-09-15 17:19:00+00:00,44.955,45.085,44.955,45.04,37418.0,252.0,45.017025,1789492800.0630548
AMP,2026-09-15 17:19:00+00:00,555.29,555.38,555.24,555.345,827.0,77.0,555.324375,1789492800.0631058
ANGL,2026-09-15 17:19:00+00:00,28.415,28.415,28.415,28.415,100.0,1.0,28.415,1789492800.0631227
ARMK,2026-09-15 17:19:00+00:00,58.52,58.54,58.52,58.53,3778.0,88.0,58.531688,1789492800.0631764
BAC.PRN,2026-09-15 17:19:00+00:00,18.395,18.41,18.395,18.41,2392.0,33.0,18.408084,1789492800.0631962
AAOI,2026-09-15 17:19:00+00:00,96.07,96.19,96.07,96.19,3863.0,118.0,96.117383,1789492800.0632133
AIQ,2026-09-15 17:19:00+00:00,63.215,63.23,63.215,63.23,354.0,11.0,63.225,1789492800.063231
ALC,2026-09-15 17:19:00+00:00,67.8,67.8,67.8,67.8,862.0,25.0,67.8,1789492800.0632596
ACYN,2026-09-15 17:19:00+00:00,20.685,20.685,20.685,20.685,726.0,4.0,20.685,1789492800.0632772
AMRZ,2026-09-15 17:19:00+00:00,39.085,39.09,39.075,39.075,4321.0,62.0,39.079487,1789492800.0632937
ASST,2026-09-15 17:19:00+00:00,27.671,27.671,27.645,27.65,4797.0,57.0,27.660683,1789492800.0633142
ATS,2026-09-15 17:19:00+00:00,19.31,19.31,19.31,19.31,407.0,13.0,19.31,1789492800.063335
BAH,2026-09-15 17:19:00+00:00,80.72,80.79,80.72,80.735,1858.0,59.0,80.765098,1789492800.0637612
ASC,2026-09-15 17:19:00+00:00,18.59,18.59,18.59,18.59,262.0,8.0,18.59,1789492800.063785
AYI,2026-09-15 17:19:00+00:00,298.805,298.805,298.805,298.805,153.0,17.0,298.805,1789492800.0638037
ACGL,2026-09-15 17:19:00+00:00,96.69,96.69,96.655,96.655,3442.0,75.0,96.683916,1789492800.0638218
AZO,2026-09-15 17:19:00+00:00,2894.095,2894.1,2894.095,2894.1,127.0,29.0,2894.095588,1789492800.0638392
AMLP,2026-09-15 17:19:00+00:00,55.44,55.44,55.44,55.44,532.0,13.0,55.44,1789492800.0638561
ALK,2026-09-15 17:19:00+00:00,40.02,40.05,40.02,40.05,5363.0,78.0,40.02325,1789492800.0638733
AROC,2026-09-15 17:19:00+00:00,29.905,29.905,29.89,29.905,1152.0,25.0,29.9,1789492800.0638902
AR,2026-09-15 17:19:00+00:00,39.17,39.18,39.17,39.17,3659.0,80.0,39.172937,1789492800.0666807
ATRC,2026-09-15 17:19:00+00:00,56.65,56.65,56.58,56.58,3386.0,71.0,56.603361,1789492800.0667074
AVGX,2026-09-15 17:19:00+00:00,35.1799,35.18,35.14,35.18,1603.0,12.0,35.162779,1789492800.066728
AIZ,2026-09-15 17:19:00+00:00,284.24,284.265,284.23,284.265,417.0,33.0,284.245,1789492800.066747
ATTO,2026-09-15 17:19:00+00:00,24.925,24.99,24.925,24.99,302.0,5.0,24.965,1789492800.0667644
AG,2026-09-15 17:19:00+00:00,18.485,18.49,18.48,18.485,2985.0,45.0,18.48692,1789492800.0667813
AEE,2026-09-15 17:19:00+00:00,102.99,102.99,102.94,102.94,870.0,42.0,102.9675,1789492800.066798
ASML,2026-09-15 17:19:00+00:00,1591.86,1592.31,1591.01,1592.31,2224.0,222.0,1591.726557,1789492800.071852
ATRO,2026-09-15 17:19:00+00:00,67.2,67.2,67.2,67.2,486.0,28.0,67.2,1789492800.0719664
ACWX,2026-09-15 17:19:00+00:00,75.885,75.895,75.885,75.89,2601.0,24.0,75.891087,1789492800.0719886
ARKG,2026-09-15 17:19:00+00:00,47.62,47.62,47.61,47.61,359.0,16.0,47.613333,1789492800.072008
ASTS,2026-09-15 17:19:00+00:00,59.66,59.66,59.56,59.58,12082.0,173.0,59.606018,1789492800.0773616
BABA,2026-09-15 17:19:00+00:00,110.14,110.17,110.14,110.165,1857.0,70.0,110.161333,1789492800.0773907
AZN,2026-09-15 17:19:00+00:00,163.41,163.41,163.33,163.33,3218.0,55.0,163.378899,1789492800.07741
AXTI,2026-09-15 17:19:00+00:00,57.67,57.67,57.6,57.6,5802.0,93.0,57.638993,1789492800.0774276
ATAT,2026-09-15 17:19:00+00:00,31.29,31.32,31.29,31.31,1223.0,17.0,31.309244,1789492800.0774453
ARWR,2026-09-15 17:19:00+00:00,72.755,72.85,72.75,72.84,8697.0,84.0,72.794157,1789492800.07757
AGGY,2026-09-15 17:19:00+00:00,42.015,42.015,42.015,42.015,227.0,3.0,42.015,1789492800.0775893
ARKK,2026-09-15 17:19:00+00:00,83.91,83.9151,83.91,83.9151,1088.0,13.0,83.911913,1789492800.077606
ADP,2026-09-15 17:19:00+00:00,277.05,277.05,277.03,277.03,890.0,51.0,277.0375,1789492800.0776234
AMGN,2026-09-15 17:19:00+00:00,378.355,378.355,378.185,378.195,1190.0,69.0,378.252853,1789492800.0777202
ABBV,2026-09-15 17:19:00+00:00,262.75,262.75,262.73,262.73,2419.0,93.0,262.748182,1789492800.0777411
AMAL,2026-09-15 17:19:00+00:00,47.1,47.1,47.1,47.1,157.0,6.0,47.1,1789492800.0777586
BA,2026-09-15 17:19:00+00:00,211.06,211.115,211.01,211.115,3564.0,99.0,211.059417,1789492800.0777762
ADPT,2026-09-15 17:19:00+00:00,25.19,25.21,25.19,25.2,1511.0,49.0,25.197928,1789492800.0777934
AVAV,2026-09-15 17:19:00+00:00,157.26,157.26,157.1,157.1,1638.0,66.0,157.148029,1789492800.078469
