day,symbol,entry_m,level,entry,prev_close,open,adv20,adv20_20,adv20_5,nprev,rr
2025-04-09,SHOO,633,20.61,20.64,20.04,19.59,2291810.85,2291810.85,2291810.85,66.0,-1.0448666666666655
2025-04-09,SIMO,865,42.15,42.31,38.97,39.29,407893.85,407893.85,407893.85,66.0,0.0439560439560428
2025-04-09,SIRI,806,20.975,20.935,19.34,19.62,5031719.7,5031719.7,5031719.7,66.0,-0.019607843137251
2025-04-09,SITE,806,111.26,111.57,104.79,103.24,548669.0,548669.0,548669.0,66.0,0.5174013921113713
2025-04-09,SITM,819,139.88,137.79,116.79,119.35,347325.0,347325.0,347325.0,66.0,-1.3573333333333273
2025-04-09,SKT,808,31.6,31.61,30.07,30.03,1064893.95,1064893.95,1064893.95,66.0,0.720496894409936
2025-04-09,SKY,808,86.56,86.76,81.32,80.17,470042.2,470042.2,470042.2,66.0,-0.1156626506024138
2025-04-09,SKYW,818,88.305,88.39,79.41,78.96,577023.1,577023.1,577023.1,66.0,1.0167364016736369
2025-04-09,SLB,806,33.62,33.78,31.95,31.29,22111697.95,22111697.95,22111697.95,66.0,2.0
2025-04-09,SLNO,813,63.03,63.12,59.04,58.01,2342535.8,2342535.8,2342535.8,66.0,-0.1111111111111094
2025-04-09,SLVR,807,21.41,21.42,19.84,20.04,116963.1,116963.1,116963.1,57.0,1.0517241379310305
2025-04-09,SLYV,806,70.8599,71.21,67.03,66.37,321400.0,321400.0,321400.0,66.0,0.593442622950821
2025-04-09,SM,827,23.66,23.59,20.39,19.87,3025069.3,3025069.3,3025069.3,66.0,1.4859154929577445
2025-04-09,SMC,822,29.08,28.99,27.39,27.0,158980.2,158980.2,158980.2,66.0,0.3375977256574298
2025-04-09,SMCX,636,28.77,28.74,26.8,26.96,3817975.95,3817975.95,3817975.95,66.0,-1.070983050847456
2025-04-09,SMLF,809,57.93,57.54,54.28,53.89,362044.65,362044.65,362044.65,66.0,1.225146198830408
2025-04-09,SMMD,809,58.5999,58.085,54.81,54.3,246173.3,246173.3,246173.3,66.0,1.0221040385574185
2025-04-09,SMPL,841,37.26,37.14,33.19,35.45,945937.4,945937.4,945937.4,66.0,-1.081533333333333
2025-04-09,SNOW,816,143.3,143.85,133.51,132.45,5013566.95,5013566.95,5013566.95,66.0,1.5693548387096783
2025-04-09,SNPE,807,47.43,47.68,44.64,44.38,477788.35,477788.35,477788.35,66.0,0.6436170212765954
2025-04-09,SNX,815,106.66,106.7,97.28,96.71,1473684.05,1473684.05,1473684.05,66.0,0.1285140562248964
2025-04-09,SPGI,806,457.14,458.79,441.5,435.0,1539880.15,1539880.15,1539880.15,66.0,0.95177664974619
2025-04-09,SPGM,805,58.34,58.23,55.5,55.17,112815.55,112815.55,112815.55,66.0,1.381198738170352
2025-04-09,SPGP,802,89.62,88.555,86.05,85.16,278592.75,278592.75,278592.75,66.0,2.0
2025-04-09,SPHQ,804,61.73,62.1,59.24,58.68,1640622.5,1640622.5,1640622.5,66.0,0.7259786476868318
2025-04-09,SPOT,853,571.62,569.9005,518.35,513.99,2668032.35,2668032.35,2668032.35,66.0,-1.062039301358349
2025-04-09,SPSC,839,135.93,136.05,121.61,120.29,403907.8,403907.8,403907.8,66.0,-1.0747938718662924
2025-04-09,SPT,808,20.71,20.52,19.2,19.16,741907.9,741907.9,741907.9,66.0,1.0175438596491255
2025-04-09,SPUS,806,36.4868,36.705,34.38,34.26,530931.55,530931.55,530931.55,66.0,1.1478599221789925
2025-04-09,SPXL,601,99.025,99.2,96.11,94.08,7128148.4,7128148.4,7128148.4,66.0,-1.055520995954646
2025-04-09,SPY,806,524.8,527.24,496.48,493.44,89508248.45,89508248.45,89508248.45,66.0,0.845035105315949
2025-04-09,SPYU,601,21.599,21.615,20.76,20.18,1708314.65,1708314.65,1708314.65,66.0,-1.045483870967739
2025-04-09,SPYV,806,47.16,47.4044,45.11,44.65,3588995.6,3588995.6,3588995.6,66.0,0.7075078206465041
2025-04-09,SPYX,809,43.34,43.31,40.79,40.56,169864.65,169864.65,169864.65,66.0,0.8710239370281911
2025-04-09,SQM,802,33.16,33.1868,31.61,31.44,1290932.6,1290932.6,1290932.6,66.0,2.0
2025-04-09,SRPT,773,50.98,51.0,49.3,48.55,3143957.75,3143957.75,3143957.75,66.0,2.0
2025-04-09,SRRK,815,25.96,26.08,24.47,24.06,1384310.8,1384310.8,1384310.8,66.0,0.9714285714285772
2025-04-09,SSB,807,86.235,86.73,80.59,79.49,857627.55,857627.55,857627.55,66.0,0.2679558011049717
2025-04-09,SSNC,841,76.6,76.63,71.96,71.08,1426593.1,1426593.1,1426593.1,66.0,0.7982456140350968
2025-04-09,STE,804,217.35,218.21,208.55,204.9,606046.25,606046.25,606046.25,66.0,0.4503464203233264
2025-04-09,STEP,807,45.34,45.25,42.46,42.01,787744.0,787744.0,787744.0,66.0,2.0
2025-04-09,STRL,594,117.13,117.56,113.83,111.44,710722.2,710722.2,710722.2,66.0,-1.0538065268065262
2025-04-09,STT,839,80.425,80.73,75.33,73.73,2277753.85,2277753.85,2277753.85,66.0,1.371428571428567
2025-04-09,STZ,802,178.02,177.925,170.96,168.47,2320339.7,2320339.7,2320339.7,66.0,1.0945812807881694
2025-04-09,SUI,805,119.05,119.23,114.62,112.99,813433.15,813433.15,813433.15,66.0,0.4235055724417402
2025-04-09,SW,807,40.23,39.98,38.19,37.85,4571499.2,4571499.2,4571499.2,66.0,2.0
2025-04-09,SWK,808,58.425,58.26,55.86,54.68,2661421.95,2661421.95,2661421.95,66.0,2.0
2025-04-09,SXT,802,72.11,72.44,68.75,67.94,395935.55,395935.55,395935.55,66.0,0.2258064516129045
2025-04-09,SYK,838,354.24,353.88,337.37,335.0,1912638.6,1912638.6,1912638.6,66.0,2.0
2025-04-09,SYM,837,20.94,20.96,17.88,17.78,1443544.2,1443544.2,1443544.2,66.0,2.0
2025-04-09,TARK,593,21.3,21.4,20.37,20.09,173584.65,173584.65,173584.65,66.0,-1.0319230769230765
2025-04-09,TARS,846,45.985,45.85,44.63,43.59,722277.2,722277.2,722277.2,66.0,-1.05170114942529
2025-04-09,TBBB,872,27.33,27.285,24.84,24.74,680285.25,680285.25,680285.25,66.0,-1.0947368421052668
2025-04-09,TBBK,807,45.09,45.305,42.03,41.51,777603.2,777603.2,777603.2,66.0,0.9943977591036426
2025-04-09,TCAF,806,30.54,30.655,28.96,28.84,1133381.65,1133381.65,1133381.65,66.0,0.9715121951219484
2025-04-09,TCBK,808,38.62,38.55,36.16,35.62,128254.35,128254.35,128254.35,66.0,-0.5221238938053085
2025-04-09,TCHP,802,35.86,35.68,34.07,34.08,259922.4,259922.4,259922.4,66.0,2.0
2025-04-09,TDIV,817,69.705,69.98,64.41,64.25,164784.5,164784.5,164784.5,66.0,1.253378378378368
2025-04-09,TDW,807,35.5,35.6301,32.83,31.81,1252437.3,1252437.3,1252437.3,66.0,0.7442297571611138
2025-04-09,TEAM,837,201.84,202.02,183.84,183.72,2582962.0,2582962.0,2582962.0,66.0,2.0
2025-04-09,TECL,601,39.76,39.55,37.33,37.33,2544014.3,2544014.3,2544014.3,66.0,-1.058924242424246
2025-04-09,TEM,818,41.87,41.79,37.23,37.68,10630307.2,10630307.2,10630307.2,66.0,-1.0336431236010934
2025-04-09,TEX,880,37.4,37.13,32.21,31.72,1295767.65,1295767.65,1295767.65,66.0,-1.0929999999999995
2025-04-09,TFC,807,36.76,36.86,34.92,34.19,12034221.2,12034221.2,12034221.2,66.0,0.767361111111115
2025-04-09,TGT,806,94.12,94.465,88.76,88.0,9915519.0,9915519.0,9915519.0,66.0,0.7642384105960229
2025-04-09,TGTX,842,36.5644,36.425,35.53,34.59,2872610.4,2872610.4,2872610.4,66.0,-1.043151515151518
2025-04-09,THC,813,129.436,129.31,119.51,118.51,1756014.75,1756014.75,1756014.75,66.0,-1.0962255639097698
2025-04-09,THR,871,25.7,25.78,23.6,23.4,208810.85,208810.85,208810.85,66.0,-1.0392812500000006
2025-04-09,TLN,598,191.58,189.985,182.615,181.62,1318840.1,1318840.1,1318840.1,66.0,-1.057345617591056
2025-04-09,TMO,806,439.81,441.68,419.31,414.63,2051422.4,2051422.4,2051422.4,66.0,0.7318153067678679
2025-04-09,TMSL,816,28.2425,28.35,26.47,26.2,444706.85,444706.85,444706.85,66.0,0.4809836065573762
2025-04-09,TNC,807,72.725,73.05,69.53,67.8,186884.95,186884.95,186884.95,66.0,0.313559322033897
2025-04-09,TOL,806,94.93,94.13,90.5,89.03,1884377.25,1884377.25,1884377.25,66.0,0.9718309859154984
2025-04-09,TOPT,802,22.24,22.35,21.25,21.18,323271.6,323271.6,323271.6,66.0,1.6144578313252975
2025-04-09,TOST,812,32.82,32.71,30.03,29.42,6973621.0,6973621.0,6973621.0,66.0,2.0
2025-04-09,TPR,839,67.0,67.185,60.6,59.8,7137886.55,7137886.55,7137886.55,66.0,-1.041929712460061
2025-04-09,TQQQ,601,41.1,41.02,38.9,38.76,127416549.05,127416549.05,127416549.05,66.0,-1.049641975308644
2025-04-09,TRNO,806,53.82,54.03,51.18,50.2,942952.5,942952.5,942952.5,66.0,0.9655172413793104
2025-04-09,TRUP,600,35.1,35.26,32.91,33.47,555830.0,555830.0,555830.0,66.0,-1.0494868270332238
2025-04-09,TS,815,32.55,32.59,30.71,30.86,1497012.25,1497012.25,1497012.25,66.0,0.2518518518518423
2025-04-09,TTAN,830,96.81,96.615,88.82,88.0,591891.7,591891.7,591891.7,66.0,0.920987654320996
2025-04-09,TTC,806,67.0,67.33,63.51,62.63,1087616.5,1087616.5,1087616.5,66.0,0.691358024691363
2025-04-09,TTD,838,52.24,52.38,45.27,45.0,12182348.7,12182348.7,12182348.7,66.0,1.4999999999999971
2025-04-09,TWFG,652,28.545,28.445,27.75,27.02,109701.0,109701.0,109701.0,66.0,-1.232731958762892
2025-04-09,TWLO,816,86.65,87.14,81.34,80.54,2199631.6,2199631.6,2199631.6,66.0,1.4417910447761213
2025-04-09,TWST,597,36.05,36.17,35.18,34.17,1133199.65,1133199.65,1133199.65,66.0,-1.0555156250000022
2025-04-09,TXRH,839,164.5,164.51,153.22,151.71,1197907.7,1197907.7,1197907.7,66.0,0.8783068783068828
2025-04-09,TYL,802,545.605,548.6,521.68,518.27,284232.45,284232.45,284232.45,66.0,0.8904632152588562
2025-04-09,UAL,633,59.626,59.78,56.15,56.24,9989295.45,9989295.45,9989295.45,66.0,-1.0507575757575751
2025-04-09,UBER,801,68.4,68.56,65.07,65.0,18715640.05,18715640.05,18715640.05,66.0,1.607547169811314
2025-04-09,UBS,806,27.34,27.255,26.12,26.0,3797460.9,3797460.9,3797460.9,66.0,1.4402515723270468
2025-04-09,UBSI,870,33.86,33.88,31.5,31.1,1013945.05,1013945.05,1013945.05,66.0,-1.0905675675675657
2025-04-09,UCB,807,25.32,25.29,23.74,23.45,1065479.85,1065479.85,1065479.85,66.0,0.3200000000000026
2025-04-09,UCO,854,21.18,21.18,19.24,18.39,1754125.15,1754125.15,1754125.15,66.0,-1.069600000000006
2025-04-09,UDOW,778,63.92,63.9,62.18,59.9,2801688.9,2801688.9,2801688.9,66.0,-1.0778888888888924
2025-04-09,UHAL.B,831,55.02,54.865,52.31,51.79,309583.35,309583.35,309583.35,66.0,2.0
2025-04-09,ULS,879,55.25,55.4499,53.08,52.28,1038759.75,1038759.75,1038759.75,66.0,-1.0856540084388242
2025-04-09,UNM,808,74.385,74.825,70.48,69.28,2069110.9,2069110.9,2069110.9,66.0,1.1113801452784524
2025-04-09,UPBD,839,22.45,22.545,20.58,20.19,560653.6,560653.6,560653.6,66.0,-1.0553624999999955
2025-04-09,UPRO,601,52.17,52.22,50.65,49.54,8255382.05,8255382.05,8255382.05,66.0,-1.0563846153846166
2025-04-09,UPS,830,97.8,97.29,91.92,91.18,6747691.7,6747691.7,6747691.7,66.0,2.0
2025-04-09,UPST,602,37.16,37.16,35.89,35.36,5893584.3,5893584.3,5893584.3,66.0,-1.0440424242424258
2025-04-09,URA,807,21.34,21.42,20.26,20.21,3019081.65,3019081.65,3019081.65,66.0,1.1515151515151485
2025-04-09,URBN,596,45.275,45.34,43.24,43.09,2654005.2,2654005.2,2654005.2,66.0,-1.048824175824174
2025-04-09,URI,807,583.0773,583.33,551.94,537.3,675833.6,675833.6,675833.6,66.0,1.5268644747393685
2025-04-09,URNM,808,29.39,29.49,28.15,27.99,492334.0,492334.0,492334.0,66.0,1.1518987341772169
2025-04-09,URTH,813,146.78,146.98,136.3,135.83,459766.6,459766.6,459766.6,66.0,-1.1730714285714263
2025-04-09,URTY,601,22.95,22.98,22.44,21.65,1722011.65,1722011.65,1722011.65,66.0,-1.045897959183676
2025-04-09,USD,785,33.17,33.11,30.23,31.34,776076.2,776076.2,776076.2,66.0,-1.0403875000000034
2025-04-09,USO,807,66.24,65.92,63.34,61.73,3536876.0,3536876.0,3536876.0,66.0,0.7630331753554501
2025-04-09,USPH,824,71.055,70.25,65.93,64.75,116633.8,116633.8,116633.8,66.0,-1.2942710843373406
2025-04-09,UTI,808,28.36,28.15,26.08,25.95,853466.9,853466.9,853466.9,66.0,-0.6623376623376601
2025-04-09,UWM,818,29.51,29.28,25.35,24.76,490201.75,490201.75,490201.75,66.0,-1.0326551724137942
2025-04-09,V,805,321.91,322.59,308.27,305.635,7992387.6,7992387.6,7992387.6,66.0,0.7532869296210399
2025-04-09,VAC,807,54.05,54.35,50.86,50.51,585141.85,585141.85,585141.85,66.0,2.0
2025-04-09,VAL,709,29.33,29.37,28.94,27.78,1948500.25,1948500.25,1948500.25,66.0,-1.0463709677419333
2025-04-09,VBK,815,237.195,237.495,219.76,217.44,436079.1,436079.1,436079.1,66.0,1.2945652173913025
2025-04-09,VBR,816,173.79,173.89,162.76,161.05,858088.7,858088.7,858088.7,66.0,0.9889064976228308
2025-04-09,VCEL,786,40.25,40.06,38.6,38.09,476095.65,476095.65,476095.65,66.0,-1.2266930693069302
2025-04-09,VCR,816,312.7983,314.17,290.42,289.64,130309.7,130309.7,130309.7,66.0,2.0
2025-04-09,VCYT,755,29.48,29.485,28.88,27.22,921411.5,921411.5,921411.5,66.0,2.0
2025-04-09,VERA,773,20.65,20.615,18.86,18.53,947447.05,947447.05,947447.05,66.0,2.0
2025-04-09,VKTX,771,20.6599,20.73,19.98,19.63,4086271.3,4086271.3,4086271.3,66.0,2.0
2025-04-09,VLO,807,110.635,111.25,105.18,103.78,4045909.95,4045909.95,4045909.95,66.0,1.245169082125604
2025-04-09,VNQ,806,82.66,83.01,79.79,78.33,4251718.15,4251718.15,4251718.15,66.0,0.5335689045936367
2025-04-09,VNT,840,30.72,30.81,28.04,27.62,1062927.45,1062927.45,1062927.45,66.0,0.8936170212766016
2025-04-09,VO,806,239.9899,239.93,228.54,226.4,1157689.95,1157689.95,1157689.95,66.0,0.8931116389548656
2025-04-09,VONG,802,86.8,86.4601,82.51,82.39,1901975.35,1901975.35,1901975.35,66.0,1.8816970703811375
2025-04-09,VOOG,802,313.72,313.94,299.15,298.5,375276.25,375276.25,375276.25,66.0,1.5708630245447333
2025-04-09,VRT,581,65.36,65.6329,62.9,61.855,11499779.5,11499779.5,11499779.5,66.0,-1.0280038888152363
2025-04-09,VSCO,864,20.2088,20.25,16.81,16.75,5546415.0,5546415.0,5546415.0,66.0,-1.166250000000003
2025-04-09,VST,598,107.5063,107.16,102.19,102.34,8633725.5,8633725.5,8633725.5,66.0,-1.0739370629370593
2025-04-09,VTI,802,253.9532,253.546,243.75,241.85,5287942.3,5287942.3,5287942.3,66.0,1.3962419987611017
2025-04-09,VTS,806,20.595,20.69,19.69,19.5,413130.5,413130.5,413130.5,66.0,0.9599999999999984
2025-04-09,VTWO,816,76.27,76.34,70.56,69.81,2444770.8,2444770.8,2444770.8,66.0,0.2339449541284354
2025-04-09,VUG,802,345.67,345.92,329.49,328.49,2336709.25,2336709.25,2336709.25,66.0,1.6683636363636365
2025-04-09,W,846,29.66,29.36,24.14,23.39,7350120.7,7350120.7,7350120.7,66.0,-1.035472049689442
2025-04-09,WAL,841,66.9,67.0,61.0,59.21,1344628.5,1344628.5,1344628.5,66.0,0.915789473684205
2025-04-09,WASH,844,27.97,28.09,26.2,25.67,231268.55,231268.55,231268.55,66.0,-1.0541884057970992
2025-04-09,WAT,807,325.61,326.17,307.71,302.9,566675.5,566675.5,566675.5,66.0,0.8607367475291993
2025-04-09,WBS,816,44.84,44.89,41.8,40.81,1519788.8,1519788.8,1519788.8,66.0,1.094936708860759
2025-04-09,WCC,840,150.21,150.42,132.86,131.18,895892.0,895892.0,895892.0,66.0,1.4427710843373585
2025-04-09,WDAY,806,224.61,223.9149,210.47,209.855,2501241.4,2501241.4,2501241.4,66.0,1.2848414453690638
2025-04-09,WDC,815,35.45,35.53,31.55,31.34,8624726.85,8624726.85,8624726.85,66.0,0.513698630136986
2025-04-09,WFRD,813,43.31,43.075,39.17,38.06,1734250.7,1734250.7,1734250.7,66.0,2.0
2025-04-09,WHD,833,38.395,38.16,35.05,34.2,1091866.65,1091866.65,1091866.65,66.0,2.0
2025-04-09,WING,832,243.7,243.45,221.71,221.62,917448.2,917448.2,917448.2,66.0,0.6224343675417718
2025-04-09,WIX,815,155.5794,154.395,149.6,148.06,867080.15,867080.15,867080.15,66.0,2.0
2025-04-09,WK,604,64.815,64.67,61.91,61.5,884734.4,884734.4,884734.4,66.0,-1.092050359712229
2025-04-09,WMB,816,56.575,56.53,54.33,53.55,8359194.2,8359194.2,8359194.2,66.0,-0.0366300366300397
2025-04-09,WTFC,816,101.92,101.55,95.17,93.9,549768.05,549768.05,549768.05,66.0,0.986710963455152
2025-04-09,WWD,829,170.95,171.9199,157.51,155.39,591809.35,591809.35,591809.35,66.0,0.806835687615857
2025-04-09,WY,806,26.256,26.25,24.82,24.35,3894853.1,3894853.1,3894853.1,66.0,0.3333333333333346
2025-04-09,WYNN,785,69.3,69.405,66.1,65.93,2835666.0,2835666.0,2835666.0,66.0,-1.057079497907944
2025-04-09,XAR,802,155.25,155.275,147.51,146.34,121145.6,121145.6,121145.6,66.0,1.3240324032403206
2025-04-09,XBI,816,74.26,74.43,69.8,68.05,10749126.75,10749126.75,10749126.75,66.0,0.2499999999999936
2025-04-09,XLB,806,78.35,78.73,74.27,73.86,7123090.55,7123090.55,7123090.55,66.0,0.6745762711864383
2025-04-09,XLC,806,90.28,90.7874,86.13,85.45,6586849.1,6586849.1,6586849.1,66.0,0.9668081332742094
2025-04-09,XLF,806,45.75,46.01,43.92,43.24,59592175.6,59592175.6,59592175.6,66.0,0.7470588235294154
2025-04-09,XLG,802,42.93,42.78,40.94,40.82,3229115.55,3229115.55,3229115.55,66.0,1.6258064516128965
2025-04-09,XLI,806,122.97,123.47,116.42,115.23,12296973.1,12296973.1,12296973.1,66.0,0.742222222222223
2025-04-09,XLK,801,189.77,190.17,179.73,180.1,6972107.6,6972107.6,6972107.6,66.0,1.934515688949528
2025-04-09,XLRE,806,38.45,38.57,37.08,36.46,7393447.65,7393447.65,7393447.65,66.0,0.4841269841269844
2025-04-09,XMMO,817,109.47,109.095,101.93,100.69,361790.85,361790.85,361790.85,66.0,1.205056179775278
2025-04-09,XMTR,815,21.71,21.8,19.34,19.11,643981.15,643981.15,643981.15,66.0,0.5384615384615334
2025-04-09,XOP,807,108.55,109.03,101.91,99.78,3638549.35,3638549.35,3638549.35,66.0,1.136674259681092
2025-04-09,XPEL,829,27.75,27.68,24.72,24.45,253842.75,253842.75,253842.75,66.0,2.0
2025-04-09,XPO,814,98.03,97.54,91.46,90.68,1852160.35,1852160.35,1852160.35,66.0,2.0
2025-04-09,XRT,806,66.45,66.84,62.11,61.64,8290491.25,8290491.25,8290491.25,66.0,0.430463576158939
2025-04-09,XYLD,802,37.145,37.07,35.62,35.3,903483.3,903483.3,903483.3,66.0,1.27205882352941
2025-04-09,XYZ,818,54.34,54.115,49.08,49.05,9465004.55,9465004.55,9465004.55,54.0,2.0
2025-04-09,YANG,661,62.06,61.7,65.61,58.97,4942981.65,4942981.65,4942981.65,66.0,-1.0751822447215722
2025-04-09,YETI,826,29.6,29.55,27.14,27.05,2170601.85,2170601.85,2170601.85,66.0,2.0
2025-04-09,YINN,922,26.97,26.8998,22.36,24.52,7589150.3,7589150.3,7589150.3,66.0,-0.3721177722596622
2025-04-09,YOU,840,26.65,26.67,23.96,23.73,2447307.85,2447307.85,2447307.85,66.0,-1.049320754716984
2025-04-09,YPF,814,28.07,28.147,27.16,26.71,1915832.5,1915832.5,1915832.5,66.0,2.0
2025-04-09,ZBRA,806,230.96,230.9961,213.54,213.02,638767.8,638767.8,638767.8,66.0,1.5508117015930096
2025-04-09,ZION,814,44.32,44.125,42.17,41.22,2505944.5,2505944.5,2505944.5,66.0,1.1933085501858722
2025-04-09,ZS,815,194.18,194.26,177.04,177.75,2475688.4,2475688.4,2475688.4,66.0,1.7761364635540402
2025-04-09,ZTS,808,148.33,148.17,144.41,141.155,2464458.05,2464458.05,2464458.05,66.0,2.0
2025-04-09,ZWS,806,30.03,30.17,28.5,28.12,1070035.85,1070035.85,1070035.85,66.0,-0.0378787878787884
2025-04-10,AAPU,587,20.485,20.54,21.48,19.49,1543164.85,1543164.85,1543164.85,67.0,-1.0456818181818168
2025-04-10,GDS,624,21.84,21.86,19.43,20.76,3877841.95,3877841.95,3877841.95,67.0,-1.0523170731707354
2025-04-10,GDXU,593,56.573,56.7412,52.95,53.465,814663.75,814663.75,814663.75,67.0,-1.0542225790754245
2025-04-10,JNUG,619,60.1,59.94,56.74,57.1,756448.85,756448.85,756448.85,67.0,2.0
2025-04-10,KOLD,675,24.13,24.14,21.99,22.9,8580486.6,8580486.6,8580486.6,67.0,-1.0428909090909066
2025-04-10,NUGT,616,61.92,62.1873,58.31,58.93,1661137.8,1661137.8,1661137.8,67.0,1.999999999999993
2025-04-10,NVD,713,30.4264,30.29,26.58,28.81,4382650.45,4382650.45,4382650.45,67.0,-1.0350595238095246
2025-04-10,NVDS,737,27.75,27.832,24.87,26.41,1237358.65,1237358.65,1237358.65,67.0,-1.0567427385892083
2025-04-10,QID,722,40.02,40.15,36.19,38.04,8455073.8,8455073.8,8455073.8,67.0,-1.077725490196076
2025-04-10,SDS,722,23.79,23.85,21.74,22.645,16712573.0,16712573.0,16712573.0,67.0,2.0
2025-04-10,SMMT,846,20.8,20.7945,18.23,17.77,2615967.5,2615967.5,2615967.5,67.0,-1.046858457997699
2025-04-10,SOXS,601,24.85,24.81,20.7,23.57,51645189.95,51645189.95,51645189.95,67.0,-1.0403500000000003
2025-04-10,SQQQ,694,38.435,38.5387,34.28,36.6,116018992.7,116018992.7,116018992.7,67.0,2.0
2025-04-10,SRTY,683,29.95,29.99,26.34,28.485,4297802.85,4297802.85,4297802.85,67.0,2.0
2025-04-10,TECS,708,63.0,63.0,54.89,59.95,1139405.25,1139405.25,1139405.25,67.0,2.0
2025-04-10,TSDD,660,46.1995,46.16,40.98,44.0,2552321.95,2552321.95,2552321.95,67.0,-1.0799824561403468
2025-04-10,TSLQ,660,36.74,36.75,32.4,34.96,18129975.35,18129975.35,18129975.35,67.0,-1.0683396226415096
2025-04-10,TZA,683,20.64,20.66,18.15,19.64,26503069.85,26503069.85,26503069.85,67.0,2.0
2025-04-10,UVXY,611,38.43,38.56,32.61,36.485,23777628.65,23777628.65,23777628.65,67.0,2.0
2025-04-10,VIXY,660,74.0695,74.1,65.5,70.34,1695692.0,1695692.0,1695692.0,67.0,-1.0851627906976726
2025-04-10,VXX,661,75.93,75.58,67.79,72.09,9696918.35,9696918.35,9696918.35,67.0,-1.0730980392156917
2025-04-10,YANG,726,53.7293,53.6067,51.89,51.08,5284850.45,5284850.45,5284850.45,67.0,-1.087357837481453
2025-04-11,BMA,648,75.5113,75.94,71.5,71.52,356375.95,356375.95,356375.95,68.0,2.0
2025-04-11,EDN,756,27.85,28.0,25.48,26.5134,105389.75,105389.75,105389.75,68.0,2.0
2025-04-11,GLNG,580,35.51,35.5999,33.39,33.61,2167649.85,2167649.85,2167649.85,68.0,2.0
2025-04-11,JANX,821,28.26,28.35,26.87,26.87,972013.35,972013.35,972013.35,68.0,-1.0703207547169844
2025-04-11,KYMR,772,23.97,24.005,22.4,22.49,820982.55,820982.55,820982.55,68.0,2.0
2025-04-11,LABU,589,41.605,41.3488,39.76,39.54,2209680.75,2209680.75,2209680.75,68.0,-1.0425801011804363
2025-04-11,MPWR,734,514.72,516.515,484.71,489.69,1215200.3,1215200.3,1215200.3,68.0,-1.086322907861372
2025-04-11,MSTX,584,23.37,23.22,20.9,22.09,12535864.75,12535864.75,12535864.75,68.0,-1.031250000000001
2025-04-11,PCVX,779,29.8,29.84,28.04,27.97,3325473.15,3325473.15,3325473.15,68.0,2.0
2025-04-11,SDGR,661,22.5,22.51,19.22,20.485,985168.4,985168.4,985168.4,68.0,-1.0440200000000033
2025-04-11,SMMT,588,21.8699,21.88,20.15,20.24,2928303.55,2928303.55,2928303.55,68.0,2.0
2025-04-11,SPYU,754,25.41,25.495,24.54,24.16,2101012.45,2101012.45,2101012.45,68.0,2.0
2025-04-11,TNA,825,21.79,21.7601,20.97,20.75,20418751.2,20418751.2,20418751.2,68.0,0.1377348732977043
2025-04-11,TSDD,623,48.85,48.99,46.2,46.4,2627172.7,2627172.7,2627172.7,68.0,-1.0268352272727266
2025-04-11,TSLQ,623,38.8,38.93,36.79,36.98,18681926.75,18681926.75,18681926.75,68.0,-1.0266099290780146
2025-04-11,URTY,825,25.55,25.515,24.64,24.33,2004751.35,2004751.35,2004751.35,68.0,0.2479338842975181
2025-04-11,UVIX,676,82.7,82.52,70.16,75.51,7246344.3,7246344.3,7246344.3,68.0,-1.0381090047393366
2025-04-14,ADMA,931,21.22,21.27,19.4,20.28,3391976.7,3391976.7,3391976.7,69.0,-0.5652173913043425
2025-04-14,ATAT,589,24.09,23.985,22.21,22.85,1528579.1,1528579.1,1528579.1,69.0,-1.0434166666666649
2025-04-14,BABX,601,26.05,26.0,22.93,24.68,1325504.8,1325504.8,1325504.8,69.0,-1.0499803921568651
2025-04-14,FUTU,601,88.5,88.32,80.39,82.225,3563118.35,3563118.35,3563118.35,69.0,-1.0579726623521626
2025-04-14,HIBS,702,23.3029,23.371,23.97,21.93,386722.4,386722.4,386722.4,69.0,-1.0587723785166254
2025-04-14,NVD,584,27.515,27.57,27.9,26.17,4398911.65,4398911.65,4398911.65,69.0,0.0975609756097539
2025-04-14,SDGR,624,26.17,26.08,24.49,24.85,1156451.25,1156451.25,1156451.25,69.0,-1.038877675840978
2025-04-14,SOXS,688,23.23,23.2299,23.86,21.85,59953401.05,59953401.05,59953401.05,69.0,2.0
2025-04-14,TECS,585,55.6,55.05,58.11,52.85,1280305.55,1280305.55,1280305.55,69.0,-1.056947368421051
2025-04-14,TGS,589,29.8838,30.0,25.39,28.185,302788.2,302788.2,302788.2,69.0,-1.0406666666666666
2025-04-14,TSDD,699,47.61,47.78,46.34,43.8,2677744.9,2677744.9,2677744.9,69.0,-1.151703124999991
2025-04-14,TSLQ,698,37.83,37.88,36.77,35.0,19090116.95,19090116.95,19090116.95,69.0,-1.070471698113214
2025-04-14,UVXY,582,36.93,36.86,40.46,34.93,24293397.3,24293397.3,24293397.3,69.0,-1.0328165137614675
2025-04-14,VIXY,709,72.7087,72.9216,75.69,68.84,1861081.55,1861081.55,1861081.55,69.0,-1.0474014336917576
2025-04-14,VXX,709,74.29,74.4,77.12,70.52,10827423.65,10827423.65,10827423.65,69.0,-1.0484352159468453
2025-04-14,ZLAB,601,33.08,33.15,29.54,31.4,1475290.6,1475290.6,1475290.6,69.0,-1.071065217391309
2025-04-15,NUTX,665,133.99,133.0,129.67,127.6,111281.55,111281.55,111281.55,70.0,-1.110868367403158
