day,symbol,split,source,n_bars,first_minute,entry_m,rr,rv,adv20,level
2025-01-10,NINE,TRAIN,cache.db(Alpaca SIP),0,,577,-1.04566666666667,1.0356459828410014,3262987.6,1.41
2025-01-10,ITCI,TRAIN,topup.db(Databento EQUS.MINI),360,570.0,578,0.0366972477064234,1.766415529873101,543077.2,94.46
2025-01-10,PSMT,TRAIN,topup.db(Databento EQUS.MINI),283,570.0,580,1.1851851851851931,4.07168054209447,219356.6,88.0
2025-01-10,LPSN,TRAIN,cache.db(Alpaca SIP),0,,583,2.0,1.4209686344483148,10572541.6,1.39
2025-01-10,WBA,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),390,570.0,584,1.3623188405797164,1.38059568311048,19085167.6,11.275
2025-01-10,NMTC,TRAIN,cache.db(Alpaca SIP),0,,627,2.0,3.729558972602321,244234.4,1.14
2025-01-10,NRXP,TRAIN,cache.db(Alpaca SIP),0,,630,2.0,1.107362170750254,5416438.2,4.26
2025-01-10,MLSS,TRAIN,cache.db(Alpaca SIP),0,,657,-1.0474,1.4424388726288948,518348.6,1.21
2025-01-13,AGL,TRAIN,cache.db(Alpaca SIP),0,,577,2.0,2.1339323840445314,3723149.8333333335,2.555
2025-01-13,NRGV,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0321666666666665,2.6910864969759385,1807392.6666666667,1.99
2025-01-13,LABD,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0388800599700152,3.667513525462486,20998450.166666668,7.969
2025-01-13,METC,TRAIN,topup.db(Databento EQUS.MINI),306,570.0,584,-1.0318965517241367,3.1137496247373164,555166.6666666666,9.35
2025-01-13,BNED,TRAIN,cache.db(Alpaca SIP),0,,598,2.0,1.9284905663758165,727705.1666666666,10.625
2025-01-13,DHX,TRAIN,cache.db(Alpaca SIP),0,,681,1.2500000000000056,1.0226954535023045,276305.3333333333,2.18
2025-01-13,VSEE,TRAIN,cache.db(Alpaca SIP),0,,696,2.0,2.5162421904162176,129042.66666666669,1.4
2025-01-13,PAYS,TRAIN,cache.db(Alpaca SIP),0,,717,-1.0672222222222236,3.2605017180203424,288730.1666666667,3.08
2025-01-14,PLUG,TRAIN,cache.db(Alpaca SIP),0,,577,-1.0484087102177528,2.1553148700045424,87307962.57142857,2.97
2025-01-14,ZENA,TRAIN,cache.db(Alpaca SIP),0,,577,-1.4058666666666602,1.201143441486364,1037969.2857142856,5.58
2025-01-14,ASPI,TRAIN,cache.db(Alpaca SIP),0,,578,-1.024700000000002,3.6873488272652826,1955131.0,5.14
2025-01-14,USIO,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0719767441860482,1.3503058769913243,1632519.0,2.28
2025-01-14,PTLO,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,4.493968699085372,1668087.5714285714,11.2
2025-01-14,ILLR,TRAIN,cache.db(Alpaca SIP),0,,592,-1.0326364846870866,2.3346768033544425,570150.7142857143,2.54
2025-01-14,NCTY,TRAIN,cache.db(Alpaca SIP),0,,613,-1.043970588235296,2.820371705095229,134310.0,15.29
2025-01-14,NRXP,TRAIN,cache.db(Alpaca SIP),0,,621,-1.261697500000002,1.0820262262413285,4691751.285714285,5.3299
2025-01-15,DOGZ,TRAIN,cache.db(Alpaca SIP),0,,578,2.0,3.7265986059264375,373061.375,43.85
2025-01-15,SEZL,TRAIN,topup.db(Databento EQUS.MINI),148,570.0,584,0.2054358594602191,3.087944175975281,126540.5,254.95
2025-01-15,NNOX,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,1.661081627693734,5992221.25,8.335
2025-01-15,ADPT,TRAIN,cache.db(Alpaca SIP),0,,587,1.550775387693853,2.853497575634416,1543822.625,6.89
2025-01-15,PERF,TRAIN,cache.db(Alpaca SIP),0,,599,-1.0808333333333366,2.5215273100991467,307827.75,2.499
2025-01-15,TDUP,TRAIN,cache.db(Alpaca SIP),0,,604,2.0,4.941326030149383,1958560.625,2.15
2025-01-15,HTCO,TRAIN,cache.db(Alpaca SIP),0,,620,-1.121960414703105,4.393793463685164,163715.0,4.1406
2025-01-15,OUST,TRAIN,cache.db(Alpaca SIP),0,,622,-1.0742499999999986,2.565104853772064,2218964.375,12.03
2025-01-16,REKR,TRAIN,cache.db(Alpaca SIP),0,,579,-1.024307692307691,1.5160663514857835,11498441.333333334,1.64
2025-01-16,LVO,TRAIN,cache.db(Alpaca SIP),0,,580,-1.4544715447154466,2.719141270747312,374713.8888888889,1.2092
2025-01-16,ACHR,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0504525139664818,3.2695863404172485,36303812.66666666,9.24
2025-01-16,DOGZ,TRAIN,cache.db(Alpaca SIP),0,,581,2.0,2.6903477584714475,408962.0,45.4
2025-01-16,ATYR,TRAIN,cache.db(Alpaca SIP),0,,586,-1.0402222222222244,2.1310012790905057,1008943.0,3.69
2025-01-16,FRSX,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,2.433448599668781,432050.4444444445,1.56
2025-01-16,CABA,TRAIN,cache.db(Alpaca SIP),0,,588,-1.0324285714285746,3.075102570250886,1508516.5555555555,2.35
2025-01-16,AISP,TRAIN,cache.db(Alpaca SIP),0,,593,-1.036004056795132,2.0561698345836783,2745672.333333333,5.51
2025-01-17,SIDU,TRAIN,cache.db(Alpaca SIP),0,,578,-0.526851851851853,3.069299285122752,3882400.8,2.625
2025-01-17,AGL,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0271827182718254,2.026193037955918,5160317.8,3.13
2025-01-17,ILLR,TRAIN,cache.db(Alpaca SIP),0,,581,-1.366081999999997,1.8656792460018945,1128597.0,2.49
2025-01-17,WIMI,TRAIN,cache.db(Alpaca SIP),0,,582,-1.0294264339152108,3.2815129123741134,9891306.5,1.22
2025-01-17,LPTH,TRAIN,cache.db(Alpaca SIP),0,,586,-1.053999999999999,1.431374845775969,605286.7,3.2845
2025-01-17,MSOX,TRAIN,cache.db(Alpaca SIP),0,,590,1.1994072819644428,3.035575166518547,257469.7,7.71
2025-01-17,TSSI,TRAIN,cache.db(Alpaca SIP),0,,590,-1.0502800000000008,4.476441395790118,1000742.4,12.88
2025-01-17,NMG,TRAIN,cache.db(Alpaca SIP),0,,627,-1.0568947368421062,1.7796840049171865,188206.7,2.3034
2025-01-21,TSLQ,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0252448934525764,3.6866362186985127,10014779.818181818,23.63
2025-01-21,SMMT,TRAIN,cache.db(Alpaca SIP),0,,579,2.0,4.373686067175486,2424236.636363636,20.48
2025-01-21,ATOM,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0272388059701467,2.0651307611424707,1381776.9090909092,9.41
2025-01-21,IONQ,TRAIN,cache.db(Alpaca SIP),0,,581,-1.029014388489207,2.8410298767082245,49822249.72727273,41.855
2025-01-21,RAIL,TRAIN,cache.db(Alpaca SIP),0,,617,-1.1663071125765412,3.776256634049138,198680.36363636365,12.5
2025-01-21,LOOP,TRAIN,cache.db(Alpaca SIP),0,,618,-1.0524999999999998,3.638871708567347,125775.36363636365,1.08
2025-01-21,CDZI,TRAIN,cache.db(Alpaca SIP),0,,658,-1.2563349999999982,2.099470816444218,832907.4545454546,5.56
2025-01-21,CNTA,TRAIN,cache.db(Alpaca SIP),0,,666,-1.0883888888888884,1.4793600957479702,533821.1818181818,16.12
2025-01-22,APPS,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0381443298969055,3.992955469809878,3012029.583333333,2.28
2025-01-22,CRNC,TRAIN,cache.db(Alpaca SIP),0,,578,-1.037214006832601,3.225901227192101,25022325.33333333,15.8
2025-01-22,PTLE,TRAIN,cache.db(Alpaca SIP),0,,580,2.0,1.036835350435295,2191090.4166666665,2.46
2025-01-22,ATOM,TRAIN,cache.db(Alpaca SIP),0,,586,-1.029597701149428,2.3443891769851164,1342788.8333333333,10.59
2025-01-22,LOOP,TRAIN,cache.db(Alpaca SIP),0,,586,-1.0452000000000028,4.196338352739328,130557.33333333331,1.15
2025-01-22,PRLD,TRAIN,cache.db(Alpaca SIP),0,,586,-1.4586050000000004,2.972095733544973,316050.8333333333,1.3
2025-01-22,CRSR,TRAIN,cache.db(Alpaca SIP),0,,595,-1.0653571428571431,4.007119468877575,733806.6666666666,9.24
2025-01-22,MRNY,TRAIN,cache.db(Alpaca SIP),0,,605,-1.0406363636363674,2.5524766302512933,1002361.8333333334,4.59
2025-01-23,ONDS,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0317142857142845,1.6639693946189196,10494363.692307692,2.29
2025-01-23,REKR,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0244448398576502,3.8404847472442265,12491001.307692308,2.14
2025-01-23,BITU,TRAIN,topup.db(Databento EQUS.MINI),389,570.0,579,-1.0436691176470592,4.436545694994375,2470379.153846154,60.95
2025-01-23,BITX,TRAIN,topup.db(Databento EQUS.MINI),391,570.0,579,-1.041019867549669,3.8443772252650943,8951072.692307692,63.583
2025-01-23,ATRA,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0319266055045886,3.247344841868471,506090.3846153846,7.1761
2025-01-23,WKEY,TRAIN,cache.db(Alpaca SIP),0,,593,-1.0354973630831654,1.0325620558686948,1836247.2307692308,9.06
2025-01-23,SPHL,TRAIN,cache.db(Alpaca SIP),0,,595,2.0,1.0874716819094123,408538.9230769231,2.63
2025-01-23,ILLR,TRAIN,cache.db(Alpaca SIP),0,,609,2.0,1.910643980840121,1218788.076923077,1.87
2025-01-24,RGTIW,TRAIN,cache.db(Alpaca SIP),0,,577,-1.0331666666666643,3.364053505763993,2013032.7857142857,6.14
2025-01-24,QUBT,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0329999999999993,3.288041052306468,47880880.28571428,11.95
2025-01-24,SIDU,TRAIN,cache.db(Alpaca SIP),0,,582,-1.048135593220338,3.727704121457129,4055606.214285714,2.92
2025-01-24,CATX,TRAIN,cache.db(Alpaca SIP),0,,586,-1.031666666666667,2.441565343553756,1132510.357142857,3.9
2025-01-24,PDYN,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,2.0455621354300937,8517252.214285715,9.8849
2025-01-24,NRDY,TRAIN,cache.db(Alpaca SIP),0,,587,-1.0518571428571395,2.142088281422313,1432723.2142857143,1.85
2025-01-24,MVST,TRAIN,cache.db(Alpaca SIP),0,,593,0.4285714285714331,3.484149525033747,14993396.5,2.16
2025-01-24,GRAL,TRAIN,cache.db(Alpaca SIP),0,,594,2.0,4.655889330228699,943266.6428571428,27.58
2025-01-27,CMPX,TRAIN,cache.db(Alpaca SIP),0,,578,2.0,1.66644119327448,3117391.7333333334,2.69
2025-01-27,ALEC,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0882317073170742,1.1868374035023284,735484.0666666667,1.87
2025-01-27,KYTX,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0253333333333334,4.416103116395941,457269.6666666667,3.9292
2025-01-27,STFS,TRAIN,cache.db(Alpaca SIP),0,,581,-1.0372499999999998,1.0555742148277223,3507143.2666666666,1.5305
2025-01-27,SES,TRAIN,cache.db(Alpaca SIP),0,,609,-1.0595000000000012,1.9635430928041384,48253661.8,1.23
2025-01-27,SPWH,TRAIN,cache.db(Alpaca SIP),0,,609,-1.058250000000004,1.1411289574309695,346473.6666666667,2.36
2025-01-27,PRFX,TRAIN,cache.db(Alpaca SIP),0,,612,-1.0285723384895358,1.0726237775325187,1360235.2,3.27
2025-01-27,ALLR,TRAIN,cache.db(Alpaca SIP),0,,614,2.0,2.140252235665793,3637383.2,1.5
2025-01-28,NVDQ,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0307340067340085,2.771149688768293,54621282.5,3.7698
2025-01-28,WCT,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0498635235732068,4.659621092464699,1574859.8125,2.05
2025-01-28,AKRO,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),357,570.0,584,-1.0455409836065572,1.6144769191625072,1885781.0625,56.82
2025-01-28,NVDD,TRAIN,cache.db(Alpaca SIP),0,,584,-1.0473805668016225,3.688543135909698,10165382.0,7.165
2025-01-28,JL,TRAIN,cache.db(Alpaca SIP),0,,587,2.0,3.925639440204567,133241.6875,5.09
2025-01-28,OPFI,TRAIN,cache.db(Alpaca SIP),0,,591,0.7295597484276727,3.598026307680408,2536330.625,13.48
2025-01-28,SKYE,TRAIN,cache.db(Alpaca SIP),0,,600,-0.6250000000000028,1.5396390466560046,109320.25,2.718
2025-01-28,GRRR,TRAIN,cache.db(Alpaca SIP),0,,607,2.0,1.063085652004329,3654339.875,13.64
2025-01-29,CMPX,TRAIN,cache.db(Alpaca SIP),0,,577,-1.0261999999999991,2.211608690665784,3083072.529411765,3.39
2025-01-29,GLE,TRAIN,cache.db(Alpaca SIP),0,,580,-0.6710526315789481,2.25453876140542,165865.41176470587,1.7
2025-01-29,MTAL,TRAIN,topup.db(Databento EQUS.MINI),214,570.0,583,0.6999999999999953,4.181964765332887,209112.23529411765,10.75
2025-01-29,RGTI,TRAIN,cache.db(Alpaca SIP),0,,583,-1.0391532016756442,3.123407761743916,199208219.82352945,13.5
2025-01-29,ILLR,TRAIN,cache.db(Alpaca SIP),0,,590,2.0,1.602596117537095,1062968.8823529412,1.93
2025-01-29,DNA,TRAIN,cache.db(Alpaca SIP),0,,622,-1.0668421052631607,1.186492671480746,1383198.294117647,12.9
2025-01-29,API,TRAIN,cache.db(Alpaca SIP),0,,637,2.0,2.5406342834616016,777836.0,5.6
2025-01-29,FTCI,TRAIN,cache.db(Alpaca SIP),0,,647,-1.0455555555555576,1.0359025396441486,107964.23529411764,4.23
2025-01-30,KEX,TRAIN,topup.db(Databento EQUS.MINI),373,570.0,578,2.0,4.527908541282021,689457.3888888889,111.5
2025-01-30,POWW,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0415358974358946,2.3625824451696045,1615922.4444444445,1.65
2025-01-30,TSDD,TRAIN,cache.db(Alpaca SIP),0,,579,-1.021955974842768,1.0414615759747017,9140039.555555556,31.9999
2025-01-30,ASPI,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0311111111111124,3.9086499270757935,2272945.9444444445,5.79
2025-01-30,VST,TRAIN,cache.db(Alpaca SIP),0,,611,2.0,3.61110456726466,10163594.944444444,167.57
2025-01-30,BABX,TRAIN,cache.db(Alpaca SIP),0,,627,2.0,2.7904604359894134,555729.8888888889,22.09
2025-01-30,ALGM,TRAIN,cache.db(Alpaca SIP),0,,647,-1.0793559322033848,4.476751317268653,2243845.5,23.64
2025-01-30,NVDS,TRAIN,cache.db(Alpaca SIP),0,,653,-1.4255170113408997,1.989155316271441,2001346.6666666667,27.74
2025-01-31,UMAC,TRAIN,cache.db(Alpaca SIP),0,,577,-1.0373030303030284,3.900415381102956,1753633.7368421052,12.75
2025-01-31,IKT,TRAIN,cache.db(Alpaca SIP),0,,578,2.0,3.362315010191227,183207.1052631579,2.02
2025-01-31,SERV,TRAIN,cache.db(Alpaca SIP),0,,578,-1.035978723404254,4.385527885799531,12706748.52631579,17.55
2025-01-31,RCAT,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0402444444444447,3.1563056669629166,10476868.684210526,9.38
2025-01-31,ABAT,TRAIN,cache.db(Alpaca SIP),0,,590,-1.0446153846153832,1.3495343264971411,5024754.315789473,1.4851
2025-01-31,OILD,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),107,570.0,592,-1.067236842105261,1.1534585822741212,153808.52631578947,15.93
2025-01-31,BDTX,TRAIN,cache.db(Alpaca SIP),0,,609,2.0,2.016282177040683,1359744.6315789474,2.735
2025-01-31,BOOT,TRAIN,cache.db(Alpaca SIP),0,,631,-1.0845671641791084,4.308623455016468,834530.0,171.46
2025-02-03,WULF,TRAIN,cache.db(Alpaca SIP),0,,577,2.0,2.7565725794957228,47912596.6,4.55
2025-02-03,NNE,TRAIN,cache.db(Alpaca SIP),0,,578,2.0,4.318354850287309,7367655.3,36.9
2025-02-03,MSTX,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0300039750584558,3.3069241694820453,11620284.6,39.8
2025-02-03,RR,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0284785435630706,2.043045307893795,29443302.0,2.2698
2025-02-03,ALAB,TRAIN,cache.db(Alpaca SIP),0,,594,2.0,4.3089486303083655,5019344.6,93.82
2025-02-03,TSLQ,TRAIN,cache.db(Alpaca SIP),0,,618,-1.097481890307001,3.106573605350716,9177781.45,28.5695
2025-02-03,BTBT,TRAIN,cache.db(Alpaca SIP),0,,622,2.0,2.527364717261465,17606461.05,3.0252
2025-02-03,PLUG,TRAIN,cache.db(Alpaca SIP),0,,623,-0.3333333333333309,1.486621412366935,79084985.6,1.88
2025-02-04,RGTI,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0374903772132391,4.0894370519555645,186781711.1,14.97
2025-02-04,RGTIW,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0235868601370404,4.384415847586152,1567301.15,6.09
2025-02-04,VERI,TRAIN,cache.db(Alpaca SIP),0,,578,-1.0357251908396985,4.880693006991938,883009.85,3.4
2025-02-04,HIMX,TRAIN,cache.db(Alpaca SIP),0,,580,0.2434554973821991,4.290505264945596,5354124.65,10.076
2025-02-04,FUBO,TRAIN,cache.db(Alpaca SIP),0,,590,-1.0552926525529245,1.4264187916867055,91929771.05,4.53
2025-02-04,ATRA,TRAIN,cache.db(Alpaca SIP),0,,594,2.0,1.2118388419056223,453305.6,8.988
2025-02-04,FRO,TRAIN,cache.db(Alpaca SIP),0,,603,1.662337662337665,3.602754570237561,4225707.1,18.37
2025-02-04,NRDY,TRAIN,cache.db(Alpaca SIP),0,,612,-1.091542288557217,1.2685969380553253,1337828.35,1.87
2025-02-05,ABSI,TRAIN,cache.db(Alpaca SIP),0,,577,-1.0404545454545482,3.3314603627285364,8081636.0,4.54
2025-02-05,VNET,TRAIN,cache.db(Alpaca SIP),0,,579,2.0,3.4680178681524647,5078275.45,7.82
2025-02-05,NTLA,TRAIN,cache.db(Alpaca SIP),0,,580,0.3026607538802702,3.644410194412736,3164311.75,10.3366
2025-02-05,BCTX,TRAIN,cache.db(Alpaca SIP),0,,582,2.0,1.2015131522772815,1446384.5,4.32
2025-02-05,GRAL,TRAIN,cache.db(Alpaca SIP),0,,584,2.0,1.7748052392867264,1154718.25,30.0
2025-02-05,FATE,TRAIN,cache.db(Alpaca SIP),0,,611,2.0,1.0336590806865145,2017205.8,1.4
2025-02-05,HUBC,TRAIN,cache.db(Alpaca SIP),0,,685,2.0,2.854656110305832,2689056.25,1.25
2025-02-05,TEM,TRAIN,cache.db(Alpaca SIP),0,,725,-0.3625000000000002,3.0310839982697853,11493317.0,69.95
2025-02-06,GNLX,TRAIN,cache.db(Alpaca SIP),0,,578,-1.048444444444446,4.960085029061026,295146.15,4.5047
2025-02-06,DGII,TRAIN,topup.db(Databento EQUS.MINI),316,570.0,580,2.0,4.623496739622457,204347.5,34.45
2025-02-06,SES,TRAIN,cache.db(Alpaca SIP),0,,580,2.0,3.720342884252223,39119848.5,1.19
2025-02-06,CDLX,TRAIN,cache.db(Alpaca SIP),0,,582,-1.0409936948297605,4.773811448574662,930849.5,3.33
2025-02-06,ACMR,TRAIN,cache.db(Alpaca SIP),0,,615,2.0,3.573211028575383,1393542.85,21.97
2025-02-06,MTRX,TRAIN,cache.db(Alpaca SIP),0,,678,-1.090931034482759,4.750620981829221,191639.2,13.44
2025-02-06,VSEE,TRAIN,cache.db(Alpaca SIP),0,,698,-1.0596666666666652,1.174803282056064,520004.8,1.84
2025-02-06,GMM,TRAIN,cache.db(Alpaca SIP),0,,707,0.1185682326621941,1.6992951963163567,102137.25,4.2
2025-02-07,LTBR,TRAIN,cache.db(Alpaca SIP),0,,578,2.0,3.751185706381553,3255970.5,9.6
2025-02-07,ASPI,TRAIN,cache.db(Alpaca SIP),0,,582,-1.0439259259259273,3.472914980453884,2344442.65,6.07
2025-02-07,ONDS,TRAIN,cache.db(Alpaca SIP),0,,583,2.0,2.1902216720339616,4927606.25,1.87
2025-02-07,LGVN,TRAIN,cache.db(Alpaca SIP),0,,585,-1.041000000000002,4.030543398830679,184602.9,1.7
2025-02-07,VSAT,TRAIN,cache.db(Alpaca SIP),0,,589,-1.0274597731469275,4.382472878178005,4216511.0,10.79
2025-02-07,SPIR,TRAIN,cache.db(Alpaca SIP),0,,590,-1.0312718507981664,2.681097262070386,522656.95,20.39
2025-02-07,CABA,TRAIN,cache.db(Alpaca SIP),0,,597,-1.0410769230769257,4.271805739128947,1300547.5,2.73
2025-02-07,LFMD,TRAIN,topup.db(Databento EQUS.MINI),321,570.0,620,-1.03561111111111,2.517871570897693,563231.4,6.57
2025-02-10,CMPX,TRAIN,cache.db(Alpaca SIP),0,,584,2.0,3.7229173264245214,1779061.8,3.788
2025-02-10,IKT,TRAIN,cache.db(Alpaca SIP),0,,589,2.0,1.6478845127985764,199780.8,2.365
2025-02-10,BARK,TRAIN,cache.db(Alpaca SIP),0,,590,1.4545454545454577,2.25787021522382,892095.25,1.9
2025-02-10,SSP,TRAIN,cache.db(Alpaca SIP),0,,590,2.0,3.698232138625031,451811.0,1.87
2025-02-10,ORN,TRAIN,cache.db(Alpaca SIP),0,,593,2.0,4.600273536333487,446222.4,8.78
2025-02-10,SMCX,TRAIN,cache.db(Alpaca SIP),0,,612,2.0,4.533377805037582,1696341.0,57.9757
2025-02-10,BYRN,TRAIN,cache.db(Alpaca SIP),0,,664,-1.058502269553074,4.411589239021159,471780.35,33.9428
2025-02-10,LFMD,TRAIN,cache.db(Alpaca SIP),0,,687,-1.0698000000000043,3.527583740371058,618276.55,7.11
2025-02-11,OPEN,TRAIN,cache.db(Alpaca SIP),0,,579,-1.0350000000000017,2.815028540204873,37728303.1,1.44
2025-02-11,RXRX,TRAIN,cache.db(Alpaca SIP),0,,589,-1.0769720279720307,3.417025774365237,20366301.3,7.88
2025-02-11,ATAI,TRAIN,cache.db(Alpaca SIP),0,,594,-1.0336764705882338,3.990804028012421,2859633.1,2.35
2025-02-11,IRWD,TRAIN,cache.db(Alpaca SIP),0,,595,1.4,1.7056074271501966,4317856.8,1.81
2025-02-11,APPS,TRAIN,cache.db(Alpaca SIP),0,,596,-1.031916132789752,4.508390397677052,10686406.0,5.68
2025-02-11,GRRRW,TRAIN,cache.db(Alpaca SIP),0,,610,-1.0391337792642124,2.3092725339835942,320451.7,1.2
2025-02-11,CDLX,TRAIN,cache.db(Alpaca SIP),0,,619,-1.0604545454545422,1.0500322619150506,915740.15,3.385
2025-02-11,BFRG,TRAIN,cache.db(Alpaca SIP),0,,631,-1.027617713853142,4.008228488885934,1386262.65,3.7994
2025-02-12,BFLY,TRAIN,cache.db(Alpaca SIP),0,,578,0.52173913043479,2.3668348634065057,4673921.35,4.24
2025-02-12,CFLT,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),390,570.0,580,2.0,1.3416553225562622,4883407.75,34.76
2025-02-12,OPEN,TRAIN,cache.db(Alpaca SIP),0,,580,2.0,3.2324195394566453,37336567.4,1.379
2025-02-12,PTIR,TRAIN,topup.db(Databento EQUS.MINI),275,570.0,581,2.0,3.548277953202325,678892.7,268.25
2025-02-12,DAO,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,3.404722334139135,175667.2,9.7499
2025-02-12,NNE,TRAIN,cache.db(Alpaca SIP),0,,614,2.0,1.325402296211618,8056095.15,32.73
2025-02-12,UPB,TRAIN,cache.db(Alpaca SIP),0,,726,-1.121,1.315730702044264,281238.45,7.19
2025-02-12,PTON,TRAIN,cache.db(Alpaca SIP),0,,743,0.0769230769230748,1.0296363237355175,14961751.7,9.16
2025-02-13,HOOD,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),390,570.0,580,-1.037425219941347,1.219359207338374,22977683.55,65.57
2025-02-13,CTM,TRAIN,cache.db(Alpaca SIP),0,,582,-1.0247777777777771,3.7092479855226856,5161841.45,1.16
2025-02-13,KYTX,TRAIN,cache.db(Alpaca SIP),0,,582,2.0,1.052432721113827,458936.7,2.81
2025-02-13,CURR,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,3.0904368655572285,321129.8,1.42
2025-02-13,PLMR,TRAIN,topup.db(Databento EQUS.MINI),271,570.0,586,2.0,4.735967517455137,145341.65,123.83
2025-02-13,WRAP,TRAIN,cache.db(Alpaca SIP),0,,587,-1.0247500000000012,2.2323091453302766,146827.65,2.05
2025-02-13,ASND,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),272,570.0,598,-0.8122205663189294,1.4474077914674717,448618.1,145.0
2025-02-13,SMCX,TRAIN,cache.db(Alpaca SIP),0,,636,2.0,2.8317005657233603,2217344.75,60.5981
2025-02-14,HRTX,TRAIN,cache.db(Alpaca SIP),0,,579,-1.097714285714291,3.261273810007361,1261746.25,1.74
2025-02-14,FDMT,TRAIN,cache.db(Alpaca SIP),0,,580,2.0,1.2729221897869774,986666.75,5.1
2025-02-14,MGX,TRAIN,cache.db(Alpaca SIP),0,,584,2.0,1.042763018884122,1807889.2,2.6147
2025-02-14,BBIO,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,1.3138849693812804,2368205.05,33.235
2025-02-14,NTLA,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,3.450173138361744,2712833.45,10.42
2025-02-14,ABSI,TRAIN,cache.db(Alpaca SIP),0,,588,1.3499999999999968,4.472554980115512,5656726.35,5.49
2025-02-14,GRAL,TRAIN,cache.db(Alpaca SIP),0,,591,-1.0711812500000075,4.653522650236294,1490740.8,52.99
2025-02-14,SMCX,TRAIN,cache.db(Alpaca SIP),0,,601,-1.0542877697841777,3.265615505339037,2389896.95,76.8499
2025-02-18,HUN,TRAIN,cache.db(Alpaca SIP),0,,579,0.3557692307692354,4.271757647184575,2714023.35,17.58
2025-02-18,NNE,TRAIN,cache.db(Alpaca SIP),0,,580,-1.0453274169692073,3.9817885150089913,8223239.35,34.7
2025-02-18,HLF,TRAIN,cache.db(Alpaca SIP),0,,581,-0.82051282051282,4.991494674394402,2093541.25,6.0
2025-02-18,SKYX,TRAIN,cache.db(Alpaca SIP),0,,581,0.3333333333333333,4.157068973585052,756518.6,1.975
2025-02-18,WOLF,TRAIN,cache.db(Alpaca SIP),0,,594,2.0,4.022971572801422,16195608.0,6.7
2025-02-18,OSCR,TRAIN,cache.db(Alpaca SIP),0,,665,-1.0359178082191776,4.912145981128612,4427487.45,16.16
2025-02-18,NDLS,TRAIN,cache.db(Alpaca SIP),0,,887,0.1666666666666666,1.128784086752335,333104.55,1.69
2025-02-18,KNDI,TRAIN,cache.db(Alpaca SIP),0,,905,0.0,4.623257844435637,113050.55,1.33
2025-02-19,ATOM,TRAIN,cache.db(Alpaca SIP),0,,579,-1.037187500000002,1.1327575792755815,938462.05,6.1
2025-02-19,ACMR,TRAIN,cache.db(Alpaca SIP),0,,586,2.0,3.574652580651136,1460940.0,25.65
2025-02-19,FOLD,TRAIN,cache.db(Alpaca SIP),0,,586,-1.027941176470586,3.603022035612989,2003938.7,9.7869
2025-02-19,SPIR,TRAIN,cache.db(Alpaca SIP),0,,593,-1.0281086956521754,3.1516717760031336,898141.45,13.345
2025-02-19,SUPN,TRAIN,pit_bars_1min.db(Databento EQUS.MINI),327,570.0,598,-1.037793296089386,1.0391898433054645,372726.25,34.93
2025-02-19,PRTA,TRAIN,cache.db(Alpaca SIP),0,,620,0.6404494382022471,4.596081007652387,305459.7,14.67
2025-02-19,CELZ,TRAIN,cache.db(Alpaca SIP),0,,641,2.0,1.5656844358784714,108021.55,5.2
2025-02-19,SERV,TRAIN,cache.db(Alpaca SIP),0,,643,-1.0231076047594414,4.542142041083079,12266301.1,13.93
2025-02-20,BTG,TRAIN,cache.db(Alpaca SIP),0,,577,0.1630434782608707,3.693469985255077,34641313.05,2.8
