symbol,ts,open,high,low,close,volume,trade_count,vwap
AOR,2026-09-15 17:16:00+00:00,68.755,68.755,68.755,68.755,121.0,1.0,68.755
AOR,2026-09-15 17:20:00+00:00,68.74,68.74,68.74,68.74,602.0,3.0,68.74
APP,2026-09-15 17:15:00+00:00,330.95,331.17,330.89,331.125,3544.0,115.0,331.11231
APP,2026-09-15 17:16:00+00:00,331.125,331.44,330.81,331.43,8208.0,248.0,331.218399
APP,2026-09-15 17:17:00+00:00,331.42,331.88,331.27,331.49,9478.0,280.0,331.653671
APP,2026-09-15 17:18:00+00:00,331.63,331.94,331.53,331.835,6445.0,209.0,331.699664
APP,2026-09-15 17:19:00+00:00,331.835,331.86,331.63,331.805,6635.0,149.0,331.773425
APP,2026-09-15 17:20:00+00:00,331.805,331.96,331.53,331.8826,8755.0,237.0,331.723223
ARM,2026-09-15 17:15:00+00:00,242.125,242.125,241.87,242.025,4924.0,109.0,241.980542
ARM,2026-09-15 17:16:00+00:00,242.11,242.14,242.11,242.14,687.0,32.0,242.125
ARM,2026-09-15 17:17:00+00:00,242.275,242.275,242.275,242.275,1080.0,46.0,242.275
ARM,2026-09-15 17:18:00+00:00,242.25,242.45,242.25,242.335,1601.0,49.0,242.371809
ARM,2026-09-15 17:19:00+00:00,242.36,242.37,242.335,242.335,1527.0,65.0,242.343571
ARM,2026-09-15 17:20:00+00:00,242.46,242.46,242.41,242.41,2195.0,69.0,242.4225
ASST,2026-09-15 17:15:00+00:00,27.63,27.64,27.595,27.6,6700.0,95.0,27.615778
ASST,2026-09-15 17:16:00+00:00,27.61,27.675,27.61,27.675,3872.0,62.0,27.645057
ASST,2026-09-15 17:17:00+00:00,27.685,27.71,27.685,27.705,3137.0,36.0,27.697757
ASST,2026-09-15 17:18:00+00:00,27.69,27.69,27.655,27.657,4471.0,65.0,27.677745
ASST,2026-09-15 17:19:00+00:00,27.671,27.671,27.645,27.65,4797.0,57.0,27.660683
ASST,2026-09-15 17:20:00+00:00,27.64,27.675,27.64,27.65,3634.0,53.0,27.661574
AVL,2026-09-15 17:16:00+00:00,33.44,33.44,33.41,33.41,1035.0,25.0,33.423704
AVL,2026-09-15 17:17:00+00:00,33.43,33.43,33.43,33.43,241.0,7.0,33.43
AVL,2026-09-15 17:18:00+00:00,33.449,33.449,33.449,33.449,546.0,4.0,33.449
AVL,2026-09-15 17:19:00+00:00,33.45,33.45,33.43,33.43,1117.0,10.0,33.447871
AVL,2026-09-15 17:20:00+00:00,33.45,33.47,33.45,33.465,1135.0,11.0,33.460038
AXP,2026-09-15 17:15:00+00:00,323.76,323.81,323.7001,323.809,2144.0,119.0,323.774883
AXP,2026-09-15 17:16:00+00:00,323.81,323.82,323.605,323.67,4165.0,192.0,323.701708
AXP,2026-09-15 17:17:00+00:00,323.595,323.64,323.5601,323.5601,1638.0,102.0,323.594179
AXP,2026-09-15 17:18:00+00:00,323.61,323.8,323.61,323.8,2912.0,146.0,323.69192
AXP,2026-09-15 17:19:00+00:00,323.83,323.83,323.725,323.725,1942.0,97.0,323.776793
AXP,2026-09-15 17:20:00+00:00,323.73,323.75,323.73,323.75,716.0,57.0,323.732759
AGG,2026-09-15 17:15:00+00:00,95.845,95.85,95.845,95.845,4757.0,32.0,95.847893
AGG,2026-09-15 17:16:00+00:00,95.85,95.85,95.8441,95.845,11916.0,22.0,95.845839
AGG,2026-09-15 17:17:00+00:00,95.85,95.85,95.83,95.835,9274.0,39.0,95.839807
AGG,2026-09-15 17:18:00+00:00,95.8302,95.835,95.82,95.82,8538.0,53.0,95.822795
AGG,2026-09-15 17:19:00+00:00,95.815,95.8199,95.81,95.81,4889.0,34.0,95.812609
AGG,2026-09-15 17:20:00+00:00,95.81,95.81,95.8,95.805,5524.0,88.0,95.807989
AMH,2026-09-15 17:15:00+00:00,31.8,31.81,31.795,31.805,4895.0,69.0,31.802013
AMH,2026-09-15 17:16:00+00:00,31.8,31.8,31.73,31.735,9587.0,128.0,31.77515
AMH,2026-09-15 17:17:00+00:00,31.735,31.735,31.71,31.71,4850.0,89.0,31.72543
AMH,2026-09-15 17:18:00+00:00,31.71,31.71,31.675,31.685,3907.0,67.0,31.689194
AMH,2026-09-15 17:19:00+00:00,31.685,31.685,31.67,31.67,4132.0,68.0,31.678382
AMH,2026-09-15 17:20:00+00:00,31.67,31.68,31.66,31.66,3810.0,56.0,31.669176
AMKR,2026-09-15 17:15:00+00:00,45.89,45.89,45.885,45.885,1708.0,43.0,45.886667
AMKR,2026-09-15 17:16:00+00:00,45.86,45.92,45.86,45.9,4513.0,92.0,45.895096
AMKR,2026-09-15 17:17:00+00:00,45.91,45.915,45.91,45.91,1121.0,50.0,45.910826
AMKR,2026-09-15 17:18:00+00:00,45.905,45.905,45.905,45.905,1048.0,40.0,45.905
AMKR,2026-09-15 17:19:00+00:00,45.905,45.905,45.87,45.89,4680.0,61.0,45.894737
AMKR,2026-09-15 17:20:00+00:00,45.87,45.92,45.87,45.91,4903.0,72.0,45.895269
ASC,2026-09-15 17:15:00+00:00,18.595,18.595,18.595,18.595,1266.0,35.0,18.595
ASC,2026-09-15 17:16:00+00:00,18.58,18.591,18.58,18.59,1988.0,21.0,18.584954
ASC,2026-09-15 17:17:00+00:00,18.58,18.585,18.58,18.585,783.0,12.0,18.584167
ASC,2026-09-15 17:19:00+00:00,18.59,18.59,18.59,18.59,262.0,8.0,18.59
ASC,2026-09-15 17:20:00+00:00,18.59,18.615,18.59,18.61,2878.0,87.0,18.604573
AS,2026-09-15 17:15:00+00:00,26.8,26.8,26.79,26.795,5106.0,106.0,26.797832
AS,2026-09-15 17:16:00+00:00,26.795,26.795,26.775,26.775,5521.0,94.0,26.783501
AS,2026-09-15 17:17:00+00:00,26.78,26.78,26.755,26.755,7256.0,135.0,26.766411
AS,2026-09-15 17:18:00+00:00,26.755,26.77,26.75,26.765,6284.0,96.0,26.759449
AS,2026-09-15 17:19:00+00:00,26.765,26.77,26.76,26.7656,5886.0,73.0,26.76565
AS,2026-09-15 17:20:00+00:00,26.76,26.765,26.755,26.765,4560.0,100.0,26.761468
AXTA,2026-09-15 17:16:00+00:00,33.12,33.14,33.12,33.12,512.0,21.0,33.126557
AXTA,2026-09-15 17:17:00+00:00,33.12,33.12,33.12,33.12,352.0,16.0,33.12
AXTA,2026-09-15 17:18:00+00:00,33.12,33.12,33.12,33.12,541.0,18.0,33.12
AXTA,2026-09-15 17:19:00+00:00,33.12,33.14,33.12,33.14,996.0,29.0,33.126557
AGQ,2026-09-15 17:15:00+00:00,74.53,74.56,74.46,74.46,5142.0,32.0,74.543588
AGQ,2026-09-15 17:16:00+00:00,74.4601,74.48,74.4601,74.48,404.0,6.0,74.472525
AGQ,2026-09-15 17:17:00+00:00,74.53,74.54,74.53,74.54,382.0,12.0,74.535
AGQ,2026-09-15 17:18:00+00:00,74.43,74.45,74.41,74.45,4486.0,34.0,74.432359
AGQ,2026-09-15 17:20:00+00:00,74.48,74.48,74.46,74.46,1066.0,8.0,74.474573
AIT,2026-09-15 17:17:00+00:00,316.52,316.52,316.52,316.52,445.0,55.0,316.52
AIT,2026-09-15 17:20:00+00:00,316.5,316.5,316.395,316.395,503.0,23.0,316.475177
AKR,2026-09-15 17:16:00+00:00,19.755,19.755,19.74,19.74,2026.0,36.0,19.746761
AKR,2026-09-15 17:17:00+00:00,19.735,19.735,19.73,19.73,890.0,22.0,19.731667
AKR,2026-09-15 17:18:00+00:00,19.725,19.725,19.71,19.71,2683.0,43.0,19.713864
AKR,2026-09-15 17:19:00+00:00,19.71,19.71,19.71,19.71,159.0,11.0,19.71
AOA,2026-09-15 17:15:00+00:00,97.34,97.34,97.34,97.34,102.0,2.0,97.34
AOA,2026-09-15 17:17:00+00:00,97.3189,97.3189,97.3189,97.3189,210.0,1.0,97.3189
ARTY,2026-09-15 17:15:00+00:00,72.13,72.13,72.12,72.12,305.0,9.0,72.125
ARTY,2026-09-15 17:16:00+00:00,72.155,72.155,72.155,72.155,162.0,4.0,72.155
ARTY,2026-09-15 17:17:00+00:00,72.175,72.175,72.175,72.175,313.0,13.0,72.175
ARTY,2026-09-15 17:18:00+00:00,72.2099,72.2099,72.2099,72.2099,240.0,2.0,72.2099
ARGX,2026-09-15 17:16:00+00:00,996.295,996.295,996.295,996.295,80.0,10.0,996.295
ARGX,2026-09-15 17:17:00+00:00,996.285,996.285,996.02,996.02,139.0,10.0,996.1525
ARGX,2026-09-15 17:18:00+00:00,995.0,995.88,994.99,995.65,918.0,69.0,995.401818
ARGX,2026-09-15 17:19:00+00:00,995.945,995.945,995.945,995.945,183.0,12.0,995.945
ARGX,2026-09-15 17:20:00+00:00,996.58,996.58,995.19,995.19,292.0,13.0,996.094545
ARIS,2026-09-15 17:15:00+00:00,18.37,18.37,18.35,18.35,1441.0,36.0,18.363
ARIS,2026-09-15 17:16:00+00:00,18.36,18.36,18.36,18.36,1104.0,41.0,18.36
ARIS,2026-09-15 17:18:00+00:00,18.35,18.35,18.35,18.35,454.0,21.0,18.35
ARIS,2026-09-15 17:19:00+00:00,18.36,18.36,18.36,18.36,862.0,36.0,18.36
ARIS,2026-09-15 17:20:00+00:00,18.355,18.355,18.355,18.355,1112.0,33.0,18.355
AVA,2026-09-15 17:16:00+00:00,36.355,36.355,36.355,36.355,603.0,32.0,36.355
AVA,2026-09-15 17:17:00+00:00,36.35,36.36,36.35,36.35,3237.0,89.0,36.352423
AVA,2026-09-15 17:20:00+00:00,36.34,36.34,36.32,36.32,1698.0,44.0,36.330629
AN,2026-09-15 17:15:00+00:00,203.8125,204.02,203.8125,203.95,6605.0,111.0,203.94381
AN,2026-09-15 17:18:00+00:00,203.895,203.895,203.895,203.895,161.0,12.0,203.895
AN,2026-09-15 17:19:00+00:00,203.9,203.9,203.9,203.9,114.0,5.0,203.9
AON,2026-09-15 17:15:00+00:00,308.88,308.95,308.69,308.93,1699.0,68.0,308.85246
AON,2026-09-15 17:16:00+00:00,308.83,308.95,308.825,308.8251,435.0,23.0,308.859542
AON,2026-09-15 17:17:00+00:00,308.95,309.01,308.835,308.835,3884.0,93.0,308.921014
AON,2026-09-15 17:18:00+00:00,308.83,308.95,308.53,308.53,2638.0,81.0,308.692505
AON,2026-09-15 17:19:00+00:00,308.6,308.64,308.425,308.425,1231.0,66.0,308.53172
AON,2026-09-15 17:20:00+00:00,308.34,308.48,308.34,308.45,1431.0,50.0,308.458772
AYI,2026-09-15 17:15:00+00:00,298.945,298.945,298.945,298.945,532.0,50.0,298.945
AYI,2026-09-15 17:16:00+00:00,298.88,298.92,298.7925,298.7925,452.0,31.0,298.880615
AYI,2026-09-15 17:17:00+00:00,298.805,298.805,298.805,298.805,150.0,18.0,298.805
AYI,2026-09-15 17:19:00+00:00,298.805,298.805,298.805,298.805,153.0,17.0,298.805
ALRS,2026-09-15 17:15:00+00:00,33.18,33.18,33.18,33.18,452.0,14.0,33.18
ALRS,2026-09-15 17:17:00+00:00,33.18,33.18,33.18,33.18,125.0,5.0,33.18
ARES,2026-09-15 17:15:00+00:00,129.015,129.015,129.015,129.015,345.0,22.0,129.015
ARES,2026-09-15 17:16:00+00:00,128.96,128.96,128.9206,128.94,1441.0,49.0,128.945507
ARES,2026-09-15 17:17:00+00:00,128.88,128.88,128.79,128.84,1517.0,63.0,128.853214
ARES,2026-09-15 17:18:00+00:00,128.91,128.92,128.8,128.92,16151.0,85.0,128.868192
ARES,2026-09-15 17:20:00+00:00,128.87,128.87,128.87,128.87,1124.0,57.0,128.87
BALI,2026-09-15 17:17:00+00:00,34.15,34.15,34.15,34.15,109.0,3.0,34.15
BALI,2026-09-15 17:19:00+00:00,34.15,34.15,34.15,34.15,801.0,2.0,34.15
ALL,2026-09-15 17:15:00+00:00,256.13,256.13,256.13,256.13,383.0,32.0,256.13
ALL,2026-09-15 17:16:00+00:00,256.09,256.09,256.08,256.08,1826.0,69.0,256.085996
ALL,2026-09-15 17:17:00+00:00,256.03,256.08,256.03,256.03,1473.0,43.0,256.053589
ALL,2026-09-15 17:18:00+00:00,255.96,256.03,255.96,256.03,1132.0,40.0,255.974
ALL,2026-09-15 17:19:00+00:00,255.95,256.01,255.85,255.85,1640.0,87.0,255.940028
ASTE,2026-09-15 17:20:00+00:00,40.84,40.84,40.84,40.84,151.0,8.0,40.84
ATH.PRA,2026-09-15 17:16:00+00:00,23.57,23.57,23.551,23.551,1000.0,7.0,23.56662
ATH.PRA,2026-09-15 17:18:00+00:00,23.57,23.57,23.57,23.57,279.0,3.0,23.57
AVDV,2026-09-15 17:15:00+00:00,110.24,110.27,110.24,110.27,1248.0,22.0,110.256405
AVDV,2026-09-15 17:16:00+00:00,110.27,110.27,110.27,110.27,1002.0,14.0,110.27
AVDV,2026-09-15 17:17:00+00:00,110.15,110.28,110.15,110.28,727.0,18.0,110.248244
AVDV,2026-09-15 17:19:00+00:00,110.245,110.245,110.245,110.245,1128.0,15.0,110.245
AVDV,2026-09-15 17:20:00+00:00,110.25,110.25,110.25,110.25,149.0,7.0,110.25
BAC.PRB,2026-09-15 17:17:00+00:00,23.315,23.315,23.315,23.315,1000.0,4.0,23.315
BAC.PRB,2026-09-15 17:18:00+00:00,23.315,23.3199,23.31,23.3199,1257.0,7.0,23.313873
BAC.PRB,2026-09-15 17:19:00+00:00,23.31,23.31,23.31,23.31,702.0,3.0,23.31
AROC,2026-09-15 17:15:00+00:00,29.99,29.99,29.95,29.95,3952.0,71.0,29.972753
AROC,2026-09-15 17:16:00+00:00,29.95,29.95,29.91,29.91,2155.0,47.0,29.938333
AROC,2026-09-15 17:17:00+00:00,29.91,29.91,29.9,29.905,2459.0,44.0,29.905991
AROC,2026-09-15 17:18:00+00:00,29.89,29.905,29.89,29.905,1253.0,31.0,29.90057
AROC,2026-09-15 17:19:00+00:00,29.905,29.905,29.89,29.905,1152.0,25.0,29.9
AROC,2026-09-15 17:20:00+00:00,29.89,29.9,29.88,29.9,4211.0,77.0,29.894288
ARQT,2026-09-15 17:15:00+00:00,23.535,23.56,23.535,23.55,2523.0,48.0,23.553548
ARQT,2026-09-15 17:16:00+00:00,23.54,23.56,23.54,23.56,1442.0,35.0,23.55
ARQT,2026-09-15 17:17:00+00:00,23.55,23.56,23.53,23.53,2166.0,32.0,23.537993
ARQT,2026-09-15 17:18:00+00:00,23.52,23.535,23.52,23.535,1560.0,29.0,23.525836
ARQT,2026-09-15 17:19:00+00:00,23.52,23.52,23.5,23.515,3697.0,66.0,23.513714
ARQT,2026-09-15 17:20:00+00:00,23.51,23.515,23.51,23.51,1172.0,18.0,23.510974
ASX,2026-09-15 17:15:00+00:00,36.94,36.94,36.93,36.93,2113.0,51.0,36.938571
ASX,2026-09-15 17:16:00+00:00,36.93,36.96,36.93,36.96,4656.0,84.0,36.946545
ASX,2026-09-15 17:17:00+00:00,36.95,36.95,36.935,36.935,5197.0,121.0,36.941947
ASX,2026-09-15 17:18:00+00:00,36.93,36.95,36.93,36.945,2750.0,48.0,36.945265
ASX,2026-09-15 17:19:00+00:00,36.945,36.96,36.94,36.955,5527.0,105.0,36.949126
ASX,2026-09-15 17:20:00+00:00,36.96,36.98,36.955,36.975,3273.0,64.0,36.964427
BAC,2026-09-15 17:15:00+00:00,59.4,59.409,59.37,59.38,87407.0,571.0,59.396174
BAC,2026-09-15 17:16:00+00:00,59.38,59.3999,59.37,59.385,38481.0,386.0,59.381448
BAC,2026-09-15 17:17:00+00:00,59.385,59.39,59.35,59.365,189353.0,1115.0,59.367597
BAC,2026-09-15 17:18:00+00:00,59.36,59.395,59.35,59.385,187752.0,669.0,59.367705
BAC,2026-09-15 17:19:00+00:00,59.39,59.405,59.37,59.4,153879.0,1323.0,59.386506
BAC,2026-09-15 17:20:00+00:00,59.39,59.405,59.2,59.37,141909.0,458.0,59.351577
ACIW,2026-09-15 17:15:00+00:00,51.83,51.83,51.78,51.78,1447.0,55.0,51.815556
ACIW,2026-09-15 17:19:00+00:00,51.74,51.78,51.74,51.77,1317.0,46.0,51.7625
ADNT,2026-09-15 17:15:00+00:00,18.615,18.615,18.615,18.615,283.0,13.0,18.615
ADNT,2026-09-15 17:16:00+00:00,18.6,18.6,18.6,18.6,2280.0,53.0,18.6
ADNT,2026-09-15 17:17:00+00:00,18.6,18.6,18.6,18.6,253.0,16.0,18.6
ADNT,2026-09-15 17:19:00+00:00,18.591,18.6,18.59,18.59,1417.0,32.0,18.591222
ADNT,2026-09-15 17:20:00+00:00,18.58,18.58,18.565,18.565,1995.0,48.0,18.571786
ADX,2026-09-15 17:16:00+00:00,25.48,25.48,25.48,25.48,165.0,2.0,25.48
ADX,2026-09-15 17:18:00+00:00,25.48,25.48,25.48,25.48,2666.0,11.0,25.48
ARCC,2026-09-15 17:15:00+00:00,19.4,19.4,19.39,19.395,6966.0,52.0,19.395651
ARCC,2026-09-15 17:16:00+00:00,19.39,19.395,19.39,19.395,9541.0,39.0,19.39375
ARCC,2026-09-15 17:17:00+00:00,19.395,19.395,19.39,19.39,7681.0,15.0,19.39102
ARCC,2026-09-15 17:18:00+00:00,19.395,19.395,19.395,19.395,305.0,12.0,19.395
ARCC,2026-09-15 17:19:00+00:00,19.395,19.3976,19.39,19.39,4057.0,26.0,19.395274
ARCC,2026-09-15 17:20:00+00:00,19.39,19.395,19.385,19.385,5818.0,50.0,19.386717
ARGT,2026-09-15 17:15:00+00:00,94.71,94.81,94.71,94.81,507.0,10.0,94.76
ARGT,2026-09-15 17:17:00+00:00,94.66,94.66,94.66,94.66,377.0,6.0,94.66
ARGT,2026-09-15 17:19:00+00:00,94.82,94.82,94.82,94.82,210.0,3.0,94.82
AIQ,2026-09-15 17:15:00+00:00,63.21,63.21,63.206,63.206,804.0,17.0,63.207948
AIQ,2026-09-15 17:16:00+00:00,63.205,63.21,63.205,63.21,802.0,8.0,63.206446
AIQ,2026-09-15 17:17:00+00:00,63.22,63.23,63.22,63.23,1129.0,23.0,63.222312
AIQ,2026-09-15 17:19:00+00:00,63.215,63.23,63.215,63.23,354.0,11.0,63.225
AIQ,2026-09-15 17:20:00+00:00,63.227,63.227,63.227,63.227,255.0,7.0,63.227
AMP,2026-09-15 17:15:00+00:00,555.4,555.55,555.29,555.55,729.0,49.0,555.348835
AMP,2026-09-15 17:16:00+00:00,555.55,555.55,555.495,555.55,428.0,44.0,555.5324
AMP,2026-09-15 17:17:00+00:00,555.49,555.49,555.42,555.42,177.0,20.0,555.455
AMP,2026-09-15 17:18:00+00:00,555.39,555.39,555.28,555.28,691.0,46.0,555.300952
AMP,2026-09-15 17:19:00+00:00,555.29,555.38,555.24,555.345,827.0,77.0,555.324375
AMP,2026-09-15 17:20:00+00:00,555.42,555.58,555.42,555.5625,1209.0,93.0,555.531615
AXGN,2026-09-15 17:15:00+00:00,44.97,44.97,44.97,44.97,509.0,22.0,44.97
AXGN,2026-09-15 17:16:00+00:00,44.9665,44.9665,44.965,44.965,1139.0,27.0,44.966049
AXGN,2026-09-15 17:17:00+00:00,44.965,45.02,44.89,44.95,9499.0,129.0,44.943915
AXGN,2026-09-15 17:18:00+00:00,44.95,44.95,44.87,44.94,2023.0,44.0,44.907699
AXGN,2026-09-15 17:19:00+00:00,44.935,44.935,44.92,44.92,859.0,49.0,44.926024
AXGN,2026-09-15 17:20:00+00:00,44.93,44.93,44.93,44.93,490.0,41.0,44.93
ADP,2026-09-15 17:15:00+00:00,277.41,277.485,277.41,277.46,1372.0,74.0,277.450138
ADP,2026-09-15 17:16:00+00:00,277.48,277.5399,277.35,277.36,1841.0,57.0,277.396189
ADP,2026-09-15 17:17:00+00:00,277.35,277.395,277.24,277.24,2576.0,58.0,277.301881
ADP,2026-09-15 17:18:00+00:00,277.16,277.3202,277.16,277.175,1340.0,41.0,277.22688
ADP,2026-09-15 17:19:00+00:00,277.05,277.05,277.03,277.03,890.0,51.0,277.0375
ADP,2026-09-15 17:20:00+00:00,277.105,277.105,277.09,277.09,544.0,39.0,277.095
ADSK,2026-09-15 17:15:00+00:00,229.55,229.73,229.54,229.64,3219.0,114.0,229.637667
ADSK,2026-09-15 17:16:00+00:00,229.73,229.8,229.54,229.705,4485.0,110.0,229.704866
ADSK,2026-09-15 17:17:00+00:00,229.57,229.57,229.51,229.51,1996.0,76.0,229.52875
ADSK,2026-09-15 17:18:00+00:00,229.3878,229.495,229.3878,229.48,1206.0,53.0,229.467519
ADSK,2026-09-15 17:19:00+00:00,229.39,229.39,229.3,229.3,1221.0,56.0,229.362
ADSK,2026-09-15 17:20:00+00:00,229.2,229.22,229.14,229.14,1749.0,69.0,229.18
APEI,2026-09-15 17:15:00+00:00,44.67,44.67,44.67,44.67,149.0,9.0,44.67
APEI,2026-09-15 17:16:00+00:00,44.67,44.67,44.67,44.67,160.0,5.0,44.67
AVGU,2026-09-15 17:15:00+00:00,26.185,26.185,26.185,26.185,100.0,1.0,26.185
AVGU,2026-09-15 17:16:00+00:00,26.175,26.175,26.175,26.175,105.0,2.0,26.175
AVGU,2026-09-15 17:17:00+00:00,26.18,26.18,26.18,26.18,260.0,3.0,26.18
AVGU,2026-09-15 17:19:00+00:00,26.19,26.19,26.19,26.19,166.0,4.0,26.19
AWI,2026-09-15 17:16:00+00:00,157.895,157.895,157.895,157.895,243.0,12.0,157.895
AWR,2026-09-15 17:19:00+00:00,87.045,87.045,87.045,87.045,200.0,8.0,87.045
AWR,2026-09-15 17:20:00+00:00,86.98,86.98,86.95,86.95,988.0,34.0,86.97
AAOI,2026-09-15 17:15:00+00:00,96.21,96.22,96.02,96.02,7473.0,207.0,96.086374
AAOI,2026-09-15 17:16:00+00:00,96.0001,96.07,96.0001,96.05,4434.0,83.0,96.042122
AAOI,2026-09-15 17:17:00+00:00,96.05,96.12,96.05,96.0775,3425.0,105.0,96.070135
AAOI,2026-09-15 17:18:00+00:00,96.08,96.14,96.03,96.14,2663.0,66.0,96.083776
AAOI,2026-09-15 17:19:00+00:00,96.07,96.19,96.07,96.19,3863.0,118.0,96.117383
AAOI,2026-09-15 17:20:00+00:00,96.185,96.185,96.11,96.135,3105.0,88.0,96.141744
AMBA,2026-09-15 17:15:00+00:00,65.55,65.69,65.55,65.625,1006.0,36.0,65.643789
AMBA,2026-09-15 17:16:00+00:00,65.79,65.795,65.77,65.77,1108.0,42.0,65.783359
AMBA,2026-09-15 17:17:00+00:00,65.78,65.9,65.76,65.79,7626.0,91.0,65.814407
AMBA,2026-09-15 17:18:00+00:00,65.79,65.79,65.79,65.79,533.0,38.0,65.79
AMBA,2026-09-15 17:19:00+00:00,65.77,65.78,65.76,65.775,2637.0,49.0,65.773548
AMBA,2026-09-15 17:20:00+00:00,65.775,65.775,65.67,65.67,288.0,19.0,65.7225
AMSF,2026-09-15 17:15:00+00:00,24.82,24.82,24.8,24.82,1665.0,46.0,24.815435
AMSF,2026-09-15 17:17:00+00:00,24.825,24.825,24.825,24.825,264.0,15.0,24.825
AMSF,2026-09-15 17:20:00+00:00,24.79,24.79,24.79,24.79,685.0,30.0,24.79
BAH,2026-09-15 17:15:00+00:00,80.69,80.69,80.6662,80.685,1135.0,28.0,80.6827
BAH,2026-09-15 17:16:00+00:00,80.72,80.76,80.72,80.76,1471.0,58.0,80.74
BAH,2026-09-15 17:17:00+00:00,80.725,80.725,80.725,80.725,811.0,58.0,80.725
BAH,2026-09-15 17:18:00+00:00,80.695,80.695,80.695,80.695,509.0,27.0,80.695
BAH,2026-09-15 17:19:00+00:00,80.72,80.79,80.72,80.735,1858.0,59.0,80.765098
AHR,2026-09-15 17:15:00+00:00,53.27,53.275,53.27,53.275,1833.0,52.0,53.270625
AHR,2026-09-15 17:16:00+00:00,53.26,53.26,53.24,53.255,1948.0,48.0,53.254632
AHR,2026-09-15 17:18:00+00:00,53.23,53.23,53.18,53.22,4324.0,110.0,53.205455
AHR,2026-09-15 17:19:00+00:00,53.215,53.215,53.215,53.215,1327.0,41.0,53.215
AHR,2026-09-15 17:20:00+00:00,53.19,53.19,53.17,53.18,3100.0,71.0,53.18289
AAON,2026-09-15 17:16:00+00:00,74.77,74.77,74.72,74.72,1072.0,27.0,74.751098
AAON,2026-09-15 17:17:00+00:00,74.6,74.61,74.5975,74.5975,808.0,27.0,74.6015
AAON,2026-09-15 17:18:00+00:00,74.6,74.6,74.6,74.6,1145.0,32.0,74.6
AAON,2026-09-15 17:19:00+00:00,74.6,74.69,74.6,74.69,2585.0,55.0,74.63914
AAON,2026-09-15 17:20:00+00:00,74.82,74.82,74.75,74.75,1279.0,38.0,74.758413
ALKT,2026-09-15 17:16:00+00:00,19.98,19.99,19.98,19.99,1212.0,39.0,19.98759
ALKT,2026-09-15 17:17:00+00:00,20.0,20.03,20.0,20.03,2684.0,51.0,20.019673
ALKT,2026-09-15 17:18:00+00:00,20.02,20.02,20.02,20.02,548.0,12.0,20.02
ALKT,2026-09-15 17:19:00+00:00,20.01,20.01,19.99,19.99,1319.0,34.0,20.005178
ALKT,2026-09-15 17:20:00+00:00,19.98,19.98,19.98,19.98,551.0,15.0,19.98
AMLX,2026-09-15 17:15:00+00:00,32.96,32.96,32.955,32.955,560.0,17.0,32.956667
AMLX,2026-09-15 17:16:00+00:00,32.98,32.98,32.84,32.845,5402.0,112.0,32.913373
AMLX,2026-09-15 17:18:00+00:00,32.8425,32.845,32.835,32.84,3367.0,43.0,32.838426
AMLX,2026-09-15 17:19:00+00:00,32.84,32.84,32.84,32.84,361.0,19.0,32.84
AMLX,2026-09-15 17:20:00+00:00,32.83,32.83,32.8225,32.8225,1780.0,33.0,32.826749
ANIP,2026-09-15 17:15:00+00:00,71.54,71.54,71.54,71.54,746.0,16.0,71.54
ANIP,2026-09-15 17:17:00+00:00,71.53,71.53,71.53,71.53,261.0,19.0,71.53
ANIP,2026-09-15 17:18:00+00:00,71.5,71.5,71.5,71.5,651.0,31.0,71.5
AAAU,2026-09-15 17:17:00+00:00,42.34,42.34,42.34,42.34,904.0,6.0,42.34
AAAU,2026-09-15 17:18:00+00:00,42.325,42.325,42.325,42.325,509.0,1.0,42.325
AAAU,2026-09-15 17:19:00+00:00,42.33,42.33,42.33,42.33,363.0,3.0,42.33
AAAU,2026-09-15 17:20:00+00:00,42.34,42.34,42.34,42.34,1953.0,14.0,42.34
ABBV,2026-09-15 17:15:00+00:00,263.13,263.24,263.13,263.18,5495.0,154.0,263.204581
ABBV,2026-09-15 17:16:00+00:00,263.15,263.17,263.05,263.05,2771.0,86.0,263.142557
ABBV,2026-09-15 17:17:00+00:00,263.06,263.08,263.005,263.005,2433.0,92.0,263.041409
ABBV,2026-09-15 17:18:00+00:00,262.95,262.95,262.8,262.815,2021.0,88.0,262.863322
ABBV,2026-09-15 17:19:00+00:00,262.75,262.75,262.73,262.73,2419.0,93.0,262.748182
ABBV,2026-09-15 17:20:00+00:00,262.745,262.83,262.7,262.83,3094.0,116.0,262.769599
ABT,2026-09-15 17:15:00+00:00,102.315,102.32,102.29,102.32,9764.0,159.0,102.313299
ABT,2026-09-15 17:16:00+00:00,102.31,102.31,102.28,102.28,6291.0,118.0,102.300123
ABT,2026-09-15 17:17:00+00:00,102.285,102.285,102.22,102.23,4486.0,114.0,102.244653
ABT,2026-09-15 17:18:00+00:00,102.22,102.25,102.1968,102.235,10683.0,204.0,102.218164
ABT,2026-09-15 17:19:00+00:00,102.23,102.23,102.15,102.15,6806.0,134.0,102.193611
ABT,2026-09-15 17:20:00+00:00,102.165,102.165,102.1,102.1,6329.0,161.0,102.135467
AGI,2026-09-15 17:15:00+00:00,35.15,35.15,35.13,35.13,6703.0,129.0,35.136853
AGI,2026-09-15 17:16:00+00:00,35.125,35.14,35.12,35.13,4310.0,82.0,35.127495
AGI,2026-09-15 17:17:00+00:00,35.13,35.14,35.125,35.125,2145.0,36.0,35.129463
