symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry
HBIO,2026-03-16,09:48:00,4.9,4.79,5.04,13033,09:50:00,4.9,trail_stop,-96.63,-0.10,False,,0,0.00,17.96,362067,2.74,839.81,False,-0.01,2,3.75,3.12,1.80,1.80,0.00,0.30,0.30,0.00,0.00,1.800,1.176,0.20,0.00,930.62,6.572,1.176,
MKDW,2026-03-26,09:51:00,6.13,5.86,6.73,13352,10:11:00,6.69,trail_stop,11259.19,9.17,False,,0,0.00,56.0,370929,5.43,0.38,False,,2,17.99,5.67,2.00,1.80,0.00,0.30,0.30,0.00,0.20,2.000,1.148,0.20,0.00,34.17,0.588,1.148,
GLND,2026-04-01,09:47:00,8.22,8.02,8.62,20000,10:32:00,7.99,stop,-6747.60,-2.74,False,,0,0.00,22.31,1453348,3.59,-0.57,False,,3,6.79,4.01,2.60,2.00,0.30,0.30,0.30,0.30,0.20,2.600,1.799,0.20,0.00,18.37,1.683,1.799,
TMCR,2026-04-09,09:57:00,11.56,11.21,12.29,11538,10:09:00,12.31,exhaust+trail_stop,12201.59,7.32,False,,0,0.00,35.68,588449,0.43,-14.07,False,,2,7.47,0.93,2.60,1.80,0.30,0.00,0.30,0.00,0.00,2.600,0.930,0.00,0.00,21.21,0.547,0.930,
WATT,2026-05-14,09:42:00,25.86,25.08,27.48,7733,09:47:00,25.0,stop,-8253.92,-3.30,False,,0,0.00,29.23,513001,7.33,1.23,False,,3,12.07,7.62,1.80,2.00,0.00,0.30,0.30,0.00,0.00,1.800,0.898,0.20,0.00,15.82,1.090,0.898,
TRT,2026-05-15,10:45:00,18.47,17.82,19.87,6440,11:19:00,19.12,trail_stop,5253.12,3.53,False,,0,0.00,47.14,2740118,11.90,6.28,False,,3,6.95,12.10,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.969,0.20,0.00,28.89,1.800,0.969,
MLGO,2026-05-20,10:15:00,4.6,4.40,5.06,12159,12:26:00,5.18,exhaust+trail_stop,9020.48,12.89,False,,0,0.00,81.27,607952,8.33,-1.04,False,,2,6.40,8.49,2.40,1.00,0.30,-0.30,0.00,0.00,0.20,2.400,0.892,0.20,0.00,20.84,2.054,0.892,
LESL,2026-06-09,10:05:00,6.77,6.58,7.17,21000,10:19:00,6.56,stop,-5576.41,-3.14,False,,0,0.00,62.48,2755669,10.28,1.75,False,,3,6.11,10.61,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,1.410,0.20,0.00,33.69,1.346,1.410,
OCC,2026-06-10,09:44:00,25.51,24.43,27.89,5252,09:45:00,24.35,stop,-7564.09,-4.52,False,,0,0.00,31.33,1418896,6.66,-0.05,False,,3,9.82,6.87,2.50,1.00,0.00,0.00,0.00,0.30,0.00,2.500,2.228,0.20,0.00,21.20,2.056,2.228,
INDP,2026-06-11,10:25:00,3.24,3.12,3.37,30000,10:27:00,3.23,trail_stop,-274.32,-0.23,False,,0,0.00,56.37,2664475,3.09,-0.82,False,,3,6.67,4.74,3.00,1.00,0.30,0.30,0.30,0.30,0.00,3.400,2.044,0.20,0.00,41.15,6.915,2.044,
CRE,2026-06-12,10:23:00,3.17,3.04,3.43,20000,10:33:00,3.38,trail_stop,5436.75,6.87,False,,0,0.00,29.01,504064,2.29,0.91,False,,2,11.25,2.76,2.10,2.00,0.00,0.30,0.30,0.30,0.00,2.100,2.439,0.20,0.00,16.18,0.207,2.439,
ASBP,2026-06-16,09:57:00,6.14,5.87,6.75,20000,10:05:00,6.47,trail_stop,8139.82,5.30,False,,0,0.00,26.74,1056507,6.14,-6.02,False,,3,6.91,4.01,2.00,2.00,0.30,-0.30,0.30,0.30,0.20,2.000,1.362,0.20,0.00,15.07,6.795,1.362,
RBNE,2026-07-16,10:39:00,4.8,4.69,5.04,13960,10:49:00,4.67,stop,-2320.06,-2.77,False,,0,0.00,45.83,387808,2.48,-1.14,False,,2,6.22,2.92,2.00,1.80,0.30,0.00,0.00,-0.50,0.00,2.000,0.711,0.20,0.00,21.53,0.867,0.711,
SRZN,2026-08-07,10:29:00,26.01,25.21,27.68,5344,11:05:00,25.13,stop,-5845.20,-3.36,False,,0,0.00,22.51,267203,4.96,14.79,False,,2,5.59,4.73,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,1.072,0.20,0.00,22.51,4.039,1.072,
TJGC,2026-08-18,10:22:00,4.97,4.75,5.47,22000,10:33:00,4.73,stop,-6512.79,-4.76,False,,0,0.00,41.09,1223937,14.97,-2.74,False,,2,14.12,14.99,2.20,1.00,0.00,0.00,0.30,-0.50,0.20,2.200,0.555,0.20,0.00,35.52,2.779,0.555,
RDAC,2026-08-24,10:18:00,5.98,5.88,6.15,18000,10:21:00,6.03,trail_stop,1172.25,0.87,False,,0,0.00,29.16,901995,2.22,-8.35,False,,2,17.86,2.72,2.30,1.80,0.00,0.30,0.30,-0.50,0.00,2.300,0.617,0.20,0.00,22.70,1.106,0.617,
