symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,entry_minutes_from_open,relative_volume,bars_held,patterns_detected_that_day,risk,R,era,entry_min,vol_ratio,flag_tight,stop_pct,bk_vol_ratio
BNZI,2026-05-11,10:16:00,6.93,6.62,7.62,10154,10:23:00,7.15,trail_stop,2237.0,3.18,False,,0,0.0,27.55,2524008,9.82,0.0,False,,2,5.98,9.11,0.7,2.0,0.3,-0.3,0.0,-0.5,0.0,0.7,0.761,0.2,0.0,15.84,1.372,0.761,,5.98,37.11,4.0,3170.0,3020.0,0.3773,6.55,6.89,6.78,6.9,6.78,6.9,4144.0,46.0,0.13,11.0,1.0,3147.739999999996,0.7106686066828908,2026,46,1.0496688741721854,0.9011396766498803,4.473304473304468,1.372185430463576
DOMH,2026-05-11,10:40:00,4.33,4.2,4.6,2182,10:45:00,4.18,stop,-314.45,-3.33,False,,0,0.0,22.27,109139,1.64,5.49,False,,2,3.9,2.14,0.25,1.0,0.0,-0.3,0.0,-0.5,0.0,0.2,0.761,0.0,0.0,24.73,0.492,0.761,,3.9,34.37,4.0,4173.0,2900.0,0.16,4.21,4.3,4.25,4.31,4.25,4.28,1427.0,70.0,10.01,8.0,1.0,283.65999999999974,-1.108545441726011,2026,70,1.4389655172413793,0.5624999999999991,3.0023094688221685,0.4920689655172414
GVH,2026-05-11,10:32:00,4.84,4.69,5.17,2576,10:34:00,4.68,stop,-433.21,-3.47,False,,0,0.0,26.58,128829,11.53,1.37,False,,2,11.86,11.58,1.5,1.0,0.0,0.3,0.3,-0.5,0.2,1.5,0.761,0.2,0.0,22.03,3.292,0.761,,11.86,21.57,4.0,5953.0,762.0,0.51,4.7,4.82,4.82,4.9,4.82,4.9,2510.0,62.0,1.04,4.0,3.0,386.3999999999986,-1.1211438923395485,2026,62,7.812335958005249,0.23529411764705901,3.0991735537189973,3.293963254593176
PARA,2026-05-11,10:16:00,6.93,6.62,7.62,10154,10:23:00,7.15,trail_stop,2237.0,3.18,False,,0,0.0,27.55,2524008,9.82,0.0,False,,2,5.98,9.11,0.7,2.0,0.3,-0.3,0.0,-0.5,0.0,0.7,0.761,0.2,0.0,15.84,1.372,0.761,,5.98,37.11,4.0,3170.0,3020.0,0.3773,6.55,6.89,6.78,6.9,6.78,6.9,4144.0,46.0,0.13,11.0,1.0,3147.739999999996,0.7106686066828908,2026,46,1.0496688741721854,0.9011396766498803,4.473304473304468,1.372185430463576
TGEN,2026-05-11,10:25:00,4.41,4.34,4.54,11872,10:30:00,4.33,stop,-1008.76,-1.93,False,,0,0.0,25.75,593634,7.6,-20.73,False,,2,3.77,8.07,1.3,1.0,0.0,0.3,0.3,-0.5,0.0,1.3,0.761,0.2,0.0,20.55,0.982,0.761,,,,,,,,,,,,,,,,,,,831.0400000000034,-1.2138525221409269,2026,55,,,1.5873015873015939,
RIGL,2026-05-12,09:37:00,30.19,28.99,32.72,1980,10:56:00,28.9,stop,-2548.6,-4.26,False,,0,0.0,11.67,360239,1.91,6.6,False,,2,6.86,2.47,1.0,1.0,0.3,-0.3,0.3,-0.5,0.0,1.0,0.647,0.2,0.0,15.27,0.299,0.647,,6.86,44.18,3.0,24104.0,12176.0,1.9169,29.0,30.0,30.04,30.65,30.04,30.5,3645.0,7.0,3.42,75.0,1.0,2376.0000000000055,-1.0726430976430952,2026,7,1.9796320630749014,0.5216756220981793,3.9748261013580746,0.2993593955321945
DMRC,2026-05-13,10:15:00,9.14,8.65,10.04,3329,11:02:00,9.39,trail_stop,851.86,2.8,False,,0,0.0,38.2,181438,5.75,1.01,False,,2,3.27,7.01,0.6,1.0,0.0,-0.3,0.0,-0.5,0.2,0.6,0.675,0.2,0.0,20.3,0.292,0.675,,3.27,0.0,6.0,2833.0,2457.0,0.26,8.2,9.01,9.09,9.35,9.09,9.19,717.0,45.0,2.55,35.0,3.0,1631.2100000000007,0.5222258323575748,2026,45,1.153032153032153,3.115384615384617,5.361050328227574,0.29181929181929184
SND,2026-05-13,10:11:00,4.58,4.39,5.01,5000,15:45:00,4.62,force_close,161.0,0.7,False,,0,0.0,18.73,274527,-0.91,-5.21,False,,2,3.95,-0.38,0.5,1.0,0.0,-0.3,0.3,-0.5,0.0,0.5,0.675,0.0,0.0,18.73,1.295,0.675,,3.95,41.18,4.0,5235.0,2286.0,0.17,4.4,4.56,4.52,4.6,4.52,4.6,2961.0,41.0,2.3,211.0,1.0,950.0000000000019,0.16947368421052597,2026,41,2.29002624671916,0.9411764705882308,4.148471615720532,1.295275590551181
MOBX,2026-05-14,10:45:00,3.22,3.07,3.54,10000,10:55:00,3.36,trail_stop,1458.84,4.54,False,,0,0.0,71.37,787278,-6.05,67.82,False,,2,5.07,-5.54,1.0,1.0,0.3,-0.3,0.0,0.0,0.0,1.0,0.898,0.0,0.0,132.76,1.881,0.898,,5.07,33.33,3.0,326303.0,290555.0,0.15,3.06,3.2,3.11,3.27,3.11,3.25,546409.0,75.0,201.72,12.0,1.0,1500.0000000000036,0.9725599999999975,2026,75,1.1230335048441775,0.9333333333333342,4.658385093167713,1.8805699437283818
PCSA,2026-05-14,09:49:00,3.27,3.12,3.59,1052,09:54:00,3.11,stop,-163.71,-4.76,False,,0,0.0,32.03,52639,10.36,0.39,False,,2,9.63,10.45,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.898,0.2,0.0,31.69,0.625,0.898,,9.63,40.58,2.0,8781.0,6390.0,0.2834,3.11,3.25,3.23,3.35,3.2,3.2,3993.0,19.0,6.78,7.0,1.0,157.7999999999999,-1.0374524714828905,2026,19,1.3741784037558686,0.49400141143260456,4.58715596330275,0.6248826291079812
TRT,2026-05-14,10:18:00,13.34,12.98,14.05,10526,10:57:00,12.95,stop,-4108.35,-2.93,False,,0,0.0,23.96,2623045,4.13,11.73,False,,2,5.4,4.41,1.5,1.0,0.3,0.0,0.0,0.0,0.0,1.5,0.898,0.2,0.0,25.59,4.219,0.898,,5.4,40.44,3.0,9109.0,7844.0,0.68,12.99,13.27,13.27,13.5,13.26,13.28,33094.0,48.0,0.91,40.0,1.0,3789.359999999994,-1.0841804420799308,2026,48,1.1612697603263642,0.411764705882352,2.698650674662664,4.219020907700153
WATT,2026-05-14,09:42:00,25.86,25.08,27.48,11076,09:47:00,25.0,stop,-9457.69,-3.3,False,,0,0.0,29.23,513001,7.33,1.23,False,,3,12.07,7.62,1.8,2.0,0.0,0.3,0.3,0.0,0.0,1.8,0.898,0.2,0.0,15.82,1.09,0.898,,12.07,32.14,2.0,9458.0,3837.0,2.8,25.09,25.73,25.44,25.75,25.44,25.64,4183.0,12.0,1.63,7.0,1.0,8639.280000000013,-1.0947312739024533,2026,12,2.4649465728433673,0.2285714285714288,3.0162412993039487,1.0901746155850924
TRT,2026-05-15,10:45:00,18.47,17.82,19.87,6440,11:19:00,19.12,trail_stop,4202.5,3.53,False,,0,0.0,47.14,2740118,11.9,6.28,False,,3,6.95,12.1,1.8,1.0,0.3,0.0,0.3,0.0,0.0,1.8,0.969,0.2,0.0,28.89,1.8,0.969,,6.95,39.49,3.0,28039.0,13961.0,1.1899,17.83,18.38,17.97,18.46,17.97,18.36,25127.0,75.0,1.72,37.0,11.0,4185.999999999991,1.0039417104634518,2026,75,2.008380488503689,0.4622237162786795,3.5192203573362133,1.7997994413007665
CPSH,2026-05-18,10:15:00,5.72,5.52,6.14,8564,10:17:00,5.51,stop,-1821.71,-3.72,False,,0,0.0,15.82,428206,5.64,12.42,False,,2,4.69,5.83,1.2,1.0,0.3,-0.3,0.0,0.0,0.0,1.2,0.899,0.2,0.0,22.0,1.328,0.899,,,,,,,,,,,,,,,,,,,1712.8000000000015,-1.063585941148995,2026,45,,,3.4965034965034993,
CTEV,2026-05-18,10:25:00,12.35,11.82,13.17,4838,10:34:00,11.78,stop,-2713.05,-4.54,False,,0,0.0,60.0,134425,-2.53,-6.92,False,,3,4.01,-0.93,0.7,1.8,0.0,-0.3,0.0,0.0,0.0,0.7,0.899,0.0,0.0,20.11,0.333,0.899,,4.01,47.31,4.0,1534.0,1503.0,0.465,11.83,12.15,12.28,12.28,12.28,12.28,500.0,55.0,8.3,8.0,1.0,2564.1399999999967,-1.0580740521188405,2026,55,1.0206254158349968,0.6881720430107533,4.291497975708497,0.33266799733865604
FATN,2026-05-19,10:22:00,4.21,4.02,4.56,14000,10:28:00,4.01,stop,-2842.14,-4.82,False,,0,0.0,25.64,2921310,-0.63,-12.62,False,,3,3.8,0.63,0.7,2.0,0.0,-0.3,0.0,0.0,0.0,0.7,0.881,0.0,0.0,19.21,0.567,0.881,,3.8,46.67,4.0,2050.0,1596.0,0.15,4.03,4.16,4.19,4.19,4.19,4.19,904.0,52.0,0.18,5.0,1.0,2660.0000000000055,-1.068473684210524,2026,52,1.2844611528822054,0.866666666666666,4.513064133016637,0.5664160401002506
MLGO,2026-05-20,10:15:00,4.6,4.4,5.06,12159,12:26:00,5.18,exhaust+trail_stop,7216.38,12.89,False,,0,0.0,81.27,607952,8.33,-1.04,False,,2,6.4,8.49,2.4,1.0,0.3,-0.3,0.0,0.0,0.2,2.4,0.892,0.2,0.0,20.84,2.054,0.892,,6.4,24.23,5.0,4515.0,3322.0,0.2683,4.39,4.58,4.55,4.6,4.54,4.6,6824.0,45.0,16.19,126.0,3.0,2431.7999999999915,2.9675055514433857,2026,45,1.3591210114388923,0.7081625046589654,4.347826086956506,2.054184226369657
NOMA,2026-05-20,10:37:00,3.62,3.42,3.97,142,10:42:00,3.41,stop,-29.91,-5.82,False,,0,0.0,34.43,7145,12.14,5.61,False,,2,11.31,13.6,1.4,1.0,0.0,-0.3,0.3,0.0,0.2,1.4,0.892,0.2,0.0,30.4,0.395,0.892,,11.31,-68.75,4.0,1682.0,651.0,0.32,3.37,3.56,3.6,3.6,3.6,3.6,257.0,67.0,4.53,5.0,2.0,28.400000000000027,-1.053169014084506,2026,67,2.5837173579109063,0.5937499999999998,5.524861878453043,0.39477726574500765
WW,2026-05-22,09:37:00,13.15,12.56,14.46,3439,09:40:00,12.52,stop,-2154.57,-4.76,False,,0,0.0,17.2,364887,7.01,12.19,False,,2,11.41,6.67,0.9,1.0,0.0,-0.3,0.0,0.0,0.0,0.9,0.996,0.2,0.0,27.25,1.283,0.996,,11.41,32.31,3.0,20253.0,11952.0,1.28,12.09,13.09,12.78,13.15,12.78,13.07,15334.0,7.0,1.73,5.0,1.0,2029.0099999999995,-1.061882395848222,2026,7,1.6945281124497993,0.78125,4.486692015209124,1.2829651941097724
GLND,2026-05-26,10:13:00,3.4,3.3,3.52,12000,10:21:00,3.39,trail_stop,-85.2,-0.21,False,,0,0.0,30.48,2703581,8.77,1.83,False,,3,4.01,10.02,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.917,0.2,0.0,25.61,0.87,0.917,,4.01,30.96,2.0,31118.0,29916.0,0.1292,3.31,3.35,3.38,3.42,3.37,3.41,26022.0,43.0,1.23,10.0,1.0,1200.0000000000011,-0.07099999999999994,2026,43,1.040179168338013,0.3095975232198145,2.941176470588238,0.8698355395106298
RYOJ,2026-05-26,10:16:00,3.73,3.55,4.1,18000,10:26:00,3.91,trail_stop,3178.07,4.73,False,,0,0.0,31.21,2660207,-2.96,-17.6,False,,2,8.74,-1.95,2.3,1.8,0.3,-0.3,0.3,0.0,0.0,2.3,0.917,0.0,0.0,29.32,6.338,0.917,,8.74,37.9,3.0,3844.0,1367.0,0.2902,3.5,3.7,3.71,3.9,3.71,3.71,8662.0,46.0,0.58,16.0,1.0,3240.0000000000027,0.980885802469135,2026,46,2.8119970738844184,0.6891798759476229,4.825737265415555,6.336503291880029
AKTX,2026-05-27,10:14:00,15.96,15.17,17.54,11392,11:14:00,15.12,stop,-9511.11,-5.23,False,,0,0.0,23.93,2168212,-3.76,-6.51,False,,2,5.45,-2.77,2.0,1.8,0.3,-0.3,0.3,-0.5,0.2,2.0,0.722,0.0,0.0,23.93,0.566,0.722,,5.45,20.25,4.0,5115.0,2765.0,0.79,15.13,15.8,15.88,15.88,15.79,15.8,1564.0,44.0,0.23,37.0,1.0,8999.680000000011,-1.056827576091593,2026,44,1.8499095840867992,0.8481012658227847,4.9498746867167975,0.5656419529837251
CPSH,2026-05-27,10:36:00,12.61,12.24,13.39,5161,10:56:00,12.92,trail_stop,1590.98,2.44,False,,0,0.0,29.64,1923006,-0.74,16.91,True,,2,5.74,-0.23,0.8,1.0,0.3,0.0,0.3,-0.5,0.0,0.8,0.722,0.0,-0.3,29.64,1.101,0.722,,5.74,41.18,2.0,74246.0,41919.0,0.68,12.25,12.55,12.48,12.56,12.39,12.55,46135.0,66.0,6.3,23.0,1.0,1909.569999999996,0.8331613923553487,2026,66,1.771177747560772,0.4411764705882363,2.9341792228390107,1.1005749182948066
IOTR,2026-05-28,09:59:00,3.17,3.09,3.32,480,10:01:00,3.2,trail_stop,16.62,1.09,False,,0,0.0,53.6,13352,0.92,42.86,False,,2,8.32,1.32,1.4,1.8,0.3,0.3,0.3,-0.5,0.0,1.4,0.508,0.0,0.0,52.07,2.981,0.508,,8.32,36.73,2.0,32570.0,14736.0,0.245,3.1,3.15,3.13,3.25,3.13,3.25,43923.0,29.0,1303.21,4.0,1.0,38.400000000000034,0.43281249999999966,2026,29,2.210233441910966,0.2040816326530605,2.5236593059936934,2.9806596091205213
MOB,2026-05-28,10:19:00,7.9,7.63,8.32,3999,10:31:00,7.61,stop,-1168.47,-3.7,False,,0,0.0,20.06,207249,5.97,4.52,False,,3,3.33,7.23,0.4,1.0,0.0,-0.3,0.0,-0.5,0.0,0.4,0.508,0.2,0.0,23.71,0.667,0.508,,3.33,44.02,6.0,9662.0,6499.0,0.2499,7.64,7.8,7.86,8.0,7.85,8.0,4334.0,49.0,5.17,14.0,6.0,1079.7300000000018,-1.0821872134700323,2026,49,1.4866902600400063,0.640256102440977,3.4177215189873476,0.6668718264348361
PUSA,2026-05-28,09:49:00,4.37,4.18,4.81,7000,10:57:00,4.66,trail_stop,2032.29,6.64,False,,0,0.0,24.04,768225,3.53,17.71,False,,2,5.24,3.79,0.7,1.0,0.3,-0.3,0.0,-0.5,0.0,0.7,0.508,0.2,0.0,20.71,0.44,0.508,,5.24,42.86,4.0,172102.0,112520.0,0.21,4.13,4.35,4.24,4.35,4.24,4.3,49519.0,19.0,50.6,79.0,1.0,1330.0000000000027,1.5280375939849593,2026,19,1.5295236402417347,1.0476190476190466,4.34782608695653,0.44009065055101315
OLOX,2026-05-29,10:33:00,10.15,9.78,10.95,1562,10:35:00,9.75,stop,-624.55,-3.94,False,,0,0.0,42.68,326780,-1.03,112.4,True,,2,4.71,-0.53,0.25,1.0,0.3,-0.3,0.0,-0.5,0.0,0.2,0.572,0.0,-0.3,122.15,2.844,0.572,,4.71,46.67,4.0,30662.0,18276.0,0.45,9.79,10.1,10.05,10.2,10.04,10.13,51985.0,63.0,83.92,4.0,2.0,577.9400000000015,-1.080648510225972,2026,63,1.677719413438389,0.68888888888889,3.6453201970443447,2.844440796673233
HYPD,2026-06-01,10:01:00,4.02,3.95,4.14,12592,10:10:00,3.94,stop,-1030.66,-2.04,False,,0,0.0,12.5,629622,3.06,3.14,False,,2,4.66,3.57,1.6,1.0,0.3,0.3,0.3,-0.5,0.0,1.6,0.554,0.2,0.0,14.29,0.105,0.554,,,,,,,,,,,,,,,,,,,881.4399999999924,-1.1692911599201408,2026,31,,,1.7412935323382936,
BNAI,2026-06-02,10:07:00,15.3,14.74,16.5,3749,10:16:00,14.7,stop,-2250.6,-3.92,False,,0,0.0,28.22,315096,8.06,-3.73,False,,3,9.22,8.16,0.9,1.0,0.0,0.0,0.0,-0.5,0.2,0.9,0.66,0.2,0.0,16.09,0.886,0.66,,9.22,23.62,3.0,6675.0,4922.0,1.27,14.75,15.22,14.91,15.22,14.91,15.21,4361.0,37.0,1.15,11.0,1.0,2099.440000000002,-1.0720001524215972,2026,37,1.3561560341324665,0.3700787401574808,3.6601307189542513,0.8860219422998781
PUSA,2026-06-02,10:34:00,5.64,5.51,5.86,7000,10:57:00,5.69,trail_stop,404.84,1.03,False,,0,0.0,39.78,2872579,5.68,-2.72,False,,2,4.07,6.29,0.7,1.0,0.0,0.0,0.0,-0.5,0.0,0.7,0.66,0.2,0.0,22.95,1.558,0.66,,4.07,45.43,3.0,14692.0,9530.0,0.2199,5.52,5.6,5.61,5.65,5.59,5.61,14851.0,64.0,2.1,25.0,1.0,909.9999999999992,0.44487912087912124,2026,64,1.5416579223504723,0.3638017280582086,2.3049645390070905,1.5583420776495278
BGDE,2026-06-04,10:28:00,7.5,7.19,7.97,4500,13:30:00,7.67,trail_stop,761.54,2.26,False,,0,0.0,33.12,135051,1.1,1.51,False,,3,4.39,2.7,0.25,1.8,0.0,-0.3,0.0,-0.5,0.0,0.2,0.639,0.0,0.0,33.12,0.787,0.639,,4.39,32.57,3.0,2172.0,1405.0,0.307,7.2,7.38,7.46,7.46,7.46,7.46,1106.0,58.0,1.91,40.0,2.0,1394.9999999999982,0.545906810035843,2026,58,1.5459074733096085,0.5863192182410414,4.133333333333328,0.7871886120996441
ICCM,2026-06-04,10:11:00,4.74,4.54,5.13,13000,10:24:00,5.07,trail_stop,4241.19,6.88,False,,0,0.0,37.11,1880493,5.91,2905.93,False,,2,7.0,6.12,1.3,1.0,0.3,0.0,0.3,-0.5,0.0,1.3,0.639,0.2,0.0,2994.92,2.181,0.639,,7.0,36.07,5.0,2312.0,1052.0,0.305,4.55,4.7,4.72,4.84,4.72,4.84,2294.0,41.0,0.09,14.0,2.0,2600.0000000000023,1.6312269230769214,2026,41,2.197718631178707,0.49180327868852575,4.2194092827004255,2.1806083650190113
SPRC,2026-06-04,10:20:00,12.71,12.14,13.98,988,10:23:00,12.11,stop,-598.41,-4.76,False,,0,0.0,50.38,1876110,-5.18,43.23,True,,2,5.86,-4.66,0.25,1.0,0.3,-0.3,0.0,-0.5,0.0,0.2,0.639,0.0,-0.3,53.28,0.949,0.639,,5.86,48.37,4.0,12342.0,9623.0,0.6823,12.0,12.65,12.61,12.66,12.25,12.25,9137.0,50.0,4.7,5.0,2.0,563.1600000000003,-1.062593223950564,2026,50,1.2825522186428349,0.9526601201817387,4.484657749803307,0.9494959991686585
CETX,2026-06-05,09:41:00,5.83,5.69,6.1,7000,09:48:00,5.95,trail_stop,861.63,2.11,False,,0,0.0,36.61,585416,-4.88,982.37,True,,2,4.0,-4.29,0.7,1.0,0.0,0.0,0.3,-0.5,0.2,0.7,0.696,0.0,-0.3,1222.69,3.516,0.696,,,,,,,,,,,,,,,,,,,979.9999999999977,0.8792142857142877,2026,11,,,2.4013722126929617,
BVC,2026-06-09,10:39:00,10.04,9.64,10.78,397,10:43:00,10.34,trail_stop,119.19,2.99,False,,0,0.0,48.42,11085,11.26,-8.55,False,,2,6.01,11.11,3.0,1.8,0.3,-0.3,0.3,0.3,0.2,3.0,1.41,0.2,0.0,23.69,7.774,1.41,,6.01,9.07,2.0,3557.0,470.0,0.55,9.65,9.94,9.99,9.99,9.99,9.99,3654.0,69.0,48.84,5.0,1.0,158.79999999999944,0.7505667506297256,2026,69,7.568085106382979,0.5272727272727257,3.9840637450199066,7.774468085106383
DAIC,2026-06-09,10:12:00,3.22,3.1,3.48,18000,10:14:00,3.09,stop,-2345.85,-4.05,False,,0,0.0,85.16,1828453,0.42,24.34,False,,2,7.51,0.92,1.6,1.8,0.3,0.0,0.0,0.3,0.0,1.6,1.41,0.0,0.0,51.33,1.202,1.41,,7.51,48.89,2.0,17353.0,15516.0,0.225,3.11,3.21,3.16,3.22,3.16,3.21,18647.0,42.0,9.37,4.0,1.0,2160.000000000002,-1.0860416666666657,2026,42,1.118393915957721,0.4444444444444448,3.7267080745341645,1.201791698891467
LESL,2026-06-09,10:05:00,6.77,6.58,7.17,21000,10:19:00,6.56,stop,-4461.13,-3.14,False,,0,0.0,62.48,2755669,10.28,1.75,False,,3,6.11,10.61,2.1,1.0,0.3,0.0,0.3,0.3,0.0,2.1,1.41,0.2,0.0,33.69,1.346,1.41,,6.11,46.15,2.0,14774.0,4630.0,0.39,6.59,6.74,6.73,6.76,6.73,6.74,6229.0,35.0,0.71,16.0,1.0,3989.9999999999895,-1.118077694235592,2026,35,3.190928725701944,0.3846153846153855,2.8064992614475557,1.3453563714902808
OCC,2026-06-09,10:04:00,20.08,19.54,21.17,20000,10:10:00,19.48,stop,-11900.05,-2.96,False,,0,0.0,26.41,1319296,1.13,-2.63,False,,3,8.33,1.58,2.2,2.0,0.3,0.3,0.3,0.3,0.0,2.2,1.41,0.0,0.0,18.39,1.287,1.41,,8.33,43.73,2.0,21292.0,10948.0,1.555,19.55,19.98,19.9,20.49,19.9,20.3,14092.0,34.0,1.77,10.0,1.0,10799.999999999984,-1.101856481481483,2026,34,1.9448301059554256,0.27652733118971046,2.689243027888442,1.2871757398611618
OPAD,2026-06-09,10:36:00,4.72,4.58,4.93,18000,11:15:00,4.77,trail_stop,893.48,1.05,False,,0,0.0,29.26,764961,1.94,862.78,True,,3,3.21,3.25,1.3,1.8,0.0,0.0,0.3,0.3,0.0,1.3,1.41,0.0,-0.3,871.12,3.0,1.41,,3.21,50.0,2.0,802.0,426.0,0.145,4.59,4.66,4.7,4.7,4.67,4.67,1278.0,66.0,0.44,24.0,1.0,2519.999999999994,0.3545555555555564,2026,66,1.8826291079812207,0.4827586206896572,2.9661016949152477,3.0
HTCO,2026-06-10,10:18:00,4.41,4.22,4.75,18000,10:40:00,4.2,stop,-3770.92,-4.75,False,,0,0.0,25.93,1432757,-5.6,3.13,False,,3,4.65,-4.16,1.8,1.8,0.3,-0.3,0.3,0.3,0.2,1.8,2.228,0.0,0.0,25.93,5.696,2.228,,4.65,7.91,3.0,5060.0,616.0,0.1884,4.23,4.35,4.39,4.39,4.39,4.39,3507.0,48.0,0.76,24.0,1.0,3420.000000000007,-1.1026081871345008,2026,48,8.214285714285714,0.6369426751592315,4.308390022675745,5.693181818181818
OCC,2026-06-10,09:44:00,25.51,24.43,27.89,5252,09:45:00,24.35,stop,-6051.27,-4.52,False,,0,0.0,31.33,1418896,6.66,-0.05,False,,3,9.82,6.87,2.5,1.0,0.0,0.0,0.0,0.3,0.0,2.5,2.228,0.2,0.0,21.2,2.056,2.228,,9.82,41.5,2.0,17958.0,13346.0,2.27,24.44,25.38,24.76,25.4,24.63,25.38,27436.0,14.0,1.9,3.0,2.0,5672.16000000001,-1.0668369721587525,2026,14,1.3455717068784654,0.41409691629955847,4.233633869070959,2.055747040311704
SKIL,2026-06-10,10:34:00,5.37,5.16,5.64,2722,10:44:00,5.38,trail_stop,46.27,0.32,False,,0,0.0,19.82,68096,-1.91,-3.75,False,,2,4.56,-0.1,1.9,2.0,0.3,0.0,0.3,0.3,0.0,1.9,2.228,0.0,0.0,19.82,0.227,2.228,,4.56,43.48,4.0,1714.0,528.0,0.23,5.17,5.27,5.34,5.34,5.34,5.34,120.0,64.0,3.43,7.0,3.0,571.6199999999999,0.08094538329659566,2026,64,3.246212121212121,0.4347826086956506,3.910614525139664,0.22727272727272727
GLXG,2026-06-11,09:47:00,3.42,3.26,3.76,15000,09:52:00,3.89,trail_stop,7127.82,13.91,False,,0,0.0,137.13,939573,13.85,191.98,False,,3,32.44,11.54,1.5,1.0,0.0,0.0,0.0,0.3,0.0,1.5,2.044,0.2,0.0,246.28,2.21,2.044,,32.44,43.53,3.0,595606.0,589668.0,0.85,3.1,3.4,3.37,3.75,3.33,3.62,1302954.0,17.0,121.22,7.0,1.0,2400.0000000000023,2.9699249999999973,2026,17,1.010070073329399,0.35294117647058804,4.678362573099419,2.2096400008140176
INDP,2026-06-11,10:25:00,3.24,3.12,3.37,30000,10:27:00,3.23,trail_stop,-219.46,-0.23,False,,0,0.0,56.37,2664475,3.09,-0.82,False,,3,6.67,4.74,3.0,1.0,0.3,0.3,0.3,0.3,0.0,3.4,2.044,0.2,0.0,41.15,6.915,2.044,,6.67,32.5,2.0,15712.0,4230.0,0.2,3.13,3.18,3.22,3.3,3.2,3.3,29252.0,55.0,1.59,4.0,1.0,3600.000000000003,-0.060961111111111056,2026,55,3.714420803782506,0.25000000000000133,3.703703703703707,6.915366430260048
MF,2026-06-11,10:37:00,3.99,3.79,4.36,18000,10:40:00,3.78,stop,-3776.63,-5.26,False,,0,0.0,55.05,1290543,-7.79,2.16,False,,3,11.57,-6.56,1.5,1.8,0.0,0.0,0.0,0.3,0.2,1.5,2.044,0.0,0.0,53.64,0.614,2.044,,11.57,25.93,2.0,6767.0,4578.0,0.405,3.8,3.94,3.97,3.97,3.83,3.9,2809.0,67.0,1.85,7.0,1.0,3600.000000000003,-1.049063888888888,2026,67,1.4781564001747487,0.34567901234567927,5.012531328320806,0.6135867190913062
UBXG,2026-06-11,10:37:00,3.99,3.79,4.36,18000,10:40:00,3.78,stop,-3776.63,-5.26,False,,0,0.0,55.05,1290543,-7.79,2.16,False,,3,11.57,-6.56,1.5,1.8,0.0,0.0,0.0,0.3,0.2,1.5,2.044,0.0,0.0,53.64,0.614,2.044,,11.57,25.93,2.0,6767.0,4578.0,0.405,3.8,3.94,3.97,3.97,3.83,3.9,2809.0,67.0,1.85,7.0,1.0,3600.000000000003,-1.049063888888888,2026,67,1.4781564001747487,0.34567901234567927,5.012531328320806,0.6135867190913062
ASBP,2026-06-12,10:33:00,6.11,5.91,6.31,16496,10:40:00,5.89,stop,-3556.83,-3.53,False,,0,0.0,42.25,412402,1.56,-1.42,False,,2,4.02,3.53,1.3,2.0,0.0,0.0,0.0,0.3,0.0,1.3,2.439,0.0,0.0,16.04,1.312,2.439,,4.02,38.73,3.0,6015.0,5932.0,0.2324,5.92,5.99,6.08,6.08,6.0,6.04,7781.0,63.0,30.85,9.0,2.0,3299.200000000003,-1.0780886275460708,2026,63,1.0139919082939985,0.3012048192771097,3.2733224222585955,1.311699258260283
CRE,2026-06-12,10:23:00,3.17,3.04,3.43,20000,10:33:00,3.38,trail_stop,4349.4,6.87,False,,0,0.0,29.01,504064,2.29,0.91,False,,2,11.25,2.76,2.1,2.0,0.0,0.3,0.3,0.3,0.0,2.1,2.439,0.2,0.0,16.18,0.207,2.439,,11.25,49.72,2.0,10247.0,2778.0,0.325,3.05,3.15,3.15,3.15,3.14,3.15,575.0,53.0,0.54,13.0,1.0,2599.9999999999977,1.6728461538461552,2026,53,3.6886249100071993,0.30769230769230793,4.100946372239744,0.206983441324694
CMTL,2026-06-15,09:51:00,3.92,3.81,4.16,7451,09:56:00,3.79,stop,-938.19,-3.21,False,,0,0.0,76.29,372586,-2.16,-4.55,False,,2,4.88,-1.43,1.6,1.0,0.3,0.0,0.0,0.3,0.0,1.6,1.744,0.0,0.0,25.44,4.395,1.744,,4.88,30.56,3.0,20166.0,13631.0,0.18,3.81,3.9,3.86,3.97,3.85,3.95,59909.0,21.0,14.1,8.0,2.0,819.6099999999991,-1.1446785666353523,2026,21,1.4794219059496736,0.4999999999999992,2.806122448979589,4.395055388452792
