day,symbol,entry_m,exit_m,entry,stop,target,exit_price,why,R,raw_rr,cost_R,net_R,split,half,wk,keep,date,pnl_R
2025-01-10,BG,727,955,81.725,80.44,84.29499999999999,81.21,eod,1.2849999999999966,-0.400778210116733,0.1504973844649305,-0.5512755945816636,TRAIN,H1,2025-01-04/2025-01-10,True,2025-01-10,-0.5512755945816636
2025-01-10,PSMT,580,955,88.02,86.4,91.25999999999998,89.94,eod,1.6199999999999903,1.1851851851851931,0.8491308641975354,0.336054320987658,TRAIN,H1,2025-01-04/2025-01-10,True,2025-01-10,0.336054320987658
2025-01-10,VFC,625,685,22.305,22.065,22.785,22.785,target,0.2399999999999984,2.0,0.0846078282828243,1.915392171717176,TRAIN,H1,2025-01-04/2025-01-10,True,2025-01-10,1.915392171717176
2025-01-13,BRKR,670,691,63.9,62.28,67.13999999999999,62.28,stop,1.6199999999999974,-1.0,0.1964184424894109,-1.1964184424894109,TRAIN,H1,2025-01-11/2025-01-17,True,2025-01-13,-1.1964184424894109
2025-01-13,JOE,675,821,46.04,45.3,47.52,45.3,stop,0.740000000000002,-1.0,0.3004405013709365,-1.3004405013709364,TRAIN,H1,2025-01-11/2025-01-17,True,2025-01-13,-1.3004405013709364
2025-01-16,PNC,632,955,195.1401,192.57,200.2803,196.59,eod,2.5700999999999965,0.5641414730944382,0.1759023467973073,0.3882391262971308,TRAIN,H1,2025-01-11/2025-01-17,True,2025-01-16,0.3882391262971308
2025-01-22,FN,589,605,276.04,270.7,286.7200000000001,270.7,stop,5.340000000000032,-1.0,0.5485670411984974,-1.5485670411984973,TRAIN,H1,2025-01-18/2025-01-24,True,2025-01-22,-1.5485670411984973
2025-01-23,PLXS,612,634,159.2,156.56,164.47999999999996,156.56,stop,2.6399999999999864,-1.0,0.1779616161616169,-1.1779616161616169,TRAIN,H1,2025-01-18/2025-01-24,True,2025-01-23,-1.1779616161616169
2025-01-23,WSBC,606,639,34.55,34.12,35.41,34.12,stop,0.4299999999999997,-1.0,0.4376242894056865,-1.4376242894056863,TRAIN,H1,2025-01-18/2025-01-24,True,2025-01-23,-1.4376242894056863
2025-01-24,NEE,608,880,71.82,71.01,73.43999999999997,73.43999999999997,target,0.8099999999999881,2.0,0.0894147947405404,1.91058520525946,TRAIN,H1,2025-01-18/2025-01-24,True,2025-01-24,1.91058520525946
2025-01-27,DDOG,624,816,145.42,143.19,149.87999999999997,143.19,stop,2.2299999999999898,-1.0,0.1063288360304155,-1.1063288360304155,TRAIN,H1,2025-01-25/2025-01-31,True,2025-01-27,-1.1063288360304155
