day,symbol,min_open,min_high,min_low,min_close,nbars,store,first_m,d_open,d_high,d_low,d_close,d_vol,prev_close,prev_date,src,ratio_open,ratio_close
2025-11-21,FLY,17.03,17.4,16.0,16.79,390,sip,570,17.03,17.4,16.0,16.78,2111561,16.92,2025-11-20,sample,1.0,0.9994044073853485
2025-11-21,UPS,91.58,96.222,91.31,94.65,390,sip,570,91.58,96.222,91.31,94.66,8913223,90.87,2025-11-20,sample,1.0,1.000105652403592
2025-11-21,TV,2.73,2.99,2.72,2.77,290,cache,570,2.73,2.99,2.72,2.77,1632350,2.72,2025-11-20,sample,1.0,1.0
2025-11-21,PPG,96.42,100.8,95.905,98.7,389,sip,570,96.42,100.8,95.905,98.7,3808088,95.2,2025-11-20,sample,1.0,1.0
2025-11-21,CGC,1.0,1.12,0.996,1.105,383,cache,570,1.0,1.12,0.996,1.11,33281066,1.01,2025-11-20,sample,1.0,1.0045248868778283
2025-11-21,WPP,19.3,20.32,19.03,20.15,315,sip,570,19.3,20.32,19.03,20.15,723153,19.09,2025-11-20,sample,1.0,1.0
2025-11-21,SMG,52.45,54.68,52.0,53.45,326,sip,570,52.45,54.68,52.0,53.45,1058639,52.79,2025-11-20,sample,1.0,1.0
2025-11-21,JSPR,1.7,1.7944,1.68,1.71,152,sip,570,1.7,1.7944,1.68,1.7,300226,1.76,2025-11-20,sample,1.0,0.9941520467836257
2025-11-21,DPST,79.99,89.29,79.99,87.0,361,cache,570,79.99,89.29,79.99,87.11,1134361,79.02,2025-11-20,sample,1.0,1.001264367816092
2025-11-21,ANIK,9.31,9.96,9.22,9.88,189,sip,570,9.31,9.96,9.22,9.88,317260,9.3,2025-11-20,sample,1.0,1.0
2025-11-21,BTCZ,4.86,5.02,4.66,4.895,358,cache,570,4.86,5.02,4.66,4.775,12557698,4.59,2025-11-20,sample,1.0,0.9754851889683352
2025-11-21,WMG,29.85,31.27,29.76,30.675,389,sip,570,29.85,31.27,29.76,30.69,2602856,29.69,2025-11-20,sample,1.0,1.0004889975550122
2025-11-21,CRIS,1.13,1.1974,1.0888,1.17,48,cache,570,1.13,1.1974,1.0888,1.17,78148,1.08,2025-11-20,sample,1.0,1.0
2025-11-21,EVH,3.67,4.23,3.6,4.13,383,cache,570,3.67,4.23,3.6,4.14,6412294,3.69,2025-11-20,sample,1.0,1.0024213075060533
2025-11-21,BE,94.02,94.5,76.0,89.995,390,cache,570,94.02,94.5,76.0,89.99,37673045,93.38,2025-11-20,sample,1.0,0.9999444413578531
2025-11-21,PLTZ,8.44,9.3701,8.23,8.58,390,cache,570,8.44,9.3701,8.23,8.57,30213086,8.48,2025-11-20,sample,1.0,0.9988344988344988
2025-11-21,IMPP,5.77,5.89,5.44,5.675,216,cache,570,5.77,5.89,5.44,5.67,492939,5.79,2025-11-20,sample,1.0,0.9991189427312775
2025-11-21,KPTI,5.64,5.95,5.6033,5.85,55,sip,570,5.64,5.95,5.6033,5.9,61567,5.76,2025-11-20,sample,1.0,1.0085470085470087
2025-11-21,GILT,10.68,10.95,10.42,10.87,273,sip,570,10.68,10.95,10.42,10.87,560077,10.73,2025-11-20,sample,1.0,1.0
2025-11-21,AMR,154.58,158.79,149.1601,157.1,196,sip,570,154.58,158.79,149.1601,157.06,312195,154.53,2025-11-20,sample,1.0,0.9997453851050287
2025-11-21,XZO,13.49,14.4538,12.915,14.23,213,cache,570,13.49,14.7,12.915,14.7,274178,13.79,2025-11-20,sample,1.0,1.033028812368236
2025-11-21,CRWL,35.35,36.01,32.8017,34.66,141,sip,570,35.35,36.01,32.8017,34.7038,153716,36.2802,2025-11-20,sample,1.0,1.001263704558569
2025-11-21,DAKT,17.24,18.1099,17.17,17.97,224,sip,570,17.24,18.1099,17.17,17.99,342605,17.27,2025-11-20,sample,1.0,1.0011129660545353
2025-11-21,EVMN,18.03,19.5,18.03,18.69,87,sip,570,18.03,19.5,18.03,18.71,50201,18.71,2025-11-20,sample,1.0,1.0010700909577315
2025-11-21,CHAI,2.14,2.39,2.08,2.307,149,cache,570,2.14,2.39,2.08,2.31,372720,2.05,2025-11-20,sample,1.0,1.0013003901170352
2025-11-21,ORN,8.57,9.09,8.45,8.95,248,sip,570,8.57,9.09,8.45,8.93,270528,8.55,2025-11-20,sample,1.0,0.9977653631284916
2025-11-21,SEDG,33.48,35.39,31.66,34.435,390,cache,570,33.32,35.39,31.66,34.45,5791543,33.09,2025-11-20,sample,0.9952210274790921,1.0004356033105852
2025-11-21,FLG,10.99,11.47,10.885,11.35,390,sip,570,10.99,11.47,10.885,11.35,7269030,10.93,2025-11-20,sample,1.0,1.0
2025-11-21,ETQ,60.1295,62.0,56.84,59.41,91,sip,570,60.1295,62.0,56.84,59.41,110386,55.97,2025-11-20,sample,1.0,1.0
2025-11-21,MARO,8.95,9.3,8.671,8.94,176,cache,570,8.95,9.3,8.671,8.94,227684,9.12,2025-11-20,sample,1.0,1.0
2025-11-21,TSLR,26.3,26.4,23.965,24.9,388,cache,570,26.3,26.4,23.965,24.89,3554079,25.41,2025-11-20,sample,1.0,0.9995983935742973
2025-11-21,ADPT,16.35,18.98,16.18,18.6199,389,cache,570,16.28,18.98,16.18,18.61,5068292,16.32,2025-11-20,sample,0.9957186544342508,0.9994683107857721
2025-11-21,EVLV,5.72,5.995,5.49,5.945,389,sip,570,5.7,5.995,5.49,5.94,5291182,5.66,2025-11-20,sample,0.9965034965034966,0.9991589571068125
2025-11-21,CAPR,5.65,6.0,5.51,5.755,343,cache,570,5.63,6.0,5.51,5.75,1874757,5.69,2025-11-20,sample,0.9964601769911504,0.9991311902693311
2025-11-21,REFR,1.73,1.997,1.68,1.99,34,cache,571,1.73,1.997,1.68,1.99,97559,1.76,2025-11-20,sample,1.0,1.0
2025-11-21,DGII,37.99,40.2372,36.89,40.02,199,sip,570,37.99,40.2372,36.89,40.02,315608,38.21,2025-11-20,sample,1.0,1.0
2025-11-21,DOCN,43.24,44.37,42.01,43.82,381,sip,570,43.24,44.37,42.01,43.81,1846872,43.18,2025-11-20,sample,1.0,0.9997717937015063
2025-11-21,EDZ,41.61,42.18,40.13,40.545,69,sip,570,41.61,42.18,40.13,40.545,81765,40.42,2025-11-20,sample,1.0,1.0
2025-11-21,CPS,29.0,31.305,28.865,30.93,143,sip,570,29.0,31.305,28.865,30.87,158274,28.74,2025-11-20,sample,1.0,0.9980601357904947
2025-11-21,MBUU,24.96,27.345,24.96,26.61,199,cache,570,24.96,27.345,24.96,26.59,358599,24.82,2025-11-20,sample,1.0,0.9992484028560692
2025-11-21,IPX,28.4,29.4,27.45,29.13,188,sip,570,28.4,29.4,27.45,29.08,219313,28.58,2025-11-20,sample,1.0,0.9982835564709921
2025-11-21,INTA,40.11,41.97,39.72,41.54,300,sip,570,40.06,41.97,39.72,41.55,662637,40.07,2025-11-20,sample,0.9987534280727999,1.0002407318247473
2025-11-21,LAW,6.41,6.7,6.26,6.61,197,sip,570,6.41,6.7,6.26,6.6,746072,6.41,2025-11-20,sample,1.0,0.9984871406959152
2025-11-21,AGYS,120.12,124.7,118.0,123.22,106,sip,570,120.12,124.7,118.0,123.36,166213,120.51,2025-11-20,sample,1.0,1.0011361791916897
2025-11-21,CPRI,22.735,24.11,22.503,23.9,383,sip,570,22.735,24.11,22.503,23.89,2883973,22.41,2025-11-20,sample,1.0,0.999581589958159
2025-11-21,ARM,132.53,133.27,125.17,131.53,390,sip,570,132.53,133.27,125.17,131.57,6166756,132.53,2025-11-20,sample,1.0,1.0003041131300843
2025-11-21,DIOD,42.53,45.2866,42.335,44.84,253,sip,570,42.45,45.2866,42.335,44.74,350927,42.36,2025-11-20,sample,0.9981189748412885,0.9977698483496877
2025-11-21,OPAD,1.7,1.9269,1.7,1.9,314,cache,570,1.7,1.9269,1.7,1.9,1156429,1.68,2025-11-20,sample,1.0,1.0
2025-11-21,MGRX,1.11,1.12,1.015,1.12,187,cache,572,1.11,1.12,1.015,1.12,308775,1.14,2025-11-20,sample,1.0,1.0
2025-11-21,ORRF,33.75,35.485,33.75,35.25,223,sip,570,33.75,35.485,33.75,35.25,514111,33.7,2025-11-20,sample,1.0,1.0
2025-11-21,POWL,292.9,295.94,277.77,282.04,345,sip,570,292.9,295.94,277.77,282.05,441391,294.35,2025-11-20,sample,1.0,1.000035455963693
2025-11-21,ASTX,26.13,26.3499,22.37,24.21,333,cache,570,26.13,26.3499,22.37,24.43,1382505,23.66,2025-11-20,sample,1.0,1.0090871540685666
2025-11-21,PLTG,24.5,24.99,21.8,24.06,199,cache,570,24.5,24.99,21.8,24.1,230514,24.41,2025-11-20,sample,1.0,1.00166251039069
2025-11-21,HOV,109.23,121.29,108.99,120.875,137,cache,570,109.23,121.29,108.99,120.77,145088,107.75,2025-11-20,sample,1.0,0.9991313340227508
2025-11-21,AMUU,59.61,59.61,52.42,56.99,208,sip,570,59.61,59.61,52.42,57.0344,288712,58.36,2025-11-20,sample,1.0,1.0007790840498332
2025-11-21,MU,204.53,212.0,192.59,207.34,390,cache,570,204.53,212.0,192.59,207.37,36679691,201.37,2025-11-20,sample,1.0,1.0001446898813544
2025-11-24,LILAK,8.31,8.49,7.97,8.42,245,sip,570,8.31,8.49,7.97,8.43,1077254,8.33,2025-11-21,book,1.0,1.001187648456057
2025-11-24,GENI,9.01,9.45,8.94,9.14,390,sip,570,9.01,9.45,8.94,9.14,6423993,9.09,2025-11-21,book,1.0,1.0
2025-11-24,CD,10.85,14.1,10.45,10.5,296,cache,570,10.85,14.1,10.45,10.47,763746,10.92,2025-11-21,book,1.0,0.9971428571428572
2025-11-24,LFS,5.53,7.3,5.35,5.49,249,cache,570,5.53,7.3,5.2701,5.38,862631,5.82,2025-11-21,book,1.0,0.9799635701275045
2025-11-24,AZTA,35.14,37.09,35.14,36.72,331,sip,570,35.14,37.09,35.14,36.7,1254405,34.89,2025-11-21,sample,1.0,0.9994553376906319
2025-11-24,SNDX,18.13,19.98,17.97,19.78,386,cache,570,18.13,19.98,17.97,19.76,4458243,17.44,2025-11-21,sample,1.0,0.9989888776541962
2025-11-24,KROS,17.61,17.7325,16.65,17.0,343,sip,570,17.61,17.7325,16.65,17.01,1593357,17.39,2025-11-21,sample,1.0,1.0005882352941178
2025-11-24,WS,31.81,32.5,30.8,32.18,145,sip,570,31.81,32.5,30.8,32.24,172516,32.02,2025-11-21,sample,1.0,1.0018645121193288
2025-11-24,ANRO,13.34,13.5575,12.55,13.3,169,sip,570,13.34,13.5575,12.55,13.3,218767,13.25,2025-11-21,sample,1.0,1.0
2025-11-24,NUTX,137.0,145.02,134.06,136.92,164,sip,570,137.0,145.02,134.06,137.21,219000,136.92,2025-11-21,sample,1.0,1.0021180251241601
2025-11-24,MARO,9.1,9.87,9.1,9.84,131,cache,570,9.1,9.87,9.1,9.85,1002339,8.94,2025-11-21,sample,1.0,1.0010162601626016
2025-11-24,MOH,150.0,151.31,141.4813,145.35,381,sip,570,150.0,151.31,141.4813,145.3,6961005,141.56,2025-11-21,sample,1.0,0.9996560027519781
2025-11-24,COYA,6.01,6.2899,5.91,6.036,214,sip,570,6.01,6.2899,5.91,6.05,176844,5.98,2025-11-21,sample,1.0,1.0023194168323393
2025-11-24,BFLY,2.86,3.3,2.82,3.3,390,cache,570,2.86,3.3,2.82,3.28,16696511,2.65,2025-11-21,sample,1.0,0.9939393939393939
2025-11-24,TRUG,1.1,1.1479,1.0,1.08,96,cache,570,1.1,1.1479,1.0,1.1,206720,1.09,2025-11-21,sample,1.0,1.0185185185185186
2025-11-24,UXIN,2.56,2.7189,2.46,2.55,54,cache,570,2.56,2.7189,2.46,2.53,62698,2.56,2025-11-21,sample,1.0,0.9921568627450981
2025-11-24,CRWG,3.36,3.46,3.165,3.4001,383,cache,570,3.36,3.46,3.165,3.4,7894285,3.24,2025-11-21,sample,1.0,0.9999705891003206
2025-11-24,IAG,12.97,13.985,12.95,13.95,390,sip,570,12.97,13.985,12.95,13.95,6227107,12.88,2025-11-21,sample,1.0,1.0
2025-11-24,IMTX,10.22,10.9,10.04,10.6,280,sip,570,10.22,10.9,10.04,10.6,626070,10.2,2025-11-21,sample,1.0,1.0
2025-11-24,YETH,16.46,17.35,16.44,17.295,127,sip,570,16.46,17.35,16.44,17.35,108124,16.09,2025-11-21,sample,1.0,1.0031801098583406
2025-11-24,LTRX,4.61,4.88,4.56,4.83,153,sip,570,4.61,4.88,4.56,4.83,210505,4.55,2025-11-21,sample,1.0,1.0
2025-11-24,RAIN,4.95,5.32,4.69,5.27,20,cache,570,4.95,5.32,4.69,4.84,23291,4.79,2025-11-21,sample,1.0,0.9184060721062619
2025-11-24,BITF,2.45,2.8,2.45,2.795,390,cache,570,2.45,2.8,2.45,2.79,48979973,2.43,2025-11-21,sample,1.0,0.998211091234347
2025-11-24,ASLE,6.24,6.59,6.23,6.36,184,sip,570,6.24,6.59,6.23,6.37,456427,6.19,2025-11-21,sample,1.0,1.001572327044025
2025-11-24,CMCO,15.12,15.625,14.75,15.49,221,sip,570,15.12,15.625,14.75,15.49,245591,15.12,2025-11-21,sample,1.0,1.0
2025-11-24,SVM,6.29,6.71,6.27,6.7,379,sip,570,6.29,6.71,6.27,6.69,3523470,6.28,2025-11-21,sample,1.0,0.9985074626865672
2025-11-24,XNET,6.77,7.04,6.69,7.01,184,sip,570,6.77,7.04,6.69,7.0,331108,6.71,2025-11-21,sample,1.0,0.9985734664764623
2025-11-24,FETH,27.91,29.79,27.78,29.68,389,sip,570,27.91,29.79,27.78,29.67,4509336,27.31,2025-11-21,sample,1.0,0.9996630727762804
2025-11-24,BNTC,13.29,13.47,12.73,13.041,94,sip,570,13.29,13.47,12.73,13.07,95411,13.26,2025-11-21,sample,1.0,1.0022237558469442
2025-11-24,SLNH,1.56,1.69,1.5002,1.665,354,cache,570,1.56,1.69,1.5002,1.67,5267287,1.51,2025-11-21,sample,1.0,1.003003003003003
2025-11-24,HUMA,1.23,1.29,1.21,1.275,390,sip,570,1.225,1.29,1.21,1.28,5401854,1.22,2025-11-21,sample,0.9959349593495935,1.003921568627451
2025-11-24,DBVT,13.7,13.83,13.02,13.37,167,sip,570,13.7,13.83,13.02,13.38,131148,13.75,2025-11-21,sample,1.0,1.0007479431563202
2025-11-24,PLBY,1.72,1.85,1.71,1.815,251,sip,570,1.72,1.85,1.71,1.82,538485,1.71,2025-11-21,sample,1.0,1.0027548209366393
2025-11-24,AIRS,3.69,3.71,3.41,3.55,321,cache,570,3.69,3.71,3.41,3.55,1585393,3.66,2025-11-21,sample,1.0,1.0
2025-11-24,MULL,53.4,59.3,53.4,58.462,162,sip,570,53.4,59.3,53.4,58.47,237611,50.43,2025-11-21,sample,1.0,1.0001368410249392
2025-11-24,MENS,30.81,35.43,30.81,35.36,75,cache,570,30.81,35.43,30.81,35.4,75910,30.74,2025-11-21,sample,1.0,1.001131221719457
2025-11-24,SOC,4.38,4.89,4.355,4.79,387,cache,570,4.38,4.89,4.355,4.77,5803461,4.47,2025-11-21,sample,1.0,0.9958246346555323
2025-11-24,BLTE,126.5,144.99,126.0,136.045,192,cache,570,126.5,144.99,126.0,136.0,285672,120.56,2025-11-21,sample,1.0,0.9996692270939763
2025-11-24,INNV,5.29,5.475,5.05,5.31,236,sip,570,5.29,5.475,5.05,5.32,201748,5.25,2025-11-21,sample,1.0,1.0018832391713748
2025-11-24,DMRC,6.95,7.22,6.665,7.15,184,cache,570,6.95,7.22,6.665,7.14,270686,6.92,2025-11-21,sample,1.0,0.9986013986013985
2025-11-24,BLSH,39.51,41.59,38.505,41.515,387,sip,570,39.51,41.59,38.505,41.5,3019547,38.6,2025-11-21,sample,1.0,0.9996386848127182
2025-11-24,WWW,15.57,16.08,15.295,15.42,369,sip,570,15.57,16.08,15.295,15.42,2257308,15.9,2025-11-21,sample,1.0,1.0
2025-11-24,TSLZ,15.71,15.7296,14.045,14.35,384,cache,570,15.71,15.7296,14.045,14.36,5153738,16.59,2025-11-21,sample,1.0,1.0006968641114982
2025-11-24,ALVO,5.15,5.49,5.08,5.47,187,sip,570,5.15,5.49,5.08,5.47,363418,5.14,2025-11-21,sample,1.0,1.0
2025-11-24,STTK,2.02,2.2199,2.005,2.06,94,cache,570,2.02,2.2199,2.005,2.06,180980,2.03,2025-11-21,sample,1.0,1.0
2025-11-24,APUS,2.31,2.335,1.9,2.06,62,cache,570,2.31,2.335,1.9,2.03,128632,2.28,2025-11-21,sample,1.0,0.9854368932038834
2025-11-24,AESI,8.02,8.12,7.6417,8.105,379,sip,570,8.02,8.12,7.6417,8.1,3037829,8.15,2025-11-21,sample,1.0,0.9993830968537939
2025-11-24,DSX,1.68,1.79,1.68,1.78,261,sip,570,1.68,1.79,1.68,1.78,1030316,1.68,2025-11-21,sample,1.0,1.0
2025-11-24,TPST,3.53,4.15,3.32,4.04,182,cache,570,3.53,4.22,3.32,4.17,637059,3.5,2025-11-21,sample,1.0,1.0321782178217822
2025-11-24,QBTZ,27.16,27.2,19.61,20.18,362,cache,570,27.16,27.2,19.61,20.28,2457827,27.46,2025-11-21,sample,1.0,1.0049554013875124
2025-11-24,PRTH,5.41,5.76,5.31,5.755,232,sip,570,5.41,5.76,5.31,5.75,552061,5.41,2025-11-21,sample,1.0,0.9991311902693311
2025-11-24,IONX,44.94,54.34,44.62,53.43,350,cache,570,44.94,54.34,44.62,53.26,1252620,43.03,2025-11-21,sample,1.0,0.9968182668912595
2025-11-24,ETON,16.5,16.76,15.62,15.85,267,sip,570,16.5,16.76,15.62,15.85,463794,16.46,2025-11-21,sample,1.0,1.0
2025-11-24,DNA,8.26,8.61,8.15,8.61,364,sip,570,8.26,8.61,8.15,8.61,1372393,8.17,2025-11-21,sample,1.0,1.0
2025-11-25,MOB,5.6,6.03,5.36,6.02,131,cache,570,5.6,6.1,5.36,6.03,249126,5.67,2025-11-24,book,1.0,1.0016611295681064
2025-11-25,TNGX,9.9,10.75,9.9,10.565,383,sip,570,9.9,10.75,9.9,10.57,2484046,10.33,2025-11-24,book,1.0,1.0004732607666824
2025-11-25,CIFRW,6.65,7.7,6.42,7.4201,129,sip,570,6.65,7.7,6.42,7.4201,244653,6.92,2025-11-24,book,1.0,1.0
2025-11-25,AMWD,50.92,55.055,50.92,54.52,232,sip,570,50.92,55.055,50.92,54.58,447866,51.85,2025-11-24,book,1.0,1.0011005135730007
2025-11-25,STOK,30.57,30.94,28.51,29.82,253,sip,570,30.57,30.94,28.51,29.82,2335148,30.34,2025-11-24,sample,1.0,1.0
2025-11-25,LEGH,19.29,19.89,18.835,19.65,156,sip,570,19.29,19.89,18.835,19.67,189955,19.16,2025-11-24,sample,1.0,1.0010178117048347
2025-11-25,AESI,8.07,8.41,7.9208,8.345,355,sip,570,8.07,8.41,7.9208,8.34,1737975,8.1,2025-11-24,sample,1.0,0.999400838825644
2025-11-25,ICON,1.1,1.12,0.95,1.02,373,cache,570,1.1,1.12,0.95,1.0,24297845,0.9118,2025-11-24,sample,1.0,0.9803921568627451
2025-11-25,HIMZ,8.55,8.71,8.07,8.16,377,sip,570,8.55,8.71,8.07,8.16,3208073,8.47,2025-11-24,sample,1.0,1.0
2025-11-25,STEC,1.22,1.35,1.18,1.34,48,sip,570,1.22,1.35,1.18,1.34,85249,1.33,2025-11-24,sample,1.0,1.0
2025-11-25,CORZ,15.55,15.63,14.47,15.555,390,sip,570,15.55,15.63,14.47,15.55,9734270,15.75,2025-11-24,sample,1.0,0.9996785599485697
2025-11-25,PXED,31.24,31.24,29.45,29.92,90,sip,570,31.24,31.24,29.45,29.82,102853,28.93,2025-11-24,sample,1.0,0.9966577540106951
2025-11-25,BITQ,21.1,21.715,20.3909,21.625,165,sip,570,21.1,21.715,20.3909,21.66,239497,21.46,2025-11-24,sample,1.0,1.0016184971098265
2025-11-25,JELD,2.39,2.625,2.3501,2.575,365,cache,570,2.39,2.625,2.3501,2.57,2545863,2.35,2025-11-24,sample,1.0,0.9980582524271844
2025-11-25,CEPU,13.84,14.32,13.5685,14.06,180,sip,570,13.84,14.32,13.5685,14.15,272617,13.86,2025-11-24,sample,1.0,1.0064011379800852
2025-11-25,CRI,30.21,32.12,30.145,31.19,347,sip,570,30.21,32.12,30.145,31.2,1145961,29.93,2025-11-24,sample,1.0,1.0003206155819173
2025-11-25,CETX,3.23,3.23,2.9,2.9,135,cache,570,3.23,3.23,2.9,2.95,95972,3.14,2025-11-24,sample,1.0,1.017241379310345
2025-11-25,VRA,2.59,2.77,2.5523,2.757,214,cache,570,2.59,2.77,2.5523,2.75,560715,2.59,2025-11-24,sample,1.0,0.9974610083424011
2025-11-25,INV,4.75,5.78,4.65,5.48,389,cache,570,4.75,5.78,4.65,5.48,4064210,4.65,2025-11-24,sample,1.0,1.0
2025-11-25,FOR,24.34,25.66,24.34,25.46,89,sip,570,24.34,25.66,24.34,25.46,97918,24.32,2025-11-24,sample,1.0,1.0
2025-11-25,BE,92.69,94.91,85.2,94.34,390,cache,570,92.69,94.91,85.2,94.29,12313941,95.56,2025-11-24,sample,1.0,0.9994700021199916
2025-11-25,GRRR,12.78,12.99,12.17,12.89,340,sip,570,12.78,12.99,12.17,12.88,1051972,13.07,2025-11-24,sample,1.0,0.9992242048099302
2025-11-25,LABX,12.51,12.9688,11.4,12.84,208,cache,570,12.51,12.9688,11.4,12.89,434700,13.37,2025-11-24,sample,1.0,1.0038940809968848
2025-11-25,LAW,6.77,7.24,6.755,7.22,150,sip,570,6.77,7.24,6.755,7.22,364970,6.75,2025-11-24,sample,1.0,1.0
2025-11-25,EPWK,1.4,1.6,1.31,1.45,154,sip,570,1.4,1.6,1.31,1.46,507477,1.44,2025-11-24,sample,1.0,1.006896551724138
2025-11-25,ESE,226.27,227.461,212.26,216.93,156,sip,570,226.27,227.461,212.26,217.43,269995,224.36,2025-11-24,sample,1.0,1.0023048909786567
2025-11-25,ALGM,24.62,25.77,24.37,25.75,349,sip,570,24.61,25.77,24.37,25.74,1407218,24.83,2025-11-24,sample,0.9995938261575954,0.9996116504854369
2025-11-25,ACOG,6.11,6.195,5.8,6.19,27,sip,570,6.11,6.195,5.8,6.095,20485,6.02,2025-11-24,sample,1.0,0.9846526655896607
2025-11-25,NUKK,5.38,6.99,5.1,6.28,384,sip,570,5.38,6.99,5.1,6.29,8902857,5.26,2025-11-24,sample,1.0,1.0015923566878981
2025-11-25,FIVE,157.84,166.24,157.525,163.18,378,sip,570,157.84,166.24,157.525,163.18,1460016,157.33,2025-11-24,sample,1.0,1.0
2025-11-25,SMST,78.035,83.5199,75.6701,79.335,284,sip,570,78.035,83.5199,75.6701,79.19,517382,73.81,2025-11-24,sample,1.0,0.9981723073044685
2025-11-25,MCHPP,50.59,51.64,49.08,50.46,44,sip,570,50.59,51.64,49.08,50.69,361250,50.1,2025-11-24,sample,1.0,1.0045580657946889
2025-11-25,ACRE,5.0,5.275,4.97,5.245,219,sip,570,5.0,5.275,4.97,5.25,644619,4.98,2025-11-24,sample,1.0,1.0009532888465205
2025-11-25,OKLL,29.53,29.53,24.15,27.15,374,cache,570,29.53,29.53,24.15,27.15,3253383,29.71,2025-11-24,sample,1.0,1.0
2025-11-25,QPUX,18.93,20.0898,17.375,19.52,200,cache,570,18.93,20.0898,17.375,19.42,238089,19.8,2025-11-24,sample,1.0,0.9948770491803279
2025-11-25,HYPD,4.13,4.19,3.775,4.0295,131,cache,570,4.13,4.19,3.775,4.05,217523,4.09,2025-11-24,sample,1.0,1.005087479836208
2025-11-25,APUS,2.02,2.2699,1.78,1.95,62,cache,570,2.02,2.2699,1.78,1.95,144860,2.03,2025-11-24,sample,1.0,1.0
2025-11-25,BTBD,1.48,1.52,1.425,1.45,26,cache,570,1.48,1.52,1.425,1.47,27270,1.48,2025-11-24,sample,1.0,1.013793103448276
2025-11-25,WRAP,2.03,2.15,2.02,2.105,95,sip,570,2.04,2.15,2.02,2.1,272526,2.03,2025-11-24,sample,1.0049261083743843,0.9976247030878861
2025-11-25,MASS,6.18,6.64,6.18,6.45,274,sip,570,6.18,6.64,6.18,6.46,529969,6.18,2025-11-24,sample,1.0,1.0015503875968992
2025-11-25,JACK,18.0,20.255,17.9075,19.605,329,cache,570,18.0,20.255,17.9075,19.46,2358627,17.36,2025-11-24,sample,1.0,0.9926039275694976
2025-11-25,CERT,8.8,9.19,8.67,9.13,368,sip,570,8.81,9.19,8.67,9.12,1796812,8.86,2025-11-24,sample,1.0011363636363637,0.9989047097480831
2025-11-25,ETU,14.78,15.27,14.2201,15.0,147,sip,570,14.78,15.27,14.2201,15.0,169289,15.46,2025-11-24,sample,1.0,1.0
2025-11-25,ALTG,4.57,4.85,4.56,4.85,144,sip,570,4.57,4.85,4.56,4.85,156409,4.53,2025-11-24,sample,1.0,1.0
2025-11-25,LFS,5.23,5.59,4.9,5.135,129,cache,570,5.17,5.59,4.9,5.02,275556,5.38,2025-11-24,sample,0.9885277246653918,0.9776046738072054
2025-11-25,BMNU,6.81,7.3,6.195,6.345,390,cache,570,6.81,7.3,6.195,6.35,30679960,7.36,2025-11-24,sample,1.0,1.0007880220646177
2025-11-25,PHGE,5.49,5.95,4.89,5.48,94,cache,570,5.49,5.95,4.89,5.78,123564,0.2887,2025-11-24,sample,1.0,1.0547445255474452
2025-11-25,UPST,38.92,42.06,38.64,41.79,388,sip,570,38.92,42.06,38.64,41.77,5363948,39.02,2025-11-24,sample,1.0,0.9995214166068438
2025-11-25,ERNA,1.26,1.35,1.23,1.35,33,sip,570,1.26,1.35,1.23,1.35,23276,1.29,2025-11-24,sample,1.0,1.0
2025-11-25,OBIO,4.82,5.4,4.64,5.35,246,cache,570,4.82,5.4,4.64,5.35,662969,4.84,2025-11-24,sample,1.0,1.0
2025-11-25,OGI,1.61,1.66,1.56,1.62,245,sip,570,1.57,1.66,1.56,1.61,887978,1.56,2025-11-24,sample,0.9751552795031055,0.9938271604938271
2025-11-25,CURR,2.6,2.81,2.54,2.75,185,cache,570,2.6,2.81,2.54,2.74,414141,2.65,2025-11-24,sample,1.0,0.9963636363636365
2025-11-25,NVDW,40.84,41.64,39.33,41.55,256,sip,570,40.84,41.64,39.33,41.53,243146,42.88,2025-11-24,sample,1.0,0.9995186522262336
2025-11-25,LXEO,9.97,10.11,9.605,9.7,338,sip,570,9.97,10.11,9.605,9.72,791319,9.99,2025-11-24,sample,1.0,1.0020618556701033
2025-11-25,WAY,36.62,37.15,34.1,36.985,375,sip,570,36.62,37.15,34.1,36.98,1456749,36.47,2025-11-24,sample,1.0,0.9998648100581317
2025-11-25,LWAY,22.94,24.4,22.91,24.06,92,sip,570,22.94,24.4,22.91,24.12,97842,23.07,2025-11-24,sample,1.0,1.002493765586035
2025-11-25,WING,241.83,265.505,241.83,262.94,387,cache,570,241.83,265.505,241.83,262.97,1241831,242.73,2025-11-24,sample,1.0,1.0001140944702214
2025-11-25,PENN,13.71,14.61,13.71,14.56,390,sip,570,13.71,14.61,13.71,14.57,3773817,13.71,2025-11-24,sample,1.0,1.0006868131868132
2025-11-26,LXEO,9.68,9.94,9.2743,9.635,284,sip,570,9.68,9.94,9.2743,9.63,523309,9.72,2025-11-25,book,1.0,0.9994810586403737
2025-11-26,SUPV,10.02,11.1,9.78,10.935,383,cache,570,10.02,11.1,9.78,10.96,3537886,10.26,2025-11-25,book,1.0,1.002286236854138
2025-11-26,SLN,6.3,6.88,6.145,6.875,156,cache,570,6.3,6.88,6.145,6.84,236910,6.35,2025-11-25,book,1.0,0.9949090909090909
2025-11-26,MASS,6.45,6.58,6.13,6.405,261,sip,570,6.45,6.58,6.13,6.41,381541,6.46,2025-11-25,book,1.0,1.0007806401249024
2025-11-26,HLP,1.56,1.7,1.55,1.65,30,sip,574,1.56,1.7,1.55,1.65,121563,1.59,2025-11-25,sample,1.0,1.0
