day,symbol,em,net,why,split,i,entry,stop,r_pct,hmax_before,hmax_incl,ei_l,ei_o,ei_h,nxt_o,crossed_before,fill_below_bar_low,target_already_exceeded,target_exceeded_before
2025-06-02,BSGM,571,-1.0861593837704142,stop,TRAIN,1,5.6168,5.30999999292,5.462185,5.74,5.74,5.471,5.471,5.65,5.3001,1,0,0,0
2025-06-02,GPUS,571,-1.0645405565772756,stop,TRAIN,1,5.37608,5.1299999912695995,4.577313,5.41,5.449,5.27,5.449,5.449,5.375,1,0,0,0
2025-06-02,IONX,571,-1.1587260082582609,stop,TRAIN,1,64.5932,63.379999988908395,1.8782163,66.0,66.88,66.0901,66.62,66.88,66.54,1,1,0,0
2025-06-02,NVTS,571,2.0,target,TRAIN,1,5.1153,4.9900000001274005,2.4495142,5.25,5.255,5.16,5.245,5.255,5.215,1,1,0,0
2025-06-03,STRZ,573,-1.161755283140952,stop,TRAIN,2,19.42811,19.06999998302919,1.8432571,19.37,19.82,18.83,19.82,19.82,19.5,0,0,0,0
2025-06-03,YSG,575,2.0,target,TRAIN,2,5.50647,5.38000000160031,2.2967527,5.48,5.67,5.44,5.44,5.67,5.66,0,0,0,0
2025-06-03,ARAI,578,2.0,target,TRAIN,6,6.20857,5.9699999982827405,3.8425918,6.2,6.29,5.99,6.0,6.29,6.1,0,0,0,0
2025-06-03,ALTS,584,2.0,target,TRAIN,12,9.03703,8.5499999629487,5.389271,9.075,9.075,8.99,8.99,9.045,9.09,1,0,0,0
2025-06-04,RAPP,571,2.0,target,TRAIN,1,12.27672,12.110000006250718,1.3580174,12.9824,12.9824,12.5,12.5,12.9255,12.575,1,1,1,1
2025-06-04,MRAL,573,-1.103724065874629,stop,TRAIN,2,19.4582,18.710000006679,3.8451655,19.095,19.66,19.52,19.52,19.66,19.66,0,1,0,0
2025-06-04,SLN,575,0.3611177330637736,eod,TRAIN,1,5.42623,5.25200000571696,3.2108848,5.41,5.54,5.54,5.54,5.54,5.62,0,1,0,0
2025-06-04,MULN,576,2.0,target,TRAIN,6,5.40617,5.0999999956752005,5.663344,5.35,5.435,5.3315,5.35,5.435,5.48,0,0,0,0
2025-06-05,RAPP,571,2.0,target,TRAIN,1,13.09918,12.70999999571074,2.9710257,13.63,14.4751,13.35,13.35,14.4751,12.9149,1,1,1,0
2025-06-05,RYET,571,-1.2404275744056577,stop,TRAIN,1,9.13733,8.61000001114802,5.7711606,8.61,9.18,8.985,9.18,9.18,9.16,0,0,0,0
2025-06-05,ZYBT,571,-1.1012128001920818,stop,TRAIN,1,6.44929,6.26000000421707,2.9350517,6.4,6.6,6.6,6.6,6.6,6.625,0,1,0,0
2025-06-05,MWYN,574,-1.059715851076543,stop,TRAIN,4,9.90964,9.4200000300692,4.941047,9.87,9.95,9.65,9.65,9.95,9.9238,0,0,0,0
2025-06-06,QTRX,571,2.0,target,TRAIN,1,5.17548,5.019999989503201,3.004166,5.3,5.3,5.2,5.2,5.2,5.21,1,1,0,0
2025-06-06,APDN,572,-1.1300328528919283,stop,TRAIN,1,5.52653,5.400000001698991,2.2895017,5.4,5.9499,5.7,5.7,5.9499,5.63,0,1,1,0
2025-06-06,LYRA,573,-1.1307761198400132,stop,TRAIN,3,25.40599,24.827599975506917,2.2765892,26.2,26.2,25.55,25.99,25.99,25.505,1,1,0,0
2025-06-06,NEGG,573,-1.0609338740994654,stop,TRAIN,3,10.56159,10.0499999936193,4.843873,10.54,10.79,10.3501,10.6668,10.79,10.4,0,0,0,0
2025-06-09,BBNX,571,-1.1692399975965635,stop,TRAIN,1,19.13724,18.79999999719336,1.7622186,19.99,19.99,19.11,19.49,19.6,19.085,1,0,1,1
2025-06-09,KROS,571,-1.0473951946704336,stop,TRAIN,1,15.08512,14.1499999732272,6.1989565,15.0,15.14,14.85,14.92,15.14,14.88,0,0,0,0
2025-06-09,DERM,575,-1.0702320371698366,stop,TRAIN,5,7.41217,7.1000000118621,4.211587,7.3761,7.48,7.2,7.25,7.48,7.265,0,0,0,0
2025-06-09,LZMH,575,-1.0641335432750307,stop,TRAIN,5,24.84431,23.70000003760853,4.6059237,24.78,24.95,24.6,24.7,24.95,24.835,0,0,0,0
2025-06-10,NA,571,-1.1701597817675478,stop,TRAIN,1,11.34393,10.96999999003428,3.2963004,11.02,11.4,10.8,10.98,11.4,11.0,0,0,0,0
2025-06-10,RKLX,571,-1.06197656057378,stop,TRAIN,1,41.88528,39.889999880089924,4.7636786,41.54,42.08,40.61,40.62,42.08,40.74,0,0,0,0
2025-06-10,RYET,571,2.0,target,TRAIN,1,8.93673,8.6400000003834,3.320342,8.64,9.1049,8.925,8.925,9.1049,9.19,0,0,0,0
2025-06-10,OMSE,572,2.0,target,TRAIN,1,7.17145,7.0799999994867004,1.2751954,7.3,7.6801,7.2,7.4,7.6801,7.4,1,1,1,0
2025-06-11,RYET,571,-1.063170390461686,stop,TRAIN,1,8.45529,8.060000034773099,4.675061,8.06,8.84,8.84,8.84,8.84,8.45,0,1,0,0
2025-06-11,TAOP,571,-1.6817373613199895,stop,TRAIN,1,6.97085,6.749999997346951,3.1681933,6.75,7.3,7.3,7.3,7.3,6.9523,0,1,0,0
2025-06-11,BRLS,572,2.0,target,TRAIN,1,5.09524,4.99999999811056,1.8691956,5.26,5.28,5.28,5.28,5.28,5.26,1,1,0,0
2025-06-11,TWNP,573,2.0,target,TRAIN,3,6.44929,6.19000000389175,4.0204425,6.41,6.58,6.34,6.41,6.58,6.57,0,0,0,0
2025-06-12,HIMZ,571,-0.6592804957830334,eod,TRAIN,1,41.45399,39.319999946705195,5.147852,41.2664,42.0,41.3,41.3,42.0,41.73,0,0,0,0
2025-06-12,JBIO,571,-1.1736904145173837,stop,TRAIN,1,7.05109,6.929999995577121,1.7173232,7.3,7.3,7.17,7.17,7.17,7.19,1,1,1,1
2025-06-12,QSG,571,-1.0551585422194465,stop,TRAIN,1,12.09618,11.4500000080494,5.342017,12.3,12.3,11.6087,11.6087,12.14,11.8,1,0,0,0
2025-06-12,XTIA,571,-1.6206335159937275,stop,TRAIN,1,5.06515,4.88000000111925,3.6553705,5.15,5.28,4.78,5.16,5.28,4.78,1,0,0,0
2025-06-13,AMWD,571,-1.1453540284961712,stop,TRAIN,1,55.40572,54.2699999770386,2.0498245,55.6025,57.87,54.95,54.95,57.87,55.9,1,0,1,0
2025-06-13,ASTS,571,2.0,target,TRAIN,1,37.03076,36.19999996922452,2.2434323,37.33,38.3,37.3015,37.32,38.3,38.2833,1,1,0,0
2025-06-13,RAPP,571,2.0,target,TRAIN,1,11.17342,11.04000000187404,1.1940838,11.05,11.7194,11.7194,11.7194,11.7194,11.6017,0,1,1,0
2025-06-13,USAR,571,-1.0933091548807254,stop,TRAIN,1,14.57359,14.110000006921208,3.1810281,14.45,14.89,14.19,14.2025,14.89,14.7,0,0,0,0
2025-06-16,SORA,571,-1.350623106862889,stop,TRAIN,1,6.283795,6.060000003781919,3.5614624,6.4626,6.4626,6.38,6.39,6.46,6.0001,1,1,0,0
2025-06-16,ZBIO,571,-1.2903443977224642,stop,TRAIN,1,10.36099,10.099999987777789,2.5189679,10.69,10.69,10.3501,10.38,10.6044,10.1271,1,0,0,0
2025-06-16,NA,580,-1.07323016043583,stop,TRAIN,3,10.42117,9.9999999776255,4.041485,10.38,10.62,10.405,10.405,10.62,10.44,0,0,0,0
2025-06-16,KZIA,586,-0.4550226910083837,eod,TRAIN,12,9.3279,8.83000001775,5.33775,9.2886,9.35,9.22,9.22,9.35,9.32,0,0,0,0
2025-06-17,AZ,571,2.0,target,TRAIN,1,9.29781,9.20000000480139,1.0519681,9.74,9.74,9.29,9.66,9.73,9.493,1,0,1,1
2025-06-17,IMNM,571,-1.0615918788569576,stop,TRAIN,1,9.56862,9.10999999524006,4.7929587,9.435,9.61,9.38,9.38,9.61,9.55,0,0,0,0
2025-06-17,NAKA,572,-0.612575960754924,eod,TRAIN,2,15.13527,14.3100000301044,5.452628,14.8,15.48,14.99,14.99,15.48,15.22,0,0,0,0
2025-06-17,ARCX,573,-1.0665214359406388,stop,TRAIN,3,20.27063,19.3700000306173,4.443029,20.22,20.88,20.68,20.81,20.88,20.9,0,1,0,0
2025-06-18,ASST,571,-1.0582391628524754,stop,TRAIN,1,5.45632,5.1800000058592,5.064219,5.42,5.4799,5.3,5.3056,5.4799,5.42,0,0,0,0
2025-06-18,FTRK,571,-1.0815752644623664,stop,TRAIN,1,6.29884,6.06999999338,3.63305,6.2,6.4,6.22,6.22,6.4,6.4,0,0,0,0
2025-06-18,LZMH,571,2.0,target,TRAIN,1,15.97779,15.3100000245069,4.179489,15.6,16.35,15.3164,15.3164,16.35,15.92,0,0,0,0
2025-06-18,RUN,571,1.0477668212633295,eod,TRAIN,1,5.79734,5.5100000025326,4.956411,5.665,5.835,5.599,5.61,5.835,5.7615,0,0,0,0
2025-06-20,NEGG,572,-1.174100595408498,stop,TRAIN,1,11.31384,11.119999990593842,1.7132999,11.12,11.69,11.69,11.69,11.69,11.15,0,1,0,0
2025-06-20,QSG,577,-1.03225885569746,stop,TRAIN,7,13.53047,12.309999957248,9.02016,13.21,13.94,13.2944,13.3,13.94,13.83,0,0,0,0
2025-06-20,RITR,580,-1.0687287012606483,stop,TRAIN,10,5.24569,5.0200000104659,4.302389,5.17,5.36,5.15,5.2,5.36,5.195,0,0,0,0
2025-06-20,AMZE,601,0.0546163331722573,eod,TRAIN,18,10.62177,9.225000022196399,13.150068,10.58,10.8384,10.1,10.1078,10.8384,10.4,0,0,0,0
2025-06-23,SLSN,571,-1.2151653066851231,stop,TRAIN,1,5.22563,5.12999999903282,1.8300186,5.63,5.63,5.26,5.26,5.4262,5.19,1,1,1,1
2025-06-23,SST,571,2.0,target,TRAIN,1,9.57865,9.0649999704345,5.362447,9.5,10.3,9.24,9.2601,10.3,10.1,0,0,0,0
2025-06-23,SGMT,573,-1.1064642603411992,stop,TRAIN,3,8.74616,8.5020000109,2.791625,8.72,8.99,8.5001,8.61,8.99,8.9812,0,0,0,0
2025-06-23,WHLR,573,-1.0260269644510966,stop,TRAIN,3,7.2216,6.420000016872,11.100033,7.1,7.245,6.91,6.9331,7.245,7.21,0,0,0,0
2025-06-24,FTRK,571,-1.0819370978306753,stop,TRAIN,1,6.32893,6.09999999467144,3.6171992,6.3,6.4,6.06,6.26,6.4,6.4,0,0,0,0
2025-06-24,RGC,571,2.0,target,TRAIN,1,23.7711,22.639999986411002,4.758299,23.5,25.58,23.41,23.45,25.58,25.59,0,0,0,0
2025-06-24,SWIM,571,0.7921822668442045,eod,TRAIN,1,6.1183,5.7529000117989995,5.972247,6.19,6.25,6.18,6.25,6.25,6.215,1,1,0,0
2025-06-24,BOOM,572,-0.4369513932686658,eod,TRAIN,2,7.75319,7.39000000181864,4.6843944,7.72,7.785,7.73,7.73,7.785,7.79,0,0,0,0
2025-06-25,NEGG,571,2.0,target,TRAIN,1,11.900595,11.68000000160154,1.8536468,12.5,12.6999,12.05,12.05,12.6999,12.55,1,1,1,1
2025-06-25,ZYBT,572,0.7120296649242239,eod,TRAIN,1,7.56262,7.194299986926,4.87027,7.1943,7.8267,7.8267,7.8267,7.8267,7.2627,0,1,0,0
2025-06-25,FRME,573,-0.1424155197307908,eod,TRAIN,3,37.36175,35.2799999921875,5.571875,37.2,37.39,36.9,36.9,37.39,37.025,0,0,0,0
2025-06-25,EYEN,574,2.0,target,TRAIN,4,9.04706,8.0901000360873,10.5775795,9.0499,9.15,8.73,8.95,9.15,8.93,1,0,0,0
2025-06-26,EYEN,571,-1.089180294698048,stop,TRAIN,1,9.57865,9.2600000006742,3.3266692,9.6999,9.75,9.51,9.635,9.75,9.6,1,0,0,0
2025-06-26,NAKA,571,-1.0759191544378843,stop,TRAIN,1,14.16236,13.609999989338998,3.9001975,14.2585,14.32,14.1,14.125,14.32,14.23,1,0,0,0
2025-06-26,PATK,572,0.1375867654947045,eod,TRAIN,1,90.17973,85.0200002557389,5.721607,89.79,90.19,90.19,90.19,90.19,89.73,0,1,0,0
2025-06-26,JBIO,574,-1.1246701717339205,stop,TRAIN,1,10.54153,10.13010000843986,3.9029438,10.82,10.82,10.585,10.585,10.585,10.5,1,1,0,0
2025-06-27,LIVE,573,-1.0436895189593836,stop,TRAIN,3,15.7471,14.690000011478,6.712982,15.8,15.8,15.7999,15.7999,15.7999,15.36,1,1,0,0
2025-06-27,NNNN,576,-1.0428779201691696,stop,TRAIN,4,33.74092,31.433999988946404,6.837158,32.81,34.2071,32.565,32.565,34.2071,32.6001,0,0,0,0
2025-06-27,ZYBT,580,-1.0532334951004694,stop,TRAIN,1,7.07115,6.680000003832,5.531632,6.68,7.3,7.3,7.3,7.3,7.585,0,1,0,0
2025-06-27,FBRX,584,2.0,target,TRAIN,2,11.44423,10.909999999627818,4.6681166,11.2,11.5,11.4,11.4,11.5,11.7,0,0,0,0
2025-06-30,RYET,575,2.0,target,TRAIN,3,6.16845,5.97999999721875,3.0550625,6.4,6.4,6.16,6.16,6.2,6.25,1,0,0,0
2025-06-30,NNNN,576,-1.113020714294527,stop,TRAIN,3,31.30363,30.47999997194459,2.6311007,31.27,32.03,31.7,32.01,32.03,31.99,0,1,0,0
2025-06-30,RGC,583,-0.2762806000836919,eod,TRAIN,13,17.4522,15.110000099046001,13.420657,16.92,17.8506,16.505,16.505,17.8506,17.69,0,0,0,0
2025-06-30,NAKA,587,-1.0714791098537868,stop,TRAIN,13,14.32284,13.729999978015439,4.1391234,14.25,14.49,14.25,14.28,14.49,14.49,0,0,0,0
2025-07-01,LCFY,571,2.0,target,TRAIN,1,6.3189,6.0099999858423,4.8885093,6.22,6.4399,6.1006,6.135,6.4399,6.44,0,0,0,0
2025-07-01,ONEG,571,2.0,target,TRAIN,1,7.8234,7.6700000010738005,1.9607843,8.3,8.3,7.91,7.91,8.29,8.2,1,1,1,1
2025-07-01,EPSM,574,2.0,target,TRAIN,2,13.26969,12.610000020934262,4.9714046,12.77,13.29,12.85,13.0,13.29,13.3,0,0,0,0
2025-07-01,ZYBT,574,2.0,target,TRAIN,1,5.98791,5.879999999674171,1.8021313,5.88,6.19,6.19,6.19,6.19,6.3823,0,1,0,0
2025-07-02,HOOG,571,2.0,target,TRAIN,1,54.10182,52.559999986053654,2.8498487,54.14,55.43,54.0,54.0,55.43,55.85,1,0,0,0
2025-07-02,HOOX,571,2.0,target,TRAIN,1,85.44557,82.75000006152132,3.1547217,83.08,86.95,85.37,85.37,86.95,86.355,0,0,0,0
2025-07-02,QUBX,571,2.0,target,TRAIN,1,27.91349,27.300000031359108,2.1978261,27.36,29.71,29.09,29.09,29.71,29.8,0,1,1,0
2025-07-02,ROBN,571,2.0,target,TRAIN,1,51.31348,49.26000001865768,4.0018334,50.86,52.25,50.78,50.78,52.25,51.7,0,0,0,0
2025-07-03,BGLC,571,2.0,target,TRAIN,1,6.84046,6.5499999770524004,4.246206,6.671,7.28,6.68,6.68,7.28,7.28,0,0,0,0
2025-07-03,HSAI,571,2.0,target,TRAIN,1,20.79219,20.3600000039877,2.078617,20.8,22.05,20.78,20.78,22.05,21.9812,1,0,1,0
2025-07-03,IONL,571,-1.0939296488334442,stop,TRAIN,1,52.42681,50.77000002041098,3.1602342,53.0,54.09,52.54,53.0,54.09,51.2622,1,1,0,0
2025-07-03,IONX,571,-1.1529960804098407,stop,TRAIN,1,74.54296,72.2999999777948,3.0089495,75.0,76.89,74.7482,75.24,76.89,74.17,1,1,0,0
2025-07-07,AIRS,571,-0.1534188451712954,eod,TRAIN,1,5.4162,5.2399999974492,3.2532034,5.4,5.44,5.15,5.29,5.44,5.35,0,0,0,0
2025-07-07,COSO,571,2.0,target,TRAIN,1,21.31375,20.999999984006248,1.4720545,21.0,22.684,22.684,22.684,22.684,21.835,0,1,1,0
2025-07-07,NA,571,-1.1106023234455942,stop,TRAIN,1,8.40514,8.1792000027862,2.688117,8.67,8.67,8.21,8.21,8.5513,8.3933,1,0,0,0
2025-07-07,QBTX,571,-1.1177647508965862,stop,TRAIN,1,90.25997,87.97999990844107,2.5260036,91.51,93.0,90.1,91.9,93.0,90.83,1,0,0,0
2025-07-08,CERO,571,-1.089545466109822,stop,TRAIN,1,8.94676,8.54000002998,4.54645,8.72,8.9761,8.9761,8.9761,8.9761,8.9612,0,1,0,0
2025-07-08,CIGL,573,-1.107195542992043,stop,TRAIN,1,23.85134,23.19000001434012,2.7727582,23.19,24.6,24.6,24.6,24.6,23.3,0,1,0,0
2025-07-08,NAMM,573,-1.082322803981578,stop,TRAIN,2,7.57265,7.2999999929895,3.600457,7.5,7.67,7.67,7.67,7.67,7.5,0,1,0,0
2025-07-08,NTRB,578,-1.052620218510811,stop,TRAIN,3,8.49541,8.02010000857065,5.5949035,8.47,8.59,8.59,8.59,8.59,8.11,0,1,0,0
2025-07-09,GRAN,571,2.0,target,TRAIN,1,5.16545,5.0100000075881,3.0094182,5.14,5.2886,5.11,5.1307,5.2886,5.23,0,0,0,0
2025-07-09,MBLY,571,2.0,target,TRAIN,1,18.69592,18.499999995111363,1.0479292,18.99,20.06,18.97,18.97,20.06,20.065,1,1,1,0
2025-07-09,PTHS,572,-1.4829736426600546,stop,TRAIN,1,19.93964,19.2999999772734,3.2078815,20.1201,20.91,20.89,20.91,20.91,20.95,1,1,0,0
2025-07-09,EGG,577,2.0,target,TRAIN,5,6.018,5.750000002794,4.4533067,5.99,6.12,6.0,6.12,6.12,6.12,0,0,0,0
2025-07-10,TCBI,571,0.0846938813716404,eod,TRAIN,1,86.94004,81.555000004412,6.19397,87.06,87.08,86.8,86.8,87.08,87.08,1,0,0,0
2025-07-10,RYET,573,2.0,target,TRAIN,2,11.20351,10.56999999829128,5.6545672,10.868,11.325,11.325,11.325,11.325,11.44,0,1,0,0
2025-07-10,EGG,574,-1.0284417308116314,stop,TRAIN,4,8.79631,7.9000000527197,10.189613,8.605,8.9674,8.75,8.75,8.9674,8.9683,0,0,0,0
2025-07-10,NNNN,574,-1.0515711823290594,stop,TRAIN,4,51.96543,48.999999872260794,5.706544,51.9387,52.0,49.0,49.0,52.0,49.3277,0,0,0,0
2025-07-11,RKLX,571,2.0,target,TRAIN,1,68.07361,67.19000004252108,1.2980213,69.8,71.63,69.42,69.42,71.63,70.89,1,1,1,0
2025-07-11,RYET,571,2.0,target,TRAIN,1,15.43617,15.18500000481309,1.6271523,15.95,16.064,15.735,15.96,16.064,15.98,1,1,1,1
2025-07-11,SOFX,571,2.0,target,TRAIN,1,26.86034,26.18999997851068,2.4956498,26.96,27.5328,26.88,26.96,27.5328,27.425,1,1,0,0
2025-07-11,TAOX,571,-1.0754853536719229,stop,TRAIN,1,8.00394,7.69000000466292,3.9223182,8.0,8.102,7.82,8.0,8.102,7.845,0,0,0,0
2025-07-14,MCRB,571,2.0,target,TRAIN,1,12.60771,12.07999997559144,4.1856136,12.58,12.92,12.55,12.55,12.92,12.9,0,0,0,0
2025-07-14,PTHS,571,2.0,target,TRAIN,1,18.37496,17.51000002816016,4.7072754,18.37,19.11,19.1,19.11,19.11,18.2214,0,1,0,0
2025-07-14,RGC,571,-1.080548441175732,stop,TRAIN,1,14.79425,14.25000000386075,3.6787941,14.81,15.2,14.555,14.6,15.2,14.955,1,0,0,0
2025-07-14,AMBR,572,2.0,target,TRAIN,2,8.60574,8.49999999897048,1.2287148,8.56,8.96,8.65,8.66,8.96,8.6904,0,1,1,0
2025-07-15,ARTL,571,2.0,target,TRAIN,1,18.60565,18.3600000123743,1.3202978,20.0,20.0,19.1,19.1,19.1,20.0401,1,1,1,1
2025-07-15,DFSC,579,-1.159270239561633,stop,TRAIN,7,9.79931,9.210100028113,6.01277,9.56,9.9064,9.6,9.6,9.9064,9.77,0,0,0,0
2025-07-15,SDM,581,2.0,target,TRAIN,1,15.01491,14.51999999295633,3.2961237,15.235,16.2424,16.2424,16.2424,16.2424,16.26,1,1,1,0
2025-07-15,CUPR,584,0.1535160017053531,eod,TRAIN,13,7.24166,6.5000000322716005,10.241574,7.23,7.25,7.2,7.2,7.25,7.22,0,0,0,0
2025-07-16,SONN,571,-1.1117592648293604,stop,TRAIN,1,9.79931,9.449999983808409,3.5646389,9.7499,10.12,9.725,9.725,10.12,10.07,0,0,0,0
2025-07-16,ZENA,571,-1.1085949908938906,stop,TRAIN,1,5.98791,5.8240000054941,2.737349,6.065,6.13,5.9522,6.0079,6.13,6.0576,1,0,0,0
2025-07-16,LIVE,573,-1.0437583931023893,stop,TRAIN,2,15.06506,14.055300023428101,6.7026615,14.49,15.7,15.7,15.7,15.7,14.77,0,1,0,0
2025-07-16,CEPO,576,-1.0593308510002315,stop,TRAIN,6,14.76416,14.029999993096322,4.9725823,14.7,14.99,14.57,14.705,14.99,14.92,0,0,0,0
2025-07-17,MB,572,2.0,target,TRAIN,1,12.78825,12.339999995169,3.5051708,12.88,13.21,13.1,13.1,13.21,12.9144,1,1,0,0
2025-07-17,TRMK,573,0.0460138557856254,eod,TRAIN,3,38.114,36.815000024104,3.4081964,39.04,39.04,38.0,38.0,38.26,38.08,1,0,0,0
2025-07-17,GABC,575,0.1124188880844631,eod,TRAIN,5,40.29051,36.9199997307531,8.365519,40.1,40.47,39.95,40.035,40.47,40.375,0,0,0,0
2025-07-17,MCRB,576,0.0487476524322215,eod,TRAIN,3,14.01191,13.18999999974404,5.8657956,13.9,14.507,13.5,14.219,14.507,14.205,0,0,0,0
2025-07-18,AYRO,571,0.524057906857132,eod,TRAIN,1,6.6198,6.529999996772999,1.3565365,6.53,6.86,6.7,6.7,6.86,6.7101,0,1,1,0
2025-07-18,KRRO,572,-1.1141192887650793,stop,TRAIN,1,13.87149,13.50999999709026,2.6059926,13.98,14.22,14.08,14.08,14.22,14.23,1,1,0,0
2025-07-18,CYCC,573,2.0,target,TRAIN,3,8.25469,8.00000000110725,3.0853975,8.2476,8.7999,8.05,8.2,8.7999,8.79,0,0,1,0
2025-07-18,KALA,573,-1.2009249804479525,stop,TRAIN,3,5.98791,5.800000001145031,3.1381567,5.955,6.1951,5.71,6.1951,6.1951,6.0551,0,0,0,0
2025-07-21,CORZW,571,-0.5016688426846657,eod,TRAIN,1,7.28178,7.010000006062021,3.7323291,7.01,7.45,7.44,7.44,7.45,7.44,0,1,0,0
2025-07-21,CYCC,571,2.0,target,TRAIN,1,13.10921,12.859999985136998,1.90103,14.37,14.37,13.6157,14.0,14.3245,13.78,1,1,1,1
2025-07-21,RGTIW,571,-1.4507039726539557,stop,TRAIN,1,6.74016,6.430000011926401,4.601671,6.74,6.76,6.76,6.76,6.76,6.59,0,1,0,0
2025-07-21,DFSC,572,-1.1042886744331808,stop,TRAIN,1,8.23463,8.000000003935709,2.8493083,8.0,8.5,8.5,8.5,8.5,8.46,0,1,0,0
2025-07-22,COGT,571,0.3952791705049053,eod,TRAIN,1,12.3369,12.0119999909268,2.6335628,12.385,12.63,12.422,12.45,12.63,12.66,1,1,0,0
2025-07-22,GMEU,571,-1.1507514210398504,stop,TRAIN,1,15.49635,15.19000000697415,1.9769171,16.0,16.0,15.7012,15.73,15.79,15.63,1,1,0,0
2025-07-22,IVZ,571,2.0,target,TRAIN,1,20.2606,19.9999999977782,1.2862403,20.69,21.36,20.64,20.64,21.36,21.31,1,1,1,0
2025-07-22,RKLB,571,-1.0787019748280111,stop,TRAIN,1,47.33157,45.55000004955972,3.7640204,47.1,47.87,46.88,46.9724,47.87,47.57,0,0,0,0
2025-07-23,MSGY,572,-1.1082598327830526,stop,TRAIN,1,8.17445,7.9500000064272,2.7457504,7.95,8.51,8.0236,8.0236,8.51,8.34,0,0,0,0
2025-07-23,ANPA,580,2.0,target,TRAIN,9,12.04603,11.3999999655764,5.363012,12.04,12.07,12.07,12.07,12.07,12.04,0,1,0,0
2025-07-23,IROH,582,2.0,target,TRAIN,1,11.18345,10.9900000015471,1.7297882,11.0,11.35,10.7,11.0,11.35,11.41,0,0,0,0
2025-07-23,LXU,587,-0.0513064840043161,eod,TRAIN,14,8.61577,8.0699999999381,6.334547,8.61,8.63,8.59,8.62,8.63,8.58,0,0,0,0
2025-07-24,AMZE,571,-1.1476558221566442,stop,TRAIN,1,5.8174,5.7000000046536,2.0180836,5.7,6.0767,6.0767,6.0767,6.0767,5.9999,0,1,1,0
2025-07-24,EGG,571,2.0,target,TRAIN,1,5.87758,5.7999999995302005,1.319931,6.3202,6.3202,6.17,6.17,6.17,6.085,1,1,1,1
2025-07-24,MB,571,-1.6522913379343216,stop,TRAIN,1,15.28572,14.96000000123556,2.1308777,15.64,15.64,14.855,14.855,15.38,14.7929,1,0,0,0
2025-07-24,OKLL,571,2.0,target,TRAIN,1,27.19133,26.19999999279259,3.6457577,26.83,27.79,26.88,26.95,27.79,27.95,0,0,0,0
2025-07-25,LIMN,571,-1.0634551334368745,stop,TRAIN,1,8.49541,8.10000001075804,4.6543956,8.62,8.62,8.16,8.3,8.52,8.4791,1,0,0,0
2025-07-25,SOUNW,572,-1.090230582418494,stop,TRAIN,1,5.68701,5.49999999533187,3.2883713,5.64,5.8,5.63,5.63,5.8,5.67,0,0,0,0
2025-07-25,ATHR,573,2.0,target,TRAIN,1,8.9267,8.460000019394801,5.2281356,8.98,8.98,8.5,8.52,8.97,8.75,1,0,0,0
2025-07-25,ANPA,574,2.0,target,TRAIN,2,25.05494,24.014100015708358,4.1542306,24.955,25.9,24.9,25.9,25.9,25.53,0,0,0,0
2025-07-28,KZIA,571,-1.045208252885741,stop,TRAIN,1,9.84946,9.2099999626144,6.492336,9.25,10.08,9.6183,10.05,10.08,9.635,0,0,0,0
2025-07-28,NDRA,571,2.0,target,TRAIN,1,6.6198,6.5500000013249995,1.0544125,6.8,6.9241,6.9241,6.9241,6.9241,6.6225,1,1,1,1
2025-07-28,SRPT,571,2.0,target,TRAIN,1,11.96579,11.68000000497162,2.3883922,12.15,12.5,12.0384,12.057,12.5,12.23,1,1,0,0
2025-07-28,BGL,572,-1.09885407995582,stop,TRAIN,2,17.74307,17.20999999058199,3.0043843,17.5,18.21,17.845,18.21,18.21,17.33,0,1,0,0
2025-07-29,ANPA,571,2.0,target,TRAIN,1,26.08803,25.63999999041069,1.7173777,28.1113,28.1113,27.0,27.0,27.0,27.16,1,1,1,1
2025-07-29,FULC,571,2.0,target,TRAIN,1,7.83343,7.62000000588222,2.7246046,8.15,8.15,7.65,7.97,8.06,7.97,1,0,0,0
2025-07-29,HIMZ,571,-1.0761143694235211,stop,TRAIN,1,28.12412,27.029999962996442,3.8903263,28.5,28.5,28.03,28.14,28.5,28.43,1,0,0,0
2025-07-29,OKLL,571,2.0,target,TRAIN,1,34.18224,33.57999999946656,1.7618506,35.294,36.4282,35.3014,35.3014,36.4282,35.79,1,1,1,0
2025-07-30,ATXS,571,2.0,target,TRAIN,1,6.66995,6.4400000053760005,3.447552,6.73,6.81,6.73,6.77,6.81,6.77,1,1,0,0
2025-07-30,EDN,571,-0.5143193241287934,eod,TRAIN,1,29.8894,27.460600058995,8.1259575,30.1246,30.1246,29.37,29.94,30.04,29.91,1,0,0,0
2025-07-30,RAPP,571,-1.267356069747409,stop,TRAIN,1,15.46626,15.06999998877942,2.5620933,15.94,15.94,15.22,15.53,15.53,15.01,1,0,0,0
2025-07-30,YOSH,571,-1.0710399875188503,stop,TRAIN,1,8.79631,8.429999984884,4.16436,8.66,8.88,8.66,8.66,8.88,8.705,0,0,0,0
2025-07-31,GH,571,-1.2253441940314376,stop,TRAIN,1,45.32557,44.460000008916175,1.9096726,46.25,46.25,43.6,45.8,46.08,44.4,1,0,0,0
2025-07-31,MB,571,2.0,target,TRAIN,1,14.73407,14.220000006852118,3.4889884,14.75,15.2,15.2,15.2,15.2,15.2335,1,1,0,0
