day,symbol,em,net,why,split,i,entry,stop,r_pct,hmax_before,hmax_incl,ei_l,ei_o,ei_h,nxt_o,crossed_before,fill_below_bar_low,target_already_exceeded,target_exceeded_before
2025-10-31,ROKU,571,2.0,target,TRAIN,1,100.33009,96.76999986137044,3.5483773,101.75,104.09,100.3,100.3,104.09,104.09,1,0,0,0
2025-10-31,EPSM,572,-1.0733949429024352,stop,TRAIN,1,16.33887,15.6800000022003,4.032531,16.51,16.905,16.6088,16.905,16.905,16.51,1,1,0,0
2025-10-31,DPRO,573,2.0,target,TRAIN,3,9.83943,9.40000001322042,4.4660106,9.8,9.89,9.75,9.795,9.89,9.85,0,0,0,0
2025-11-03,BCAX,571,-2.184586027336901,stop,TRAIN,1,16.29875,16.0300000090425,1.6488994,16.65,16.65,15.52,15.92,16.6,15.76,1,0,0,0
2025-11-03,CRMLW,572,-1.0361566443336052,stop,TRAIN,2,6.55962,6.0300000201834,8.073943,6.66,6.66,6.03,6.13,6.56,6.05,1,0,0,0
2025-11-03,QNRX,572,-4.043675915968937,stop,TRAIN,1,11.3339,11.2199999946178,1.0049498,11.22,11.8294,11.8294,11.8294,11.8294,11.3,0,1,1,0
2025-11-03,QBTZ,573,2.0,target,TRAIN,3,10.5315,10.1699999962575,3.4325595,10.51,10.7,10.42,10.6,10.7,10.78,0,0,0,0
2025-11-04,ADM,571,-0.0537036495966797,eod,TRAIN,1,60.27027,55.60000000607805,7.7488785,58.93,60.67,58.9,58.9,60.67,60.356,0,0,0,0
2025-11-04,ATAI,571,-0.5191639976152047,eod,TRAIN,1,5.36605,5.1700000002733,3.6535254,5.44,5.49,5.39,5.4,5.49,5.45,1,1,0,0
2025-11-04,CBT,571,-1.0985241190697803,stop,TRAIN,1,66.0977,62.69999994868301,5.140421,66.2489,66.4879,63.94,65.8825,66.4879,64.68,1,0,0,0
2025-11-04,LQDA,571,2.0,target,TRAIN,1,25.29566,24.73500001015784,2.2164276,25.9848,25.9848,25.73,25.89,25.97,25.93,1,1,0,0
2025-11-05,ERO,571,0.830845024881525,eod,TRAIN,1,19.94967,19.0946000122488,4.286136,20.185,20.22,19.94,20.22,20.22,20.17,1,0,0,0
2025-11-05,HIPO,571,1.2082186911850403,eod,TRAIN,1,35.99767,34.39999995544868,4.4382596,35.9,36.3861,36.0,36.0,36.3861,36.75,0,1,0,0
2025-11-05,POWI,571,0.2478262555780428,eod,TRAIN,1,39.07688,37.1200001171928,5.007769,40.27,40.27,38.0,39.5251,39.5251,38.409,1,0,0,0
2025-11-05,PSN,571,2.0,target,TRAIN,1,79.79868,77.45000008418712,2.9432566,83.9,83.9,82.65,83.68,83.9,83.14,1,1,0,0
2025-11-06,CNMD,571,-1.0839922806302162,stop,TRAIN,1,44.57332,43.000000012444644,3.5297348,44.45,45.19,44.42,44.42,45.19,45.03,0,0,0,0
2025-11-06,DAWN,571,2.0,target,TRAIN,1,9.16742,9.07000000033854,1.0626763,9.35,9.6,9.36,9.36,9.6,9.47,1,1,1,0
2025-11-06,DTCK,571,-0.0075584203096125,eod,TRAIN,1,6.35902,6.009999991980661,5.4885817,6.4,6.46,6.1,6.1,6.46,6.29,1,0,0,0
2025-11-06,FTRE,571,-1.1514593991944049,stop,TRAIN,1,11.98585,11.7499999947855,1.967737,12.08,12.4,12.0,12.0,12.4,12.4,1,1,0,0
2025-11-07,CENX,571,2.0,target,TRAIN,1,29.06694,27.800000041960438,4.3586974,28.94,29.58,28.73,28.73,29.58,28.99,0,0,0,0
2025-11-07,COZX,571,-0.2953718331461586,eod,TRAIN,1,21.833204,19.480000313004158,10.778096,22.44,22.44,22.4,22.4,22.4,19.52,1,1,0,0
2025-11-07,GRPN,571,-0.6610255719194509,eod,TRAIN,1,18.9567,17.210000089548004,9.214156,18.99,19.4,18.0,18.98,19.4,18.35,1,0,0,0
2025-11-07,LMAT,571,-1.0767149146043082,stop,TRAIN,1,85.8568,82.54249999948001,3.860265,84.41,87.915,83.785,84.46,87.915,86.5,0,0,0,0
2025-11-10,NAMS,571,0.8927128759379788,eod,TRAIN,1,36.87028,34.4999999409372,6.428701,37.4,37.4,36.63,36.63,37.31,37.49,1,0,0,0
2025-11-10,NVRI,571,-1.0494833872641671,stop,TRAIN,1,12.22657,11.500000001144711,5.9425497,11.75,12.58,11.15,11.63,12.58,12.195,0,0,0,0
2025-11-10,ENVB,573,-1.4142639978074607,stop,TRAIN,1,6.12833,6.0599999968511895,1.1149857,6.14,6.3755,6.3755,6.3755,6.3755,6.05,1,1,1,0
2025-11-10,NOMA,575,2.0,target,TRAIN,1,7.08118,7.0000000070557995,1.146419,7.0,8.08,8.08,8.08,8.08,7.71,0,1,1,0
2025-11-11,BLBX,571,2.0,target,TRAIN,1,7.14136,7.04999999592848,1.2793082,7.5,7.51,7.5,7.5,7.51,7.51,1,1,1,1
2025-11-11,BW,571,-1.081816511239913,stop,TRAIN,1,6.9207,6.6700000093794,3.6224658,7.05,7.22,6.87,7.01,7.22,6.97,1,0,0,0
2025-11-11,CHOW,571,-0.5204134240382207,eod,TRAIN,1,9.50844,8.86000001061624,6.8196254,9.5,9.52,9.52,9.52,9.52,9.53,0,1,0,0
2025-11-11,CSIQ,571,-1.0641159318237308,stop,TRAIN,1,32.4972,30.9999999531564,4.6071663,32.3,32.66,32.0,32.26,32.66,32.53,0,0,0,0
2025-11-12,AXTI,571,2.0,target,TRAIN,1,10.59168,10.43499999982176,1.4792743,11.37,11.4,10.8911,11.305,11.4,11.02,1,1,1,1
2025-11-12,TCGL,571,-0.2966564935276983,eod,TRAIN,1,5.16545,4.90999998969265,4.9453583,5.2,5.2,5.1,5.145,5.2,5.175,1,0,0,0
2025-11-12,IMSRW,572,-1.4427492161806312,stop,TRAIN,2,5.5165,5.292799989246,4.0551076,5.33,5.575,5.575,5.575,5.575,5.21,0,1,0,0
2025-11-12,MOVE,572,2.0,target,TRAIN,2,13.3399,12.65999998074,5.09674,13.1799,13.76,13.24,13.24,13.76,13.6599,0,0,0,0
2025-11-13,HZO,571,-1.399591006998131,stop,TRAIN,1,23.55044,22.99999999336272,2.3372812,23.405,24.7,23.37,23.38,24.7,24.5,0,0,1,0
2025-11-13,PWP,571,-0.601643888161318,eod,TRAIN,1,19.41808,18.15999999539968,6.4789104,19.34,20.01,19.125,19.16,20.01,19.52,0,0,0,0
2025-11-13,SEV,571,-1.1182995392572694,stop,TRAIN,1,7.447275,7.25999999908095,2.5146782,7.26,7.99,7.29,7.29,7.99,7.665,0,0,1,0
2025-11-13,ASND,572,0.4101374939091962,eod,TRAIN,2,199.81766,188.07109971162896,5.8786397,196.71,200.0,193.87,195.0,200.0,197.065,0,0,0,0
2025-11-14,DORM,571,-0.2754147816602775,eod,TRAIN,1,134.88344,122.20000078869042,9.403259,134.32,136.025,131.25,131.25,136.025,133.12,0,0,0,0
2025-11-14,FDMT,571,2.0,target,TRAIN,1,10.31084,9.99999999325224,3.0146914,10.7,10.7,10.25,10.46,10.7,10.23,1,0,0,0
2025-11-14,FTRE,571,0.1928508685710539,eod,TRAIN,1,10.25066,9.789999983148979,4.4939547,10.28,10.32,10.105,10.105,10.32,10.33,1,0,0,0
2025-11-14,GLOB,571,-0.7888318071162806,eod,TRAIN,1,63.02852,60.4999998208784,4.011708,63.314,64.58,62.8,63.07,64.58,64.58,1,0,0,0
2025-11-17,HTHT,571,0.5091020622214065,eod,TRAIN,1,43.9314,41.7300000061584,5.0109944,43.69,44.17,43.535,43.6,44.17,43.768,0,0,0,0
2025-11-17,TAOX,572,-1.029562383595743,stop,TRAIN,1,6.6198,5.969999968613999,9.816007,6.13,6.65,6.16,6.42,6.65,6.15,0,0,0,0
2025-11-17,BE,573,-1.05410466202596,stop,TRAIN,3,112.22567,106.11589982557791,5.4441824,111.94,112.85,111.22,111.3715,112.85,112.47,0,0,0,0
2025-11-17,BEX,573,-1.042783260538397,stop,TRAIN,3,18.175364,16.930000963228437,6.851929,18.1,18.43,18.19,18.195,18.43,18.6286,0,1,0,0
2025-11-18,BW,571,0.6161192078303852,eod,TRAIN,1,6.42923,6.051200019752799,5.879864,6.45,6.45,6.38,6.45,6.45,6.37,1,0,0,0
2025-11-18,CMCT,571,2.0,target,TRAIN,1,9.21757,9.0100000020485,2.251895,9.17,9.5567,9.5,9.5567,9.5567,9.39,0,1,0,0
2025-11-18,FTCI,571,-1.2330344857571462,stop,TRAIN,1,9.6288,9.420000001584,2.1684945,9.5,10.01,9.49,10.01,10.01,10.01,0,0,0,0
2025-11-18,LPTH,571,-1.4286159008363095,stop,TRAIN,1,6.8204,6.610000003948,3.084863,6.8192,6.89,6.52,6.89,6.89,6.54,0,0,0,0
2025-11-19,ANGX,571,-1.12887708943717,stop,TRAIN,1,5.96785,5.829999993519801,2.3098772,6.1219,6.1219,5.98,5.98,5.98,5.98,1,1,0,0
2025-11-19,BRBR,571,2.0,target,TRAIN,1,26.33878,25.48999998751414,3.2225487,26.76,26.765,26.285,26.56,26.765,26.345,1,0,0,0
2025-11-19,LUXE,572,-1.0465228854827835,stop,TRAIN,1,9.17745,8.598100011187801,6.3127556,9.4,9.4,9.1,9.24,9.34,9.08,1,0,0,0
2025-11-19,MCRB,572,2.0,target,TRAIN,2,24.78413,23.56430005502769,4.9218187,24.75,24.91,24.07,24.91,24.91,24.8,0,0,0,0
2025-11-20,BV,571,-0.2596100674575759,eod,TRAIN,1,11.88555,11.0599999737483,6.9458294,11.595,11.93,11.76,11.83,11.93,11.79,0,0,0,0
2025-11-20,NTES,571,0.0336986935111828,eod,TRAIN,1,133.82027,129.01000966470693,3.5945678,137.23,137.23,133.8867,136.32,137.0,134.255,1,1,0,0
2025-11-20,CCHH,574,2.0,target,TRAIN,4,6.09824,5.399999996553599,11.449861,5.955,6.13,5.7201,5.89,6.13,5.7674,0,0,0,0
2025-11-20,ATKR,575,-1.0591910562031177,stop,TRAIN,5,66.72959,63.4036998186371,4.984131,66.49,67.05,66.34,66.4,67.05,66.365,0,0,0,0
2025-11-21,CIFR,571,-1.0859818284789649,stop,TRAIN,1,14.60368,14.09999999683184,3.4489937,14.85,14.85,14.52,14.765,14.7999,14.59,1,0,0,0
2025-11-21,ETHZ,571,-1.0704181438581883,stop,TRAIN,1,10.40111,9.964200037240099,4.200609,10.45,10.465,10.25,10.465,10.465,10.3,1,0,0,0
2025-11-21,IRE,571,-1.0791972797491984,stop,TRAIN,1,9.29781,8.94999999673746,3.7407734,9.65,9.65,9.16,9.55,9.55,9.19,1,0,0,0
2025-11-21,IREX,571,-1.0943076606880235,stop,TRAIN,1,15.4462,14.9599999934924,3.1476998,16.094,16.094,15.35,15.91,15.91,15.55,1,0,0,0
2025-11-24,LILAK,571,0.2033819573982428,eod,TRAIN,1,8.35499,7.9699999980405005,4.607905,8.31,8.47,8.32,8.32,8.47,8.31,0,0,0,0
2025-11-24,GENI,572,-0.2284906712827644,eod,TRAIN,2,9.11727,8.940000001863599,1.944332,9.45,9.45,9.1,9.13,9.13,9.13,1,0,0,0
2025-11-24,CD,573,2.0,target,TRAIN,3,10.95276,10.49499998711892,4.1794033,10.85,11.175,11.032,11.16,11.175,11.0,0,1,0,0
2025-11-24,LFS,576,2.0,target,TRAIN,5,5.83746,5.5200000118296,5.438324,5.9,5.94,5.88,5.94,5.94,5.76,1,1,0,0
2025-11-25,MOB,571,-1.7691532424383123,stop,TRAIN,1,5.68701,5.6000000038292095,1.5299779,5.89,5.89,5.775,5.775,5.88,5.97,1,1,1,1
2025-11-25,TNGX,571,0.4735200573043758,eod,TRAIN,1,10.36099,9.9000000260785,4.449285,10.63,10.63,10.2,10.335,10.45,10.43,1,0,0,0
2025-11-25,CIFRW,572,1.0472357292789147,eod,TRAIN,1,6.94076,6.419999982769999,7.502925,6.88,7.0,6.935,6.95,7.0,6.82,0,0,0,0
2025-11-25,AMWD,573,2.0,target,TRAIN,1,52.00555,50.92000003478185,2.0873733,53.015,53.5,52.7882,52.7882,53.5,53.15,1,1,0,0
2025-11-26,LXEO,571,-0.313057157074324,eod,TRAIN,1,9.74916,9.27430000104024,4.8707786,9.68,9.94,9.94,9.94,9.94,9.77,0,1,0,0
2025-11-26,SUPV,571,1.1720084286643198,eod,TRAIN,1,10.29078,9.77999997495528,4.9634724,10.31,10.31,9.97,10.31,10.31,10.025,1,0,0,0
2025-11-26,SLN,574,1.7550185747097584,eod,TRAIN,2,6.36905,6.1449999921954,3.5177932,6.3,6.53,6.34,6.34,6.53,6.44,0,0,0,0
2025-11-26,MASS,577,-0.2499821434291955,eod,TRAIN,4,6.47938,6.13000001201088,5.3921824,6.47,6.49,6.48,6.49,6.49,6.51,0,1,0,0
2025-11-28,LFS,571,-1.126086974883887,stop,TRAIN,1,5.33596,5.21000000057096,2.3605874,5.55,5.55,5.33,5.33,5.55,5.425,1,0,0,0
2025-11-28,ALH,572,-0.0068579207449358,eod,TRAIN,2,23.73098,22.50000003195854,5.1872277,23.9,23.9,23.35,23.635,23.785,23.79,1,0,0,0
2025-11-28,CORD,579,0.7001716009536566,eod,TRAIN,8,52.03564,50.0500000450428,3.815923,51.955,52.66,52.34,52.34,52.66,52.395,0,1,0,0
2025-11-28,QBTZ,579,-1.0787681521210373,stop,TRAIN,9,21.29369,20.30499997531137,4.6431127,21.23,21.5899,21.36,21.36,21.5899,21.35,0,1,0,0
2025-12-01,MULL,571,-1.094865723995957,stop,TRAIN,1,65.18497,62.300999846336104,4.424287,65.31,65.5,64.279,65.48,65.5,64.5599,1,0,0,0
2025-12-01,GLIBR,574,-1.0436738673043582,stop,TRAIN,2,6.2186,5.8010000035692,6.7153378,6.0,6.3,6.0,6.19,6.3,6.1,0,0,0,0
2025-12-01,WULF,574,-0.2766619152139487,eod,TRAIN,4,15.55653,14.80599999871245,4.8245335,15.43,15.6492,15.41,15.42,15.6492,15.599,0,0,0,0
2025-12-01,WULX,574,-0.1938724104940845,eod,TRAIN,3,32.4972,29.029999963355998,10.669227,32.04,32.88,32.11,32.2151,32.88,32.39,0,0,0,0
2025-12-02,BRR,571,-1.076922589275255,stop,TRAIN,1,5.78731,5.5645000118275,3.849975,5.8522,5.8522,5.77,5.7701,5.8099,5.7601,1,0,0,0
2025-12-02,VOR,571,-1.0903259682465751,stop,TRAIN,1,7.70304,7.4499999889151995,3.284937,7.87,7.99,7.8,7.98,7.99,7.98,1,1,0,0
2025-12-02,VWAV,571,-0.4922636251121839,eod,TRAIN,1,9.17745,8.800000019949001,4.112798,9.1,9.2827,8.93,8.93,9.2827,9.09,0,0,0,0
2025-12-02,EXOD,575,-0.5116056072269853,eod,TRAIN,5,14.8444,13.819999979963999,6.900919,14.56,14.91,14.4983,14.6098,14.91,14.66,0,0,0,0
2025-12-03,M,571,-0.1251224753683435,eod,TRAIN,1,22.77813,21.390000007324502,6.094135,22.34,22.79,21.98,22.125,22.79,22.6473,0,0,0,0
2025-12-03,QBTZ,571,-1.0736199948047238,stop,TRAIN,1,20.69189,19.859999958612363,4.0203676,20.4,20.8682,20.24,20.5,20.8682,20.45,0,0,0,0
2025-12-03,TRDA,571,0.3142339799513223,eod,TRAIN,1,9.87955,9.400000002047,4.853966,9.84,9.96,9.96,9.96,9.96,9.92,0,1,0,0
2025-12-03,SPRB,575,2.0,target,TRAIN,4,89.4676,85.0000002332332,4.9935393,89.7,90.0,89.26,89.26,90.0,90.54,1,0,0,0
2025-12-04,AI,571,2.0,target,TRAIN,1,15.05503,14.85000000271888,1.3618704,15.36,15.63,15.1201,15.17,15.63,15.36,1,1,1,0
2025-12-04,CAPR,571,-1.0477326653764738,stop,TRAIN,1,30.04988,28.200000071737204,6.156031,29.9,30.41,29.777,29.78,30.41,30.16,0,0,0,0
2025-12-04,FIVE,571,0.9878910933237064,eod,TRAIN,1,163.63945,158.99999995101302,2.835166,165.0,167.99,164.485,164.615,167.99,165.6631,1,1,0,0
2025-12-04,NVA,571,2.0,target,TRAIN,1,9.29781,9.000000011367181,3.2030122,9.1,9.5,9.0541,9.1,9.5,9.5223,0,0,0,0
2025-12-05,CORD,576,-1.0559024718712182,stop,TRAIN,6,37.60247,35.620000097154,5.27218,36.86,37.7717,37.19,37.19,37.7717,37.84,0,0,0,0
2025-12-05,VRCA,576,-1.2805519824385605,stop,TRAIN,5,8.44526,8.000099999956499,5.2711225,8.42,8.59,8.4865,8.5,8.59,8.55,0,1,0,0
2025-12-05,USAR,582,-0.2161689806681798,eod,TRAIN,12,17.53244,16.48000002674912,6.0028152,17.53,17.5388,17.3644,17.42,17.5388,17.48,0,0,0,0
2025-12-05,SITE,587,0.0254947077023907,eod,TRAIN,8,130.64075,120.1300001216725,8.045537,130.385,130.795,130.33,130.33,130.795,130.795,0,0,0,0
2025-12-08,GALT,571,2.0,target,TRAIN,1,5.75722,5.690000000411721,1.1675774,5.99,5.99,5.865,5.8879,5.8879,5.86,1,1,1,1
2025-12-08,CITR,573,-1.0380403102896518,stop,TRAIN,1,7.85349,7.250000003484931,7.6843543,7.25,7.94,7.9301,7.94,7.94,7.93,0,1,0,0
2025-12-08,WHLR,579,-1.0148209431853077,stop,TRAIN,5,6.42923,5.2101000554176995,18.962301,6.15,6.5,6.0,6.16,6.5,6.43,0,0,0,0
2025-12-08,NBIL,580,0.5900927796064932,eod,TRAIN,10,13.08915,12.2999999893749,6.0290394,12.92,13.17,12.8101,12.8101,13.17,13.11,0,0,0,0
2025-12-09,ARWR,571,-0.0398469597031576,eod,TRAIN,1,68.8058,65.457700139188,4.866014,68.49,69.21,67.75,68.34,69.21,68.18,0,0,0,0
2025-12-09,AXTI,571,2.0,target,TRAIN,1,12.74813,12.2504999889411,3.903553,12.95,13.08,12.905,12.96,13.08,13.065,1,1,0,0
2025-12-09,WRBY,571,2.0,target,TRAIN,1,21.32378,20.96000000221394,1.7059827,21.22,22.12,21.24,21.24,22.12,22.01,0,0,1,0
2025-12-09,AHMA,572,-1.388398587534389,stop,TRAIN,2,7.26172,6.959999985434361,4.1549387,7.25,7.3604,7.25,7.3604,7.3604,6.8642,0,0,0,0
2025-12-10,COYA,572,-1.1156220132467063,stop,TRAIN,2,6.15842,6.0000000033253995,2.572413,6.325,6.325,6.31,6.31,6.31,6.2328,1,1,0,0
2025-12-10,KZIA,572,-7.940844014780977,stop,TRAIN,2,15.61671,15.41999999998467,1.2596123,15.57,15.64,14.02,15.5,15.64,14.1,0,0,0,0
2025-12-10,CRMLW,573,-1.489566917261727,stop,TRAIN,1,5.23566,5.0000000114304,4.501056,5.1,5.27,5.0,5.27,5.27,5.01,0,0,0,0
2025-12-10,XZO,575,-1.2306198883030812,stop,TRAIN,1,17.50235,17.0599999816875,2.527375,17.11,18.075,18.075,18.075,18.075,17.3,0,1,0,0
2025-12-11,MOMO,571,2.0,target,TRAIN,1,6.56965,6.46199999759495,1.6385957,6.63,6.8,6.615,6.62,6.8,6.82,1,1,1,0
2025-12-11,PLRZ,571,2.0,target,TRAIN,1,11.16339,10.91000000243622,2.2698302,11.63,11.63,11.28,11.28,11.28,11.145,1,1,0,0
2025-12-11,TNDM,571,-0.5687199563569414,eod,TRAIN,1,21.51435,20.4199999971825,5.086605,21.53,21.66,21.25,21.44,21.66,21.51,1,0,0,0
2025-12-11,VOR,571,2.0,target,TRAIN,1,10.36099,9.999999991386659,3.4841266,10.25,10.79,10.24,10.24,10.79,10.6783,0,0,0,0
2025-12-12,MOVE,571,0.5110582344250344,eod,TRAIN,1,9.03703,8.4600000004381,6.385173,9.2,9.2,9.2,9.2,9.2,8.715,1,1,0,0
2025-12-12,LPTH,573,-1.0441826067561482,stop,TRAIN,3,9.14736,8.539999993872001,6.63973,8.95,9.2,8.72,8.815,9.2,9.15,0,0,0,0
2025-12-12,LBRX,574,-1.0461624160160574,stop,TRAIN,4,20.29069,18.99999998014622,6.3609962,20.31,20.675,19.885,20.675,20.675,19.885,1,0,0,0
2025-12-12,RKLX,574,-1.07761148916182,stop,TRAIN,4,40.94246,39.37999996198606,3.8162339,40.5,41.6,40.4551,40.52,41.6,41.52,0,0,0,0
2025-12-15,GLOO,571,-1.1329029775180182,stop,TRAIN,1,7.21157,7.05000000253825,2.2404275,7.16,7.27,6.877,6.877,7.27,7.05,0,0,0,0
2025-12-15,CV,572,0.4675216748410394,eod,TRAIN,2,12.88855,11.7000000114895,9.221751,12.81,13.3,12.8404,12.8404,13.3,12.925,0,0,0,0
2025-12-15,MENS,574,-1.0562306230288472,stop,TRAIN,2,24.88443,23.580000024388678,5.2419524,23.63,24.9999,24.7573,24.7573,24.9999,24.505,0,0,0,0
2025-12-15,CAMP,578,0.4555049408591517,eod,TRAIN,4,6.50947,6.0099999942675,7.672975,6.475,6.635,6.58,6.58,6.635,6.74,0,1,0,0
2025-12-16,AXTI,571,-1.1505279467794625,stop,TRAIN,1,14.87449,14.58000001277075,1.9798325,14.9899,15.4871,14.91,14.95,15.4871,15.36,1,1,1,0
2025-12-16,GLIBR,571,2.0,target,TRAIN,1,6.2186,5.260000011630001,15.415045,9.9199,9.9199,6.33,6.33,6.37,5.7,1,1,1,1
2025-12-16,LB,571,-1.0630869263250775,stop,TRAIN,1,52.48699,50.0299999914441,4.681141,51.99,52.6599,52.6599,52.6599,52.6599,51.4,0,1,0,0
2025-12-16,MSOX,571,2.0,target,TRAIN,1,6.93073,6.51999999754612,5.9262156,6.92,7.0216,6.7501,6.805,7.0216,6.9978,0,0,0,0
2025-12-17,ARHS,572,0.2703798891230136,eod,TRAIN,2,11.26369,10.5100000077444,6.691324,11.14,11.5,11.4,11.5,11.5,10.66,0,1,0,0
2025-12-17,GLIBR,572,2.0,target,TRAIN,1,6.59974,6.08999999985776,7.7236376,6.36,7.17,7.17,7.17,7.17,7.3,0,1,0,0
2025-12-17,SEAT,572,0.0346719456848118,eod,TRAIN,2,6.83043,6.65999999991189,2.4951577,6.77,7.01,6.78,6.8,7.01,6.87,0,0,0,0
2025-12-17,SCSC,576,-0.208736773918447,eod,TRAIN,1,41.86522,38.9000000361667,7.0827765,41.57,42.24,41.74,42.24,42.24,41.62,0,0,0,0
2025-12-18,RADX,571,2.0,target,TRAIN,1,5.35602,5.1199999890939,4.4066305,5.37,5.4226,5.36,5.36,5.4226,5.47,1,1,0,0
2025-12-18,SGML,571,2.0,target,TRAIN,1,10.71204,10.56999999925416,1.3259846,11.08,11.32,11.025,11.09,11.32,11.1115,1,1,1,1
2025-12-18,LUD,572,-1.1626404242444577,stop,TRAIN,1,8.731115,8.510000010298556,2.5324943,8.51,9.1919,9.1919,9.1919,9.1919,8.5,0,1,1,0
2025-12-18,ENGN,573,-1.0916211338538333,stop,TRAIN,1,7.8234,7.5699999957660005,3.239001,7.99,7.99,7.91,7.93,7.95,7.57,1,1,0,0
2025-12-19,EBC,571,-0.3147630322167203,eod,TRAIN,1,19.057,18.039999983574,5.3366218,19.025,19.1,19.0,19.1,19.1,19.1,0,0,0,0
2025-12-19,RGTIW,571,2.0,target,TRAIN,1,11.58465,11.41999999926555,1.4212773,11.42,12.09,12.015,12.04,12.09,12.09,0,1,1,0
2025-12-19,SLDE,571,0.317615278753982,eod,TRAIN,1,18.61568,18.30999999792512,1.6420566,18.375,18.63,17.66,18.34,18.63,18.54,0,0,0,0
2025-12-19,MNTS,573,2.0,target,TRAIN,2,7.81337,7.500000005440589,4.0106893,7.79,7.9388,7.6614,7.6614,7.9388,7.66,0,0,0,0
2025-12-22,FUN,572,-0.3925046998189336,eod,TRAIN,2,14.12224,13.00000000019072,7.9466147,14.09,14.14,13.95,14.09,14.14,14.08,0,0,0,0
2025-12-22,OKLS,573,0.1600010292166359,eod,TRAIN,3,16.19845,15.140000027138502,6.534267,16.09,16.31,16.171,16.2,16.31,16.27,0,0,0,0
2025-12-22,STRO,574,2.0,target,TRAIN,2,10.00994,9.718399997003,2.912505,10.049,10.21,10.19,10.19,10.21,10.24,1,1,0,0
2025-12-22,THH,575,2.0,target,TRAIN,1,15.43617,14.91999998855085,3.3438995,14.92,16.37,16.37,16.37,16.37,16.13,0,1,0,0
2025-12-23,BENF,571,-1.2024176753822524,stop,TRAIN,1,8.18448,7.72000001377776,5.6751313,7.8239,8.23,8.22,8.22,8.23,8.24,0,1,0,0
2025-12-23,AFJK,572,2.0,target,TRAIN,1,32.10603,30.939999991856997,3.63181,30.94,33.84,33.225,33.225,33.84,32.365,0,1,0,0
2025-12-23,GWAV,573,-1.3927108324404718,stop,TRAIN,2,5.6168,5.5399999995312,1.3673266,5.6055,5.9013,5.9013,5.9013,5.9013,5.672,0,1,1,0
2025-12-23,OKLL,573,-1.0547883250397398,stop,TRAIN,3,23.03891,21.7999999872012,5.377468,22.7,23.2699,22.53,22.6,23.2699,23.27,0,0,0,0
2025-12-24,CYBN,571,0.6979063335963162,eod,TRAIN,1,7.87355,7.49999999442765,4.7443657,7.75,7.92,7.725,7.74,7.92,7.81,0,0,0,0
2025-12-24,QBTZ,571,2.0,target,TRAIN,1,8.04406,7.6999999885439,4.2771935,7.8703,8.1899,7.835,7.87,8.1899,8.1629,0,0,0,0
2025-12-24,ASPC,572,2.0,target,TRAIN,2,16.1483,14.75999996723,8.59719,15.5,16.9,15.49,15.49,16.9,16.41,0,0,0,0
2025-12-24,COFS,572,-0.1822685633258595,eod,TRAIN,1,30.73192,29.0399999592128,5.505416,30.55,30.94,30.94,30.94,30.94,30.86,0,1,0,0
2025-12-26,PSNY,571,0.0413819383329491,eod,TRAIN,1,17.23154,16.4099999662438,4.767653,17.18,17.44,17.44,17.44,17.44,17.27,0,1,0,0
2025-12-26,BHVN,578,0.2048389230516762,eod,TRAIN,7,10.84243,9.5199999556385,12.196805,10.8,10.85,10.3,10.78,10.85,10.39,0,0,0,0
2025-12-26,QNTM,578,-1.0496679353948113,stop,TRAIN,6,8.71607,8.200000010900391,5.9209023,8.62,8.9999,8.565,8.99,8.9999,8.9999,0,0,0,0
2025-12-26,RENT,579,0.9030171272563448,eod,TRAIN,2,8.23463,7.6599999788380995,6.978213,8.175,8.32,8.32,8.32,8.32,8.2773,0,1,0,0
2025-12-29,BKSY,571,-0.3478204772858686,eod,TRAIN,1,19.36793,18.399999976594053,4.9975915,19.31,19.4,19.058,19.2514,19.4,19.4939,0,0,0,0
2025-12-29,CLSX,571,-0.6958925613885466,eod,TRAIN,1,18.93664,17.930000031155203,5.315832,18.56,19.0266,18.8,18.8,19.0266,19.01,0,0,0,0
2025-12-29,IRE,571,-0.8566104128894069,eod,TRAIN,1,6.8204,6.36039999761,6.7444725,6.5895,6.8399,6.59,6.59,6.8399,6.765,0,0,0,0
2025-12-29,POET,571,2.0,target,TRAIN,1,6.83043,6.68010000872934,2.2008862,6.87,7.04,6.875,6.88,7.04,7.002,1,1,0,0
2025-12-30,KDK,571,2.0,target,TRAIN,1,10.21054,9.9999999925702,2.061987,10.54,10.55,10.2318,10.55,10.55,10.46,1,1,0,0
2025-12-30,MTVA,586,-1.264881400714,stop,TRAIN,4,9.027,8.850000001239,1.9607843,9.0,9.3484,8.89,8.89,9.3484,9.243,0,0,0,0
2025-12-30,PSNYW,594,0.2315961903722082,eod,TRAIN,1,6.98088,6.5699999932392,5.885791,6.57,7.005,7.005,7.005,7.005,6.9484,0,1,0,0
2025-12-30,DFDV,597,-1.0654337764339064,stop,TRAIN,27,5.33596,5.094999998950399,4.515776,5.36,5.38,5.305,5.33,5.38,5.35,1,0,0,0
2025-12-31,FULC,571,-0.273617085545096,eod,TRAIN,1,11.37402,11.1300000119469,2.1454155,11.75,11.761,11.485,11.485,11.761,11.485,1,1,0,0
2025-12-31,GLOO,571,-1.4729394159689368,stop,TRAIN,1,5.66695,5.6099999973089,1.0049498,5.67,5.99,5.61,5.7398,5.99,5.675,1,0,1,0
