symbol,ts,open,high,low,close,volume,trade_count,vwap,arrival
ASGI,2026-09-15 17:57:00+00:00,20.535,20.535,20.49,20.49,494.0,5.0,20.499184,1789495080.174602
ALKT,2026-09-15 17:57:00+00:00,19.76,19.76,19.75,19.75,1035.0,31.0,19.757308,1789495080.17462
ACT,2026-09-15 17:57:00+00:00,48.52,48.615,48.52,48.615,5986.0,90.0,48.582484,1789495080.1747146
ARMK,2026-09-15 17:57:00+00:00,58.37,58.37,58.36,58.36,3728.0,62.0,58.361898,1789495080.174732
AORT,2026-09-15 17:57:00+00:00,25.45,25.495,25.45,25.49,2839.0,60.0,25.478403,1789495080.174748
AMAT,2026-09-15 17:57:00+00:00,418.25,418.25,418.07,418.185,2369.0,137.0,418.141893,1789495080.1747653
APO,2026-09-15 17:57:00+00:00,127.51,127.51,127.455,127.48,1994.0,34.0,127.464302,1789495080.174781
ABI,2026-09-15 17:57:00+00:00,24.57,24.585,24.57,24.57,58793.0,9.0,24.570077,1789495080.1747973
AVDE,2026-09-15 17:57:00+00:00,91.825,91.8266,91.815,91.815,5444.0,15.0,91.82524,1789495080.1748137
ATEN,2026-09-15 17:57:00+00:00,26.555,26.555,26.55,26.55,771.0,25.0,26.551667,1789495080.1748292
AMD,2026-09-15 17:57:00+00:00,503.74,503.8,503.4721,503.49,13699.0,277.0,503.686768,1789495080.1749303
AXTQ,2026-09-15 17:57:00+00:00,51.03,51.03,51.03,51.03,110.0,2.0,51.03,1789495080.1749487
APMD,2026-09-15 17:57:00+00:00,25.4,25.465,25.3,25.3,1500.0,38.0,25.365833,1789495080.1749642
AER,2026-09-15 17:57:00+00:00,138.18,138.19,138.15,138.17,2190.0,45.0,138.169834,1789495080.1749802
AMRX,2026-09-15 17:57:00+00:00,16.79,16.79,16.79,16.79,712.0,23.0,16.79,1789495080.174996
AMT,2026-09-15 17:57:00+00:00,177.165,177.245,177.165,177.225,4061.0,110.0,177.1998,1789495080.1750114
AXTI,2026-09-15 17:57:00+00:00,57.44,57.61,57.43,57.6,10946.0,180.0,57.482293,1789495080.175176
AKAM,2026-09-15 17:57:00+00:00,105.59,105.66,105.59,105.66,2967.0,93.0,105.626078,1789495080.1751933
ACHC,2026-09-15 17:57:00+00:00,27.81,27.81,27.75,27.75,3457.0,79.0,27.783293,1789495080.1752093
AYA,2026-09-15 17:57:00+00:00,26.37,26.41,26.37,26.41,2164.0,35.0,26.383333,1789495080.1752248
ARKY,2026-09-15 17:57:00+00:00,20.15,20.15,20.15,20.15,100.0,1.0,20.15,1789495080.1752448
AMZN,2026-09-15 17:57:00+00:00,248.79,248.8999,248.78,248.885,38150.0,729.0,248.848799,1789495080.1752725
ALLY,2026-09-15 17:57:00+00:00,41.045,41.055,41.04,41.05,6268.0,140.0,41.047697,1789495080.1752899
APTV,2026-09-15 17:57:00+00:00,43.98,43.98,43.98,43.98,1243.0,34.0,43.98,1789495080.1753063
ATAT,2026-09-15 17:57:00+00:00,31.245,31.245,31.245,31.245,365.0,6.0,31.245,1789495080.1753204
AFL,2026-09-15 17:57:00+00:00,117.46,117.465,117.43,117.43,3255.0,108.0,117.448306,1789495080.175335
APAM,2026-09-15 17:57:00+00:00,37.04,37.04,37.04,37.04,192.0,11.0,37.04,1789495080.1753492
ABNB,2026-09-15 17:57:00+00:00,168.02,168.05,168.02,168.05,1396.0,53.0,168.029375,1789495080.1753645
ATHM,2026-09-15 17:57:00+00:00,21.53,21.54,21.515,21.54,969.0,23.0,21.524814,1789495080.1753805
AOS,2026-09-15 17:57:00+00:00,57.11,57.11,57.11,57.11,741.0,39.0,57.11,1789495080.1753955
APA,2026-09-15 17:57:00+00:00,47.4,47.41,47.375,47.4,17477.0,207.0,47.386269,1789495080.1754122
ASH,2026-09-15 17:57:00+00:00,69.82,69.82,69.82,69.82,248.0,18.0,69.82,1789495080.1754274
ACWI,2026-09-15 17:57:00+00:00,158.2,158.2,158.1801,158.185,26429.0,128.0,158.18946,1789495080.1754434
ARQT,2026-09-15 17:57:00+00:00,23.41,23.42,23.4,23.42,7184.0,100.0,23.404896,1789495080.1754591
APD,2026-09-15 17:57:00+00:00,288.73,288.74,288.7,288.7,793.0,55.0,288.714925,1789495080.175475
BALI,2026-09-15 17:57:00+00:00,34.165,34.165,34.165,34.165,1537.0,7.0,34.165,1789495080.175601
ASTE,2026-09-15 17:57:00+00:00,40.95,40.95,40.95,40.95,1442.0,23.0,40.95,1789495080.1756194
AIG,2026-09-15 17:57:00+00:00,75.52,75.55,75.52,75.55,2394.0,75.0,75.532083,1789495080.175635
AIPI,2026-09-15 17:57:00+00:00,36.63,36.63,36.63,36.63,141.0,2.0,36.63,1789495080.1756506
B,2026-09-15 17:57:00+00:00,42.505,42.515,42.505,42.515,4851.0,95.0,42.510038,1789495080.175666
BA,2026-09-15 17:57:00+00:00,210.52,210.52,210.51,210.51,2277.0,81.0,210.514149,1789495080.1756828
ASST,2026-09-15 17:57:00+00:00,27.99,27.9937,27.95,27.97,23358.0,81.0,27.967704,1789495080.1756978
ARKK,2026-09-15 17:57:00+00:00,83.81,83.82,83.8,83.82,2685.0,52.0,83.810848,1789495080.1757855
ARCC,2026-09-15 17:57:00+00:00,19.425,19.43,19.42,19.425,6319.0,41.0,19.427295,1789495080.175803
AMP,2026-09-15 17:57:00+00:00,556.33,556.33,556.14,556.265,566.0,53.0,556.25391,1789495080.175819
ATRC,2026-09-15 17:57:00+00:00,56.12,56.12,56.12,56.12,370.0,10.0,56.12,1789495080.1759183
AVEM,2026-09-15 17:57:00+00:00,92.555,92.555,92.555,92.555,482.0,14.0,92.555,1789495080.175937
ADM,2026-09-15 17:57:00+00:00,87.07,87.075,87.03,87.035,6724.0,63.0,87.048383,1789495080.1759553
ALL,2026-09-15 17:57:00+00:00,256.08,256.08,255.87,256.04,18486.0,222.0,255.968623,1789495080.17597
AAPL,2026-09-15 17:57:00+00:00,330.42,330.52,330.395,330.475,25992.0,787.0,330.464506,1789495080.1759841
AMKR,2026-09-15 17:57:00+00:00,45.9899,45.99,45.955,45.9675,3545.0,74.0,45.973258,1789495080.1759984
AVGO,2026-09-15 17:57:00+00:00,339.03,339.05,338.79,338.85,35773.0,782.0,338.894629,1789495080.1761267
AXP,2026-09-15 17:57:00+00:00,324.74,324.78,324.7,324.78,633.0,55.0,324.745644,1789495080.1761436
APPN,2026-09-15 17:57:00+00:00,38.38,38.38,38.38,38.38,261.0,13.0,38.38,1789495080.17616
AAP,2026-09-15 17:57:00+00:00,44.06,44.06,44.06,44.06,943.0,26.0,44.06,1789495080.1761763
BABA,2026-09-15 17:57:00+00:00,109.995,109.995,109.96,109.97,13038.0,144.0,109.974914,1789495080.176196
AVDV,2026-09-15 17:57:00+00:00,110.315,110.345,110.3125,110.32,864.0,12.0,110.32214,1789495080.1762125
AAON,2026-09-15 17:57:00+00:00,74.74,74.74,74.68,74.68,2664.0,54.0,74.703098,1789495080.1762269
ARWR,2026-09-15 17:57:00+00:00,73.0,73.0175,72.94,72.94,2508.0,82.0,72.964873,1789495080.1762428
APEI,2026-09-15 17:57:00+00:00,44.76,44.76,44.76,44.76,139.0,5.0,44.76,1789495080.1762595
BAM,2026-09-15 17:57:00+00:00,46.31,46.315,46.31,46.315,1339.0,48.0,46.312309,1789495080.176276
ASML,2026-09-15 17:57:00+00:00,1592.12,1592.5599,1591.63,1592.5599,2905.0,170.0,1592.202124,1789495080.1762927
AUGO,2026-09-15 17:57:00+00:00,85.19,85.205,85.19,85.205,1225.0,40.0,85.193036,1789495080.1763096
BAH,2026-09-15 17:57:00+00:00,80.395,80.4,80.35,80.35,2439.0,67.0,80.374819,1789495080.1763291
BAC.PRM,2026-09-15 17:57:00+00:00,19.37,19.37,19.34,19.36,2108.0,36.0,19.363077,1789495080.1763446
AMBA,2026-09-15 17:57:00+00:00,65.515,65.57,65.515,65.56,956.0,41.0,65.5375,1789495080.1763604
ACYN,2026-09-15 17:57:00+00:00,20.685,20.685,20.685,20.685,1093.0,2.0,20.685,1789495080.176499
AKR,2026-09-15 17:57:00+00:00,19.725,19.73,19.725,19.725,932.0,19.0,19.726455,1789495080.176518
ADIG,2026-09-15 17:57:00+00:00,20.66,20.67,20.585,20.585,8813.0,76.0,20.614121,1789495080.176535
APP,2026-09-15 17:57:00+00:00,331.605,331.77,331.32,331.525,9472.0,120.0,331.507667,1789495080.1765516
ANF,2026-09-15 17:57:00+00:00,137.54,137.54,137.46,137.47,1661.0,57.0,137.492432,1789495080.1765676
ADC,2026-09-15 17:57:00+00:00,70.06,70.06,70.06,70.06,827.0,31.0,70.06,1789495080.176583
ANET,2026-09-15 17:57:00+00:00,192.07,192.11,192.06,192.11,1993.0,105.0,192.088889,1789495080.1765997
AMCR,2026-09-15 17:57:00+00:00,42.55,42.55,42.54,42.545,2308.0,64.0,42.545931,1789495080.176614
ATKR,2026-09-15 17:57:00+00:00,94.595,94.595,94.595,94.595,188.0,5.0,94.595,1789495080.1766295
AEE,2026-09-15 17:57:00+00:00,103.06,103.06,103.02,103.045,1148.0,46.0,103.033636,1789495080.176645
AGI,2026-09-15 17:57:00+00:00,35.145,35.145,35.145,35.145,1699.0,21.0,35.145,1789495080.1766615
AMX,2026-09-15 17:57:00+00:00,23.2,23.2,23.195,23.195,1561.0,42.0,23.195386,1789495080.1766777
AMRC,2026-09-15 17:57:00+00:00,22.595,22.62,22.595,22.61,1687.0,58.0,22.610278,1789495080.1766934
AIR,2026-09-15 17:57:00+00:00,116.44,116.5375,116.4,116.43,1052.0,34.0,116.4585,1789495080.1767094
A,2026-09-15 17:57:00+00:00,149.99,149.99,149.9,149.9,420.0,24.0,149.945,1789495080.176725
AIZ,2026-09-15 17:57:00+00:00,285.34,285.34,285.34,285.34,288.0,31.0,285.34,1789495080.1767445
AVGX,2026-09-15 17:57:00+00:00,35.31,35.315,35.3,35.3,2101.0,8.0,35.3115,1789495080.1768813
AVBC,2026-09-15 17:57:00+00:00,21.76,21.78,21.7599,21.78,7590.0,43.0,21.775987,1789495080.1768985
AVT,2026-09-15 17:57:00+00:00,92.47,92.47,92.46,92.46,908.0,36.0,92.468,1789495080.176916
ALAB,2026-09-15 17:57:00+00:00,256.11,256.46,256.11,256.46,10743.0,99.0,256.163013,1789495080.1769311
ACYQ,2026-09-15 17:57:00+00:00,20.7099,20.7099,20.7,20.7,1200.0,3.0,20.70825,1789495080.1769462
ADSK,2026-09-15 17:57:00+00:00,228.33,228.44,228.285,228.285,2960.0,84.0,228.343862,1789495080.1769621
AVUV,2026-09-15 17:57:00+00:00,124.0,124.0099,124.0,124.0,834.0,15.0,124.00269,1789495080.1769788
ABVX,2026-09-15 17:57:00+00:00,107.24,107.28,107.19,107.24,1364.0,29.0,107.241,1789495080.1769943
AR,2026-09-15 17:57:00+00:00,39.28,39.28,39.25,39.26,9808.0,114.0,39.261809,1789495080.1770105
AU,2026-09-15 17:57:00+00:00,100.1801,100.27,100.18,100.245,3517.0,28.0,100.198945,1789495080.177026
AG,2026-09-15 17:57:00+00:00,18.5801,18.595,18.58,18.5801,19909.0,97.0,18.583628,1789495080.1770425
AOSL,2026-09-15 17:57:00+00:00,24.545,24.545,24.545,24.545,542.0,19.0,24.545,1789495080.177059
AA,2026-09-15 17:57:00+00:00,46.48,46.48,46.47,46.48,2827.0,91.0,46.47285,1789495080.1770754
AZTA,2026-09-15 17:57:00+00:00,33.14,33.153,33.13,33.153,1010.0,33.0,33.136143,1789495080.1770914
AGG,2026-09-15 17:57:00+00:00,95.815,95.82,95.81,95.815,126528.0,45.0,95.811031,1789495080.1771064
ADI,2026-09-15 17:57:00+00:00,362.265,362.4,362.22,362.31,1661.0,63.0,362.324461,1789495080.1771224
ARXS,2026-09-15 17:57:00+00:00,49.095,49.15,49.095,49.1,583.0,15.0,49.115,1789495080.1772108
ATRC,2026-09-15 17:58:00+00:00,56.1,56.14,56.08,56.095,4813.0,92.0,56.098406,1789495140.0561721
AEHR,2026-09-15 17:58:00+00:00,81.71,81.71,81.71,81.71,253.0,25.0,81.71,1789495140.0562148
ABT,2026-09-15 17:58:00+00:00,102.16,102.25,102.16,102.25,8274.0,159.0,102.183814,1789495140.05624
AVEM,2026-09-15 17:58:00+00:00,92.5598,92.5598,92.545,92.555,3206.0,18.0,92.556169,1789495140.056259
AMGN,2026-09-15 17:58:00+00:00,378.205,378.29,378.16,378.29,1977.0,139.0,378.21441,1789495140.0562773
ANGL,2026-09-15 17:58:00+00:00,28.43,28.43,28.43,28.43,1600.0,5.0,28.43,1789495140.056297
AYA,2026-09-15 17:58:00+00:00,26.39,26.39,26.38,26.38,952.0,27.0,26.383333,1789495140.0563166
AZN,2026-09-15 17:58:00+00:00,163.22,163.28,163.16,163.22,1345.0,59.0,163.224385,1789495140.0563323
AAUC,2026-09-15 17:58:00+00:00,20.95,20.96,20.95,20.96,952.0,19.0,20.958571,1789495140.0563514
ATEN,2026-09-15 17:58:00+00:00,26.55,26.55,26.55,26.55,607.0,21.0,26.55,1789495140.05637
AMBA,2026-09-15 17:58:00+00:00,65.52,65.52,65.47,65.47,1633.0,51.0,65.500894,1789495140.0564804
AMZU,2026-09-15 17:58:00+00:00,34.2781,34.2781,34.2781,34.2781,216.0,6.0,34.2781,1789495140.0564995
ARW,2026-09-15 17:58:00+00:00,213.38,213.38,213.18,213.18,1962.0,92.0,213.253333,1789495140.0565164
AAT,2026-09-15 17:58:00+00:00,21.62,21.625,21.62,21.62,1008.0,25.0,21.62125,1789495140.0565348
ACMR,2026-09-15 17:58:00+00:00,63.52,63.52,63.48,63.52,634.0,32.0,63.507138,1789495140.0565534
AVA,2026-09-15 17:58:00+00:00,36.45,36.45,36.43,36.445,4355.0,60.0,36.439125,1789495140.0598676
AEP,2026-09-15 17:58:00+00:00,120.91,120.9299,120.87,120.89,5136.0,152.0,120.905461,1789495140.0598996
AXTI,2026-09-15 17:58:00+00:00,57.58,57.6075,57.58,57.59,2373.0,71.0,57.597885,1789495140.0599182
ASML,2026-09-15 17:58:00+00:00,1591.965,1592.0951,1591.37,1591.835,605.0,67.0,1591.737305,1789495140.0599346
ADEA,2026-09-15 17:58:00+00:00,24.88,24.88,24.88,24.88,276.0,6.0,24.88,1789495140.0599532
ARXS,2026-09-15 17:58:00+00:00,49.1,49.1,49.1,49.1,173.0,8.0,49.1,1789495140.0599725
BALL,2026-09-15 17:58:00+00:00,60.905,60.905,60.905,60.905,3289.0,58.0,60.905,1789495140.0599928
AVUV,2026-09-15 17:58:00+00:00,124.0,124.0,123.99,123.99,712.0,25.0,123.996479,1789495140.0600185
ASTS,2026-09-15 17:58:00+00:00,59.34,59.3729,59.33,59.3625,3925.0,97.0,59.351494,1789495140.060038
AEE,2026-09-15 17:58:00+00:00,103.05,103.0678,103.025,103.04,2267.0,70.0,103.051588,1789495140.0600576
ASO,2026-09-15 17:58:00+00:00,51.275,51.36,51.275,51.3,6155.0,148.0,51.308208,1789495140.0600765
AKRE,2026-09-15 17:58:00+00:00,57.29,57.31,57.28,57.28,772.0,7.0,57.300715,1789495140.060096
AIS,2026-09-15 17:58:00+00:00,66.175,66.175,66.17,66.17,414.0,10.0,66.172,1789495140.0601153
ABNB,2026-09-15 17:58:00+00:00,168.05,168.05,168.02,168.05,4052.0,169.0,168.03725,1789495140.0645704
ATEX,2026-09-15 17:58:00+00:00,76.355,76.355,76.355,76.355,906.0,32.0,76.355,1789495140.0646029
AXS,2026-09-15 17:58:00+00:00,99.73,99.73,99.73,99.73,812.0,63.0,99.73,1789495140.0646222
ATS,2026-09-15 17:58:00+00:00,19.32,19.32,19.32,19.32,310.0,6.0,19.32,1789495140.064638
AG,2026-09-15 17:58:00+00:00,18.5801,18.5801,18.56,18.5707,17318.0,122.0,18.572563,1789495140.0646539
ANF,2026-09-15 17:58:00+00:00,137.46,137.48,137.46,137.48,1076.0,67.0,137.47,1789495140.0646698
AEM,2026-09-15 17:58:00+00:00,196.42,196.42,196.42,196.42,412.0,29.0,196.42,1789495140.0646868
AIN,2026-09-15 17:58:00+00:00,60.05,60.05,60.05,60.05,160.0,20.0,60.05,1789495140.0648568
ANIP,2026-09-15 17:58:00+00:00,71.335,71.335,71.335,71.335,607.0,8.0,71.335,1789495140.0648744
ARKY,2026-09-15 17:58:00+00:00,20.15,20.15,20.15,20.15,200.0,2.0,20.15,1789495140.0648916
AMDL,2026-09-15 17:58:00+00:00,54.6,54.605,54.6,54.605,306.0,7.0,54.603008,1789495140.0649083
APH,2026-09-15 17:58:00+00:00,77.75,77.79,77.74,77.78,7842.0,147.0,77.764362,1789495140.064976
BAC.PRM,2026-09-15 17:58:00+00:00,19.32,19.36,19.31,19.34,1560.0,16.0,19.331703,1789495140.0649927
AOS,2026-09-15 17:58:00+00:00,57.11,57.15,57.11,57.135,1568.0,39.0,57.138824,1789495140.0650084
ATAT,2026-09-15 17:58:00+00:00,31.25,31.25,31.25,31.25,728.0,10.0,31.25,1789495140.065024
ARCC,2026-09-15 17:58:00+00:00,19.425,19.4266,19.425,19.4266,1783.0,15.0,19.425615,1789495140.0650413
ASND,2026-09-15 17:58:00+00:00,233.11,233.49,233.025,233.425,5583.0,89.0,233.204085,1789495140.0650592
AGG,2026-09-15 17:58:00+00:00,95.81,95.8162,95.81,95.8102,219846.0,21.0,95.810004,1789495140.0698411
BALT,2026-09-15 17:58:00+00:00,34.675,34.675,34.675,34.675,359.0,2.0,34.675,1789495140.0698717
ARQT,2026-09-15 17:58:00+00:00,23.42,23.42,23.42,23.42,910.0,20.0,23.42,1789495140.0698905
APD,2026-09-15 17:58:00+00:00,288.65,288.65,288.56,288.57,2072.0,137.0,288.597681,1789495140.0699081
ANDG,2026-09-15 17:58:00+00:00,55.08,55.08,55.08,55.08,572.0,16.0,55.08,1789495140.0699253
BABA,2026-09-15 17:58:00+00:00,109.97,109.98,109.945,109.95,3987.0,104.0,109.961381,1789495140.0699437
ASX,2026-09-15 17:58:00+00:00,37.045,37.045,37.04,37.045,1298.0,23.0,37.043866,1789495140.0699668
ADI,2026-09-15 17:58:00+00:00,362.315,362.4,362.315,362.32,1303.0,58.0,362.323968,1789495140.069984
ALAB,2026-09-15 17:58:00+00:00,256.3,256.325,256.17,256.32,5941.0,74.0,256.306871,1789495140.0700014
AMCR,2026-09-15 17:58:00+00:00,42.55,42.555,42.5301,42.54,5633.0,134.0,42.542062,1789495140.0701432
APA,2026-09-15 17:58:00+00:00,47.405,47.405,47.345,47.36,6932.0,110.0,47.369774,1789495140.0701604
ACHC,2026-09-15 17:58:00+00:00,27.74,27.74,27.74,27.74,718.0,26.0,27.74,1789495140.0701766
ABBV,2026-09-15 17:58:00+00:00,262.32,262.38,262.32,262.38,4461.0,143.0,262.358347,1789495140.070192
ALLW,2026-09-15 17:58:00+00:00,29.405,29.405,29.405,29.405,113.0,2.0,29.405,1789495140.070207
AVL,2026-09-15 17:58:00+00:00,33.565,33.565,33.56,33.56,725.0,12.0,33.561835,1789495140.0703065
AJG,2026-09-15 17:58:00+00:00,252.585,252.75,252.585,252.75,1398.0,81.0,252.620332,1789495140.0703251
AFRM,2026-09-15 17:58:00+00:00,72.19,72.19,72.175,72.175,1124.0,38.0,72.1775,1789495140.0703418
AKAM,2026-09-15 17:58:00+00:00,105.63,105.665,105.6,105.665,1792.0,51.0,105.629444,1789495140.0703592
ARMK,2026-09-15 17:58:00+00:00,58.36,58.36,58.36,58.36,1406.0,33.0,58.36,1789495140.070376
AEIS,2026-09-15 17:58:00+00:00,246.91,247.2125,246.805,247.175,4352.0,88.0,246.970667,1789495140.0703936
AN,2026-09-15 17:58:00+00:00,205.025,205.025,205.025,205.025,124.0,7.0,205.025,1789495140.0704105
ARGX,2026-09-15 17:58:00+00:00,987.755,989.22,987.755,989.22,423.0,42.0,988.475899,1789495140.0704272
ALL,2026-09-15 17:58:00+00:00,256.035,256.035,256.035,256.035,564.0,30.0,256.035,1789495140.073051
AOA,2026-09-15 17:58:00+00:00,97.36,97.36,97.35,97.35,390.0,4.0,97.355,1789495140.0730855
ADBE,2026-09-15 17:58:00+00:00,263.31,263.31,263.11,263.12,4660.0,200.0,263.188093,1789495140.0731075
AU,2026-09-15 17:58:00+00:00,100.24,100.24,100.24,100.24,429.0,34.0,100.24,1789495140.073126
ASC,2026-09-15 17:58:00+00:00,18.55,18.55,18.52,18.52,707.0,22.0,18.529295,1789495140.0738897
ALMR,2026-09-15 17:58:00+00:00,28.87,28.87,28.78,28.78,1772.0,35.0,28.846411,1789495140.073917
AMRX,2026-09-15 17:58:00+00:00,16.79,16.79,16.79,16.79,315.0,26.0,16.79,1789495140.0739365
AMZN,2026-09-15 17:58:00+00:00,248.9,248.91,248.69,248.75,50919.0,839.0,248.819359,1789495140.0739546
AVT,2026-09-15 17:58:00+00:00,92.46,92.46,92.41,92.41,1236.0,63.0,92.435,1789495140.073973
