pickset,cell,split,n,tr_mo,green_wk,flat_wk,red_wk,red_streak,worst_wk,green_mo,worst_mo,mdd,pnl,totR,Rpick,wr,top1,top5,top10,mean_risk,t,mde80
P1,S0,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,81.81818181818183,-12856.66,-14236.989999999998,112279.46142461983,31.000723816521266,0.9117859946035667,64.70588235294117,17.696237566131135,71.12731957190732,104.94323703201243,3687.325294117648,3.1539674410956113,0.8094569245150914
P1,S1,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-12381.614893485088,81.81818181818183,-12381.614893485088,-13588.589522850893,99473.46264160392,31.000723816521266,0.9117859946035667,64.70588235294117,19.175946820102865,76.61747384044781,111.6642048656989,3687.325294117649,3.1539674410956113,0.8094569245150914
P1,S2,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-15008.13349272035,81.81818181818183,-15008.13349272035,-16270.481859599015,91674.66640304223,31.000723816521266,0.9117859946035667,64.70588235294117,19.869514437460523,79.12001008060128,118.31198292141913,3687.325294117648,3.1539674410956113,0.8094569245150914
P1,S3,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-15166.088678776894,72.72727272727273,-10111.605288188348,-15166.088678776898,117640.58072941934,31.000723816521266,0.9117859946035667,64.70588235294117,28.388570483145926,90.06602549313119,112.20902139525253,3687.325294117649,3.1539674410956113,0.8094569245150914
P1,S4,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-10326.03476315606,81.81818181818183,-7894.076736252875,-10326.034763156058,124634.1430583775,31.000723816521266,0.9117859946035667,64.70588235294117,19.834552587941722,73.19488281136692,103.94010502990008,3687.3252941176474,3.1539674410956113,0.8094569245150914
P1,S5,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-12967.734027492206,81.81818181818183,-12967.734027492206,-14231.844251093355,113584.9618681823,31.000723816521266,0.9117859946035667,64.70588235294117,17.588549215878583,71.63319611192965,106.38685938280909,3687.3252941176484,3.1539674410956113,0.8094569245150914
P1,S6,TRAIN,34,2.8333333333333335,28.30188679245283,58.490566037735846,13.20754716981132,2,-14705.85250169782,81.81818181818183,-14705.85250169782,-16152.423113023326,95284.59046064236,31.000723816521266,0.9117859946035667,61.76470588235294,23.24086124672856,84.75947002163237,121.30147142773005,3687.325294117647,3.1539674410956113,0.8094569245150914
P1,S1b,TRAIN,34,2.8333333333333335,30.18867924528302,56.60377358490566,13.20754716981132,2,-3934.9422213578146,81.81818181818183,-3934.9422213578146,-5079.453220919954,33658.55416998357,31.000723816521266,0.9117859946035667,64.70588235294117,17.458711059195416,55.020632478625664,92.6917802706505,1085.7344612078334,3.1539674410956113,0.8094569245150914
P1,S0,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.753333333332,80.0,-4756.933333333331,-15153.473333333332,26780.565446666675,8.329872649778967,0.5553248433185978,66.66666666666666,38.82121167570059,145.9357863740122,173.38109933664362,3296.106666666666,1.501255163294814,1.0357396925646565
P1,S1,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-11120.742968654224,80.0,-6925.032651450832,-14771.318846135091,35621.42028861475,8.329872649778967,0.5553248433185978,66.66666666666666,31.021417248877142,123.85357562066524,149.7151888705748,3752.1135546261785,1.501255163294814,1.0357396925646565
P1,S2,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-9721.495878367465,80.0,-7282.638593836658,-14175.896257476526,36150.55332941653,8.329872649778967,0.5553248433185978,66.66666666666666,26.763072387625,119.01435973426462,146.07872010390176,3741.5041952006454,1.501255163294814,1.0357396925646565
P1,S3,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-6778.562124076619,100.0,3987.321094252318,-7829.373981472725,58541.52298845408,8.329872649778967,0.5553248433185978,66.66666666666666,27.46661240797959,91.37436234050482,115.04440774455378,3591.296843741805,1.501255163294814,1.0357396925646565
P1,S4,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-14412.163854602208,80.0,-6609.122845783921,-16777.684659201805,33641.812694568645,8.329872649778967,0.5553248433185978,66.66666666666666,42.568550881439414,141.0441024569556,161.18923376554892,3551.9265726389194,1.501255163294814,1.0357396925646565
P1,S5,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-31495.394178511197,80.0,-31794.64126964159,-35669.264664370196,-2518.6487138705634,8.329872649778967,0.5553248433185978,66.66666666666666,-470.5483648097514,-1236.3677980420127,-1346.7487174231771,3942.3513953363727,1.501255163294814,1.0357396925646565
P1,S6,VAL,15,3.0,40.909090909090914,50.0,9.090909090909092,1,-11900.442761185695,80.0,-4063.9020273488622,-11900.442761185695,39557.50411278326,8.329872649778967,0.5553248433185978,66.66666666666666,27.90000204703863,114.96698235094156,138.98524255177094,3684.0199809798214,1.501255163294814,1.0357396925646565
P1,S1b,VAL,15,3.0,40.909090909090914,45.45454545454545,13.636363636363635,2,-3520.6173590012786,80.0,-2170.3754032688767,-4687.688075895647,9044.029793337635,8.329872649778967,0.5553248433185978,66.66666666666666,35.624860981783776,129.52393661388507,165.33265796318662,1085.7344612078339,1.501255163294814,1.0357396925646565
F7,S0,TRAIN,149,12.416666666666666,52.83018867924528,9.433962264150944,37.735849056603776,3,-13098.109999999999,75.0,-4106.690000000001,-19091.079999999998,169953.31109068947,57.74516036702272,0.3875514118592129,53.02013422818792,11.690999195108818,50.37992189800462,83.34657938233353,2156.871476510067,2.8853927512781365,0.37608188789034425
F7,S1,TRAIN,149,12.416666666666666,56.60377358490566,9.433962264150944,33.9622641509434,3,-9831.428723302719,75.0,-3600.5729029669,-17717.053020769526,145718.98676750617,57.74516036702272,0.3875514118592129,53.02013422818792,15.301858147699052,51.023063107794044,82.16188392077288,2156.871476510067,2.8853927512781365,0.37608188789034425
F7,S2,TRAIN,149,12.416666666666666,56.60377358490566,9.433962264150944,33.9622641509434,3,-12071.649161945898,75.0,-7440.196464316865,-16808.055799017027,121776.15532734443,57.74516036702272,0.3875514118592129,53.02013422818792,20.031041326542056,64.24716851824385,98.37268586855078,2156.871476510067,2.8853927512781365,0.37608188789034425
F7,S3,TRAIN,149,12.416666666666666,52.83018867924528,9.433962264150944,37.735849056603776,3,-9035.530294937942,66.66666666666666,-6583.342675138501,-14259.375372169292,141013.3412280171,57.74516036702272,0.3875514118592129,53.02013422818792,12.841415423925282,55.71395614461373,93.49660027527193,2156.871476510068,2.8853927512781365,0.37608188789034425
F7,S4,TRAIN,149,12.416666666666666,58.490566037735846,9.433962264150944,32.075471698113205,3,-12179.449019136977,91.66666666666666,-2172.3339943114306,-15981.42796544491,175583.8439436981,57.74516036702272,0.3875514118592129,53.02013422818792,10.534690511706474,44.730783813263194,74.11445503597304,2156.871476510067,2.8853927512781365,0.37608188789034425
F7,S5,TRAIN,149,12.416666666666666,47.16981132075472,9.433962264150944,43.39622641509434,5,-18886.920760619192,58.333333333333336,-14021.045795174283,-43360.38955910191,72766.055515024,57.74516036702272,0.3875514118592129,53.02013422818792,29.852088176099866,103.9969300114642,167.92606279743674,2156.871476510067,2.8853927512781365,0.37608188789034425
F7,S6,TRAIN,149,12.416666666666666,52.83018867924528,15.09433962264151,32.075471698113205,3,-10079.190675602273,75.0,-3618.1727635289617,-17803.655256341328,147676.04108306323,57.74516036702272,0.3875514118592129,51.67785234899329,15.172877953644967,53.044205542398736,86.11839785478058,2156.8714765100676,2.8853927512781365,0.37608188789034425
F7,S1b,TRAIN,149,12.416666666666666,58.490566037735846,9.433962264150944,32.075471698113205,2,-4260.14867115491,75.0,-2397.6907424759365,-6579.267755939969,54618.288907670496,57.74516036702272,0.3875514118592129,53.02013422818792,12.271221707411852,47.25503646972317,75.01364165757853,945.8505017653755,2.8853927512781365,0.37608188789034425
