day,symbol,entry_m,signal_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,net_R,cost_R,BR,kept,order
2024-07-11,WULF,643,642,682,4.9869,stop,Y2024,,2024-07-08,5.2242,4.9869,0.2372999999999994,5.2242,-1.0746515802781291,0.07465158027812913,0.6644736842105263,True,36.0
2024-07-11,CMTL,648,647,681,3.415,stop,Y2024,,2024-07-08,3.465,3.415,0.04999999999999982,3.465,-1.2354200000000009,0.23542000000000082,0.6776315789473685,True,37.0
2024-07-11,CYH,651,650,667,3.62,stop,Y2024,,2024-07-08,3.695,3.62,0.07499999999999973,3.695,-1.1673066666666672,0.16730666666666724,0.6644736842105263,True,38.0
2024-07-11,CDE,653,652,711,6.635,stop,Y2024,,2024-07-08,6.755,6.635,0.1200000000000001,6.755,-1.1911916666666664,0.1911916666666665,0.7039473684210527,True,39.0
2024-07-11,QS,656,655,684,6.91,stop,Y2024,,2024-07-08,7.195,6.91,0.28500000000000014,7.195,-1.0856350877192982,0.0856350877192982,0.7039473684210527,True,40.0
2024-07-11,FIGS,661,660,698,5.4,stop,Y2024,,2024-07-08,5.485,5.4,0.08499999999999996,5.485,-1.2192,0.2192000000000001,0.6907894736842105,True,41.0
2024-07-11,ARWR,681,680,955,28.305,eod,Y2024,,2024-07-08,28.12,27.68,0.4400000000000013,28.12,0.20307954545454193,0.21737499999999937,0.7039473684210527,True,42.0
2024-07-11,VNDA,686,685,955,5.805,eod,Y2024,,2024-07-08,5.835,5.735,0.09999999999999964,5.835,-0.49833000000000427,0.1983300000000007,0.6710526315789473,True,43.0
2024-07-11,RVNC,707,706,721,3.185,stop,Y2024,,2024-07-08,3.255,3.185,0.06999999999999984,3.255,-1.1579000000000004,0.15790000000000037,0.6118421052631579,True,44.0
2024-07-11,RKT,708,707,813,13.955,stop,Y2024,,2024-07-08,14.19,13.955,0.23499999999999943,14.19,-1.205102127659575,0.20510212765957495,0.6052631578947368,False,
2024-07-11,WOOF,719,718,955,3.655,eod,Y2024,,2024-07-08,3.58,3.49,0.08999999999999986,3.58,0.6979222222222203,0.13541111111111134,0.5328947368421053,False,
2024-07-11,SLQT,744,743,796,3.6997000000000004,target,Y2024,,2024-07-08,3.4799,3.37,0.10990000000000011,3.4799,1.8919415832575068,0.10805841674249309,0.5526315789473685,False,
2024-07-11,FATE,754,753,955,3.41,eod,Y2024,,2024-07-08,3.41,3.345,0.06499999999999995,3.41,-0.17836923076923095,0.17836923076923095,0.5723684210526315,False,
2024-07-11,AGL,776,775,881,5.96,stop,Y2024,,2024-07-08,6.07,5.96,0.11000000000000032,6.07,-1.1874181818181813,0.1874181818181813,0.5855263157894737,False,
2024-07-11,NOVA,790,789,837,7.135000000000001,target,Y2024,,2024-07-08,6.905,6.79,0.11500000000000021,6.905,1.7954521739130438,0.20454782608695615,0.6118421052631579,True,45.0
2024-07-11,FFWM,817,816,955,5.975,eod,Y2024,,2024-07-08,5.93,5.77,0.16000000000000014,5.93,0.15518124999999944,0.1260687499999999,0.625,True,46.0
2024-07-11,LESL,829,828,849,3.71,stop,Y2024,,2024-07-08,3.815,3.71,0.10499999999999998,3.815,-1.1233333333333333,0.12333333333333336,0.6052631578947368,False,
2024-07-12,TEM,603,602,610,40.51,stop,Y2024,,2024-07-08,41.515,40.51,1.0050000000000026,41.515,-1.1402487562189052,0.14024875621890512,0.36,False,
2024-07-12,QURE,606,605,672,9.175,stop,Y2024,,2024-07-08,9.53,9.175,0.35499999999999865,9.53,-1.09107323943662,0.09107323943662006,0.4,False,
2024-07-12,EVGO,612,611,955,4.045,eod,Y2024,,2024-07-08,3.8606,3.76,0.10060000000000002,3.8606,1.7021578528827046,0.13084413518886676,0.48,False,
2024-07-12,NKTX,627,626,648,6.7,stop,Y2024,,2024-07-08,6.895,6.7,0.1949999999999994,6.895,-1.1200205128205132,0.12002051282051318,0.4,False,
2024-07-12,KOSS,714,713,723,9.595,stop,Y2024,,2024-07-08,9.88,9.595,0.28500000000000014,9.88,-1.1176666666666666,0.11766666666666661,0.32,False,
2024-07-15,EBS,601,600,623,10.86,stop,Y2024,,2024-07-15,11.18,10.86,0.3200000000000003,11.18,-1.1185874999999998,0.1185874999999999,0.5636363636363636,False,
2024-07-15,HUT,601,600,724,19.58,target,Y2024,,2024-07-15,18.5,17.96,0.5399999999999991,18.5,1.8831185185185184,0.11688148148148167,0.5636363636363636,False,
2024-07-15,GEO,615,614,759,17.315,stop,Y2024,,2024-07-15,17.715,17.315,0.3999999999999986,17.715,-1.1503775000000005,0.15037750000000052,0.5454545454545454,False,
2024-07-15,APLD,626,625,748,6.654599999999999,target,Y2024,,2024-07-15,6.425,6.3102,0.11479999999999979,6.425,1.8093125435540065,0.1906874564459934,0.4727272727272727,False,
2024-07-15,CORZ,626,625,955,11.02,eod,Y2024,,2024-07-15,11.15,10.8,0.34999999999999964,11.15,-0.47966857142857416,0.10824000000000011,0.4727272727272727,False,
2024-07-15,CORZW,626,625,955,5.87,eod,Y2024,,2024-07-15,5.9,5.68,0.22000000000000064,5.9,-0.22751818181818229,0.0911545454545452,0.4727272727272727,False,
2024-07-15,MARA,632,631,660,22.885,target,Y2024,,2024-07-15,22.175,21.82,0.3550000000000004,22.175,1.7872197183098595,0.2127802816901406,0.5818181818181818,False,
2024-07-15,CONL,639,638,661,53.855000000000004,target,Y2024,,2024-07-15,51.485,50.3,1.1850000000000023,51.485,1.8518793248945151,0.14812067510548496,0.5818181818181818,False,
2024-07-15,HUMA,647,646,955,8.39,eod,Y2024,,2024-07-15,8.31,7.95,0.3600000000000003,8.31,0.1436944444444445,0.07852777777777771,0.5636363636363636,False,
2024-07-15,AUR,651,650,900,4.609999999999999,target,Y2024,,2024-07-15,4.33,4.19,0.13999999999999968,4.33,1.8944428571428569,0.1055571428571431,0.5818181818181818,False,
2024-07-15,RIOT,715,714,756,10.957199999999998,target,Y2024,,2024-07-15,10.6258,10.4601,0.1656999999999993,10.6258,1.7815691007845493,0.21843089921545056,0.6545454545454545,True,0.0
2024-07-15,WULF,715,714,740,5.79,stop,Y2024,,2024-07-15,5.9,5.79,0.11000000000000032,5.9,-1.1821636363636359,0.18216363636363583,0.6545454545454545,True,1.0
2024-07-15,RVMD,749,748,888,47.05,stop,Y2024,,2024-07-15,47.995,47.05,0.9450000000000003,47.995,-1.1724804232804233,0.17248042328042323,0.6545454545454545,True,2.0
2024-07-15,RUM,782,781,906,7.325000000000001,target,Y2024,,2024-07-15,6.775,6.5,0.27500000000000036,6.775,1.9158363636363638,0.08416363636363627,0.6363636363636364,True,3.0
2024-07-15,CIFR,793,792,923,5.9398,target,Y2024,,2024-07-15,5.66,5.5201,0.1398999999999999,5.66,1.8620446032880629,0.1379553967119372,0.6727272727272727,True,4.0
2024-07-15,HIVE,797,796,837,3.75,stop,Y2024,,2024-07-15,3.8188,3.75,0.06879999999999997,3.8188,-1.1885197674418606,0.18851976744186055,0.6909090909090909,True,5.0
2024-07-15,JOBY,803,802,829,6.89,stop,Y2024,,2024-07-15,7.0,6.89,0.11000000000000032,7.0,-1.2161636363636357,0.21616363636363575,0.7090909090909091,True,6.0
2024-07-16,PRME,622,621,665,6.340000000000001,target,Y2024,,2024-07-15,6.12,6.01,0.11000000000000032,6.12,1.8104363636363643,0.18956363636363582,0.6818181818181818,True,0.0
2024-07-16,SDIG,622,620,716,4.415,target,Y2024,,2024-07-15,4.165,4.04,0.125,4.165,1.886312,0.11368800000000001,0.6363636363636364,True,1.0
2024-07-16,TEM,624,623,737,41.0367,target,Y2024,,2024-07-15,38.5499,37.3065,1.2434000000000012,38.5499,1.8941876950297571,0.1058123049702428,0.6363636363636364,True,2.0
2024-07-16,POET,630,629,685,3.6700000000000004,target,Y2024,,2024-07-15,3.43,3.31,0.1200000000000001,3.43,1.9024166666666669,0.09758333333333324,0.6818181818181818,True,3.0
2024-07-16,ETNB,636,635,696,9.3,stop,Y2024,,2024-07-15,9.48,9.3,0.17999999999999972,9.48,-1.178866666666667,0.17886666666666698,0.7272727272727273,True,4.0
2024-07-16,MTCH,642,641,955,34.335,eod,Y2024,,2024-07-15,34.7301,34.1705,0.5596000000000032,34.7301,-0.916910864903496,0.21087083631164996,0.7727272727272727,True,5.0
2024-07-16,ANGO,649,648,671,7.32,stop,Y2024,,2024-07-15,7.45,7.32,0.1299999999999999,7.45,-1.1946461538461541,0.19464615384615402,0.7727272727272727,True,6.0
2024-07-16,LCID,658,657,826,3.9848,target,Y2024,,2024-07-15,3.795,3.7001,0.09489999999999998,3.795,1.863635827186512,0.1363641728134879,0.7272727272727273,True,7.0
2024-07-16,NVDQ,738,737,955,5.64,eod,Y2024,,2024-07-15,5.735,5.6,0.13500000000000068,5.735,-0.8480000000000005,0.14429629629629556,0.6818181818181818,True,8.0
2024-07-16,NKTX,757,756,955,8.0,eod,Y2024,,2024-07-15,7.97,7.73,0.23999999999999932,7.97,0.012066666666667739,0.11293333333333365,0.7272727272727273,True,9.0
2024-07-17,SOXS,601,600,838,22.23,target,Y2024,,2024-07-15,21.23,20.73,0.5,21.23,1.855236,0.144764,0.4375,False,
2024-07-17,HNST,627,626,676,3.94,stop,Y2024,,2024-07-15,4.07,3.94,0.13000000000000034,4.07,-1.1062461538461537,0.10624615384615357,0.4375,False,
2024-07-17,LABD,637,636,955,5.84,eod,Y2024,,2024-07-15,5.77,5.595,0.17499999999999982,5.77,0.28781714285714477,0.11218285714285725,0.53125,False,
2024-07-17,TSDD,662,661,955,8.95,eod,Y2024,,2024-07-15,8.75,8.55,0.1999999999999993,8.75,0.8510499999999994,0.14895000000000053,0.5,False,
2024-07-17,FNGD,666,665,955,23.42,eod,Y2024,,2024-07-15,23.2399,22.8599,0.379999999999999,23.2399,0.26591663157895606,0.2080307368421058,0.53125,False,
2024-07-17,TECS,666,665,955,5.925,eod,Y2024,,2024-07-15,5.84,5.76,0.08000000000000007,5.84,0.8140874999999989,0.2484124999999998,0.53125,False,
2024-07-17,AEHR,678,677,744,19.89,stop,Y2024,,2024-07-15,21.059,19.89,1.1690000000000005,21.059,-1.0610494439692044,0.061049443969204434,0.59375,False,
2024-07-17,NVDQ,707,706,955,6.37,eod,Y2024,,2024-07-15,6.32,6.215,0.10500000000000043,6.32,0.2714476190476162,0.20474285714285634,0.5625,False,
2024-07-17,VFC,819,818,842,16.000299999999996,target,Y2024,,2024-07-15,15.5101,15.265,0.24509999999999899,15.5101,1.7844456140350795,0.21555438596491316,0.5625,False,
2024-07-18,TEM,605,604,612,41.0941,stop,Y2024,,2024-07-15,41.9279,41.0941,0.8338000000000036,41.9279,-1.1707700887502992,0.1707700887502991,0.17391304347826086,False,
2024-07-18,IVP,636,635,669,12.540000000000001,target,Y2024,,2024-07-15,11.58,11.1,0.4800000000000004,11.58,1.917575,0.08242499999999993,0.17391304347826086,False,
2024-07-18,MGOL,660,658,758,4.26,stop,Y2024,,2024-07-15,4.3769,4.26,0.11690000000000023,4.3769,-1.1271007698887936,0.1271007698887936,0.21739130434782608,False,
2024-07-18,CGC,668,667,719,7.75,stop,Y2024,,2024-07-15,8.065,7.75,0.3149999999999995,8.065,-1.0868507936507938,0.08685079365079379,0.2608695652173913,False,
2024-07-18,WBD,706,705,805,8.72,stop,Y2024,,2024-07-15,8.855,8.72,0.1349999999999998,8.855,-1.2228148148148152,0.2228148148148152,0.21739130434782608,False,
2024-07-19,NFE,601,600,955,25.58,eod,Y2024,,2024-07-15,25.339,24.65,0.6890000000000001,25.339,0.22467227866473097,0.1251100145137881,0.3333333333333333,False,
2024-07-19,FFIN,603,602,613,35.83,stop,Y2024,,2024-07-15,36.3,35.83,0.46999999999999886,36.3,-1.2623957446808518,0.2623957446808517,0.375,False,
2024-07-19,BTBT,639,638,646,3.81,stop,Y2024,,2024-07-15,3.9,3.81,0.08999999999999986,3.9,-1.1471333333333336,0.14713333333333356,0.25,False,
2024-07-19,UVIX,670,669,718,5.96,stop,Y2024,,2024-07-15,6.08,5.96,0.1200000000000001,6.08,-1.1720666666666666,0.1720666666666665,0.25,False,
2024-07-22,AMSC,614,613,955,28.65,eod,Y2024,,2024-07-22,28.22,27.08,1.1400000000000006,28.22,0.29295263157894696,0.08424035087719295,0.4117647058823529,False,
2024-07-22,BE,614,613,801,14.19,stop,Y2024,,2024-07-22,14.625,14.19,0.4350000000000005,14.625,-1.1141103448275862,0.11411034482758609,0.4117647058823529,False,
2024-07-22,BOIL,615,614,810,11.993799999999998,target,Y2024,,2024-07-22,11.545,11.3206,0.22439999999999927,11.545,1.824675757575757,0.175324242424243,0.43137254901960786,False,
2024-07-22,HIMS,615,614,955,20.245,eod,Y2024,,2024-07-22,20.285,19.93,0.3550000000000004,20.285,-0.30693239436619446,0.1942563380281688,0.43137254901960786,False,
2024-07-22,CGC,624,623,949,8.330000000000002,target,Y2024,,2024-07-22,7.69,7.37,0.3200000000000003,7.69,1.9178937500000028,0.08210624999999994,0.45098039215686275,False,
2024-07-22,AVXL,629,628,955,5.93,eod,Y2024,,2024-07-22,5.68,5.52,0.16000000000000014,5.68,1.4414874999999987,0.12101249999999988,0.49019607843137253,False,
2024-07-22,IMMR,629,628,637,12.545,stop,Y2024,,2024-07-22,12.7476,12.545,0.20260000000000034,12.7476,-1.2137281342546886,0.2137281342546887,0.49019607843137253,False,
2024-07-22,NVDX,629,628,683,15.8596,stop,Y2024,,2024-07-22,16.27,15.8596,0.4103999999999992,16.27,-1.1345904483430802,0.13459044834308018,0.49019607843137253,False,
2024-07-22,JMIA,640,639,777,14.099800000000002,target,Y2024,,2024-07-22,13.085,12.5776,0.5074000000000005,13.085,1.911919668900276,0.088080331099724,0.5294117647058824,False,
2024-07-22,AMDL,641,640,669,14.405,stop,Y2024,,2024-07-22,14.7699,14.405,0.36490000000000045,14.7699,-1.1374203343381746,0.1374203343381747,0.5490196078431373,False,
2024-07-22,ALXO,676,675,703,6.49,stop,Y2024,,2024-07-22,6.595,6.49,0.10499999999999954,6.595,-1.2133523809523818,0.21335238095238188,0.47058823529411764,False,
2024-07-22,XPEV,711,710,955,8.995,eod,Y2024,,2024-07-22,8.98,8.845,0.1349999999999998,8.98,-0.11507407407408321,0.22618518518518554,0.49019607843137253,False,
2024-07-22,NIO,715,714,955,4.685,eod,Y2024,,2024-07-22,4.66,4.58,0.08000000000000007,4.66,0.11438749999999323,0.19811249999999983,0.5098039215686274,False,
2024-07-22,MSOX,771,770,830,3.01,stop,Y2024,,2024-07-22,3.1,3.01,0.0900000000000003,3.1,-1.1169111111111107,0.11691111111111073,0.5490196078431373,False,
2024-07-23,ZAPP,648,647,657,10.607999999999999,target,Y2024,,2024-07-22,9.87,9.501,0.3689999999999998,9.87,1.9086569105691056,0.09134308943089436,0.3,False,
2024-07-23,KITT,681,680,704,2.98,stop,Y2024,,2024-07-22,3.102,2.98,0.12199999999999989,3.102,-1.0862491803278689,0.08624918032786894,0.4,False,
2024-07-24,FLEX,606,605,643,32.3,stop,Y2024,,2024-07-22,32.92,32.3,0.6200000000000045,32.92,-1.1803290322580633,0.18032903225806318,0.5862068965517241,False,
2024-07-24,SOXS,607,606,719,24.979999999999997,target,Y2024,,2024-07-22,24.22,23.84,0.379999999999999,24.22,1.7828947368421046,0.2171052631578953,0.5862068965517241,False,
2024-07-24,TSDD,638,637,690,10.96,stop,Y2024,,2024-07-22,11.1802,10.96,0.2201999999999984,11.1802,-1.1724279745685753,0.17242797456857528,0.6896551724137931,True,0.0
2024-07-24,TSLQ,638,637,690,30.95,stop,Y2024,,2024-07-22,31.57,30.95,0.620000000000001,31.57,-1.1729258064516126,0.17292580645161262,0.6896551724137931,True,1.0
2024-07-24,TSLZ,638,637,691,17.3902,stop,Y2024,,2024-07-22,17.75,17.3902,0.3597999999999999,17.75,-1.1675320733740968,0.16753207337409676,0.6896551724137931,True,2.0
2024-07-24,ALKS,645,644,955,26.625,eod,Y2024,,2024-07-22,27.12,26.535,0.5850000000000009,27.12,-1.0036051282051284,0.15745128205128184,0.6551724137931034,True,3.0
2024-07-24,NVDQ,653,652,725,6.510599999999998,target,Y2024,,2024-07-22,6.3302,6.24,0.09019999999999939,6.3302,1.7609893569844772,0.2390106430155227,0.6896551724137931,True,4.0
2024-07-24,UVIX,705,704,783,6.5,target,Y2024,,2024-07-22,6.24,6.11,0.1299999999999999,6.24,1.8363999999999998,0.16360000000000013,0.7241379310344828,True,5.0
2024-07-24,UVXY,705,704,812,26.869699999999998,target,Y2024,,2024-07-22,26.0099,25.58,0.42989999999999995,26.0099,1.7938924866247965,0.20610751337520355,0.7241379310344828,True,6.0
2024-07-24,KITT,725,724,898,3.47,stop,Y2024,,2024-07-22,3.6,3.47,0.1299999999999999,3.6,-1.0939538461538463,0.09395384615384623,0.7241379310344828,True,7.0
2024-07-25,JDST,606,605,743,34.33,stop,Y2024,,2024-07-22,34.97,34.33,0.6400000000000006,34.97,-1.185578125,0.18557812499999984,0.42857142857142855,False,
