n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,note,capped,tc,costR,gross_pct,net_pct,cost_pct,r_pct,mde,ex5_uncapped,cap_bar,h1,h2,vgross,half_ok,exit_mix
1044,19.69811320754717,0.0011567457673399006,-0.07420986344537293,0.07877008258199797,0.03744372011154707,47.16981132075472,3.7735849056603774,8,-1404.8207973983986,1031.720363877759,120.76425811028547,-4229.136319849038,2.2785709077412353,58.333333333333336,-0.10326040396774085,98.5632183908046,1  H5-S20-X2R,TRAIN,,True,0.03168435897020916,0.07761333681465803,0.0026005448087158185,-0.0004348261504828866,0.0030353709591986635,4.323240920944815,0.08650016982561778,,0.10526315789473685,0.04564580022783727,0.10486112690205605,0.011515423437252753,True,eod:0.62|stop:0.29|target:0.08
500,21.73913043478261,-0.06861980436804903,-0.14625572825958558,0.011515423437252753,-1.6572716930697386,30.434782608695656,4.3478260869565215,7,-1146.3218077917838,834.879250141851,-3430.9902184024522,-4681.064550539646,-149.17348775662836,20.0,-0.17492512947289485,98.8,1  H5-S20-X2R,VAL,,True,-1.3268177599750848,0.08013522780530176,0.0006840456621794955,-0.0027342829270857773,0.0034183285892652247,4.731626511042665,0.11593479393511377,,0.10526315789473685,0.04564580022783727,0.10486112690205605,0.011515423437252753,True,eod:0.62|stop:0.29|target:0.08
1013,19.11320754716981,0.013989144701764586,-0.0646980082396843,0.0945145887278248,0.4122821880855749,43.39622641509434,3.7735849056603774,8,-1276.1448382873637,1685.9071514219972,1417.1003582887531,-4500.324615763192,26.73774260922176,58.333333333333336,-0.13710331953255303,98.61796643632775,2  H5-S20-XLK,TRAIN,,False,0.33763937805769195,0.08052544402606017,0.003322635053010134,0.000170135769291109,0.003152499283718985,4.344946807080895,0.09500678490823049,-0.13710331953255303,,0.04283387830274991,0.13582243897877275,0.03902108617500807,True,eod:0.68|stop:0.29|lock:0.03
484,21.043478260869566,-0.0432060356349293,-0.12284456087697428,0.03902108617500807,-0.941264680926953,30.434782608695656,4.3478260869565215,7,-1040.9211721348072,1061.3816635951218,-2091.1721247305773,-4220.191561598146,-90.92052716219901,20.0,-0.18928388204917482,98.7603305785124,2  H5-S20-XLK,VAL,,False,-0.7662496189359495,0.08222712180993731,0.0021178481346814703,-0.001398748568438351,0.003516596703119775,4.751444595705734,0.12852591011772008,-0.18928388204917482,,0.04283387830274991,0.13582243897877275,0.03902108617500807,True,eod:0.68|stop:0.29|lock:0.03
1005,18.962264150943398,0.018532960132888323,-0.05951178776393713,0.09845797930307412,0.5314636071405295,45.28301886792453,3.7735849056603774,8,-1366.9071408141774,1536.057151421997,1862.5624933552767,-4530.724004633719,35.14268855387314,58.333333333333336,-0.13923988097164158,98.60696517412936,3  H5-S20-XBR,TRAIN,,False,0.4332195679764093,0.07992501917018575,0.003529538894919962,0.0003895922320752255,0.0031399466628446965,4.356495950326493,0.09764034201944131,-0.13923988097164158,,0.04254589381064746,0.14342856153037598,0.0376481618150908,True,eod:0.70|stop:0.30
482,20.956521739130434,-0.04421328399649568,-0.12346774994088844,0.0376481618150908,-0.9544172454409819,34.78260869565217,4.3478260869565215,7,-1040.9211721348072,1061.3816635951218,-2131.0802886310908,-4335.260987185984,-92.65566472309091,20.0,-0.1909855218809111,98.7551867219917,3  H5-S20-XBR,VAL,,False,-0.7689799221716588,0.08186144581158641,0.0020459705606775446,-0.0014632608389439105,0.0035092313996214083,4.759814625399423,0.1297097215935031,-0.1909855218809111,,0.04254589381064746,0.14342856153037598,0.0376481618150908,True,eod:0.70|stop:0.30
1005,18.962264150943398,0.07422059270522435,0.010227281846467333,0.13967432050331696,1.431780846047534,49.056603773584904,3.7735849056603774,4,-2176.555060523593,2525.6275011031175,7459.169566875046,-5818.414177614915,140.73904843160466,83.33333333333334,-0.16565399350010976,98.60696517412936,4  H5-S20-XNO,TRAIN,,False,1.2210894654918225,0.06545372779809255,0.004810864879342137,0.00225643013996752,0.0025544347393745637,4.356495950326493,0.14514627720318643,-0.16565399350010976,,0.07317547260011585,0.19315992887070313,0.08262409935174952,True,nextopen:0.70|stop:0.30
482,20.956521739130434,0.016041632665756266,-0.04832763628834864,0.08262409935174952,0.23064661157623878,56.52173913043478,4.3478260869565215,7,-1774.106248800863,1642.5253127471626,773.2066944894509,-6391.74330319418,33.61768236910656,60.0,-0.20965227585961208,98.7551867219917,4  H5-S20-XNO,VAL,,False,0.19180131100168654,0.06658246668599327,0.005401549757799664,0.0025692217657286996,0.0028323279920709067,4.759814625399423,0.19474195244906362,-0.20965227585961208,,0.07317547260011585,0.19315992887070313,0.08262409935174952,True,nextopen:0.70|stop:0.30
750,14.150943396226415,-0.04246198426963176,-0.11692471292377479,0.03367643420305055,-1.1572783574819376,37.735849056603776,9.433962264150944,6,-913.6797703870833,645.4730890156837,-3184.648820222381,-4567.425290379881,-60.087713589101526,18.181818181818183,-0.14934212069005445,97.73333333333333,5  H20-S20-X2R,TRAIN,,True,-1.0348899377770997,0.07613841847268227,0.0028045220961888154,-7.9084891983348e-05,0.002883606988172122,4.247495975578293,0.10273548726311903,,0.10526315789473685,0.011460432033218818,0.044195209297214516,0.04654758483427065,True,eod:0.61|stop:0.31|target:0.08
471,20.47826086956522,-0.03127939140317604,-0.10687560292942114,0.04654758483427065,-0.7085718418333734,43.47826086956522,4.3478260869565215,7,-913.0050393370227,841.3329424145774,-1473.2593350895916,-3218.6700491787246,-64.05475369954746,60.0,-0.13783735848336978,99.15074309978769,5  H20-S20-X2R,VAL,,True,-0.5825939894384572,0.07782697623744667,0.0024682066560173816,-0.0007205239683269522,0.0031887306243442875,4.68031768887536,0.12360397458397537,,0.10526315789473685,0.011460432033218818,0.044195209297214516,0.04654758483427065,True,eod:0.61|stop:0.31|target:0.08
732,13.81132075471698,-0.029435488513630186,-0.10628510011956106,0.04897812016343643,-0.747124007451328,45.28301886792453,9.433962264150944,4,-983.5538879156496,845.6857722705906,-2154.6777591977293,-3998.6084636557252,-40.654297343353385,45.45454545454545,-0.17622187790365107,97.6775956284153,6  H20-S20-XLK,TRAIN,,False,-0.6478833483931977,0.07841360867706657,0.003333624826936772,0.00035045360585317104,0.0029831712210835605,4.27012214147712,0.11031551257377283,-0.17622187790365107,,0.03221370855268178,0.05685537381186331,0.06340399212630862,True,eod:0.67|stop:0.31|lock:0.02
