n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,note,capped,tc,costR,gross_pct,net_pct,cost_pct,r_pct,mde,ex5_uncapped,cap_bar,h1,h2,vgross,half_ok,exit_mix
1622,30.60377358490566,-0.10693921533680749,-0.13987097723625172,-0.03895918684147366,-3.4158001457905294,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,B0 1m-k5-X2R (B2 reference),TRAIN,,True,-2.9931691681122707,0.06798002849533383,-0.12488421646732853,-0.36806579537312434,0.24318157890579575,3.6456288119563194,0.08766022312870501,,0.10526315789473685,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,stop:0.50|eod:0.29|target:0.21
706,30.695652173913043,0.012650779374544391,-0.02591279892455078,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391667,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971138,57.082152974504254,B0 1m-k5-X2R (B2 reference),VAL,,True,0.26162959495333094,0.07006955092013452,0.3426379547863151,0.07204382276034843,0.2705941320259665,4.0571331581630625,0.13226736123718896,,0.10526315789473685,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False,stop:0.50|eod:0.29|target:0.21
1296,24.452830188679247,-0.1426895454834743,-0.22961873904576519,-0.05598179019697923,-4.654015703776865,26.41509433962264,1.8867924528301887,7,-1642.8152268946642,1054.2961644448912,-18492.565094658265,-19054.66037659977,-348.916322540722,8.333333333333332,-0.25347869899578884,96.91358024691358,M1 5m-k3-X2R,TRAIN,,True,-4.1310967829915795,0.08670775528649503,-0.15641252561847913,-0.4004940228478635,0.24408149722938438,2.9068014624187986,0.08584645020202608,,0.10526315789473685,-0.07920090966895674,-0.03527101355847084,0.015304265121288732,False,eod:0.46|stop:0.42|target:0.13
606,26.347826086956523,-0.07087626168002202,-0.15826115010524194,0.015304265121288732,-1.5537176289736403,39.130434782608695,4.3478260869565215,4,-1292.0547769874463,1107.7501968204033,-4295.101457809335,-6002.940263575341,-186.74354164388416,40.0,-0.1800329589400456,96.69966996699671,M1 5m-k3-X2R,VAL,,True,-1.254203874231891,0.08618052680131076,0.035424009447930865,-0.2150691484759407,0.25049315792387156,2.994297512956477,0.1277281849695924,,0.10526315789473685,-0.07920090966895674,-0.03527101355847084,0.015304265121288732,False,eod:0.46|stop:0.42|target:0.13
1239,23.37735849056604,-0.04686495115760711,-0.13018145671381723,0.03295775177321198,-1.6287701472848968,43.39622641509434,1.8867924528301887,4,-1206.9064849883669,1428.6006561400432,-5806.5674484275205,-6227.866431736538,-109.55787638542492,33.33333333333333,-0.15232436735877086,97.98224374495561,M2 5m-k5-X2R,TRAIN,,True,-1.4562608097443326,0.07982270293081908,0.08727676253683078,-0.14627666991217128,0.2335534324490021,3.0368201640640775,0.08056499774387575,,0.10526315789473685,0.01695578085160988,0.04779006074564566,0.006407889436329962,True,eod:0.59|stop:0.32|target:0.09
557,24.217391304347824,-0.0733732428405044,-0.16126231308811617,0.006407889436329962,-1.727656815277081,39.130434782608695,4.3478260869565215,4,-913.6896322734204,823.2987112129935,-4086.8896262160943,-4426.831750474574,-177.69085331374322,0.0,-0.18045598056926263,96.94793536804309,M2 5m-k5-X2R,VAL,,True,-1.6162902166572681,0.07978113227683435,-0.007882101796283696,-0.24438223149321242,0.2365001296969287,3.0642812856249106,0.11891544555419305,,0.10526315789473685,0.01695578085160988,0.04779006074564566,0.006407889436329962,True,eod:0.59|stop:0.32|target:0.09
972,18.339622641509433,-0.09732593608352495,-0.1751281193520204,-0.01689063905134925,-3.408666728753712,32.075471698113205,1.8867924528301887,6,-1541.9048848028997,2138.5708134101965,-9460.080987318626,-9798.840300195337,-178.49209410035144,16.666666666666664,-0.20601851504858143,99.38271604938271,M3 15m-k3-X2R,TRAIN,,True,-2.7281772568388263,0.08043529703217571,-0.0601085149100446,-0.28892607206422616,0.2288175571541816,2.9631893444909205,0.07994698300514314,,0.10526315789473685,-0.04878468839465163,0.012121040410240145,0.035110060008397254,False,eod:0.69|stop:0.25|target:0.06
450,19.565217391304348,-0.04447522847248914,-0.13380469348595359,0.035110060008397254,-1.0843712429798342,34.78260869565217,4.3478260869565215,6,-763.4902599098392,832.3688575813989,-2001.3852812620107,-3885.773461851552,-87.01675135921786,40.0,-0.15161930562414103,100.0,M3 15m-k3-X2R,VAL,,True,-0.9349394108558562,0.07958528848088638,0.12834811494857623,-0.10093005496452968,0.22927816991310587,2.997367786974817,0.11484133365687699,,0.10526315789473685,-0.04878468839465163,0.012121040410240145,0.035110060008397254,False,eod:0.69|stop:0.25|target:0.06
859,16.20754716981132,-0.029357009037097814,-0.09336514840188265,0.04543039709433134,-1.1274463502353755,37.735849056603776,1.8867924528301887,6,-1240.8742898979,1631.024791716574,-2521.767076286703,-4516.045913877819,-47.58051087333401,33.33333333333333,-0.13016159383895978,99.53434225844005,M4 15m-k5-X2R,TRAIN,,True,-0.8739774992844287,0.07478740613142915,0.13503408238746747,-0.08320137952161283,0.2182354619090803,3.040130608183361,0.0729077931616996,,0.10526315789473685,0.057419108230563155,0.034483021669264445,0.001952687773957703,True,eod:0.82|stop:0.15|target:0.03
405,17.608695652173914,-0.07099525027626762,-0.13758018487849094,0.001952687773957703,-1.997419794498349,39.130434782608695,4.3478260869565215,5,-984.9725896680613,783.5542316456853,-2875.307636188838,-4526.350254388521,-125.01337548647122,20.0,-0.16932533310996337,100.0,M4 15m-k5-X2R,VAL,,True,-1.6657616120178094,0.07294793805022531,0.024271725163442223,-0.19431765303486176,0.21858937819830396,3.1249127966047783,0.09952174366204,,0.10526315789473685,0.057419108230563155,0.034483021669264445,0.001952687773957703,True,eod:0.82|stop:0.15|target:0.03
1187,22.39622641509434,-0.048492157752319104,-0.1349932452646004,0.033577008374173656,-1.490761059976693,33.9622641509434,1.8867924528301887,5,-1366.0444630697407,2754.0763789042744,-5756.019125200277,-6308.362723860819,-108.60413443774107,16.666666666666664,-0.20583447747358635,97.89385004212299,M5 5m-k5-XBR,TRAIN,,False,-1.2502435343355216,0.08206916612649275,0.07741403496615253,-0.16273516736884272,0.24014920233499526,3.040188042188313,0.09107968094405168,-0.20583447747358635,,0.016130838975966087,0.049913225722576796,-0.0076228045272054646,False,eod:0.67|stop:0.33
532,23.130434782608695,-0.089689589267411,-0.18100064434708663,-0.0076228045272054646,-2.0099951187957674,26.08695652173913,4.3478260869565215,8,-994.2615872182225,862.5631153674241,-4771.486149026266,-5061.140575270556,-207.45591952288112,0.0,-0.22620376148546203,96.99248120300751,M5 5m-k5-XBR,VAL,,False,-1.8247510417818262,0.08206678474020551,-0.024843674631755425,-0.2678413675492604,0.24299769291750498,3.0703403519360393,0.1249410247817959,-0.22620376148546203,,0.016130838975966087,0.049913225722576796,-0.0076228045272054646,False,eod:0.67|stop:0.33
944,17.81132075471698,-0.08494553597617541,-0.16464397816729603,-0.003242493714009533,-2.6294396480512128,37.735849056603776,1.8867924528301887,5,-1541.9048848028997,3906.9160173452324,-8018.858596150959,-8261.953009715098,-151.2992187953011,16.666666666666664,-0.2285365933457859,99.36440677966102,M6 15m-k3-XBR,TRAIN,,False,-1.9416732985981386,0.08170304226216588,-0.026286293711167964,-0.2583510947926794,0.2320648010815115,2.962341981052238,0.0904555846754535,-0.2285365933457859,,-0.022890053362950042,0.014353513521788604,0.03810106987236801,False,eod:0.75|stop:0.25
440,19.130434782608695,-0.042877612293692906,-0.13417471586540855,0.03810106987236801,-1.0099246826278288,39.130434782608695,4.3478260869565215,6,-763.4902599098392,917.8752868006031,-1886.6149409224881,-4104.317565474098,-82.02673656184731,40.0,-0.1617648728432345,100.0,M6 15m-k3-XBR,VAL,,False,-0.8501718249096412,0.08097868216606091,0.1358857817438738,-0.09683593280497152,0.2327217145488453,2.9959929309929816,0.11887749303240162,-0.1617648728432345,,-0.022890053362950042,0.014353513521788604,0.03810106987236801,False,eod:0.75|stop:0.25
1196,22.566037735849058,-0.04872198008701,-0.13562304437325862,0.034002663936113904,-1.529532170741786,35.84905660377358,1.8867924528301887,4,-1364.9359152447903,2530.6081656302954,-5827.1488184063965,-6155.153229796761,-109.94620412087541,33.33333333333333,-0.2029185361184419,97.82608695652173,M7 5m-k5-XLK,TRAIN,,False,-1.3059143227660923,0.0827246440231239,0.08000627699000287,-0.16183045569074112,0.24183673268074402,3.037878871554463,0.08919168020994737,-0.2029185361184419,,0.014957655014971167,0.051814986195694,-0.011648342073137941,False,eod:0.64|stop:0.32|lock:0.03
534,23.217391304347824,-0.09438395671091701,-0.18642173152560707,-0.011648342073137941,-2.1801076702159587,26.08695652173913,4.3478260869565215,8,-917.9590184528645,680.3714949236764,-5040.103288362968,-5329.75771460726,-219.1349255809986,0.0,-0.22499169723591464,97.00374531835206,M7 5m-k5-XLK,VAL,,False,-2.0039292016061947,0.08273561463777906,-0.041990943196622124,-0.2866740967359119,0.2446831535392897,3.070001353161812,0.12122111325097483,-0.22499169723591464,,0.014957655014971167,0.051814986195694,-0.011648342073137941,False,eod:0.64|stop:0.32|lock:0.03
947,17.867924528301888,-0.0899675784548059,-0.17013776961690386,-0.007668778905440346,-2.8291291282875246,37.735849056603776,1.8867924528301887,5,-1541.9048848028997,3701.659938781923,-8519.929679670118,-8755.667529690932,-160.75339018245506,16.666666666666664,-0.231425670148359,99.36642027455122,M8 15m-k3-XLK,TRAIN,,False,-2.096169747272872,0.08229879954936553,-0.041171039487545,-0.2747724774940779,0.23360143800653294,2.9618950067080463,0.0890412590767596,-0.231425670148359,,-0.03932422886966319,0.02063119336257489,0.021693677192779585,False,eod:0.73|stop:0.25|lock:0.02
443,19.26086956521739,-0.05941222309175902,-0.15067427103317882,0.021693677192779585,-1.4362331279795966,39.130434782608695,4.3478260869565215,6,-763.4902599098392,797.270226268307,-2631.961482964925,-4231.4462632300065,-114.43310795499674,40.0,-0.17809709618987946,99.77426636568849,M8 15m-k3-XLK,VAL,,False,-1.2917698868602214,0.08110590028453861,0.08987510462241055,-0.1433440488705226,0.2332191534929331,2.9976350285767697,0.11582675640614279,-0.17809709618987946,,-0.03932422886966319,0.02063119336257489,0.021693677192779585,False,eod:0.73|stop:0.25|lock:0.02
