day,symbol,split,wk,entry_m,break_m,level,next_open,stop,r_pct,rr,why,exit_m,sp_pct,imputed,adv20
2025-04-09,WASH,TRAIN,2025-04-05/2025-04-11,844,843,27.97,28.09,27.4,2.456390174439307,-1.0541884057970992,stop,908,0.35026045827873364,True,231268.55
2025-04-09,WDC,TRAIN,2025-04-05/2025-04-11,841,840,36.48,36.62,35.61,2.758055707263785,-0.3366336633663336,eod,955,0.3571110177154584,True,8624726.85
2025-04-24,SMCX,TRAIN,2025-04-19/2025-04-25,850,849,32.82,32.66,31.8703,2.417942437232077,-1.040357477523112,stop,901,0.3571110177154584,True,3456857.15
2025-05-06,NNE,TRAIN,2025-05-03/2025-05-09,870,869,24.5,24.44,23.34,4.50081833060557,0.5409090909090892,eod,955,0.35026045827873364,True,1455077.75
2025-05-08,IONQ,TRAIN,2025-05-03/2025-05-09,850,849,33.36,33.36,32.45,2.7278177458033475,-1.0356593406593375,stop,856,0.3571110177154584,True,14712115.4
2025-05-20,DFDV,TRAIN,2025-05-17/2025-05-23,915,914,178.4624,179.0,167.02,6.692737430167592,-0.2504173622704509,eod,956,0.4853954390707659,True,216135.1
2025-05-20,WRBY,TRAIN,2025-05-17/2025-05-23,856,855,22.15,21.0799,17.83,15.417056058140696,-0.1476660820332924,eod,955,0.35026045827873364,True,2627022.65
2025-05-23,DJT,TRAIN,2025-05-17/2025-05-23,899,898,25.757,25.7102,25.09,2.412272172134019,0.0641728474685578,eod,955,0.35026045827873364,True,3109726.75
2025-05-23,TNXP,TRAIN,2025-05-17/2025-05-23,845,843,28.5,28.59,27.92,2.3434767401189163,0.2240298507462721,eod,955,0.35026045827873364,True,1024291.6
2025-05-29,EXOD,TRAIN,2025-05-24/2025-05-30,867,866,30.29,30.33,29.5597,2.5397296406198446,0.1428015059067936,eod,955,0.3571110177154584,True,133240.25
2025-05-29,SBET,TRAIN,2025-05-24/2025-05-30,862,861,60.5,60.02,56.53,5.814728423858717,1.999999999999998,target,890,0.396321664321762,True,3903484.25
2025-06-02,DOGZ,TRAIN,2025-05-31/2025-06-06,902,900,27.46,27.61,26.89,2.6077508149221256,-1.0373472222222246,stop,925,0.35026045827873364,True,304078.7
2025-06-05,NGNE,TRAIN,2025-05-31/2025-06-06,901,900,23.0,22.98,22.3181,2.8803307223672725,-0.0226620335398105,eod,955,0.35026045827873364,True,216021.05
2025-06-05,UVIX,TRAIN,2025-05-31/2025-06-06,918,917,28.05,28.16,27.2348,3.2855113636363646,-0.0324254215304811,eod,955,0.35026045827873364,True,8866954.35
2025-06-11,UVIX,TRAIN,2025-06-07/2025-06-13,858,857,25.44,25.3535,24.63,2.853649397519085,0.0642709053213519,eod,955,0.35026045827873364,True,9808730.5
2025-06-12,DFDV,TRAIN,2025-06-07/2025-06-13,861,860,32.0,32.0,30.9225,3.3671875000000018,-1.0286983758700687,stop,914,0.3571110177154584,True,1776264.1
2025-06-13,UVIX,TRAIN,2025-06-07/2025-06-13,872,871,30.3,30.36,29.4201,3.095849802371535,0.2181083093946189,eod,955,0.3571110177154584,True,10516718.75
2025-06-18,LZMH,TRAIN,2025-06-14/2025-06-20,841,840,21.504,21.495,20.51,4.582461037450567,2.0,target,845,0.35026045827873364,True,525541.95
2025-06-20,EPSM,TRAIN,2025-06-14/2025-06-20,840,839,23.255,23.255,22.2001,4.53622876800688,2.0,target,845,0.35026045827873364,True,202985.4
2025-06-23,WGS,TRAIN,2025-06-21/2025-06-27,929,928,72.35,72.53,66.3,8.589549152075008,1.2584269662921346,eod,955,0.396321664321762,True,663091.35
2025-06-25,BRKR,TRAIN,2025-06-21/2025-06-27,901,900,41.75,41.69,40.43,3.02230750779563,-0.563492063492065,eod,955,0.3571110177154584,True,1773166.1
2025-06-25,TECH,TRAIN,2025-06-21/2025-06-27,900,899,52.42,52.59,50.8342,3.3386575394561717,-0.4727189884952757,eod,955,0.396321664321762,True,2579307.8
2025-06-30,XXRP,TRAIN,2025-06-28/2025-07-04,925,924,28.16,28.295,27.58,2.5269482240678687,0.2167832167832123,eod,955,0.35026045827873364,True,560991.65
2025-07-02,BMNR,TRAIN,2025-06-28/2025-07-04,894,893,62.23,61.41,58.52,4.706073929327461,-1.0202491349480975,stop,953,0.396321664321762,True,9329492.705882354
2025-07-08,YB,TRAIN,2025-07-05/2025-07-11,847,844,26.98,27.025,26.08,3.496762257169289,-0.1784126984126961,eod,955,0.35026045827873364,True,172056.15
2025-07-09,GRRR,TRAIN,2025-07-05/2025-07-11,845,844,23.2,22.73,21.43,5.71931368235812,1.2576923076923054,eod,955,0.35026045827873364,True,2914681.15
2025-07-09,YB,TRAIN,2025-07-05/2025-07-11,885,880,29.88,29.97,29.17,2.6693360026693265,0.7003750000000044,eod,957,0.35026045827873364,True,185923.9
2025-07-10,DFDV,TRAIN,2025-07-05/2025-07-11,861,860,26.1986,26.19,25.3961,3.031309660175642,-1.0319890414409854,stop,872,0.35026045827873364,True,1883737.45
2025-07-14,INKT,TRAIN,2025-07-12/2025-07-18,928,927,46.75,46.96,43.53,7.304088586030663,-1.0126909620991245,stop,946,0.3571110177154584,True,2407617.75
2025-07-14,NNE,TRAIN,2025-07-12/2025-07-18,859,858,36.2,36.135,35.2,2.587519025875177,-0.1016042780748656,eod,955,0.3571110177154584,True,3601418.7
2025-07-14,OKLL,TRAIN,2025-07-12/2025-07-18,840,839,22.1,22.045,21.51,2.426854161941484,2.0,target,864,0.35026045827873364,True,589260.5
2025-07-15,SBET,TRAIN,2025-07-12/2025-07-18,840,839,29.1459,29.1,28.24,2.9553264604811096,-1.0328372093023257,stop,869,0.35026045827873364,True,28652974.9
2025-07-16,SBET,TRAIN,2025-07-12/2025-07-18,850,849,37.99,37.99,37.06,2.4480126349039213,-1.0398494623655878,stop,930,0.3571110177154584,True,30097600.85
2025-07-17,VOYG,TRAIN,2025-07-12/2025-07-18,926,925,45.842,46.0909,44.9801,2.4100201992150243,-0.2033669427439649,eod,955,0.3571110177154584,True,1478344.6
2025-07-18,CRC,TRAIN,2025-07-12/2025-07-18,910,909,51.15,50.951,49.35,3.142234696080546,0.2117426608369761,eod,955,0.396321664321762,True,946702.25
2025-07-21,S,TRAIN,2025-07-19/2025-07-25,851,850,20.42,20.44,19.73,3.473581213307245,-1.0277887323943649,stop,888,0.35026045827873364,True,5485392.45
2025-07-25,QNTM,TRAIN,2025-07-19/2025-07-25,855,854,25.5,25.6,24.75,3.3203125000000053,-1.0291176470588246,stop,873,0.35026045827873364,True,198985.95
2025-07-25,RNA,TRAIN,2025-07-19/2025-07-25,858,857,35.52,35.4811,34.495,2.7792261232036224,0.8912889159314483,eod,955,0.3571110177154584,True,2090661.05
2025-07-29,NEGG,TRAIN,2025-07-26/2025-08-01,909,908,50.81,50.6033,48.98,3.207893556349093,2.0,target,920,0.396321664321762,True,998459.8
2025-07-31,SUPX,TRAIN,2025-07-26/2025-08-01,902,901,22.6699,22.7,22.15,2.4229074889867874,-1.040272727272727,stop,938,0.35026045827873364,True,352583.5
2025-08-13,IDR,TRAIN,2025-08-09/2025-08-15,840,839,26.2,26.255,25.42,3.1803466006474856,-0.1856287425149677,eod,955,0.35026045827873364,True,466005.95
2025-08-13,NEGG,TRAIN,2025-08-09/2025-08-15,887,886,95.0,95.435,90.71,4.951013779011902,-0.7937142857142834,eod,955,0.396321664321762,True,1186888.4
2025-08-13,UPSX,TRAIN,2025-08-09/2025-08-15,854,852,28.9,29.06,28.2469,2.79800412938747,0.1721805435985743,eod,955,0.35026045827873364,True,245512.7
2025-08-15,OS,TRAIN,2025-08-09/2025-08-15,929,928,20.8,20.917,20.36,2.6629057704259798,0.0233393177737846,eod,955,0.35026045827873364,True,1613258.35
2025-08-20,NBR,TRAIN,2025-08-16/2025-08-22,882,881,36.6,36.44,34.0,6.695938529088908,-0.0450819672131145,eod,955,0.3571110177154584,True,553173.95
2025-08-29,NEON,TRAIN,2025-08-23/2025-08-29,840,839,24.9,24.74,23.05,6.831042845594171,-1.0136390532544386,stop,841,0.35026045827873364,True,249482.45
2025-09-02,SMU,TRAIN,2025-08-30/2025-09-05,840,839,22.9398,23.06,22.09,4.206418039895919,0.260412371134022,eod,955,0.35026045827873364,True,584935.95
2025-09-02,SOUX,TRAIN,2025-08-30/2025-09-05,919,918,30.08,30.17,29.4,2.552204176334117,2.0,target,943,0.3571110177154584,True,330543.65
2025-09-08,NKTR,TRAIN,2025-09-06/2025-09-12,911,910,43.68,43.93,42.7638,2.6546778966537588,0.1886468873263587,eod,955,0.3571110177154584,True,885101.35
2025-09-12,KMTS,TRAIN,2025-09-06/2025-09-12,853,852,21.0,21.06,20.52,2.5641025641025603,1.33333333333334,eod,955,0.35026045827873364,True,232130.1
2025-09-16,HSDT,TRAIN,2025-09-13/2025-09-19,841,840,22.45,22.5,21.97,2.3555555555555605,2.0,target,847,0.35026045827873364,True,1040612.3
2025-09-17,HUT,TRAIN,2025-09-13/2025-09-19,845,844,37.01,36.975,35.95,2.772143340094655,-1.0350731707317071,stop,852,0.3571110177154584,True,5696617.25
2025-09-17,IONL,TRAIN,2025-09-13/2025-09-19,907,906,96.385,96.86,92.8,4.191616766467068,0.0320197044334964,eod,955,0.396321664321762,True,135791.9
2025-09-17,LABU,TRAIN,2025-09-13/2025-09-19,846,845,82.5,82.63,80.25,2.880309814837221,-1.0337184873949607,stop,854,0.396321664321762,True,1079206.25
2025-09-17,QUBX,TRAIN,2025-09-13/2025-09-19,843,842,21.1,21.18,19.85,6.279508970727093,-1.0149248120300765,stop,852,0.35026045827873364,True,201897.7
2025-09-17,RGTI,TRAIN,2025-09-13/2025-09-19,843,842,21.19,21.26,20.72,2.539981185324565,-1.0383703703703715,stop,851,0.35026045827873364,True,41789557.25
2025-09-17,TNA,TRAIN,2025-09-13/2025-09-19,845,844,46.2099,46.475,44.56,4.1204948897256575,-1.023268929503915,stop,879,0.3571110177154584,True,12809089.9
2025-09-19,IDR,TRAIN,2025-09-13/2025-09-19,902,901,30.76,30.936,29.7882,3.710240496508922,-0.562815821571703,eod,955,0.3571110177154584,True,436632.85
2025-09-19,RGTX,TRAIN,2025-09-13/2025-09-19,879,878,140.03,140.2502,135.54,3.358426583348911,-0.2855929684514461,eod,955,0.4853954390707659,True,755673.9
2025-09-23,QUBT,TRAIN,2025-09-20/2025-09-26,920,919,22.13,22.175,21.62,2.5028184892897394,-1.0389549549549526,stop,928,0.35026045827873364,True,26858895.8
2025-09-23,RGTIW,TRAIN,2025-09-20/2025-09-26,889,888,19.94,20.02,19.3389,3.402097902097906,0.3376890324475116,eod,955,0.35026045827873364,True,544714.25
2025-09-23,RGTX,TRAIN,2025-09-20/2025-09-26,889,888,166.59,166.95,160.6,3.8035339922132345,0.2937165354330731,eod,956,0.4853954390707659,True,802626.1
2025-09-26,FOFO,TRAIN,2025-09-20/2025-09-26,859,858,45.1352,45.1941,43.52,3.704244580597901,0.4813929872767477,eod,955,0.3571110177154584,True,555309.7777777778
2025-09-29,BKKT,TRAIN,2025-09-27/2025-10-03,841,840,26.6765,26.66,25.5326,4.228807201800456,-1.022647330140147,stop,932,0.35026045827873364,True,2919209.45
2025-09-29,CLSX,TRAIN,2025-09-27/2025-10-03,897,895,50.0,50.1339,47.98,4.296294523266693,-0.3105529504619497,eod,955,0.396321664321762,True,136822.0
2025-09-30,BKKT,TRAIN,2025-09-27/2025-10-03,925,924,32.68,32.665,31.85,2.495025256390625,1.0868711656441787,eod,955,0.3571110177154584,True,3244220.5
2025-10-01,INTW,TRAIN,2025-09-27/2025-10-03,841,840,43.32,43.33,40.82,5.792753288714512,0.434262948207173,eod,955,0.3571110177154584,True,2022820.3
2025-10-02,EXOD,TRAIN,2025-09-27/2025-10-03,900,899,31.27,31.195,30.285,2.9171341561147623,-0.5989010989011007,eod,955,0.3571110177154584,True,115984.65
2025-10-02,NGNE,TRAIN,2025-09-27/2025-10-03,903,902,21.24,21.26,20.75,2.3988711194731964,-0.745098039215689,eod,955,0.35026045827873364,True,166043.05
2025-10-02,QPUX,TRAIN,2025-09-27/2025-10-03,929,918,50.0,50.3,48.66,3.2604373757455285,-0.4634146341463401,eod,956,0.396321664321762,True,133200.05
2025-10-03,RGTIW,TRAIN,2025-09-27/2025-10-03,881,880,28.47,28.51,27.71,2.8060329708874105,0.2374999999999969,eod,955,0.35026045827873364,True,726423.4
2025-10-08,NBTX,TRAIN,2025-10-04/2025-10-10,860,859,27.12,26.8816,26.1,2.907565025891307,0.4905322415557868,eod,955,0.35026045827873364,True,119020.65
2025-10-09,ASTX,TRAIN,2025-10-04/2025-10-10,852,851,80.33,80.4984,78.37,2.6440277073830027,-1.210486750610791,stop,875,0.396321664321762,True,1120971.15
2025-10-10,NVA,TRAIN,2025-10-04/2025-10-10,882,881,26.19,26.127,25.316,3.1040685880506755,0.5893958076448848,eod,955,0.35026045827873364,True,133903.05
2025-10-13,BAIG,TRAIN,2025-10-11/2025-10-17,865,864,32.3251,32.47,31.5871,2.719125346473666,-0.1698946653075078,eod,955,0.3571110177154584,True,863448.5
2025-10-13,PZZA,TRAIN,2025-10-11/2025-10-17,866,865,47.61,45.67,42.27,7.444712064812784,0.0117647058823526,eod,955,0.3571110177154584,True,938622.5
2025-10-14,CRML,TRAIN,2025-10-11/2025-10-17,849,848,31.77,31.83,30.46,4.304115614200432,-1.022233576642337,stop,878,0.3571110177154584,True,22734935.0
2025-10-14,QUBX,TRAIN,2025-10-11/2025-10-17,842,841,28.22,28.35,27.2344,3.9350970017636704,-1.0244123341699545,stop,944,0.35026045827873364,True,2758049.85
2025-10-17,IDYA,TRAIN,2025-10-11/2025-10-17,924,923,29.01,29.11,28.405,2.421848162143588,2.0,target,927,0.35026045827873364,True,1282070.3
2025-10-17,RGTIW,TRAIN,2025-10-11/2025-10-17,840,839,36.2,36.3,35.21,3.0027548209366293,-1.0323027522935777,stop,910,0.3571110177154584,True,732754.25
2025-10-21,OSCX,TRAIN,2025-10-18/2025-10-24,842,841,25.6796,25.665,25.041,2.431326709526588,-1.0401298076923104,stop,881,0.35026045827873364,True,180849.41176470587
2025-10-21,SION,TRAIN,2025-10-18/2025-10-24,900,899,38.01,38.05,36.94,2.917214191852824,2.0,target,924,0.3571110177154584,True,320927.0
2025-10-27,EW,TRAIN,2025-10-25/2025-10-31,865,864,83.02,80.58,76.845,4.635145197319433,0.1285140562249007,eod,955,0.396321664321762,True,4058522.7
2025-10-29,SBIT,TRAIN,2025-10-25/2025-10-31,881,880,30.76,30.63,29.57,3.4606594841658462,-0.4905660377358492,eod,955,0.3571110177154584,True,2892893.1
2025-10-30,MCTA,TRAIN,2025-10-25/2025-10-31,845,844,25.36,25.36,24.6983,2.609227129337538,-1.2461236209762765,stop,852,0.35026045827873364,True,592882.8333333334
2025-11-05,NBIL,TRAIN,2025-11-01/2025-11-07,905,904,20.22,20.3254,19.735,2.904739882117936,0.2957317073170765,eod,955,0.35026045827873364,True,545105.8
2025-11-07,CHYM,TRAIN,2025-11-01/2025-11-07,849,848,20.0,20.03,19.56,2.346480279580641,0.3829787234042527,eod,955,0.35026045827873364,True,3593506.15
2025-11-07,GLXU,TRAIN,2025-11-01/2025-11-07,840,839,24.325,24.3205,23.7169,2.4818568697189622,2.0,target,894,0.35026045827873364,True,271691.55
2025-11-07,JOBX,TRAIN,2025-11-01/2025-11-07,844,839,23.18,23.26,22.5,3.267411865864151,2.0,target,880,0.35026045827873364,True,406859.55
2025-11-07,QBTX,TRAIN,2025-11-01/2025-11-07,875,874,55.79,55.04,53.0,3.706395348837208,1.8602941176470604,eod,955,0.396321664321762,True,845354.4
2025-11-18,IREX,TRAIN,2025-11-15/2025-11-21,882,881,20.97,20.89,20.25,3.06366682623265,-1.0456890624999984,stop,926,0.35026045827873364,True,627472.2941176471
2025-11-18,NEBX,TRAIN,2025-11-15/2025-11-21,880,879,38.78,38.85,37.64,3.1145431145431166,-1.072388429752065,stop,928,0.3571110177154584,True,1354890.7
2025-11-21,SCLX,TRAIN,2025-11-15/2025-11-21,842,841,23.7,23.675,23.0,2.8511087645195383,2.0,target,875,0.35026045827873364,True,152383.25
2025-11-24,APLX,TRAIN,2025-11-22/2025-11-28,909,908,54.9721,55.1,53.32,3.2304900181488225,0.0842696629213474,eod,955,0.396321664321762,True,235722.15
2025-12-09,GLXU,TRAIN,2025-12-06/2025-12-12,892,891,20.15,20.25,19.77,2.3703703703703725,0.0833333333333314,eod,958,0.35026045827873364,True,163861.1
2025-12-09,RGTX,TRAIN,2025-12-06/2025-12-12,879,878,21.8699,21.8,21.17,2.8899082568807293,-1.033603174603177,stop,922,0.35026045827873364,True,905316.85
2025-12-10,NAIL,TRAIN,2025-12-06/2025-12-12,848,847,58.11,58.32,56.5725,2.9963991769547365,0.8984263233190262,eod,955,0.396321664321762,True,1071195.7
2025-12-10,RKLB,TRAIN,2025-12-06/2025-12-12,849,848,58.15,58.0001,56.41,2.741546997332774,-0.2579083076536055,eod,955,0.396321664321762,True,18366193.75
2025-12-12,ASND,TRAIN,2025-12-06/2025-12-12,917,916,225.0,222.22,210.05,5.476554765547649,-0.1914543960558763,eod,955,0.4853954390707659,True,755786.8
2025-12-29,HYMC,TRAIN,2025-12-27/2026-01-02,923,922,24.0,24.01,23.4101,2.498542274052485,-1.0390233372228697,stop,924,0.35026045827873364,True,3937795.55
2025-12-29,THH,TRAIN,2025-12-27/2026-01-02,842,841,22.0,22.01,20.3752,7.42753293957293,2.0,target,859,0.35026045827873364,True,125481.15
2025-12-30,AFJK,TRAIN,2025-12-27/2026-01-02,915,914,87.5,87.26,75.0,14.049965619986256,-0.1843393148450248,eod,955,0.396321664321762,True,539397.4
2026-01-06,RGC,VAL,2026-01-03/2026-01-09,846,845,34.47,34.625,33.569,3.04981949458483,-0.2604166666666659,eod,955,0.3571110177154584,True,363872.65
2026-01-07,LABU,VAL,2026-01-03/2026-01-09,891,890,173.2,174.13,168.12,3.4514443232067946,0.4043261231281215,eod,955,0.4853954390707659,True,541869.7
2026-01-08,SLNO,VAL,2026-01-03/2026-01-09,918,917,47.2,47.45,44.65,5.9009483667018,-0.4500000000000011,eod,955,0.3571110177154584,True,1370884.9
2026-01-12,ANPA,VAL,2026-01-10/2026-01-16,913,912,91.86,91.85,83.01,9.624387588459433,0.4152714932126709,eod,958,0.396321664321762,True,156719.6
2026-01-13,ONDL,VAL,2026-01-10/2026-01-16,894,893,52.58,52.87,50.13,5.182523170039711,-1.2625766423357687,stop,927,0.396321664321762,True,675923.875
2026-01-13,THH,VAL,2026-01-10/2026-01-16,914,912,46.0381,46.085,44.31,3.851578604752085,2.0,target,934,0.3571110177154584,True,172258.55
2026-01-15,CONI,VAL,2026-01-10/2026-01-16,909,908,56.71,56.96,55.4,2.738764044943824,0.5064102564102552,eod,957,0.396321664321762,True,135230.75
2026-01-21,TSLR,VAL,2026-01-17/2026-01-23,871,870,29.29,29.42,28.48,3.195105370496265,-0.3510638297872355,eod,955,0.35026045827873364,True,1295640.9
2026-01-21,TSLT,VAL,2026-01-17/2026-01-23,871,870,24.38,24.47,23.695,3.167143440948094,-0.3354838709677399,eod,955,0.35026045827873364,True,2623736.3
2026-01-22,DBVT,VAL,2026-01-17/2026-01-23,856,855,23.5,23.615,22.765,3.599407156468338,-0.7235294117647059,eod,955,0.35026045827873364,True,418310.4
2026-01-23,CRMX,VAL,2026-01-17/2026-01-23,843,842,37.28,37.32,36.3734,2.5364415862808243,2.0,target,855,0.3571110177154584,True,535863.8333333334
2026-01-28,ALKT,VAL,2026-01-24/2026-01-30,928,927,23.23,22.9,20.81,9.126637554585152,-0.1961722488038278,eod,955,0.35026045827873364,True,1335117.6
2026-01-28,BEX,VAL,2026-01-24/2026-01-30,849,848,31.59,31.77,31.01,2.392193893610318,-1.0408026315789454,stop,869,0.3571110177154584,True,571172.05
2026-01-28,URAA,VAL,2026-01-24/2026-01-30,879,878,59.86,59.98,58.04,3.2344114704901594,0.969072164948456,eod,955,0.396321664321762,True,165277.6
2026-01-28,UUUG,VAL,2026-01-24/2026-01-30,855,853,28.0,27.935,26.801,4.059423662072669,-1.0236340388007046,stop,870,0.35026045827873364,True,307358.44444444444
2026-02-03,USGG,VAL,2026-01-31/2026-02-06,861,860,28.97,29.0,28.09,3.137931034482759,-1.052824175824175,stop,866,0.35026045827873364,True,227762.84615384616
2026-02-17,ONDL,VAL,2026-02-14/2026-02-20,879,878,22.74,22.69,22.1,2.60026443367122,-1.037457627118647,stop,907,0.35026045827873364,True,1117627.05
2026-02-23,BEX,VAL,2026-02-21/2026-02-27,895,894,26.633,26.73,25.785,3.535353535353537,0.1058201058201035,eod,955,0.35026045827873364,True,785059.7
2026-02-24,ONDL,VAL,2026-02-21/2026-02-27,865,864,21.97,21.9,21.1175,3.5730593607305883,0.6900958466453718,eod,955,0.35026045827873364,True,1257228.15
2026-02-25,QURE,VAL,2026-02-21/2026-02-27,879,878,24.625,24.6,23.9965,2.4532520325203264,0.3148301574150747,eod,955,0.35026045827873364,True,1849115.5
2026-02-27,BLLN,VAL,2026-02-21/2026-02-27,924,922,73.835,74.265,72.12,2.888305392849924,0.9254079254079268,eod,955,0.396321664321762,True,231579.5
2026-03-02,CCOI,VAL,2026-02-28/2026-03-06,917,916,21.85,21.93,21.365,2.5763793889648943,0.3185840707964589,eod,955,0.35026045827873364,True,1538318.35
2026-03-03,KOLD,VAL,2026-02-28/2026-03-06,887,886,21.28,21.18,20.43,3.5410764872521248,-1.0272400000000017,stop,925,0.35026045827873364,True,10396396.4
2026-03-03,VITL,VAL,2026-02-28/2026-03-06,892,891,21.12,21.1,20.56,2.55924170616115,-1.0380740740740733,stop,917,0.35026045827873364,True,2283469.85
2026-03-09,AVGU,VAL,2026-03-07/2026-03-13,931,929,33.08,33.075,32.24,2.5245653817082414,-0.2215568862275474,eod,955,0.3571110177154584,True,108762.6
2026-03-09,BEX,VAL,2026-03-07/2026-03-13,921,920,22.2117,22.25,21.66,2.6516853932584263,-0.2372881355932213,eod,955,0.35026045827873364,True,954741.9
2026-03-09,CCL,VAL,2026-03-07/2026-03-13,922,921,25.77,25.76,25.145,2.387422360248455,0.699186991869916,eod,955,0.35026045827873364,True,22803498.65
2026-03-09,COHX,VAL,2026-03-07/2026-03-13,922,921,28.5737,28.69,27.75,3.276402927849429,0.9042553191489326,eod,955,0.35026045827873364,True,300913.9090909091
2026-03-09,GSIW,VAL,2026-03-07/2026-03-13,846,845,22.8199,22.53,18.0,20.10652463382157,2.0,target,873,0.35026045827873364,True,697545.7
2026-03-09,SNXX,VAL,2026-03-07/2026-03-13,921,920,31.9699,31.88,31.06,2.572145545796739,1.3292682926829262,eod,955,0.3571110177154584,True,9378243.45
2026-03-09,SPYU,VAL,2026-03-07/2026-03-13,922,921,24.63,24.71,24.02,2.792391744233109,0.3913043478260856,eod,955,0.35026045827873364,True,1228961.1
2026-03-09,TNA,VAL,2026-03-07/2026-03-13,922,921,46.835,46.96,45.595,2.9067291311754726,0.5567765567765545,eod,955,0.3571110177154584,True,11433573.6
2026-03-09,UNFI,VAL,2026-03-07/2026-03-13,923,922,37.86,37.99,36.955,2.7244011581995355,0.7439613526569984,eod,955,0.3571110177154584,True,585869.25
2026-03-09,URTY,VAL,2026-03-07/2026-03-13,922,921,54.73,54.9,53.27,2.9690346083788626,0.5521472392638044,eod,955,0.396321664321762,True,1404112.5
2026-03-11,SGP,VAL,2026-03-07/2026-03-13,902,899,28.32,27.99,27.18,2.893890675241153,-0.901234567901232,eod,955,0.35026045827873364,True,104540.65
2026-03-16,BWET,VAL,2026-03-14/2026-03-20,840,837,75.15,75.0401,73.0,2.718679745895855,-1.035782559678444,stop,911,0.396321664321762,True,112378.1
2026-03-16,SHAZ,VAL,2026-03-14/2026-03-20,843,839,25.0,25.11,24.325,3.126244524093987,-1.030987261146498,stop,931,0.35026045827873364,True,163438.23529411765
2026-03-19,TNA,VAL,2026-03-14/2026-03-20,906,905,44.845,45.045,43.94,2.4531024531024617,-0.3529411764705875,eod,955,0.3571110177154584,True,13193255.0
2026-03-24,BEX,VAL,2026-03-21/2026-03-27,840,839,19.98,20.0,19.45,2.750000000000004,0.454545454545454,eod,955,0.3445844843462233,True,918109.2
2026-03-24,NGNE,VAL,2026-03-21/2026-03-27,850,849,21.15,21.07,20.56,2.42050308495492,0.6862745098039222,eod,955,0.35026045827873364,True,234820.35
2026-03-24,PRE,VAL,2026-03-21/2026-03-27,884,879,22.53,22.48,21.825,2.9137010676156634,-0.0763358778625963,eod,955,0.35026045827873364,True,234569.55
2026-03-26,CARE,VAL,2026-03-21/2026-03-27,876,875,21.64,21.65,20.57,4.988452655889137,0.2500000000000033,eod,955,0.35026045827873364,True,187546.2
2026-03-31,COHX,VAL,2026-03-28/2026-04-03,856,855,24.54,24.67,23.9,3.1211998378597614,0.6883116883116824,eod,955,0.35026045827873364,True,523510.75
2026-04-02,SBAC,VAL,2026-03-28/2026-04-03,881,880,185.58,186.69,175.83,5.817130001606934,1.477900552486191,eod,955,0.4853954390707659,True,941839.45
2026-04-08,HOOZ,VAL,2026-04-04/2026-04-10,869,865,37.1,37.24,36.02,3.276047261009664,0.3770491803278699,eod,959,0.3571110177154584,True,103193.85
2026-04-13,AAOX,VAL,2026-04-11/2026-04-17,892,891,56.06,56.24,54.72,2.702702702702708,-1.036000000000002,stop,945,0.396321664321762,True,1786060.75
2026-04-13,SGP,VAL,2026-04-11/2026-04-17,840,839,23.81,23.83,23.13,2.9374737725556,0.0,eod,955,0.35026045827873364,True,144920.65
2026-04-14,BKH,VAL,2026-04-11/2026-04-17,856,855,75.87,75.99,73.96,2.6714041321226496,0.1625615763546788,eod,955,0.396321664321762,True,976938.95
2026-04-16,AXGN,VAL,2026-04-11/2026-04-17,899,898,37.405,36.825,35.17,4.494229463679568,0.4078549848942578,eod,955,0.3571110177154584,True,928157.85
2026-04-16,NGNE,VAL,2026-04-11/2026-04-17,861,860,25.0,25.03,24.39,2.556931681981624,0.8671874999999988,eod,955,0.35026045827873364,True,157986.05
2026-04-17,CIFU,VAL,2026-04-11/2026-04-17,859,858,23.84,23.9,23.185,2.99163179916318,2.0,target,922,0.35026045827873364,True,228549.0
2026-04-17,IONL,VAL,2026-04-11/2026-04-17,884,883,25.18,25.24,24.56,2.694136291600633,0.5588235294117687,eod,955,0.35026045827873364,True,970260.6
2026-04-17,IONX,VAL,2026-04-11/2026-04-17,884,883,48.34,48.39,46.9113,3.055796652200875,0.5477784540474744,eod,955,0.3571110177154584,True,2295405.35
2026-04-20,URGN,VAL,2026-04-18/2026-04-24,846,845,23.88,23.93,23.28,2.7162557459256105,1.369230769230773,eod,955,0.35026045827873364,True,704197.55
2026-04-21,AMPX,VAL,2026-04-18/2026-04-24,840,839,22.33,22.285,21.73,2.490464437962754,-1.039153153153156,stop,941,0.35026045827873364,True,7689387.65
2026-04-21,BIOA,VAL,2026-04-18/2026-04-24,903,902,20.0,20.0,19.52,2.400000000000002,-1.0406666666666666,stop,938,0.3445844843462233,True,462803.85
2026-04-27,FLS,VAL,2026-04-25/2026-05-01,893,892,88.36,88.0,83.16,5.500000000000004,-0.0061983471074382,eod,955,0.396321664321762,True,1924974.15
2026-04-29,AAOX,VAL,2026-04-25/2026-05-01,840,839,48.0,48.2,46.9405,2.6130705394190925,2.0,target,907,0.3571110177154584,True,2232118.15
2026-04-29,AMDL,VAL,2026-04-25/2026-05-01,840,839,31.68,31.7,31.365,1.0567823343848608,2.0000000000000107,target,915,0.12912540971827413,False,11921009.75
2026-04-30,BELFB,VAL,2026-04-25/2026-05-01,910,908,270.395,271.665,262.15,3.50247547530968,0.0617446137677324,eod,956,0.4853954390707659,True,186460.75
