cell,split,n,gross_pct,cost_pct,net_pct,t,tc,h1,h2,mde
U1 floor 2% bracket,TRAIN,116010,-0.13185747835007708,0.28401844977097584,-0.4158759281210529,-107.92191510689378,-7.304061674368662,-0.44894187296490423,-0.3833706816803929,0.010789769599488562
U1 floor 2% bracket,VAL,76853,0.03306147075026006,0.28525192785899395,-0.25219045710873383,-52.99809217895381,-4.82902708957852,-0.44894187296490423,-0.3833706816803929,0.013323749042137574
U2 floor 3% bracket,TRAIN,116010,-0.1208829376715201,0.2766123068781568,-0.3974952445496769,-98.29608090258036,-7.014132250481173,-0.4187952648613638,-0.3765564081519264,0.01132279816773324
U2 floor 3% bracket,VAL,76853,0.04419786729693436,0.28003304520653366,-0.23583517790959924,-47.05285311897568,-4.355914437167124,-0.4187952648613638,-0.3765564081519264,0.014033973592997141
U3 floor 2% MOC,TRAIN,116010,0.23716917175765687,0.22014661209542005,0.017022559662236845,0.29838115996025993,0.16608228581493112,0.33768633976748097,-0.2982037327100727,0.15973919754387714
U3 floor 2% MOC,VAL,76853,0.07355092486951391,0.21684287456968032,-0.14329194970016645,-27.012146185467063,-2.5334735268814734,0.33768633976748097,-0.2982037327100727,0.014853224042461572
