Index,day,symbol,entry_m,exit_m,entry,stop,target,r_pct,rr,why,level,dist_open_pct,rv_profile,adv20,is_wrapper,price,split,wk
16039,2025-10-14,APLD,604,708,35.7354,34.955,37.2962,2.183828920342294,2.0,target,35.8,5.077781039037266,2.5141296301451432,34278867.1,0,35.7354,TRAIN,2025-10-11/2025-10-17
16225,2025-10-15,APPS,577,955,7.0456,6.79,7.556800000000001,3.627796071306919,0.623630672926446,eod,7.0695,5.357675111773474,3.3842265976769643,3222567.9,0,7.0456,TRAIN,2025-10-11/2025-10-17
16248,2025-10-15,EDIT,577,955,3.8752,3.73,4.1656,3.746903385631709,1.6515151515151532,eod,3.88,5.434782608695654,1.8605572078887695,3321263.1,0,3.8752,TRAIN,2025-10-11/2025-10-17
16227,2025-10-15,ARRY,579,583,9.965,9.79,10.315,1.756146512794789,-1.0559428571428606,stop,9.97,5.279831045406547,4.99224496149341,6370019.95,0,9.965,TRAIN,2025-10-11/2025-10-17
16270,2025-10-15,MOB,579,595,10.01,9.67,10.69,3.3966033966033957,2.0,target,10.013,5.178571428571432,4.42051383285549,643341.5,0,10.01,TRAIN,2025-10-11/2025-10-17
16224,2025-10-15,ANVS,584,628,1.6919,1.6706,1.7344999999999997,1.258939653643825,-1.1018826291079848,stop,1.71,5.555555555555536,2.8444192254026825,1113091.9,0,1.6919,TRAIN,2025-10-11/2025-10-17
16244,2025-10-15,CRBU,596,663,2.604,2.557,2.6980000000000004,1.80491551459294,-1.054404255319147,stop,2.59,5.070993914807298,1.2357822792163906,1422453.75,0,2.604,TRAIN,2025-10-11/2025-10-17
16230,2025-10-15,ASTI,628,664,2.5,2.4403,2.6194,2.3879999999999946,-1.2132328308207694,stop,2.5,7.296137339055786,1.0629320251677832,1100738.6,0,2.5,TRAIN,2025-10-11/2025-10-17
16228,2025-10-15,ASM,663,680,6.42,6.34,6.58,1.2461059190031163,2.0,target,6.4452,12.285714285714278,2.77813316779496,6062601.3,0,6.42,TRAIN,2025-10-11/2025-10-17
16354,2025-10-16,INHD,580,583,1.28,1.26,1.32,1.562500000000001,-1.063000000000002,stop,1.2951,5.292682926829273,2.888483405492654,1934700.4,0,1.28,TRAIN,2025-10-11/2025-10-17
16355,2025-10-16,IONZ,580,603,2.9911,2.891,3.1913,3.3465948981979827,2.0,target,2.9966,7.0214285714285785,2.195419449719662,75409234.45,1,2.9911,TRAIN,2025-10-11/2025-10-17
16357,2025-10-16,JOBY,580,589,18.71,18.02,20.090000000000003,3.687867450561204,-1.0261159420289854,stop,18.66,5.008441193021951,2.165380689338635,50228211.85,0,18.71,TRAIN,2025-10-11/2025-10-17
16369,2025-10-16,PLAG,580,597,2.2,2.16,2.28,1.8181818181818197,-1.5534999999999952,stop,2.195,6.038647342995174,1.003871811576791,161474.8,0,2.2,TRAIN,2025-10-11/2025-10-17
16324,2025-10-16,AGRZ,583,594,5.11,4.9961,5.3378000000000005,2.228962818003916,-1.5131044776119418,stop,5.1193,12.01969365426696,2.4118917565193767,282703.4,0,5.11,TRAIN,2025-10-11/2025-10-17
16347,2025-10-16,FATE,590,598,1.6213,1.604,1.6558999999999997,1.067044963917836,-1.0927167630057777,stop,1.63,7.236842105263141,2.374925300866985,3110454.9,0,1.6213,TRAIN,2025-10-11/2025-10-17
16331,2025-10-16,AVTX,600,746,14.92,14.41,15.94,3.41823056300268,-1.047843137254902,stop,15.0,6.0070671378091856,2.1992408605077425,463823.15,0,14.92,TRAIN,2025-10-11/2025-10-17
16387,2025-10-16,TNXP,601,603,20.61,20.165,21.5,2.1591460456089293,-1.04531460674157,stop,20.63,5.686475409836067,1.93581590882968,1087764.25,0,20.61,TRAIN,2025-10-11/2025-10-17
16394,2025-10-17,ABVE,579,626,5.02,4.885,5.289999999999999,2.689243027888442,2.0,target,5.02,5.462184873949583,1.4318806342720478,6350703.95,0,5.02,TRAIN,2025-10-11/2025-10-17
16417,2025-10-17,FLUX,579,955,5.3199,5.1528,5.654099999999999,3.1410364856482187,0.7785757031717586,eod,5.3605,5.938735177865628,2.297842578886215,617818.65,0,5.3199,TRAIN,2025-10-11/2025-10-17
16435,2025-10-17,MIRA,579,585,1.8099,1.75,1.9297,3.3095751146472216,-1.0292153589315511,stop,1.82,7.692307692307709,2.0982446642625643,8283423.9,0,1.8099,TRAIN,2025-10-11/2025-10-17
16422,2025-10-17,HROW,580,662,38.6232,37.97,39.92959999999999,1.6912114998239354,2.0,target,38.905,5.148648648648657,3.371516823712579,943269.8,0,38.6232,TRAIN,2025-10-11/2025-10-17
16427,2025-10-17,IONZ,585,588,3.6395,3.545,3.8285,2.5965105096853973,-1.0375132275132266,stop,3.64,5.202312138728327,3.4962502765715984,77530104.7,1,3.6395,TRAIN,2025-10-11/2025-10-17
16423,2025-10-17,HSDT,588,594,11.19,10.9301,11.7098,2.322609472743521,2.0,target,11.13,7.744433688286545,1.3787315834567102,1015212.75,0,11.19,TRAIN,2025-10-11/2025-10-17
16406,2025-10-17,CONL,594,636,34.32,33.68,35.6,1.8648018648018665,-1.052624999999995,stop,34.37,5.155270001529733,4.112935077273999,5990631.5,1,34.32,TRAIN,2025-10-11/2025-10-17
16446,2025-10-17,QBTZ,628,692,13.3439,13.1201,13.791499999999996,1.6771708421076217,2.0,target,13.349,5.276025236593074,4.072013397487514,3306945.8571428573,1,13.3439,TRAIN,2025-10-11/2025-10-17
16521,2025-10-20,MGNX,577,955,1.76,1.6894,1.9012,4.011363636363636,-0.4957507082152963,eod,1.75,5.421686746987953,4.302921329108396,507794.55,0,1.76,TRAIN,2025-10-18/2025-10-24
16558,2025-10-20,SNDX,577,955,15.37,14.7252,16.659599999999998,4.195185426154848,0.1023573200992567,eod,15.335,5.32280219780219,3.7693398609539295,2224169.3,0,15.37,TRAIN,2025-10-18/2025-10-24
16483,2025-10-20,BFLY,578,955,2.29,2.21,2.45,3.493449781659392,0.8124999999999987,eod,2.289,5.727482678983842,1.8893670930164252,7453395.4,0,2.29,TRAIN,2025-10-18/2025-10-24
16535,2025-10-20,OTLK,578,955,1.4188,1.3639,1.5286000000000004,3.869467155342555,1.0236794171220374,eod,1.42,5.185185185185182,3.860885949262591,2504982.05,0,1.4188,TRAIN,2025-10-18/2025-10-24
16584,2025-10-21,ARTV,581,582,5.22,5.005,5.65,4.11877394636015,-1.0232790697674403,stop,5.2,11.34903640256959,1.1446722262595854,6333341.4,0,5.22,TRAIN,2025-10-18/2025-10-24
16627,2025-10-21,RGTZ,583,590,14.8,14.21,15.98,3.9864864864864855,-1.0240847457627122,stop,14.73,5.214285714285727,3.304847269195682,37042574.14285714,1,14.8,TRAIN,2025-10-18/2025-10-24
16611,2025-10-21,LGCB,584,661,1.845,1.8,1.935,2.439024390243899,2.0,target,1.85,5.113636363636376,1.172321913216273,3055901.25,0,1.845,TRAIN,2025-10-18/2025-10-24
16643,2025-10-21,YDDL,584,602,4.7125,4.63,4.877500000000001,1.7506631299734847,-1.056121212121208,stop,4.71,6.561085972850678,1.430300505124574,1709535.857142857,0,4.7125,TRAIN,2025-10-18/2025-10-24
16592,2025-10-21,CLOV,588,657,3.095,3.02,3.245000000000001,2.4232633279483093,2.0,target,3.1,5.802047781569963,3.051200202518616,11031898.0,0,3.095,TRAIN,2025-10-18/2025-10-24
16612,2025-10-21,MAZE,590,596,31.62,30.5801,33.6998,3.2887413029728,-1.0391095297624793,stop,31.725,5.855855855855863,3.1865393544420164,439815.75,0,31.62,TRAIN,2025-10-18/2025-10-24
16593,2025-10-21,CRCD,598,614,21.42,21.1002,22.059600000000003,1.4929971988795552,-1.0666041275797375,stop,21.42,5.36153467781606,2.289754156900065,134435.1875,1,21.42,TRAIN,2025-10-18/2025-10-24
16630,2025-10-21,SION,603,694,33.815,33.04,35.364999999999995,2.291882300754099,2.0,target,33.96,5.498602050326196,1.975173786992507,320927.0,0,33.815,TRAIN,2025-10-18/2025-10-24
16654,2025-10-22,CDE,577,643,18.72,18.1366,19.886799999999997,3.116452991452978,-1.0310877613986944,stop,18.6599,5.87177304964539,3.8967943458754086,15481250.65,0,18.72,TRAIN,2025-10-18/2025-10-24
16678,2025-10-22,TAOP,581,589,2.53,2.47,2.649999999999999,2.371541501976269,-1.872001666666676,stop,2.55,5.371900826446274,1.3965953824469133,340793.05,0,2.53,TRAIN,2025-10-18/2025-10-24
16660,2025-10-22,ELBM,583,585,1.64,1.6,1.7199999999999995,2.4390243902438917,2.0,target,1.65,9.999999999999986,1.8941225828088797,20614901.25,0,1.64,TRAIN,2025-10-18/2025-10-24
16648,2025-10-22,BB,586,603,5.0,4.81,5.380000000000001,3.800000000000008,-1.025315789473684,stop,4.99,8.00865800865802,4.032722193478704,13312668.6,0,5.0,TRAIN,2025-10-18/2025-10-24
16650,2025-10-22,BGLC,588,620,5.48,5.39,5.660000000000002,1.642335766423371,2.0,target,5.49,8.070866141732292,1.882262284353624,103817.5,0,5.48,TRAIN,2025-10-18/2025-10-24
16684,2025-10-22,UUUU,591,602,20.83,20.4,21.69,2.0643302928468543,-1.0474418604651132,stop,20.8,10.11116993118053,3.193219532976624,33001599.75,0,20.83,TRAIN,2025-10-18/2025-10-24
16674,2025-10-22,RGTZ,609,616,17.51,17.22,18.090000000000007,1.6561964591662062,-1.0593793103448332,stop,17.57,5.020920502092041,1.5120740415729466,35743504.125,1,17.51,TRAIN,2025-10-18/2025-10-24
16673,2025-10-22,QBTZ,613,652,20.42,19.78,21.700000000000003,3.1341821743388856,2.0,target,20.4899,5.454966546577444,1.885885535339044,3336850.2,1,20.42,TRAIN,2025-10-18/2025-10-24
16722,2025-10-23,GLUE,577,602,10.105,9.8812,10.552600000000002,2.2147451756556227,2.0,target,10.19,7.263157894736838,3.87391052484954,1130705.0,0,10.105,TRAIN,2025-10-18/2025-10-24
16727,2025-10-23,HYLN,577,595,2.12,2.08,2.2,1.8867924528301905,2.0,target,2.125,5.198019801980203,2.8050777201212584,2108800.75,0,2.12,TRAIN,2025-10-18/2025-10-24
16775,2025-10-23,TERN,577,644,8.14,7.8527,8.714600000000003,3.529484029484041,2.0,target,8.11,5.051813471502586,1.8472868912020768,1428879.3,0,8.14,TRAIN,2025-10-18/2025-10-24
16783,2025-10-23,VRTL,577,955,66.915,64.5,71.74500000000002,3.609056265411352,0.9198343685300135,eod,66.69,5.122950819672134,3.9229407179194022,162339.95,1,66.915,TRAIN,2025-10-18/2025-10-24
16714,2025-10-23,CWVX,595,617,15.875,15.59,16.445,1.795275590551182,-1.0547017543859634,stop,15.93,5.0098879367171945,1.3100333610888766,9015471.65,1,15.875,TRAIN,2025-10-18/2025-10-24
16715,2025-10-23,DAR,602,838,33.87,33.49,34.62999999999999,1.121936817242384,2.0,target,33.94,6.796727501573296,3.7115676616977007,2455674.5,0,33.87,TRAIN,2025-10-18/2025-10-24
16771,2025-10-23,SUUN,618,629,1.8611,1.8208,1.9417,2.1653860620063403,2.0,target,1.8611,5.744318181818175,1.3715697211785047,391634.95,0,1.8611,TRAIN,2025-10-18/2025-10-24
16762,2025-10-23,SKBL,631,653,2.93,2.9,2.9900000000000007,1.0238907849829435,-1.7626666666666682,stop,2.93,5.395683453237421,1.052230776682024,647108.25,0,2.93,TRAIN,2025-10-18/2025-10-24
16792,2025-10-24,AMDL,579,955,22.72,21.9832,24.1936,3.242957746478868,0.7464712269272552,eod,22.7862,5.296672828096116,4.381241459531204,33625788.8,1,22.72,TRAIN,2025-10-18/2025-10-24
16791,2025-10-24,AGH,582,596,7.0182,6.735,7.5846,4.035222706676924,-1.023781779661017,stop,7.0,5.9001512859304,1.5132724040373935,386546.4,0,7.0182,TRAIN,2025-10-18/2025-10-24
16819,2025-10-24,ENVA,584,955,125.29,122.44,130.99,2.274722643467163,-0.1491228070175474,eod,125.11,6.268580650641287,1.4452779971617138,235318.05,0,125.29,TRAIN,2025-10-18/2025-10-24
16800,2025-10-24,BALY,585,844,19.76,19.23,20.820000000000004,2.682186234817819,-1.036283018867925,stop,19.66,5.92672413793105,4.380586650545742,218349.75,0,19.76,TRAIN,2025-10-18/2025-10-24
16844,2025-10-24,NB,596,602,8.89,8.6486,9.372800000000002,2.7154105736782954,-1.0358268434134248,stop,8.9218,9.739237392373902,2.759982124685117,14741200.9,0,8.89,TRAIN,2025-10-18/2025-10-24
16794,2025-10-24,ANNX,602,955,3.23,3.15,3.39,2.4767801857585163,-0.3124999999999986,eod,3.22,5.228758169934644,1.607571859038846,2087338.35,0,3.23,TRAIN,2025-10-18/2025-10-24
16835,2025-10-24,JUNS,845,959,1.55,1.49,1.6700000000000002,3.870967741935488,-0.8333333333333334,eod,1.55,5.442176870748305,2.131334775098893,143161.35,0,1.55,TRAIN,2025-10-18/2025-10-24
16910,2025-10-27,IMVT,577,955,20.35,19.55,21.950000000000003,3.9312039312039344,1.3124999999999951,eod,20.25,5.413846954711077,2.0759112698127646,1610401.2,0,20.35,TRAIN,2025-10-25/2025-10-31
16916,2025-10-27,MCRP,578,956,2.2027,2.119,2.3701,3.799881963045348,0.3261648745519703,eod,2.2,6.796116504854366,4.467709428750911,635079.35,0,2.2027,TRAIN,2025-10-25/2025-10-31
16942,2025-10-27,VELO,581,625,5.8495,5.6885,6.171499999999999,2.7523719976066263,2.0,target,5.89,6.221821460775479,4.257737232247272,1160933.55,0,5.8495,TRAIN,2025-10-25/2025-10-31
16894,2025-10-27,BBNX,584,609,22.06,21.53,23.119999999999997,2.4025385312783207,2.0,target,22.19,5.566127497621332,4.542320946991631,540186.4,0,22.06,TRAIN,2025-10-25/2025-10-31
16946,2025-10-27,ZONE,609,669,1.165,1.13,1.2350000000000003,3.0042918454935745,-1.0322857142857162,stop,1.17,5.405405405405395,1.675933407296727,1576877.85,0,1.165,TRAIN,2025-10-25/2025-10-31
16934,2025-10-27,TEAD,626,955,1.7,1.64,1.82,3.529411764705886,0.5833333333333351,eod,1.69,6.289308176100628,4.638505821304963,350695.05,0,1.7,TRAIN,2025-10-25/2025-10-31
16907,2025-10-27,DUST,669,674,12.79,12.655,13.06,1.0555121188428445,-1.093740740740745,stop,12.77,5.276174773289344,1.3257898532945067,19874106.3,1,12.79,TRAIN,2025-10-25/2025-10-31
16896,2025-10-27,CAAP,676,684,22.03,21.77,22.550000000000004,1.180208806173407,-1.083730769230769,stop,22.11,5.285714285714294,4.68294520179376,204194.25,0,22.03,TRAIN,2025-10-25/2025-10-31
17004,2025-10-28,SLI,577,955,3.7457,3.63,3.9771,3.088875243612674,0.8150388936905801,eod,3.735,5.508474576271172,4.25959000210207,8120805.05,0,3.7457,TRAIN,2025-10-25/2025-10-31
17016,2025-10-28,WWR,580,595,1.455,1.44,1.4850000000000003,1.030927835051555,2.0,target,1.46,5.035971223021596,1.3744345013819863,15399860.8,0,1.455,TRAIN,2025-10-25/2025-10-31
16964,2025-10-28,EVAX,581,671,6.41,6.21,6.8100000000000005,3.1201248049922023,-1.0310500000000014,stop,6.435,5.491803278688523,1.2438755367355223,906079.4,0,6.41,TRAIN,2025-10-25/2025-10-31
16999,2025-10-28,QH,581,615,7.03,6.9,7.29,1.8492176386913213,2.0,target,7.07,5.997001499250376,2.4770600397309845,769198.15,0,7.03,TRAIN,2025-10-25/2025-10-31
16970,2025-10-28,HYMC,595,611,7.2844,7.1,7.6532,2.531437043545112,2.0,target,7.26,6.451612903225801,2.30758540410158,1797957.8,0,7.2844,TRAIN,2025-10-25/2025-10-31
16966,2025-10-28,FRMI,612,616,27.7403,27.2509,28.7191,1.764220286009884,-1.0556822639967276,stop,27.7529,8.198440545808982,2.949465772908344,6704268.444444444,0,27.7403,TRAIN,2025-10-25/2025-10-31
16971,2025-10-28,HYPD,615,620,8.63,8.41,9.070000000000002,2.5492468134414903,2.0,target,8.7,6.0975609756097615,1.657142519221566,651998.0,0,8.63,TRAIN,2025-10-25/2025-10-31
16993,2025-10-28,OKLL,616,642,85.0993,82.98,89.33789999999999,2.4903847622718347,-1.0391544377860644,stop,85.7598,6.388537402307404,2.1439855569662,2473748.2,1,85.0993,TRAIN,2025-10-25/2025-10-31
17044,2025-10-29,GTES,579,606,23.87,22.95,25.710000000000004,3.854210305823216,-1.0249456521739146,stop,23.88,7.956600361663635,1.8852458671782035,1783905.25,0,23.87,TRAIN,2025-10-25/2025-10-31
17073,2025-10-29,RCT,582,598,1.725,1.7,1.7750000000000004,1.449275362318848,2.0,target,1.73,6.790123456790109,3.2481875753224028,690739.05,0,1.725,TRAIN,2025-10-25/2025-10-31
17040,2025-10-29,FLEX,586,596,63.525,62.705,65.16499999999999,1.290830381739473,-1.076469512195123,stop,63.515,6.765842998823324,4.415576995290734,3644881.5,0,63.525,TRAIN,2025-10-25/2025-10-31
17085,2025-10-29,WDC,588,873,138.22,135.22,144.22,2.1704529011720446,2.0,target,138.4,5.399436448099926,4.967737972712016,9416705.5,0,138.22,TRAIN,2025-10-25/2025-10-31
17018,2025-10-29,ACDC,596,684,4.64,4.55,4.819999999999999,1.93965517241379,2.0,target,4.645,5.090497737556543,3.221315837793516,1319446.2,0,4.64,TRAIN,2025-10-25/2025-10-31
17021,2025-10-29,AESI,600,675,11.035,10.85,11.405,1.6764839148164974,2.0,target,11.0,5.363984674329503,2.474323861923814,2146310.25,0,11.035,TRAIN,2025-10-25/2025-10-31
17069,2025-10-29,PTIR,606,724,36.78,36.4,37.540000000000006,1.033170201196309,-1.095789473684211,stop,36.83,5.863753952285133,3.884538836588188,4058258.8,1,36.78,TRAIN,2025-10-25/2025-10-31
17078,2025-10-29,SMU,677,810,24.785,24.16,26.035,2.521686503933831,-1.0386559999999974,stop,24.91,5.105485232067508,1.1866970017108356,4952066.3,1,24.785,TRAIN,2025-10-25/2025-10-31
17157,2025-10-30,TT,579,955,447.68,429.21,484.62000000000006,4.125714796283066,-0.0295073091499737,eod,445.47,5.912981455064204,4.5155895579164325,1162063.1,0,447.68,TRAIN,2025-10-25/2025-10-31
17130,2025-10-30,MLTX,581,614,10.05,9.92,10.310000000000002,1.2935323383084654,2.0,target,10.07,5.77731092436975,3.303124912245226,6212268.85,0,10.05,TRAIN,2025-10-25/2025-10-31
17149,2025-10-30,ROCK,582,593,70.03,68.01,74.07,2.884478080822499,-1.0336683168316838,stop,70.05,7.42217451311149,4.507175470279628,387803.85,0,70.03,TRAIN,2025-10-25/2025-10-31
17122,2025-10-30,KOD,583,955,19.73,18.99,21.210000000000004,3.750633552965038,1.858108108108103,eod,19.74,5.787781350482302,1.903525301312932,943906.55,0,19.73,TRAIN,2025-10-25/2025-10-31
17089,2025-10-30,ATLX,593,775,5.27,5.1904,5.429199999999998,1.5104364326375566,2.0,target,5.32,5.346534653465351,1.319972442414354,1312757.65,0,5.27,TRAIN,2025-10-25/2025-10-31
17099,2025-10-30,CRCD,622,952,20.55,19.99,21.670000000000005,2.725060827250619,1.3678571428571342,eod,20.58,6.798131811105335,2.206058004579238,145414.95,1,20.55,TRAIN,2025-10-25/2025-10-31
17117,2025-10-30,IDR,801,908,33.1999,32.41,34.779700000000005,2.37922403380734,2.0,target,33.52,8.163923846402078,1.0320863553140875,868662.75,0,33.1999,TRAIN,2025-10-25/2025-10-31
17146,2025-10-30,RDZN,918,939,1.72,1.68,1.8,2.325581395348839,-1.0419999999999976,stop,1.72,5.521472392638049,1.027648921336676,763997.35,0,1.72,TRAIN,2025-10-25/2025-10-31
17185,2025-10-31,DPRO,577,618,10.07,9.6702,10.869600000000002,3.9702085402184792,2.0,target,10.01,5.0367261280168,1.8189677065252088,5558619.85,0,10.07,TRAIN,2025-10-25/2025-10-31
17177,2025-10-31,CGTX,578,942,1.72,1.6675,1.825,3.0523255813953485,2.0,target,1.7254,5.207317073170747,1.8999268991949576,1714618.6,0,1.72,TRAIN,2025-10-25/2025-10-31
17168,2025-10-31,APPX,580,677,36.5,35.71,38.08,2.164383561643833,2.0,target,36.81,6.418039895923666,4.464003165080728,566431.05,1,36.5,TRAIN,2025-10-25/2025-10-31
17191,2025-10-31,FRMI,580,627,29.0924,28.19,30.8972,3.10184103064718,-1.0312389184397148,stop,29.3,5.54755043227666,1.1938105253309272,5801506.9,0,29.0924,TRAIN,2025-10-25/2025-10-31
17216,2025-10-31,QSU,618,664,21.32,20.5505,22.859,3.609287054409009,2.0,target,21.32,12.804232804232818,3.309993490448925,347211.5714285714,1,21.32,TRAIN,2025-10-25/2025-10-31
17229,2025-10-31,SUPV,630,654,11.855,11.69,12.185000000000002,1.3918177983973083,2.0,target,11.8451,5.289777777777771,1.552923573533941,4043567.0,0,11.855,TRAIN,2025-10-25/2025-10-31
17165,2025-10-31,ALMU,656,720,16.89,16.63,17.410000000000004,1.5393724097098966,-1.0639615384615353,stop,16.85,5.378361475922455,1.1999702378362198,404726.35,0,16.89,TRAIN,2025-10-25/2025-10-31
17184,2025-10-31,DBGI,667,694,8.2,8.015,8.569999999999997,2.2560975609755944,-1.3403243243243286,stop,8.34,7.06033376123234,1.2890264015489283,109076.3,0,8.2,TRAIN,2025-10-25/2025-10-31
17256,2025-11-03,CWD,579,625,3.01,2.9206,3.1888,2.970099667774084,-1.262863534675614,stop,3.02,5.594405594405605,3.6597444495340192,210561.15,0,3.01,TRAIN,2025-11-01/2025-11-07
17264,2025-11-03,IBIO,580,581,1.74,1.68,1.86,3.448275862068969,-1.0279999999999985,stop,1.7455,5.787878787878786,2.0775715453974413,7996812.45,0,1.74,TRAIN,2025-11-01/2025-11-07
17268,2025-11-03,IONZ,580,616,3.6101,3.465,3.900300000000001,4.019279244342268,2.0,target,3.59,5.743740795287189,1.400518336514156,70700788.0,1,3.6101,TRAIN,2025-11-01/2025-11-07
17272,2025-11-03,LMFA,583,599,1.15,1.121,1.2079999999999995,2.521739130434776,-1.038655172413791,stop,1.15,6.481481481481466,2.172769747956255,1548346.3,0,1.15,TRAIN,2025-11-01/2025-11-07
17284,2025-11-03,QBTZ,583,605,11.29,10.94,11.989999999999998,3.100088573959253,2.0,target,11.24,10.52114060963618,4.719630942589743,5009554.833333333,1,11.29,TRAIN,2025-11-01/2025-11-07
17255,2025-11-03,CVRX,600,609,10.89,10.775,11.12,1.056014692378331,-1.0936956521739185,stop,10.85,5.03388189738625,3.026378244024475,186814.9,0,10.89,TRAIN,2025-11-01/2025-11-07
17262,2025-11-03,GTE,605,619,3.63,3.58,3.73,1.3774104683195545,-1.0715999999999986,stop,3.61,5.247813411078717,1.1604486104500056,518320.7,0,3.63,TRAIN,2025-11-01/2025-11-07
17288,2025-11-03,SOFX,609,615,47.74,46.93,49.36000000000001,1.6966904063678303,-1.341851604938265,stop,47.8976,5.223198594024581,1.7493033989119735,1241548.7,1,47.74,TRAIN,2025-11-01/2025-11-07
17356,2025-11-04,LQDA,578,598,26.5831,25.55,28.649300000000004,3.886303704233144,2.0,target,26.4599,6.973519304629083,4.412458179124016,2474437.05,0,26.5831,TRAIN,2025-11-01/2025-11-07
17301,2025-11-04,AREC,580,588,3.8425,3.71,4.1075,3.4482758620689613,2.000000000000004,target,3.85,5.6241426611796985,3.613094158089403,16044060.15,0,3.8425,TRAIN,2025-11-01/2025-11-07
17300,2025-11-04,AREB,581,582,1.5995,1.54,1.7184999999999997,3.719912472647696,-1.0258823529411782,stop,1.6,6.666666666666665,1.0368869509518284,9464050.05,0,1.5995,TRAIN,2025-11-01/2025-11-07
17363,2025-11-04,MOB,582,641,7.44,7.1182,8.0836,4.325268817204308,-1.0475761342448708,stop,7.4,5.714285714285716,3.974471759263191,435705.7,0,7.44,TRAIN,2025-11-01/2025-11-07
17371,2025-11-04,NMG,582,912,2.488,2.4,2.664,3.5369774919614176,-1.0272727272727291,stop,2.49,5.508474576271194,1.9852001848914032,1869962.55,0,2.488,TRAIN,2025-11-01/2025-11-07
17299,2025-11-04,ARCX,588,603,14.7,14.41,15.279999999999998,1.9727891156462527,-1.5901831034482767,stop,14.749,5.0498575498575615,1.0948412963812628,607358.15,1,14.7,TRAIN,2025-11-01/2025-11-07
17327,2025-11-04,DRVN,598,603,15.85,15.66,16.229999999999997,1.198738170347,-1.0824210526315816,stop,15.8636,7.915646258503406,2.633720442925592,1154186.25,0,15.85,TRAIN,2025-11-01/2025-11-07
17408,2025-11-04,UXRP,603,647,16.7901,16.5003,17.369699999999998,1.726017117229794,-1.0924430641822012,stop,16.6984,5.087476400251734,1.4709486732071717,290492.1,1,16.7901,TRAIN,2025-11-01/2025-11-07
17458,2025-11-05,ESLA,577,718,2.3997,2.3001,2.5989000000000004,4.150518814851862,2.0,target,2.394,5.000000000000004,2.5894292340892613,463132.95,0,2.3997,TRAIN,2025-11-01/2025-11-07
17439,2025-11-05,BTM,578,586,2.655,2.6,2.7649999999999992,2.0715630885122303,-1.0472727272727305,stop,2.65,5.577689243027884,4.384805877707803,1577424.45,0,2.655,TRAIN,2025-11-01/2025-11-07
17443,2025-11-05,CORT,579,616,73.15,71.81,75.83000000000001,1.8318523581681525,2.0,target,74.06,10.537313432835816,2.949871797755037,940447.65,0,73.15,TRAIN,2025-11-01/2025-11-07
17457,2025-11-05,ERO,580,601,20.285,20.0463,20.762400000000003,1.176731575055467,2.0,target,20.25,5.1948051948051965,2.1072027712651384,1116717.4,0,20.285,TRAIN,2025-11-01/2025-11-07
17522,2025-11-05,TECH,586,955,59.34,57.58,62.860000000000014,2.9659588810246125,0.2215909090909047,eod,59.365,9.12683823529412,3.705005086800762,1805930.15,0,59.34,TRAIN,2025-11-01/2025-11-07
17500,2025-11-05,RARE,601,746,30.8,30.155,32.09,2.0941558441558428,2.0000000000000053,target,30.97,7.162629757785477,3.294179168360744,1329721.3,0,30.8,TRAIN,2025-11-01/2025-11-07
17497,2025-11-05,PLCE,618,621,7.37,7.28,7.55,1.2211668928086818,-1.080888888888886,stop,7.35,6.521739130434767,1.9174577697639572,558143.45,0,7.37,TRAIN,2025-11-01/2025-11-07
17434,2025-11-05,BGMS,624,644,1.7,1.68,1.74,1.176470588235295,-1.0839999999999952,stop,1.75,13.636363636363624,1.0163480650170176,1222874.35,0,1.7,TRAIN,2025-11-01/2025-11-07
17553,2025-11-06,CONI,577,578,43.37,42.515,45.07999999999999,1.971408807931743,-1.0497251461988324,stop,43.57,5.778101480941977,4.98142936646708,633392.5,1,43.37,TRAIN,2025-11-01/2025-11-07
17589,2025-11-06,PLCE,577,617,8.12,7.84,8.679999999999998,3.4482758620689578,-1.0279999999999996,stop,8.16,5.836575875486383,2.341237310367708,614739.05,0,8.12,TRAIN,2025-11-01/2025-11-07
17588,2025-11-06,PKST,582,590,13.6,13.285,14.23,2.3161764705882315,-1.121460317460321,stop,13.595,6.627450980392169,3.4725473607527237,184216.35,0,13.6,TRAIN,2025-11-01/2025-11-07
17575,2025-11-06,MBX,583,643,23.65,22.931,25.087999999999997,3.040169133192379,2.0,target,23.68,5.104305370616946,3.3713364102317844,918359.85,0,23.65,TRAIN,2025-11-01/2025-11-07
17601,2025-11-06,SMRT,583,654,1.5088,1.485,1.5563999999999996,1.5774125132555556,-1.062394957983192,stop,1.515,6.690140845070425,2.9596648342383816,934379.45,0,1.5088,TRAIN,2025-11-01/2025-11-07
17547,2025-11-06,BQ,595,600,3.1502,3.0701,3.3104,2.542695701860194,-1.0383283395755305,stop,3.16,6.040268456375841,2.237632187808261,1524265.3,0,3.1502,TRAIN,2025-11-01/2025-11-07
17552,2025-11-06,CMTG,600,955,3.41,3.27,3.69,4.105571847507335,0.4999999999999984,eod,3.4,7.594936708860756,2.51821733016491,293041.1,0,3.41,TRAIN,2025-11-01/2025-11-07
17581,2025-11-06,NMRA,619,695,2.55,2.49,2.669999999999999,2.3529411764705728,2.0,target,2.5357,6.096234309623427,1.6891817072977635,3222813.45,0,2.55,TRAIN,2025-11-01/2025-11-07
