Index,day,symbol,entry_m,filled,exit_m,why,rr,r_pct,rv_profile,rv_clock,price,adv20,is_wrapper,dist_open_pct,split,wk
11311,2025-10-16,BOLD,651,1,955.0,eod,0.030938463283129415,4.132601348832478,3.169424087566802,1.7553616998172046,1.4082993999999998,163103.15,0.0,6.371189393939369,TRAIN,2025-10-11/2025-10-17
11388,2025-10-17,KOPN,576,1,673.0,stop,-1.0252951096121419,3.8029885204899805,2.5187458465116226,0.9022461821797196,3.7423200000000008,7157792.9,0.0,5.103098591549293,TRAIN,2025-10-11/2025-10-17
11392,2025-10-17,LDI,576,1,853.0,stop,-1.0227804649711345,4.20513224284655,2.189731792025507,1.2305518918541511,3.04818,8803430.0,0.0,5.523958333333323,TRAIN,2025-10-11/2025-10-17
11362,2025-10-17,ABVE,577,1,644.0,stop,-1.028539484523951,3.3852994258895612,1.2513074640763024,0.7065198781698789,5.01994,6350703.95,0.0,5.146428571428552,TRAIN,2025-10-11/2025-10-17
11402,2025-10-17,NEXT,577,1,742.0,stop,-1.0223596915904616,4.28087843594801,3.2194992406775027,2.4163009250789207,6.51385,4689167.9,0.0,5.258103727714736,TRAIN,2025-10-11/2025-10-17
11426,2025-10-17,SLNH,647,1,696.0,stop,-1.021154263397699,4.513803876249897,1.0741933631512597,0.8439237421824967,4.08436,28509565.9,0.0,16.68137535816616,TRAIN,2025-10-11/2025-10-17
11417,2025-10-17,RIOX,716,1,749.0,target,2.0,2.029887322351433,1.2196860525919166,1.0933758183284357,32.90626,518360.85,1.0,5.969412144702835,TRAIN,2025-10-11/2025-10-17
11482,2025-10-20,MGNX,576,1,955.0,eod,-0.49929676511954846,4.038625390514055,4.2492795914794295,4.873750892219841,1.7605,507794.55,0.0,5.737951807228914,TRAIN,2025-10-18/2025-10-24
11521,2025-10-20,SNDX,577,1,602.0,stop,-1.0285769009768246,3.3810168306124058,3.957026727180762,36.88939019216239,15.442099999999998,2224169.3,0.0,5.742101648351627,TRAIN,2025-10-18/2025-10-24
11451,2025-10-20,BEAM,578,1,955.0,eod,1.5709805216242836,4.211097054039426,2.7824388762102386,2.433747741179934,28.771600000000007,2227491.85,0.0,6.7180059523809454,TRAIN,2025-10-18/2025-10-24
11444,2025-10-20,ANRO,579,1,584.0,target,2.0,4.278035490759151,3.351081702425298,10.559826222273935,7.33374,3409545.5,0.0,8.323999999999977,TRAIN,2025-10-18/2025-10-24
11470,2025-10-20,GREE,585,1,596.0,stop,-1.0602791878172588,1.6318754141815883,2.410737748289073,1.099919822499006,1.9315200000000001,402602.9,0.0,5.232786885245888,TRAIN,2025-10-18/2025-10-24
11481,2025-10-20,MCRP,597,1,598.0,target,2.0,3.556889104145218,2.726261852718075,1.7301354202416714,2.0841301999999997,799069.05,0.0,5.477923857868006,TRAIN,2025-10-18/2025-10-24
11493,2025-10-20,OBIO,608,1,639.0,target,2.0,2.4872504105800144,2.7045178323155428,5.424980408704563,3.7020800000000005,341913.6,0.0,9.526409495548949,TRAIN,2025-10-18/2025-10-24
11458,2025-10-20,CORD,610,1,615.0,target,2.0,1.1964430719505943,1.5093417520051426,0.9311274732600068,19.999280000000002,134486.06666666668,1.0,5.444949762030649,TRAIN,2025-10-18/2025-10-24
11554,2025-10-21,IONZ,578,1,591.0,stop,-1.0246794096298095,3.89417052189233,1.482667234171844,0.9637039882710132,4.2453199999999995,79051294.4,1.0,6.081704260651599,TRAIN,2025-10-18/2025-10-24
11565,2025-10-21,QBTZ,578,1,613.0,stop,-1.0237997296820844,4.0323020162695,2.977806571936739,2.4311803122013376,16.88068,3374447.222222222,1.0,5.321276595744684,TRAIN,2025-10-18/2025-10-24
