day,symbol,split,variant,R,rr,usd_per_100,why,spread_frac_r
2025-01-16,RDW,TRAIN,V1,0.6020000000000003,-1.0913621262458466,-109.13621262458466,stop,0.18272425249169327
2025-01-16,RDW,TRAIN,V2,0.7119999999999997,-1.0772471910112356,-107.72471910112355,stop,0.15449438202247112
2025-01-16,WOLF,TRAIN,V0,0.09999999999999964,-1.0499999999999992,-104.99999999999991,stop,0.10000000000000636
2025-01-16,WOLF,TRAIN,V1,0.09999999999999964,-1.0499999999999992,-104.99999999999991,stop,0.10000000000000636
2025-01-16,WOLF,TRAIN,V2,0.11000000000000032,-1.0454545454545443,-104.54545454545443,stop,0.0909090909090961
2025-01-17,OPFI,TRAIN,V0,0.23499999999999943,-1.148936170212767,-114.8936170212767,stop,0.2978723404255335
2025-01-17,OPFI,TRAIN,V1,0.23499999999999943,-1.148936170212767,-114.8936170212767,stop,0.2978723404255335
2025-01-17,OPFI,TRAIN,V2,0.3049999999999997,-1.1475409836065573,-114.75409836065573,stop,0.22950819672131234
2025-01-17,MESO,TRAIN,V0,0.3581000000000003,-0.022619380061442144,-2.2619380061442143,eod,0.39095224797542694
2025-01-17,MESO,TRAIN,V1,0.3581000000000003,-0.022619380061442144,-2.2619380061442143,eod,0.39095224797542694
2025-01-17,MESO,TRAIN,V2,0.4981000000000009,-0.016261794820322074,-1.6261794820322073,eod,0.28106805862276707
2025-01-17,TSSI,TRAIN,V0,0.28999999999999915,-1.137931034482756,-113.7931034482756,stop,0.27586206896551807
2025-01-17,TSSI,TRAIN,V1,0.28999999999999915,-1.137931034482756,-113.7931034482756,stop,0.27586206896551807
2025-01-17,TSSI,TRAIN,V2,0.3699999999999992,-1.1081081081081061,-110.81081081081061,stop,0.21621621621621667
2025-01-17,MSTX,TRAIN,V0,1.0976999999999961,-1.0318848501412012,-103.18848501412012,stop,0.06376970028240908
2025-01-17,MSTX,TRAIN,V1,1.0976999999999961,-1.0318848501412012,-103.18848501412012,stop,0.06376970028240908
2025-01-17,MSTX,TRAIN,V2,1.1676999999999964,-1.029973452085293,-102.9973452085293,stop,0.05994690417059212
2025-01-21,OKLO,TRAIN,V0,0.7899999999999956,2.0,200.0,target,0.07594936708860638
2025-01-21,OKLO,TRAIN,V1,0.7899999999999956,2.0759493670886062,207.59493670886062,target,0.07594936708860638
2025-01-21,OKLO,TRAIN,V2,0.8499999999999943,1.4058823529411903,140.58823529411904,eod,0.07058823529411659
2025-01-21,CLPT,TRAIN,V0,0.3240000000000016,2.0,200.0,target,0.5555555555555518
2025-01-21,CLPT,TRAIN,V1,0.3240000000000016,2.555555555555552,255.55555555555517,target,0.5555555555555518
2025-01-21,CLPT,TRAIN,V2,0.5040000000000013,2.0,200.0,target,0.3571428571428556
2025-01-21,CDZI,TRAIN,V0,0.07999999999999918,-1.3737499999999987,-137.37499999999986,stop,0.5000000000000051
2025-01-21,CDZI,TRAIN,V1,0.07999999999999918,-1.3737499999999987,-137.37499999999986,stop,0.5000000000000051
2025-01-21,CDZI,TRAIN,V2,0.11999999999999922,-1.1666666666666643,-116.66666666666643,stop,0.33333333333333554
2025-01-21,SYM,TRAIN,V0,0.5194000000000045,2.0,200.0,target,0.17327685791298153
2025-01-21,SYM,TRAIN,V1,0.5194000000000045,2.1732768579129815,217.32768579129817,target,0.17327685791298153
2025-01-21,SYM,TRAIN,V2,0.6094000000000079,2.0,200.0,target,0.1476862487692849
2025-01-21,MUU,TRAIN,V0,0.4450000000000003,1.1797752808988804,117.97752808988804,eod,0.08988764044943612
2025-01-21,MUU,TRAIN,V1,0.4450000000000003,1.1797752808988804,117.97752808988804,eod,0.08988764044943612
2025-01-21,MUU,TRAIN,V2,0.48499999999999943,1.0824742268041294,108.24742268041294,eod,0.08247422680412195
2025-01-21,WKEY,TRAIN,V0,0.2209000000000012,-1.3046627433227704,-130.46627433227704,stop,0.5432322317790831
2025-01-21,WKEY,TRAIN,V1,0.2209000000000012,-1.3046627433227704,-130.46627433227704,stop,0.5432322317790831
2025-01-21,WKEY,TRAIN,V2,0.3409000000000013,2.0,200.0,target,0.3520093869169834
2025-01-21,IONQ,TRAIN,V0,1.4099999999999966,-1.0141843971631177,-101.41843971631177,stop,0.028368794326240565
2025-01-21,IONQ,TRAIN,V1,1.4099999999999966,-1.0141843971631177,-101.41843971631177,stop,0.028368794326240565
2025-01-21,IONQ,TRAIN,V2,1.4499999999999957,-1.0137931034482732,-101.37931034482732,stop,0.027586206896551183
2025-01-22,IREN,TRAIN,V0,0.27999999999999936,-1.0178571428571392,-101.78571428571392,stop,0.03571428571428473
2025-01-22,IREN,TRAIN,V1,0.27999999999999936,-1.0178571428571392,-101.78571428571392,stop,0.03571428571428473
2025-01-22,IREN,TRAIN,V2,0.28999999999999915,-1.0172413793103414,-101.72413793103414,stop,0.034482758620688725
2025-01-22,KSCP,TRAIN,V0,0.21000000000000085,-1.295238095238091,-129.52380952380912,stop,0.4285714285714259
2025-01-22,KSCP,TRAIN,V1,0.21000000000000085,-1.295238095238091,-129.52380952380912,stop,0.4285714285714259
2025-01-22,KSCP,TRAIN,V2,0.3000000000000007,-1.1499999999999995,-114.99999999999994,stop,0.29999999999999866
2025-01-22,GH,TRAIN,V0,1.1477999999999966,-0.629726433176513,-62.9726433176513,eod,0.16553406516815244
2025-01-22,GH,TRAIN,V1,1.1477999999999966,-0.629726433176513,-62.9726433176513,eod,0.16553406516815244
2025-01-22,GH,TRAIN,V2,1.3378000000000014,-0.5402900284048427,-54.029002840484274,eod,0.14202421886679967
2025-01-23,BITU,TRAIN,V0,1.384999999999998,-1.0180505415162444,-101.80505415162445,stop,0.036101083032488934
2025-01-23,BITU,TRAIN,V1,1.384999999999998,-1.0180505415162444,-101.80505415162445,stop,0.036101083032488934
2025-01-23,BITU,TRAIN,V2,1.4349999999999952,-1.0174216027874554,-101.74216027874554,stop,0.03484320557491099
2025-01-23,TRAW,TRAIN,V0,0.26500000000000057,-1.6226415094339577,-162.26415094339578,stop,0.7169811320754716
2025-01-23,TRAW,TRAIN,V1,0.26500000000000057,-1.6226415094339577,-162.26415094339578,stop,0.7169811320754716
2025-01-23,TRAW,TRAIN,V2,0.45500000000000096,-0.21978021978021853,-21.978021978021854,eod,0.41758241758241754
2025-01-23,SOUN,TRAIN,V0,0.389999999999997,-1.0128205128205103,-101.28205128205103,stop,0.02564102564102071
2025-01-23,SOUN,TRAIN,V1,0.389999999999997,-1.0128205128205103,-101.28205128205103,stop,0.02564102564102071
2025-01-23,SOUN,TRAIN,V2,0.399999999999995,-1.0124999999999977,-101.24999999999977,stop,0.02499999999999531
2025-01-23,ARDX,TRAIN,V0,0.10999999999999943,-1.0454545454545447,-104.54545454545448,stop,0.09090909090908865
2025-01-23,ARDX,TRAIN,V1,0.10999999999999943,-1.0454545454545447,-104.54545454545448,stop,0.09090909090908865
2025-01-23,ARDX,TRAIN,V2,0.11999999999999922,-1.0416666666666734,-104.16666666666734,stop,0.08333333333333137
2025-01-24,QBTS,TRAIN,V0,0.21480000000000032,2.0,200.0,target,0.046554934823093974
2025-01-24,QBTS,TRAIN,V1,0.21480000000000032,2.0465549348230945,204.65549348230945,target,0.046554934823093974
2025-01-24,QBTS,TRAIN,V2,0.224800000000001,2.0,200.0,target,0.04448398576512703
2025-01-24,DNA,TRAIN,V0,0.28500000000000014,-1.12280701754386,-112.280701754386,stop,0.24561403508771987
2025-01-24,DNA,TRAIN,V1,0.28500000000000014,-1.12280701754386,-112.280701754386,stop,0.24561403508771987
2025-01-24,DNA,TRAIN,V2,0.3550000000000004,-1.098591549295775,-109.8591549295775,stop,0.19718309859154962
2025-01-24,MSTZ,TRAIN,V0,0.41499999999999915,-1.012048192771082,-101.2048192771082,stop,0.024096385542168003
2025-01-24,MSTZ,TRAIN,V1,0.41499999999999915,-1.012048192771082,-101.2048192771082,stop,0.024096385542168003
2025-01-24,MSTZ,TRAIN,V2,0.42499999999999893,-1.0117647058823507,-101.17647058823506,stop,0.023529411764705237
2025-01-24,MSOX,TRAIN,V0,0.28190000000000026,0.7747428166016308,77.47428166016309,eod,0.24831500532103631
2025-01-24,MSOX,TRAIN,V1,0.28190000000000026,0.7747428166016308,77.47428166016309,eod,0.24831500532103631
2025-01-24,MSOX,TRAIN,V2,0.35190000000000055,0.620630861040067,62.0630861040067,eod,0.1989201477692529
2025-01-24,PDYN,TRAIN,V0,0.176499999999999,2.0,200.0,target,0.11331444759206581
2025-01-24,PDYN,TRAIN,V1,0.176499999999999,2.1133144475920664,211.33144475920665,target,0.11331444759206581
2025-01-24,PDYN,TRAIN,V2,0.19649999999999856,2.0,200.0,target,0.10178117048345876
2025-01-24,NNE,TRAIN,V0,0.6981999999999999,2.0,200.0,target,0.14322543683758437
2025-01-24,NNE,TRAIN,V1,0.6981999999999999,2.1432254368375845,214.32254368375845,target,0.14322543683758437
2025-01-24,NNE,TRAIN,V2,0.7982000000000014,2.0,200.0,target,0.1252818842395405
2025-01-27,TKNO,TRAIN,V0,0.25480000000000125,2.0,200.0,target,0.353218210361065
2025-01-27,TKNO,TRAIN,V1,0.25480000000000125,2.353218210361065,235.3218210361065,target,0.353218210361065
2025-01-27,TKNO,TRAIN,V2,0.3448000000000011,2.0,200.0,target,0.2610208816705322
2025-01-27,YRD,TRAIN,V0,0.08999999999999986,1.5555555555555642,155.55555555555642,eod,0.44444444444444514
2025-01-27,YRD,TRAIN,V1,0.08999999999999986,1.5555555555555642,155.55555555555642,eod,0.44444444444444514
2025-01-27,YRD,TRAIN,V2,0.1299999999999999,1.0769230769230822,107.69230769230822,eod,0.30769230769230793
2025-01-27,MAX,TRAIN,V0,0.31489999999999974,-0.47634169577643287,-47.634169577643284,eod,0.3493172435693912
2025-01-27,MAX,TRAIN,V1,0.31489999999999974,-0.47634169577643287,-47.634169577643284,eod,0.3493172435693912
2025-01-27,MAX,TRAIN,V2,0.42490000000000094,-0.3530242409978777,-35.30242409978777,eod,0.2588844433984489
2025-01-27,QUBT,TRAIN,V0,0.2574999999999985,-1.0194174757281516,-101.94174757281516,stop,0.03883495145630974
2025-01-27,QUBT,TRAIN,V1,0.2574999999999985,-1.0194174757281516,-101.94174757281516,stop,0.03883495145630974
2025-01-27,QUBT,TRAIN,V2,0.2674999999999983,-1.0186915887850432,-101.86915887850432,stop,0.037383177570092574
2025-01-27,MSTX,TRAIN,V0,1.8900000000000077,-1.063492063492062,-106.3492063492062,stop,0.12698412698412753
2025-01-27,MSTX,TRAIN,V1,1.8900000000000077,-1.063492063492062,-106.3492063492062,stop,0.12698412698412753
2025-01-27,MSTX,TRAIN,V2,2.1300000000000097,-1.056338028169016,-105.6338028169016,stop,0.11267605633802859
2025-01-27,BOOM,TRAIN,V0,0.3149999999999986,-0.6666666666666611,-66.6666666666661,eod,0.15873015873015595
2025-01-27,BOOM,TRAIN,V1,0.3149999999999986,-0.6666666666666611,-66.6666666666661,eod,0.15873015873015595
2025-01-27,BOOM,TRAIN,V2,0.36499999999999755,-0.5753424657534211,-57.53424657534211,eod,0.13698630136986092
2025-01-28,OPFI,TRAIN,V0,0.4501999999999988,0.69924478009774,69.924478009774,eod,0.02221235006663644
2025-01-28,OPFI,TRAIN,V1,0.4501999999999988,0.69924478009774,69.924478009774,eod,0.02221235006663644
2025-01-28,OPFI,TRAIN,V2,0.4601999999999986,0.684050412863978,68.4050412863978,eod,0.021729682746631312
2025-01-28,NVDX,TRAIN,V0,0.12009999999999899,2.0,200.0,target,0.08326394671107232
2025-01-28,NVDX,TRAIN,V1,0.12009999999999899,2.083263946711073,208.32639467110732,target,0.08326394671107232
2025-01-28,NVDX,TRAIN,V2,0.13009999999999877,2.0,200.0,target,0.0768639508070699
2025-01-28,ORIC,TRAIN,V0,0.24999999999999822,-1.1599999999999977,-115.99999999999977,stop,0.2399999999999965
2025-01-28,ORIC,TRAIN,V1,0.24999999999999822,-1.1599999999999977,-115.99999999999977,stop,0.2399999999999965
2025-01-28,ORIC,TRAIN,V2,0.30999999999999694,-0.03225806451612293,-3.2258064516122933,eod,0.1935483870967719
2025-01-28,LTBR,TRAIN,V0,0.29499999999999993,-1.0847457627118626,-108.47457627118627,stop,0.1694915254237282
2025-01-28,LTBR,TRAIN,V1,0.29499999999999993,-1.0847457627118626,-108.47457627118627,stop,0.1694915254237282
2025-01-28,LTBR,TRAIN,V2,0.34499999999999975,0.362318840579713,36.2318840579713,eod,0.1449275362318836
2025-01-29,TMCI,TRAIN,V0,0.15629999999999988,-1.306461932181704,-130.6461932181704,stop,0.25591810620602007
2025-01-29,TMCI,TRAIN,V1,0.15629999999999988,-1.306461932181704,-130.6461932181704,stop,0.25591810620602007
2025-01-29,TMCI,TRAIN,V2,0.1963000000000008,2.0,200.0,target,0.20376974019358501
2025-01-29,NVDS,TRAIN,V0,0.48999999999999844,-1.0204081632653021,-102.04081632653022,stop,0.04081632653061135
2025-01-29,NVDS,TRAIN,V1,0.48999999999999844,-1.0204081632653021,-102.04081632653022,stop,0.04081632653061135
2025-01-29,NVDS,TRAIN,V2,0.509999999999998,-1.019607843137251,-101.9607843137251,stop,0.03921568627450898
2025-01-29,NXE,TRAIN,V0,0.09999999999999964,-1.0499999999999992,-104.99999999999991,stop,0.10000000000000636
2025-01-29,NXE,TRAIN,V1,0.09999999999999964,-1.0499999999999992,-104.99999999999991,stop,0.10000000000000636
2025-01-29,NXE,TRAIN,V2,0.11000000000000032,0.6363636363636371,63.63636363636371,eod,0.0909090909090961
2025-01-30,ADTN,TRAIN,V0,0.20000000000000107,2.0,200.0,target,0.3000000000000009
2025-01-30,ADTN,TRAIN,V1,0.20000000000000107,2.3000000000000007,230.00000000000006,target,0.3000000000000009
2025-01-30,ADTN,TRAIN,V2,0.26000000000000156,2.0,200.0,target,0.23076923076923128
2025-01-30,NVD,TRAIN,V0,0.8955999999999982,-1.0111656989727575,-101.11656989727575,stop,0.022331397945514895
2025-01-30,NVD,TRAIN,V1,0.8955999999999982,-1.0111656989727575,-101.11656989727575,stop,0.022331397945514895
2025-01-30,NVD,TRAIN,V2,0.9156000000000013,-1.0109217999126272,-101.09217999126273,stop,0.021843599825254554
2025-01-30,KEX,TRAIN,V0,2.4299999999999926,-0.08024691358024436,-8.024691358024436,eod,0.674897119341566
2025-01-30,KEX,TRAIN,V1,2.4299999999999926,-0.08024691358024436,-8.024691358024436,eod,0.674897119341566
2025-01-30,KEX,TRAIN,V2,4.069999999999993,-0.047911547911546316,-4.791154791154631,eod,0.4029484029484038
2025-01-30,VST,TRAIN,V0,2.7150000000000034,2.0,200.0,target,0.09208103130755053
2025-01-30,VST,TRAIN,V1,2.7150000000000034,2.0920810313075506,209.20810313075506,target,0.09208103130755053
2025-01-30,VST,TRAIN,V2,2.9650000000000034,2.0,200.0,target,0.08431703204047208
2025-01-31,INMB,TRAIN,V0,0.33999999999999986,-1.0294117647058818,-102.94117647058818,stop,0.05882352941176326
2025-01-31,INMB,TRAIN,V1,0.33999999999999986,-1.0294117647058818,-102.94117647058818,stop,0.05882352941176326
2025-01-31,INMB,TRAIN,V2,0.35999999999999943,-1.3052777777777773,-130.52777777777774,stop,0.055555555555554255
2025-01-31,MSTU,TRAIN,V0,0.11999999999999922,-1.0416666666666587,-104.16666666666588,stop,0.08333333333333137
2025-01-31,MSTU,TRAIN,V1,0.11999999999999922,-1.0416666666666587,-104.16666666666588,stop,0.08333333333333137
2025-01-31,MSTU,TRAIN,V2,0.129999999999999,-1.038461538461531,-103.8461538461531,stop,0.0769230769230752
2025-01-31,SOUN,TRAIN,V0,0.19069999999999965,-1.052438384897744,-105.2438384897744,stop,0.10487676979548788
2025-01-31,SOUN,TRAIN,V1,0.19069999999999965,-1.052438384897744,-105.2438384897744,stop,0.10487676979548788
2025-01-31,SOUN,TRAIN,V2,0.21069999999999922,-1.0474608448030367,-104.74608448030367,stop,0.09492168960607297
2025-01-31,BKKT,TRAIN,V0,0.37999999999999545,-1.1447368421052642,-114.47368421052641,stop,0.2631578947368395
2025-01-31,BKKT,TRAIN,V1,0.37999999999999545,-1.1447368421052642,-114.47368421052641,stop,0.2631578947368395
2025-01-31,BKKT,TRAIN,V2,0.4799999999999933,-1.1041666666666623,-110.41666666666623,stop,0.20833333333333165
2025-02-03,ALLT,TRAIN,V0,0.17459999999999987,-0.09106529209621124,-9.106529209621124,eod,0.11454753722794683
2025-02-03,ALLT,TRAIN,V1,0.17459999999999987,-0.09106529209621124,-9.106529209621124,eod,0.11454753722794683
2025-02-03,ALLT,TRAIN,V2,0.19459999999999944,-0.08170606372044459,-8.170606372044459,eod,0.10277492291880554
2025-02-03,PSIX,TRAIN,V0,1.0707000000000022,2.0,200.0,target,0.30820958251611535
2025-02-03,PSIX,TRAIN,V1,1.0707000000000022,2.3082095825161155,230.82095825161156,target,0.30820958251611535
2025-02-03,PSIX,TRAIN,V2,1.4007000000000076,0.596130506175476,59.6130506175476,eod,0.235596487470553
2025-02-03,SOUN,TRAIN,V0,0.48469999999999835,0.9696719620383826,96.96719620383826,eod,0.020631318341241458
2025-02-03,SOUN,TRAIN,V1,0.48469999999999835,0.9696719620383826,96.96719620383826,eod,0.020631318341241458
2025-02-03,SOUN,TRAIN,V2,0.49469999999999814,0.9500707499494728,95.00707499494729,eod,0.020214271275519988
2025-02-03,NBIS,TRAIN,V0,1.0350000000000001,1.9999999999999967,199.99999999999966,target,0.0772946859903399
2025-02-03,NBIS,TRAIN,V1,1.0350000000000001,1.2367149758454081,123.67149758454082,eod,0.0772946859903399
2025-02-03,NBIS,TRAIN,V2,1.115000000000002,1.1479820627802648,114.79820627802648,eod,0.07174887892376831
2025-02-03,CONL,TRAIN,V0,1.4249999999999972,0.7929824561403542,79.29824561403542,eod,0.10526315789473599
2025-02-03,CONL,TRAIN,V1,1.4249999999999972,0.7929824561403542,79.29824561403542,eod,0.10526315789473599
2025-02-03,CONL,TRAIN,V2,1.5749999999999957,0.717460317460321,71.7460317460321,eod,0.09523809523809454
2025-02-03,CTKB,TRAIN,V0,0.10499999999999954,2.0,200.0,target,0.0952380952380928
2025-02-03,CTKB,TRAIN,V1,0.10499999999999954,2.0952380952380936,209.52380952380935,target,0.0952380952380928
2025-02-03,CTKB,TRAIN,V2,0.11499999999999932,2.0,200.0,target,0.08695652173912834
