day,symbol,split,variant,R,rr,usd_per_100,why,spread_frac_r
2025-01-10,UMAC,TRAIN,V0,0.33000000000000007,-1.1666666666666659,-116.66666666666659,stop,0.33333333333333687
2025-01-10,UMAC,TRAIN,V1,0.33000000000000007,-1.1666666666666659,-116.66666666666659,stop,0.33333333333333687
2025-01-10,UMAC,TRAIN,V2,0.4400000000000013,-1.124999999999999,-112.49999999999989,stop,0.250000000000002
2025-01-10,RGTI,TRAIN,V0,0.375,-1.0133333333333308,-101.33333333333307,stop,0.026666666666665867
2025-01-10,RGTI,TRAIN,V1,0.375,-1.0133333333333308,-101.33333333333307,stop,0.026666666666665867
2025-01-10,RGTI,TRAIN,V2,0.3849999999999998,-1.0129870129870104,-101.29870129870105,stop,0.02597402597402521
2025-01-13,METC,TRAIN,V0,0.31420000000000137,-1.095480585614256,-109.54805856142559,stop,0.1909611712285176
2025-01-13,METC,TRAIN,V1,0.31420000000000137,-1.095480585614256,-109.54805856142559,stop,0.1909611712285176
2025-01-13,METC,TRAIN,V2,0.37420000000000186,0.6435061464457481,64.3506146445748,eod,0.16034206306787868
2025-01-13,BITX,TRAIN,V0,0.7643999999999949,-1.0261643118785926,-102.61643118785926,stop,0.05232862375719436
2025-01-13,BITX,TRAIN,V1,0.7643999999999949,-1.0261643118785926,-102.61643118785926,stop,0.05232862375719436
2025-01-13,BITX,TRAIN,V2,0.804399999999994,-1.0248632521133716,-102.48632521133716,stop,0.04972650422675211
2025-01-13,ALLT,TRAIN,V0,0.245000000000001,-1.1836734693877504,-118.36734693877504,stop,0.2040816326530596
2025-01-13,ALLT,TRAIN,V1,0.245000000000001,-1.1836734693877504,-118.36734693877504,stop,0.2040816326530596
2025-01-13,ALLT,TRAIN,V2,0.2950000000000008,-1.0847457627118624,-108.47457627118624,stop,0.16949152542372767
2025-01-13,PHUN,TRAIN,V0,0.21639999999999926,2.0,200.0,target,0.23105360443622908
2025-01-13,PHUN,TRAIN,V1,0.21639999999999926,2.2310536044362292,223.1053604436229,target,0.23105360443622908
2025-01-13,PHUN,TRAIN,V2,0.2663999999999991,2.0,200.0,target,0.1876876876876876
2025-01-13,LXU,TRAIN,V0,0.18489999999999895,0.7842076798269452,78.42076798269451,eod,0.3785830178474884
2025-01-13,LXU,TRAIN,V1,0.18489999999999895,0.7842076798269452,78.42076798269451,eod,0.3785830178474884
2025-01-13,LXU,TRAIN,V2,0.25489999999999924,0.5688505296194656,56.885052961946556,eod,0.2746174970576713
2025-01-13,SIBN,TRAIN,V0,0.3049999999999997,2.0,200.0,target,0.26229508196721335
2025-01-13,SIBN,TRAIN,V1,0.3049999999999997,2.2622950819672134,226.22950819672133,target,0.26229508196721335
2025-01-13,SIBN,TRAIN,V2,0.3849999999999998,2.0,200.0,target,0.20779220779220792
2025-01-13,BITU,TRAIN,V0,0.6547999999999945,-1.0229077580940755,-102.29077580940755,stop,0.04581551618815111
2025-01-13,BITU,TRAIN,V1,0.6547999999999945,-1.0229077580940755,-102.29077580940755,stop,0.04581551618815111
2025-01-13,BITU,TRAIN,V2,0.6847999999999956,-1.0219042056074776,-102.19042056074777,stop,0.043808411214955156
2025-01-14,TSLQ,TRAIN,V0,0.36540000000000106,-1.04105090311987,-104.105090311987,stop,0.08210180623974005
2025-01-14,TSLQ,TRAIN,V1,0.36540000000000106,-1.04105090311987,-104.105090311987,stop,0.08210180623974005
2025-01-14,TSLQ,TRAIN,V2,0.3954000000000022,-1.0379362670713215,-103.79362670713215,stop,0.07587253414264272
2025-01-14,SMST,TRAIN,V0,0.1036999999999999,-1.0482160077145604,-104.82160077145603,stop,0.09643201542911967
2025-01-14,SMST,TRAIN,V1,0.1036999999999999,-1.0482160077145604,-104.82160077145603,stop,0.09643201542911967
2025-01-14,SMST,TRAIN,V2,0.11369999999999969,-1.0439753737906765,-104.39753737906766,stop,0.08795074758135205
2025-01-14,ZENA,TRAIN,V0,0.09499999999999975,-1.4736842105263068,-147.36842105263068,stop,0.42105263157894846
2025-01-14,ZENA,TRAIN,V1,0.09499999999999975,-1.4736842105263068,-147.36842105263068,stop,0.42105263157894846
2025-01-14,ZENA,TRAIN,V2,0.1349999999999998,-1.1481481481481453,-114.81481481481453,stop,0.2962962962962968
2025-01-14,CRESY,TRAIN,V0,0.34499999999999886,-1.1304347826086958,-113.04347826086958,stop,0.2608695652173916
2025-01-14,CRESY,TRAIN,V1,0.34499999999999886,-1.1304347826086958,-113.04347826086958,stop,0.2608695652173916
2025-01-14,CRESY,TRAIN,V2,0.4349999999999987,-1.034482758620691,-103.44827586206911,eod,0.2068965517241381
2025-01-14,LABD,TRAIN,V0,0.10489999999999977,-1.047664442326024,-104.7664442326024,stop,0.09532888465204692
2025-01-14,LABD,TRAIN,V1,0.10489999999999977,-1.047664442326024,-104.7664442326024,stop,0.09532888465204692
2025-01-14,LABD,TRAIN,V2,0.11489999999999956,-1.0435161009573535,-104.35161009573535,stop,0.08703220191470616
2025-01-14,PTLO,TRAIN,V0,0.33000000000000007,2.0,200.0,target,0.12121212121211845
2025-01-14,PTLO,TRAIN,V1,0.33000000000000007,2.1212121212121184,212.12121212121184,target,0.12121212121211845
2025-01-14,PTLO,TRAIN,V2,0.3699999999999992,2.0,200.0,target,0.10810810810810591
2025-01-14,SKE,TRAIN,V0,0.20999999999999908,2.0,200.0,target,0.09523809523809328
2025-01-14,SKE,TRAIN,V1,0.20999999999999908,2.0952380952380936,209.52380952380935,target,0.09523809523809328
2025-01-14,SKE,TRAIN,V2,0.22999999999999865,2.0,200.0,target,0.08695652173912878
2025-01-14,NRXP,TRAIN,V0,0.15500000000000025,-1.3954838709677422,-139.5483870967742,stop,0.45161290322580183
2025-01-14,NRXP,TRAIN,V1,0.15500000000000025,-1.3954838709677422,-139.5483870967742,stop,0.45161290322580183
2025-01-14,NRXP,TRAIN,V2,0.22499999999999964,-1.1555555555555563,-115.55555555555563,stop,0.3111111111111089
2025-01-15,OKLO,TRAIN,V0,0.5199999999999996,-1.057692307692303,-105.7692307692303,stop,0.11538461538461298
2025-01-15,OKLO,TRAIN,V1,0.5199999999999996,-1.057692307692303,-105.7692307692303,stop,0.11538461538461298
2025-01-15,OKLO,TRAIN,V2,0.5799999999999983,-1.0517241379310305,-105.17241379310305,stop,0.10344827586206704
2025-01-15,NNOX,TRAIN,V0,0.2049999999999983,2.0,200.0,target,0.04878048780487699
2025-01-15,NNOX,TRAIN,V1,0.2049999999999983,2.048780487804877,204.87804878048772,target,0.04878048780487699
2025-01-15,NNOX,TRAIN,V2,0.21499999999999808,2.0,200.0,target,0.046511627906975765
2025-01-15,RCAT,TRAIN,V0,0.254999999999999,-1.019607843137251,-101.9607843137251,stop,0.03921568627450878
2025-01-15,RCAT,TRAIN,V1,0.254999999999999,-1.019607843137251,-101.9607843137251,stop,0.03921568627450878
2025-01-15,RCAT,TRAIN,V2,0.2649999999999988,-1.0188679245282983,-101.88679245282984,stop,0.037735849056602815
2025-01-15,WOLF,TRAIN,V0,0.19229999999999947,2.0,200.0,target,0.05200208008320191
2025-01-15,WOLF,TRAIN,V1,0.19229999999999947,2.052002080083202,205.2002080083202,target,0.05200208008320191
2025-01-15,WOLF,TRAIN,V2,0.20229999999999926,2.0,200.0,target,0.04943153732080938
2025-01-15,SEZL,TRAIN,V0,12.172899999999998,-0.18952755711457347,-18.952755711457346,eod,0.3581726622251054
2025-01-15,SEZL,TRAIN,V1,12.172899999999998,-0.18952755711457347,-18.952755711457346,eod,0.3581726622251054
2025-01-15,SEZL,TRAIN,V2,16.532899999999984,-0.13954599616522168,-13.954599616522167,eod,0.2637165893460911
2025-01-15,SERV,TRAIN,V0,0.46999999999999886,-1.0425531914893609,-104.25531914893608,stop,0.0851063829787217
2025-01-15,SERV,TRAIN,V1,0.46999999999999886,-1.0425531914893609,-104.25531914893608,stop,0.0851063829787217
2025-01-15,SERV,TRAIN,V2,0.509999999999998,-1.0392156862745092,-103.92156862745092,stop,0.07843137254901815
2025-01-15,DBI,TRAIN,V0,0.0823999999999998,-1.0606796116504842,-106.06796116504842,stop,0.12135922330096752
2025-01-15,DBI,TRAIN,V1,0.0823999999999998,-1.0606796116504842,-106.06796116504842,stop,0.12135922330096752
2025-01-15,DBI,TRAIN,V2,0.0923999999999996,-1.0541125541125531,-105.41125541125531,stop,0.10822510822510545
2025-01-16,IONQ,TRAIN,V0,0.9849999999999923,-1.0050761421319752,-100.50761421319751,stop,0.01015228426395744
2025-01-16,IONQ,TRAIN,V1,0.9849999999999923,-1.0050761421319752,-100.50761421319751,stop,0.01015228426395744
2025-01-16,IONQ,TRAIN,V2,0.9949999999999903,2.0,200.0,target,0.010050251256279496
2025-01-16,MGTX,TRAIN,V0,0.10249999999999915,-1.2926829268292646,-129.26829268292644,stop,0.5853658536585375
2025-01-16,MGTX,TRAIN,V1,0.10249999999999915,-1.2926829268292646,-129.26829268292644,stop,0.5853658536585375
2025-01-16,MGTX,TRAIN,V2,0.16249999999999876,-1.1846153846153822,-118.46153846153823,stop,0.3692307692307696
2025-01-16,ALCO,TRAIN,V0,0.865000000000002,-1.549132947976875,-154.91329479768748,stop,0.8439306358381448
2025-01-16,ALCO,TRAIN,V1,0.865000000000002,-1.549132947976875,-154.91329479768748,stop,0.8439306358381448
2025-01-16,ALCO,TRAIN,V2,1.5949999999999989,-0.29191222570532616,-29.191222570532616,eod,0.45768025078369745
2025-01-16,RDW,TRAIN,V0,0.6020000000000003,-1.0913621262458466,-109.13621262458466,stop,0.18272425249169327
