n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,cost,h1,h2,vgross,half_ok,note
396,7.471698113207547,-0.15078392345834393,-0.15078392345834393,-0.06741024642720421,-3.074861198943871,39.62264150943396,3.7735849056603774,5,-1179.577171891231,298.9898633526159,-5971.043368950417,-6115.8505987242515,-112.66119564057391,16.666666666666664,-0.21017611547570572,99.74747474747475,F1c-bor fb/h05/t1,TRAIN,-2.909827088425997,0.08337367703113967,-0.05054409972850869,-0.08250100926287916,-0.043500304894185014,False,
247,10.73913043478261,-0.12614534571716554,-0.12614534571716554,-0.043500304894185014,-2.045826572336317,34.78260869565217,4.3478260869565215,5,-690.5038515563166,353.0576256253993,-3115.790039213988,-3564.734094823554,-135.4691321397386,20.0,-0.18662649421353816,99.19028340080972,F1c-bor fb/h05/t1,VAL,-2.142430265379065,0.08264504082298048,-0.05054409972850869,-0.08250100926287916,-0.043500304894185014,False,
390,7.3584905660377355,-0.17654699287323342,-0.17654699287323342,-0.08582751666414029,-2.9884115653563845,30.18867924528302,3.7735849056603774,5,-1217.5683729896732,549.2673514451963,-6885.332722056104,-7044.903297591598,-129.91193815200197,16.666666666666664,-0.29186078607297306,99.74358974358975,F1c-bor fb/h05/t2,TRAIN,-2.7428987717889113,0.09071947620909315,-0.07883015934374395,-0.09214220497766873,-0.11051293983157927,False,
237,10.304347826086957,-0.20065535348638888,-0.20065535348638888,-0.11051293983157927,-2.726771238600221,30.434782608695656,4.3478260869565215,5,-878.8464853023312,442.47411329601556,-4755.531877627415,-4904.514520162683,-206.76225554901805,20.0,-0.31536945171057595,99.15611814345992,F1c-bor fb/h05/t2,VAL,-2.6634674745844236,0.09014241365480959,-0.07883015934374395,-0.09214220497766873,-0.11051293983157927,False,
390,7.3584905660377355,-0.18251956907338826,-0.18251956907338826,-0.09703888819769668,-3.513479493258332,32.075471698113205,3.7735849056603774,7,-1011.5358161459661,367.5285484221915,-7118.263193862143,-7268.6289132885695,-134.30685271438006,16.666666666666664,-0.28880342763834616,99.74358974358975,F1c-bor fb/h05/tls,TRAIN,-3.235608304041169,0.0854806808756916,-0.08190047865393899,-0.11056057439212102,-0.017203731391230503,False,
241,10.478260869565217,-0.10123361568624242,-0.10123361568624242,-0.017203731391230503,-1.4737055868744862,34.78260869565217,4.3478260869565215,5,-608.465194108076,312.4412930342936,-2439.730138038442,-2884.721575199578,-106.07522339297574,40.0,-0.20443398022460188,99.1701244813278,F1c-bor fb/h05/tls,VAL,-1.416425661657703,0.08402988429501193,-0.08190047865393899,-0.11056057439212102,-0.017203731391230503,False,
916,17.28301886792453,-0.06369773054531078,-0.06369773054531078,0.006352242373589759,-2.1927187337686114,49.056603773584904,1.8867924528301887,4,-1416.8636769086133,621.1548971061244,-5834.712117950468,-6902.148854848787,-110.08890788585789,25.0,-0.11838841334729096,99.78165938864629,F1c-bor fb/h10/t1,TRAIN,-1.9290019296318053,0.07004997291890054,0.004235949706866989,0.008257783903377464,-0.0458128261781462,False,
472,20.52173913043478,-0.11702136913904684,-0.11702136913904684,-0.0458128261781462,-2.922314852859903,21.73913043478261,4.3478260869565215,7,-1052.7410628770904,465.4031418113618,-5523.4086233630105,-5915.399828741706,-240.14820101578306,20.0,-0.1750942166451356,99.57627118644068,F1c-bor fb/h10/t1,VAL,-2.6647803600126743,0.07120854296090061,0.004235949706866989,0.008257783903377464,-0.0458128261781462,False,
865,16.32075471698113,-0.08711886919469587,-0.08711886919469587,-0.010810755060276511,-2.5281970975618364,43.39622641509434,1.8867924528301887,4,-1331.7763299101373,697.2221661754022,-7535.782185341192,-8384.108082714365,-142.18456953473947,33.33333333333333,-0.19650901277790458,99.76878612716763,F1c-bor fb/h10/t2,TRAIN,-2.1946373228068814,0.07630811413441936,0.007460734860927678,-0.02766112909872038,-0.05872061440919149,False,
438,19.043478260869566,-0.134732395938354,-0.134732395938354,-0.05872061440919149,-2.950350395743569,26.08695652173913,4.3478260869565215,6,-1346.1810577434926,791.2673940323632,-5901.278942099905,-6600.568036125927,-256.5773453086915,20.0,-0.24496746908311365,99.54337899543378,F1c-bor fb/h10/t2,VAL,-2.693886457715177,0.07601178152916249,0.007460734860927678,-0.02766112909872038,-0.05872061440919149,False,
943,17.79245283018868,-0.09216791260270994,-0.09216791260270994,-0.024303929206698893,-3.5649051674851457,41.509433962264154,1.8867924528301887,4,-1359.123081551978,501.25223597987963,-8691.434158435546,-9520.67404014318,-163.9893237440669,16.666666666666664,-0.15042683288719252,99.78791092258749,F1c-bor fb/h10/tls,TRAIN,-3.14417329238101,0.06786398339601105,-0.002129352090123573,-0.044630624896892936,-0.03691367120969753,False,
508,22.08695652173913,-0.10471642012744818,-0.10471642012744818,-0.03691367120969753,-2.9310281226277684,26.08695652173913,4.3478260869565215,6,-1199.8729544749706,681.0415824270046,-5319.594142474369,-5648.077001719382,-231.28670184671168,20.0,-0.16377277973207985,99.60629921259843,F1c-bor fb/h10/tls,VAL,-2.4489684864418217,0.06780274891775066,-0.002129352090123573,-0.044630624896892936,-0.03691367120969753,False,
350,6.60377358490566,-0.10187768194128693,-0.10995472953599363,-0.03808026750960304,-1.3688819983087441,30.18867924528302,3.7735849056603774,10,-836.347111533295,1287.001677722595,-3565.718867945042,-5560.321317488925,-67.27771448952909,16.666666666666664,-0.21498875963029548,16.0,F2 T11:00 X6%,TRAIN,-1.0695578932064416,0.0637974144316839,-0.0619816483827381,-0.014719030836990808,-0.05471374029533818,False,
231,10.043478260869565,-0.12371544103913075,-0.1329860364341098,-0.05471374029533818,-1.3809690462408954,34.78260869565217,8.695652173913043,7,-806.656131060898,1127.6325757044547,-2857.8266880039205,-5110.85444707872,-124.25333426104002,20.0,-0.2390375454027558,16.450216450216452,F2 T11:00 X6%,VAL,-1.1665841677446875,0.06900170074379258,-0.0619816483827381,-0.014719030836990808,-0.05471374029533818,False,
251,4.735849056603773,0.002248333912124766,-0.008097845534939837,0.06613340564355524,0.024942956093599176,41.509433962264154,3.7735849056603774,5,-728.3293677124154,1390.8725187579294,56.433181194331326,-3078.2828531981713,1.0647770036666289,50.0,-0.10597809761486492,20.717131474103585,F2 T11:00 X7%,TRAIN,0.02039272684564525,0.0638850717314305,0.03928963173631976,0.09362662569370775,0.006116968153921455,True,
