date,pnl_R
2016-01-08,-5.176788744034044
2016-01-15,-1.6909410747038436
2016-01-22,4.390391253906056
2016-01-29,2.2428895449034143
2016-02-05,-1.8679265647844279
2016-02-12,-4.030725150412362
2016-02-19,4.229691529025192
2016-02-26,0.16507320886940402
2016-03-04,1.3384948836629327
2016-03-11,1.5078038094231472
2016-03-18,-2.7141828127111856
2016-03-24,-2.9559422185888806
2016-04-01,0.1725484294341939
2016-04-08,-1.308069516652055
2016-04-15,2.3265321921051907
2016-04-22,-2.9121328798799695
2016-04-29,-2.212364474759676
2016-05-06,-2.3530015347929645
2016-05-13,0.9840225239159395
2016-05-20,-0.14573904786951974
2016-05-27,2.363313814555701
2016-06-03,-1.122418450619178
2016-06-10,-1.7954673861797716
2016-06-17,-2.9927310364989745
2016-06-24,-2.9012131699258195
2016-07-01,2.682322184789121
2016-07-08,-0.6772560736140187
2016-07-15,4.176478268642336
2016-07-22,0.8734032016406212
2016-07-29,2.260168491765824
2016-08-05,0.7434753619942169
2016-08-12,0.5843225927645967
2016-08-19,-0.6293215305628541
2016-08-26,-0.12133785954422383
2016-09-02,0.44573234838281006
2016-09-09,-1.7887709055526502
2016-09-16,-2.536455243779856
2016-09-23,2.8995729512082624
2016-09-30,-0.7835118196082513
2016-10-07,0.7775623092035611
2016-10-14,0.5426977607609684
2016-10-21,1.9717663663773255
2016-10-28,0.4125563261259345
2016-11-04,0.050117565653384766
2016-11-11,0.653362419464898
2016-11-18,0.7760027051239681
2016-11-25,0.7665003115899127
2016-12-02,0.20590905864688036
2016-12-09,1.9423610638701794
2016-12-16,0.03527813994295137
2016-12-23,0.6835060078707933
2016-12-30,1.1640826295292506
2017-01-06,1.6825108626058016
2017-01-13,-0.24965387373510062
2017-01-20,0.8470272749808049
2017-01-27,2.1841089999064422
2017-02-03,-0.1591993966012728
2017-02-10,0.37722054653261955
2017-02-17,0.37983580696501207
2017-02-24,-0.3843694213143234
2017-03-03,0.5868481891636579
2017-03-10,-0.06800227899428346
2017-03-17,0.06099210955194939
2017-03-24,1.3114120979059507
2017-03-31,-1.6332522000788163
2017-04-07,0.045336327125578
2017-04-13,-0.30513357571562144
2017-04-21,1.799845671090794
2017-04-28,4.172871236097864
2017-05-05,1.0715839097917845
2017-05-12,0.10318028591431716
2017-05-19,-0.3881508480888529
2017-05-26,2.4513632036834654
2017-06-02,1.624819670600064
2017-06-09,0.950075637540948
2017-06-16,-2.303362461564462
2017-06-23,2.1415311004244986
2017-06-30,0.7999724308856093
2017-07-07,0.5632888845098272
2017-07-14,2.4747751775904936
2017-07-21,0.24041998003971887
