date,r_on,r_id
2016-01-05,0.006845884120888268,-0.0008291873963515162
2016-01-06,-0.04514522821576761,0.007439596732139675
2016-01-07,-0.05120949653197138,-0.02200400072740505
2016-01-08,0.017106731126812935,-0.04954296160877514
2016-01-11,0.016349297941911978,-0.014383043149129526
2016-01-12,0.02764976958525356,-0.0018684603886397477
2016-01-13,0.012167727442905285,-0.08655446643240239
2016-01-14,0.012350678274954507,0.03600000000000003
2016-01-15,-0.07934362934362937,0.015097504717970223
2016-01-19,0.036356124767610076,-0.029499701016543867
2016-01-20,-0.047237625795851224,0.009700366458288423
2016-01-21,0.010034158838599483,0.00443880786303108
2016-01-22,0.050505050505050386,0.012019230769230838
2016-01-25,-0.010292953285827466,-0.034599999999999964
2016-01-26,0.010979904702713705,0.028483606557377028
2016-01-27,-0.009364415222155809,-0.02433628318584069
2016-01-28,0.028035456606885223,-0.01122919590936422
2016-01-29,0.013993104846887094,0.056400000000000006
2016-02-01,-0.01855357819007941,0.0190972222222221
2016-02-02,-0.027446526594737786,-0.02685869988322309
2016-02-03,0.019400000000000084,-0.0025505199136746093
2016-02-04,-0.008851298190401313,0.012700932724746927
2016-02-05,-0.009406231628453887,-0.04767556874381795
2016-02-08,-0.03531366846697137,-0.006029285099052539
2016-02-09,-0.032928942807625594,0.03382616487455192
2016-02-10,0.018201516793066252,-0.01893381570546937
2016-02-11,-0.047945458055587475,0.012303485987696483
2016-02-12,0.030609948233175865,0.02708014850404017
2016-02-16,0.0355092494152669,0.01355236139630378
2016-02-17,0.02269043760129663,0.026347068145800456
2016-02-18,0.0052113491603935636,-0.017473118279569877
2016-02-19,-0.013484463552863146,0.01347068145800323
2016-02-22,0.02834245504300248,0.013305455236647168
2016-02-23,-0.010879759894954155,-0.025791769391238395
2016-02-24,-0.02842125754331326,0.04287717892205967
2016-02-25,0.007492795389048901,0.027459954233409745
2016-02-26,0.016518188567186343,-0.02209238634288846
2016-02-29,0.0014936519790889058,-0.02870991797166289
2016-03-01,0.025911708253358867,0.04714686623012154
2016-03-02,-0.005896015722708592,0.019769949676491816
2016-03-03,-0.00422982023264018,0.014513274336283244
2016-03-04,0.00488485694347518,0.005729166666666563
2016-03-07,-0.015535991714137776,0.01788532351394001
2016-03-08,-0.018776916451334946,-0.014747191011236005
2016-03-09,0.015146115466856847,0.0003510619624365052
2016-03-10,0.008422530268468176,-0.006612145467200237
2016-03-11,0.02574881765633208,0.02254098360655732
2016-03-14,-0.009185036740147035,0.005562110230911799
2016-03-15,-0.01676164934629565,0.012444595976815576
2016-03-16,-0.009092439804680885,0.027357689039932076
2016-03-17,-0.0026463777704267555,0.02122719734660028
2016-03-18,0.006820396232543047,0.004838709677419395
2016-03-21,-0.005136436597110716,0.008873830267828398
2016-03-22,-0.01359347513193665,0.012808041504539514
2016-03-23,-0.007523611333440039,-0.012258064516128986
2016-03-24,-0.01992161985630303,0.01782739086971019
2016-03-28,0.007202488132263873,-0.004713148057857941
2016-03-29,-0.008327890267798899,0.03704923431582419
2016-03-30,0.015084153699587155,-0.0031284217112467205
2016-03-31,-0.0014122077514513443,-0.005342551854179867
2016-04-01,-0.018641390205371255,0.03799098518995514
2016-04-04,-0.0006203473945410876,-0.008535071384233373
2016-04-05,-0.022695257473783093,-0.006726457399103047
2016-04-06,0.0012899064817799566,0.029790660225442966
2016-04-07,-0.01798279906176714,-0.01719745222929936
2016-04-08,0.019928710304601527,-0.011755361397934871
2016-04-11,0.01093071853399774,-0.018444903800286294
2016-04-12,0.0037259031265188813,0.025016139444802965
2016-04-13,0.014485907731066172,0.014589476951730518
2016-04-14,0.0016827290806180617,-0.0009163103237630477
2016-04-15,-0.00045857535921733916,-0.004129071723505073
2016-04-18,-0.008906633906633932,0.031143476913541912
2016-04-19,0.00706235912847486,0.0023873470605790814
2016-04-20,0.0007442691277166347,0.0019336605681985475
2016-04-21,-0.00014845605700719577,-0.015887156644394884
2016-04-22,-0.0060350030175015945,0.006678809957498366
2016-04-25,-0.01115802171290703,0.0054894784995425105
2016-04-26,0.005459508644221955,0.0003016591251885359
2016-04-27,-0.007991556091676566,0.012919896640826822
