bucket,share25,share26,dpp,z,R25_in,R26_in
entry price > $20,11.879049676025918,16.07565011820331,4.196600442177393,1.8045143394361782,-0.30573747121648104,-0.17170714379732563
pole gain < 5%,32.39740820734342,42.31678486997636,9.919376662632946,3.052364369528704,-0.18395258587101804,-0.20013410881603577
breakout at/below VWAP,19.870410367170628,21.98581560283688,2.115405235666254,0.7737955750164236,-0.2862307748799996,-0.4275603726279532
ANY of the three,49.676025917926566,60.047281323877066,10.371255405950503,3.0972278963661233,-0.1762768409235462,-0.2714370709523008
conviction < 1.8,64.79481641468684,68.79432624113475,3.9995098264479223,1.26176814787108,-0.026077696107145585,-0.17366249296735467
ADV20 < 200K,39.956803455723545,34.751773049645394,-5.205030406078154,-1.598736487251791,0.045244747795788576,-0.13845295476862746
