w,split,placebo,diff,diff_t,mde80,touch_diff,touch_t,fill_S,fill_P,void,pass_bar
5,TRAIN,P3,0.21281779183143035,1.4293042426616642,0.41690901023167265,0.033904103730109464,2.0678165078371626,0.1603221083455344,0.049220963172804534,True,False
5,TRAIN,P1,0.08843881631784699,0.5217345265013436,0.47462583576847844,0.020728318361302383,0.9852763801870539,0.1603221083455344,0.10683012259194395,False,False
5,VAL,P3,0.5651406697479738,3.179537747590889,0.4976804809105645,0.06220536922017401,2.8238956641194424,0.14331896551724138,0.04618809126321647,False,True
5,VAL,P1,0.3822787736414618,1.232958349002434,0.8681400852365532,0.05373373434593757,2.0908462504517455,0.14331896551724138,0.04377104377104377,False,False
10,TRAIN,P3,0.19458417646380988,1.826520504531215,0.2982915837774853,0.05661585186307889,2.8796306527378843,0.25109809663250365,0.0995042492917847,True,False
10,TRAIN,P1,0.10257717907399108,0.8125419847281146,0.35347847471940874,0.040143483686011755,1.6300551808623798,0.25109809663250365,0.15061295971978983,True,False
10,VAL,P3,0.4465124152738094,3.7079510044868367,0.3371767213897404,0.0908955355273481,3.5523286996914853,0.24245689655172414,0.09515859766277128,True,False
10,VAL,P1,0.388583686241985,1.7155616374193172,0.6342146488623194,0.0841189381525778,2.691509562005556,0.24245689655172414,0.07407407407407407,True,False
