pop,day,symbol,hour,price,entry_m,sig_ix,ref,limit,touch_off,fill_m,entry,rpct,rr,why,exit_m,ssr_active,ssr_undet,split
P1,2026-04-27,TTGT,11,5.74,720,31464,5.745,5.80245,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,NP,10,25.6,663,31882,25.58,25.8358,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,FSLR,14,202.715,900,31892,202.7125,204.73962500000002,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,CABO,10,93.7,660,31896,94.22,95.1622,5,689,95.1622,0.020000000000000007,1.2963130318550875,eod,956,False,False,VAL
P1,2026-04-30,UTI,11,37.785,720,31944,37.68,38.0568,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,BIRK,13,39.0,840,31982,39.02,39.4102,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,GRAL,14,52.86,900,32008,52.89,53.4189,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-04-30,FLNC,12,12.215,780,32018,12.21,12.3321,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-01,IRMD,11,85.4675,720,32130,85.475,86.32974999999999,5,728,86.32974999999999,0.02000000000000004,-0.30131559514536027,eod,956,False,False,VAL
P1,2026-05-01,HYMC,13,37.59,840,32168,37.62,37.996199999999995,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-01,CVRX,12,7.89,783,32210,7.88,7.9588,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-01,OPRX,12,6.5,782,32210,6.5,6.565,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-01,TNXP,12,13.58,780,32233,13.57,13.7057,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-01,CBZ,9,32.71,600,32253,32.74,33.0674,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-04,NERV,13,6.35,843,32390,6.35,6.4135,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-04,DMRC,13,8.1896,842,32390,8.2,8.282,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-04,FENC,13,6.785,842,32390,6.78,6.8478,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-04,TNXP,9,13.55,600,32432,13.35,13.4835,0,600,13.4835,0.019999999999999973,1.5704379426706696,eod,955,False,False,VAL
P1,2026-05-05,PII,13,66.5,840,32484,66.48,67.1448,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-05,AOSL,13,44.67,840,32537,44.665,45.11165,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-05,HRI,14,130.26,900,32548,130.275,131.57775,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-05,VPG,13,63.99,840,32558,63.885,64.52385,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-05,METC,10,15.06,660,32594,15.06,15.210600000000001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-06,TWST,14,59.31,900,32694,59.24,59.8324,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-06,PLAY,9,11.005,600,32704,11.0,11.11,2,602,11.11,0.020000000000000077,1.2601260126012526,eod,955,False,False,VAL
P1,2026-05-06,VSEC,9,199.29,600,32719,199.755,201.75254999999999,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-06,MXL,12,80.33,780,32736,80.18,80.9818,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-06,JACK,12,13.32,782,32743,13.3,13.433000000000002,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-06,SII,9,142.32,600,32756,142.5,143.925,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,CENTA,12,35.52,782,32980,35.47,35.8247,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,HNI,14,34.7,900,32982,34.69,35.036899999999996,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,LB,10,64.0,663,32988,63.96,64.5996,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,AGYS,11,73.09,721,32989,73.36,74.0936,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,EGO,11,33.57,720,33028,33.57,33.9057,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,IBTA,9,38.475,600,33038,38.82,39.2082,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,MXL,9,81.515,600,33069,81.515,82.33015,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,GDDY,11,90.54,720,33076,90.54,91.4454,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,STRO,13,39.2,840,33097,38.75,39.1375,0,840,39.1375,0.02,-0.782497604599166,eod,955,False,False,VAL
P1,2026-05-07,BLKB,14,37.94,900,33098,37.89,38.2689,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,GWRE,10,142.08,660,33106,142.2,143.62199999999999,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,PODD,10,161.3525,660,33106,161.3,162.913,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,PODD,12,160.745,780,33108,160.97,162.5797,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,EGAN,14,7.7,902,33127,7.65,7.726500000000001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,PRGS,11,29.395,720,33132,29.4486,29.743085999999998,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,SCSC,10,43.355,664,33183,43.4,43.833999999999996,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,Z,9,42.63,600,33239,42.58,43.0058,1,601,43.0058,0.019999999999999952,-1.0509999999999935,stop,604,False,False,VAL
P1,2026-05-07,AOSL,13,36.18,840,33248,36.25,36.6125,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,AOSL,14,36.26,900,33249,36.245,36.60745,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-07,KNTK,14,48.51,900,33249,48.47,48.9547,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,DOCN,10,157.18,660,33354,157.2,158.772,7,667,158.772,0.020000000000000056,-1.0509999999999928,stop,748,False,False,VAL
P1,2026-05-08,ROCK,12,40.16,780,33388,40.14,40.5414,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,SNDA,13,38.645,840,33434,38.62,39.0062,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,XNCR,14,12.75,900,33446,12.735,12.86235,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,COCO,11,72.24,720,33450,72.175,72.89675,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,COCO,13,72.655,840,33503,72.655,73.38155,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,LOAR,14,60.3,900,33504,60.21,60.8121,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,MRX,14,55.97,900,33506,55.97,56.5297,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-08,ICUI,9,130.0,600,33513,130.15,131.4515,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,SNDA,9,37.495,600,33631,37.3,37.672999999999995,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,SA,14,33.32,900,33634,33.28,33.6128,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,ALMS,14,24.1,900,33634,24.11,24.3511,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,RNG,14,44.195,900,33668,44.18,44.6218,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,TTMI,14,165.26,900,33716,165.27,166.92270000000002,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,RMBS,14,133.285,900,33716,133.285,134.61785,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,AGO,13,78.73,840,33733,78.72,79.5072,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,PRM,12,32.76,782,33736,32.76,33.087599999999995,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-11,URGN,14,31.465,900,33737,31.465,31.77965,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-13,EAF,12,9.39,781,34032,9.33,9.4233,8,814,9.4233,0.020000000000000004,0.8664692835843045,eod,955,False,False,VAL
P1,2026-05-13,RYTM,12,95.4451,782,34066,95.46,96.4146,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-13,FPS,13,45.19,840,34134,45.2,45.652,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-14,TBCH,13,11.52,841,34193,11.55,11.665500000000002,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-14,RKLB,12,131.44,780,34204,131.44,132.7544,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-15,LUMN,13,10.565,840,34381,10.5653,10.670953,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-18,TNET,11,42.44,723,34484,42.4401,42.864501000000004,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-18,PAYS,11,5.965,720,34493,5.975,6.03475,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-20,MIND,10,7.07,661,34657,7.07,7.140700000000001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-20,TRDA,11,5.925,721,34679,5.94,5.9994000000000005,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-20,TREE,14,37.1,901,34705,37.0,37.37,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-21,AEIS,13,326.92,840,34786,326.8375,330.10587499999997,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-21,COMP,13,8.545,840,34793,8.55,8.6355,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-22,RILY,12,10.505,780,34840,10.5,10.605,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-22,ALAB,9,309.85,600,34853,310.415,313.51915,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-26,AP,13,11.015,840,34960,11.04,11.1504,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-26,VICR,11,305.975,720,34964,306.8955,309.96445500000004,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-26,AMKR,13,73.5,840,34967,73.475,74.20975,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-26,HCC,9,92.405,600,34970,92.5,93.425,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-27,CGEM,9,16.565,600,35030,16.62,16.7862,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-27,DFH,12,15.56,780,35032,15.57,15.7257,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-27,PRAX,9,359.69,600,35050,359.01,362.6001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-28,IDR,14,38.69,904,35154,38.5901,38.976001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-28,CAR,9,175.98,600,35164,175.91,177.6691,0,600,177.6691,0.019999999999999997,0.9734669675255796,eod,955,False,False,VAL
P1,2026-05-28,NEXA,13,15.17,840,35200,15.16,15.3116,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-28,FUL,12,64.27,780,35238,64.23,64.87230000000001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-28,FUL,13,64.2,840,35254,64.2,64.842,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-28,PSN,12,59.92,780,35238,59.97,60.5697,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-29,DMAC,12,6.185,780,35324,6.23,6.292300000000001,-1,-1,,,,unfilled,-1,False,False,VAL
P1,2026-05-29,CLF,12,13.85,780,35401,13.845,13.983450000000001,-1,-1,,,,unfilled,-1,False,False,VAL
