day,symbol,hour,k,ref,split,rr_reacting,react_entry_m,react_entry,react_exit_m,react_rpct,touch_off,fill_m,entry,rpct,rr,why,exit_m,ssr_active,ssr_undet,limit
2025-01-14,PENN,14,0.01,20.54,TRAIN,-0.036514118792601,900,20.54,955,0.02,-1,-1,,,,unfilled,-1,False,False,20.7454
2025-01-14,TYRA,13,0.004,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,1,845,16.3652,0.020000000000000094,0.9782954073277389,eod,955,False,False,16.3652
2025-01-14,TYRA,13,0.006,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,4,856,16.3978,0.02000000000000002,1.0757540645696315,eod,955,False,False,16.3978
2025-01-14,TYRA,13,0.008,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,6,864,16.430400000000002,0.019999999999999945,1.1728259811081947,eod,955,False,False,16.430400000000002
2025-01-14,TYRA,13,0.01,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,6,864,16.463,0.020000000000000087,1.269513454412918,eod,955,False,False,16.463
2025-01-14,UWMC,12,0.004,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,5.83826
2025-01-14,UWMC,12,0.006,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,5.84989
2025-01-14,UWMC,12,0.008,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,5.8615200000000005
2025-01-14,UWMC,12,0.01,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,5.873150000000001
2025-01-16,HIMX,9,0.004,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,1,601,8.84524,0.020000000000000098,0.25573076592607724,eod,955,False,False,8.84524
2025-01-16,HIMX,9,0.006,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,1,601,8.862860000000001,0.01999999999999996,0.3546259333894516,eod,955,False,False,8.862860000000001
2025-01-16,HIMX,9,0.008,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,2,602,8.88048,0.020000000000000028,0.4531286597120851,eod,955,False,False,8.88048
2025-01-16,HIMX,9,0.01,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,2,602,8.898100000000001,0.02000000000000009,0.5512412762275095,eod,955,False,False,8.898100000000001
2025-01-21,ETON,10,0.004,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,15.6373
2025-01-21,ETON,10,0.006,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,15.66845
2025-01-21,ETON,10,0.008,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,15.6996
2025-01-21,ETON,10,0.01,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,15.730749999999999
2025-01-21,KODK,14,0.004,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,3,903,7.710719999999999,0.019999999999999983,0.19920318725099384,eod,955,False,False,7.710719999999999
2025-01-21,KODK,14,0.006,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,4,904,7.72608,0.019999999999999976,0.2982107355864808,eod,955,False,False,7.72608
2025-01-21,KODK,14,0.008,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,5,905,7.74144,0.01999999999999997,0.39682539682539847,eod,955,False,False,7.74144
2025-01-21,KODK,14,0.01,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,6,906,7.7568,0.019999999999999962,0.49504950495049865,eod,955,False,False,7.7568
2025-01-21,NVCT,14,0.004,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,5,909,5.69268,0.01999999999999994,-0.2838733250419798,eod,955,False,False,5.69268
2025-01-21,NVCT,14,0.006,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,5,909,5.70402,0.019999999999999955,-0.18390538602599416,eod,955,False,False,5.70402
2025-01-21,NVCT,14,0.008,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,5,909,5.7153599999999996,0.019999999999999973,-0.08433414518070696,eod,955,False,False,5.7153599999999996
2025-01-21,NVCT,14,0.01,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,5,909,5.7267,0.019999999999999983,0.014842754116685702,eod,955,False,False,5.7267
2025-01-21,RDDT,12,0.004,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,6,786,189.6054,0.02000000000000007,0.30600394292567773,eod,955,False,False,189.6054
2025-01-21,RDDT,12,0.006,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,6,786,189.9831,0.020000000000000063,0.4047991637150908,eod,955,False,False,189.9831
2025-01-21,RDDT,12,0.008,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,-1,-1,,,,unfilled,-1,False,False,190.36079999999998
2025-01-21,RDDT,12,0.01,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,-1,-1,,,,unfilled,-1,False,False,190.7385
2025-01-21,TVTX,9,0.004,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,2,602,19.000700000000002,0.019999999999999955,-1.050999999999992,stop,691,False,False,19.000700000000002
2025-01-21,TVTX,9,0.006,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,4,604,19.03855,0.019999999999999962,-1.050999999999993,stop,694,False,False,19.03855
2025-01-21,TVTX,9,0.008,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,5,605,19.0764,0.01999999999999997,-1.0509999999999944,stop,714,False,False,19.0764
2025-01-21,TVTX,9,0.01,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,5,605,19.114250000000002,0.019999999999999973,-1.0509999999999955,stop,714,False,False,19.114250000000002
2025-01-22,CERT,10,0.004,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,13.4536
2025-01-22,CERT,10,0.006,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,13.480400000000001
2025-01-22,CERT,10,0.008,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,13.507200000000001
2025-01-22,CERT,10,0.01,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,13.534
2025-01-22,CLS,9,0.004,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,127.30218
2025-01-22,CLS,9,0.006,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,127.55577
2025-01-22,CLS,9,0.008,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,127.80936
2025-01-22,CLS,9,0.01,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,-1,-1,,,,unfilled,-1,False,False,128.06295
2025-01-22,EWTX,9,0.004,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,-1,-1,,,,unfilled,-1,False,False,27.00258
2025-01-22,EWTX,9,0.006,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,-1,-1,,,,unfilled,-1,False,False,27.05637
2025-01-22,EWTX,9,0.008,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,-1,-1,,,,unfilled,-1,False,False,27.11016
2025-01-22,EWTX,9,0.01,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,-1,-1,,,,unfilled,-1,False,False,27.16395
2025-01-22,LUNG,10,0.004,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,2,669,6.29508,0.01999999999999996,1.7011698024488988,eod,955,False,False,6.29508
2025-01-22,LUNG,10,0.006,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,2,669,6.30762,0.02000000000000008,1.7971913336567467,eod,955,False,False,6.30762
2025-01-22,LUNG,10,0.008,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,2,669,6.32016,0.020000000000000063,1.892831827042346,eod,955,False,False,6.32016
2025-01-22,LUNG,10,0.01,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,2,669,6.3327,0.020000000000000042,1.9880935461967226,eod,955,False,False,6.3327
2025-01-22,SPIR,10,0.004,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,1,661,18.9756,0.020000000000000098,-0.11699234806804353,eod,955,False,False,18.9756
2025-01-22,SPIR,10,0.006,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,1,661,19.013399999999997,0.020000000000000052,-0.017356180378055384,eod,955,False,False,19.013399999999997
2025-01-22,SPIR,10,0.008,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,2,664,19.051199999999998,0.020000000000000004,0.08188460569412515,eod,955,False,False,19.051199999999998
2025-01-22,SPIR,10,0.01,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,2,664,19.089,0.019999999999999955,0.1807323589501787,eod,955,False,False,19.089
2025-01-22,TMCI,13,0.004,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,2,843,9.382380000000001,0.02,-0.25377356278470087,eod,955,False,False,9.382380000000001
2025-01-22,TMCI,13,0.006,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,3,844,9.40107,0.02000000000000002,-0.15386546425034053,eod,955,False,False,9.40107
2025-01-22,TMCI,13,0.008,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,6,849,9.41976,0.020000000000000046,-0.05435382642445009,eod,955,False,False,9.41976
2025-01-22,TMCI,13,0.01,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,9.438450000000001
2025-01-22,VICR,9,0.004,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,-1,-1,,,,unfilled,-1,False,False,61.38456
2025-01-22,VICR,9,0.006,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,-1,-1,,,,unfilled,-1,False,False,61.506840000000004
2025-01-22,VICR,9,0.008,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,-1,-1,,,,unfilled,-1,False,False,61.62912
2025-01-22,VICR,9,0.01,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,-1,-1,,,,unfilled,-1,False,False,61.751400000000004
2025-01-22,VICR,10,0.004,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,0,660,59.9388,0.02000000000000004,-0.5807590408883696,eod,955,False,False,59.9388
2025-01-22,VICR,10,0.006,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,2,662,60.05820000000001,0.019999999999999973,-0.4802008718209938,eod,955,False,False,60.05820000000001
2025-01-22,VICR,10,0.008,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,60.177600000000005
2025-01-22,VICR,10,0.01,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,60.297000000000004
2025-01-23,HNRG,11,0.004,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,-1,-1,,,,unfilled,-1,False,False,13.594159999999999
2025-01-23,HNRG,11,0.006,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,-1,-1,,,,unfilled,-1,False,False,13.621239999999998
2025-01-23,HNRG,11,0.008,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,-1,-1,,,,unfilled,-1,False,False,13.64832
2025-01-23,HNRG,11,0.01,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,-1,-1,,,,unfilled,-1,False,False,13.6754
2025-01-23,PLRX,12,0.004,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,11.20464
2025-01-23,PLRX,12,0.006,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,11.22696
2025-01-23,PLRX,12,0.008,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,11.24928
2025-01-23,PLRX,12,0.01,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,11.2716
2025-01-24,PCRX,10,0.004,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,2,662,24.77872,0.019999999999999955,-1.050999999999991,stop,896,False,False,24.77872
2025-01-24,PCRX,10,0.006,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,-1,-1,,,,unfilled,-1,False,False,24.82808
2025-01-24,PCRX,10,0.008,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,-1,-1,,,,unfilled,-1,False,False,24.87744
2025-01-24,PCRX,10,0.01,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,-1,-1,,,,unfilled,-1,False,False,24.9268
2025-01-24,RRGB,9,0.004,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,0,600,6.2248,0.019999999999999955,-1.0509999999999913,stop,665,False,False,6.2248
2025-01-24,RRGB,9,0.006,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,0,600,6.2372000000000005,0.01999999999999996,-1.050999999999993,stop,667,False,False,6.2372000000000005
2025-01-24,RRGB,9,0.008,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,2,602,6.2496,0.019999999999999962,-1.0509999999999948,stop,667,False,False,6.2496
2025-01-24,RRGB,9,0.01,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,-1,-1,,,,unfilled,-1,False,False,6.2620000000000005
2025-01-27,ANGO,9,0.004,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,-1,-1,,,,unfilled,-1,False,False,12.79096
2025-01-27,ANGO,9,0.006,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,-1,-1,,,,unfilled,-1,False,False,12.81644
2025-01-27,ANGO,9,0.008,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,-1,-1,,,,unfilled,-1,False,False,12.84192
2025-01-27,ANGO,9,0.01,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,-1,-1,,,,unfilled,-1,False,False,12.8674
2025-01-27,INGN,9,0.004,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,2,602,12.2073348,0.01999999999999997,3.1838841677382415,eod,955,False,False,12.2073348
2025-01-27,INGN,9,0.006,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,2,602,12.2316522,0.020000000000000035,3.276957956669166,eod,955,False,False,12.2316522
2025-01-27,INGN,9,0.008,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.2559696
2025-01-27,INGN,9,0.01,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.280287
2025-01-27,LZ,10,0.004,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,-1,-1,,,,unfilled,-1,False,False,9.02596
2025-01-27,LZ,10,0.006,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,-1,-1,,,,unfilled,-1,False,False,9.043940000000001
2025-01-27,LZ,10,0.008,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,-1,-1,,,,unfilled,-1,False,False,9.06192
2025-01-27,LZ,10,0.01,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,-1,-1,,,,unfilled,-1,False,False,9.0799
2025-01-27,SPHR,9,0.004,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,2,602,45.154900000000005,0.019999999999999997,-0.43195755056482993,eod,955,False,False,45.154900000000005
2025-01-27,SPHR,9,0.006,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,-1,-1,,,,unfilled,-1,False,False,45.24485
2025-01-27,SPHR,9,0.008,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,-1,-1,,,,unfilled,-1,False,False,45.3348
2025-01-27,SPHR,9,0.01,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,-1,-1,,,,unfilled,-1,False,False,45.42475
2025-01-27,TAL,9,0.004,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.17852
2025-01-27,TAL,9,0.006,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.20278
2025-01-27,TAL,9,0.008,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.22704
2025-01-27,TAL,9,0.01,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,12.2513
2025-01-28,AESI,9,0.004,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,-1,-1,,,,unfilled,-1,False,False,26.5796952
2025-01-28,AESI,9,0.006,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,-1,-1,,,,unfilled,-1,False,False,26.6326428
2025-01-28,AESI,9,0.008,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,-1,-1,,,,unfilled,-1,False,False,26.685590400000002
2025-01-28,AESI,9,0.01,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,-1,-1,,,,unfilled,-1,False,False,26.738538000000002
2025-01-28,BOOM,11,0.004,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,3,723,8.4636196,0.019999999999999987,0.26064262150912465,eod,955,False,False,8.4636196
2025-01-28,BOOM,11,0.006,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,3,723,8.4804794,0.020000000000000018,0.3595280238520522,eod,955,False,False,8.4804794
2025-01-28,BOOM,11,0.008,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,6,726,8.4973392,0.020000000000000046,0.4580210238047297,eod,955,False,False,8.4973392
2025-01-28,BOOM,11,0.01,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,7,727,8.514199,0.02000000000000008,0.5561239524704552,eod,955,False,False,8.514199
2025-01-28,BOOM,12,0.004,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,1,781,8.22276,0.0200000000000001,-1.0509999999999942,stop,815,False,False,8.22276
2025-01-28,BOOM,12,0.006,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,1,781,8.239139999999999,0.019999999999999924,-1.050999999999997,stop,816,False,False,8.239139999999999
2025-01-28,BOOM,12,0.008,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,1,781,8.255519999999999,0.019999999999999962,-1.0509999999999993,stop,816,False,False,8.255519999999999
2025-01-28,BOOM,12,0.01,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,2,782,8.271899999999999,0.02,-1.0509999999999906,stop,816,False,False,8.271899999999999
2025-01-28,MTLS,14,0.004,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,-1,-1,,,,unfilled,-1,False,False,8.483799999999999
2025-01-28,MTLS,14,0.006,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,-1,-1,,,,unfilled,-1,False,False,8.5007
2025-01-28,MTLS,14,0.008,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,-1,-1,,,,unfilled,-1,False,False,8.5176
2025-01-28,MTLS,14,0.01,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,-1,-1,,,,unfilled,-1,False,False,8.5345
2025-01-29,BOOM,12,0.004,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,-1,-1,,,,unfilled,-1,False,False,8.31312
2025-01-29,BOOM,12,0.006,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,-1,-1,,,,unfilled,-1,False,False,8.32968
2025-01-29,BOOM,12,0.008,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,-1,-1,,,,unfilled,-1,False,False,8.34624
2025-01-29,BOOM,12,0.01,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,-1,-1,,,,unfilled,-1,False,False,8.3628
2025-01-29,SYNA,12,0.004,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,-1,-1,,,,unfilled,-1,False,False,88.19136
2025-01-29,SYNA,12,0.006,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,-1,-1,,,,unfilled,-1,False,False,88.36704
2025-01-29,SYNA,12,0.008,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,-1,-1,,,,unfilled,-1,False,False,88.54272
2025-01-29,SYNA,12,0.01,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,-1,-1,,,,unfilled,-1,False,False,88.7184
2025-01-30,CLB,9,0.004,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,0,600,18.13726,0.01999999999999995,1.0951488813635681,eod,955,False,False,18.13726
2025-01-30,CLB,9,0.006,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,0,600,18.17339,0.019999999999999924,1.1923752255358093,eod,955,False,False,18.17339
2025-01-30,CLB,9,0.008,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,1,601,18.20952,0.020000000000000098,1.2892157508819577,eod,955,False,False,18.20952
2025-01-30,CLB,9,0.01,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,1,601,18.24565,0.020000000000000073,1.3856727493950638,eod,955,False,False,18.24565
2025-01-30,TITN,9,0.004,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,8,608,19.357120000000002,0.020000000000000094,1.5165479162189401,eod,955,False,False,19.357120000000002
2025-01-30,TITN,9,0.006,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,9,609,19.395680000000002,0.02000000000000005,1.6129364889501197,eod,955,False,False,19.395680000000002
2025-01-30,TITN,9,0.008,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,9,609,19.434240000000003,0.02,1.7089425673450647,eod,955,False,False,19.434240000000003
2025-01-30,TITN,9,0.01,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,-1,-1,,,,unfilled,-1,False,False,19.472800000000003
2025-01-31,BCYC,10,0.004,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,8,686,13.277899999999999,0.02000000000000003,-0.5350996769067428,eod,955,False,False,13.277899999999999
2025-01-31,BCYC,10,0.006,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,9,687,13.30435,0.02000000000000005,-0.4346322819228305,eod,955,False,False,13.30435
2025-01-31,BCYC,10,0.008,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,9,687,13.3308,0.020000000000000063,-0.3345635670777435,eod,955,False,False,13.3308
2025-01-31,BCYC,10,0.01,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,9,687,13.35725,0.02000000000000008,-0.2348911639746174,eod,955,False,False,13.35725
2025-01-31,DNTH,10,0.004,22.785,TRAIN,1.6601135867190988,664,22.89,956,0.0199999999999999,0,664,22.87614,0.019999999999999983,1.6308258298821419,eod,956,False,False,22.87614
2025-01-31,DNTH,10,0.006,22.785,TRAIN,1.6601135867190988,664,22.89,956,0.0199999999999999,-1,-1,,,,unfilled,-1,False,False,22.92171
