day,symbol,m,sp_mean,sp_med,mid_med,bid_med,bid_max,n_q,err
2025-06-11,GTLB,619,0.03155860349127171,0.030000000000001137,44.915,44.894999999999996,45.07,802,
2025-06-11,GTLB,620,0.04072423398328692,0.03999999999999915,45.155,45.13,45.22,718,
2025-06-12,DAR,936,0.01840000000000046,0.01999999999999602,32.91,32.9,32.92,50,
2025-06-13,BG,955,0.05127906976744127,0.04999999999999716,81.035,81.02,81.06,258,
2025-06-13,ESLT,696,2.461666666666692,2.6000000000000227,465.235,463.9,465.34,18,
2025-06-13,ESLT,955,0.9051851851851872,0.9200000000000159,454.23,453.89,454.4,27,
2025-06-13,NRDS,664,0.024920634920634926,0.02000000000000135,11.27,11.26,11.28,63,
2025-06-16,DAR,642,0.033257918552035984,0.030000000000001137,39.365,39.35,39.41,221,
2025-06-16,DAR,955,0.017753510140404966,0.01999999999999602,38.724999999999994,38.72,38.8,641,
2025-06-17,FSLR,601,0.15525619834710552,0.13999999999998636,144.055,144.0,144.5,605,
2025-06-17,FSLR,603,0.1860660660660677,0.21000000000000796,144.45499999999998,144.4,144.66,333,
2025-06-17,FSLR,608,0.17118750000000388,0.18000000000000682,144.695,144.6,144.98,480,
2025-06-17,FSLR,663,0.2548372093023258,0.19999999999998863,140.365,140.27,140.56,215,
2025-06-17,FSLR,665,0.25423076923076937,0.28000000000000114,140.685,140.55,141.03,208,
2025-06-17,FSLR,666,0.2750335570469756,0.2699999999999818,141.325,141.28,141.36,149,
2025-06-17,FSLR,675,0.21419847328244004,0.21999999999999886,143.195,143.05,143.72,262,
2025-06-17,FSLR,676,0.24138181818182086,0.21999999999999886,144.095,144.0,144.35,275,
2025-06-17,TEN,876,0.02181818181818329,0.020000000000003126,20.25,20.24,20.25,44,
2025-06-17,TEN,902,0.04833333333333374,0.05000000000000071,20.23,20.2,20.24,84,
2025-06-17,TEN,906,0.02432432432432448,0.019999999999999574,20.314999999999998,20.3,20.31,37,
2025-06-23,EVEX,812,0.039523809523809274,0.04999999999999982,5.425000000000001,5.4,5.45,21,
2025-06-23,EVEX,823,0.03000000000000025,0.03000000000000025,5.465,5.45,5.45,4,
2025-06-23,SPHR,615,0.21809859154929456,0.23999999999999488,42.165,42.04,42.25,142,
2025-06-27,SNAP,955,0.009999999999999787,0.009999999999999787,8.695,8.69,8.69,426,
2025-07-01,KTB,690,0.2327272727272781,0.2600000000000051,70.41,70.28,70.41,22,
2025-07-02,SN,893,0.12316831683168708,0.12000000000000455,104.83000000000001,104.76,104.8,101,
2025-07-07,NAVI,737,0.027377049180327285,0.02999999999999936,15.765,15.75,15.78,61,
2025-07-08,WTTR,902,0.009999999999999787,0.009999999999999787,9.684999999999999,9.68,9.69,20,
2025-07-08,WTTR,929,0.009999999999999787,0.009999999999999787,9.715,9.71,9.71,30,
2025-07-08,WTTR,931,0.010156249999999784,0.009999999999999787,9.745000000000001,9.74,9.75,128,
2025-07-08,WTTR,932,0.009999999999999787,0.009999999999999787,9.765,9.76,9.76,57,
2025-07-10,INBX,956,0.09583333333333363,0.10000000000000142,21.17,21.12,21.16,84,
2025-07-11,KTOS,634,0.041013824884791376,0.03999999999999915,51.644999999999996,51.63,51.73,217,
2025-07-11,KTOS,637,0.04805970149253641,0.04999999999999716,51.815,51.79,51.86,201,
2025-07-15,TWLO,919,0.08558139534883505,0.09000000000000341,127.975,127.95,128.04,129,
2025-07-17,ESOA,646,0.03305084745762753,0.02999999999999936,9.780000000000001,9.77,9.79,59,
2025-07-17,ESOA,651,0.05999999999999993,0.0600000000000005,9.7725,9.75,9.78,28,
2025-07-17,ESOA,737,0.021666666666666206,0.019999999999999574,9.8375,9.825,9.84,18,
2025-07-17,TNXP,955,0.12896551724138,0.12000000000000455,47.005,46.95,47.11,116,
2025-07-18,TLN,702,0.9612903225806492,0.9599999999999795,328.85,328.21,328.75,31,
2025-07-28,INBX,943,0.1487234042553179,0.16999999999999815,24.494999999999997,24.41,24.48,47,
2025-07-28,WW,629,0.5361403508771944,0.730000000000004,43.42,43.01,43.75,57,
2025-07-31,AM,748,0.010031948881789753,0.010000000000001563,18.405,18.4,18.42,313,
2025-07-31,AM,955,0.010022988505747142,0.010000000000001563,18.375,18.37,18.38,435,
2025-07-31,BHC,902,0.009999999999999943,0.009999999999999787,5.945,5.94,5.94,80,
2025-07-31,GNRC,955,0.29049019607843135,0.2600000000000051,194.83749999999998,194.73,195.05,204,
2025-07-31,TWI,661,0.01772727272727235,0.019999999999999574,8.27,8.26,8.28,22,
2025-07-31,TWI,663,0.018421052631579303,0.019999999999999574,8.274999999999999,8.27,8.28,38,
2025-07-31,TWI,765,0.022340425531914645,0.019999999999999574,8.405000000000001,8.39,8.41,47,
2025-07-31,TWI,774,0.024666666666667798,0.02000000000000135,8.45,8.44,8.44,15,
2025-07-31,WCC,785,0.43470588235296376,0.410000000000025,208.655,208.45,208.45,17,
2025-07-31,WCC,792,0.42846153846153356,0.4399999999999977,209.0,208.78,208.97,13,
2025-08-01,BIO,609,1.225000000000002,1.25,286.865,286.24,286.74,22,
2025-08-01,BIO,611,2.6023076923077064,3.1250000000000284,286.385,284.77,286.95,26,
2025-08-04,YMM,900,0.009999999999999787,0.009999999999999787,11.075,11.07,11.08,331,
2025-08-05,PBT,955,0.08999999999999986,0.08999999999999986,14.905,14.86,14.86,3,
2025-08-05,SHIP,844,,,,,,0,
2025-08-05,SHIP,863,0.03000000000000005,0.03000000000000025,7.285,7.27,7.28,9,
2025-08-06,VERX,907,0.03035532994923813,0.029999999999997584,26.655,26.63,26.68,197,
2025-08-06,VERX,909,0.030750000000001106,0.030000000000001137,26.64,26.63,26.7,120,
2025-08-07,LOPE,618,0.8109090909091001,0.6899999999999977,199.645,199.3,199.45,11,
2025-08-08,ANIP,955,0.2064804469273756,0.1799999999999926,81.47999999999999,81.38,81.66,179,
2025-08-08,ARKO,623,0.011343283582090198,0.010000000000000675,5.105,5.1,5.1,67,
2025-08-08,OTEX,766,0.035559701492538086,0.03999999999999915,30.845,30.82,30.84,268,
2025-08-08,PTCT,604,0.1461538461538455,0.14999999999999858,46.504999999999995,46.43,46.44,13,
2025-08-11,GCT,877,0.05000000000000071,0.05000000000000071,29.975,29.95,29.95,8,
2025-08-11,GCT,886,0.08125000000000027,0.08000000000000007,30.0225,29.985,30.0,16,
2025-08-11,GCT,955,0.0349056603773583,0.030000000000001137,29.965,29.94,30.04,212,
2025-08-13,RIGL,770,0.16285714285714406,0.10000000000000142,37.39,37.3,37.48,63,
2025-08-13,RIGL,776,0.1231250000000017,0.11500000000000199,37.48,37.4,37.55,16,
2025-08-13,RPAY,609,0.012807570977918167,0.010000000000000675,5.775,5.77,5.79,317,
2025-08-13,SSYS,603,0.02795918367346926,0.02999999999999936,9.975,9.95,10.0,49,
2025-08-20,DK,934,0.028345679012345873,0.030000000000001137,25.03,25.01,25.1,405,
2025-08-20,EL,746,0.0675862068965542,0.0800000000000125,86.64,86.6,86.71,116,
2025-08-20,VKTX,635,0.021360201511334952,0.019999999999999574,26.075,26.06,26.13,397,
2025-08-20,VKTX,653,0.015402061855670196,0.010000000000001563,26.14,26.13,26.2,485,
2025-08-21,ZVRA,670,0.02377358490566081,0.02000000000000135,10.05,10.04,10.05,106,
2025-08-22,UI,688,5.570921052631573,5.694999999999993,484.87,482.1,487.08,76,
2025-08-22,UI,825,2.03416666666665,1.6499999999999773,501.8,501.1,501.1,12,
2025-08-26,EH,955,0.010622710622709707,0.00999999999999801,16.384999999999998,16.38,16.39,273,
2025-08-26,NN,623,0.025611510791366053,0.019999999999999574,17.29,17.28,17.3,139,
2025-08-26,NN,625,0.034347826086957564,0.03999999999999915,17.33,17.31,17.32,23,
2025-08-26,TLSI,784,,,,,,0,
2025-08-27,OSS,829,0.04999999999999982,0.04999999999999982,6.355,6.33,6.33,10,
2025-08-27,OSS,865,0.03000000000000025,0.03000000000000025,6.385,6.37,6.37,1,
2025-08-27,OSS,869,0.01206521739130438,0.009999999999999787,6.405,6.4,6.4,92,
2025-08-27,OSS,871,0.016481481481481788,0.020000000000000462,6.4350000000000005,6.43,6.43,54,
2025-08-28,CRWD,769,0.17148648648647724,0.20499999999998408,437.08000000000004,437.0,437.22,74,
2025-08-28,NTAP,740,0.08707317073170853,0.0799999999999983,115.44,115.41,115.46,41,
2025-08-28,NTAP,757,0.14203389830508492,0.1700000000000017,115.89500000000001,115.81,115.83,59,
2025-08-28,NTAP,847,0.08972413793103687,0.09000000000000341,116.07,116.02,116.11,145,
2025-09-04,AI,601,0.01244413407821222,0.009999999999999787,15.765,15.76,15.81,1432,
2025-09-04,AI,602,0.011340645947592801,0.009999999999999787,15.825,15.82,15.86,1641,
2025-09-04,AI,629,0.010055478502080181,0.009999999999999787,16.015,16.01,16.07,1442,
