TRAIN,TRAIN_n,VAL,VAL_n,TEST,TEST_n
0.13432609922699296,996,0.3078964423032661,408,0.3809401516006539,272
0.11183014301846612,996,0.2882019956792989,408,0.40876621792323037,272
0.1185271182241234,996,0.3532303446196816,408,0.35379316965832247,272
0.11907465748610785,996,0.35193903392237275,408,0.37707180173935795,272
0.13321972988725841,996,0.2592756517277935,408,0.36928607327501295,272
0.13585242480760792,996,0.296207768672699,408,0.3397838534343839,272
0.1241883399004151,996,0.286629834338468,408,0.317247192406787,272
0.1265494220804566,996,0.3369077868820489,408,0.3231783531317068,272
0.1179835509355775,996,0.27233349668725537,408,0.41448452908936284,272
0.12278272294390956,996,0.26492173929507024,408,0.3224810215185053,272
0.12340078630845187,996,0.2711580952437794,408,0.40621736278459186,272
0.10441925508037643,996,0.3518433095871818,408,0.42700784780061757,272
0.1192672056900895,996,0.33394341325844024,408,0.3881049861004566,272
0.12956253501666917,996,0.2450238587425721,408,0.37418973556503454,272
0.11307915029614352,996,0.31586993998401364,408,0.3506388572493559,272
0.12861728807727135,996,0.3006251365912449,408,0.3837369440910578,272
0.12534097761175006,996,0.2832981663623212,408,0.27240497953166626,272
0.13120143943069631,996,0.28568384951774745,408,0.40229677397260943,272
0.13152252961410588,996,0.2991418663483739,408,0.4427597548819122,272
0.1069281977599176,996,0.30895334850743456,408,0.38110598690148495,272
0.1496425533471147,996,0.36675698406680385,408,0.3389157317436289,272
0.121785169014585,996,0.2660581777299947,408,0.39285595748518476,272
0.12672409219328296,996,0.355145540489072,408,0.34375543265104486,272
0.11209238388454741,996,0.369863176487395,408,0.33546202217178034,272
0.10463795009678784,996,0.30620965994820626,408,0.3507042653703112,272
0.1302930786000434,996,0.3058540693773637,408,0.38267540695188823,272
0.127541935470965,996,0.24416113684419855,408,0.3586602378858809,272
0.13492538329508402,996,0.3165547926434943,408,0.41492968506402866,272
0.1251541309907349,996,0.2784893081320764,408,0.40610517837693555,272
0.12568856857741928,996,0.3399907165503817,408,0.36958069095620666,272
0.13174433993519338,996,0.28807024563634137,408,0.39470252075315254,272
0.1399274815411123,996,0.33365978293536175,408,0.35907300710689594,272
0.15091959322860485,996,0.24133122130955387,408,0.3076498601571809,272
0.12886376906309588,996,0.29145532455731316,408,0.4403400351334675,272
0.12366137253261139,996,0.27435798388038785,408,0.4038087755780227,272
0.1474751928390345,996,0.2631099922099079,408,0.39529723912896414,272
0.12646379571875352,996,0.36634630255653955,408,0.41048025722453624,272
0.13621845788039214,996,0.2386091103231409,408,0.5147986104649668,272
0.14499761086916915,996,0.3104886915952428,408,0.37602568018632215,272
0.15874380586908382,996,0.26044898724091897,408,0.37354338804530796,272
0.14222862152739618,996,0.2956477163546355,408,0.42016283136405375,272
0.13896209675801713,996,0.36490979901333626,408,0.33424830237365166,272
0.13795006314037705,996,0.3450098846503315,408,0.4067950342928298,272
0.15773863881634168,996,0.29323666145733424,408,0.3317542502003806,272
