TRAIN,TRAIN_n,VAL,VAL_n,TEST,TEST_n
0.0017753620343979848,996,0.08882552624963914,408,-0.04133629995175035,272
0.012633565312970855,996,0.08216269524748497,408,0.051564290629618065,272
-0.03421931712176714,996,0.12990742766867722,408,0.009088088291094669,272
-0.03848729124426799,996,0.052948143678059036,408,-0.0792693315254232,272
0.0337371354505916,996,0.11653088777933238,408,0.03185373995707658,272
0.008351126672582287,996,0.05843569913192602,408,0.05723713413646512,272
-0.026741238685523246,996,0.0746751873165423,408,-0.09632243978291963,272
0.04173531377216219,996,-0.005950101388742313,408,-0.002722755916101327,272
0.05488226203386709,996,-0.0243926152315386,408,0.01983518707451075,272
0.00654195752122434,996,0.05377097765988452,408,0.0013044380321488907,272
0.013679478965617567,996,-0.013313955112326121,408,-0.050729555083972575,272
0.01706110879273773,996,-0.014457948461120446,408,-0.04248068596500046,272
-0.0007371330103104928,996,0.04235771246589914,408,0.038130689234372184,272
0.037542682015348765,996,0.07279656571940331,408,-0.0023002088887255534,272
0.05119983135665,996,0.08674123006973353,408,0.051500113447071866,272
0.002666856009176891,996,0.03822376672419911,408,0.03628380013931712,272
-0.005555384708866846,996,0.0017779716713153173,408,0.0648163368642613,272
0.008369806075809588,996,0.06359408881897288,408,0.05548456673061322,272
-0.02991990477994672,996,0.09692428039115693,408,-0.03905027888832563,272
0.02761781938291928,996,0.0612674930648778,408,-0.10367224760721669,272
0.023605140226911698,996,0.06720640140687738,408,-0.17202089228612316,272
0.0037247468292115242,996,-0.005474912517208999,408,-0.01074152473472768,272
0.05505048223336132,996,0.06479101454659356,408,-0.04499226650220547,272
0.007786787957647165,996,-0.009663372777706694,408,-0.1351404626395416,272
-0.012254446307951602,996,-0.026025091135238976,408,-0.0046374154533240135,272
-0.004623795268524504,996,0.07783410685011544,408,-0.05468139123042155,272
0.0077818589904071365,996,-0.02990811642932368,408,0.0313485003856169,272
-0.024358286313468626,996,0.08643349344049117,408,-0.02479498909266493,272
0.018677098752005343,996,0.06664514217170545,408,-0.0308303323553243,272
-0.013332181080837443,996,0.012613966336052282,408,-0.02351129574639024,272
-0.01558314900679363,996,0.04539191034543174,408,-0.015186233605659934,272
0.02890385654479361,996,0.034017334231864024,408,-0.04095897125865956,272
-0.03769391085998916,996,0.012317828696584574,408,-0.13417017904718354,272
0.0554632824401628,996,0.09224587550240607,408,-0.059418275680725385,272
0.025314355742155948,996,-0.014073175235834425,408,0.04261362050894748,272
0.00143757789241421,996,0.032069779953074265,408,-0.022715620135538836,272
-0.000470745411225643,996,0.05303104998376704,408,0.07045502659088927,272
0.031675540807298286,996,-0.0005504547068680693,408,0.09371551258431483,272
-0.003872583141497195,996,0.08147428450586458,408,0.006894281987904917,272
0.036024674520760726,996,0.016885852066873083,408,0.027495688335354644,272
0.047489946676494,996,-0.0461490331791004,408,0.08685081043019656,272
0.03796548149991761,996,0.008510557515797733,408,-0.017537411887625438,272
0.043857037061170646,996,0.06982792603960254,408,0.13513620453045436,272
0.016524170998918297,996,0.04612373583256405,408,0.003780902851062532,272
0.006374031459778352,996,0.08611830187041364,408,-0.1322246056681383,272
0.06564685994378361,996,0.185201511035436,408,-0.032392241773006675,272
0.05828066297194497,996,0.07972360752501553,408,0.021735319647878407,272
0.04128720397985134,996,0.06995988575551092,408,0.034259583747568004,272
0.004443586335236646,996,0.08830468073081571,408,-0.05004529938993073,272
0.05533740968177303,996,0.09955419944615092,408,0.047106507568018756,272
-0.0012300006442387955,996,0.07566787784244673,408,-0.01565780917180007,272
-0.032168618288323916,996,0.08016353731700851,408,-0.08252592362911455,272
-0.03168769338861681,996,0.017200998699338308,408,-0.05370059274414767,272
0.020946690209507176,996,0.06740632740779284,408,-0.040697949208517006,272
0.045329522228566566,996,0.11945925568762311,408,0.03752679607922126,272
0.019139522435899187,996,0.07277387745369344,408,-0.07945454116292601,272
0.006405571652380077,996,0.10475525150638716,408,-0.06877352973354599,272
0.029473210844837058,996,-0.02514179656269195,408,0.08327951443018378,272
0.03143890303689422,996,0.06759586660762358,408,-0.0580172357310405,272
-0.001518000039333701,996,0.0653588820486601,408,0.002957034086719268,272
0.0036574820477064496,996,0.041414333276188035,408,-0.005415572882707892,272
0.050833939049700606,996,-0.028950075066989052,408,-0.04863809244990203,272
-0.007554952110474373,996,0.003358858646004575,408,-0.010763805402544591,272
0.0351255199770281,996,-0.019536820899066703,408,-0.041045150879304944,272
0.006901136316510732,996,0.0018032012263806511,408,-0.06145179318089397,272
0.054166689968518256,996,0.03782006003925273,408,0.03136449553554961,272
-0.002407196675306567,996,0.0438738818383316,408,-0.05339621433130214,272
0.029106982334648396,996,0.07921158139864908,408,-0.00047174755793544243,272
0.02467254806148217,996,0.1526577039292591,408,-0.02465064519522598,272
0.05029326211501758,996,0.0203098638520185,408,-0.052692352281847356,272
0.03531706651979698,996,0.07793032771194568,408,0.04527770759222302,272
0.017414625288436326,996,0.10341325960568906,408,-0.04193625201041854,272
0.06527972238012195,996,0.09994105783063285,408,-0.010094025192563416,272
0.01246256812264766,996,0.10064073967656116,408,-0.022760782848641716,272
0.03477011620358386,996,0.10223017795216695,408,-0.01987907558526233,272
-0.002140156499933774,996,0.07081512786485226,408,0.05312427001188878,272
0.03070495603516429,996,0.024636511499490022,408,-0.008262401547478263,272
-0.006645082427279985,996,0.03557648150938936,408,-0.036838810893445074,272
0.0011602574702741129,996,0.04770331592672335,408,-0.03935271926590858,272
-0.021369198814639473,996,0.007310512615738551,408,-0.08309882001066189,272
-0.03459712555204792,996,0.05445071405394008,408,0.034071834528018444,272
0.027267955167881115,996,0.11550706507122158,408,0.10520777334301724,272
0.06260652250567378,996,0.05834180847460908,408,0.01812695064248225,272
0.03898604872237238,996,0.10410632385084914,408,-0.09141648851989122,272
