day,symbol,split,wk,entry_m,r_pct,price,slip_bps,A_net,A_why,A_xm,B_net,B_why,B_xm,C_net,C_why,C_xm,C_fill
2026-02-05,DSGN,VAL,2026-01-31/2026-02-06,577,4.9202394,10.03,175.0000000000007,-0.23315095692837795,eod,955,-0.40775253747903617,eod,955,,nofill,955,0
2026-02-05,DUOT,VAL,2026-01-31/2026-02-06,679,5.882353,8.77625,52.34285714285747,-0.7918692414759809,eod,955,-0.7995363864732989,eod,955,-0.7995363864732989,eod,955,1
2026-02-05,ENGN,VAL,2026-01-31/2026-02-06,587,5.2893457,9.61877,-125.13034410844503,-1.0557177902552306,stop,784,-1.0557177902552306,stop,784,-1.0589375003261747,stop,784,1
2026-02-05,ENR,VAL,2026-01-31/2026-02-06,573,4.009102,23.45014,87.68177929854515,-1.0738297249608513,stop,677,-1.0648186027076585,stop,677,,nofill,955,0
2026-02-05,EVMN,VAL,2026-01-31/2026-02-06,576,4.0892105,18.99682,184.79408658922836,-1.072363848672157,stop,647,-1.0530841533811246,stop,647,,nofill,955,0
2026-02-05,EVR,VAL,2026-01-31/2026-02-06,749,6.764721,357.42908,42.23257380177259,-0.34508914929632717,eod,955,-0.35672272953736417,eod,955,-0.35672272953736417,eod,955,1
2026-02-05,FBL,VAL,2026-01-31/2026-02-06,580,4.8685994,32.60753,18.455859735466706,-0.026925513050143575,eod,955,-0.026925513050143575,eod,955,-0.003316129011001666,eod,955,1
2026-02-05,FCFS,VAL,2026-01-31/2026-02-06,577,5.4720435,172.43576,3.4899953466704936,0.5648054417231433,eod,955,0.5648054417231433,eod,955,0.6443251816208803,eod,955,1
2026-02-05,FEIM,VAL,2026-01-31/2026-02-06,656,5.139911,50.61138,118.90606420927429,-0.9274319261281596,eod,955,-0.9384000344987233,eod,955,,nofill,955,0
2026-02-05,FIGR,VAL,2026-01-31/2026-02-06,659,8.783545,43.07885,26.775320139693637,-0.8774152110280116,eod,955,-0.8774152110280116,eod,955,-0.876957518920038,eod,955,1
2026-02-05,GEV,VAL,2026-01-31/2026-02-06,583,4.5703874,748.4587,61.57647709886804,-0.30272977761325875,eod,955,-0.34779325930989524,eod,955,,nofill,955,0
2026-02-05,GEVX,VAL,2026-01-31/2026-02-06,583,9.4976225,39.78901,137.38341315855828,-0.3065850660188312,eod,956,-0.37703448578141985,eod,956,,nofill,955,0
2026-02-05,GSIT,VAL,2026-01-31/2026-02-06,588,4.966604,6.534545,-7.6745970836544775,-1.059403446701207,stop,611,-1.059403446701207,stop,611,-1.0630819728120304,stop,611,1
2026-02-05,IBRX,VAL,2026-01-31/2026-02-06,685,5.3858833,5.89764,34.0136054421758,-0.9269464573720284,eod,955,-0.9274999772353242,eod,955,-0.9274999772353242,eod,955,1
2026-02-05,IESC,VAL,2026-01-31/2026-02-06,584,4.584142,403.49686,70.84466530916656,0.1787408601426409,eod,955,0.08240909910702722,eod,955,,nofill,955,0
2026-02-05,INBX,VAL,2026-01-31/2026-02-06,571,5.226182,82.80768,45.42151162790553,-0.3553163210479608,eod,955,-0.37379797419498917,eod,955,-0.37379797419498917,eod,955,1
2026-02-05,INSG,VAL,2026-01-31/2026-02-06,792,6.3322854,9.77925,46.15384615384688,0.04229551740808506,eod,955,0.01639370027159278,eod,955,0.01639370027159278,eod,955,1
2026-02-05,INTW,VAL,2026-01-31/2026-02-06,577,5.926539,67.17091,145.58757652679998,-1.0496197630691364,stop,667,-1.0418675062834797,stop,667,,nofill,955,0
2026-02-05,JKS,VAL,2026-01-31/2026-02-06,592,5.291383,27.64268,101.59651669085612,-0.12850750059513663,eod,955,-0.23233733956322528,eod,955,,nofill,955,0
2026-02-05,KTOS,VAL,2026-01-31/2026-02-06,583,4.076122,91.60399,75.55020256213574,-1.072599367241705,stop,623,-1.0655220786296273,stop,623,,nofill,955,0
2026-02-05,LABX,VAL,2026-01-31/2026-02-06,593,10.3606615,10.9327,9.174311926603007,-0.44545367905559086,eod,955,-0.44545367905559086,eod,955,-0.434072056503942,eod,955,1
2026-02-05,LASR,VAL,2026-01-31/2026-02-06,584,4.5044527,43.99158,75.23939808481428,0.9237259763864225,eod,955,0.7484495711253438,eod,955,,nofill,955,0
2026-02-05,LINT,VAL,2026-01-31/2026-02-06,578,4.6013927,42.76792,369.3714821763616,-1.1758790500525054,stop,633,-1.1021991380405631,stop,633,,nofill,955,0
2026-02-05,LITE,VAL,2026-01-31/2026-02-06,578,8.979081,466.9366,33.18769614547135,0.8557696905456761,eod,955,0.8492172741392452,eod,955,0.8492172741392452,eod,955,1
2026-02-05,LITX,VAL,2026-01-31/2026-02-06,579,17.167614,47.7428,294.1176470588225,0.929896996979609,eod,955,0.6729782892992721,eod,955,,nofill,955,0
2026-02-05,LKFN,VAL,2026-01-31/2026-02-06,575,4.764274,62.70756,-25.591810620603226,-0.17672452571477987,eod,955,-0.17672452571477987,eod,955,-0.12144285813546499,eod,955,1
2026-02-05,LPTH,VAL,2026-01-31/2026-02-06,584,7.5104475,9.4282,-63.82978723404542,-0.5038220510658284,eod,955,-0.5038220510658284,eod,955,-0.4831592801750754,eod,955,1
2026-02-05,LVLU,VAL,2026-01-31/2026-02-06,646,4.524755,16.32884,257.98525798525594,0.21452861115873087,eod,957,-0.1922522515002166,eod,957,,nofill,955,0
2026-02-05,MAGN,VAL,2026-01-31/2026-02-06,578,4.792664,14.2426,183.09859154929552,0.877402333113409,eod,955,0.4234222396935624,eod,955,,nofill,955,0
2026-02-05,METU,VAL,2026-01-31/2026-02-06,580,4.9128714,32.18627,3.1162355874103653,-0.032026496603844726,eod,955,-0.032026496603844726,eod,955,0.02394648743645797,eod,955,1
2026-02-05,MMS,VAL,2026-01-31/2026-02-06,571,3.108478,93.97107,202.2627815135003,-1.0955102535710424,stop,572,-1.236257983212682,stop,573,,nofill,955,0
2026-02-05,MPLT,VAL,2026-01-31/2026-02-06,574,4.0972323,16.8504,-11.904761904761862,-1.0722201588862825,stop,919,-1.0722201588862825,stop,919,-1.0777499961265853,stop,919,1
2026-02-05,MRCY,VAL,2026-01-31/2026-02-06,577,4.3197174,77.35136,171.16182572614048,0.5458667112397366,eod,955,0.1654898361193506,eod,955,,nofill,955,0
2026-02-05,MTSI,VAL,2026-01-31/2026-02-06,587,8.274062,215.6751,-1.3956177602336695,0.5922384765808061,eod,955,0.5922384765808061,eod,955,0.6520307590858233,eod,955,1
2026-02-05,MULL,VAL,2026-01-31/2026-02-06,578,6.7251105,148.30357,323.95578879186536,-1.043608932448023,stop,614,-1.030979728598278,stop,614,,nofill,955,0
2026-02-05,MUU,VAL,2026-01-31/2026-02-06,578,6.59166,167.18004,319.1744660427154,-1.0445120561436716,stop,613,-1.0315759635926824,stop,613,,nofill,955,0
2026-02-05,MVLL,VAL,2026-01-31/2026-02-06,744,8.370128,15.79725,114.28571428571344,0.03868821950498054,eod,955,-0.05626116662628251,eod,955,,nofill,955,0
2026-02-05,NOWL,VAL,2026-01-31/2026-02-06,574,6.547766,7.20154,139.27576601671322,-1.2037114453288262,stop,600,-1.174936390133528,stop,600,,nofill,955,0
2026-02-05,NPT,VAL,2026-01-31/2026-02-06,586,19.171059,7.021,100.00000000000009,-0.5460935894429101,eod,900,-0.562107505771461,eod,900,,nofill,955,0
2026-02-05,NUAI,VAL,2026-01-31/2026-02-06,582,7.690721,5.8174,-17.241379310346527,-1.0380080461896874,stop,600,-1.0380080461896874,stop,600,-1.0394651159540313,stop,600,1
2026-02-05,NXT,VAL,2026-01-31/2026-02-06,766,5.9538317,117.07016,38.553803975325266,-0.47262906152478346,eod,955,-0.4801046474193689,eod,955,-0.4801046474193689,eod,955,1
2026-02-05,OPEX,VAL,2026-01-31/2026-02-06,572,9.8494,9.5285,-242.1052631578957,-1.3381533236930077,stop,950,-1.3381533236930077,stop,950,-1.3486812015980056,stop,950,1
2026-02-05,OPTX,VAL,2026-01-31/2026-02-06,579,7.420595,7.58268,207.9365079365081,2.0,target,848,1.3157854784814416,eod,900,,nofill,955,0
2026-02-05,PBH,VAL,2026-01-31/2026-02-06,693,5.267042,67.23109,35.80486349395784,-0.6002536878897207,eod,955,-0.6046201544001579,eod,955,-0.6046201544001579,eod,955,1
2026-02-05,POWL,VAL,2026-01-31/2026-02-06,587,5.041182,528.8819,51.204248056133665,0.10878205578414099,eod,955,0.06407487598431993,eod,955,0.06407487598431993,eod,955,1
2026-02-05,PRE,VAL,2026-01-31/2026-02-06,582,5.723927,18.98679,31.695721077653616,-1.051411569888995,stop,949,-1.0512660550821569,stop,949,-1.0512660550821569,stop,949,1
2026-02-05,PSNL,VAL,2026-01-31/2026-02-06,583,5.3369374,8.33493,36.10108303248927,-1.0552120140288697,stop,616,-1.054612358742662,stop,616,-1.054612358742662,stop,616,1
2026-02-05,QGEN,VAL,2026-01-31/2026-02-06,624,4.820445,51.86513,19.338619222586395,-0.2875291449134198,eod,955,-0.2875291449134198,eod,955,-0.2714192155962707,eod,955,1
2026-02-05,RBC,VAL,2026-01-31/2026-02-06,685,5.0026474,518.3303,68.2116210454975,-0.033819999047960354,eod,955,-0.10233350362764941,eod,955,,nofill,955,0
2026-02-05,RDTL,VAL,2026-01-31/2026-02-06,575,4.0121346,20.87243,-105.71840461316762,-1.0737731643898467,stop,632,-1.0737731643898467,stop,632,-1.079554840176212,stop,632,1
2026-02-05,RGC,VAL,2026-01-31/2026-02-06,571,4.23374,28.46514,-204.36927413671756,-1.285386143153247,stop,574,-1.285386143153247,stop,574,-1.306928550148978,stop,574,1
2026-02-05,RMBS,VAL,2026-01-31/2026-02-06,578,5.286866,101.14754,15.865437755577805,-0.7087069368194814,eod,955,-0.7087069368194814,eod,955,-0.7006750378431892,eod,955,1
2026-02-05,RNAC,VAL,2026-01-31/2026-02-06,593,5.2549953,6.86052,-43.859649122808264,-1.0560885382142973,stop,819,-1.0560885382142973,stop,819,-1.0593529405453284,stop,819,1
2026-02-05,ROAD,VAL,2026-01-31/2026-02-06,572,4.017146,115.11431,-11.32700182974733,2.0,target,786,2.0,target,786,2.0,target,732,1
2026-02-05,SEPN,VAL,2026-01-31/2026-02-06,579,4.01839,25.00479,40.11231448054487,-0.6467018903097086,eod,955,-0.6553980704180143,eod,955,-0.6553980704180143,eod,955,1
2026-02-05,SHMD,VAL,2026-01-31/2026-02-06,592,9.546414,9.40814,85.28784648187626,0.4153514178755438,eod,899,0.33797894946759005,eod,899,,nofill,955,0
2026-02-05,SKY,VAL,2026-01-31/2026-02-06,594,5.48251,84.69332,-5.92136428233192,-0.4431541991418355,eod,955,-0.4431541991418355,eod,955,-0.4109066304148332,eod,955,1
2026-02-05,SMTC,VAL,2026-01-31/2026-02-06,583,7.4466877,82.12564,81.82706399608941,0.03599111825288192,eod,955,-0.031360856593144054,eod,955,,nofill,955,0
2026-02-05,SNXX,VAL,2026-01-31/2026-02-06,575,8.268534,36.13809,-367.7490979739118,-0.6058606077206787,eod,955,-0.6058606077206787,eod,955,-0.5909930024891861,eod,955,1
2026-02-05,SOXL,VAL,2026-01-31/2026-02-06,578,5.6412263,53.34957,78.96221094190636,-1.052179926499315,stop,631,-1.0481834866329494,stop,631,,nofill,955,0
2026-02-05,STRO,VAL,2026-01-31/2026-02-06,575,13.958594,14.93467,181.329751511079,-0.2120428415469504,eod,955,-0.2890995732895767,eod,955,,nofill,955,0
2026-02-05,SUPX,VAL,2026-01-31/2026-02-06,585,4.401162,14.38302,132.49651324964918,0.31312431937687407,eod,955,0.06530769141244125,eod,955,,nofill,955,0
2026-02-05,SYM,VAL,2026-01-31/2026-02-06,571,5.1573777,53.64044,-3.7397157816010385,0.0984222000365052,eod,955,0.0984222000365052,eod,955,0.16617037026914283,eod,955,1
2026-02-05,TE,VAL,2026-01-31/2026-02-06,577,5.8452067,7.75319,51.74644243208127,-1.050324104586412,stop,921,-1.0485957466495135,stop,921,-1.0485957466495135,stop,921,1
2026-02-05,TRDA,VAL,2026-01-31/2026-02-06,591,7.8549933,10.85246,-203.32717190388428,-1.0371922668221751,stop,628,-1.0371922668221751,stop,628,-1.0385853655695523,stop,628,1
2026-02-05,TTI,VAL,2026-01-31/2026-02-06,585,5.1247296,11.60471,64.82281763180441,-1.0575396739761644,stop,635,-1.0540157473068337,stop,635,,nofill,955,0
2026-02-05,TTMI,VAL,2026-01-31/2026-02-06,643,15.240767,96.50866,-1.1102230246251565e-12,-0.3196536814547878,eod,955,-0.3196536814547878,eod,955,-0.3059944520347328,eod,955,1
2026-02-05,USGO,VAL,2026-01-31/2026-02-06,574,4.8042827,12.60771,-453.4606205250613,-1.0647428433340997,stop,577,-1.0729893635324426,stop,578,-1.0777024071161574,stop,578,1
2026-02-05,UTI,VAL,2026-01-31/2026-02-06,575,5.1660523,27.94358,-50.25125628140836,-1.0570714213830175,stop,602,-1.0570714213830175,stop,602,-1.0604558842828224,stop,602,1
2026-02-05,VELO,VAL,2026-01-31/2026-02-06,579,8.036602,12.40711,-262.73241713823836,-1.0363292095340786,stop,595,-1.0363292095340786,stop,595,-1.0376562479704579,stop,595,1
2026-02-05,VICR,VAL,2026-01-31/2026-02-06,583,7.569028,152.54626,6.246957480309234,-0.48425620916222706,eod,955,-0.48425620916222706,eod,955,-0.46753381585304044,eod,955,1
2026-02-05,VRT,VAL,2026-01-31/2026-02-06,586,5.7494473,183.10768,32.86590709903558,-1.051178928572838,stop,634,-1.050935729929265,stop,634,-1.050935729929265,stop,634,1
2026-02-05,WULF,VAL,2026-01-31/2026-02-06,584,7.913148,13.92164,-7.204610951009327,-1.0369115871458487,stop,613,-1.0369115871458487,stop,613,-1.0382830197118718,stop,613,1
2026-02-05,WULX,VAL,2026-01-31/2026-02-06,585,15.222738,21.90552,-100.73260073260037,-1.018707361448381,stop,612,-1.018707361448381,stop,612,-1.0190422139612576,stop,612,1
2026-02-05,XMTR,VAL,2026-01-31/2026-02-06,685,5.538738,60.8821,32.125205930806366,-0.21466273191915844,eod,955,-0.21766321958076745,eod,955,-0.21766321958076745,eod,955,1
2026-02-05,YSS,VAL,2026-01-31/2026-02-06,585,9.748666,24.9747,-8.032128514057213,-1.0297734412072386,stop,709,-1.0297734412072386,stop,709,-1.0306525411992968,stop,709,1
2026-02-05,ZBIO,VAL,2026-01-31/2026-02-06,576,7.2965035,20.72198,203.2429816069703,0.18292308148077951,eod,955,-0.04388459285356708,eod,955,,nofill,955,0
2026-02-05,ZEPP,VAL,2026-01-31/2026-02-06,582,3.9278347,16.81028,608.5918854415273,-1.0753779595918338,stop,892,-1.0317239261593885,stop,892,,nofill,955,0
2026-02-05,ZSTK,VAL,2026-01-31/2026-02-06,661,8.688568,8.2246,280.4878048780468,-0.5192404405735938,eod,891,-0.6270217638514499,eod,891,,nofill,955,0
2026-02-06,AKTS,VAL,2026-01-31/2026-02-06,574,1.6236931,19.62871,217.16913643331503,-1.1837639803359363,stop,594,-1.0865693418014963,stop,594,,nofill,955,0
2026-02-06,DAO,VAL,2026-01-31/2026-02-06,573,3.431068,9.57865,-31.41361256544628,0.9651383077531183,eod,955,0.9651383077531183,eod,955,1.1530000192858332,eod,955,1
2026-02-06,DBVT,VAL,2026-01-31/2026-02-06,668,5.918777,21.52438,-20.96924510717857,-0.3983019662448972,eod,956,-0.3983019662448972,eod,956,-0.3661706189271321,eod,956,1
2026-02-06,FLS,VAL,2026-01-31/2026-02-06,571,2.7606974,79.21694,312.1043302101789,2.0,target,583,1.04124801742677,eod,955,,nofill,955,0
2026-02-06,HIMS,VAL,2026-01-31/2026-02-06,730,10.320147,23.55044,34.07155025553665,-0.23762811406541842,eod,955,-0.2406229481425638,eod,955,-0.2406229481425638,eod,955,1
2026-02-06,HOYY,VAL,2026-01-31/2026-02-06,717,5.877061,9.795699,34.40387459843208,-0.09256639140898061,eod,959,-0.09931030962269989,eod,959,-0.09931030962269989,eod,959,1
2026-02-06,HYMC,VAL,2026-01-31/2026-02-06,817,7.809194,33.82116,38.552787663106436,0.23898502196357693,eod,955,0.2255805245599782,eod,955,0.2255805245599782,eod,955,1
2026-02-06,IRE,VAL,2026-01-31/2026-02-06,625,17.285181,5.4162,-37.03703703703765,0.5158808094025511,eod,955,0.5158808094025511,eod,955,0.5426087113866465,eod,955,1
2026-02-06,IREZ,VAL,2026-01-31/2026-02-06,571,1.7363913,34.09197,491.32097675786525,2.0,target,572,-1.048527777753047,stop,629,,nofill,955,0
2026-02-06,KOLD,VAL,2026-01-31/2026-02-06,800,6.654538,17.62271,39.84063745019695,0.449424503799629,eod,955,0.42833615836148914,eod,955,0.42833615836148914,eod,955,1
2026-02-06,MULL,VAL,2026-01-31/2026-02-06,573,5.241688,150.73083,201.62431269037606,0.9920095218000272,eod,955,0.5012762474476449,eod,955,,nofill,955,0
2026-02-06,MUU,VAL,2026-01-31/2026-02-06,573,5.6072216,169.86807,188.9472223944133,1.0375138354235232,eod,955,0.5881142885848324,eod,955,,nofill,955,0
2026-02-06,NNAVW,VAL,2026-01-31/2026-02-06,665,8.275174,6.26875,63.999999999999616,0.8842651111661127,eod,959,0.8100370818515892,eod,959,,nofill,955,0
2026-02-06,PCTY,VAL,2026-01-31/2026-02-06,572,3.6733954,127.43115,50.373868555686485,-1.0806683115572036,stop,581,-1.0765461041365603,stop,581,-1.0765461041365603,stop,581,1
2026-02-06,POWI,VAL,2026-01-31/2026-02-06,572,3.4781249,47.3416,45.550847457627164,-1.109521574631656,stop,590,-1.104933153887193,stop,590,-1.104933153887193,stop,590,1
2026-02-06,PSNY,VAL,2026-01-31/2026-02-06,571,1.0441501,14.76416,985.0543478260864,2.0,target,572,2.0,target,823,,nofill,955,0
2026-02-06,RXO,VAL,2026-01-31/2026-02-06,610,9.619754,16.62974,-12.062726176117478,0.2419146242061502,eod,955,0.2419146242061502,eod,955,0.28183224372932736,eod,955,1
2026-02-06,VTIX,VAL,2026-01-31/2026-02-06,626,6.473657,5.50647,136.61202185792254,1.3535980201674964,eod,897,1.0213735417025949,eod,897,,nofill,955,0
2026-02-06,WOLF,VAL,2026-01-31/2026-02-06,664,8.559576,15.57659,64.3915003219564,0.10294595616826571,eod,955,0.06038796886240996,eod,955,,nofill,955,0
2026-02-09,ACET,VAL,2026-02-07/2026-02-13,571,2.0009673,7.05109,981.5078236130836,2.0,target,572,-1.0522592525123686,stop,604,,nofill,955,0
2026-02-09,AI,VAL,2026-02-07/2026-02-13,753,6.2041345,11.68495,30.042918454933343,-0.03216759713271612,eod,955,-0.032234482124701806,eod,955,-0.032234482124701806,eod,955,1
2026-02-09,AMDG,VAL,2026-02-07/2026-02-13,576,4.2140594,22.98876,143.97905759162333,2.0,target,885,1.0922764212337595,eod,955,,nofill,955,0
2026-02-09,AMDL,VAL,2026-02-07/2026-02-13,576,4.3549824,13.56056,133.13609467455524,1.595636138342506,eod,955,1.0994520527741831,eod,955,,nofill,955,0
2026-02-09,AMPX,VAL,2026-02-07/2026-02-13,596,4.697672,12.27672,49.01960784313708,0.5179749971190506,eod,955,0.45899997096182366,eod,955,0.45899997096182366,eod,955,1
2026-02-09,AMUU,VAL,2026-02-07/2026-02-13,576,4.0877366,47.6425,164.2105263157889,2.0,target,864,1.0342128021028814,eod,955,,nofill,955,0
2026-02-09,AMZU,VAL,2026-02-07/2026-02-13,705,6.8472548,28.40496,24.717514124292794,-0.28883366431383617,eod,955,-0.28883366431383617,eod,955,-0.2833057013845527,eod,955,1
2026-02-09,AMZZ,VAL,2026-02-07/2026-02-13,711,6.662159,25.61662,62.64682850430469,-0.26822213036101794,eod,955,-0.3024022422685913,eod,955,,nofill,955,0
2026-02-09,APLX,VAL,2026-02-07/2026-02-13,571,5.6297407,83.47969,227.08158116063748,2.0,target,582,2.0,target,615,,nofill,955,0
2026-02-09,ARMG,VAL,2026-02-07/2026-02-13,687,9.012218,7.00094,41.977077363895,0.13481174658544864,eod,955,0.11994588302320495,eod,955,0.11994588302320495,eod,955,1
2026-02-09,ASTX,VAL,2026-02-07/2026-02-13,572,6.026793,66.51896,101.01025331724856,-0.004239982412945615,eod,955,-0.10912739062857808,eod,955,,nofill,955,0
2026-02-09,ASYS,VAL,2026-02-07/2026-02-13,602,5.7584443,11.15336,22.122302158273932,2.0,target,680,2.0,target,680,2.0,target,679,1
2026-02-09,BAIG,VAL,2026-02-07/2026-02-13,606,8.072393,5.9177,2.5423728813556146,0.9011191113553964,eod,955,0.9011191113553964,eod,955,0.9679241591700851,eod,955,1
2026-02-09,BITU,VAL,2026-02-07/2026-02-13,705,4.7791886,13.16939,34.272658035034986,0.3404426904030018,eod,955,0.3285826846324392,eod,955,0.3285826846324392,eod,955,1
2026-02-09,BITX,VAL,2026-02-07/2026-02-13,705,4.699445,16.58962,54.41354292623713,0.38121230115520255,eod,955,0.3130975351607215,eod,955,0.3130975351607215,eod,955,1
2026-02-09,BKKT,VAL,2026-02-07/2026-02-13,793,5.1125383,11.94573,33.585222502099384,-0.8508202343711497,eod,955,-0.8518698889674176,eod,955,-0.8518698889674176,eod,955,1
2026-02-09,BMNR,VAL,2026-02-07/2026-02-13,580,5.8515706,20.53141,0.048851978502462146,0.76370865663942,eod,955,0.76370865663942,eod,955,0.8586613821550306,eod,955,1
2026-02-09,BNAI,VAL,2026-02-07/2026-02-13,712,8.381759,22.51735,17.817371937636217,0.17358481375037949,eod,955,0.17358481375037949,eod,955,0.19087096669661058,eod,955,1
2026-02-09,BRCB,VAL,2026-02-07/2026-02-13,813,6.6643305,15.86746,37.926675094817064,-0.22619761064094515,eod,955,-0.23528972482556562,eod,955,-0.23528972482556562,eod,955,1
2026-02-09,BRZE,VAL,2026-02-07/2026-02-13,764,5.4550796,17.84337,39.34794828555077,0.17562001451989392,eod,955,0.1558383780420603,eod,955,0.1558383780420603,eod,955,1
2026-02-09,CLSK,VAL,2026-02-07/2026-02-13,616,4.8984,10.11024,24.801587301588324,0.08993522402340826,eod,955,0.08993522402340826,eod,955,0.1016122456942676,eod,955,1
2026-02-09,CLSX,VAL,2026-02-07/2026-02-13,616,10.397304,13.26969,3.7792894935728683,0.14769304600851324,eod,955,0.14769304600851324,eod,955,0.17734572369958343,eod,955,1
2026-02-09,COIW,VAL,2026-02-07/2026-02-13,664,5.053409,12.82837,-31.27443315089962,0.07091683975331292,eod,956,0.07091683975331292,eod,956,0.13841613285437585,eod,956,1
2026-02-09,CONL,VAL,2026-02-07/2026-02-13,605,7.679197,7.18148,41.899441340782495,0.28859984214817946,eod,955,0.2689642872917608,eod,955,0.2689642872917608,eod,955,1
2026-02-09,CRMG,VAL,2026-02-07/2026-02-13,618,6.367853,6.9207,43.478260869562746,0.30283321811076774,eod,955,0.27586666509054847,eod,955,0.27586666509054847,eod,955,1
2026-02-09,CRML,VAL,2026-02-07/2026-02-13,620,7.759714,11.058075,13.60544217686721,1.1185605650054664,eod,955,1.1185605650054664,eod,955,1.1641904846370954,eod,955,1
2026-02-09,CRMLW,VAL,2026-02-07/2026-02-13,622,7.909858,5.25572,190.8396946564861,1.2959890657522077,eod,957,0.908640020212515,eod,957,,nofill,955,0
2026-02-09,CRMX,VAL,2026-02-07/2026-02-13,620,15.122251,9.84946,-20.366598778005507,1.146953263160276,eod,955,1.146953263160276,eod,955,1.1903150168492933,eod,955,1
2026-02-09,CRNC,VAL,2026-02-07/2026-02-13,614,5.68834,7.79331,38.61003861003853,2.0,target,891,1.565333437501056,eod,955,1.565333437501056,eod,955,1
2026-02-09,CRPT,VAL,2026-02-07/2026-02-13,606,4.750721,13.02897,84.68052347959886,0.4119295834774124,eod,934,0.2663768062382159,eod,934,,nofill,955,0
2026-02-09,CRWL,VAL,2026-02-07/2026-02-13,578,4.8764753,20.97273,-4.782400765185324,1.261647299178686,eod,958,1.261647299178686,eod,958,1.409562502663935,eod,958,1
2026-02-09,CRWU,VAL,2026-02-07/2026-02-13,571,2.5650322,7.06112,340.9090909090895,2.0,target,573,2.0,target,608,,nofill,955,0
2026-02-09,CTNM,VAL,2026-02-07/2026-02-13,676,7.876371,15.045,40.000000000000036,0.1222869180820568,eod,955,0.10823333180453751,eod,955,0.10823333180453751,eod,955,1
2026-02-09,CWVX,VAL,2026-02-07/2026-02-13,571,2.1900942,30.67174,333.5513407455859,2.0,target,572,2.0,target,605,,nofill,955,0
2026-02-09,DAVA,VAL,2026-02-07/2026-02-13,832,5.6858726,5.47638,18.31501831501825,0.008565868349236408,eod,956,0.008565868349236408,eod,956,0.029704919017250316,eod,956,1
2026-02-09,DOMO,VAL,2026-02-07/2026-02-13,644,4.4016275,5.240675,86.12440191387182,0.1467157306853127,eod,955,0.01715384668260743,eod,955,,nofill,955,0
2026-02-09,EAF,VAL,2026-02-07/2026-02-13,718,20.735424,8.46532,55.3317535545017,0.12974805770705397,eod,900,0.11612911610607435,eod,900,0.11612911610607435,eod,900,1
2026-02-09,EKSO,VAL,2026-02-07/2026-02-13,660,8.056809,10.44123,48.03073967339255,-0.46611804074211427,eod,956,-0.4778139766286247,eod,956,-0.4778139766286247,eod,956,1
2026-02-09,EQPT,VAL,2026-02-07/2026-02-13,654,5.7741823,33.05888,-51.57766990291579,-0.35884799509838344,eod,955,-0.35884799509838344,eod,955,-0.323712707622603,eod,955,1
2026-02-09,ETHT,VAL,2026-02-07/2026-02-13,604,4.3035345,15.85743,120.17710309930374,2.0,target,908,1.1127273120256325,eod,955,,nofill,955,0
2026-02-09,ETHU,VAL,2026-02-07/2026-02-13,604,4.641328,23.49026,81.12724167378182,1.4058659947169754,eod,955,1.1675867627203198,eod,955,,nofill,955,0
2026-02-09,FBRX,VAL,2026-02-07/2026-02-13,599,4.237993,27.67277,68.86553098948811,2.0,target,719,2.0,target,742,,nofill,955,0
2026-02-09,FIG,VAL,2026-02-07/2026-02-13,754,5.0597186,22.05597,27.285129604364133,0.129858381369826,eod,955,0.129858381369826,eod,955,0.13594594392507645,eod,955,1
2026-02-09,FLNC,VAL,2026-02-07/2026-02-13,610,6.2180743,19.49832,15.432098765431057,-0.0967623740908948,eod,955,-0.0967623740908948,eod,955,-0.07511189775638408,eod,955,1
2026-02-09,FLOC,VAL,2026-02-07/2026-02-13,583,6.1484547,22.90852,-39.404553415063326,-0.2551167512492891,eod,955,-0.2551167512492891,eod,955,-0.21692537723965336,eod,955,1
2026-02-09,GLSI,VAL,2026-02-07/2026-02-13,668,5.4560456,29.087,99.96551724137825,0.3811127953514868,eod,955,0.22432549509066824,eod,955,,nofill,955,0
2026-02-09,GLXU,VAL,2026-02-07/2026-02-13,579,6.7885103,6.78028,44.378698224851746,2.0,target,687,2.0,target,687,2.0,target,687,1
2026-02-09,GTLB,VAL,2026-02-07/2026-02-13,744,4.891612,32.22639,31.12356053532439,0.050214237585963946,eod,955,0.04781012778035238,eod,955,0.04781012778035238,eod,955,1
2026-02-09,HUBS,VAL,2026-02-07/2026-02-13,685,7.835184,233.27774,33.96680712012934,-0.1402960900826237,eod,955,-0.14462384196266537,eod,955,-0.14462384196266537,eod,955,1
2026-02-09,INTC,VAL,2026-02-07/2026-02-13,725,6.2113914,50.74177,44.47519272583244,-0.19933356569835872,eod,955,-0.21755969410584652,eod,955,-0.21755969410584652,eod,955,1
2026-02-09,INTW,VAL,2026-02-07/2026-02-13,680,12.057777,72.62723,16.57229664410842,-0.16814501332684267,eod,955,-0.16814501332684267,eod,955,-0.15878292029603053,eod,955,1
2026-02-09,IONL,VAL,2026-02-07/2026-02-13,605,8.139447,17.90355,78.43137254901711,0.2166017553161413,eod,955,0.1483578450700078,eod,955,,nofill,955,0
2026-02-09,IONX,VAL,2026-02-07/2026-02-13,605,7.6779985,11.65486,111.87607573149627,0.3037685082553706,eod,955,0.1782828326089597,eod,955,,nofill,955,0
2026-02-09,IRE,VAL,2026-02-07/2026-02-13,573,5.8755937,5.9177,-186.4406779661021,2.0,target,646,2.0,target,646,2.0,target,616,1
