symbol,day,ts,n_quotes,q_ts,nbb,nbo,spread,err
CHSN,2025-01-10,2025-01-10T19:26:00+00:00,117,2025-01-10T19:25:53.247842+00:00,5.0,5.07,0.07000000000000028,
CHSN,2025-01-10,2025-01-10T19:02:00+00:00,108,2025-01-10T19:01:55.526977+00:00,4.9,5.06,0.15999999999999925,
CHSN,2025-01-10,2025-01-10T19:07:00+00:00,33,2025-01-10T19:02:32.522621+00:00,4.51,4.58,0.07000000000000028,
CHSN,2025-01-10,2025-01-10T19:14:00+00:00,185,2025-01-10T19:13:52.238966+00:00,4.75,4.89,0.13999999999999968,
CHSN,2025-01-10,2025-01-10T19:39:00+00:00,46,2025-01-10T19:38:43.658990+00:00,5.22,5.23,0.010000000000000675,
LAES,2025-01-10,2025-01-10T14:47:00+00:00,6037,2025-01-10T14:46:59.962158+00:00,5.77,5.8,0.03000000000000025,
LAES,2025-01-10,2025-01-10T14:48:00+00:00,7793,2025-01-10T14:47:59.951758+00:00,5.88,5.89,0.009999999999999787,
LAES,2025-01-10,2025-01-10T14:54:00+00:00,4211,2025-01-10T14:53:59.964528+00:00,5.65,5.66,0.009999999999999787,
LAES,2025-01-10,2025-01-10T15:01:00+00:00,2427,2025-01-10T15:00:58.654447+00:00,5.51,5.52,0.009999999999999787,
MSW,2025-01-10,2025-01-10T20:56:00+00:00,49,2025-01-10T20:55:54.811785+00:00,6.95,7.1,0.14999999999999947,
MSW,2025-01-10,2025-01-10T16:33:00+00:00,244,2025-01-10T16:28:23.342534+00:00,10.56,10.76,0.1999999999999993,
MSW,2025-01-10,2025-01-10T16:54:00+00:00,0,,,,,no_quote_at_or_before_exit
MSW,2025-01-10,2025-01-10T17:15:00+00:00,255,2025-01-10T17:14:57.840976+00:00,7.5,7.9,0.40000000000000036,
MSW,2025-01-10,2025-01-10T17:26:00+00:00,134,2025-01-10T17:25:59.079083+00:00,7.31,7.35,0.040000000000000036,
MSW,2025-01-10,2025-01-10T17:12:00+00:00,439,2025-01-10T17:11:59.865763+00:00,7.54,7.72,0.17999999999999972,
MSW,2025-01-10,2025-01-10T17:37:00+00:00,149,2025-01-10T17:36:59.318293+00:00,6.81,6.99,0.1800000000000006,
MSW,2025-01-10,2025-01-10T17:32:00+00:00,146,2025-01-10T17:31:57.716019+00:00,6.95,7.1,0.14999999999999947,
XTIA,2025-01-13,2025-01-13T18:43:00+00:00,51,2025-01-13T18:42:53.300037+00:00,6.81,6.85,0.040000000000000036,
XTIA,2025-01-13,2025-01-13T14:53:00+00:00,218,2025-01-13T14:52:57.565151+00:00,6.17,6.4,0.23000000000000043,
XTIA,2025-01-13,2025-01-13T18:16:00+00:00,42,2025-01-13T18:15:24.691398+00:00,6.54,6.72,0.17999999999999972,
XTIA,2025-01-13,2025-01-13T18:26:00+00:00,13,2025-01-13T18:25:51.568943+00:00,6.73,6.78,0.04999999999999982,
XTIA,2025-01-13,2025-01-13T18:14:00+00:00,42,2025-01-13T18:13:52.950524+00:00,6.53,6.61,0.08000000000000007,
XTIA,2025-01-13,2025-01-13T18:18:00+00:00,33,2025-01-13T18:17:12.902187+00:00,6.63,6.78,0.15000000000000036,
BDMD,2025-01-13,2025-01-13T17:24:00+00:00,87,2025-01-13T17:23:45.723935+00:00,9.9,10.9,1.0,
BDMD,2025-01-13,2025-01-13T17:49:00+00:00,147,2025-01-13T17:48:49.687655+00:00,11.2,11.38,0.1800000000000015,
BDMD,2025-01-13,2025-01-13T19:58:00+00:00,186,2025-01-13T19:57:59.863433+00:00,11.04,11.2,0.16000000000000014,
JUNS,2025-01-14,2025-01-14T16:41:00+00:00,46,2025-01-14T16:40:47.224367+00:00,7.0,7.2,0.20000000000000018,
JUNS,2025-01-14,2025-01-14T17:07:00+00:00,29,2025-01-14T17:04:51.051636+00:00,6.56,7.05,0.4900000000000002,
JUNS,2025-01-14,2025-01-14T20:56:00+00:00,153,2025-01-14T20:55:36.360733+00:00,5.92,5.99,0.07000000000000028,
JUNS,2025-01-14,2025-01-14T16:40:00+00:00,5,2025-01-14T16:35:09.893648+00:00,6.75,7.05,0.2999999999999998,
JUNS,2025-01-14,2025-01-14T16:42:00+00:00,75,2025-01-14T16:41:58.920669+00:00,7.0,8.1,1.0999999999999996,
XXII,2025-01-14,2025-01-14T16:12:00+00:00,1052,2025-01-14T16:11:55.976698+00:00,8.03,8.15,0.120000000000001,
XXII,2025-01-14,2025-01-14T16:35:00+00:00,3372,2025-01-14T16:34:59.438297+00:00,8.93,8.96,0.030000000000001137,
XXII,2025-01-14,2025-01-14T17:00:00+00:00,1471,2025-01-14T16:59:59.063242+00:00,8.36,8.54,0.17999999999999972,
PTLE,2025-01-15,2025-01-15T14:51:00+00:00,0,,,,,no_quote_at_or_before_exit
PTLE,2025-01-15,2025-01-15T15:08:00+00:00,257,2025-01-15T15:07:58.644106+00:00,12.14,12.23,0.08999999999999986,
PTLE,2025-01-15,2025-01-15T14:38:00+00:00,751,2025-01-15T14:37:59.192151+00:00,11.1,11.11,0.009999999999999787,
PTLE,2025-01-15,2025-01-15T14:58:00+00:00,151,2025-01-15T14:57:58.717333+00:00,12.9,13.34,0.4399999999999995,
PTLE,2025-01-15,2025-01-15T15:23:00+00:00,154,2025-01-15T15:22:42.067484+00:00,11.5,11.86,0.35999999999999943,
PTLE,2025-01-15,2025-01-15T15:01:00+00:00,378,2025-01-15T15:00:57.503361+00:00,12.9,13.17,0.2699999999999996,
PTLE,2025-01-15,2025-01-15T15:02:00+00:00,493,2025-01-15T15:01:59.758103+00:00,12.88,13.47,0.5899999999999999,
PTLE,2025-01-15,2025-01-15T17:39:00+00:00,1061,2025-01-15T17:38:59.957592+00:00,4.9,4.97,0.0699999999999994,
PTLE,2025-01-15,2025-01-15T18:04:00+00:00,438,2025-01-15T18:03:52.416969+00:00,4.57,4.65,0.08000000000000007,
PTLE,2025-01-15,2025-01-15T18:36:00+00:00,109,2025-01-15T18:31:23.647932+00:00,2.85,2.89,0.040000000000000036,
PTLE,2025-01-15,2025-01-15T19:00:00+00:00,758,2025-01-15T18:59:59.656940+00:00,3.88,3.92,0.040000000000000036,
PTLE,2025-01-15,2025-01-15T18:30:00+00:00,644,2025-01-15T18:29:55.972563+00:00,3.24,3.3,0.05999999999999961,
PTLE,2025-01-15,2025-01-15T18:31:00+00:00,849,2025-01-15T18:30:59.645290+00:00,3.1,3.11,0.009999999999999787,
PTLE,2025-01-15,2025-01-15T18:38:00+00:00,525,2025-01-15T18:37:59.835551+00:00,3.23,3.4,0.16999999999999993,
PTLE,2025-01-15,2025-01-15T18:50:00+00:00,34,2025-01-15T18:45:14.958164+00:00,3.29,3.3,0.009999999999999787,
PTLE,2025-01-15,2025-01-15T18:54:00+00:00,298,2025-01-15T18:53:59.595938+00:00,3.31,3.35,0.040000000000000036,
PTLE,2025-01-15,2025-01-15T18:57:00+00:00,583,2025-01-15T18:56:59.673221+00:00,3.76,3.8,0.040000000000000036,
PTLE,2025-01-15,2025-01-15T19:22:00+00:00,389,2025-01-15T19:21:59.381247+00:00,3.61,3.68,0.07000000000000028,
KBSX,2025-01-16,2025-01-16T20:56:00+00:00,12,2025-01-16T20:55:30.062896+00:00,7.3,7.7,0.40000000000000036,
KBSX,2025-01-16,2025-01-16T16:08:00+00:00,47,2025-01-16T16:06:13.821225+00:00,12.65,14.55,1.9000000000000004,
KBSX,2025-01-16,2025-01-16T17:37:00+00:00,0,,,,,no_quote_at_or_before_exit
KBSX,2025-01-16,2025-01-16T17:27:00+00:00,55,2025-01-16T17:26:50.466113+00:00,7.0,7.95,0.9500000000000002,
KBSX,2025-01-16,2025-01-16T18:01:00+00:00,4,2025-01-16T17:56:47.196690+00:00,8.92,9.31,0.39000000000000057,
KBSX,2025-01-16,2025-01-16T18:34:00+00:00,14,2025-01-16T18:31:21.581486+00:00,7.45,8.87,1.419999999999999,
BDMD,2025-01-17,2025-01-17T15:39:00+00:00,94,2025-01-17T15:34:34.871896+00:00,7.78,7.8,0.019999999999999574,
BDMD,2025-01-17,2025-01-17T15:46:00+00:00,27,2025-01-17T15:45:50.980118+00:00,6.85,7.03,0.1800000000000006,
BDMD,2025-01-17,2025-01-17T16:11:00+00:00,2978,2025-01-17T16:10:59.859610+00:00,9.41,9.58,0.16999999999999993,
BDMD,2025-01-17,2025-01-17T15:45:00+00:00,144,2025-01-17T15:40:33.583885+00:00,5.36,6.95,1.5899999999999999,
BDMD,2025-01-17,2025-01-17T15:47:00+00:00,167,2025-01-17T15:46:58.908383+00:00,7.21,7.6,0.3899999999999997,
BDMD,2025-01-17,2025-01-17T15:57:00+00:00,1171,2025-01-17T15:56:59.563520+00:00,8.55,8.63,0.08000000000000007,
BDMD,2025-01-17,2025-01-17T16:06:00+00:00,2266,2025-01-17T16:05:59.896050+00:00,9.76,9.84,0.08000000000000007,
BDMD,2025-01-17,2025-01-17T16:07:00+00:00,2847,2025-01-17T16:06:59.736501+00:00,10.16,10.25,0.08999999999999986,
BDMD,2025-01-17,2025-01-17T16:33:00+00:00,1445,2025-01-17T16:32:59.979114+00:00,10.66,10.8,0.14000000000000057,
DOGZ,2025-01-21,2025-01-21T20:56:00+00:00,89,2025-01-21T20:55:31.885593+00:00,28.39,28.88,0.48999999999999844,
DOGZ,2025-01-21,2025-01-21T15:36:00+00:00,120,2025-01-21T15:31:15.980939+00:00,16.32,18.64,2.3200000000000003,
DOGZ,2025-01-21,2025-01-21T15:38:00+00:00,406,2025-01-21T15:37:56.754506+00:00,17.75,18.5,0.75,
DOGZ,2025-01-21,2025-01-21T15:41:00+00:00,761,2025-01-21T15:40:57.784230+00:00,18.5,19.25,0.75,
STFS,2025-01-22,2025-01-22T15:01:00+00:00,1746,2025-01-22T15:00:59.848247+00:00,2.13,2.14,0.010000000000000231,
STFS,2025-01-22,2025-01-22T15:03:00+00:00,2125,2025-01-22T15:02:59.385284+00:00,2.18,2.19,0.009999999999999787,
STFS,2025-01-22,2025-01-22T15:46:00+00:00,1635,2025-01-22T15:45:59.658351+00:00,2.81,2.83,0.020000000000000018,
STFS,2025-01-22,2025-01-22T15:40:00+00:00,3125,2025-01-22T15:39:58.776936+00:00,2.79,2.8,0.009999999999999787,
STFS,2025-01-22,2025-01-22T15:59:00+00:00,811,2025-01-22T15:54:24.903896+00:00,3.66,3.88,0.21999999999999975,
STFS,2025-01-22,2025-01-22T16:36:00+00:00,1056,2025-01-22T16:31:42.860127+00:00,2.83,2.84,0.009999999999999787,
STFS,2025-01-22,2025-01-22T17:00:00+00:00,1070,2025-01-22T16:59:59.941261+00:00,2.58,2.6,0.020000000000000018,
STFS,2025-01-22,2025-01-22T16:52:00+00:00,184,2025-01-22T16:47:37.945543+00:00,2.74,2.75,0.009999999999999787,
STFS,2025-01-22,2025-01-22T17:15:00+00:00,365,2025-01-22T17:14:59.210995+00:00,2.65,2.68,0.03000000000000025,
STFS,2025-01-22,2025-01-22T16:45:00+00:00,869,2025-01-22T16:44:59.931839+00:00,2.43,2.45,0.020000000000000018,
STFS,2025-01-22,2025-01-22T17:40:00+00:00,482,2025-01-22T17:39:58.559969+00:00,2.96,2.98,0.020000000000000018,
COEP,2025-01-23,2025-01-23T15:10:00+00:00,57,2025-01-23T15:09:41.246897+00:00,10.05,10.75,0.6999999999999993,
BDMD,2025-01-23,2025-01-23T15:28:00+00:00,135,2025-01-23T15:27:46.982443+00:00,8.51,8.65,0.14000000000000057,
BDMD,2025-01-23,2025-01-23T15:53:00+00:00,63,2025-01-23T15:52:46.429465+00:00,8.3,8.47,0.16999999999999993,
BDMD,2025-01-23,2025-01-23T20:00:00+00:00,3,2025-01-23T19:59:14.453902+00:00,8.0,8.26,0.2599999999999998,
BDMD,2025-01-23,2025-01-23T17:39:00+00:00,33,2025-01-23T17:37:49.098800+00:00,8.0,8.25,0.25,
RNAZ,2025-01-24,2025-01-24T15:00:00+00:00,0,,,,,no_quote_at_or_before_exit
RNAZ,2025-01-24,2025-01-24T15:21:00+00:00,2351,2025-01-24T15:20:59.749855+00:00,8.3,8.48,0.17999999999999972,
RNAZ,2025-01-24,2025-01-24T20:00:00+00:00,12,2025-01-24T19:59:56.899061+00:00,7.02,7.1,0.08000000000000007,
RNAZ,2025-01-24,2025-01-24T15:07:00+00:00,1028,2025-01-24T15:06:58.815793+00:00,6.65,6.77,0.11999999999999922,
RNAZ,2025-01-24,2025-01-24T15:32:00+00:00,265,2025-01-24T15:31:59.274425+00:00,7.62,7.73,0.11000000000000032,
RNAZ,2025-01-24,2025-01-24T15:38:00+00:00,1247,2025-01-24T15:37:55.989891+00:00,7.91,7.99,0.08000000000000007,
RNAZ,2025-01-24,2025-01-24T16:03:00+00:00,422,2025-01-24T16:02:56.588410+00:00,6.91,7.0,0.08999999999999986,
RNAZ,2025-01-24,2025-01-24T15:49:00+00:00,518,2025-01-24T15:48:58.680271+00:00,7.7,7.81,0.10999999999999943,
RNAZ,2025-01-24,2025-01-24T15:54:00+00:00,704,2025-01-24T15:53:58.919618+00:00,7.31,7.5,0.1900000000000004,
RNAZ,2025-01-24,2025-01-24T16:00:00+00:00,314,2025-01-24T15:59:58.713275+00:00,7.21,7.3,0.08999999999999986,
DOGZ,2025-01-27,2025-01-27T15:27:00+00:00,0,,,,,no_quote_at_or_before_exit
DOGZ,2025-01-27,2025-01-27T15:40:00+00:00,77,2025-01-27T15:39:59.639897+00:00,25.14,25.98,0.8399999999999999,
DOGZ,2025-01-27,2025-01-27T20:56:00+00:00,22,2025-01-27T20:55:55.029280+00:00,24.66,24.94,0.28000000000000114,
DOGZ,2025-01-27,2025-01-27T15:30:00+00:00,53,2025-01-27T15:29:50.628015+00:00,24.0,25.0,1.0,
DOGZ,2025-01-27,2025-01-27T15:36:00+00:00,142,2025-01-27T15:35:57.893544+00:00,25.0,26.44,1.4400000000000013,
DOGZ,2025-01-27,2025-01-27T15:42:00+00:00,49,2025-01-27T15:41:39.987700+00:00,26.02,26.85,0.8300000000000018,
GRAL,2025-01-27,2025-01-27T14:57:00+00:00,98,2025-01-27T14:52:58.765963+00:00,26.15,26.46,0.3100000000000023,
GRAL,2025-01-27,2025-01-27T15:19:00+00:00,237,2025-01-27T15:18:44.352008+00:00,26.11,26.2,0.08999999999999986,
GRAL,2025-01-27,2025-01-27T20:56:00+00:00,134,2025-01-27T20:55:56.316657+00:00,25.74,25.79,0.05000000000000071,
GRAL,2025-01-27,2025-01-27T15:02:00+00:00,252,2025-01-27T15:01:59.176643+00:00,26.38,26.48,0.10000000000000142,
GRAL,2025-01-27,2025-01-27T16:51:00+00:00,145,2025-01-27T16:50:58.977813+00:00,25.67,25.86,0.18999999999999773,
GRAL,2025-01-27,2025-01-27T19:10:00+00:00,84,2025-01-27T19:09:55.878630+00:00,25.23,25.32,0.08999999999999986,
DWTX,2025-01-27,2025-01-27T14:47:00+00:00,378,2025-01-27T14:46:59.748191+00:00,12.33,12.49,0.16000000000000014,
DWTX,2025-01-27,2025-01-27T14:54:00+00:00,469,2025-01-27T14:53:59.484569+00:00,14.5,14.7,0.1999999999999993,
DWTX,2025-01-27,2025-01-27T16:08:00+00:00,733,2025-01-27T16:07:58.622277+00:00,15.4,15.6,0.1999999999999993,
DWTX,2025-01-27,2025-01-27T16:33:00+00:00,348,2025-01-27T16:32:57.637182+00:00,14.5,14.67,0.16999999999999993,
DWTX,2025-01-27,2025-01-27T16:07:00+00:00,805,2025-01-27T16:06:58.479709+00:00,16.01,16.09,0.0799999999999983,
DWTX,2025-01-27,2025-01-27T16:27:00+00:00,376,2025-01-27T16:26:57.475787+00:00,15.3,15.73,0.4299999999999997,
DWTX,2025-01-27,2025-01-27T17:46:00+00:00,579,2025-01-27T17:41:58.718955+00:00,15.72,23.3,7.58,
DWTX,2025-01-27,2025-01-27T18:11:00+00:00,455,2025-01-27T18:10:59.609760+00:00,17.5,17.97,0.46999999999999886,
DWTX,2025-01-27,2025-01-27T18:37:00+00:00,577,2025-01-27T18:36:58.137618+00:00,16.26,16.6,0.33999999999999986,
DWTX,2025-01-27,2025-01-27T18:38:00+00:00,568,2025-01-27T18:37:59.828365+00:00,16.05,16.55,0.5,
DWTX,2025-01-27,2025-01-27T17:48:00+00:00,448,2025-01-27T17:47:56.417778+00:00,19.0,19.26,0.26000000000000156,
DWTX,2025-01-27,2025-01-27T18:02:00+00:00,676,2025-01-27T18:01:59.290997+00:00,18.67,18.78,0.10999999999999943,
DWTX,2025-01-27,2025-01-27T17:51:00+00:00,1103,2025-01-27T17:50:59.815374+00:00,18.52,18.58,0.05999999999999872,
MSW,2025-01-27,2025-01-27T19:24:00+00:00,0,,,,,no_quote_at_or_before_exit
MSW,2025-01-27,2025-01-27T19:44:00+00:00,66,2025-01-27T19:43:33.683671+00:00,7.95,8.35,0.39999999999999947,
MSW,2025-01-27,2025-01-27T20:59:00+00:00,9,2025-01-27T20:58:51.072788+00:00,8.2,8.56,0.3600000000000012,
BZAI,2025-01-27,2025-01-27T20:56:00+00:00,26,2025-01-27T20:55:53.180229+00:00,5.3,5.34,0.040000000000000036,
BZAI,2025-01-27,2025-01-27T14:58:00+00:00,17,2025-01-27T14:57:32.516165+00:00,6.15,6.5,0.34999999999999964,
BZAI,2025-01-27,2025-01-27T15:00:00+00:00,13,2025-01-27T14:59:43.830697+00:00,6.15,6.5,0.34999999999999964,
JG,2025-01-28,2025-01-28T15:26:00+00:00,323,2025-01-28T15:25:59.008479+00:00,10.21,10.5,0.28999999999999915,
JG,2025-01-28,2025-01-28T15:51:00+00:00,122,2025-01-28T15:50:51.865807+00:00,10.84,10.96,0.120000000000001,
JG,2025-01-28,2025-01-28T21:00:00+00:00,8,,,,,no_quote_at_or_before_exit
JG,2025-01-28,2025-01-28T15:27:00+00:00,357,2025-01-28T15:26:54.100406+00:00,10.56,10.65,0.08999999999999986,
JG,2025-01-28,2025-01-28T15:55:00+00:00,161,2025-01-28T15:54:57.535677+00:00,11.05,11.37,0.3199999999999985,
JG,2025-01-28,2025-01-28T16:04:00+00:00,79,2025-01-28T16:03:59.612000+00:00,11.71,11.79,0.0799999999999983,
RNAZ,2025-01-28,2025-01-28T14:39:00+00:00,716,2025-01-28T14:38:59.990043+00:00,8.2,8.31,0.11000000000000121,
RNAZ,2025-01-28,2025-01-28T14:54:00+00:00,2516,2025-01-28T14:53:59.851347+00:00,10.94,11.11,0.16999999999999993,
RNAZ,2025-01-28,2025-01-28T14:53:00+00:00,89,2025-01-28T14:48:04.219181+00:00,10.45,10.46,0.010000000000001563,
RNAZ,2025-01-28,2025-01-28T15:06:00+00:00,1542,2025-01-28T15:05:59.587143+00:00,9.41,9.55,0.14000000000000057,
RNAZ,2025-01-28,2025-01-28T15:31:00+00:00,7015,2025-01-28T15:30:59.761363+00:00,11.72,11.73,0.009999999999999787,
RNAZ,2025-01-28,2025-01-28T15:01:00+00:00,1154,2025-01-28T15:00:59.858909+00:00,9.92,10.1,0.17999999999999972,
RNAZ,2025-01-28,2025-01-28T15:02:00+00:00,1552,2025-01-28T15:01:59.769048+00:00,9.45,9.7,0.25,
RNAZ,2025-01-28,2025-01-28T15:14:00+00:00,453,2025-01-28T15:13:58.426158+00:00,8.5,8.64,0.14000000000000057,
RNAZ,2025-01-28,2025-01-28T15:16:00+00:00,804,2025-01-28T15:15:58.682260+00:00,8.5,8.7,0.1999999999999993,
RNAZ,2025-01-28,2025-01-28T15:18:00+00:00,1363,2025-01-28T15:17:59.564788+00:00,9.07,9.17,0.09999999999999964,
RNAZ,2025-01-28,2025-01-28T15:43:00+00:00,3769,2025-01-28T15:42:59.834628+00:00,14.16,14.28,0.11999999999999922,
RNAZ,2025-01-28,2025-01-28T15:58:00+00:00,780,2025-01-28T15:57:58.252730+00:00,11.63,11.79,0.15999999999999837,
RNAZ,2025-01-28,2025-01-28T16:33:00+00:00,3656,2025-01-28T16:32:59.654704+00:00,12.03,12.11,0.08000000000000007,
RNAZ,2025-01-28,2025-01-28T16:21:00+00:00,1813,2025-01-28T16:20:59.182139+00:00,10.68,10.86,0.17999999999999972,
RNAZ,2025-01-28,2025-01-28T16:46:00+00:00,2085,2025-01-28T16:45:58.044216+00:00,12.1,12.28,0.17999999999999972,
RNAZ,2025-01-28,2025-01-28T16:25:00+00:00,1892,2025-01-28T16:24:59.449999+00:00,11.88,12.15,0.2699999999999996,
RNAZ,2025-01-28,2025-01-28T16:55:00+00:00,82,2025-01-28T16:50:00.056936+00:00,13.01,15.11,2.0999999999999996,
RNAZ,2025-01-28,2025-01-28T17:11:00+00:00,2084,2025-01-28T17:10:59.996704+00:00,12.92,13.09,0.16999999999999993,
RNAZ,2025-01-28,2025-01-28T17:36:00+00:00,5955,2025-01-28T17:35:58.153234+00:00,15.75,15.89,0.14000000000000057,
RNAZ,2025-01-28,2025-01-28T17:06:00+00:00,903,2025-01-28T17:05:58.284541+00:00,12.45,12.68,0.23000000000000043,
RNAZ,2025-01-28,2025-01-28T17:57:00+00:00,2115,2025-01-28T17:56:59.624166+00:00,15.04,15.18,0.14000000000000057,
RNAZ,2025-01-28,2025-01-28T18:22:00+00:00,1214,2025-01-28T18:21:59.924091+00:00,15.09,15.15,0.0600000000000005,
TECX,2025-01-28,2025-01-28T18:35:00+00:00,0,,,,,no_quote_at_or_before_exit
TECX,2025-01-28,2025-01-28T18:54:00+00:00,360,2025-01-28T18:53:59.601153+00:00,19.52,20.3,0.7800000000000011,
TECX,2025-01-28,2025-01-28T20:56:00+00:00,327,2025-01-28T20:55:58.968159+00:00,23.54,23.78,0.240000000000002,
TECX,2025-01-28,2025-01-28T18:24:00+00:00,208,2025-01-28T18:23:59.877622+00:00,21.33,22.45,1.120000000000001,
TECX,2025-01-28,2025-01-28T18:25:00+00:00,382,2025-01-28T18:24:59.006035+00:00,19.0,19.49,0.48999999999999844,
TECX,2025-01-28,2025-01-28T18:42:00+00:00,359,2025-01-28T18:41:58.988286+00:00,18.0,18.45,0.4499999999999993,
TECX,2025-01-28,2025-01-28T19:07:00+00:00,671,2025-01-28T19:06:58.000745+00:00,23.45,23.89,0.4400000000000013,
TECX,2025-01-28,2025-01-28T18:37:00+00:00,516,2025-01-28T18:36:59.223879+00:00,15.5,16.5,1.0,
TECX,2025-01-28,2025-01-28T18:55:00+00:00,252,2025-01-28T18:54:54.634785+00:00,19.99,20.24,0.25,
TECX,2025-01-28,2025-01-28T19:20:00+00:00,106,2025-01-28T19:19:59.219600+00:00,23.45,23.82,0.370000000000001,
TECX,2025-01-28,2025-01-28T18:50:00+00:00,204,2025-01-28T18:49:59.714941+00:00,17.5,18.1,0.6000000000000014,
TECX,2025-01-28,2025-01-28T20:31:00+00:00,121,2025-01-28T20:30:34.213635+00:00,25.28,25.75,0.46999999999999886,
CSGS,2025-01-29,2025-01-29T15:20:00+00:00,752,2025-01-29T15:19:59.693823+00:00,59.85,59.99,0.14000000000000057,
CSGS,2025-01-29,2025-01-29T15:45:00+00:00,1720,2025-01-29T15:44:54.580162+00:00,59.5,59.86,0.35999999999999943,
CSGS,2025-01-29,2025-01-29T20:56:00+00:00,255,2025-01-29T20:55:59.117750+00:00,58.33,58.34,0.010000000000005116,
CSGS,2025-01-29,2025-01-29T15:15:00+00:00,858,2025-01-29T15:14:59.072009+00:00,60.06,60.84,0.7800000000000011,
CSGS,2025-01-29,2025-01-29T18:29:00+00:00,126,2025-01-29T18:27:59.054403+00:00,58.5,58.58,0.0799999999999983,
CSGS,2025-01-29,2025-01-29T15:22:00+00:00,574,2025-01-29T15:21:55.232937+00:00,59.85,59.86,0.00999999999999801,
CSGS,2025-01-29,2025-01-29T20:18:00+00:00,382,2025-01-29T20:17:58.799982+00:00,58.32,58.46,0.14000000000000057,
CSGS,2025-01-29,2025-01-29T15:23:00+00:00,473,2025-01-29T15:22:57.944017+00:00,59.21,59.8,0.5899999999999963,
CSGS,2025-01-29,2025-01-29T20:28:00+00:00,162,2025-01-29T20:27:53.945584+00:00,57.86,58.02,0.1600000000000037,
