symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry
LUD,2026-06-10,09:54:00,4.70,4.45,5.17,2458,09:57:00,4.44,stop,-644.89,-5.58,False,,0,0.00,41.78,122936,0.30,5.64,False,,1,16.62,1.72,1.30,1.00,0.00,-0.30,0.30,0.30,0.00,1.300,2.228,0.00,0.00,36.62,1.349,2.228,
OCC,2026-06-10,09:44:00,25.51,24.43,27.89,5252,09:45:00,24.35,stop,-6051.27,-4.52,False,,0,0.00,31.33,1418896,6.66,-0.05,False,,3,9.82,6.87,2.50,1.00,0.00,0.00,0.00,0.30,0.00,2.500,2.228,0.20,0.00,21.20,2.056,2.228,
SKIL,2026-06-10,10:34:00,5.37,5.16,5.64,2722,13:34:00,5.14,stop,-604.77,-4.14,False,,0,0.00,19.82,68096,-1.91,-3.75,False,,2,4.56,-0.10,1.90,2.00,0.30,0.00,0.30,0.30,0.00,1.900,2.228,0.00,0.00,19.82,0.227,2.228,
GLXG,2026-06-11,09:47:00,3.42,3.26,3.76,18000,09:49:00,3.41,partial+breakeven,1284.74,2.09,False,,0,0.00,137.13,939573,13.85,191.98,False,,3,32.44,11.54,1.50,1.80,0.00,0.00,0.00,0.30,0.00,1.500,2.044,0.20,0.00,246.28,2.210,2.044,
GLXG,2026-06-11,09:49:00,3.42,3.26,3.76,18000,09:51:00,3.76,partial+target,4437.00,7.21,False,,0,0.00,137.13,939573,10.98,191.98,False,,3,32.44,10.14,1.50,1.80,0.00,0.00,0.00,0.30,0.00,1.500,2.044,0.20,0.00,270.35,0.737,2.044,
INDP,2026-06-11,10:05:00,3.17,3.05,3.42,28000,10:06:00,3.04,stop,-3497.20,-3.95,False,,0,0.00,56.37,2664475,7.01,-0.82,False,,1,6.78,7.16,2.80,1.00,0.30,0.00,0.00,0.30,0.00,2.800,2.044,0.20,0.00,29.63,1.813,2.044,
INDP,2026-06-11,10:25:00,3.24,3.12,3.37,30000,10:31:00,3.12,stop,-3614.25,-3.72,False,,0,0.00,56.37,2664475,3.09,-0.82,False,,3,6.67,4.74,3.00,1.00,0.30,0.30,0.30,0.30,0.00,3.400,2.044,0.20,0.00,41.15,6.915,2.044,
MF,2026-06-11,09:54:00,3.77,3.60,4.14,18000,10:00:00,4.14,partial+target,4893.75,7.21,False,,0,0.00,55.05,1290543,3.00,2.16,False,,1,9.09,3.45,1.20,1.80,0.00,-0.30,0.00,0.30,0.00,1.200,2.044,0.20,0.00,27.27,0.456,2.044,
MF,2026-06-11,10:37:00,3.99,3.79,4.36,18000,10:40:00,3.78,stop,-3776.63,-5.26,False,,0,0.00,55.05,1290543,-7.79,2.16,False,,3,11.57,-6.56,1.50,1.80,0.00,0.00,0.00,0.30,0.20,1.500,2.044,0.00,0.00,53.64,0.614,2.044,
RDWU,2026-06-11,09:51:00,19.50,18.83,20.26,11834,09:59:00,18.77,stop,-8561.78,-3.71,False,,0,0.00,34.64,2656748,4.51,3.34,False,,1,5.15,6.14,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,2.044,0.20,0.00,22.48,1.111,2.044,
UBXG,2026-06-11,09:54:00,3.77,3.60,4.14,18000,10:00:00,4.14,partial+target,4893.75,7.21,False,,0,0.00,55.05,1290543,3.00,2.16,False,,1,9.09,3.45,1.20,1.80,0.00,-0.30,0.00,0.30,0.00,1.200,2.044,0.20,0.00,27.27,0.456,2.044,
UBXG,2026-06-11,10:37:00,3.99,3.79,4.36,18000,10:40:00,3.78,stop,-3776.63,-5.26,False,,0,0.00,55.05,1290543,-7.79,2.16,False,,3,11.57,-6.56,1.50,1.80,0.00,0.00,0.00,0.30,0.20,1.500,2.044,0.00,0.00,53.64,0.614,2.044,
ASBP,2026-06-12,10:33:00,6.11,5.91,6.31,16496,10:40:00,5.89,stop,-3556.83,-3.53,False,,0,0.00,42.25,412402,1.56,-1.42,False,,2,4.02,3.53,1.30,2.00,0.00,0.00,0.00,0.30,0.00,1.300,2.439,0.00,0.00,16.04,1.312,2.439,
AXTU,2026-06-12,10:04:00,15.98,15.17,17.56,8820,10:45:00,15.93,partial+breakeven,3367.31,2.39,False,,0,0.00,34.32,220519,7.08,2.77,False,,1,3.09,8.26,1.40,2.00,0.00,-0.30,0.00,0.30,0.20,1.400,2.439,0.20,0.00,18.56,0.101,2.439,
CRE,2026-06-12,10:23:00,3.17,3.04,3.43,20000,10:28:00,3.16,partial+breakeven,1128.53,1.78,False,,0,0.00,29.01,504064,2.29,0.91,False,,2,11.25,2.76,2.10,2.00,0.00,0.30,0.30,0.30,0.00,2.100,2.439,0.20,0.00,16.18,0.207,2.439,
HTCO,2026-06-12,10:24:00,4.56,4.42,4.78,18000,10:34:00,4.41,stop,-2717.55,-3.31,False,,0,0.00,59.72,937315,1.86,-2.25,False,,1,4.17,3.03,1.60,1.80,0.00,0.00,0.30,0.30,0.00,1.600,2.439,0.00,0.00,48.20,0.119,2.439,
AXTU,2026-06-15,09:51:00,22.41,21.62,23.61,4643,10:01:00,21.56,stop,-3976.08,-3.82,False,,0,0.00,20.53,232152,5.18,22.51,False,,2,3.52,6.31,1.70,1.00,0.00,-0.30,0.30,0.30,0.20,1.700,1.744,0.20,0.00,34.61,2.706,1.744,
CMTL,2026-06-15,09:51:00,3.92,3.81,4.16,13411,09:56:00,3.79,stop,-1688.65,-3.21,False,,0,0.00,76.29,372586,-2.16,-4.55,False,,2,4.88,-1.43,1.60,1.80,0.30,0.00,0.00,0.30,0.00,1.600,1.744,0.00,0.00,25.44,4.395,1.744,
ELTX,2026-06-15,10:39:00,4.02,3.84,4.42,5088,10:50:00,4.01,partial+breakeven,427.24,2.09,False,,0,0.00,32.60,141378,-1.05,-67.78,False,,3,7.18,-0.55,2.30,1.80,0.30,-0.30,0.00,0.30,0.00,2.300,1.744,0.00,0.00,32.60,1.235,1.744,
HQ,2026-06-15,09:37:00,13.39,12.79,14.72,9705,09:47:00,13.35,partial+breakeven,2713.39,2.09,False,,0,0.00,57.78,269631,3.92,6.51,False,,1,17.05,3.19,1.80,1.80,0.00,0.30,0.00,0.30,0.00,1.800,1.744,0.20,0.00,20.99,1.553,1.744,
INDP,2026-06-15,10:09:00,4.12,3.93,4.53,20000,10:51:00,3.92,stop,-3924.24,-4.76,False,,0,0.00,19.12,2904645,9.06,1.12,False,,1,4.09,8.45,1.40,2.00,0.00,-0.30,0.00,0.30,0.20,1.400,1.744,0.20,0.00,17.07,0.687,1.744,
MOBI,2026-06-15,09:48:00,11.63,11.23,12.43,6414,09:55:00,11.20,stop,-2800.13,-3.75,False,,0,0.00,15.08,160396,0.28,0.41,False,,1,3.77,1.01,1.50,2.00,0.00,-0.30,0.30,0.30,0.20,1.500,1.744,0.00,0.00,15.08,0.085,1.744,
UECG,2026-06-15,09:36:00,5.49,5.33,5.71,4651,09:44:00,5.31,stop,-805.97,-3.16,False,,0,0.00,10.52,129212,2.01,11.38,False,,1,6.61,3.22,2.30,1.80,0.30,0.30,0.00,0.30,0.20,2.300,1.744,0.20,0.00,21.54,0.134,1.744,
ARQQ,2026-06-16,09:49:00,19.81,19.05,21.46,12728,10:55:00,18.99,stop,-10380.96,-4.12,False,,0,0.00,20.76,887398,6.84,-3.01,False,,3,7.07,6.41,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.362,0.20,0.00,15.94,2.126,1.362,
CRE,2026-06-16,10:21:00,4.23,4.04,4.56,10899,10:29:00,4.56,partial+target,2812.28,6.10,False,,0,0.00,95.87,544999,-1.14,40.32,True,,3,6.65,0.31,1.30,1.00,0.30,0.00,0.00,0.30,0.00,1.300,1.362,0.00,-0.30,42.23,0.588,1.362,
LSF,2026-06-16,09:43:00,4.90,4.64,5.39,2302,10:20:00,4.63,stop,-636.79,-5.64,False,,0,0.00,15.60,57573,7.28,4.44,False,,2,10.87,7.82,1.70,2.00,0.00,-0.30,0.30,0.30,0.20,1.700,1.362,0.20,0.00,17.12,1.272,1.362,
SLBT,2026-06-16,10:14:00,11.74,11.21,12.90,9856,10:18:00,11.70,partial+breakeven,2416.04,2.09,False,,0,0.00,92.05,273829,-6.15,197.60,False,,1,15.70,-5.59,1.30,1.80,0.00,-0.30,0.30,0.30,0.00,1.300,1.362,0.00,0.00,318.02,1.692,1.362,
ARQQ,2026-06-17,10:34:00,23.29,22.82,24.16,7999,10:41:00,22.75,stop,-4273.95,-2.29,False,,0,0.00,23.54,984009,2.40,0.10,False,,3,4.31,2.89,1.40,1.00,0.00,0.00,0.00,0.00,0.20,1.400,0.892,0.20,0.00,22.62,0.309,0.892,
CLPT,2026-06-17,10:01:00,18.35,17.65,19.23,12346,10:38:00,17.60,stop,-9349.20,-4.13,False,,0,0.00,12.24,534055,2.00,36.06,True,,3,4.17,3.94,1.20,1.80,0.00,0.00,0.30,0.00,0.00,1.200,0.892,0.20,-0.30,36.88,3.561,0.892,
AXTX,2026-06-18,10:12:00,24.27,23.59,25.67,9642,10:15:00,23.52,stop,-7246.16,-3.10,False,,0,0.00,48.67,2756515,1.69,9.68,False,,3,4.99,2.14,1.50,1.80,0.30,0.00,0.00,0.00,0.20,1.500,1.048,0.00,0.00,33.59,0.720,1.048,
CBRX,2026-06-18,10:21:00,21.09,20.32,22.55,5020,11:01:00,22.55,partial+target,5603.39,5.29,False,,0,0.00,26.37,125517,7.88,7.40,False,,3,3.71,7.80,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,1.048,0.20,0.00,16.69,1.942,1.048,
FLYT,2026-06-18,10:07:00,11.16,10.89,11.53,18000,10:10:00,10.86,stop,-5367.06,-2.67,False,,0,0.00,22.92,524534,-1.05,4.85,False,,2,3.37,-0.02,1.30,1.80,0.00,0.00,0.30,0.00,0.00,1.300,1.048,0.00,0.00,22.45,0.379,1.048,
CRMT,2026-06-22,10:32:00,3.08,2.99,3.25,15000,10:37:00,2.98,stop,-1414.05,-3.07,False,,0,0.00,22.99,1122143,-5.37,60.00,True,,2,5.92,-4.88,1.50,1.00,0.30,0.00,0.30,0.00,0.20,1.500,1.026,0.00,-0.30,56.67,0.360,1.026,
ARQQ,2026-06-23,09:39:00,24.38,22.99,26.65,6152,09:57:00,26.65,partial+target,11262.08,7.51,False,,0,0.00,42.00,1338981,3.20,-1.73,False,,2,12.11,4.39,1.40,2.00,0.00,0.00,0.00,0.00,0.20,1.400,1.095,0.20,0.00,15.23,1.760,1.095,
ARQQ,2026-06-23,10:36:00,28.13,27.33,29.23,4070,10:54:00,27.25,stop,-3569.45,-3.12,False,,0,0.00,42.00,1338981,6.87,-1.73,False,,1,3.04,8.12,0.90,1.00,0.00,-0.30,0.00,0.00,0.00,0.900,1.095,0.20,0.00,33.64,2.243,1.095,
CLSX,2026-06-23,09:50:00,31.73,30.31,34.88,4434,10:44:00,31.63,partial+breakeven,2938.56,2.09,False,,0,0.00,26.88,243458,9.06,-10.36,False,,2,4.10,8.51,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,1.095,0.20,0.00,18.51,1.060,1.095,
INFH,2026-06-23,10:23:00,16.72,16.19,17.85,2935,10:32:00,16.14,stop,-1707.49,-3.48,False,,0,0.00,29.27,146777,6.74,5.49,False,,2,3.84,7.22,0.90,1.00,0.00,-0.30,0.00,0.00,0.00,0.900,1.095,0.20,0.00,30.53,0.829,1.095,
LOFF,2026-06-23,10:04:00,22.44,21.55,24.22,9576,10:19:00,21.49,stop,-9157.53,-4.26,False,,0,0.00,26.14,2629009,6.70,-4.22,False,,3,5.83,7.35,1.70,2.00,0.30,-0.30,0.30,0.00,0.20,1.700,1.095,0.20,0.00,16.08,1.169,1.095,
QUBX,2026-06-23,09:43:00,14.87,14.21,16.35,10134,09:46:00,14.17,stop,-7181.20,-4.76,False,,0,0.00,19.82,580631,4.97,-2.41,False,,2,17.92,4.04,1.50,2.00,0.00,0.30,0.00,0.00,0.00,1.500,1.095,0.20,0.00,17.92,0.577,1.095,
RGTU,2026-06-23,09:36:00,25.74,24.72,27.19,13792,09:46:00,24.65,stop,-15063.76,-4.24,False,,0,0.00,23.15,389816,4.55,-5.77,False,,2,18.52,6.09,2.00,2.00,0.00,0.30,0.30,0.00,0.20,2.000,1.095,0.20,0.00,18.52,0.706,1.095,
SMU,2026-06-23,10:02:00,11.02,10.70,11.57,20000,10:15:00,11.57,partial+target,8698.25,3.95,False,,0,0.00,25.82,2223424,6.03,-12.38,False,,2,5.74,6.69,1.70,2.00,0.30,0.00,0.00,0.00,0.20,1.700,1.095,0.20,0.00,16.29,1.305,1.095,
SPAX,2026-06-23,10:04:00,13.48,12.92,14.58,15454,10:19:00,12.88,stop,-9207.65,-4.42,False,,0,0.00,26.02,920850,6.48,-5.06,False,,3,5.83,7.29,1.70,2.00,0.30,-0.30,0.30,0.00,0.20,1.700,1.095,0.20,0.00,16.16,0.736,1.095,
SPCM,2026-06-23,10:04:00,22.54,21.65,24.14,8748,10:11:00,21.59,stop,-8372.71,-4.25,False,,0,0.00,26.11,1704166,6.64,-4.35,False,,3,5.60,7.64,1.40,2.00,0.30,-0.30,0.00,0.00,0.20,1.400,1.095,0.20,0.00,16.07,1.240,1.095,
AAOG,2026-06-24,10:32:00,6.75,6.46,7.35,13498,12:47:00,6.73,partial+breakeven,1795.40,1.97,False,,0,0.00,20.77,1250645,0.43,4.60,False,,2,3.67,1.12,0.90,1.80,0.00,-0.30,0.00,0.00,0.20,0.900,0.846,0.00,0.00,20.77,0.386,0.846,
ARQQ,2026-06-24,09:53:00,26.29,25.19,28.72,2886,10:16:00,26.21,partial+breakeven,1474.64,1.94,False,,0,0.00,19.50,1392855,1.95,-2.86,False,,2,3.08,2.41,0.70,2.00,0.00,-0.30,0.00,0.00,0.00,0.700,0.846,0.00,0.00,15.26,0.781,0.846,
BOT,2026-06-24,10:12:00,27.60,27.08,28.55,13684,10:22:00,27.00,stop,-8190.42,-2.17,False,,0,0.00,19.91,766684,-0.07,2.96,False,,2,3.15,0.43,1.30,2.00,0.00,0.00,0.30,0.00,0.00,1.300,0.846,0.00,0.00,16.44,1.072,0.846,
CBRZ,2026-06-24,09:38:00,26.97,26.12,28.52,3526,10:02:00,26.89,partial+breakeven,1363.29,1.43,False,,0,0.00,19.22,97959,3.08,16.79,False,,2,5.54,2.52,1.70,1.80,0.30,0.00,0.00,0.00,0.20,1.700,0.846,0.20,0.00,23.26,3.298,0.846,
JACK,2026-06-24,09:36:00,13.95,13.32,15.34,6484,09:50:00,13.28,stop,-4309.10,-4.76,False,,0,0.00,11.76,734655,3.02,7.77,False,,1,10.34,3.12,0.90,2.00,0.00,-0.30,0.00,0.00,0.00,0.900,0.846,0.20,0.00,18.91,0.935,0.846,
SMU,2026-06-24,10:28:00,8.87,8.62,9.10,20000,10:34:00,9.10,partial+target,4835.09,2.73,False,,0,0.00,15.53,2260769,-3.52,-4.10,False,,3,4.06,-1.83,1.80,2.00,0.00,0.30,0.30,0.00,0.20,1.800,0.846,0.00,0.00,15.53,3.421,0.846,
SMUP,2026-06-24,10:30:00,6.93,6.73,7.12,12054,10:35:00,7.12,target,2260.12,2.70,False,,0,0.00,15.01,301372,-3.64,-3.47,False,,1,3.21,-1.72,1.50,2.00,0.00,0.00,0.30,0.00,0.20,1.500,0.846,0.00,0.00,15.01,1.397,0.846,
APLX,2026-06-25,10:07:00,25.00,24.46,26.04,11246,10:15:00,24.93,partial+breakeven,2617.43,0.93,False,,0,0.00,21.81,1207303,-5.19,8.94,False,,3,3.54,-4.67,1.30,1.80,0.00,0.00,0.30,0.00,0.00,1.300,1.065,0.00,0.00,20.38,0.881,1.065,
APLX,2026-06-25,10:15:00,25.33,24.46,26.37,11246,10:16:00,24.39,stop,-10520.54,-3.69,False,,0,0.00,21.81,1207303,-5.15,8.94,False,,3,3.54,-3.25,1.30,1.80,0.00,0.00,0.30,0.00,0.00,1.300,1.065,0.00,0.00,20.38,0.201,1.065,
