day,symbol,entry_m,split,wk,mo,entry,stop,r_pct,adv20,rr_e1c_stored,why_stored,xm_stored,o_i,h_i,l_i,c_i,v_i,gap_through,gap_through_pct,entry_bar_stop_hit,last_m,n_bars,dv5,vol5,shares_100r,notional_100r,notional_frac_dv5,share_frac_vol5,rr_base,why_base,xm_base,rr_g,why_g,xm_g,entry_g,rpct_g,rr_eb,why_eb,xm_eb,rr_s25,why_s25,xm_s25,rr_s50,why_s50,xm_s50,rr_s100,why_s100,xm_s100,rr_eod10,why_eod10,xm_eod10,rr_all,why_all,xm_all,entry_all,rpct_all,max_gap_min,limit_touch_before_exit,limit_touch_m
2025-07-10,IONL,701,TRAIN,2025-07-05/2025-07-11,2025-07,54.44284,51.6,5.221697,180144.66,0.23380141,eod,956,54.5,54.5,54.5,54.5,513.0,1,0.10499084911808065,0,959,122,184201.87,3382.0,35.17609151411974,1915.0863221285786,0.010396671445998776,0.010400973244860952,0.23380140985775,eod,956,0.20948275862069035,eod,956,54.5,5.32110091743119,0.23380140985775,eod,956,0.23380140985775,eod,956,0.23380140985775,eod,956,0.23380140985775,eod,956,0.21441674522660706,eod,956,0.19048017241379436,eod,956,54.5,5.32110091743119,20,0,-1
2025-07-10,IROH,580,TRAIN,2025-07-05/2025-07-11,2025-07,9.5285,8.9901,5.6504173,346627.4,2.0,target,686,9.85,9.85,9.85,9.85,200.0,1,3.374088261531205,0,959,69,6840.494199999999,746.0,185.73551263001508,1769.7808320950985,0.25872119474863364,0.24897521800270117,2.0,target,686,-0.6163507384579597,eod,955,9.85,8.729949238578676,2.0,target,686,2.0,target,686,2.0,target,686,2.0,target,686,2.0,target,686,-0.6271892080474476,eod,955,9.85,8.729949238578676,26,1,686
2025-07-10,KRRO,602,TRAIN,2025-07-05/2025-07-11,2025-07,14.76416,13.865,6.090153,104588.75,-1.01542,stop,684,14.8699,14.8699,14.8699,14.8699,255.0,1,0.71619380987471,0,959,118,67723.781,4642.0,111.21491169536009,1641.9947506561675,0.024245467787100773,0.023958404070521345,-1.0154199475065606,stop,684,-1.0137973927753996,stop,684,14.8699,6.757947262590866,-1.0154199475065606,stop,684,-1.0385498687664036,stop,684,-1.0770997375328075,stop,684,-1.154199475065617,stop,684,-1.0154199475065606,stop,684,-1.068986963877002,stop,684,14.8699,6.757947262590866,15,0,-1
2025-07-10,KZIA,607,TRAIN,2025-07-05/2025-07-11,2025-07,9.55859,8.7,8.982391,3189407.8,2.0,target,834,9.49,9.57,9.49,9.5644,3321.0,0,-0.7175744539728135,0,959,294,97641.0382,10165.0,116.47002643869583,1113.2892300166536,0.011401857769437909,0.01145794652618749,2.0,target,834,2.0,target,834,9.55859,8.982391754432413,2.0,target,834,2.0,target,834,2.0,target,834,2.0,target,834,2.0,target,834,2.0,target,834,9.55859,8.982391754432413,5,1,830
2025-07-10,MRAL,678,TRAIN,2025-07-05/2025-07-11,2025-07,26.82022,25.22,5.966469,318261.4,0.80600166,eod,955,26.98,26.98,26.98,26.98,334.0,1,0.5957445539223727,0,959,276,75370.20000000001,2802.0,62.491407431478166,1676.0332954218793,0.022237347060534256,0.02230242949017779,0.8060016747697193,eod,955,0.6420454545454534,eod,955,26.98,6.523350630096374,0.8060016747697193,eod,955,0.8060016747697193,eod,955,0.8060016747697193,eod,955,0.8060016747697193,eod,955,0.7884353401407298,eod,955,0.6260738636363616,eod,955,26.98,6.523350630096374,9,0,-1
2025-07-10,NNNN,574,TRAIN,2025-07-05/2025-07-11,2025-07,51.96543,49.0,5.706544,207308.8,-1.0165237,stop,578,49.0,52.0,49.0,49.3,1810.0,0,-5.706543754184268,1,959,108,378560.21320000006,7686.0,33.721922284457925,1752.3741919384383,0.004629050097804726,0.004387447604014823,-1.0165237419193842,stop,578,-1.0165237419193842,stop,578,51.96543,5.706543754184268,-1.0165237419193842,stop_entry_bar,574,-1.0413093547984593,stop,578,-1.082618709596921,stop,578,-1.1652374191938446,stop,578,-1.0165237419193842,stop,578,-1.082618709596921,stop_entry_bar,574,51.96543,5.706543754184268,2,0,-1
2025-07-10,ONEG,590,TRAIN,2025-07-05/2025-07-11,2025-07,7.01097,6.87,2.0107062,582664.7,2.0,target,605,7.36,7.36,6.939,7.31,2636.0,1,4.97834108547035,0,959,35,99907.6596,14244.0,709.3707881109443,4973.377314322188,0.04977973995421456,0.04980137518330134,2.0,target,605,-0.30612244897959245,eod,959,7.36,6.657608695652177,2.0,target,605,2.0,target,605,2.0,target,605,2.0,target,605,2.0,target,605,-0.3208367346938776,eod,959,7.36,6.657608695652177,14,1,591
2025-07-10,PRAA,576,TRAIN,2025-07-05/2025-07-11,2025-07,16.1483,15.245,5.5937777,482685.5,0.11258718,eod,955,16.12,16.15,16.085,16.15,2359.0,0,-0.1752506455787839,0,959,183,76371.48,4728.0,110.70519207350827,1787.7006531606335,0.02340796136411961,0.023414803738051666,0.11258718033875903,eod,955,0.11258718033875903,eod,955,16.1483,5.593777673191604,0.11258718033875903,eod,955,0.11258718033875903,eod,955,0.11258718033875903,eod,955,0.11258718033875903,eod,955,0.09459758662681457,eod,955,0.09459758662681457,eod,955,16.1483,5.593777673191604,12,0,-1
2025-07-10,RIOX,649,TRAIN,2025-07-05/2025-07-11,2025-07,17.22151,16.38,4.8863893,679181.1,1.0914785,eod,955,17.23,17.27,17.23,17.24,1380.0,1,0.04929881293802563,0,959,336,145275.8383,8354.0,118.83400078430446,2046.500932846907,0.014087001367844848,0.014224802583708937,1.0914784138037605,eod,955,1.070588235294116,eod,955,17.23,4.933255948926299,1.0914784138037605,eod,955,1.0914784138037605,eod,955,1.0914784138037605,eod,955,1.0914784138037605,eod,955,1.069921926061489,eod,955,1.049247058823529,eod,955,17.23,4.933255948926299,4,0,-1
2025-07-10,RYET,573,TRAIN,2025-07-05/2025-07-11,2025-07,11.20351,10.57,5.6545672,439802.2,2.0,target,627,11.325,11.325,11.325,11.325,174.0,1,1.0843923020553259,0,959,244,195848.77000000002,16896.0,157.85070480339712,1768.4819497719077,0.009029834344999498,0.00934248963088288,2.0,target,627,2.0,target,676,11.325,6.666666666666658,2.0,target,627,2.0,target,627,2.0,target,627,2.0,target,627,2.0,target,627,2.0,target,676,11.325,6.666666666666658,5,1,627
2025-07-10,SCAG,798,TRAIN,2025-07-05/2025-07-11,2025-07,6.59974,5.84,11.511665,2133800.2,0.32940218,eod,955,6.49,6.6,6.49,6.6,411.0,0,-1.6627927766851403,0,958,124,10386.6137,1576.0,131.62397662358177,868.6840234817175,0.0836349602066858,0.08351775166470925,0.32940216389817567,eod,955,0.32940216389817567,eod,955,6.59974,11.511665611069526,0.32940216389817567,eod,955,0.32940216389817567,eod,955,0.32940216389817567,eod,955,0.32940216389817567,eod,955,0.32038592149946027,eod,955,0.32038592149946027,eod,955,6.59974,11.511665611069526,18,0,-1
2025-07-10,SION,661,TRAIN,2025-07-05/2025-07-11,2025-07,20.99279,19.9501,4.9668956,262567.25,-0.01226635,eod,955,20.93,21.08,20.93,21.08,924.0,0,-0.29910269192422456,0,959,83,88741.93,4231.0,95.90578215960637,2013.329944662363,0.022687470789314174,0.022667403015742466,-0.012266349538212666,eod,955,-0.012266349538212666,eod,955,20.99279,4.96689577707394,-0.012266349538212666,eod,955,-0.012266349538212666,eod,955,-0.012266349538212666,eod,955,-0.012266349538212666,eod,955,-0.03238738263529957,eod,955,-0.03238738263529957,eod,955,20.99279,4.96689577707394,15,0,-1
2025-07-10,SMPL,613,TRAIN,2025-07-05/2025-07-11,2025-07,32.43702,30.465,6.079535,1371613.4,-0.03398546,eod,955,32.37,32.66,32.36,32.55,20682.0,0,-0.20661577419873733,0,959,389,906121.005,27701.0,50.70942485370339,1644.8626281680738,0.0018152792166737971,0.0018305990705643619,-0.03398545653695171,eod,955,-0.03398545653695171,eod,955,32.43702,6.079535049767202,-0.03398545653695171,eod,955,-0.03398545653695171,eod,955,-0.03398545653695171,eod,955,-0.03398545653695171,eod,955,-0.050400097362095615,eod,955,-0.050400097362095615,eod,955,32.43702,6.079535049767202,2,0,-1
2025-07-10,TCBI,571,TRAIN,2025-07-05/2025-07-11,2025-07,86.94004,81.555,6.19397,397165.1,0.11698335,eod,955,86.8,87.08,86.8,87.08,1370.0,0,-0.1610765304455808,0,959,251,262496.70999999996,3042.0,18.569964197109066,1614.47343009523,0.0061504520574571404,0.006104524719628227,0.1169833464561077,eod,955,0.1169833464561077,eod,955,86.94004,6.19397000507475,0.1169833464561077,eod,955,0.1169833464561077,eod,955,0.1169833464561077,eod,955,0.1169833464561077,eod,955,0.10072162880869939,eod,955,0.10072162880869939,eod,955,86.94004,6.19397000507475,8,0,-1
2025-07-10,VVOS,582,TRAIN,2025-07-05/2025-07-11,2025-07,6.018,5.7,5.2841477,1885487.6,-1.0179245,stop,607,5.989,6.02,5.9853,6.02,1057.0,0,-0.48188767032236735,0,959,281,25959.5728,4356.0,314.4654088050318,1892.4528301886814,0.07289999896256695,0.07219132433540676,-1.017924528301887,stop,607,-1.017924528301887,stop,607,6.018,5.2841475573280094,-1.017924528301887,stop,607,-1.0448113207547158,stop,607,-1.0896226415094348,stop,607,-1.1792452830188693,stop,607,-1.017924528301887,stop,607,-1.0896226415094348,stop,607,6.018,5.2841475573280094,2,0,-1
2025-07-10,YB,681,TRAIN,2025-07-05/2025-07-11,2025-07,30.94255,28.01,9.477403,192287.9,-0.3299347,eod,955,31.0,31.0,30.99,31.0,1587.0,1,0.18566666289623335,0,959,105,39584.8084,1281.0,34.100015345006916,1055.1414298136438,0.026655211240422316,0.02661984023810064,-0.32993469847061413,eod,955,-0.3428093645484947,eod,955,31.0,9.645161290322575,-0.32993469847061413,eod,955,-0.32993469847061413,eod,955,-0.32993469847061413,eod,955,-0.32993469847061413,eod,955,-0.3401561780702801,eod,955,-0.35283444816053494,eod,955,31.0,9.645161290322575,38,0,-1
2025-07-11,AIM,609,TRAIN,2025-07-05/2025-07-11,2025-07,9.384569,8.87,5.4831443,175358.34,-0.57245815,eod,948,9.3,9.385,9.3,9.35,1399.0,0,-0.9011495360095934,0,948,13,11180.960000000001,1196.0,194.3373969283025,1823.772710754043,0.1631141432179386,0.16248946231463418,-0.5724577267577332,eod_notape,948,-0.5724577267577332,eod_notape,948,9.384569,5.483139396172606,-0.5724577267577332,eod_notape,948,-0.5724577267577332,eod_notape,948,-0.5724577267577332,eod_notape,948,-0.5724577267577332,eod_notape,948,-0.5901229961385169,eod_notape,948,-0.5901229961385169,eod_notape,948,9.384569,5.483139396172606,253,0,-1
2025-07-11,AMRC,820,TRAIN,2025-07-05/2025-07-11,2025-07,17.81328,17.105,3.9761348,476049.16,0.30598068,eod,955,17.71,18.5,17.71,18.39,217991.0,0,-0.5797921550663165,0,959,289,2454482.5644,134772.0,141.18710114643957,2515.0053651098488,0.0010246580691130897,0.0010475996582853973,0.305980685604567,eod,955,0.305980685604567,eod,955,17.81328,3.976134659085797,0.305980685604567,eod,955,0.305980685604567,eod,955,0.305980685604567,eod,955,0.305980685604567,eod,955,0.2805246512678646,eod,955,0.2805246512678646,eod,955,17.81328,3.976134659085797,3,0,-1
2025-07-11,ARMG,591,TRAIN,2025-07-05/2025-07-11,2025-07,13.17942,12.4,5.9139175,109942.1,-0.5637782,eod,955,13.14,13.2,13.14,13.1733,736.0,0,-0.29910269192422456,0,959,105,55098.4,4175.0,128.30053116419901,1690.9265864360677,0.030689213959680637,0.030730666147113537,-0.5637781940417235,eod,955,-0.5637781940417235,eod,955,13.17942,5.91391730440338,-0.5637781940417235,eod,955,-0.5637781940417235,eod,955,-0.5637781940417235,eod,955,-0.5637781940417235,eod,955,-0.5801236817120435,eod,955,-0.5801236817120435,eod,955,13.17942,5.91391730440338,18,0,-1
2025-07-11,BALY,608,TRAIN,2025-07-05/2025-07-11,2025-07,11.12327,10.91,1.9173318,176595.5,-1.1448399,stop,609,11.1627,11.1627,11.1627,11.1627,161.0,1,0.3544820902486423,0,959,114,16663.5724,1523.0,468.8892014816907,5215.581188165245,0.312992980314668,0.3078720955231062,-1.1448398743376915,stop,609,-1.1222398100514426,stop,609,11.1627,2.2637892266207915,-1.1448398743376915,stop,609,-1.2214329253997247,stop,609,-1.349088010503113,stop,609,-1.6043981807098984,stop,609,-1.1448398743376915,stop,609,-1.2946181242580097,stop,609,11.1627,2.2637892266207915,1,0,-1
2025-07-11,BTU,661,TRAIN,2025-07-05/2025-07-11,2025-07,14.88452,14.11,5.203527,4577662.5,0.5622579,eod,955,14.86,14.89,14.86,14.88,12075.0,0,-0.16473490579475003,0,959,388,900018.6228,60160.0,129.1122243454009,1921.7734855136066,0.0021352596899993906,0.0021461473461669035,0.5622579145793519,eod,955,0.5622579145793519,eod,955,14.88452,5.203526885650332,0.5622579145793519,eod,955,0.5622579145793519,eod,955,0.5622579145793519,eod,955,0.5622579145793519,eod,955,0.5424779218096354,eod,955,0.5424779218096354,eod,955,14.88452,5.203526885650332,2,0,-1
2025-07-11,CLRO,581,TRAIN,2025-07-05/2025-07-11,2025-07,11.27372,10.62,5.7986183,2055536.2,-1.0162455,stop,597,11.28,11.28,11.28,11.28,248.0,1,0.05570477180556477,0,959,153,30775.13,2819.0,152.97069081563933,1724.5487364620897,0.056037090223894734,0.05426416843406858,-1.01624548736462,stop,597,-1.0160909090909083,stop,597,11.28,5.851063829787235,-1.01624548736462,stop,597,-1.0406137184115527,stop,597,-1.0812274368231054,stop,597,-1.1624548736462081,stop,597,-1.01624548736462,stop,597,-1.0804545454545462,stop,597,11.28,5.851063829787235,5,0,-1
2025-07-11,CYN,598,TRAIN,2025-07-05/2025-07-11,2025-07,9.26772,8.8,5.0467644,12586384.0,2.0,target,609,9.24,9.29,9.1714,9.1714,9072.0,0,-0.29910269192423566,0,959,367,605247.3853,63836.0,213.8031300778244,1981.4675446848548,0.0032738142994252024,0.0033492563769318942,2.0,target,609,2.0,target,609,9.26772,5.046764468499263,2.0,target,609,2.0,target,609,2.0,target,609,2.0,target,609,2.0,target,609,2.0,target,609,9.26772,5.046764468499263,1,1,609
2025-07-11,EVOK,587,TRAIN,2025-07-05/2025-07-11,2025-07,6.12833,5.8,5.357577,7155573.5,-0.13197088,eod,955,6.07,6.43,6.04,6.4219,14278.0,0,-0.9518090572798732,0,959,256,176300.03759999998,28187.0,304.5716200164467,1866.5153960953905,0.010587152569588509,0.010805393266982889,-0.13197088295312662,eod,955,-0.13197088295312662,eod,955,6.12833,5.35757702343053,-0.13197088295312662,eod,955,-0.13197088295312662,eod,955,-0.13197088295312662,eod,955,-0.13197088295312662,eod,955,-0.1505040660311264,eod,955,-0.1505040660311264,eod,955,6.12833,5.35757702343053,8,0,-1
2025-07-11,GRAN,783,TRAIN,2025-07-05/2025-07-11,2025-07,5.50647,5.109,7.218236,580008.8,-0.7952047,eod,955,5.209,5.54,5.209,5.33,14727.0,0,-5.402190514068006,0,957,55,45852.7,8692.0,251.59131506780372,1385.3800286814092,0.030213706688622683,0.02894515819924111,-0.7952046695348068,eod,955,-0.7952046695348068,eod,955,5.50647,7.2182360023753915,-0.7952046695348068,eod,955,-0.7952046695348068,eod,955,-0.7952046695348068,eod,955,-0.7952046695348068,eod,955,-0.8082632651520862,eod,955,-0.8082632651520862,eod,955,5.50647,7.2182360023753915,47,0,-1
2025-07-11,IROH,584,TRAIN,2025-07-05/2025-07-11,2025-07,9.443245,9.0,4.6937785,348979.4,-1.0203048,stop,614,9.94,9.94,9.94,9.94,113.0,1,5.260426897745418,0,955,85,13423.3032,1369.0,225.60886191609646,2130.4797572448683,0.15871501414382627,0.16479829212278777,-1.0203047975724495,stop,614,-1.0095744680851066,stop,614,9.94,9.456740442655931,-1.0203047975724495,stop,614,-1.0507619939311197,stop,614,-1.1015239878622431,stop,614,-1.2030479757244865,stop,614,-1.0203047975724495,stop,614,-1.047872340425532,stop,614,9.94,9.456740442655931,7,0,-1
2025-07-11,JFBR,710,TRAIN,2025-07-05/2025-07-11,2025-07,6.52953,6.2,5.0467644,740260.4,-0.24134374,eod,956,6.4406,6.5556,6.4406,6.48,15362.0,0,-1.361966328357489,0,959,77,15324.714899999999,2306.0,303.46250720723447,1981.4675446848537,0.12929881943088245,0.13159692420088226,-0.24134373198191386,eod,956,-0.24134373198191386,eod,956,6.52953,5.046764468499266,-0.24134373198191386,eod,956,-0.24134373198191386,eod,956,-0.24134373198191386,eod,956,-0.24134373198191386,eod,956,-0.2609170636967807,eod,956,-0.2609170636967807,eod,956,6.52953,5.046764468499266,28,0,-1
2025-07-11,KOLD,832,TRAIN,2025-07-05/2025-07-11,2025-07,27.26154,25.84,5.2144523,5348499.0,-0.43730038,eod,955,27.17,27.42,27.17,27.325,65455.0,0,-0.33578440542977317,0,959,388,2039515.375,74521.0,70.3462442140214,1917.7469504903129,0.000940295412330644,0.0009439788007946941,-0.43730039253204217,eod,955,-0.43730039253204217,eod,955,27.26154,5.214452301667478,-0.43730039253204217,eod,955,-0.43730039253204217,eod,955,-0.43730039253204217,eod,955,-0.43730039253204217,eod,955,-0.4560405616444127,eod,955,-0.4560405616444127,eod,955,27.26154,5.214452301667478,2,0,-1
2025-07-11,LIMN,583,TRAIN,2025-07-05/2025-07-11,2025-07,7.2216,6.85,5.145674,516464.1,-1.0184338,stop,643,7.225,7.2298,7.225,7.225,913.0,1,0.047080979284364055,0,959,143,8557.1872,1190.0,269.10656620021535,1943.3799784714752,0.22710499759447533,0.22613997159681962,-1.0184337997847148,stop,643,-1.0182666666666667,stop,643,7.225,5.190311418685122,-1.0184337997847148,stop,643,-1.046084499461787,stop,643,-1.092168998923574,stop,643,-1.1843379978471482,stop,643,-1.0184337997847148,stop,643,-1.0913333333333337,stop,643,7.225,5.190311418685122,6,0,-1
2025-07-11,LRHC,657,TRAIN,2025-07-05/2025-07-11,2025-07,7.74316,7.1758,7.327241,34310668.0,-0.60483646,eod,956,7.71,7.77,7.71,7.77,1310.0,0,-0.4282489319605953,0,959,74,8193.5743,1047.0,176.25493513818392,1364.7701635645801,0.16656591050435463,0.16834282248155102,-0.6048364354201906,eod,956,-0.6048364354201906,eod,956,7.74316,7.32724107470335,-0.6048364354201906,eod,956,-0.6048364354201906,eod,956,-0.6048364354201906,eod,956,-0.6048364354201906,eod,956,-0.6178793006204155,eod,956,-0.6178793006204155,eod,956,7.74316,7.32724107470335,43,0,-1
2025-07-11,MBX,683,TRAIN,2025-07-05/2025-07-11,2025-07,12.4372,11.8,5.1233397,342538.56,1.0872568,eod,955,12.41,12.46,12.41,12.46,2578.0,0,-0.2186987424822373,0,959,255,73277.415,5909.0,156.9365976145637,1951.851851851852,0.026636472531841524,0.026558909733383602,1.0872567482736977,eod,955,1.0872567482736977,eod,955,12.4372,5.1233396584440225,1.0872567482736977,eod,955,1.0872567482736977,eod,955,1.0872567482736977,eod,955,1.0872567482736977,eod,955,1.066650973006905,eod,955,1.066650973006905,eod,955,12.4372,5.1233396584440225,16,0,-1
2025-07-11,MTSR,655,TRAIN,2025-07-05/2025-07-11,2025-07,36.51923,34.525,5.460767,866706.8,1.4044368,eod,955,36.49,36.6,36.49,36.6,1236.0,0,-0.08004002274965005,0,959,312,165561.38,4492.0,50.14466736534899,1831.2446407886737,0.011060820106649712,0.011163104934405385,1.4044368001684848,eod,955,1.4044368001684848,eod,955,36.51923,5.460766834350017,1.4044368001684848,eod,955,1.4044368001684848,eod,955,1.4044368001684848,eod,955,1.4044368001684848,eod,955,1.3847199169604278,eod,955,1.3847199169604278,eod,955,36.51923,5.460766834350017,3,0,-1
2025-07-11,OKLL,601,TRAIN,2025-07-05/2025-07-11,2025-07,19.57856,18.4426,5.802061,548181.44,-1.0162352,stop,729,19.38,19.64,19.36,19.54,5020.0,0,-1.0141706029452635,0,959,332,491467.3279,25184.0,88.03126870664454,1723.5254762491625,0.003506897363073242,0.0034955236938788332,-1.0162352547624918,stop,729,-1.0162352547624918,stop,729,19.57856,5.802061030024684,-1.0162352547624918,stop,729,-1.0405881369062295,stop,729,-1.081176273812459,stop,729,-1.1623525476249148,stop,729,-1.0162352547624918,stop,729,-1.081176273812459,stop,729,19.57856,5.802061030024684,2,0,-1
2025-07-11,OWLT,606,TRAIN,2025-07-05/2025-07-11,2025-07,8.87655,8.38,5.5939527,128029.75,-0.19444165,eod,956,8.93,8.93,8.93,8.93,1797.0,1,0.6021483571883257,0,959,64,262240.12,30182.0,201.38958815829255,1787.6447487664918,0.006816824019019256,0.006672506399784393,-0.19444164736683264,eod,956,-0.27272727272727393,eod,956,8.93,6.159014557670761,-0.19444164736683264,eod,956,-0.19444164736683264,eod,956,-0.19444164736683264,eod,956,-0.19444164736683264,eod,956,-0.21212365320713028,eod,956,-0.2886909090909099,eod,956,8.93,6.159014557670761,38,0,-1
2025-07-11,POET,603,TRAIN,2025-07-05/2025-07-11,2025-07,7.03103,6.61,5.9881697,2536525.0,0.4250766,eod,955,7.0,7.04,6.985,7.025,22065.0,0,-0.44132936426100056,0,959,380,428336.456,61212.0,237.5127663111892,1669.9593853169608,0.003898709441899479,0.003880166737097125,0.4250765978671345,eod,955,0.4250765978671345,eod,955,7.03103,5.988169585395028,0.4250765978671345,eod,955,0.4250765978671345,eod,955,0.4250765978671345,eod,955,0.4250765978671345,eod,955,0.40795192741609837,eod,955,0.40795192741609837,eod,955,7.03103,5.988169585395028,3,0,-1
2025-07-11,PROK,599,TRAIN,2025-07-05/2025-07-11,2025-07,5.19554,4.675,10.018978,32961780.0,-1.0089811,stop,813,5.04,5.3499,5.03,5.2107,460733.0,0,-2.993721538088445,0,959,390,7180479.4964000005,1349831.0,192.10819533561286,998.1058131939901,0.00013900266879035024,0.00014232018329377,-1.0089810581319394,stop,813,-1.0089810581319394,stop,813,5.19554,10.018977815587993,-1.0089810581319394,stop,813,-1.0224526453298495,stop,813,-1.044905290659699,stop,813,-1.0898105813193997,stop,813,-1.0089810581319394,stop,813,-1.044905290659699,stop,813,5.19554,10.018977815587993,1,0,-1
2025-07-11,PRTG,710,TRAIN,2025-07-05/2025-07-11,2025-07,6.13836,5.8,5.5122213,233808.25,-0.8049415,eod,955,6.1999,6.1999,6.0,6.0,1494.0,1,1.0025479118201064,0,959,17,7971.135399999999,1341.0,295.5432084170708,1814.1506088190106,0.22758998784778023,0.22039016287626456,-0.8049414824447337,eod,955,-0.8349587396849218,eod,955,6.1999,6.450104033936039,-0.8049414824447337,eod,955,-0.8049414824447337,eod,955,-0.8049414824447337,eod,955,-0.8049414824447337,eod,955,-0.8222780470504796,eod,955,-0.8496274068517139,eod,955,6.1999,6.450104033936039,55,0,-1
2025-07-11,PSIX,614,TRAIN,2025-07-05/2025-07-11,2025-07,68.59517,65.02,5.211985,602955.0,1.0215262,eod,955,68.475,68.77,68.2,68.515,3200.0,0,-0.1751872617270278,0,959,324,324783.5229,4737.0,27.970697896883227,1918.6547772553472,0.005907488040414218,0.0059047282872879935,1.0215262491014412,eod,955,1.0215262491014412,eod,955,68.59517,5.211985042095529,1.0215262491014412,eod,955,1.0215262491014412,eod,955,1.0215262491014412,eod,955,1.0215262491014412,eod,955,1.0013181750797862,eod,955,1.0013181750797862,eod,955,68.59517,5.211985042095529,4,0,-1
2025-07-11,QS,596,TRAIN,2025-07-05/2025-07-11,2025-07,9.11727,8.71,4.467017,46216620.0,0.23996367,eod,955,9.0192,9.17,9.018,9.16,728177.0,0,-1.0756509349838295,0,959,390,11612349.6157,1274176.0,245.53735850909794,2238.630392614243,0.00019278014068639432,0.00019270285934525367,0.2399636604709422,eod,955,0.2399636604709422,eod,955,9.11727,4.467016990831671,0.2399636604709422,eod,955,0.2399636604709422,eod,955,0.2399636604709422,eod,955,0.2399636604709422,eod,955,0.21733739288433052,eod,955,0.21733739288433052,eod,955,9.11727,4.467016990831671,1,0,-1
2025-07-11,RAPP,594,TRAIN,2025-07-05/2025-07-11,2025-07,15.42614,14.81,3.9941294,155864.8,-1.0321437,stop,628,15.31,15.65,15.2,15.435,1567.0,0,-0.7528779072405678,0,959,160,59177.9575,3789.0,162.30077579770838,2503.6744895640613,0.04230755158395018,0.042834725731778406,-1.032143668646739,stop,628,-1.032143668646739,stop,628,15.42614,3.99412944521442,-1.032143668646739,stop,628,-1.0681866134320126,stop,628,-1.1282581880741414,stop,628,-1.2484013373583933,stop,628,-1.032143668646739,stop,628,-1.1282581880741414,stop,628,15.42614,3.99412944521442,5,0,-1
2025-07-11,RKLX,571,TRAIN,2025-07-05/2025-07-11,2025-07,68.07361,67.19,1.2980213,398300.06,2.0,target,572,69.42,71.63,69.42,71.63,2392.0,1,1.9778442776870575,0,958,228,1107103.3576,15766.0,113.17210081370683,7704.0334536729615,0.006958730095782488,0.007178238032075786,2.0,target,572,-1.0301300448430477,stop,586,69.42,3.212330740420634,2.0,target,572,2.0,target,572,2.0,target,572,2.0,target,572,2.0,target,572,-1.150650224215245,stop,586,69.42,3.212330740420634,1,1,572
2025-07-11,RMNI,617,TRAIN,2025-07-05/2025-07-11,2025-07,5.17548,4.85,6.288885,473253.75,0.17918152,eod,955,5.16,5.2,5.15,5.16,53463.0,0,-0.29910269192423566,0,959,291,75395.0424,14553.0,307.2385400024573,1590.1069190119176,0.021090337884230932,0.021111697931866784,0.17918151652943082,eod,955,0.17918151652943082,eod,955,5.17548,6.288885282138095,0.17918151652943082,eod,955,0.17918151652943082,eod,955,0.17918151652943082,eod,955,0.17918151652943082,eod,955,0.163101265822782,eod,955,0.163101265822782,eod,955,5.17548,6.288885282138095,6,0,-1
2025-07-11,RYET,571,TRAIN,2025-07-05/2025-07-11,2025-07,15.43617,15.185,1.6271523,450804.34,2.0,target,572,15.96,16.064,15.735,16.064,4050.0,1,3.393523134300813,0,959,260,122404.6337,7598.0,398.1367201496992,6145.706095473182,0.050208116389904134,0.052400200072347886,2.0,target,572,2.0,target,628,15.96,4.855889724310779,2.0,target,572,2.0,target,572,2.0,target,572,2.0,target,572,2.0,target,572,2.0,target,628,15.96,4.855889724310779,1,1,572
2025-07-11,SCAG,594,TRAIN,2025-07-05/2025-07-11,2025-07,6.7201,6.06,9.82277,1857060.8,1.1814877,eod,956,6.87,6.87,6.87,6.87,248.0,1,2.23062156813143,0,958,160,20356.550000000003,2949.0,151.492198151795,1018.0427207998777,0.0500105725577211,0.05137070130613598,1.1814876533858485,eod,956,0.7777777777777771,eod,956,6.87,11.790393013100443,1.1814876533858485,eod,956,1.1814876533858485,eod,956,1.1814876533858485,eod,956,1.1814876533858485,eod,956,1.1701257385244634,eod,956,0.7685185185185176,eod,956,6.87,11.790393013100443,19,1,685
2025-07-11,SLN,694,TRAIN,2025-07-05/2025-07-11,2025-07,6.43926,6.01,6.666294,114477.7,-0.009924055,eod,955,6.485,6.485,6.485,6.485,116.0,1,0.7103300689830894,0,959,130,9620.18,1494.0,232.9590457997483,1500.0838652564873,0.15593095610024837,0.1559297495312907,-0.00992405535107015,eod,955,-0.10526315789473822,eod,955,6.485,7.324595219737865,-0.00992405535107015,eod,955,-0.00992405535107015,eod,955,-0.00992405535107015,eod,955,-0.00992405535107015,eod,955,-0.024914969948283364,eod,955,-0.1188105263157903,eod,955,6.485,7.324595219737865,14,0,-1
2025-07-11,SOFX,571,TRAIN,2025-07-05/2025-07-11,2025-07,26.86034,26.19,2.4956498,458278.84,2.0,target,598,26.96,27.5328,26.88,27.44,4881.0,1,0.37103029969092205,0,959,281,712793.2152,25883.0,149.17802905988017,4006.972581078262,0.005621507746750873,0.00576355248850134,2.0,target,598,2.0,target,607,26.96,2.856083086053411,2.0,target,598,2.0,target,598,2.0,target,598,2.0,target,598,2.0,target,598,2.0,target,607,26.96,2.856083086053411,1,1,582
