day,em,xm,symbol,net,wk,split
2025-08-21,584,853,DFDV,-1.1413431732536772,2025-08-16/2025-08-22,TRAIN
2025-08-21,618,955,ZEPP,0.12288082248349355,2025-08-16/2025-08-22,TRAIN
2025-08-22,573,603,TEMT,2.0,2025-08-16/2025-08-22,TRAIN
2025-08-22,585,805,GLXU,2.0,2025-08-16/2025-08-22,TRAIN
2025-08-22,585,637,RKLX,2.0,2025-08-16/2025-08-22,TRAIN
2025-08-22,595,955,PSKY,-0.15170435220103182,2025-08-16/2025-08-22,TRAIN
2025-08-25,571,576,LASE,2.0,2025-08-23/2025-08-29,TRAIN
2025-08-25,594,955,RCAT,0.3124967755339951,2025-08-23/2025-08-29,TRAIN
2025-08-25,599,659,SDM,-1.1517023378590823,2025-08-23/2025-08-29,TRAIN
2025-08-25,602,955,UPSX,0.1850389586009881,2025-08-23/2025-08-29,TRAIN
2025-08-26,573,955,BEKE,-0.4273372427089983,2025-08-23/2025-08-29,TRAIN
2025-08-26,588,956,ONEG,-0.19393879898765348,2025-08-23/2025-08-29,TRAIN
2025-08-26,590,644,SDM,-1.2448457086454041,2025-08-23/2025-08-29,TRAIN
2025-08-26,610,955,RIOX,0.9773308719612078,2025-08-23/2025-08-29,TRAIN
2025-08-27,571,955,KYMR,-0.6932752376644078,2025-08-23/2025-08-29,TRAIN
2025-08-27,571,610,NEGG,-1.1382314685539796,2025-08-23/2025-08-29,TRAIN
2025-08-27,574,955,NEON,-0.2406387921294525,2025-08-23/2025-08-29,TRAIN
2025-08-27,578,591,SUPX,-1.1216838028778768,2025-08-23/2025-08-29,TRAIN
2025-08-28,571,617,DKS,-1.2946770303750286,2025-08-23/2025-08-29,TRAIN
2025-08-28,571,577,SUPX,2.0,2025-08-23/2025-08-29,TRAIN
2025-08-28,572,955,CRWL,1.1865122371595604,2025-08-23/2025-08-29,TRAIN
2025-08-28,572,955,UMBF,-0.22465629797535397,2025-08-23/2025-08-29,TRAIN
2025-08-29,603,955,TRVI,0.14955270081273966,2025-08-23/2025-08-29,TRAIN
2025-08-29,715,926,ASST,-1.1482950097057814,2025-08-23/2025-08-29,TRAIN
2025-08-29,737,955,TMC,0.12575611263104763,2025-08-23/2025-08-29,TRAIN
2025-08-29,805,955,DDC,-0.48975698831627157,2025-08-23/2025-08-29,TRAIN
2025-09-02,571,955,PLCE,0.3776608163166495,2025-08-30/2025-09-05,TRAIN
2025-09-02,571,602,SOGP,2.0,2025-08-30/2025-09-05,TRAIN
2025-09-02,572,955,NEGG,-0.7632777083492687,2025-08-30/2025-09-05,TRAIN
2025-09-02,575,598,CIFR,2.0,2025-08-30/2025-09-05,TRAIN
2025-09-03,571,579,NUKK,-1.2390285052830865,2025-08-30/2025-09-05,TRAIN
2025-09-03,571,582,SOGP,-1.2114022917471126,2025-08-30/2025-09-05,TRAIN
2025-09-03,580,955,MLYS,0.0965451257271201,2025-08-30/2025-09-05,TRAIN
2025-09-03,587,864,ATYR,-1.2928269724777435,2025-08-30/2025-09-05,TRAIN
2025-09-04,571,955,PD,1.602829390458056,2025-08-30/2025-09-05,TRAIN
2025-09-04,572,955,GIII,0.1508399896193276,2025-08-30/2025-09-05,TRAIN
2025-09-04,572,603,OKLL,-1.2267701555437864,2025-08-30/2025-09-05,TRAIN
2025-09-04,573,666,MSOX,-1.2355057369230442,2025-08-30/2025-09-05,TRAIN
2025-09-05,571,955,SWBI,0.7380425342386582,2025-08-30/2025-09-05,TRAIN
2025-09-05,579,955,CONI,0.6994880932448647,2025-08-30/2025-09-05,TRAIN
2025-09-05,588,629,QMMM,-1.2857071710407735,2025-08-30/2025-09-05,TRAIN
2025-09-05,605,869,MSTZ,-1.1856521705014154,2025-08-30/2025-09-05,TRAIN
2025-09-08,572,955,VSAT,0.09986845074908651,2025-09-06/2025-09-12,TRAIN
2025-09-08,578,624,INHD,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-08,579,612,HWH,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-08,588,623,DNTH,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-09,571,955,BV,-0.5729704481696603,2025-09-06/2025-09-12,TRAIN
2025-09-09,571,955,CMPR,-0.26912478294326825,2025-09-06/2025-09-12,TRAIN
2025-09-09,575,955,BBNX,1.4309077838680477,2025-09-06/2025-09-12,TRAIN
2025-09-09,575,758,SOGP,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-10,571,607,LE,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-10,571,573,SNTG,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-10,581,584,KRKR,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-10,586,955,CVGW,-0.3335016616758333,2025-09-06/2025-09-12,TRAIN
2025-09-11,571,572,ASST,-1.2138598837938395,2025-09-06/2025-09-12,TRAIN
2025-09-11,571,581,CWD,-1.3729067964399602,2025-09-06/2025-09-12,TRAIN
2025-09-11,577,831,DNTH,-1.2070688380504064,2025-09-06/2025-09-12,TRAIN
2025-09-11,578,608,ZEPP,-1.1416675643808907,2025-09-06/2025-09-12,TRAIN
2025-09-12,571,589,RZLV,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-12,574,955,RH,-0.7378378108841481,2025-09-06/2025-09-12,TRAIN
2025-09-12,588,634,YDES,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-12,614,878,HIMZ,2.0,2025-09-06/2025-09-12,TRAIN
2025-09-15,571,575,MIMI,2.0,2025-09-13/2025-09-19,TRAIN
2025-09-15,575,748,FORD,-1.1471883679863784,2025-09-13/2025-09-19,TRAIN
2025-09-15,595,955,GRAB,0.176071375573364,2025-09-13/2025-09-19,TRAIN
2025-09-15,646,955,SONN,-0.2897654353190907,2025-09-13/2025-09-19,TRAIN
2025-09-16,633,955,TEMT,0.4298927073429585,2025-09-13/2025-09-19,TRAIN
2025-09-16,687,955,BTDR,0.34839834207063564,2025-09-13/2025-09-19,TRAIN
2025-09-16,739,955,IONX,1.1403535024655627,2025-09-13/2025-09-19,TRAIN
2025-09-16,740,955,IONL,1.1975338325093936,2025-09-13/2025-09-19,TRAIN
2025-09-17,575,955,NB,-0.3401967332126713,2025-09-13/2025-09-19,TRAIN
2025-09-17,576,879,AZ,-1.3768553249993807,2025-09-13/2025-09-19,TRAIN
2025-09-17,576,955,CLMT,-0.49421467493802373,2025-09-13/2025-09-19,TRAIN
2025-09-17,591,853,MRAL,-1.1977762456724212,2025-09-13/2025-09-19,TRAIN
2025-09-18,572,577,ALMU,-1.1530932518132198,2025-09-13/2025-09-19,TRAIN
2025-09-18,597,955,U,-0.19564931164396684,2025-09-13/2025-09-19,TRAIN
2025-09-18,609,610,TIC,2.0,2025-09-13/2025-09-19,TRAIN
2025-09-18,635,955,VNET,0.09025490012092828,2025-09-13/2025-09-19,TRAIN
2025-09-19,571,578,QUBX,2.0,2025-09-13/2025-09-19,TRAIN
2025-09-19,573,657,QBTX,2.0,2025-09-13/2025-09-19,TRAIN
2025-09-19,584,594,FGI,2.0,2025-09-13/2025-09-19,TRAIN
2025-09-19,593,955,BLSH,1.0349045815217817,2025-09-13/2025-09-19,TRAIN
2025-09-22,571,646,BETR,2.0,2025-09-20/2025-09-26,TRAIN
2025-09-22,584,731,RKLX,2.0,2025-09-20/2025-09-26,TRAIN
2025-09-22,586,879,FCEL,2.0,2025-09-20/2025-09-26,TRAIN
2025-09-22,589,955,AMPX,0.21404067685739042,2025-09-20/2025-09-26,TRAIN
2025-09-23,571,581,AGMH,2.0,2025-09-20/2025-09-26,TRAIN
2025-09-23,572,575,OKLL,-1.122988708259251,2025-09-20/2025-09-26,TRAIN
2025-09-23,572,956,SUPX,0.17357951856223666,2025-09-20/2025-09-26,TRAIN
2025-09-23,582,955,MENS,0.49541081883255234,2025-09-20/2025-09-26,TRAIN
2025-09-24,571,577,FCEL,-1.2147234796826996,2025-09-20/2025-09-26,TRAIN
2025-09-24,571,571,OKLL,-1.3297983715733959,2025-09-20/2025-09-26,TRAIN
2025-09-24,572,575,SOUX,-1.27876780730436,2025-09-20/2025-09-26,TRAIN
2025-09-24,572,955,UEC,-0.35244010361391936,2025-09-20/2025-09-26,TRAIN
2025-09-25,571,599,POET,2.0,2025-09-20/2025-09-26,TRAIN
2025-09-25,573,580,FUL,-1.2113296083401202,2025-09-20/2025-09-26,TRAIN
2025-09-25,574,844,SUPX,-1.1587311319340492,2025-09-20/2025-09-26,TRAIN
2025-09-25,585,811,CRWG,-1.1075831531125022,2025-09-20/2025-09-26,TRAIN
2025-09-26,573,618,BREA,-1.2187978784351623,2025-09-20/2025-09-26,TRAIN
2025-09-26,578,955,QURE,0.2526977351822477,2025-09-20/2025-09-26,TRAIN
2025-09-26,587,955,CLPT,1.6855238157288726,2025-09-20/2025-09-26,TRAIN
2025-09-26,606,837,TSDD,-1.166513512780268,2025-09-20/2025-09-26,TRAIN
2025-09-29,571,631,ENTA,2.0,2025-09-27/2025-10-03,TRAIN
2025-09-29,571,955,NUVL,0.7889470029061194,2025-09-27/2025-10-03,TRAIN
2025-09-29,574,611,PLTS,-1.138118842176121,2025-09-27/2025-10-03,TRAIN
2025-09-29,578,598,EPSM,-1.1433544751871245,2025-09-27/2025-10-03,TRAIN
2025-09-30,571,869,RGTX,-1.35966278990175,2025-09-27/2025-10-03,TRAIN
2025-09-30,572,857,UEC,-1.1968147982800204,2025-09-27/2025-10-03,TRAIN
2025-09-30,575,956,BQ,-0.24870007884241488,2025-09-27/2025-10-03,TRAIN
2025-09-30,576,668,BREA,2.0,2025-09-27/2025-10-03,TRAIN
2025-10-01,572,865,NG,2.0,2025-09-27/2025-10-03,TRAIN
2025-10-01,572,955,SUPX,0.6708702468897881,2025-09-27/2025-10-03,TRAIN
2025-10-01,577,590,MIMI,-1.0835570084356234,2025-09-27/2025-10-03,TRAIN
2025-10-01,579,955,NEGG,0.8952800252359356,2025-09-27/2025-10-03,TRAIN
2025-10-02,571,955,LAC,-0.5962054905490813,2025-09-27/2025-10-03,TRAIN
2025-10-02,571,955,TAL,-0.08402974635166821,2025-09-27/2025-10-03,TRAIN
2025-10-02,582,955,TSDD,1.7905720420707643,2025-09-27/2025-10-03,TRAIN
2025-10-02,582,955,TSLQ,1.7392904488821985,2025-09-27/2025-10-03,TRAIN
2025-10-03,573,955,ASTX,0.6501911953252252,2025-09-27/2025-10-03,TRAIN
2025-10-03,575,955,BTSG,-0.4917561656786703,2025-09-27/2025-10-03,TRAIN
2025-10-03,576,761,SMU,2.0,2025-09-27/2025-10-03,TRAIN
2025-10-03,576,955,USPH,0.16925411447440433,2025-09-27/2025-10-03,TRAIN
2025-10-06,571,679,IONL,2.0,2025-10-04/2025-10-10,TRAIN
2025-10-06,571,648,IONX,2.0,2025-10-04/2025-10-10,TRAIN
2025-10-06,576,595,RGTIW,-1.1674993809623382,2025-10-04/2025-10-10,TRAIN
2025-10-06,577,591,RGTX,-1.1139357614264886,2025-10-04/2025-10-10,TRAIN
2025-10-07,571,571,TDIC,-1.5758303314195035,2025-10-04/2025-10-10,TRAIN
2025-10-07,590,598,BQ,2.0,2025-10-04/2025-10-10,TRAIN
2025-10-07,603,842,AIP,-1.173401965748429,2025-10-04/2025-10-10,TRAIN
2025-10-07,637,955,FRMI,0.43226211646629736,2025-10-04/2025-10-10,TRAIN
2025-10-08,571,572,IONL,2.0,2025-10-04/2025-10-10,TRAIN
2025-10-08,571,582,IONX,-1.8321002800574693,2025-10-04/2025-10-10,TRAIN
2025-10-08,603,955,WERN,0.7728143973538515,2025-10-04/2025-10-10,TRAIN
2025-10-08,634,955,SMST,-0.44848565832343007,2025-10-04/2025-10-10,TRAIN
2025-10-09,571,575,BTQ,-1.191189677792311,2025-10-04/2025-10-10,TRAIN
2025-10-09,571,619,HYMC,-1.281813477984686,2025-10-04/2025-10-10,TRAIN
2025-10-09,576,955,CRDU,0.4143553724919926,2025-10-04/2025-10-10,TRAIN
2025-10-09,577,955,BAIG,0.916015818209216,2025-10-04/2025-10-10,TRAIN
2025-10-10,571,590,APOG,-1.2045249291399083,2025-10-04/2025-10-10,TRAIN
2025-10-10,574,681,QBTZ,2.0,2025-10-04/2025-10-10,TRAIN
2025-10-10,575,955,AMBO,-0.6436102917209658,2025-10-04/2025-10-10,TRAIN
2025-10-10,575,691,CEP,-1.1984530453754252,2025-10-04/2025-10-10,TRAIN
2025-10-13,574,955,TARS,-0.04761436533523848,2025-10-11/2025-10-17,TRAIN
2025-10-13,575,801,BGMS,2.0,2025-10-11/2025-10-17,TRAIN
2025-10-13,578,955,PLTZ,-0.7164820045057672,2025-10-11/2025-10-17,TRAIN
2025-10-13,582,589,QBTZ,-1.0941792586435277,2025-10-11/2025-10-17,TRAIN
2025-10-14,571,571,CHNR,-1.2018982317514892,2025-10-11/2025-10-17,TRAIN
2025-10-14,571,580,LAES,2.0,2025-10-11/2025-10-17,TRAIN
2025-10-14,571,571,RGTX,-1.363429746250081,2025-10-11/2025-10-17,TRAIN
2025-10-14,571,571,RGTZ,-1.3802383862438246,2025-10-11/2025-10-17,TRAIN
2025-10-15,573,751,RGTZ,2.0,2025-10-11/2025-10-17,TRAIN
2025-10-15,589,955,APEI,-0.4575515338875666,2025-10-11/2025-10-17,TRAIN
2025-10-15,626,957,NBTX,-0.4029309750893283,2025-10-11/2025-10-17,TRAIN
2025-10-15,705,955,QBTZ,-0.4212927241573872,2025-10-11/2025-10-17,TRAIN
2025-10-16,571,674,ABSI,-1.334815395207288,2025-10-11/2025-10-17,TRAIN
2025-10-16,571,577,HIMZ,-1.3516761470259737,2025-10-11/2025-10-17,TRAIN
2025-10-16,582,718,TE,-1.1401657130768554,2025-10-11/2025-10-17,TRAIN
2025-10-16,589,959,DRUG,-0.5323652770166616,2025-10-11/2025-10-17,TRAIN
2025-10-17,571,638,BKKT,-1.1428850997072157,2025-10-11/2025-10-17,TRAIN
2025-10-17,571,955,CRML,0.3719900709968041,2025-10-11/2025-10-17,TRAIN
2025-10-17,571,658,LBRT,2.0,2025-10-11/2025-10-17,TRAIN
2025-10-17,571,955,NB,-0.7019980411480253,2025-10-11/2025-10-17,TRAIN
2025-10-20,573,846,RGTZ,2.0,2025-10-18/2025-10-24,TRAIN
2025-10-20,574,800,QBTZ,2.0,2025-10-18/2025-10-24,TRAIN
2025-10-20,581,634,GWH,-1.1454526177253639,2025-10-18/2025-10-24,TRAIN
2025-10-21,571,576,ABAT,-1.164864115882615,2025-10-18/2025-10-24,TRAIN
2025-10-21,576,955,ANRO,-0.3040315193857088,2025-10-18/2025-10-24,TRAIN
2025-10-21,576,582,BAIG,-1.1653504845298632,2025-10-18/2025-10-24,TRAIN
2025-10-21,577,589,MRAL,-1.2407792228685508,2025-10-18/2025-10-24,TRAIN
2025-10-22,571,955,ASM,-0.20508181852855936,2025-10-18/2025-10-24,TRAIN
2025-10-22,571,955,BTG,-0.07289475613938122,2025-10-18/2025-10-24,TRAIN
2025-10-22,571,955,EXK,-0.30712796243181095,2025-10-18/2025-10-24,TRAIN
2025-10-22,571,955,FSM,-0.059394264438442104,2025-10-18/2025-10-24,TRAIN
2025-10-23,571,585,HXL,2.0,2025-10-18/2025-10-24,TRAIN
2025-10-23,571,955,TBN,0.482222281673116,2025-10-18/2025-10-24,TRAIN
2025-10-23,572,955,MBLY,-0.579083917838716,2025-10-18/2025-10-24,TRAIN
2025-10-23,572,955,XPRO,-0.1800338799490093,2025-10-18/2025-10-24,TRAIN
2025-10-24,571,654,ASM,-1.3529169416832196,2025-10-18/2025-10-24,TRAIN
2025-10-24,572,586,GSIT,-1.1530241422779968,2025-10-18/2025-10-24,TRAIN
2025-10-24,573,959,FOFO,-0.18270636501974324,2025-10-18/2025-10-24,TRAIN
2025-10-24,576,628,OWLS,2.0,2025-10-18/2025-10-24,TRAIN
2025-10-27,581,955,CRI,0.04533963291942292,2025-10-25/2025-10-31,TRAIN
2025-10-27,582,956,CRCD,-0.4110484128252882,2025-10-25/2025-10-31,TRAIN
2025-10-27,605,955,NUAI,0.34331090128688224,2025-10-25/2025-10-31,TRAIN
2025-10-27,606,735,INBX,-1.1175233789762844,2025-10-25/2025-10-31,TRAIN
2025-10-28,571,955,CDZI,0.9454691720931523,2025-10-25/2025-10-31,TRAIN
2025-10-28,571,594,DGXX,-1.1880053632939647,2025-10-25/2025-10-31,TRAIN
2025-10-28,571,844,IRE,-1.1961785702218386,2025-10-25/2025-10-31,TRAIN
2025-10-28,571,574,NVTX,-1.5180769957654763,2025-10-25/2025-10-31,TRAIN
2025-10-29,571,575,MIR,2.0,2025-10-25/2025-10-31,TRAIN
2025-10-29,571,592,RGTZ,-1.199677293034747,2025-10-25/2025-10-31,TRAIN
2025-10-29,571,579,SOFX,-1.3698236510510204,2025-10-25/2025-10-31,TRAIN
2025-10-29,582,958,THH,-0.49467834950736667,2025-10-25/2025-10-31,TRAIN
2025-10-30,571,955,COMM,0.7048104714828184,2025-10-25/2025-10-31,TRAIN
2025-10-30,571,708,DBRG,-1.241361820228315,2025-10-25/2025-10-31,TRAIN
2025-10-30,571,955,MEOH,-0.24698493692526685,2025-10-25/2025-10-31,TRAIN
2025-10-30,571,955,MLTX,-0.08311777569442583,2025-10-25/2025-10-31,TRAIN
2025-10-31,571,955,MTZ,-0.6938842905972359,2025-10-25/2025-10-31,TRAIN
2025-10-31,571,572,ROKU,2.0,2025-10-25/2025-10-31,TRAIN
2025-10-31,573,613,DPRO,2.0,2025-10-25/2025-10-31,TRAIN
2025-10-31,573,955,IR,-0.8045286761463964,2025-10-25/2025-10-31,TRAIN
2025-11-03,573,587,QBTZ,2.0,2025-11-01/2025-11-07,TRAIN
2025-11-03,574,955,BRKR,-0.2007401720185202,2025-11-01/2025-11-07,TRAIN
2025-11-03,583,944,LUMN,2.0,2025-11-01/2025-11-07,TRAIN
2025-11-03,587,626,FCEL,-1.153389307400648,2025-11-01/2025-11-07,TRAIN
2025-11-04,571,955,ADM,-0.09119783746922691,2025-11-01/2025-11-07,TRAIN
2025-11-04,571,955,ATAI,-0.6796996657395679,2025-11-01/2025-11-07,TRAIN
2025-11-04,571,598,CBT,-1.2092825862979757,2025-11-01/2025-11-07,TRAIN
2025-11-04,571,594,LQDA,2.0,2025-11-01/2025-11-07,TRAIN
2025-11-05,571,955,HIPO,1.1299193460002497,2025-11-01/2025-11-07,TRAIN
2025-11-05,571,955,POWI,-0.03906751361515239,2025-11-01/2025-11-07,TRAIN
2025-11-05,571,955,PSN,-0.1966048144137038,2025-11-01/2025-11-07,TRAIN
2025-11-05,571,594,SEDG,2.0,2025-11-01/2025-11-07,TRAIN
2025-11-06,571,884,DAWN,-1.312115862327043,2025-11-01/2025-11-07,TRAIN
2025-11-06,571,955,DTCK,-0.07728055287035435,2025-11-01/2025-11-07,TRAIN
2025-11-06,571,683,HNGE,-1.2790470640533544,2025-11-01/2025-11-07,TRAIN
2025-11-06,571,900,MEC,-1.0582188656701956,2025-11-01/2025-11-07,TRAIN
2025-11-07,571,593,CENX,2.0,2025-11-01/2025-11-07,TRAIN
2025-11-07,571,955,GRPN,-0.7017590368946685,2025-11-01/2025-11-07,TRAIN
2025-11-07,571,573,LMAT,-1.225749457828657,2025-11-01/2025-11-07,TRAIN
2025-11-07,571,575,MNMD,-1.2423898075929636,2025-11-01/2025-11-07,TRAIN
2025-11-10,571,955,NAMS,0.8407466499868947,2025-11-08/2025-11-14,TRAIN
2025-11-10,571,571,NVRI,-1.153856406667921,2025-11-08/2025-11-14,TRAIN
2025-11-10,575,585,QBTZ,-1.1769937404193889,2025-11-08/2025-11-14,TRAIN
2025-11-10,576,660,EOSEW,-1.31639252735603,2025-11-08/2025-11-14,TRAIN
2025-11-11,571,925,BW,-1.1975719069019113,2025-11-08/2025-11-14,TRAIN
2025-11-11,571,646,CSIQ,-1.1964549092872845,2025-11-08/2025-11-14,TRAIN
2025-11-11,571,594,HROW,2.0,2025-11-08/2025-11-14,TRAIN
2025-11-11,571,579,MOVE,-1.27996483923372,2025-11-08/2025-11-14,TRAIN
2025-11-12,571,955,AXTI,-0.4323972036146193,2025-11-08/2025-11-14,TRAIN
2025-11-12,571,959,TCGL,-0.3737489891337178,2025-11-08/2025-11-14,TRAIN
2025-11-12,572,574,MOVE,2.0,2025-11-08/2025-11-14,TRAIN
2025-11-12,577,887,BODI,-1.0679796589218122,2025-11-08/2025-11-14,TRAIN
2025-11-13,571,581,HZO,-1.6632475261957593,2025-11-08/2025-11-14,TRAIN
2025-11-13,571,955,PWP,-0.6541703416966971,2025-11-08/2025-11-14,TRAIN
2025-11-13,572,955,ASND,0.3602339229165612,2025-11-08/2025-11-14,TRAIN
2025-11-13,574,672,UAMY,-1.2275850400573196,2025-11-08/2025-11-14,TRAIN
2025-11-14,571,955,DORM,-0.3060811981802821,2025-11-08/2025-11-14,TRAIN
2025-11-14,571,955,GLOB,-0.8628827170897482,2025-11-08/2025-11-14,TRAIN
2025-11-14,572,955,DJCO,-0.56049562985971,2025-11-08/2025-11-14,TRAIN
2025-11-14,572,575,NU,-1.4923986582119853,2025-11-08/2025-11-14,TRAIN
2025-11-17,571,955,HTHT,0.44306975372995655,2025-11-15/2025-11-21,TRAIN
2025-11-17,573,864,BE,-1.1586157673766568,2025-11-15/2025-11-21,TRAIN
2025-11-17,573,583,NUVL,2.0,2025-11-15/2025-11-21,TRAIN
2025-11-17,573,770,TSSI,-1.1859404050572702,2025-11-15/2025-11-21,TRAIN
2025-11-18,571,955,BW,0.4694148630499575,2025-11-15/2025-11-21,TRAIN
2025-11-18,571,575,QUBX,2.0,2025-11-15/2025-11-21,TRAIN
2025-11-18,571,955,SGML,-0.7671630886587737,2025-11-15/2025-11-21,TRAIN
2025-11-18,572,616,AMSC,-1.2188155062768953,2025-11-15/2025-11-21,TRAIN
2025-11-19,571,713,BRBR,2.0,2025-11-15/2025-11-21,TRAIN
2025-11-19,572,621,MCRB,2.0,2025-11-15/2025-11-21,TRAIN
2025-11-19,577,745,ONDS,-1.1653572681564837,2025-11-15/2025-11-21,TRAIN
2025-11-19,579,605,OLMA,2.0,2025-11-15/2025-11-21,TRAIN
2025-11-20,571,955,BV,-0.3089071277962886,2025-11-15/2025-11-21,TRAIN
2025-11-20,571,955,NTES,-0.3744084717797605,2025-11-15/2025-11-21,TRAIN
2025-11-20,575,586,ATKR,-1.173718036154864,2025-11-15/2025-11-21,TRAIN
2025-11-20,575,955,SQM,-0.9012129877808184,2025-11-15/2025-11-21,TRAIN
2025-11-21,571,602,CIFR,-1.204599076048164,2025-11-15/2025-11-21,TRAIN
2025-11-21,571,602,IRE,-1.1513839709249887,2025-11-15/2025-11-21,TRAIN
2025-11-21,571,602,IREX,-1.1530971832000265,2025-11-15/2025-11-21,TRAIN
2025-11-21,571,617,MSTX,-1.1650116421145962,2025-11-15/2025-11-21,TRAIN
2025-11-24,578,639,MSTZ,-1.250119757354999,2025-11-22/2025-11-28,TRAIN
2025-11-24,578,606,SMST,-1.2669201375388697,2025-11-22/2025-11-28,TRAIN
2025-11-24,590,664,CORD,-1.121704766424646,2025-11-22/2025-11-28,TRAIN
2025-11-24,592,955,ORCX,-0.07837284738263024,2025-11-22/2025-11-28,TRAIN
2025-11-25,571,955,TNGX,0.3956830981518145,2025-11-22/2025-11-28,TRAIN
2025-11-25,578,955,MBX,-0.12249704239978729,2025-11-22/2025-11-28,TRAIN
2025-11-25,585,825,EMBC,-1.1124877124015295,2025-11-22/2025-11-28,TRAIN
2025-11-25,592,956,NEGG,-0.1478326153119932,2025-11-22/2025-11-28,TRAIN
2025-11-26,571,955,SUPV,1.0251176475157788,2025-11-22/2025-11-28,TRAIN
2025-11-26,580,955,EH,0.11347023293849896,2025-11-22/2025-11-28,TRAIN
2025-11-26,582,955,CSTM,0.3967510651376737,2025-11-22/2025-11-28,TRAIN
2025-11-26,583,955,LITE,1.0771688467440583,2025-11-22/2025-11-28,TRAIN
2025-11-28,579,821,CORD,-1.0893103374435051,2025-11-22/2025-11-28,TRAIN
2025-11-28,579,712,QBTZ,-1.1970615174064116,2025-11-22/2025-11-28,TRAIN
2025-11-28,588,907,MVLL,-1.0527306573141495,2025-11-22/2025-11-28,TRAIN
2025-11-28,690,925,ETHD,-1.0746878243500033,2025-11-22/2025-11-28,TRAIN
2025-12-01,571,583,MULL,-1.2038269127595682,2025-11-29/2025-12-05,TRAIN
2025-12-01,574,955,WULF,-0.3477314357772858,2025-11-29/2025-12-05,TRAIN
2025-12-01,574,955,WULX,-0.22445266791212523,2025-11-29/2025-12-05,TRAIN
2025-12-01,575,955,RVNL,0.4125028744124977,2025-11-29/2025-12-05,TRAIN
2025-12-02,571,578,BRR,-1.250200889008731,2025-11-29/2025-12-05,TRAIN
2025-12-02,576,635,SMX,2.0,2025-11-29/2025-12-05,TRAIN
2025-12-02,577,955,KZIA,1.0100652675426525,2025-11-29/2025-12-05,TRAIN
2025-12-02,673,678,REPL,2.0,2025-11-29/2025-12-05,TRAIN
2025-12-03,571,955,M,-0.17887476628562254,2025-11-29/2025-12-05,TRAIN
2025-12-03,571,575,QBTZ,-1.2258585628276653,2025-11-29/2025-12-05,TRAIN
2025-12-03,575,823,SPRB,2.0,2025-11-29/2025-12-05,TRAIN
2025-12-03,576,577,CNCK,2.0,2025-11-29/2025-12-05,TRAIN
2025-12-04,571,955,AI,0.7723230170319028,2025-11-29/2025-12-05,TRAIN
2025-12-04,571,573,CAPR,-1.1457686046425615,2025-11-29/2025-12-05,TRAIN
2025-12-04,571,955,FIVE,0.5562262174948912,2025-11-29/2025-12-05,TRAIN
2025-12-04,571,572,NVA,2.0,2025-11-29/2025-12-05,TRAIN
2025-12-05,576,624,CORD,-1.171044102157769,2025-11-29/2025-12-05,TRAIN
2025-12-05,576,623,VRCA,-1.3613001661520654,2025-11-29/2025-12-05,TRAIN
2025-12-05,582,955,USAR,-0.27329458576845733,2025-11-29/2025-12-05,TRAIN
2025-12-05,587,955,SITE,-0.010694196798758902,2025-11-29/2025-12-05,TRAIN
2025-12-08,579,640,WHLR,-1.04681423130846,2025-12-06/2025-12-12,TRAIN
2025-12-08,580,955,NBIL,0.5324103036090948,2025-12-06/2025-12-12,TRAIN
2025-12-08,580,955,NEBX,0.5955675917155338,2025-12-06/2025-12-12,TRAIN
2025-12-08,581,955,ALMS,-0.1461114573589865,2025-12-06/2025-12-12,TRAIN
2025-12-09,571,955,ARWR,-0.0996002072956724,2025-12-06/2025-12-12,TRAIN
2025-12-09,571,653,AXTI,2.0,2025-12-06/2025-12-12,TRAIN
2025-12-09,571,580,WRBY,2.0,2025-12-06/2025-12-12,TRAIN
2025-12-09,574,955,ABG,-0.15389193655740518,2025-12-06/2025-12-12,TRAIN
2025-12-10,576,900,AGRO,-1.0540510343583738,2025-12-06/2025-12-12,TRAIN
2025-12-10,582,955,CCB,0.29664578238700723,2025-12-06/2025-12-12,TRAIN
2025-12-10,583,594,SMX,-1.1559567843148097,2025-12-06/2025-12-12,TRAIN
2025-12-10,583,955,WULX,0.3089844200699225,2025-12-06/2025-12-12,TRAIN
2025-12-11,571,955,TNDM,-0.6327004424089242,2025-12-06/2025-12-12,TRAIN
2025-12-11,571,603,VOR,2.0,2025-12-06/2025-12-12,TRAIN
2025-12-11,571,601,WRBY,-1.1801400470381507,2025-12-06/2025-12-12,TRAIN
2025-12-11,572,955,ADBG,0.47771169878530306,2025-12-06/2025-12-12,TRAIN
2025-12-12,573,579,LPTH,-1.1429754605578615,2025-12-06/2025-12-12,TRAIN
2025-12-12,574,630,RKLX,-1.2382073837455372,2025-12-06/2025-12-12,TRAIN
2025-12-12,575,588,IRBT,2.0,2025-12-06/2025-12-12,TRAIN
2025-12-12,576,622,MIGI,-1.078700004751001,2025-12-06/2025-12-12,TRAIN
